EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Travels,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceFG3M,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,on
109,1610612747,Robert Horry,Robert Horry,109,LAL,21194.0,353,29.0,688,686,216.0,188,85.0,1374,12.0,19.0,3.0,5.0,3.0,5.0,8.0,14.0,8.0,21.0,6.0,2.0,1.0,2.0,29.0,5.0,2.0,9.0,28.0,54.0,2.0,35.0,5.0,67.0,710,4.0,6.0,7.0,8.0,6.0,14.0,2.0,10.0,5.0,23.0,38.0,18.0,3.0,3.0,8.0,29.0,2.0,1.0,24.0,11.0,35.0,9.0,2.0,11.0,5.0,8.0,81.0,2.0,20.0,1.0,10.0,45.0,1.0,56.0,23.0,79.0,3.0,14.0,8.0,6.0,11.0,3.0,7.0,5.0,4.0,16.0,1.0,7.0,13.0,35.0,2.0,2.0,9.0,1.0,2.0,3.0,11.0,1.0,8.0,1.0,1.0,2.0,12.0,9.0,23.0,216.0,8.0,0.6785714285714286,0.7916666666666666,0.5,0.05714285714285714,0.2,0.05714285714285714,0.5185185185185185,0.6666666666666666,0.42857142857142855,0.34831460674157305,0.3076923076923077,0.375,0.3602150537634409,0.3076923076923077,0.4107142857142857,0.39325842696629215,0.018518518518518517,0.05263157894736842,13.780025284450064,0.6875,0.058823529411764705,0.034482758620689655,0.17857142857142858,0.08368200836820083,0.1724137931034483,0.02247191011235955,0.1774193548387097,0.06707317073170732,0.04838709677419355,0.08333333333333333,0.1111111111111111,0.03125,0.19642857142857142,0.15463917525773196,0.1919191919191919,0.16279069767441862,0.2,0.05263157894736842,0.75,0.21348314606741572,0.631578947368421,0.6666666666666666,0.75,0.15730337078651685,0.5714285714285714,0.5714285714285714,0.5,0.23595505617977527,0.38095238095238093,0.38095238095238093,0.75,0.06741573033707865,0.3258426966292135,0.06896551724137931,0.06896551724137931,0.5,0.38461538461538464,0.6,0.15384615384615385,0.38461538461538464,0.20833333333333334,0.6,0.041666666666666664,0.375,0.2222222222222222,0.6067415730337079,0.06896551724137931,0.4936471910112359,0.5825272727272727,0.4806145833333333,0.022222222222222223,0.03636363636363636,0.11940298507462686,0.34328358208955223,9.835185185185187,25.054285714285715,0.313953488372093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1904,1610612747,Devean George,Devean George,1904,LAL,17292.0,288,70.0,546,547,160.0,131,68.0,1093,8.0,12.0,3.0,5.0,6.0,7.0,4.0,12.0,11.0,19.0,12.0,,5.0,6.0,17.0,,1.0,5.0,23.0,43.0,10.0,29.0,8.0,84.0,553,6.0,10.0,,14.0,8.0,13.0,4.0,10.0,,28.0,40.0,6.0,30.0,,6.0,17.0,6.0,3.0,14.0,7.0,21.0,4.0,3.0,8.0,2.0,4.0,49.0,3.0,7.0,,5.0,24.0,2.0,31.0,10.0,41.0,1.0,10.0,6.0,4.0,4.0,1.0,2.0,5.0,2.0,9.0,2.0,3.0,8.0,26.0,1.0,3.0,9.0,1.0,5.0,,4.0,,,,1.0,3.0,4.0,2.0,28.0,160.0,5.0,0.8695652173913043,1.0,1.0,0.3448275862068966,0.4,0.3448275862068966,0.5348837209302325,0.6,0.6153846153846154,0.5277777777777778,0.6,0.6086956521739131,0.5526315789473685,0.6363636363636364,0.6086956521739131,0.4027777777777778,0.06976744186046512,,13.47068145800317,0.4444444444444444,0.14285714285714285,,0.11059907834101383,0.037037037037037035,0.11627906976744186,0.046153846153846156,0.11153846153846154,0.03937007874015748,0.024390243902439025,0.03896103896103896,0.04225352112676056,0.041666666666666664,0.11627906976744186,0.10843373493975904,0.10989010989010989,0.10344827586206896,0.14285714285714285,0.02857142857142857,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.16666666666666666,0.3333333333333333,0.4,0.75,0.2638888888888889,0.5789473684210527,0.6111111111111112,1.0,0.16666666666666666,0.2361111111111111,0.35294117647058826,0.35294117647058826,1.0,0.5,0.6,,,0.30434782608695654,0.8571428571428571,0.21739130434782608,0.21739130434782608,0.2,0.5694444444444444,0.35294117647058826,0.47976478873239436,0.48989999999999995,0.4905931818181818,0.06578947368421052,0.10638297872340426,0.16666666666666666,0.3333333333333333,10.576744186046513,25.006896551724136,0.29304029304029305,4.0,3.0,2.0,1.0,0.16666666666666666,0.05263157894736842,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,True
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,8753.0,146,-43.0,288,290,104.0,92,34.0,578,8.0,15.0,3.0,4.0,3.0,7.0,1.0,6.0,,2.0,,,,,1.0,,,1.0,9.0,23.0,,1.0,7.0,25.0,321,3.0,5.0,,7.0,3.0,7.0,,1.0,4.0,10.0,12.0,6.0,,,4.0,1.0,,4.0,6.0,4.0,10.0,1.0,3.0,3.0,1.0,2.0,24.0,4.0,9.0,,3.0,6.0,3.0,12.0,13.0,25.0,1.0,2.0,1.0,1.0,5.0,,5.0,1.0,,6.0,,4.0,13.0,31.0,2.0,1.0,14.0,2.0,6.0,2.0,2.0,,1.0,,,1.0,2.0,1.0,10.0,104.0,6.0,0.6666666666666666,0.8571428571428571,,,,,0.391304347826087,0.6,0.42857142857142855,0.375,0.6,0.375,0.4166666666666667,0.5,0.45454545454545453,0.041666666666666664,0.17391304347826086,0.2,11.076923076923077,0.8333333333333334,0.3,,0.061224489795918366,0.08490566037735849,0.17647058823529413,0.11428571428571428,0.0782608695652174,0.09219858156028368,0.1,0.08108108108108109,0.08163265306122448,0.08333333333333333,0.09523809523809523,0.058823529411764705,0.046511627906976744,0.08333333333333333,0.4,0.1,0.5,0.625,0.5333333333333333,0.6666666666666666,0.625,0.25,0.16666666666666666,0.2,1.0,0.08333333333333333,,,,,0.041666666666666664,,,,0.8,0.75,,,0.875,0.42857142857142855,,0.125,,0.6666666666666666,,0.5004,0.49425,0.5573571428571429,0.21428571428571427,0.2222222222222222,0.28,0.4,3.965217391304347,39.1,0.3611111111111111,,,1.0,,0.16666666666666666,,0.18181818181818182,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,10368.0,173,15.0,334,334,106.0,105,40.0,668,4.0,5.0,,,1.0,1.0,3.0,8.0,1.0,4.0,4.0,,,3.0,17.0,,1.0,7.0,8.0,17.0,4.0,21.0,,28.0,341,,1.0,,,1.0,3.0,1.0,7.0,,5.0,2.0,14.0,9.0,3.0,,16.0,3.0,1.0,19.0,3.0,22.0,2.0,1.0,4.0,7.0,8.0,47.0,,1.0,,3.0,26.0,1.0,30.0,1.0,31.0,,4.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,6.0,,4.0,8.0,14.0,,,,,,,3.0,,,,1.0,2.0,3.0,3.0,5.0,106.0,,0.125,0.125,0.75,0.19047619047619047,0.14285714285714285,0.2,0.47058823529411764,,0.3333333333333333,0.3684210526315789,,0.25,0.3684210526315789,,0.25,0.5526315789473685,0.058823529411764705,0.2,11.609498680738787,0.6666666666666666,0.1,,0.2222222222222222,0.009259259259259259,0.14285714285714285,,0.21014492753623187,0.0064516129032258064,,,0.02702702702702703,,0.05263157894736842,0.3148148148148148,0.18181818181818182,0.2,,,1.0,0.13157894736842105,0.8,1.0,,0.21052631578947367,0.375,0.375,,0.10526315789473684,0.25,0.25,1.0,0.10526315789473684,0.4473684210526316,0.17647058823529413,0.17647058823529413,0.6666666666666666,,,,,0.1,1.0,,0.7,0.14285714285714285,0.6842105263157895,0.1875,0.4894851351351351,0.4168,0.44553333333333334,,,,0.17857142857142858,8.5,25.799999999999997,0.31736526946107785,1.0,,,,,,,0.25,0.25,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,31835.0,531,20.0,1028,1025,340.0,294,129.0,2053,43.0,72.0,5.0,10.0,9.0,23.0,27.0,72.0,42.0,111.0,11.0,2.0,6.0,18.0,51.0,3.0,4.0,16.0,112.0,255.0,25.0,62.0,86.0,385.0,1093,11.0,26.0,5.0,33.0,24.0,72.0,7.0,22.0,41.0,110.0,82.0,142.0,42.0,33.0,4.0,50.0,18.0,21.0,49.0,13.0,62.0,9.0,4.0,31.0,11.0,7.0,137.0,4.0,12.0,,9.0,34.0,2.0,45.0,16.0,61.0,4.0,14.0,10.0,4.0,23.0,2.0,17.0,19.0,6.0,42.0,1.0,13.0,9.0,35.0,3.0,8.0,104.0,7.0,40.0,11.0,1.0,,1.0,,,,1.0,1.0,110.0,340.0,4.0,0.36607142857142855,0.37272727272727274,0.56,0.4032258064516129,0.3181818181818182,0.4098360655737705,0.4392156862745098,0.4230769230769231,0.3333333333333333,0.471608832807571,0.4032258064516129,0.3670212765957447,0.5262430939226519,0.4696969696969697,0.4698275862068966,0.19558359621451105,0.08235294117647059,0.18055555555555555,34.29541595925297,0.5476190476190477,0.06451612903225806,,0.09164420485175202,0.0339943342776204,0.11538461538461539,0.030534351145038167,0.0957683741648107,0.03305785123966942,0.046511627906976744,0.041379310344827586,0.01639344262295082,0.030612244897959183,0.08860759493670886,0.07586206896551724,0.10884353741496598,0.10714285714285714,0.13636363636363635,0.02631578947368421,1.0,0.22712933753943218,0.5972222222222222,0.7288135593220338,0.4186046511627907,0.22712933753943218,0.375,0.4153846153846154,0.2962962962962963,0.3501577287066246,0.3783783783783784,0.38181818181818183,0.35714285714285715,0.03470031545741325,0.1608832807570978,0.35294117647058826,0.375,0.5,0.3225806451612903,0.5,0.06451612903225806,0.0967741935483871,0.24468085106382978,0.391304347826087,0.06382978723404255,0.1702127659574468,0.25,0.4227129337539432,0.36,0.4607523734177216,0.45316904761904764,0.46701720430107535,0.1225071225071225,0.1388888888888889,0.08571428571428572,0.2857142857142857,10.71176470588235,25.595161290322583,0.33073929961089493,7.0,3.0,8.0,1.0,0.09722222222222222,0.009009009009009009,0.030303030303030304,0.6363636363636364,0.7,0.7142857142857143,1.0,0.5,1.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,0.2,0.06451612903225806,0.09090909090909091,0.058823529411764705,0.5,0.047619047619047616,,,,,,,,True
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,6164.0,103,-21.0,200,205,82.0,74,22.0,405,1.0,1.0,,,,,,,3.0,6.0,3.0,1.0,3.0,,8.0,,,7.0,4.0,7.0,2.0,11.0,2.0,16.0,231,,,1.0,,2.0,2.0,2.0,10.0,,10.0,,8.0,3.0,3.0,,8.0,,1.0,11.0,1.0,12.0,,1.0,3.0,4.0,4.0,25.0,,1.0,,1.0,4.0,,5.0,1.0,6.0,,8.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,5.0,17.0,1.0,1.0,2.0,,1.0,,1.0,,,,,1.0,1.0,,10.0,82.0,3.0,,,0.5,0.18181818181818182,0.2,0.18181818181818182,0.5714285714285714,,1.0,0.3888888888888889,,0.4166666666666667,0.42105263157894735,,0.4166666666666667,0.6111111111111112,0.14285714285714285,,11.160714285714285,0.6666666666666666,,,0.0625,0.017241379310344827,0.06666666666666667,,0.06329113924050633,0.010526315789473684,,0.03225806451612903,,,0.06666666666666667,0.08,0.041666666666666664,,0.16666666666666666,,,0.05555555555555555,1.0,1.0,,,,,,0.3333333333333333,0.5,0.6,,0.16666666666666666,0.4444444444444444,,,,,,1.0,,,,0.25,0.5833333333333334,,0.6666666666666666,,0.48209705882352943,0.55065,0.4875363636363636,0.05263157894736842,0.125,,0.625,16.214285714285715,25.91818181818182,0.41,2.0,2.0,,,,0.16666666666666666,,0.6666666666666666,0.6666666666666666,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,True
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,23904.0,398,-10.0,771,762,241.0,206,98.0,1533,3.0,9.0,,,1.0,4.0,6.0,11.0,12.0,30.0,17.0,3.0,7.0,18.0,30.0,4.0,2.0,6.0,21.0,50.0,29.0,47.0,17.0,146.0,838,2.0,2.0,7.0,21.0,8.0,16.0,5.0,13.0,11.0,42.0,18.0,24.0,72.0,15.0,,29.0,18.0,2.0,18.0,4.0,22.0,2.0,2.0,8.0,7.0,3.0,48.0,2.0,2.0,,5.0,25.0,,30.0,4.0,34.0,2.0,16.0,8.0,8.0,7.0,3.0,5.0,10.0,2.0,17.0,2.0,5.0,12.0,36.0,,5.0,20.0,1.0,7.0,3.0,1.0,,,,,1.0,1.0,1.0,42.0,241.0,7.0,0.42857142857142855,0.42857142857142855,0.8275862068965517,0.6170212765957447,0.38461538461538464,0.6304347826086957,0.42,1.0,0.5,0.6649484536082474,1.0555555555555556,0.5344827586206896,0.6886792452830188,1.05,0.6,0.4845360824742268,0.04,0.2222222222222222,13.898305084745763,0.4117647058823529,,,0.08896797153024912,0.007326007326007326,0.09090909090909091,0.023255813953488372,0.08928571428571429,0.011142061281337047,,,0.021052631578947368,0.031746031746031744,0.06349206349206349,0.09433962264150944,0.09821428571428571,0.07317073170731707,0.14285714285714285,0.046511627906976744,1.0,0.09278350515463918,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.1134020618556701,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.30927835051546393,0.4,0.4,0.5,0.17525773195876287,0.30927835051546393,0.6,0.6,0.8333333333333334,,,0.3333333333333333,0.4444444444444444,0.13793103448275862,0.25,0.2413793103448276,0.20689655172413793,0.3333333333333333,0.5773195876288659,0.6206896551724138,0.49419263157894733,0.56735,0.4831851851851852,0.07766990291262135,0.125,0.14383561643835616,0.2876712328767123,13.130000000000003,25.03191489361702,0.3125810635538262,11.0,3.0,2.0,,,,,0.6470588235294118,0.6470588235294118,0.8181818181818182,,0.42857142857142855,1.0,1.0,3.0,5.0,,1.0,,1.0,0.7142857142857143,,,,1.0,0.02127659574468085,2.0,0.6666666666666666,0.5,1.0,,,,True
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,3180.0,53,8.0,100,100,44.0,50,9.0,200,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,9.0,11.0,,,,,,,,,11.0,16.0,,,4.0,26.0,107,2.0,2.0,,5.0,3.0,7.0,,,2.0,8.0,18.0,4.0,,,2.0,,,,,,,,,,,,,2.0,1.0,,1.0,6.0,1.0,8.0,3.0,11.0,,1.0,1.0,,2.0,,2.0,,,2.0,,,6.0,9.0,,,6.0,,3.0,,1.0,,1.0,,,,1.0,1.0,8.0,44.0,1.0,0.8181818181818182,0.9,,,,,0.6875,1.0,0.42857142857142855,0.6875,1.0,0.42857142857142855,0.6842105263157895,0.8333333333333334,0.5,,,,19.09090909090909,1.0,0.16666666666666666,,0.18181818181818182,0.043478260869565216,0.16666666666666666,0.1111111111111111,0.1794871794871795,0.07317073170731707,0.14285714285714285,,,,,0.2,0.3333333333333333,0.25,,,1.0,0.125,0.5,0.5,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.6875,0.8181818181818182,0.8181818181818182,0.8888888888888888,,,,,,0.5,1.0,,,0.2857142857142857,0.5,,,,0.125,,0.41285625000000004,0.3984,0.44944285714285714,0.15789473684210525,0.15789473684210525,0.19230769230769232,0.3076923076923077,14.50625,,0.44,,,1.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,True
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,26996.0,450,36.0,871,861,282.0,233,116.0,1732,71.0,99.0,26.0,37.0,19.0,28.0,42.0,106.0,,2.0,,,,,,,,,113.0,207.0,,,73.0,299.0,930,27.0,40.0,,71.0,32.0,61.0,,,29.0,93.0,134.0,92.0,,,40.0,,,5.0,31.0,10.0,41.0,8.0,2.0,14.0,6.0,11.0,92.0,11.0,45.0,2.0,15.0,78.0,14.0,107.0,58.0,165.0,15.0,7.0,5.0,2.0,11.0,,3.0,20.0,8.0,31.0,4.0,6.0,16.0,29.0,3.0,8.0,117.0,13.0,56.0,9.0,30.0,,12.0,,2.0,16.0,30.0,18.0,93.0,282.0,1.0,0.5929203539823009,0.7204301075268817,,,,,0.5458937198067633,0.675,0.5245901639344263,0.5458937198067633,0.675,0.5245901639344263,0.5772200772200772,0.6826923076923077,0.5470588235294118,,0.024154589371980676,0.050505050505050504,28.942115768463076,0.3548387096774194,0.5833333333333334,0.05128205128205128,0.2422360248447205,0.14950166112956811,0.21428571428571427,0.10476190476190476,0.2372448979591837,0.13793103448275862,0.1794871794871795,0.1532258064516129,0.12121212121212122,0.125,0.17647058823529413,0.29838709677419356,0.2230769230769231,0.20408163265306123,0.23809523809523808,0.17045454545454544,0.6,0.4782608695652174,0.7171717171717171,0.7553191489361702,0.6056338028169014,0.5120772946859904,0.39622641509433965,0.39622641509433965,0.5714285714285714,0.00966183574879227,,,,,,,,,0.925,0.7027027027027027,,,0.45901639344262296,0.6785714285714286,,,,0.4782608695652174,,0.47940821256038646,0.5532117647058823,0.46960655737704915,0.224,0.224,0.23745819397993312,0.3110367892976589,4.291304347826087,,0.3237657864523536,,,17.0,4.0,,,0.04,,,,0.15384615384615385,,,1.0,,,,,,,,,,,,,,,,,3.0,5.0,1.0,True
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,2259.0,38,13.0,71,73,20.0,20,11.0,144,1.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,3.0,,,,2.0,73,1.0,2.0,,2.0,,,,,,,,2.0,,,2.0,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,2.0,,,5.0,1.0,6.0,3.0,9.0,,1.0,1.0,,1.0,,1.0,2.0,,3.0,,,5.0,9.0,1.0,1.0,,,,,2.0,,2.0,,,,2.0,2.0,,20.0,1.0,,,,,,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,,,,7.0588235294117645,0.3333333333333333,0.25,,0.21739130434782608,0.08333333333333333,,0.09090909090909091,0.17857142857142858,0.08571428571428572,0.25,0.08333333333333333,,0.1,0.5,0.09090909090909091,0.25,,,,1.0,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,1.0,0.5,,,,,,,,0.6666666666666666,,0.5545666666666667,0.61775,,,,1.0,,3.5,,0.28169014084507044,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True
