EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,PenaltyTurnovers,OffTwoPtReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,FTOffRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeAssists,NonShootingFoulsDrawn,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Travels,3pt And 1 Free Throw Trips,on,HeaveMakes
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,4309.0,72.0,-14.0,145,144,23,52,14,289,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,10.0,5.0,9.0,2.0,25.0,157.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,8.0,4.0,4.0,15.0,2.0,5.0,3.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,16.0,2.0,2.0,3.0,1.0,6.0,2.0,8.0,2.0,2.0,4.0,1.0,4.0,3.0,1.0,7.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,8.0,23,3.0,0.5,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.4,0.5,0.3333333333333333,0.6052631578947368,0.5,0.6666666666666666,0.625,0.5,0.6666666666666666,0.47368421052631576,0.2,0.25,0.25,16.770186335403725,0.5714285714285714,0.3333333333333333,0.06382978723404255,0.1111111111111111,0.1111111111111111,0.07692307692307693,0.02702702702702703,0.07692307692307693,0.2,0.07142857142857142,0.1111111111111111,0.2,0.75,0.21052631578947367,0.5,0.6666666666666666,0.5,0.10526315789473684,0.21052631578947367,0.5,0.6666666666666666,0.5,0.21052631578947367,0.5,0.5,1.0,0.2631578947368421,0.6,0.6,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6842105263157895,0.6,0.5121315789473684,0.5962,0.5150166666666668,0.05,0.09090909090909091,0.08,0.32,9.8,23.933333333333337,0.15862068965517243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,766.0,13.0,,30,30,17,21,5,60,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,4.0,,,,2.0,33.0,,1.0,,1.0,2.0,,,2.0,2.0,,,,,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,1.0,,1.0,2.0,3.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,2.0,17,1.0,1.0,1.0,,,,,0.25,,0.5,0.25,,0.5,0.25,,0.5,,0.25,0.5,,14.285714285714286,1.0,,0.16666666666666666,,0.3333333333333333,0.14285714285714285,0.125,1.0,,0.5,,,,0.5,0.5,1.0,1.0,0.25,0.25,,,,,,,,,,,,1.0,,0.5,1.0,,,0.5,,0.538225,0.5494,0.6147499999999999,,,,1.0,8.5,,0.5666666666666667,1.0,1.0,0.07692307692307693,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,29511.0,492.0,1.0,954,949,161,226,99,1903,44.0,62.0,12.0,20.0,4.0,5.0,11.0,13.0,44.0,4.0,14.0,4.0,26.0,1.0,3.0,60.0,117.0,8.0,40.0,16.0,160.0,1034.0,12.0,22.0,31.0,6.0,15.0,3.0,7.0,23.0,94.0,26.0,24.0,14.0,26.0,4.0,9.0,4.0,1.0,5.0,1.0,,3.0,1.0,11.0,3.0,11.0,36.0,5.0,52.0,36.0,88.0,11.0,6.0,7.0,1.0,6.0,6.0,1.0,13.0,2.0,49.0,86.0,9.0,3.0,19.0,11.0,43.0,27.0,2.0,43.0,27.0,1.0,23.0,161,6.0,0.7833333333333333,0.8867924528301887,1.0,0.2,0.42857142857142855,0.2,0.5128205128205128,0.5454545454545454,0.4,0.4585987261146497,0.625,0.4772727272727273,0.48484848484848486,0.62,0.5,0.25477707006369427,0.07692307692307693,0.11290322580645161,,16.760828625235405,0.5384615384615384,0.15625,0.10404624277456648,0.10576923076923077,0.022727272727272728,0.10444444444444445,0.07423580786026202,0.010101010101010102,0.06060606060606061,0.0847457627118644,0.09821428571428571,0.1,0.627906976744186,0.39490445859872614,0.7096774193548387,0.8,0.8181818181818182,0.07006369426751592,0.2802547770700637,0.29545454545454547,0.29545454545454547,0.6153846153846154,0.08917197452229299,0.2857142857142857,0.2857142857142857,1.0,0.16560509554140126,0.15384615384615385,0.15384615384615385,1.0,0.8333333333333334,0.6,0.22727272727272727,0.8,0.13636363636363635,0.3333333333333333,0.6496815286624203,0.15384615384615385,0.5066308917197452,0.5566590909090908,0.46122727272727276,0.06666666666666667,0.088,0.19375,0.14375,8.144444444444444,23.965,0.16876310272536688,31.0,1.0,0.0950920245398773,0.07142857142857142,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,14.0,1.0,1.0,1.0,0.18181818181818182,0.1,0.14705882352941177,0.09615384615384616,0.12931034482758622,0.11764705882352941,0.02531645569620253,0.2727272727272727,0.3333333333333333,1.0,0.3333333333333333,0.08333333333333333,1.0,1.0,0.18181818181818182,0.5,,,,,,,,,,,,,,,,,,True,
1952,1610612742,Raja Bell,Raja Bell,1952,DAL,9125.0,152.0,26.0,312,314,43,58,21,626,4.0,7.0,,,1.0,2.0,4.0,10.0,19.0,3.0,5.0,1.0,2.0,1.0,2.0,16.0,30.0,4.0,7.0,5.0,49.0,310.0,1.0,1.0,3.0,4.0,7.0,1.0,2.0,14.0,28.0,4.0,12.0,,2.0,1.0,2.0,10.0,6.0,16.0,5.0,1.0,4.0,4.0,38.0,2.0,5.0,19.0,1.0,25.0,3.0,28.0,3.0,3.0,1.0,,1.0,,,1.0,,11.0,20.0,,,10.0,4.0,,,,,,,14.0,43,1.0,0.875,0.875,1.0,0.5714285714285714,0.5,0.5714285714285714,0.5333333333333333,1.0,0.5714285714285714,0.5945945945945946,1.0,0.6111111111111112,0.5833333333333334,0.75,0.5833333333333334,0.1891891891891892,0.06666666666666667,0.2857142857142857,,12.797619047619047,1.0,0.125,0.14615384615384616,0.15625,0.043478260869565216,0.14814814814814814,0.020134228187919462,0.05128205128205128,,0.12,0.14285714285714285,0.14285714285714285,,0.1891891891891892,0.5714285714285714,0.8,1.0,0.10810810810810811,0.5135135135135135,0.5263157894736842,0.5263157894736842,0.9,0.13513513513513514,0.6,0.6,1.0,0.05405405405405406,0.5,0.5,1.0,,,0.2222222222222222,0.5,0.2222222222222222,0.5,0.3783783783783784,0.5,0.5062310810810811,,0.5235277777777778,0.0975609756097561,0.11764705882352941,0.061224489795918366,0.2857142857142857,13.126666666666665,23.657142857142862,0.13782051282051283,1.0,,0.009708737864077669,,2.0,,,,,,,1.0,3.0,,,,,,,,,,,,0.047619047619047616,,0.17777777777777778,0.18181818181818182,,0.5,0.5,0.5,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,True,
714,1610612742,Michael Finley,Michael Finley,714,DAL,26052.0,434.0,-4.0,847,843,125,184,86,1690,18.0,25.0,3.0,3.0,3.0,3.0,31.0,13.0,46.0,5.0,14.0,24.0,44.0,4.0,7.0,44.0,102.0,29.0,58.0,25.0,200.0,914.0,6.0,10.0,32.0,5.0,14.0,4.0,9.0,30.0,40.0,48.0,72.0,10.0,43.0,24.0,4.0,23.0,18.0,41.0,13.0,5.0,8.0,11.0,100.0,7.0,16.0,31.0,2.0,49.0,11.0,60.0,14.0,12.0,9.0,4.0,7.0,7.0,1.0,16.0,3.0,11.0,23.0,,2.0,30.0,12.0,5.0,4.0,,5.0,1.0,,30.0,125,4.0,0.45454545454545453,0.5128205128205128,0.8275862068965517,0.5,0.4444444444444444,0.5087719298245614,0.43137254901960786,0.6,0.35714285714285715,0.546875,0.84375,0.4782608695652174,0.5751445086705202,0.8888888888888888,0.5357142857142857,0.3625,0.0392156862745098,0.04,,20.02118644067797,0.5625,0.07142857142857142,0.1,0.16666666666666666,0.06306306306306306,0.11576354679802955,0.0267639902676399,0.08235294117647059,,0.056074766355140186,0.10309278350515463,0.21875,0.2,0.15625,0.72,0.75,0.5555555555555556,0.19375,0.2875,0.2826086956521739,0.2826086956521739,0.38461538461538464,0.0875,0.35714285714285715,0.35714285714285715,0.8,0.275,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.1875,1.0,0.13043478260869565,1.0,0.30434782608695654,0.5714285714285714,0.51875,0.5581395348837209,0.4941572327044025,0.5547833333333334,0.47384130434782595,0.07058823529411765,0.10714285714285714,0.16,0.15,10.696078431372548,24.65172413793104,0.14757969303423848,4.0,1.0,0.013333333333333334,0.014285714285714285,13.0,1.0,1.0,,2.0,5.0,6.0,5.0,8.0,,1.0,2.0,2.0,2.0,1.0,,,0.8333333333333334,0.0967741935483871,,0.015384615384615385,0.010526315789473684,0.14150943396226415,0.0625,0.012195121951219513,0.41935483870967744,0.4642857142857143,0.38461538461538464,,0.0625,1.0,,0.08695652173913043,,4.0,3.0,4.0,5.0,15.0,1.0,1.0,0.3125,0.8,0.75,,,,,,,,True,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,18120.0,302.0,-36.0,580,574,125,170,59,1154,18.0,23.0,,,3.0,5.0,47.0,8.0,19.0,3.0,8.0,16.0,40.0,3.0,10.0,47.0,89.0,19.0,48.0,16.0,167.0,654.0,2.0,7.0,10.0,7.0,13.0,3.0,11.0,29.0,4.0,90.0,33.0,2.0,40.0,16.0,2.0,29.0,16.0,45.0,11.0,5.0,12.0,11.0,106.0,3.0,4.0,17.0,1.0,22.0,5.0,27.0,5.0,5.0,12.0,3.0,10.0,6.0,1.0,18.0,,5.0,15.0,,1.0,22.0,8.0,,,,,,,29.0,125,4.0,0.0425531914893617,0.043478260869565216,0.5789473684210527,0.3958333333333333,0.2727272727272727,0.3958333333333333,0.5280898876404494,0.2857142857142857,0.5384615384615384,0.551094890510949,0.45454545454545453,0.4791666666666667,0.5680272108843537,0.45454545454545453,0.5178571428571429,0.35036496350364965,0.02247191011235955,,,25.621118012422357,0.6666666666666666,0.045454545454545456,0.08673469387755102,0.06060606060606061,0.03296703296703297,0.08015267175572519,0.017857142857142856,0.014492753623188406,0.09090909090909091,0.10144927536231885,0.07246376811594203,0.04878048780487805,,0.1678832116788321,0.782608695652174,0.782608695652174,0.05555555555555555,0.34306569343065696,0.1386861313868613,0.42105263157894735,0.42105263157894735,0.125,0.058394160583941604,0.375,0.375,1.0,0.291970802919708,0.4,0.41025641025641024,0.5,,,0.20833333333333334,0.6,0.4166666666666667,0.3,0.5182481751824818,0.4,0.482835401459854,0.4422071428571429,0.49848333333333333,0.06206896551724138,0.08333333333333333,0.059880239520958084,0.17365269461077845,8.440449438202247,24.629166666666666,0.21551724137931033,2.0,1.0,0.010582010582010581,,21.0,1.0,1.0,,1.0,2.0,4.0,,6.0,,2.0,,2.0,1.0,,,,0.5,0.0425531914893617,,,0.029850746268656716,0.08620689655172414,0.08,0.029850746268656716,0.44680851063829785,0.4666666666666667,,,0.09090909090909091,1.0,1.0,0.041666666666666664,,6.0,2.0,1.0,3.0,24.0,,,0.2727272727272727,0.3333333333333333,,1.0,1.0,0.020833333333333332,0.025,0.02040816326530612,,,True,
959,1610612742,Steve Nash,Steve Nash,959,DAL,22106.0,368.0,13.0,714,702,87,131,76,1416,23.0,40.0,2.0,3.0,2.0,5.0,23.0,11.0,35.0,5.0,8.0,13.0,31.0,2.0,5.0,43.0,98.0,18.0,39.0,23.0,163.0,760.0,2.0,5.0,10.0,3.0,7.0,2.0,5.0,21.0,14.0,72.0,39.0,,31.0,13.0,5.0,63.0,19.0,82.0,13.0,6.0,40.0,17.0,183.0,2.0,7.0,17.0,1.0,25.0,6.0,31.0,12.0,7.0,14.0,8.0,11.0,18.0,3.0,32.0,1.0,7.0,28.0,7.0,2.0,28.0,8.0,,,,,,,21.0,87,3.0,0.16279069767441862,0.16279069767441862,0.7222222222222222,0.46153846153846156,0.4,0.46153846153846156,0.4387755102040816,0.4,0.42857142857142855,0.5109489051094891,0.7142857142857143,0.5,0.5342465753424658,0.7142857142857143,0.5882352941176471,0.2846715328467153,0.05102040816326531,0.075,,22.446406052963432,0.4375,0.05,0.06513409961685823,0.08433734939759036,0.021052631578947368,0.06976744186046512,0.017699115044247787,0.029850746268656716,,0.047058823529411764,0.06976744186046512,0.0847457627118644,,0.291970802919708,0.575,0.6216216216216216,0.043478260869565216,0.1678832116788321,0.25547445255474455,0.3142857142857143,0.3142857142857143,0.45454545454545453,0.058394160583941604,0.625,0.625,0.8,0.22627737226277372,0.41935483870967744,0.43333333333333335,0.6923076923076923,0.42857142857142855,0.6666666666666666,0.4166666666666667,0.4,0.4166666666666667,0.4,0.5766423357664233,0.41935483870967744,0.5085992700729927,0.5289583333333333,0.5427958333333333,0.06293706293706294,0.07692307692307693,0.06134969325153374,0.12883435582822086,8.546938775510204,24.194871794871794,0.12184873949579832,4.0,1.0,0.01639344262295082,0.02654867256637168,9.0,1.0,1.0,,,2.0,2.0,,9.0,,,5.0,3.0,2.0,,,,1.0,0.08695652173913043,,,0.013513513513513514,0.07777777777777778,0.08333333333333333,,0.391304347826087,0.42857142857142855,0.1111111111111111,,0.14285714285714285,1.0,1.0,,,6.0,3.0,1.0,1.0,15.0,,7.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.02564102564102564,0.03225806451612903,0.02564102564102564,2.0,1.0,True,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,2520.0,42.0,-7.0,80,80,20,29,9,160,1.0,1.0,,,,,5.0,1.0,5.0,,,,,,,4.0,11.0,,,2.0,10.0,100.0,,1.0,,,2.0,,,2.0,4.0,4.0,,,,,,1.0,,1.0,,,,,2.0,,2.0,5.0,2.0,9.0,4.0,13.0,,,,,,1.0,,1.0,,4.0,8.0,,,2.0,1.0,,,,,,,2.0,20,4.0,0.5,0.5,,,,,0.36363636363636365,,,0.36363636363636365,,,0.4166666666666667,,0.3333333333333333,,,,,14.444444444444445,,0.3333333333333333,0.2777777777777778,0.25,,0.2692307692307692,0.1,,,,0.5555555555555556,0.3333333333333333,,0.09090909090909091,1.0,1.0,,0.45454545454545453,0.45454545454545453,0.2,0.2,1.0,,,,,,,,,,,,,,,0.09090909090909091,,0.416209090909091,,0.38825,0.08333333333333333,0.08333333333333333,,0.2,12.79090909090909,,0.25,4.0,,0.14814814814814814,0.1875,2.0,,,,,,,,2.0,,1.0,,,,,,,,,,,0.2,,,0.14285714285714285,0.4,0.4,0.5,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,True,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,5476.0,91.0,15.0,168,170,18,27,24,338,4.0,8.0,2.0,3.0,1.0,1.0,2.0,4.0,7.0,,,,,,,9.0,17.0,,,5.0,23.0,168.0,2.0,5.0,6.0,2.0,2.0,,,5.0,14.0,4.0,,4.0,,,2.0,,1.0,1.0,,1.0,,,3.0,2.0,3.0,11.0,2.0,16.0,8.0,24.0,1.0,1.0,5.0,,5.0,,,5.0,,10.0,14.0,2.0,,8.0,3.0,4.0,4.0,,4.0,1.0,,5.0,18,1.0,0.7777777777777778,1.0,,,,,0.5294117647058824,0.4,1.0,0.5294117647058824,0.4,1.0,0.5476190476190477,0.5,0.8333333333333334,,0.11764705882352941,0.25,,13.471502590673575,1.0,0.4,0.16176470588235295,0.15,0.08333333333333333,0.1590909090909091,0.09302325581395349,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.3181818181818182,0.125,0.25,0.47058823529411764,0.5,0.6666666666666666,0.5,0.11764705882352941,0.4117647058823529,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,,0.6,0.6666666666666666,0.5,1.0,,,0.47058823529411764,,0.4827764705882353,0.49047999999999997,0.494,0.15,0.15,0.2608695652173913,0.21739130434782608,7.717647058823529,,0.10714285714285714,6.0,,0.0967741935483871,0.03125,1.0,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,,0.3,0.1,0.09090909090909091,0.25,0.16666666666666666,0.5,0.5,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,True,
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,24.0,,,2,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
