EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Technical Free Throw Trips,HeaveMakes,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,LostBallSteals,SecondChanceCorner3FGM,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,13617.0,227,27,449,438,132,215,63,887,11.0,18.0,1.0,4.0,5.0,8.0,4.0,9.0,3.0,13.0,5.0,18.0,1.0,2.0,8.0,9.0,23.0,2.0,3.0,4.0,8.0,18.0,40.0,14.0,41.0,7.0,85.0,465,3.0,9.0,2.0,4.0,12.0,6.0,12.0,6.0,16.0,4.0,34.0,16.0,20.0,36.0,6.0,2.0,23.0,9.0,5.0,7.0,8.0,15.0,2.0,6.0,4.0,1.0,2.0,38.0,4.0,8.0,7.0,18.0,6.0,31,12.0,43,2.0,5.0,5.0,8.0,3.0,7.0,9.0,2.0,1.0,1.0,17.0,6.0,1.0,12.0,28,1.0,1.0,7.0,1.0,3.0,1.0,12.0,6.0,1.0,5.0,12.0,9.0,1.0,2.0,34.0,132,12.0,0.4444444444444444,0.47058823529411764,0.8571428571428571,0.34146341463414637,0.5,0.375,0.34146341463414637,0.45,0.3333333333333333,0.5,0.48148148148148145,0.46153846153846156,0.5357142857142857,0.5059523809523809,0.46153846153846156,0.5666666666666667,0.5061728395061729,0.125,0.05555555555555555,0.2222222222222222,0.15384615384615385,19.092627599243855,0.47058823529411764,0.3,0.12162162162162163,0.046511627906976744,0.14,0.057971014492753624,0.12626262626262627,0.04979253112033195,0.041666666666666664,0.03636363636363636,0.057971014492753624,0.041666666666666664,0.09523809523809523,0.20512820512820512,0.09836065573770492,0.08333333333333333,0.10714285714285714,0.18181818181818182,0.046511627906976744,0.75,0.2222222222222222,0.6111111111111112,0.6470588235294118,0.45454545454545453,0.1111111111111111,0.4444444444444444,0.5714285714285714,0.25,0.16049382716049382,0.23076923076923078,0.2727272727272727,0.6666666666666666,0.2222222222222222,0.2777777777777778,0.2777777777777778,1.0,0.2839506172839506,0.391304347826087,0.391304347826087,0.7777777777777778,0.3076923076923077,0.25,0.07692307692307693,0.23076923076923078,0.6666666666666666,0.5,0.2857142857142857,0.625,0.2857142857142857,0.25,0.2857142857142857,0.5,0.7283950617283951,0.391304347826087,0.4981598765432099,0.5025333333333333,0.4846910714285714,0.03614457831325301,0.07142857142857142,0.1411764705882353,0.4,8.4225,24.165853658536584,0.29398663697104677,,,,,,,,,,,,,,True,,,,,
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,3330.0,56,36,113,111,48,84,22,224,6.0,11.0,2.0,5.0,1.0,2.0,1.0,3.0,,8.0,,,,,,,2.0,,,,1.0,7.0,22.0,,2.0,3.0,17.0,88,2.0,9.0,,,4.0,2.0,6.0,,1.0,,4.0,6.0,8.0,,,4.0,2.0,,3.0,5.0,,5.0,,,2.0,1.0,2.0,10.0,2.0,6.0,1.0,7.0,1.0,9,9.0,18,1.0,,,,,,,,,,,,,,3,,,4.0,2.0,3.0,,,,,,,,,,4.0,48,2.0,0.42857142857142855,0.6,,,,,,0.3181818181818182,0.2222222222222222,0.3333333333333333,0.2916666666666667,0.2222222222222222,0.2857142857142857,0.34,0.2222222222222222,0.2857142857142857,0.08333333333333333,0.13636363636363635,0.18181818181818182,,0.125,17.605633802816904,,0.25,0.16279069767441862,0.11538461538461539,0.08333333333333333,0.125,0.14545454545454545,0.11764705882352941,,0.1,0.1724137931034483,0.18181818181818182,,0.07692307692307693,0.15384615384615385,0.23529411764705882,,0.2,0.07142857142857142,,0.4583333333333333,0.5454545454545454,0.6666666666666666,0.5,0.125,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,0.08333333333333333,,,,0.5555555555555556,0.4,,,,,0.2857142857142857,0.5,,,0.14285714285714285,,0.5416666666666666,,0.4836666666666667,0.46351666666666663,0.4606857142857143,0.12,0.13043478260869565,0.23529411764705882,0.23529411764705882,8.427272727272728,24.3,0.4247787610619469,1.0,0.3333333333333333,,,,,,,,,,,,True,,,,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,2045.0,34,9,66,68,21,48,12,134,1.0,3.0,,,,1.0,1.0,3.0,2.0,5.0,1.0,3.0,1.0,,,,,,,,,4.0,11.0,1.0,3.0,,11.0,73,,4.0,,1.0,,1.0,2.0,,,,2.0,6.0,2.0,3.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,4.0,1.0,1.0,4.0,,5,5.0,10,,,,2.0,1.0,2.0,1.0,,,,3.0,1.0,1.0,,3,,,,,,,,,,,,,,,2.0,21,2.0,0.75,0.75,1.0,0.3333333333333333,,,0.3333333333333333,0.36363636363636365,,0.5,0.39285714285714285,,0.5,0.39285714285714285,,0.5,0.21428571428571427,,,,,20.0,0.6666666666666666,,0.16,0.038461538461538464,0.2,0.4,0.16666666666666666,0.1388888888888889,0.1,,,0.5,0.25,0.125,0.3333333333333333,0.09090909090909091,0.3333333333333333,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.35714285714285715,0.4,0.4,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.2,,,,0.5,,,,,,0.42857142857142855,,0.4896678571428571,0.48808333333333337,0.5178,,,,0.18181818181818182,11.954545454545455,22.5,0.3181818181818182,,,,,,,,,,,,,,True,,,,,
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,1726.0,29,15,54,52,14,37,14,106,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,3.0,6.0,,,,6.0,48,1.0,2.0,,,2.0,2.0,2.0,,,,4.0,6.0,,,,,,,,2.0,,2.0,,,2.0,,,4.0,2.0,,,2.0,,2,2.0,4,,3.0,3.0,,,,,,,,,,,4.0,6,,,,,,,1.0,1.0,,,1.0,1.0,,,4.0,14,1.0,1.0,1.0,,,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,8.219178082191782,,,0.09523809523809523,,,0.2,0.08695652173913043,0.05714285714285714,,,,0.25,,0.3333333333333333,,,,,,1.0,0.8333333333333334,0.4,0.4,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.5,,,,,0.5,1.0,,,,,0.8333333333333334,,0.5755833333333333,0.5999,0.4845,,,0.3333333333333333,0.6666666666666666,1.25,,0.25925925925925924,,,1.0,,,,,,,,,,,True,,,,,
1952,1610612742,Raja Bell,Raja Bell,1952,DAL,5660.0,94,48,183,181,59,111,33,364,6.0,10.0,2.0,2.0,3.0,5.0,,,4.0,8.0,2.0,3.0,,,,1.0,2.0,,,1.0,1.0,10.0,18.0,3.0,5.0,4.0,33.0,177,3.0,3.0,,,9.0,5.0,8.0,1.0,1.0,3.0,16.0,10.0,10.0,6.0,3.0,,2.0,1.0,3.0,6.0,4.0,10.0,3.0,1.0,4.0,,2.0,24.0,3.0,2.0,2.0,9.0,,11,5.0,16,,,,1.0,2.0,1.0,3.0,,,,4.0,,,6.0,16,,1.0,10.0,2.0,4.0,2.0,,,,,,,,,16.0,59,3.0,0.5,0.5,0.6666666666666666,0.6,,1.0,0.6,0.5555555555555556,1.0,0.625,0.6304347826086957,1.0,0.7222222222222222,0.6111111111111112,0.9,0.6666666666666666,0.21739130434782608,0.16666666666666666,0.3,,,13.656387665198238,0.25,,0.1267605633802817,0.0273972602739726,0.15384615384615385,0.10714285714285714,0.13095238095238096,0.04950495049504951,0.043478260869565216,,0.03571428571428571,0.14285714285714285,,0.23809523809523808,0.08,0.08,0.14285714285714285,0.16666666666666666,,,0.43478260869565216,0.6,0.8571428571428571,0.3333333333333333,,,,,0.34782608695652173,0.5,0.5,0.75,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.08695652173913043,0.5,0.5,,0.6666666666666666,1.0,,,,,0.5555555555555556,0.6,,,0.1111111111111111,1.0,0.6521739130434783,0.5,0.5292021739130435,0.47113333333333335,0.5739277777777778,0.16,0.2,0.2727272727272727,0.48484848484848486,8.733333333333333,23.3,0.3224043715846995,,,,3.0,,,,,,,,,,True,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,3838.0,64,5,123,118,45,68,23,241,5.0,9.0,1.0,2.0,1.0,2.0,,4.0,1.0,4.0,,,,,,,,,,,,6.0,17.0,,,4.0,16.0,117,1.0,2.0,,,5.0,2.0,6.0,,,3.0,7.0,8.0,4.0,,,2.0,,,1.0,,,,,,,,,,1.0,8.0,2.0,5.0,1.0,8,9.0,17,3.0,4.0,4.0,3.0,,3.0,,,,,3.0,,2.0,1.0,7,1.0,,5.0,1.0,2.0,1.0,,,,,,,,,7.0,45,,0.6666666666666666,0.8,,,,,,0.35294117647058826,0.5,0.3333333333333333,0.35294117647058826,0.5,0.3333333333333333,0.42105263157894735,0.625,0.4375,,0.058823529411764705,,0.25,,14.473684210526315,1.0,0.125,0.14705882352941177,0.15384615384615385,0.14285714285714285,0.043478260869565216,0.14583333333333334,0.12,0.18181818181818182,0.11764705882352941,0.16666666666666666,,0.16666666666666666,,0.0625,0.4,0.2222222222222222,,0.3,,0.5294117647058824,0.5555555555555556,0.5555555555555556,0.6,0.23529411764705882,,,,0.23529411764705882,0.25,0.25,1.0,,,,,,,,,1.0,0.5,,,,,0.3333333333333333,0.5,,,,,0.5294117647058824,,0.44354117647058827,0.57325,0.3614,0.1111111111111111,0.1111111111111111,0.3125,0.4375,7.052941176470588,,0.36585365853658536,,,,3.0,,,,,,,,,,True,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,11261.0,188,-5,370,361,106,158,48,731,10.0,15.0,2.0,2.0,2.0,2.0,5.0,13.0,7.0,16.0,2.0,6.0,1.0,,1.0,9.0,17.0,1.0,2.0,4.0,6.0,22.0,44.0,11.0,23.0,23.0,100.0,400,4.0,5.0,1.0,3.0,14.0,4.0,7.0,4.0,7.0,7.0,27.0,20.0,24.0,24.0,9.0,4.0,17.0,9.0,5.0,6.0,6.0,12.0,3.0,3.0,4.0,,2.0,30.0,4.0,5.0,3.0,20.0,3.0,26,9.0,35,2.0,6.0,6.0,5.0,1.0,3.0,3.0,,2.0,,8.0,,1.0,5.0,10,,1.0,25.0,2.0,12.0,1.0,3.0,2.0,,1.0,3.0,2.0,,,27.0,106,3.0,0.45454545454545453,0.5,0.7272727272727273,0.4782608695652174,0.3333333333333333,0.5714285714285714,0.4782608695652174,0.5,0.8,0.5714285714285714,0.5746268656716418,0.6875,0.7142857142857143,0.6346153846153846,0.7777777777777778,0.75,0.34328358208955223,0.11363636363636363,0.13333333333333333,0.23076923076923078,,20.093457943925234,0.625,0.16666666666666666,0.17094017094017094,0.036231884057971016,0.06976744186046512,0.07142857142857142,0.14375,0.04639175257731959,0.08108108108108109,,0.03773584905660377,0.07692307692307693,0.058823529411764705,0.1724137931034483,0.19230769230769232,0.1388888888888889,0.12,,0.07142857142857142,0.6666666666666666,0.22388059701492538,0.6666666666666666,0.7692307692307693,0.6,0.19402985074626866,0.38461538461538464,0.5,0.4,0.23880597014925373,0.4375,0.4375,0.2857142857142857,0.08955223880597014,0.3333333333333333,0.3333333333333333,1.0,0.2537313432835821,0.5294117647058824,0.5294117647058824,0.6666666666666666,0.25,1.0,0.125,0.25,0.5,,0.14285714285714285,1.0,0.07142857142857142,,0.42857142857142855,0.6666666666666666,0.5671641791044776,0.5294117647058824,0.48001641791044786,0.4006100000000001,0.4796357142857143,0.15584415584415584,0.2222222222222222,0.14,0.27,9.55,24.369565217391305,0.2864864864864865,,,,3.0,1.0,,,,,,,,,True,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,589.0,10,-7,19,19,5,13,2,38,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,1.0,1.0,3.0,,1.0,,2.0,21,,1.0,,,,1.0,1.0,,1.0,,2.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,1,1.0,2,,,,,,,,,,,,,,1.0,2,1.0,,,,,,,,,,,,,,2.0,5,1.0,,,,,,,,0.3333333333333333,,1.0,0.25,,0.5,0.25,,0.5,0.25,0.3333333333333333,0.5,,,16.666666666666668,,,0.2,0.125,,,0.2,0.07692307692307693,,0.5,,,,,,0.5,,,,,0.5,0.5,1.0,,,,,,0.25,,,,,,,,0.25,,,,1.0,,,,,,0.5,1.0,,,0.5,,0.75,,0.472375,0.5686,0.47655,,,,1.0,5.466666666666666,24.8,0.2631578947368421,,,,,,,,,,,,,,True,,,,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,4309.0,72,-14,145,144,23,52,14,289,7.0,11.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,,2.0,,,,,4.0,,,,,9.0,23.0,,6.0,,18.0,157,2.0,3.0,,,4.0,2.0,4.0,,,,4.0,14.0,4.0,,,2.0,4.0,,2.0,,,,,,,,,,1.0,7.0,4.0,7.0,2.0,13,8.0,21,,2.0,2.0,1.0,,1.0,,,,,1.0,,,7.0,12,3.0,,,,,,7.0,2.0,,5.0,7.0,6.0,,,4.0,23,1.0,0.7777777777777778,0.875,,,,,,0.391304347826087,0.6666666666666666,0.5,0.3103448275862069,0.6666666666666666,0.5,0.3103448275862069,0.6666666666666666,0.5,0.20689655172413793,0.08695652173913043,0.18181818181818182,,,18.633540372670808,1.0,0.6666666666666666,0.14893617021276595,0.125,0.2222222222222222,0.05555555555555555,0.16923076923076924,0.10810810810810811,0.13333333333333333,0.15,0.09523809523809523,,0.2,0.07142857142857142,0.1111111111111111,0.26666666666666666,0.3,0.125,,0.8571428571428571,0.3793103448275862,0.6363636363636364,0.7777777777777778,0.8571428571428571,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.3103448275862069,0.1111111111111111,0.1111111111111111,,0.06896551724137931,,,,0.13793103448275862,,,,1.0,0.6666666666666666,,,,,0.25,1.0,,,,,0.5862068965517241,,0.4910706896551725,0.6121333333333333,0.39997499999999997,,,0.2222222222222222,0.2222222222222222,7.947826086956522,24.316666666666663,0.15862068965517243,,,0.5,,,,,,,,,,,True,,,,,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,9734.0,162,-12,324,314,87,133,39,638,11.0,14.0,4.0,4.0,4.0,5.0,13.0,34.0,5.0,16.0,2.0,2.0,,,,7.0,18.0,,1.0,4.0,7.0,29.0,64.0,9.0,20.0,8.0,93.0,353,8.0,12.0,,1.0,16.0,6.0,20.0,4.0,7.0,5.0,29.0,4.0,54.0,21.0,6.0,2.0,16.0,6.0,3.0,5.0,9.0,14.0,7.0,2.0,1.0,3.0,1.0,37.0,2.0,5.0,4.0,7.0,,11,7.0,18,2.0,2.0,2.0,8.0,,6.0,4.0,,2.0,,12.0,2.0,,8.0,16,,2.0,14.0,,5.0,2.0,,,,,,,,,29.0,87,3.0,0.06896551724137931,0.07142857142857142,0.7777777777777778,0.45,,0.5714285714285714,0.42105263157894735,0.453125,0.6666666666666666,0.3,0.5059523809523809,0.6153846153846154,0.4444444444444444,0.510989010989011,0.6153846153846154,0.48333333333333334,0.23809523809523808,0.046875,,0.029411764705882353,0.125,27.913279132791327,0.6666666666666666,,0.06862745098039216,0.043478260869565216,0.1,0.03773584905660377,0.07746478873239436,0.041666666666666664,,0.08695652173913043,0.02564102564102564,0.058823529411764705,,0.038461538461538464,0.10869565217391304,0.03333333333333333,0.14285714285714285,0.05263157894736842,0.05,,0.16666666666666666,0.7857142857142857,0.7857142857142857,0.09090909090909091,0.40476190476190477,0.38235294117647056,0.3939393939393939,,0.19047619047619047,0.3125,0.35714285714285715,0.2,0.023809523809523808,1.0,1.0,1.0,0.21428571428571427,0.3888888888888889,0.4117647058823529,0.7142857142857143,0.3076923076923077,1.0,,0.07692307692307693,,,0.18518518518518517,0.8,,,0.25925925925925924,0.5714285714285714,0.40476190476190477,0.375,0.4383487951807229,0.4284222222222222,0.42462115384615384,0.056179775280898875,0.07246376811594203,0.17204301075268819,0.3118279569892473,8.821875,26.284999999999997,0.26851851851851855,,,,,,1.0,1.0,1.0,0.05,0.05555555555555555,,,,True,,,,,
