EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,LostBallSteals,BadPassTurnovers,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlockedLongMidRange,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,SelfOReb,Defensive 3 Seconds Violations,OffFTReboundPct,SelfORebPct,on,Clear Path Fouls,HeaveAttempts,ShortMidRangePctBlocked,LongMidRangePctBlocked,Fg3aBlocked,Blocked3s,BlockedCorner3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,2473.0,41,-27.0,72,75,16,41,10.0,147,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,10.0,1.0,10.0,93,1.0,4.0,2.0,1.0,3.0,2.0,8.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,7.0,6.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,16,2.0,0.8,1.0,0.5,0.25,0.3333333333333333,0.45454545454545453,0.25,0.3333333333333333,0.45454545454545453,0.25,0.3333333333333333,0.09090909090909091,0.2,0.3333333333333333,12.941176470588236,0.5,0.12,0.037037037037037035,0.05555555555555555,0.0967741935483871,0.044444444444444446,0.08333333333333333,0.08333333333333333,0.14285714285714285,0.15384615384615385,0.5,0.5454545454545454,0.6666666666666666,1.0,0.75,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,0.5,0.5,0.6666666666666666,0.6363636363636364,0.46180000000000004,0.4146666666666667,0.4526333333333333,0.2,0.2,6.85,25.5,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,6765.0,113,-31.0,214,216,72,108,22.0,430,4.0,6.0,,,2.0,6.0,5.0,14.0,16.0,11.0,26.0,16.0,67.0,231,1.0,1.0,3.0,3.0,7.0,31.0,6.0,16.0,2.0,16.0,,1.0,1.0,15.0,1.0,21.0,2.0,23.0,5.0,6.0,1.0,1.0,,1.0,,31.0,72,1.0,0.2727272727272727,0.3,0.4230769230769231,1.0,0.42857142857142855,0.40476190476190477,0.25,0.46875,0.5526315789473685,0.25,0.6041666666666666,0.38095238095238093,,,27.916666666666668,0.14285714285714285,0.22388059701492538,0.01639344262295082,0.020833333333333332,0.2222222222222222,0.01834862385321101,0.038461538461538464,0.027777777777777776,0.29411764705882354,0.1935483870967742,,0.14285714285714285,0.6666666666666666,0.6666666666666666,,0.14285714285714285,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.4,0.38095238095238093,,,0.125,0.5238095238095238,0.4314404761904762,0.387,0.43013750000000006,0.04477611940298507,0.4626865671641791,13.088461538461537,25.25,0.3364485981308411,2.0,4.0,3.0,3.0,9.0,4.0,33.0,3.0,1.0,3.0,9.0,16.0,6.0,6.0,4.0,10.0,8.0,18.0,3.0,5.0,7.0,1.0,2.0,44.0,5.0,5.0,5.0,6.0,3.0,4.0,1.0,6.0,10.0,4.0,37.0,3.0,4.0,15.0,3.0,0.5,0.25,0.3333333333333333,0.25,0.6,0.21739130434782608,0.21052631578947367,0.23529411764705882,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,0.5,0.75,0.5625,0.3333333333333333,0.25,0.2777777777777778,0.39473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2452,1610612738,J.R. Bremer,J.R. Bremer,2452,BOS,8825.0,147,-32.0,276,276,102,142,33.0,552,4.0,10.0,,,4.0,2.0,4.0,12.0,23.0,8.0,24.0,32.0,47.0,292,,,5.0,5.0,12.0,25.0,6.0,10.0,,23.0,2.0,,,10.0,,15.0,,15.0,4.0,12.0,,,,,,25.0,102,4.0,0.375,0.375,0.3333333333333333,,0.4166666666666667,0.35714285714285715,0.375,0.4583333333333333,0.3813559322033898,0.5,0.48,0.5714285714285714,0.08333333333333333,0.2,21.337579617834393,,0.10752688172043011,,,0.12195121951219512,,,,0.041666666666666664,0.13333333333333333,,0.17857142857142858,0.4,0.5,0.5,0.03571428571428571,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.25,0.4107142857142857,,,0.16666666666666666,0.75,0.48381339285714287,0.5214,0.45546041666666665,0.10638297872340426,0.5319148936170213,10.558333333333334,24.465625,0.3695652173913043,,4.0,3.0,3.0,10.0,8.0,7.0,4.0,2.0,4.0,12.0,3.0,21.0,3.0,4.0,9.0,3.0,12.0,2.0,1.0,5.0,1.0,3.0,27.0,5.0,3.0,1.0,5.0,2.0,3.0,,1.0,8.0,1.0,8.0,,2.0,2.0,1.0,0.875,0.25,0.3333333333333333,0.25,0.625,0.16666666666666666,0.125,0.17391304347826086,0.14285714285714285,,,,0.17391304347826086,0.17391304347826086,0.75,0.75,0.4166666666666667,0.3,0.17391304347826086,0.034482758620689655,0.07692307692307693,2.0,4.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,0.25,0.16071428571428573,0.4444444444444444,0.4444444444444444,1.0,0.25,0.3333333333333333,1.0,0.5,0.08333333333333333,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
3,1610612738,Grant Long,Grant Long,3,BOS,1468.0,24,-21.0,43,47,24,33,5.0,90,,,,,,,,,,,,,,56,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,24,,,,,,,,,,,,,,,,,,0.09090909090909091,0.058823529411764705,,0.047619047619047616,0.04,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,0.5581395348837209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,5555.0,93,-17.0,177,173,64,96,22.0,350,7.0,18.0,3.0,5.0,7.0,2.0,2.0,4.0,1.0,9.0,24.0,5.0,34.0,182,3.0,5.0,6.0,4.0,9.0,21.0,6.0,12.0,4.0,1.0,2.0,3.0,2.0,7.0,,11.0,5.0,16.0,1.0,11.0,,,,,,21.0,64,4.0,0.3333333333333333,0.42857142857142855,0.375,0.6,0.4444444444444444,0.41379310344827586,0.6,0.5,0.5,0.6,0.65625,0.1724137931034483,0.08333333333333333,0.1111111111111111,20.689655172413794,,0.11666666666666667,0.03636363636363636,0.08571428571428572,0.13580246913580246,0.05555555555555555,0.08,0.10714285714285714,0.16666666666666666,0.1111111111111111,,0.6206896551724138,0.3888888888888889,0.4375,0.2857142857142857,0.06896551724137931,0.13793103448275862,0.5,0.5,0.5,0.034482758620689655,1.0,0.6,0.6363636363636364,0.7931034482758621,0.47758965517241375,0.4457666666666667,0.45416818181818175,0.17647058823529413,0.6176470588235294,4.745833333333333,23.240000000000002,0.3615819209039548,,,,,,2.0,10.0,,,1.0,2.0,10.0,6.0,,,2.0,,2.0,,,1.0,,1.0,4.0,4.0,5.0,2.0,3.0,1.0,5.0,,1.0,8.0,2.0,11.0,1.0,,2.0,4.0,1.0,0.4,0.5,0.4,0.375,0.19047619047619047,0.06666666666666667,0.1875,0.2,,,,,,,,,,,0.06666666666666667,0.08,3.0,2.0,4.0,,1.0,2.0,,,3.0,2.0,,0.13793103448275862,0.5,0.5,1.0,,,,0.42857142857142855,0.18181818181818182,0.5,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,True,,,,,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,6481.0,108,-31.0,204,198,53,84,26.0,402,6.0,15.0,1.0,5.0,1.0,15.0,1.0,3.0,13.0,12.0,33.0,13.0,38.0,217,1.0,5.0,2.0,3.0,8.0,9.0,8.0,16.0,2.0,13.0,2.0,3.0,4.0,6.0,3.0,14.0,7.0,21.0,3.0,9.0,1.0,1.0,,1.0,1.0,9.0,53,1.0,0.3333333333333333,0.36363636363636365,0.36363636363636365,0.2,0.375,0.358695652173913,0.16666666666666666,0.375,0.38,0.16666666666666666,0.375,0.2826086956521739,0.06060606060606061,0.13333333333333333,25.95744680851064,0.75,0.09230769230769231,0.0625,0.061224489795918366,0.13580246913580246,0.061946902654867256,0.12,0.02564102564102564,,0.13333333333333333,1.0,0.32608695652173914,0.4,0.46153846153846156,0.6666666666666666,0.32608695652173914,0.06521739130434782,0.3333333333333333,0.3333333333333333,,0.2826086956521739,0.8333333333333334,0.2,0.08333333333333333,0.6086956521739131,0.45553444444444435,0.6026,0.3930272727272727,0.05263157894736842,0.23684210526315788,5.684848484848485,26.646153846153844,0.25980392156862747,5.0,3.0,1.0,1.0,4.0,3.0,5.0,1.0,,1.0,4.0,,9.0,,3.0,2.0,4.0,6.0,1.0,3.0,1.0,,1.0,16.0,5.0,4.0,1.0,5.0,1.0,6.0,,3.0,11.0,3.0,10.0,2.0,,6.0,,1.0,0.23076923076923078,0.25,0.23076923076923078,0.45454545454545453,0.3125,0.10526315789473684,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,,0.23076923076923078,0.23076923076923078,1.0,0.16666666666666666,0.3333333333333333,0.25,0.23076923076923078,0.12,0.16216216216216217,1.0,,,,,,,,3.0,2.0,,,,,,,,,1.0,,,,1.0,1.0,2.0,3.0,0.05263157894736842,0.2,,,,,,,,,,,True,,,,,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,5649.0,94,-6.0,177,180,68,90,17.0,357,4.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,7.0,17.0,26.0,181,2.0,3.0,5.0,1.0,1.0,5.0,6.0,4.0,2.0,6.0,1.0,,1.0,6.0,1.0,8.0,1.0,9.0,5.0,7.0,2.0,,1.0,2.0,1.0,5.0,68,,0.6,0.75,0.7142857142857143,0.6666666666666666,1.0,0.5208333333333334,0.6666666666666666,0.5,0.5416666666666666,0.8333333333333334,0.5,0.7083333333333334,0.14285714285714285,0.2,14.35897435897436,0.14285714285714285,0.08955223880597014,0.021739130434782608,,0.08333333333333333,0.011627906976744186,0.05263157894736842,,0.14285714285714285,0.08333333333333333,0.5,0.20833333333333334,0.8,1.0,0.5,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,0.25,0.6666666666666666,1.0,0.2,0.9166666666666666,0.5334625000000001,0.4737,0.5087200000000001,0.19230769230769232,0.19230769230769232,5.528571428571429,23.976470588235294,0.384180790960452,,1.0,,,1.0,5.0,1.0,,1.0,1.0,4.0,,15.0,,1.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,1.0,3.0,2.0,2.0,,2.0,,1.0,4.0,,1.0,1.0,,1.0,,1.0,0.29411764705882354,0.25,0.29411764705882354,0.5,0.058823529411764705,0.058823529411764705,0.07142857142857142,,,,,0.16666666666666666,0.16666666666666666,1.0,,0.2,,0.16666666666666666,0.041666666666666664,0.14285714285714285,1.0,4.0,11.0,,1.0,3.0,,,1.0,1.0,,0.4583333333333333,0.36363636363636365,0.36363636363636365,1.0,,,,1.0,0.6,0.3333333333333333,,2.0,1.0,,,,,1.0,0.5,,,,,,,,,True,,,,,,,,,,,
960,1610612738,Tony Delk,Tony Delk,960,BOS,1454.0,24,-1.0,47,47,25,31,4.0,94,,,,,,,3.0,5.0,2.0,3.0,5.0,2.0,16.0,56,,,,,,4.0,4.0,2.0,,2.0,,,,4.0,,5.0,,5.0,,2.0,,,,,,4.0,25,1.0,0.6666666666666666,0.6666666666666666,0.6,,,0.6428571428571429,,0.75,0.8333333333333334,,1.0,0.2857142857142857,,,17.647058823529413,,0.25,,,0.22727272727272727,,,,,0.375,,,,,,,0.7142857142857143,0.6,0.6,0.6666666666666666,0.2857142857142857,,,,0.2857142857142857,0.4311428571428571,,0.4767,,0.25,20.1,24.8,0.5319148936170213,,1.0,,1.0,2.0,1.0,7.0,,,1.0,2.0,1.0,,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,8.0,1.0,1.0,1.0,,,,,,,,7.0,,1.0,1.0,,,0.5,0.5,0.5,,0.16666666666666666,0.2,0.2,,,,,0.5,0.5,,,1.0,0.5,0.5,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.6666666666666666,,,,,,True,,,,,,,,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,536.0,9,-1.0,18,17,17,14,5.0,35,,1.0,,,1.0,,1.0,3.0,,1.0,4.0,,3.0,13,,1.0,,1.0,4.0,3.0,2.0,,,,,,2.0,,,,2.0,2.0,,,,,,,,3.0,17,,1.0,1.0,0.25,,0.25,0.25,,0.25,0.3,,0.3,,,,21.73913043478261,,,0.2222222222222222,,,0.15384615384615385,,,,,,0.25,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,0.25,0.25,0.35765,0.3677,0.35765,,1.0,13.925,,0.9444444444444444,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,4608.0,77,7.0,142,140,59,63,18.0,282,6.0,8.0,3.0,5.0,1.0,3.0,,3.0,,8.0,14.0,,19.0,130,3.0,6.0,6.0,1.0,2.0,4.0,10.0,6.0,6.0,,,3.0,6.0,5.0,,10.0,10.0,20.0,5.0,12.0,3.0,2.0,1.0,3.0,,4.0,59,1.0,0.625,1.0,0.5714285714285714,0.5,0.5,0.5714285714285714,0.5,0.5,0.6333333333333333,0.5,0.6666666666666666,,,,11.042944785276074,,0.1,0.15,0.1,0.14492753623188406,0.12857142857142856,0.23076923076923078,0.08695652173913043,0.2857142857142857,0.045454545454545456,,0.5714285714285714,0.75,0.75,0.5,0.21428571428571427,0.21428571428571427,,,,,0.8333333333333334,0.6,0.5,0.5714285714285714,0.4789285714285714,0.5133,0.5474,0.3157894736842105,0.21052631578947367,5.471428571428571,,0.4154929577464789,2.0,,,,,,3.0,,,,,2.0,,,,,2.0,2.0,2.0,,,,,6.0,5.0,7.0,6.0,,1.0,3.0,,,3.0,1.0,3.0,1.0,,2.0,,,,,,,0.2631578947368421,,0.2,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.13333333333333333,0.13333333333333333,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,0.05555555555555555,1.0,,1.0,1.0,0.2222222222222222,0.14285714285714285,,,,,,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,True,,,,,,,,,,,
