EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffLongMidRangeReboundPct,SecondChanceFtPoints,FTOffRebounds,LostBallSteals,LostBallTurnovers,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,on
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,29724.0,495.0,13.0,973.0,967.0,344.0,384.0,100.0,1940.0,24.0,35.0,1.0,2.0,10.0,12.0,20.0,47.0,32.0,75.0,3.0,8.0,1.0,2.0,18.0,40.0,5.0,17.0,76.0,157.0,21.0,48.0,82.0,297.0,1096.0,7.0,13.0,24.0,19.0,42.0,6.0,19.0,39.0,95.0,76.0,76.0,57.0,2.0,39.0,18.0,8.0,18.0,7.0,25.0,6.0,1.0,11.0,3.0,57.0,8.0,1.0,32.0,79.0,22.0,133.0,9.0,142.0,1.0,14.0,10.0,20.0,6.0,13.0,11.0,31.0,3.0,10.0,25.0,39.0,2.0,2.0,92.0,6.0,36.0,10.0,14.0,11.0,2.0,14.0,8.0,,95.0,344.0,6.0,0.5,0.5066666666666667,0.9047619047619048,0.4375,0.3157894736842105,0.44680851063829785,0.4840764331210191,0.5384615384615384,0.4523809523809524,0.524390243902439,0.4722222222222222,0.45901639344262296,0.6016260162601627,0.5714285714285714,0.5864197530864198,0.23414634146341465,0.050955414012738856,0.05714285714285714,0.0851063829787234,0.02666666666666667,25.62442183163737,0.6451612903225806,0.4888888888888889,0.24458204334365324,0.003278688524590164,0.24060150375939848,0.05673758865248227,0.24342105263157895,0.020179372197309416,,,0.056074766355140186,0.058823529411764705,0.18811881188118812,0.32142857142857145,0.21818181818181817,0.27380952380952384,0.1836734693877551,0.01020408163265306,0.5714285714285714,0.17073170731707318,0.6857142857142857,0.7272727272727273,0.5,0.22926829268292684,0.425531914893617,0.46511627906976744,0.36585365853658536,0.4266666666666667,0.4383561643835616,0.03902439024390244,0.375,0.375,1.0,0.1951219512195122,0.45,0.45,0.8888888888888888,0.1111111111111111,0.5,0.19672131147540983,0.8333333333333334,0.03278688524590164,0.5,0.2786885245901639,0.29411764705882354,0.40487804878048783,0.46153846153846156,0.47155416666666666,0.41141666666666665,0.4803925,0.16101694915254236,0.1925133689839572,0.08080808080808081,0.31986531986531985,11.42611464968153,25.07083333333333,0.35354573484069884,0.008130081300813009,7.0,,4.0,7.0,1.0,2.0,,,0.25,0.65625,,,1.0,1.0,4.0,1.0,5.0,6.0,4.0,2.0,0.2,0.05555555555555555,,,0.2222222222222222,0.25,1.0,,1.0,,2.0,1.0,2.0,,,0.04081632653061224,1.0,True
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,8677.0,145.0,-37.0,268.0,272.0,82.0,104.0,27.0,540.0,8.0,11.0,2.0,2.0,3.0,3.0,2.0,8.0,1.0,6.0,,,,,,,,,11.0,25.0,,,5.0,27.0,336.0,2.0,3.0,4.0,5.0,7.0,,,5.0,15.0,18.0,4.0,,4.0,,,1.0,2.0,1.0,3.0,1.0,,,1.0,7.0,2.0,7.0,9.0,12.0,3.0,24.0,9.0,33.0,,1.0,1.0,5.0,,5.0,6.0,11.0,2.0,3.0,19.0,32.0,2.0,3.0,6.0,,1.0,2.0,8.0,4.0,4.0,8.0,4.0,2.0,15.0,82.0,3.0,0.8181818181818182,1.0,,,,,0.44,0.6666666666666666,0.7142857142857143,0.44,0.6666666666666666,0.7142857142857143,0.48214285714285715,0.6666666666666666,0.75,,0.04,0.09090909090909091,,,13.220338983050846,0.45454545454545453,0.42857142857142855,0.14634146341463414,0.08641975308641975,0.18,0.05714285714285714,0.1590909090909091,0.07758620689655173,0.05263157894736842,0.14705882352941177,0.06896551724137931,,0.16666666666666666,0.16666666666666666,0.0625,0.14705882352941177,0.25,,0.5,0.44,0.7272727272727273,0.8,0.75,0.32,0.25,0.25,0.24,0.16666666666666666,0.16666666666666666,,,,,,,,,0.6666666666666666,1.0,0.42857142857142855,1.0,,,,,0.44,,0.47414,0.5165333333333333,0.47297142857142854,0.038461538461538464,0.038461538461538464,0.14814814814814814,0.5555555555555556,7.004000000000001,,0.30597014925373134,0.03571428571428571,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,True
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,3883.0,65.0,39.0,125.0,124.0,45.0,82.0,24.0,249.0,5.0,6.0,,1.0,3.0,3.0,3.0,4.0,2.0,7.0,2.0,3.0,,1.0,4.0,11.0,2.0,4.0,10.0,17.0,6.0,14.0,,38.0,112.0,2.0,5.0,10.0,4.0,6.0,2.0,5.0,,14.0,12.0,8.0,12.0,,11.0,4.0,2.0,4.0,4.0,8.0,1.0,3.0,2.0,1.0,20.0,,6.0,2.0,8.0,1.0,11.0,6.0,17.0,,2.0,2.0,3.0,1.0,2.0,4.0,7.0,3.0,,3.0,5.0,,,,,,,3.0,1.0,1.0,3.0,2.0,,14.0,45.0,2.0,0.6,0.6,0.6666666666666666,0.42857142857142855,0.4,0.42857142857142855,0.5882352941176471,0.4,0.6666666666666666,0.6129032258064516,0.5555555555555556,0.6363636363636364,0.6129032258064516,0.5555555555555556,0.6363636363636364,0.45161290322580644,0.11764705882352941,,0.25,0.14285714285714285,23.75,0.42857142857142855,0.3333333333333333,0.17391304347826086,0.10526315789473684,0.2,,0.17857142857142858,0.0821917808219178,0.05555555555555555,0.1111111111111111,,,0.3076923076923077,0.13333333333333333,0.1111111111111111,0.14285714285714285,0.3333333333333333,,0.6666666666666666,0.1935483870967742,0.8333333333333334,0.8333333333333334,0.6,0.12903225806451613,0.75,1.0,0.22580645161290322,0.2857142857142857,0.3333333333333333,0.0967741935483871,0.6666666666666666,0.6666666666666666,1.0,0.3548387096774194,0.36363636363636365,0.36363636363636365,0.5,0.1111111111111111,,0.2727272727272727,1.0,0.09090909090909091,,0.36363636363636365,0.5,0.6451612903225806,0.36363636363636365,0.5024,0.49082499999999996,0.5235090909090909,,,0.2631578947368421,0.3684210526315789,10.01764705882353,24.314285714285717,0.36,0.13333333333333333,,,,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,1.0,2.0,3.0,2.0,4.0,6.0,1.0,,0.5,0.1111111111111111,,,0.3333333333333333,0.6666666666666666,0.5,,,,2.0,1.0,,,,,,False
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,2915.0,49.0,22.0,98.0,99.0,35.0,73.0,19.0,197.0,6.0,10.0,2.0,4.0,1.0,2.0,,2.0,,7.0,,,,,,2.0,,1.0,6.0,19.0,,2.0,3.0,15.0,86.0,2.0,8.0,4.0,1.0,5.0,,1.0,,2.0,6.0,6.0,,4.0,2.0,,2.0,6.0,,6.0,,,2.0,3.0,12.0,2.0,5.0,1.0,4.0,1.0,6.0,8.0,14.0,1.0,,,,,,,,,,1.0,3.0,,,4.0,2.0,3.0,,,,,,,,2.0,35.0,1.0,0.5,0.75,,,,,0.3157894736842105,0.25,0.2,0.2857142857142857,0.25,0.16666666666666666,0.3409090909090909,0.25,0.16666666666666666,0.09523809523809523,0.10526315789473684,0.1,,0.14285714285714285,17.741935483870968,,0.5,0.1111111111111111,0.11363636363636363,0.125,0.125,0.11363636363636363,0.11666666666666667,,0.25,0.16666666666666666,,0.08333333333333333,,0.2,,0.5,0.07692307692307693,,0.47619047619047616,0.6,0.6666666666666666,0.5,0.09523809523809523,,,0.3333333333333333,,,,,,,0.09523809523809523,,,,0.5,0.5,0.3333333333333333,0.5,,,0.16666666666666666,,0.5714285714285714,,0.49090952380952374,0.44634,0.4748833333333333,0.13636363636363635,0.15,0.26666666666666666,0.13333333333333333,8.294736842105262,24.3,0.35714285714285715,0.14285714285714285,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,False
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,3296.0,55.0,-3.0,108.0,112.0,27.0,54.0,18.0,220.0,3.0,6.0,2.0,2.0,,1.0,2.0,3.0,5.0,10.0,1.0,2.0,,,,,,,10.0,19.0,1.0,2.0,,23.0,140.0,2.0,4.0,4.0,1.0,2.0,,,,2.0,10.0,10.0,3.0,2.0,,,,3.0,3.0,6.0,1.0,2.0,1.0,,15.0,3.0,3.0,2.0,6.0,1.0,9.0,6.0,15.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,2.0,1.0,3.0,5.0,,,,,,,,,,,,,2.0,27.0,,0.5,0.5555555555555556,1.0,0.5,,0.5,0.5263157894736842,0.5,0.5,0.5476190476190477,0.4,0.5,0.5476190476190477,0.4,0.5,0.09523809523809523,,,,,20.610687022900763,0.6666666666666666,0.3333333333333333,0.18181818181818182,0.07142857142857142,0.2222222222222222,0.2727272727272727,0.19047619047619047,0.11320754716981132,0.06666666666666667,,0.3,,0.08333333333333333,0.25,0.23076923076923078,0.4,,0.1,,0.2857142857142857,0.5,0.5,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.47619047619047616,0.5,0.5,0.09523809523809523,0.5,0.5,1.0,,,,,0.4,1.0,0.5,,,,,,0.38095238095238093,,0.4836261904761905,0.5030625,0.5178,,,0.17391304347826086,0.08695652173913043,11.868421052631579,22.6,0.25,0.09523809523809523,,,,,,,,,,0.8,,,1.0,,,,1.0,,2.0,,,0.2,,,,,,,,,,,,,,,,False
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,1612.0,27.0,17.0,50.0,49.0,15.0,38.0,13.0,99.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,3.0,5.0,,,,6.0,42.0,1.0,2.0,2.0,2.0,2.0,,,,4.0,6.0,,,,,,,2.0,,2.0,,,2.0,,4.0,2.0,,,1.0,,1.0,2.0,3.0,,3.0,3.0,,,,,,,,4.0,6.0,,,,,,,1.0,1.0,,1.0,1.0,,4.0,15.0,1.0,1.0,1.0,,,,,0.6,0.5,1.0,0.6,0.5,1.0,0.6,0.5,1.0,,,,,,7.352941176470588,,,0.05263157894736842,,,0.2222222222222222,0.047619047619047616,0.06060606060606061,,,0.25,,0.2,,,,,,1.0,0.8,0.5,0.5,1.0,0.2,1.0,1.0,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,0.8,,0.5661,0.5999,0.4845,,,0.3333333333333333,0.6666666666666666,1.5,,0.3,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1952,1610612742,Raja Bell,Raja Bell,1952,DAL,8786.0,146.0,39.0,296.0,296.0,46.0,101.0,39.0,592.0,8.0,14.0,2.0,3.0,2.0,3.0,2.0,3.0,10.0,22.0,4.0,6.0,,,1.0,2.0,1.0,1.0,20.0,39.0,5.0,8.0,2.0,57.0,280.0,3.0,4.0,7.0,3.0,5.0,1.0,1.0,1.0,10.0,32.0,8.0,12.0,,2.0,1.0,5.0,12.0,5.0,17.0,4.0,1.0,6.0,5.0,39.0,3.0,2.0,2.0,13.0,1.0,16.0,5.0,21.0,,1.0,1.0,,2.0,,3.0,3.0,,,12.0,26.0,,1.0,7.0,1.0,2.0,2.0,,,,,,,10.0,46.0,4.0,0.8,0.8,0.8,0.625,1.0,0.625,0.5128205128205128,0.75,0.6,0.5851063829787234,0.75,0.75,0.57,0.7,0.625,0.1702127659574468,0.1282051282051282,0.35714285714285715,,,15.186246418338108,,0.1,0.104,0.016129032258064516,0.08333333333333333,0.08823529411764706,0.10067114093959731,0.03164556962025317,0.027777777777777776,,0.10714285714285714,,0.0975609756097561,0.05128205128205128,0.15555555555555556,0.1111111111111111,,,,0.2978723404255319,0.5714285714285714,0.8888888888888888,0.625,0.06382978723404255,0.6666666666666666,0.6666666666666666,0.46808510638297873,0.45454545454545453,0.45454545454545453,0.1276595744680851,0.6666666666666666,0.6666666666666666,1.0,0.0425531914893617,0.5,0.5,,0.75,0.6666666666666666,0.5,0.6666666666666666,,,0.16666666666666666,1.0,0.46808510638297873,0.5,0.5105553191489363,0.5137499999999999,0.5476083333333334,0.041666666666666664,0.05,0.12280701754385964,0.17543859649122806,11.523076923076923,23.3625,0.1554054054054054,0.015873015873015872,1.0,,,,,1.0,,,1.0,0.9,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,False
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,6197.0,103.0,-32.0,194.0,195.0,36.0,52.0,30.0,389.0,9.0,11.0,1.0,2.0,2.0,3.0,2.0,11.0,,4.0,,,,,,,,,11.0,26.0,,,4.0,26.0,244.0,1.0,4.0,2.0,3.0,8.0,,,1.0,7.0,20.0,2.0,,2.0,,,1.0,3.0,1.0,4.0,1.0,,2.0,,9.0,,5.0,,3.0,1.0,4.0,5.0,9.0,1.0,5.0,4.0,5.0,,4.0,2.0,7.0,,1.0,1.0,7.0,1.0,1.0,6.0,2.0,3.0,1.0,,,,,,,7.0,36.0,,0.9090909090909091,1.0,,,,,0.4230769230769231,0.25,0.375,0.4230769230769231,0.25,0.375,0.4642857142857143,0.25,0.3888888888888889,,0.038461538461538464,,0.09090909090909091,,15.15151515151515,0.7142857142857143,0.3333333333333333,0.05454545454545454,0.06097560975609756,,,0.03896103896103896,0.047619047619047616,0.09523809523809523,,,,,0.13333333333333333,0.043478260869565216,,,0.07142857142857142,,0.4230769230769231,0.8181818181818182,0.8181818181818182,0.8888888888888888,0.4230769230769231,0.18181818181818182,0.2,0.15384615384615385,,,,,,,,,,,0.5,0.5,0.375,0.6666666666666666,,,,,0.4230769230769231,,0.4700807692307692,0.5449999999999999,0.4342125,0.1111111111111111,0.1111111111111111,0.07692307692307693,0.2692307692307692,6.553846153846153,,0.18556701030927836,0.07692307692307693,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,False
714,1610612742,Michael Finley,Michael Finley,714,DAL,16056.0,268.0,-1.0,517.0,519.0,55.0,102.0,68.0,1036.0,13.0,18.0,3.0,3.0,1.0,2.0,9.0,21.0,11.0,35.0,,4.0,,,21.0,40.0,5.0,6.0,33.0,74.0,21.0,44.0,12.0,141.0,564.0,6.0,8.0,24.0,3.0,8.0,5.0,6.0,3.0,24.0,34.0,32.0,48.0,8.0,39.0,21.0,5.0,17.0,13.0,30.0,11.0,2.0,4.0,9.0,73.0,7.0,5.0,10.0,24.0,1.0,35.0,12.0,47.0,1.0,9.0,8.0,9.0,3.0,6.0,5.0,14.0,3.0,,7.0,12.0,,,15.0,1.0,7.0,1.0,5.0,4.0,1.0,5.0,2.0,,24.0,55.0,,0.5151515151515151,0.5862068965517241,0.7619047619047619,0.4772727272727273,0.8333333333333334,0.4883720930232558,0.44594594594594594,0.75,0.375,0.5466101694915254,0.9230769230769231,0.75,0.564,0.9230769230769231,0.75,0.3728813559322034,0.06756756756756757,0.1111111111111111,0.09523809523809523,0.02857142857142857,23.244147157190636,0.6428571428571429,0.07142857142857142,0.12371134020618557,0.02403846153846154,0.19230769230769232,0.11864406779661017,0.13821138211382114,0.0449438202247191,0.058823529411764705,,0.15217391304347827,,0.03389830508474576,0.13333333333333333,0.18666666666666668,0.20512820512820512,0.15384615384615385,0.017241379310344827,0.4,0.15254237288135594,0.7222222222222222,0.8125,0.6153846153846154,0.17796610169491525,0.42857142857142855,0.47368421052631576,0.2966101694915254,0.3142857142857143,0.3235294117647059,0.03389830508474576,,,,0.3389830508474576,0.525,0.525,0.7619047619047619,0.23076923076923078,1.0,0.14285714285714285,0.5,,,0.42857142857142855,0.8333333333333334,0.5254237288135594,0.5384615384615384,0.4890213675213675,0.5339,0.4929571428571429,0.056451612903225805,0.0875,0.1702127659574468,0.1702127659574468,11.074324324324326,25.13409090909091,0.10638297872340426,0.019417475728155338,,,1.0,3.0,,,,,0.4444444444444444,0.45454545454545453,,,,4.0,5.0,4.0,5.0,15.0,4.0,,0.8,,,,0.38461538461538464,0.8,0.75,,1.0,,2.0,,,,,,,False
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,5988.0,100.0,-1.0,182.0,185.0,11.0,45.0,29.0,367.0,4.0,11.0,2.0,6.0,1.0,2.0,1.0,3.0,4.0,10.0,,,,,,1.0,,1.0,9.0,24.0,,1.0,4.0,22.0,180.0,2.0,8.0,6.0,1.0,2.0,,1.0,,2.0,12.0,6.0,,4.0,1.0,,3.0,1.0,1.0,2.0,,1.0,,1.0,5.0,3.0,11.0,4.0,12.0,2.0,18.0,14.0,32.0,2.0,2.0,2.0,4.0,,4.0,,4.0,,,10.0,16.0,4.0,,6.0,,3.0,,6.0,5.0,1.0,6.0,2.0,,2.0,11.0,3.0,0.6666666666666666,0.8571428571428571,,,,,0.375,0.25,0.5,0.36,0.25,0.3333333333333333,0.39285714285714285,0.3333333333333333,0.3333333333333333,0.04,0.125,0.2727272727272727,,,14.545454545454545,1.0,0.5,0.16666666666666666,0.12941176470588237,0.21052631578947367,0.11538461538461539,0.17582417582417584,0.12612612612612611,0.16666666666666666,0.125,0.1111111111111111,0.125,0.05555555555555555,0.28,0.13793103448275862,0.1875,0.3333333333333333,0.15384615384615385,0.3333333333333333,0.44,0.36363636363636365,0.5,0.25,0.12,0.3333333333333333,0.3333333333333333,0.4,0.4,0.4,,,,,0.04,,,,0.75,0.3333333333333333,0.6666666666666666,0.5,,,0.3333333333333333,,0.48,,0.4720039999999999,0.5332875,0.4881333333333333,0.10714285714285714,0.1111111111111111,0.2727272727272727,0.09090909090909091,7.808333333333334,24.8,0.06043956043956044,0.11627906976744186,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,11391.0,190.0,37.0,374.0,375.0,36.0,56.0,40.0,749.0,14.0,24.0,4.0,8.0,,,,3.0,8.0,14.0,2.0,5.0,1.0,1.0,2.0,8.0,,,22.0,41.0,4.0,13.0,3.0,59.0,380.0,4.0,8.0,14.0,1.0,2.0,1.0,1.0,,5.0,30.0,14.0,12.0,6.0,8.0,2.0,4.0,3.0,1.0,4.0,1.0,,3.0,,9.0,2.0,13.0,3.0,15.0,1.0,19.0,15.0,34.0,2.0,3.0,3.0,3.0,,3.0,2.0,5.0,1.0,,15.0,28.0,3.0,1.0,3.0,1.0,2.0,,20.0,13.0,6.0,20.0,14.0,,5.0,36.0,1.0,0.6818181818181818,0.7894736842105263,1.0,0.3076923076923077,1.0,0.3076923076923077,0.5365853658536586,0.5,0.5,0.5185185185185185,0.7,0.8333333333333334,0.5363636363636364,0.7,0.8333333333333334,0.24074074074074073,0.0975609756097561,0.125,0.3333333333333333,,14.354066985645934,0.6,0.1,0.1,0.0948905109489051,0.07894736842105263,0.04878048780487805,0.09574468085106383,0.08426966292134831,0.125,0.10810810810810811,0.03333333333333333,0.09090909090909091,0.10204081632653061,0.09302325581395349,0.10344827586206896,0.034482758620689655,0.2222222222222222,0.08333333333333333,0.7,0.4444444444444444,0.5833333333333334,0.6666666666666666,0.7142857142857143,0.05555555555555555,,,0.25925925925925924,0.5714285714285714,0.5714285714285714,0.09259259259259259,0.4,0.4,1.0,0.14814814814814814,0.25,0.25,1.0,0.8,0.5,,,0.3333333333333333,1.0,,,0.6851851851851852,0.25,0.5014444444444445,0.5747625,0.4133,0.03636363636363636,0.047619047619047616,0.23728813559322035,0.0847457627118644,7.404878048780487,23.76923076923077,0.0962566844919786,0.07352941176470588,,,,,1.0,,,,,0.625,,2.0,2.0,,,2.0,2.0,,,,1.0,0.2,1.0,1.0,,,,,,,1.0,,,,,,,False
959,1610612742,Steve Nash,Steve Nash,959,DAL,15310.0,255.0,-9.0,494.0,495.0,39.0,83.0,61.0,989.0,15.0,28.0,1.0,2.0,1.0,3.0,6.0,17.0,7.0,33.0,4.0,7.0,,1.0,10.0,22.0,2.0,4.0,28.0,78.0,14.0,29.0,11.0,109.0,547.0,1.0,6.0,5.0,1.0,3.0,2.0,5.0,3.0,11.0,8.0,48.0,30.0,,22.0,10.0,2.0,57.0,10.0,67.0,7.0,3.0,30.0,18.0,144.0,,6.0,4.0,9.0,,13.0,6.0,19.0,,10.0,6.0,12.0,4.0,10.0,11.0,23.0,,,8.0,22.0,4.0,1.0,14.0,,3.0,1.0,,,,,,,11.0,39.0,3.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.4827586206896552,0.4,0.4827586206896552,0.358974358974359,0.16666666666666666,0.3333333333333333,0.45794392523364486,0.35714285714285715,0.5,0.46846846846846846,0.35714285714285715,0.55,0.27102803738317754,0.02564102564102564,0.07142857142857142,,,23.550087873462214,0.5217391304347826,,0.04891304347826087,0.03,0.08,,0.05555555555555555,0.0234375,,0.03773584905660377,,,0.037037037037037035,0.05,0.05714285714285714,0.10810810810810811,,,,0.2616822429906542,0.5357142857142857,0.5769230769230769,0.06666666666666667,0.1588785046728972,0.35294117647058826,0.35294117647058826,0.308411214953271,0.21212121212121213,0.21212121212121213,0.06542056074766354,0.5714285714285714,0.5714285714285714,0.75,0.205607476635514,0.45454545454545453,0.47619047619047616,0.7,0.2857142857142857,0.5,0.375,0.3333333333333333,0.125,,0.5,0.5,0.5327102803738317,0.45454545454545453,0.5109130841121495,0.47402999999999995,0.55503125,0.02727272727272727,0.037037037037037035,0.045871559633027525,0.10091743119266056,9.844871794871795,24.144827586206898,0.07894736842105263,0.04081632653061224,,,4.0,2.0,,,,,0.16666666666666666,0.2857142857142857,,1.0,1.0,,,1.0,1.0,12.0,9.0,6.0,1.0,0.14285714285714285,1.0,1.0,,,,,,1.0,3.0,1.0,,0.034482758620689655,0.045454545454545456,,,False
