EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3Assists,LostBallSteals,Travels,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SelfOReb,BlockedLongMidRange,SelfORebPct,SecondChanceCorner3Frequency,HeaveAttempts,BlockedShortMidRange,Defensive 3 Seconds Violations,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked
1531,1610612750,Marc Jackson,Marc Jackson,1531,MIN,5125.0,85,1,169,168,77,83,20.0,337,6.0,8.0,2.0,3.0,4.0,4.0,5.0,6.0,3.0,9.0,14.0,23,7.0,35.0,184,2.0,4.0,1.0,5.0,6.0,8.0,5.0,17.0,18.0,10.0,4.0,5.0,5.0,4.0,1.0,10.0,2.0,6.0,6.0,7.0,1.0,14.0,8.0,22.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,3.0,7.0,15.0,1.0,2.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,17.0,77,3.0,0.6428571428571429,0.75,0.6086956521739131,0.5,0.75,0.6086956521739131,0.5,0.75,0.6730769230769231,0.625,0.7727272727272727,16.580310880829018,0.3333333333333333,0.08333333333333333,0.15217391304347827,0.10714285714285714,0.20689655172413793,0.13333333333333333,0.17333333333333334,0.11267605633802817,0.08333333333333333,0.15789473684210525,0.08,0.09090909090909091,0.25,0.2,0.1111111111111111,0.16666666666666666,0.20833333333333334,0.2,1.0,0.34782608695652173,0.75,0.75,0.3333333333333333,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.8,0.391304347826087,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.5,1.0,0.34782608695652173,0.4622434782608696,0.554675,0.48682500000000006,0.16,0.16,0.14285714285714285,0.4857142857142857,10.069565217391304,0.4556213017751479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,12610.0,210,-18,413,415,126,145,44.0,828,12.0,26.0,,1.0,3.0,7.0,3.0,9.0,12.0,29.0,27.0,64,30.0,135.0,467,,2.0,1.0,4.0,6.0,16.0,21.0,60.0,4.0,50.0,,30.0,32.0,6.0,17.0,66.0,1.0,,2.0,6.0,2.0,10.0,1.0,11.0,7.0,7.0,11.0,1.0,6.0,4.0,1.0,5.0,15.0,1.0,7.0,3.0,5.0,,2.0,32.0,,6.0,9.0,,,,,60.0,126,,0.07407407407407407,0.07407407407407407,0.421875,,0.375,0.5198019801980198,0.5,0.5735294117647058,0.5775862068965517,0.5,0.6666666666666666,28.23275862068966,0.7333333333333333,0.1,0.040268456375838924,,0.03636363636363636,0.024390243902439025,0.0392156862745098,0.005494505494505495,,,,0.030303030303030304,,0.027777777777777776,0.06896551724137931,0.01818181818181818,0.024390243902439025,0.07142857142857142,,0.25742574257425743,0.46153846153846156,0.5714285714285714,0.08333333333333333,0.0891089108910891,0.3333333333333333,0.375,,0.2871287128712871,0.41379310344827586,0.42857142857142855,0.08333333333333333,0.3333333333333333,,0.20588235294117646,0.42857142857142855,0.6237623762376238,0.4976618811881187,0.5233166666666667,0.4604308823529413,0.056074766355140186,0.08571428571428572,0.02962962962962963,0.4444444444444444,10.0234375,0.3050847457627119,3.0,4.0,1.0,1.0,14.0,33.0,1.0,1.0,8.0,17.0,17.0,37.0,1.0,1.0,9.0,18.0,21.0,30.0,33.0,14.0,7.0,2.0,2.0,7.0,2.0,0.4117647058823529,0.4594594594594595,1.0,0.5,0.4594594594594595,0.36633663366336633,0.109375,0.19230769230769232,0.1111111111111111,0.034482758620689655,0.039603960396039604,0.75,0.75,1.0,0.32673267326732675,0.42424242424242425,0.42424242424242425,0.2857142857142857,0.3333333333333333,1.0,0.029411764705882353,1.0,0.5,0.47058823529411764,0.42424242424242425,25.718918918918924,,,,,,,,,,,,,,True,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,13588.0,226,-38,444,449,145,159,44.0,893,11.0,12.0,1.0,1.0,4.0,4.0,4.0,12.0,10.0,20.0,25.0,44,23.0,82.0,514,1.0,6.0,,2.0,7.0,11.0,12.0,29.0,40.0,10.0,,8.0,12.0,2.0,6.0,28.0,,5.0,3.0,8.0,9.0,20.0,5.0,25.0,5.0,4.0,10.0,,4.0,5.0,,6.0,15.0,1.0,2.0,7.0,17.0,,2.0,27.0,1.0,10.0,4.0,1.0,1.0,1.0,1.0,29.0,145,1.0,0.8,0.8,0.5681818181818182,0.16666666666666666,0.6363636363636364,0.5267857142857143,0.14285714285714285,0.6071428571428571,0.5942028985507246,0.14285714285714285,0.725,16.96969696969697,0.6666666666666666,0.4090909090909091,0.050955414012738856,0.032679738562091505,0.05,,0.05069124423963134,0.025510204081632654,,0.017857142857142856,0.057971014492753624,,,0.02702702702702703,0.047619047619047616,0.07017543859649122,0.07142857142857142,,1.0,0.21428571428571427,0.9166666666666666,1.0,1.0,0.21428571428571427,0.3333333333333333,0.4,0.25,0.35714285714285715,0.5,0.5555555555555556,0.8,0.14285714285714285,1.0,0.2857142857142857,1.0,0.42857142857142855,0.4951866071428571,0.46384,0.48895,0.15384615384615385,0.18867924528301888,0.024390243902439025,0.35365853658536583,10.297727272727274,0.32657657657657657,2.0,4.0,,,1.0,8.0,,1.0,1.0,3.0,3.0,12.0,,1.0,1.0,3.0,9.0,,8.0,1.0,5.0,4.0,3.0,,,1.0,0.25,,0.3333333333333333,0.25,0.21428571428571427,0.11363636363636363,0.08333333333333333,0.16666666666666666,0.1,0.07142857142857142,0.5,0.5,1.0,0.14285714285714285,0.125,0.125,1.0,0.14285714285714285,,,,0.21428571428571427,0.3333333333333333,0.125,24.59166666666667,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,9238.0,154,-18,300,298,71,103,25.0,598,2.0,4.0,,1.0,1.0,1.0,3.0,4.0,4.0,12.0,9.0,20,1.0,25.0,348,,2.0,,,1.0,1.0,,5.0,14.0,4.0,,17.0,18.0,2.0,7.0,37.0,2.0,1.0,5.0,10.0,,15.0,3.0,18.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,4.0,1.0,,7.0,13.0,,1.0,2.0,,1.0,,1.0,,1.0,1.0,5.0,71,1.0,0.7777777777777778,0.7777777777777778,0.45,,1.0,0.3333333333333333,,0.5,0.33783783783783783,,0.5,12.462006079027356,0.25,,0.09345794392523364,0.010869565217391304,0.13157894736842105,0.05714285714285714,0.10344827586206896,0.023622047244094488,,,0.020833333333333332,0.07407407407407407,,0.14814814814814814,0.08695652173913043,0.058823529411764705,0.10714285714285714,0.2,1.0,0.1111111111111111,0.5,0.5,0.5,0.1111111111111111,0.75,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.2,1.0,0.5555555555555556,0.5043555555555556,0.49585,0.6257900000000001,0.02702702702702703,0.047619047619047616,,0.2,13.459999999999999,0.23666666666666666,,5.0,,1.0,2.0,11.0,,,1.0,3.0,2.0,16.0,,1.0,1.0,4.0,6.0,,11.0,2.0,,1.0,,8.0,,1.0,0.125,,0.25,0.125,0.4444444444444444,,,,,0.1388888888888889,,,,0.3055555555555556,0.18181818181818182,0.18181818181818182,1.0,,,0.2,,0.6,0.3333333333333333,0.18181818181818182,24.69375,1.0,2.0,,,,1.0,1.0,1.0,0.04,0.3333333333333333,,,,True,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,15872.0,265,-31,517,519,160,182,51.0,1036,12.0,16.0,6.0,6.0,3.0,4.0,23.0,54.0,33.0,59.0,68.0,129,17.0,162.0,584,8.0,16.0,3.0,19.0,22.0,35.0,8.0,55.0,84.0,52.0,6.0,25.0,31.0,10.0,9.0,68.0,,11.0,20.0,54.0,9.0,83.0,11.0,94.0,10.0,9.0,11.0,2.0,9.0,7.0,1.0,2.0,18.0,1.0,6.0,13.0,23.0,,2.0,28.0,2.0,11.0,4.0,10.0,7.0,10.0,7.0,55.0,160,3.0,0.6176470588235294,0.6461538461538462,0.5271317829457365,0.5,0.6285714285714286,0.5253623188405797,0.47058823529411764,0.5875,0.5364238410596026,0.5,0.5978260869565217,29.391304347826086,0.6111111111111112,0.34615384615384615,0.2918918918918919,0.061452513966480445,0.29411764705882354,,0.2924901185770751,0.048458149779735685,0.09375,0.06153846153846154,0.04878048780487805,,,0.26666666666666666,0.2702702702702703,0.3333333333333333,0.3,0.2777777777777778,0.7,0.11594202898550725,0.75,0.75,0.6666666666666666,0.391304347826087,0.42592592592592593,0.45098039215686275,0.5217391304347826,0.427536231884058,0.559322033898305,0.559322033898305,0.6666666666666666,0.35294117647058826,1.0,0.1,0.75,0.18115942028985507,0.416913503649635,0.44553,0.4193653846153846,0.07482993197278912,0.07971014492753623,0.11728395061728394,0.3395061728395062,12.192248062015503,0.30947775628626695,,,,,3.0,9.0,,1.0,1.0,5.0,3.0,9.0,,1.0,1.0,5.0,9.0,,8.0,3.0,3.0,6.0,4.0,6.0,,1.0,0.3333333333333333,,0.2,0.375,0.06521739130434782,0.023255813953488372,,0.05555555555555555,,,,,,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,,,,0.125,0.2,0.375,27.366666666666667,2.0,1.0,1.0,,0.3333333333333333,,,1.0,,,1.0,2.0,1.0,True,,,
383,1610612750,Kendall Gill,Kendall Gill,383,MIN,6066.0,101,13,200,198,73,78,22.0,398,2.0,4.0,,,1.0,3.0,,4.0,5.0,10.0,7.0,18,8.0,25.0,205,1.0,4.0,4.0,6.0,2.0,6.0,5.0,9.0,12.0,2.0,,4.0,7.0,2.0,2.0,17.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,9.0,4.0,1.0,,,,1.0,,,1.0,,,2.0,11.0,,1.0,10.0,,3.0,2.0,1.0,,1.0,1.0,9.0,73,3.0,0.8571428571428571,0.8571428571428571,0.3888888888888889,0.25,0.3333333333333333,0.40476190476190477,0.25,0.2857142857142857,0.4807692307692308,0.5,0.45,12.0,,0.09090909090909091,0.029411764705882353,0.02631578947368421,0.07142857142857142,0.15384615384615385,0.041666666666666664,0.0449438202247191,,0.07142857142857142,,0.2,,0.05,0.041666666666666664,,0.08333333333333333,,1.0,0.19047619047619047,0.5,0.5,0.5,0.19047619047619047,,,,0.47619047619047616,0.5,0.5,1.0,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.46341666666666664,0.363,0.5042357142857143,0.125,0.14285714285714285,0.24,0.36,12.805555555555555,0.365,1.0,3.0,,1.0,,,,,,,1.0,3.0,,,,1.0,3.0,,,,1.0,3.0,1.0,,,1.0,0.3333333333333333,,,0.3333333333333333,0.14285714285714285,0.05555555555555555,,0.25,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.14285714285714285,,,,,23.166666666666668,2.0,3.0,,,,,1.0,,0.08333333333333333,,,1.0,,True,,,
693,1610612750,Joe Smith,Joe Smith,693,MIN,1923.0,32,-10,63,64,17,12,5.0,127,1.0,1.0,,,,,,,2.0,4.0,3.0,5,6.0,12.0,69,,,2.0,2.0,1.0,1.0,2.0,4.0,6.0,,,,,,,,,,,5.0,,5.0,,5.0,1.0,1.0,1.0,1.0,,2.0,,1.0,3.0,,,5.0,13.0,,1.0,6.0,,2.0,1.0,,,,,4.0,17,1.0,1.0,1.0,0.6,,1.0,0.6,,1.0,0.75,1.0,1.0,16.176470588235293,0.3333333333333333,,0.17857142857142858,,,,0.14285714285714285,,,,,,,0.2,0.08333333333333333,0.2727272727272727,,,,0.2,1.0,1.0,1.0,,,,,0.8,0.5,0.5,1.0,,,,,0.2,0.42884,,0.3831,0.2857142857142857,0.2857142857142857,0.16666666666666666,0.3333333333333333,14.939999999999998,0.2698412698412698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,1191.0,20,-8,40,40,24,19,7.0,80,2.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,,,4.0,8,1.0,9.0,43,1.0,2.0,,2.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,2.0,3.0,,,1.0,,1.0,,,,1.0,,1.0,,3.0,1.0,,2.0,,,1.0,,,,,3.0,24,,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,0.375,21.27659574468085,1.0,,0.07692307692307693,0.058823529411764705,,0.25,0.058823529411764705,0.09523809523809523,,0.16666666666666666,,0.25,,,0.3333333333333333,,,,,0.375,0.6666666666666666,0.6666666666666666,0.5,0.625,0.4,0.5,0.5,,,,,1.0,0.5,0.3333333333333333,1.0,0.375,0.46904999999999997,0.569,0.45316666666666666,,,0.2222222222222222,0.3333333333333333,5.1125,0.6,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.125,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
393,1610612750,Rod Strickland,Rod Strickland,393,MIN,3674.0,61,-22,116,117,35,39,7.0,233,3.0,4.0,,,,1.0,3.0,6.0,4.0,8.0,10.0,18,6.0,26.0,136,1.0,1.0,,2.0,2.0,5.0,4.0,8.0,6.0,14.0,,16.0,16.0,4.0,9.0,32.0,,,1.0,4.0,,5.0,,5.0,4.0,2.0,3.0,,2.0,2.0,1.0,1.0,5.0,,2.0,,3.0,,1.0,6.0,,1.0,2.0,2.0,1.0,2.0,1.0,8.0,35,,0.3,0.3,0.5555555555555556,1.0,0.4,0.5555555555555556,1.0,0.4,0.6190476190476191,1.0,0.5714285714285714,21.13821138211382,0.6,,0.0975609756097561,,0.06666666666666667,,0.08928571428571429,,,,,,,0.1,0.1111111111111111,0.07692307692307693,,0.16666666666666666,0.5,0.2222222222222222,0.75,0.75,,0.3333333333333333,0.5,0.5,,0.4444444444444444,0.5,0.5,0.75,,,0.2,,0.2222222222222222,0.4228555555555556,0.395,0.38058000000000003,0.05263157894736842,0.05263157894736842,0.07692307692307693,0.3076923076923077,11.816666666666666,0.3017241379310345,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,True,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,10073.0,168,-24,323,327,72,90,30.0,650,8.0,13.0,4.0,6.0,2.0,2.0,6.0,15.0,5.0,9.0,19.0,37,4.0,42.0,370,4.0,6.0,1.0,9.0,5.0,8.0,,10.0,30.0,8.0,8.0,4.0,4.0,,2.0,8.0,2.0,7.0,4.0,16.0,,20.0,9.0,29.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,5.0,,,19.0,28.0,4.0,1.0,6.0,2.0,4.0,,4.0,4.0,4.0,3.0,10.0,72,3.0,0.7894736842105263,1.0,0.5135135135135135,0.6666666666666666,0.625,0.5135135135135135,0.6666666666666666,0.625,0.5384615384615384,0.75,0.625,12.359550561797752,0.2,,0.12213740458015267,0.0603448275862069,0.1111111111111111,0.0625,0.11976047904191617,0.060810810810810814,0.1,0.045454545454545456,0.057692307692307696,0.07407407407407407,,0.12121212121212122,0.09259259259259259,0.1590909090909091,0.11538461538461539,0.1,0.75,0.35135135135135137,0.6153846153846154,0.7272727272727273,0.5,0.40540540540540543,0.4,0.6666666666666666,1.0,0.24324324324324326,0.5555555555555556,0.5555555555555556,1.0,1.0,0.6666666666666666,0.25,1.0,0.35135135135135137,0.46221351351351353,0.58876,0.43767500000000004,0.10256410256410256,0.10256410256410256,0.21428571428571427,0.23809523809523808,7.486486486486487,0.22291021671826625,,,,,,,,,,,,,,,,,,,,,8.0,,,2.0,,,,,,,,0.21621621621621623,0.15384615384615385,0.4,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.1,,,,,True,,,
