EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyFG2M,PenaltyPoints,Fg2aBlocked,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctAssisted,PenaltyPointsPct,ShortMidRangeFGM,Arc3Assists,OffAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,Steals,LostBallSteals,Corner3FGM,Corner3FGA,PenaltyFtPoints,ShortMidRangeAssists,NonShootingFoulsDrawn,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTDefRebounds,BadPassSteals,Blocked2s,BlockedShortMidRange,Blocks,DefFTReboundPct,on,PenaltyAtRimFGM,PenaltyCorner3FGA,OffThreePtRebounds,FTOffRebounds,Clear Path Fouls,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceFtPoints,HeaveAttempts,SelfOReb,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,OffCorner3ReboundPct,Fg3aBlocked,Blocked3s,BlockedCorner3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,849.0,14,-11.0,23,22,4.0,15,5.0,45,3.0,4.0,1.0,2.0,2.0,3.0,6.0,6.0,36,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,0.6666666666666666,1.0,0.5,0.25,0.5,0.25,0.5,0.25,20.689655172413794,0.25,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.2857142857142857,0.5,0.6666666666666666,0.75,0.75,0.6666666666666666,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5185333333333334,0.48185,0.3333333333333333,6.533333333333334,0.17391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,1361.0,23,-32.0,38,41,15.0,25,3.0,79,1.0,2.0,,,5.0,2.0,8.0,9.0,56,,,3.0,2.0,2.0,,,2.0,4.0,,4.0,3.0,15.0,0.5,0.5,0.25,,0.3181818181818182,1.5,0.375,1.5,42.85714285714286,0.2222222222222222,,0.25,,,0.25,0.18181818181818182,0.5,0.5,1.0,0.45454545454545453,,,0.45454545454545453,0.45840909090909093,0.58845,0.3333333333333333,13.487499999999999,0.39473684210526316,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.2857142857142857,1.0,0.4,0.09090909090909091,0.2,0.2,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43933333333333335,0.08333333333333333,0.1111111111111111,25.099999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,1610612738,J.R. Bremer,J.R. Bremer,2452,BOS,1468.0,24,-21.0,43,47,24.0,33,5.0,90,1.0,2.0,,,3.0,2.0,5.0,7.0,56,,,,2.0,2.0,,,1.0,2.0,,2.0,,24.0,0.5,0.5,0.4,,0.35,,0.35,,25.0,0.09090909090909091,,0.09523809523809523,,,0.3333333333333333,0.2,0.5,1.0,,0.3,,,0.7,0.46579,0.3933,,11.52,0.5581395348837209,,,1.0,1.0,5.0,,1.0,2.0,1.0,5.0,,,1.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,1.0,0.2,,0.2,0.5,0.5,0.1,,0.14285714285714285,,0.3333333333333333,0.3333333333333333,0.5,0.2,0.2,1.0,1.0,,,,0.4,0.2,0.41933,,,24.9,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.2,0.2,0.2,0.5,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1610612738,Grant Long,Grant Long,3,BOS,2075.0,35,-25.0,60,62,29.0,40,8.0,122,,,,,2.0,1.0,4.0,2.0,75,,,,2.0,,,3.0,1.0,2.0,3.0,5.0,1.0,29.0,1.0,1.0,0.25,,0.25,,0.25,,7.246376811594203,0.06666666666666667,0.125,0.07692307692307693,0.09375,0.14285714285714285,,,,,,0.5,,,,0.370975,,,14.299999999999999,0.48333333333333334,,2.0,,,,,,,,,,,,2.0,,,,,,1.0,,,3.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,0.09090909090909091,,0.125,0.5,,,,,,,,,,,,,0.33475,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.125,0.125,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,617.0,10,-8.0,17,18,11.0,14,1.0,35,,2.0,,,1.0,1.0,3.0,2.0,18,,,,2.0,,,,1.0,2.0,,2.0,2.0,11.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,16.666666666666668,0.16666666666666666,,0.16666666666666666,,,0.25,0.6666666666666666,,,,0.3333333333333333,,,0.6666666666666666,0.44179999999999997,,,7.466666666666668,0.6470588235294118,1.0,,1.0,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,1.0,1.0,,,,,,,,0.5,,,0.46335,,,,1.0,2.0,,,,,2.0,0.5,0.5,0.5,,,1.0,1.0,,,,,,,,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,380.0,6,-11.0,10,11,,5,1.0,21,,1.0,,1.0,,2.0,3.0,4.0,21,,1.0,,,4.0,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,25.0,,,,,,,0.3333333333333333,,,,,1.0,,0.3333333333333333,0.4079333333333333,0.497,,6.366666666666667,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,1129.0,19,-15.0,33,33,10.0,21,3.0,66,,,,,,,,5.0,41,,,,,,,,,,,,,10.0,,,,,0.75,,0.8333333333333334,,8.333333333333334,,,,,,,,,,,,,,1.0,0.5531250000000001,,,,0.30303030303030304,,,,,,,,,1.0,2.0,2.0,,,,,3.0,,,2.0,2.0,,1.0,4.0,,,,,,,,,,,2.0,,1.0,0.5,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,23.700000000000003,,2.0,,,,,2.0,,,1.0,,,,0.4,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612738,Tony Delk,Tony Delk,960,BOS,1061.0,18,2.0,30,27,10.0,16,7.0,57,,,,,2.0,1.0,2.0,10.0,34,,,,2.0,,,,3.0,4.0,,4.0,,10.0,1.0,1.0,0.5,,0.625,,0.9,,13.157894736842104,0.375,,0.36363636363636365,,,,,,,,0.5,,,0.5,0.437175,,,21.5,0.3333333333333333,,,1.0,1.0,2.0,,,2.0,1.0,2.0,5.0,,,,2.0,,2.0,1.0,1.0,2.0,1.0,,5.0,1.0,,,,,,,,,,5.0,,,0.5,,0.5,0.5,,0.3333333333333333,,0.5,,0.5,0.5,0.5,0.5,0.5,,,,,,1.0,0.5,0.4767,0.4,,24.8,,4.0,,1.0,,,4.0,,0.75,1.0,,,1.0,0.4,,1.0,,0.75,,,,,,,,,,,1.0,,,,,,,1.0,1.0,3.0,1.0,1.0,2.0,0.5,0.5,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,410.0,7,2.0,14,13,14.0,10,3.0,27,,1.0,,,3.0,1.0,4.0,3.0,11,,1.0,,2.0,,,1.0,,,1.0,1.0,,14.0,1.0,1.0,0.25,,0.25,,0.3,,29.41176470588235,,0.16666666666666666,,0.125,0.25,,0.25,,,,0.75,,,0.25,0.35765,0.3677,,13.925,1.0,1.0,,1.0,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.25,,,0.35765,0.2,0.2,,1.0,3.0,,,,,3.0,0.25,0.25,0.3,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,690.0,12,-6.0,21,24,17.0,12,1.0,45,,,,,1.0,,1.0,2.0,18,,,,,,,,,3.0,,3.0,1.0,17.0,,,,,,,0.5,,18.181818181818183,,,0.16666666666666666,,,,,,,,1.0,,,,0.4137,,,15.1,0.8095238095238095,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,2.0,,,2.0,,,2.0,2.0,,,2.0,1.0,,,,,,,0.2857142857142857,,0.25,,,,,,,,,,,,,,0.4137,0.5,0.5,,,2.0,,,,2.0,2.0,,,0.5,,,,1.0,,,,,,,,,,0.3333333333333333,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
