EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefTwoPtRebounds,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFGA,FTDefRebounds,LostBallTurnovers,PenaltyTurnovers,DefFTReboundPct,PenaltyAtRimFrequency,DeadBallTurnovers,Offensive Fouls,AtRimPctAssisted,PenaltyAtRimFGM,ShortMidRangeFGM,OffTwoPtRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimAccuracy,Blocked3s,BlockedArc3,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangePctBlocked,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,BadPassOutOfBoundsTurnovers,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,BlockedLongMidRange,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceTurnovers,Technical Free Throw Trips,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,Defensive 3 Seconds Violations,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,1425.0,24,-12,43,45,7.0,21,5.0,88,1.0,2.0,1.0,2.0,9.0,1.0,2.0,3.0,12.0,1.0,2.0,6.0,15.0,51,3.0,3.0,1.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,7.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.25,0.3333333333333333,0.32142857142857145,0.3333333333333333,0.4411764705882353,0.75,0.5,0.14285714285714285,0.08333333333333333,0.5,37.5,1.0,0.125,0.05263157894736842,0.14285714285714285,1.0,0.14285714285714285,0.5,1.0,0.07142857142857142,0.6428571428571429,0.2222222222222222,0.2222222222222222,0.5,0.14285714285714285,0.5,0.5,0.2857142857142857,0.5,0.43691071428571426,0.3899333333333333,0.1875,0.15384615384615385,0.3333333333333333,0.2,0.3333333333333333,15.066666666666668,26.8,0.16279069767441862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612753,Jacque Vaughn,Jacque Vaughn,1521,ORL,777.0,13,-4,25,25,,18,,50,1.0,1.0,,1.0,3.0,,,2.0,4.0,,,,4.0,27,,,,,,,,4.0,,,,,2.0,2.0,,,2.0,4.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,0.5,,0.5,,,,,,16.0,,,0.09090909090909091,,,0.25,1.0,1.0,,0.75,0.3333333333333333,0.3333333333333333,,,,,0.25,,0.493475,,,,,,,14.325,,,1.0,1.0,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,1610612753,Gordan Giricek,Gordan Giricek,1921,ORL,1172.0,20,-9,38,40,10.0,22,4.0,78,,1.0,,1.0,1.0,,,1.0,2.0,,,,2.0,47,,,,1.0,,,2.0,,,,,1.0,1.0,1.0,,,1.0,2.0,,2.0,2.0,,,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,10.0,1.0,1.0,,,0.5,,0.5,,0.5,,,,0.5,1.0,9.523809523809524,1.0,,,,,0.5,,,,0.5,1.0,1.0,1.0,,,,0.5,,0.46445000000000003,0.5382,,,,,,9.7,,0.2631578947368421,,2.0,,,1.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,1610612753,Drew Gooden,Drew Gooden,2400,ORL,948.0,16,-8,29,33,3.0,19,1.0,62,1.0,2.0,1.0,3.0,4.0,,,4.0,7.0,,,,8.0,33,,,,,,,6.0,2.0,,,,1.0,,,,,,,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,4.0,,,,,,1.0,,1.0,1.0,,,3.0,0.75,0.75,,,0.5714285714285714,,0.5714285714285714,,0.5714285714285714,,,,0.14285714285714285,0.5,26.666666666666668,,0.2,0.09090909090909091,0.25,,0.2857142857142857,0.5,1.0,0.14285714285714285,0.5714285714285714,0.75,0.75,0.6666666666666666,,,,0.2857142857142857,,0.4443428571428572,,,,,,,11.071428571428571,,0.10344827586206896,,,,,,1.0,,1.0,0.5,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,1610612753,Pat Burke,Pat Burke,2469,ORL,2481.0,41,-23,76,80,16.0,44,5.0,156,2.0,2.0,4.0,2.0,4.0,,,6.0,10.0,,,5.0,17.0,88,,,2.0,2.0,2.0,6.0,8.0,4.0,,,,,1.0,1.0,1.0,,,2.0,3.0,10.0,11.0,1.0,1.0,3.0,2.0,4.0,6.0,9.0,6.0,,2.0,,1.0,,,,,,6.0,16.0,0.6666666666666666,0.6666666666666666,,,0.6,1.0,0.6,1.0,0.6538461538461539,,1.0,,,,20.98765432098765,0.75,0.23076923076923078,0.25,0.1111111111111111,,0.2,1.0,1.0,0.4,0.4,0.5,0.5,1.0,,,,0.2,,0.42738000000000004,0.56145,0.16666666666666666,0.16666666666666666,,,0.35294117647058826,10.23,,0.21052631578947367,6.0,,0.2608695652173913,0.42857142857142855,2.0,1.0,1.0,,0.2,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.034482758620689655,0.02857142857142857,0.125,0.2857142857142857,0.1111111111111111,0.5,0.5,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,1610612753,Jeryl Sasser,Jeryl Sasser,2219,ORL,719.0,12,-7,22,23,7.0,23,,45,,1.0,,,1.0,,2.0,,2.0,,2.0,,,21,,,,1.0,,,,,,2.0,,,1.0,1.0,1.0,,,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,,7.0,,,,,,,,,,,,0.5,,,18.181818181818183,,0.25,0.21428571428571427,,1.0,0.25,,,,0.25,,,,0.5,,,0.75,,0.45655,0.5257,,,,,,11.25,25.549999999999997,0.3181818181818182,2.0,,0.2,,1.0,,,,,1.0,,,,,,,,,,,,,0.25,0.25,0.5,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,440.0,7,-16,11,16,8.0,14,1.0,27,,,,,1.0,,,,1.0,,,,,22,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,8.333333333333334,,,,,,,,,,1.0,,,,,,,,,0.3828,0.3828,,,,,,18.8,,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,1330.0,22,-19,41,44,12.0,22,5.0,85,1.0,1.0,1.0,,1.0,,3.0,2.0,3.0,,3.0,3.0,7.0,54,,,,1.0,,,2.0,2.0,,3.0,,1.0,2.0,2.0,,,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,2.0,3.0,1.0,2.0,,,,,,,,,12.0,0.5,0.5,,,0.6666666666666666,,0.3333333333333333,,0.5,,,0.5,0.3333333333333333,,19.565217391304348,0.5,0.25,0.07142857142857142,0.3333333333333333,,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,0.5,,,0.6666666666666666,,0.4833416666666667,0.4468,0.2857142857142857,0.5,,,,9.833333333333334,26.833333333333332,0.2926829268292683,,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,2.0,2.0,,,0.13333333333333333,0.10526315789473684,,,,,1.0,1.0,,,,2.0,2.0,1.0,0.2,1.0,1.0,0.40635,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,917.0,15,-8,28,27,,10,1.0,55,,3.0,1.0,,,,,1.0,4.0,,,,2.0,33,,,,,,,,2.0,,,,3.0,1.0,1.0,,,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,2.0,2.0,,2.0,,,,,,,,0.25,,0.25,,0.25,,,,0.75,1.0,13.793103448275863,,,,,,0.75,,,0.25,,,,,,,,0.75,,0.5008750000000001,,,,,,,2.25,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1610612753,Chris Whitney,Chris Whitney,43,ORL,1197.0,20,-14,37,37,7.0,21,1.0,74,,,,1.0,2.0,,,1.0,2.0,,,2.0,4.0,41,,,,,2.0,2.0,2.0,,,,,,,,,,,,1.0,2.0,2.0,,,,,1.0,,3.0,2.0,,,,1.0,,,,,,2.0,7.0,1.0,1.0,,,0.5,,0.5,,0.6666666666666666,,1.0,,,,10.526315789473685,,0.09090909090909091,0.09090909090909091,,,,,,,1.0,0.5,0.5,1.0,,,,,,0.41295,,,,,,0.5,19.1,,0.1891891891891892,1.0,1.0,0.09090909090909091,,,,,1.0,,,1.0,,,,,,,,,,,,,0.2,0.25,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
