EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,LostBallSteals,SecondChanceFtPoints,ShortMidRangePctAssisted,SecondChanceCorner3FGM,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,3SecondViolations,OffFTReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,on,HeaveMakes
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,11261.0,188,-5,370,361,106,158,48,731,6.0,13,1.0,4.0,3.0,6.0,3.0,8.0,3.0,10.0,4.0,14.0,1.0,2.0,6.0,7.0,16.0,1.0,1.0,3.0,6.0,12.0,31,11.0,30.0,7.0,64.0,400,3.0,8.0,1.0,2.0,9.0,4.0,10.0,5.0,12.0,4.0,27.0,10.0,14.0,33.0,2.0,16.0,7.0,4.0,4.0,6.0,10.0,2.0,4.0,2.0,2.0,26.0,4.0,6.0,5.0,13,6.0,24,10.0,34,2.0,4.0,4.0,7.0,2.0,6.0,8.0,2.0,1.0,1.0,15.0,6.0,1.0,11.0,27,1.0,1.0,7.0,1.0,3.0,1.0,12.0,6.0,1.0,5.0,12.0,9.0,1.0,2.0,27.0,106,12.0,0.4166666666666667,0.45454545454545453,1.0,0.36666666666666664,0.5,0.4166666666666667,0.36666666666666664,0.3870967741935484,0.375,0.4,0.4672131147540984,0.45,0.5227272727272727,0.5,0.45,0.5625,0.4918032786885246,0.12903225806451613,0.07692307692307693,0.25,0.1,18.457943925233643,0.4666666666666667,0.3333333333333333,0.1111111111111111,0.043478260869565216,0.11627906976744186,0.07142857142857142,0.1125,0.05154639175257732,0.05405405405405406,0.041666666666666664,0.03773584905660377,0.05128205128205128,0.11764705882352941,0.1724137931034483,0.09615384615384616,0.08333333333333333,0.12,0.1111111111111111,0.06060606060606061,0.75,0.21311475409836064,0.46153846153846156,0.5,0.5,0.13114754098360656,0.375,0.5,0.16393442622950818,0.3,0.3333333333333333,0.6666666666666666,0.22950819672131148,0.2857142857142857,0.2857142857142857,1.0,0.26229508196721313,0.4375,0.4375,1.0,0.4,0.25,0.1,0.1,1.0,1.0,0.2727272727272727,0.5,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.5,0.7049180327868853,0.4375,0.4909680327868852,0.49604999999999994,0.4679159090909091,0.047619047619047616,0.09090909090909091,0.140625,0.421875,8.53225806451613,24.106666666666666,0.2864864864864865,,,,,,,,,,,,,,,,,,,,,True,
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,2413.0,40,7,88,88,46,63,15,176,2.0,6,1.0,4.0,1.0,3.0,1.0,2.0,,3.0,,,,,,,,,,,,3.0,11,,,2.0,8.0,77,1.0,4.0,,,2.0,2.0,7.0,,,,4.0,2.0,4.0,,2.0,,,1.0,2.0,,2.0,,,,2.0,4.0,3.0,2.0,,5,,5,5.0,10,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,4,,,2.0,,1.0,,,,,,,,,,4.0,46,3.0,0.3333333333333333,0.5,,,,,,0.2727272727272727,0.25,0.2857142857142857,0.2727272727272727,0.25,0.2857142857142857,0.3333333333333333,0.25,0.2857142857142857,,0.09090909090909091,0.16666666666666666,,,12.62135922330097,1.0,,0.1724137931034483,0.058823529411764705,,0.23076923076923078,0.13513513513513514,0.10638297872340426,,0.2,0.05,0.375,,0.08333333333333333,0.3,0.14285714285714285,,,,,0.5454545454545454,0.3333333333333333,0.4,0.5,0.18181818181818182,0.5,0.5,0.2727272727272727,,,,,,,,,,,,1.0,0.25,,,,,0.42857142857142855,0.3333333333333333,,,,,0.5454545454545454,,0.47361818181818177,0.4134,0.46155714285714294,0.08333333333333333,0.08333333333333333,0.25,0.5,7.681818181818182,,0.5227272727272727,,,,,,,,,,,,,,,,,,,,,True,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,4493.0,75,-37,140,142,34,35,25,282,3.0,4,2.0,2.0,,,1.0,6.0,5.0,11.0,,1.0,,,,,,,,,,9.0,21,,1.0,2.0,20.0,197,2.0,5.0,,,4.0,1.0,2.0,,,2.0,4.0,8.0,10.0,,2.0,,,1.0,3.0,4.0,7.0,1.0,3.0,,1.0,18.0,4.0,7.0,1.0,11,3.0,15,11.0,26,2.0,3.0,2.0,2.0,,2.0,4.0,,,1.0,6.0,1.0,2.0,8.0,16,1.0,2.0,2.0,,1.0,,,,,,,,,,4.0,34,4.0,0.4444444444444444,0.5,,,,,,0.42857142857142855,0.4,0.5,0.4090909090909091,0.4,0.5,0.43478260869565216,0.4,0.6666666666666666,0.045454545454545456,0.047619047619047616,,0.16666666666666666,,17.058823529411764,0.3333333333333333,0.5,0.34375,0.1206896551724138,0.058823529411764705,0.21052631578947367,0.24489795918367346,0.14285714285714285,,,0.2413793103448276,0.26666666666666666,,0.2222222222222222,0.5,0.3076923076923077,0.09090909090909091,,0.16666666666666666,,0.18181818181818182,0.75,0.75,,0.2727272727272727,0.16666666666666666,0.2,0.5,0.45454545454545453,0.45454545454545453,0.8,0.045454545454545456,,,,,,,,0.4,1.0,,,,,,,,,,,0.22727272727272727,,0.4392090909090909,0.47605000000000003,0.3936,0.043478260869565216,0.045454545454545456,0.2,0.2,12.438095238095238,22.3,0.24285714285714285,2.0,1.0,,,,,,,,,,,,,,,,,,,True,
1952,1610612742,Raja Bell,Raja Bell,1952,DAL,14632.0,244,25,488,495,109,141,50,983,8.0,14,1.0,2.0,3.0,5.0,4.0,5.0,16.0,29.0,3.0,6.0,,,,1.0,5.0,,,1.0,3.0,28.0,48,4.0,11.0,6.0,74.0,506,3.0,4.0,,,7.0,9.0,13.0,1.0,3.0,4.0,25.0,46.0,10.0,12.0,2.0,5.0,1.0,5.0,13.0,8.0,21.0,7.0,1.0,5.0,5.0,50.0,5.0,4.0,10.0,22,1.0,33,9.0,42,,4.0,4.0,1.0,1.0,1.0,4.0,,,,5.0,,,16.0,37,,3.0,13.0,1.0,5.0,2.0,,,,,,,1.0,,25.0,109,5.0,0.8214285714285714,0.8518518518518519,1.0,0.36363636363636365,,0.3333333333333333,0.36363636363636365,0.5833333333333334,0.75,0.6923076923076923,0.576271186440678,0.75,0.65625,0.5692307692307692,0.7,0.625,0.1864406779661017,0.10416666666666667,0.35714285714285715,,,12.750455373406192,0.2,0.07142857142857142,0.11518324607329843,0.023668639053254437,0.18518518518518517,0.07042253521126761,0.1306122448979592,0.0375,0.07317073170731707,0.019230769230769232,,0.0847457627118644,,0.09375,0.07936507936507936,0.171875,0.19444444444444445,0.16666666666666666,,,0.23728813559322035,0.5714285714285714,0.8888888888888888,0.75,0.0847457627118644,0.8,0.8,0.4915254237288136,0.5517241379310345,0.5517241379310345,0.875,0.1016949152542373,0.5,0.5,1.0,0.0847457627118644,0.2,0.2,1.0,0.5,0.5,,,,,0.3125,0.6,,,0.1875,0.3333333333333333,0.423728813559322,0.2,0.4952813559322034,0.5323333333333333,0.505428125,0.07936507936507936,0.09615384615384616,0.0945945945945946,0.33783783783783783,12.335416666666667,23.818181818181817,0.22336065573770492,3.0,,1.0,0.75,,,,,,,,,,,,,,,,,True,
714,1610612742,Michael Finley,Michael Finley,714,DAL,49258.0,821,-36,1611,1607,402,519,188,3218,28.0,45,6.0,6.0,5.0,9.0,26.0,59.0,30.0,83.0,7.0,24.0,3.0,2.0,7.0,40.0,90.0,5.0,12.0,12.0,24.0,84.0,187,47.0,114.0,57.0,366.0,1781,12.0,19.0,7.0,15.0,52.0,18.0,40.0,14.0,31.0,26.0,104.0,78.0,90.0,117.0,16.0,89.0,40.0,14.0,34.0,26.0,60.0,20.0,6.0,12.0,17.0,146.0,13.0,12.0,23.0,59,8.0,90,25.0,115,4.0,26.0,24.0,19.0,4.0,12.0,12.0,2.0,7.0,,31.0,5.0,3.0,26.0,46,,5.0,66.0,3.0,26.0,7.0,12.0,8.0,,4.0,12.0,7.0,,,104.0,402,6.0,0.4642857142857143,0.5131578947368421,0.8297872340425532,0.41228070175438597,0.4666666666666667,0.45161290322580644,0.415929203539823,0.44919786096256686,0.631578947368421,0.45,0.5132890365448505,0.6617647058823529,0.5492957746478874,0.5498489425981873,0.7027027027027027,0.6058823529411764,0.3787375415282392,0.0748663101604278,0.13333333333333333,0.11864406779661017,0.012048192771084338,19.846491228070178,0.6129032258064516,0.12698412698412698,0.1068840579710145,0.021052631578947368,0.11274509803921569,0.058823529411764705,0.10846560846560846,0.0316055625790139,0.0364963503649635,0.015873015873015872,0.01639344262295082,0.07058823529411765,0.0196078431372549,0.06395348837209303,0.11734693877551021,0.1358695652173913,0.13846153846153847,0.06756756756756757,0.026143790849673203,0.5833333333333334,0.14950166112956811,0.6222222222222222,0.717948717948718,0.5714285714285714,0.19601328903654486,0.4406779661016949,0.5,0.2757475083056478,0.3614457831325301,0.36585365853658536,0.43333333333333335,0.07973421926910298,0.2916666666666667,0.2916666666666667,0.8571428571428571,0.29900332225913623,0.4444444444444444,0.4444444444444444,0.825,0.17647058823529413,1.0,0.08823529411764706,0.35294117647058826,0.4166666666666667,0.8,0.1267605633802817,0.5555555555555556,0.09859154929577464,0.2857142857142857,0.3380281690140845,0.5,0.5282392026578073,0.449438202247191,0.4856923333333333,0.503041304347826,0.48424014084507044,0.08024691358024691,0.12380952380952381,0.14207650273224043,0.28415300546448086,10.739037433155081,24.575438596491228,0.24953445065176907,5.0,2.0,7.0,0.38461538461538464,2.0,24.0,1.0,2.0,0.6666666666666666,0.5,,,,,,,,,,,True,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,26052.0,434,-4,847,843,125,184,86,1690,40.0,57,11.0,18.0,3.0,4.0,3.0,10.0,12.0,41.0,4.0,11.0,2.0,2.0,4.0,4.0,22.0,,,1.0,2.0,55.0,108,8.0,33.0,16.0,150.0,914,11.0,19.0,2.0,2.0,29.0,4.0,13.0,3.0,6.0,2.0,19.0,86.0,24.0,24.0,14.0,22.0,4.0,8.0,4.0,1.0,5.0,1.0,,3.0,1.0,11.0,3.0,30.0,10.0,33,5.0,48,35.0,83,2.0,6.0,4.0,7.0,,6.0,5.0,1.0,1.0,,12.0,1.0,1.0,47.0,81,9.0,3.0,19.0,3.0,11.0,,40.0,26.0,1.0,13.0,40.0,26.0,1.0,,19.0,125,6.0,0.7818181818181819,0.8958333333333334,1.0,0.24242424242424243,1.0,0.5,0.24242424242424243,0.5092592592592593,0.5789473684210527,0.3076923076923077,0.475177304964539,0.6666666666666666,0.4473684210526316,0.5033557046979866,0.6590909090909091,0.475,0.23404255319148937,0.07407407407407407,0.10526315789473684,0.2,,17.055084745762713,0.5833333333333334,0.17857142857142858,0.1064516129032258,0.1,0.10416666666666667,0.02702702702702703,0.10591133004926108,0.08029197080291971,0.15384615384615385,0.10526315789473684,0.07142857142857142,0.011764705882352941,0.07692307692307693,0.09345794392523364,0.09278350515463918,0.1320754716981132,0.109375,0.09375,0.028985507246376812,0.65,0.40425531914893614,0.7017543859649122,0.7843137254901961,0.8,0.07092198581560284,0.3,0.375,0.2907801418439716,0.2926829268292683,0.2926829268292683,0.6666666666666666,0.07801418439716312,0.36363636363636365,0.36363636363636365,1.0,0.15602836879432624,0.18181818181818182,0.18181818181818182,1.0,0.8571428571428571,0.6111111111111112,0.09523809523809523,,,,0.21052631578947367,0.75,0.21052631578947367,0.5,0.10526315789473684,0.5,0.6382978723404256,0.18181818181818182,0.505254964539007,0.5660473684210526,0.45725,0.0738255033557047,0.09482758620689655,0.19333333333333333,0.12666666666666668,8.165740740740741,24.006060606060608,0.14757969303423848,,2.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,0.13333333333333333,0.2727272727272727,,,,,,,True,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,33202.0,553,-35,1094,1088,347,417,120,2182,31.0,44,3.0,5.0,7.0,16.0,40.0,89.0,17.0,46.0,7.0,14.0,4.0,1.0,3.0,28.0,70.0,,4.0,10.0,24.0,88.0,179,35.0,84.0,37.0,318.0,1217,9.0,20.0,2.0,8.0,27.0,21.0,57.0,11.0,27.0,20.0,95.0,12.0,164.0,63.0,4.0,69.0,28.0,7.0,36.0,28.0,64.0,20.0,8.0,16.0,15.0,156.0,6.0,8.0,11.0,31,2.0,44,14.0,58,7.0,10.0,9.0,23.0,4.0,20.0,14.0,3.0,3.0,1.0,37.0,3.0,7.0,16.0,43,,4.0,51.0,3.0,19.0,5.0,,,,,,,,,95.0,347,8.0,0.06818181818181818,0.06976744186046512,0.6,0.4166666666666667,0.25,0.4074074074074074,0.42168674698795183,0.49162011173184356,0.45,0.3684210526315789,0.5342205323193916,0.42857142857142855,0.44642857142857145,0.5559440559440559,0.46551724137931033,0.4947916666666667,0.3193916349809886,0.03910614525139665,0.022727272727272728,0.0449438202247191,0.043478260869565216,26.34584013050571,0.6216216216216216,0.04081632653061224,0.08659217877094973,0.022099447513812154,0.07236842105263158,0.037037037037037035,0.08235294117647059,0.026717557251908396,0.023255813953488372,0.02962962962962963,0.014184397163120567,0.024193548387096774,0.07894736842105263,0.08849557522123894,0.08823529411764706,0.08256880733944955,0.054945054945054944,0.09836065573770492,0.0546875,,0.16730038022813687,0.7045454545454546,0.7209302325581395,0.12903225806451613,0.33840304182509506,0.449438202247191,0.47058823529411764,0.17490494296577946,0.3695652173913043,0.38636363636363635,0.058823529411764705,0.053231939163498096,0.5,0.5,0.8571428571428571,0.2661596958174905,0.4,0.4057971014492754,0.5357142857142857,0.17857142857142858,0.6,0.14285714285714285,0.14285714285714285,,,0.19047619047619047,0.4375,0.03571428571428571,0.3333333333333333,0.2857142857142857,0.4166666666666667,0.4866920152091255,0.4057971014492754,0.47509999999999997,0.4782263157894738,0.46848214285714274,0.07473309608540925,0.09743589743589744,0.08490566037735849,0.29874213836477986,8.812290502793296,24.92142857142857,0.3171846435100548,5.0,1.0,3.0,0.025,2.0,42.0,1.0,,0.5,1.0,,,,,1.0,2.0,0.011904761904761904,0.014285714285714285,0.023255813953488372,,True,
959,1610612742,Steve Nash,Steve Nash,959,DAL,37401.0,623,-35,1229,1220,264,334,144,2449,38.0,64,2.0,3.0,8.0,12.0,14.0,46.0,19.0,55.0,8.0,12.0,1.0,1.0,2.0,24.0,54.0,1.0,1.0,5.0,13.0,71.0,165,32.0,66.0,48.0,286.0,1377,2.0,10.0,2.0,2.0,10.0,14.0,25.0,6.0,15.0,26.0,72.0,24.0,118.0,66.0,,54.0,24.0,9.0,89.0,32.0,121.0,24.0,8.0,51.0,26.0,274.0,5.0,9.0,15.0,29,2.0,46,14.0,60,,14.0,9.0,26.0,8.0,22.0,19.0,3.0,4.0,2.0,45.0,2.0,3.0,11.0,43,10.0,2.0,55.0,4.0,15.0,8.0,1.0,,,1.0,1.0,,,,72.0,264,10.0,0.16901408450704225,0.16901408450704225,0.6875,0.48484848484848486,1.0,0.4,0.48484848484848486,0.4303030303030303,0.2,0.56,0.5151515151515151,0.4166666666666667,0.575,0.5537848605577689,0.4166666666666667,0.6730769230769231,0.2857142857142857,0.05454545454545454,0.0625,0.10869565217391304,,21.32564841498559,0.5777777777777777,0.046511627906976744,0.0705596107055961,0.020833333333333332,0.0949367088607595,0.030303030303030304,0.0773286467486819,0.023450586264656615,0.008771929824561403,0.014084507042253521,0.03409090909090909,0.04065040650406504,,0.049586776859504134,0.07333333333333333,0.08571428571428572,0.0970873786407767,0.09090909090909091,,,0.27705627705627706,0.59375,0.6333333333333333,0.10526315789473684,0.19913419913419914,0.30434782608695654,0.34146341463414637,0.23809523809523808,0.34545454545454546,0.34545454545454546,0.3684210526315789,0.05194805194805195,0.6666666666666666,0.6666666666666666,0.875,0.23376623376623376,0.4444444444444444,0.4528301886792453,0.625,0.25,0.6666666666666666,0.08333333333333333,0.08333333333333333,1.0,1.0,0.3,0.6666666666666666,0.05,0.5,0.325,0.38461538461538464,0.5627705627705628,0.4444444444444444,0.49908008658008657,0.4692055555555556,0.4876012500000001,0.06995884773662552,0.08522727272727272,0.03496503496503497,0.2517482517482518,8.596969696969696,24.377272727272725,0.21480878763222133,12.0,5.0,,0.07142857142857142,1.0,30.0,,9.0,1.0,1.0,,,,,1.0,2.0,0.015151515151515152,0.018518518518518517,0.029850746268656716,1.0,True,
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,771.0,13,4,25,24,10,16,6,49,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,15,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,1,1.0,2,,2,,1.0,1.0,,,,,,,,,,,2.0,4,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,10,2.0,,,,,,,,,,,,,,,,,,,,,,3.2258064516129035,,0.3333333333333333,0.1,,,,0.08333333333333333,,,,,,,0.3333333333333333,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6276,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,True,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,18426.0,307,-47,594,597,198,239,76,1191,22.0,42,4.0,11.0,7.0,16.0,6.0,21.0,2.0,5.0,,,,,,,,,,,,30.0,68,,,25.0,85.0,694,5.0,16.0,,,21.0,10.0,21.0,,,15.0,35.0,44.0,16.0,,8.0,,,12.0,9.0,3.0,12.0,3.0,,5.0,3.0,27.0,5.0,20.0,9.0,23,2.0,34,25.0,59,3.0,13.0,11.0,8.0,1.0,7.0,6.0,,1.0,2.0,14.0,1.0,4.0,17.0,42,5.0,2.0,33.0,3.0,11.0,7.0,3.0,2.0,,1.0,3.0,2.0,,,35.0,198,6.0,0.7333333333333333,0.8461538461538461,,,,,,0.4411764705882353,0.3125,0.47619047619047616,0.4411764705882353,0.3125,0.47619047619047616,0.5120481927710844,0.45652173913043476,0.5833333333333334,,0.17647058823529413,0.16666666666666666,0.19047619047619047,0.2,14.243759177679884,0.5714285714285714,0.06451612903225806,0.11855670103092783,0.09433962264150944,0.11842105263157894,0.06172839506172839,0.11851851851851852,0.08532423208191127,0.17647058823529413,0.1,0.04395604395604396,0.046153846153846156,0.125,0.13333333333333333,0.11764705882352941,0.10606060606060606,0.13043478260869565,0.1,0.11538461538461539,0.6666666666666666,0.6176470588235294,0.5238095238095238,0.6285714285714286,0.7272727272727273,0.3088235294117647,0.2857142857142857,0.35294117647058826,0.07352941176470588,0.4,0.5,1.0,,,,,,,,,0.6875,0.36363636363636365,,,,,0.7619047619047619,0.4375,,,,,0.6176470588235294,,0.4969558823529412,0.5199933333333334,0.5099238095238094,0.14473684210526316,0.14473684210526316,0.24705882352941178,0.4117647058823529,3.7852941176470587,,0.3333333333333333,1.0,2.0,11.0,0.6666666666666666,,,,,,,,1.0,,,,,,,,,True,
