EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,Arc3FGA,PenaltyFG2M,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,BadPassSteals,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,OffLongMidRangeReboundPct,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimFGM,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockedShortMidRange,Defensive 3 Seconds Violations,OffAtRimReboundPct,SelfORebPct,PenaltyAtRimAccuracy,Technical Free Throw Trips,BlockedLongMidRange,ShortMidRangePctBlocked,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceTurnovers,3SecondViolations,SecondChanceAtRimPctAssisted,on,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,OffThreePtRebounds,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PtsUnassisted3s,DefensiveGoaltends,PenaltyArc3FGM,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,PenaltyArc3Accuracy,Corner3Assists,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,6013.0,100,-2,193,195,100.0,113,43,388,10.0,13.0,3.0,4.0,1.0,4.0,1.0,9,1.0,12.0,26,6.0,19.0,46.0,224,3.0,5.0,5.0,11.0,10.0,12.0,29.0,14.0,10.0,4.0,2.0,6.0,6.0,3.0,,12.0,6.0,3.0,7.0,,10.0,6.0,16.0,2.0,,2.0,2.0,3.0,2.0,5.0,1.0,5,1.0,,22.0,,9.0,2.0,9.0,7.0,9.0,6.0,29.0,100.0,3.0,0.5833333333333334,0.7,0.46153846153846156,0.6,0.421875,0.6,0.5348837209302325,0.6875,0.6590909090909091,0.1875,0.07692307692307693,0.07692307692307693,0.1111111111111111,19.591836734693874,0.4,,0.09859154929577464,0.07407407407407407,0.21428571428571427,0.11764705882352941,0.0625,0.041666666666666664,0.09523809523809523,0.23529411764705882,0.030303030303030304,0.25,0.16666666666666666,0.6666666666666666,0.40625,0.7692307692307693,0.8333333333333334,0.5,0.125,0.25,0.25,1.0,0.28125,0.1111111111111111,0.125,1.0,0.03125,0.8,0.75,0.59375,0.4937515625000001,0.54154,0.5462933333333333,0.21951219512195122,0.2571428571428571,0.2391304347826087,0.6304347826086957,7.826923076923077,24.983333333333334,0.5181347150259067,8.0,5.0,7.0,5.0,,,2.0,3.0,0.7,0.5666666666666667,0.12195121951219512,0.15625,0.5333333333333333,6.0,3.0,,,,2.0,,,,0.75,,,,,1.0,,,,0.16666666666666666,0.16666666666666666,,,,,,,,False,1.0,1.0,1.0,,4.0,,1.0,5.0,,0.2,,,1.0,1.0,,,0.06666666666666667,1.0,0.26666666666666666,3.0,1.0,,,,,,,,,,,,,,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,2717.0,45,-3,88,85,52.0,46,15,173,3.0,3.0,1.0,1.0,,1.0,3.0,7,,6.0,11,7.0,1.0,19.0,106,1.0,2.0,,2.0,6.0,,11.0,6.0,6.0,2.0,,4.0,4.0,,1.0,8.0,4.0,1.0,2.0,,3.0,6.0,9.0,3.0,1.0,3.0,3.0,1.0,,4.0,3.0,3,,,2.0,,1.0,,,,,,11.0,52.0,,0.5,0.6,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,0.5,0.3888888888888889,,,,22.115384615384613,0.75,,0.1,0.125,0.25,0.125,0.125,,,0.1,0.125,,0.5,,0.16666666666666666,1.0,1.0,0.6666666666666666,0.05555555555555555,,,,0.3888888888888889,0.42857142857142855,0.42857142857142855,0.3333333333333333,,0.5,1.0,0.5555555555555556,0.47312499999999996,0.47925,0.49384090909090905,0.05263157894736842,0.08333333333333333,0.10526315789473684,0.5789473684210527,12.79090909090909,24.8,0.5909090909090909,3.0,7.0,4.0,7.0,,,2.0,3.0,0.6666666666666666,0.5,0.3333333333333333,0.3888888888888889,0.2727272727272727,3.0,3.0,1.0,1.0,,,,,0.1111111111111111,1.0,,,,2.0,2.0,6.0,2.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,,,,False,,,,,5.0,,1.0,5.0,1.0,0.2,0.125,,,,,,,,0.45454545454545453,,1.0,1.0,1.0,0.5,1.0,0.2,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,4687.0,78,10,148,154,88.0,86,31,302,2.0,2.0,1.0,1.0,2.0,8.0,10.0,26,,14.0,36,,16.0,44.0,161,2.0,4.0,6.0,10.0,20.0,12.0,30.0,22.0,6.0,2.0,1.0,10.0,11.0,7.0,,23.0,4.0,2.0,11.0,2.0,15.0,4.0,19.0,2.0,2.0,3.0,3.0,7.0,,10.0,1.0,8,,3.0,20.0,,7.0,3.0,1.0,1.0,1.0,1.0,30.0,88.0,2.0,0.7857142857142857,0.8461538461538461,0.3888888888888889,0.5,0.3888888888888889,0.5,0.4782608695652174,0.625,0.5769230769230769,,0.027777777777777776,,,29.946524064171122,0.3,0.3333333333333333,0.1864406779661017,0.06779661016949153,0.125,0.17333333333333334,0.05555555555555555,0.06666666666666667,0.15,0.3,0.1724137931034483,0.14285714285714285,0.1111111111111111,1.0,0.05555555555555555,1.0,1.0,0.5,0.2222222222222222,0.25,0.2857142857142857,1.0,0.7222222222222222,0.38461538461538464,0.38461538461538464,0.8,,0.25,1.0,0.05555555555555555,0.4081555555555556,0.441525,0.424155,0.16279069767441862,0.16279069767441862,0.22727272727272727,0.6818181818181818,15.119444444444444,,0.5945945945945946,2.0,,9.0,,1.0,,,6.0,0.45,0.45,0.05714285714285714,,0.1,2.0,3.0,2.0,4.0,,,,0.1111111111111111,0.09523809523809523,1.0,,,0.125,,,,,,,,,,,,1.0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
349,1610612762,Mark Jackson,Mark Jackson,349,UTA,3389.0,56,4,107,109,56.0,64,21,216,3.0,5.0,1.0,3.0,4.0,9.0,1.0,1,2.0,8.0,15,8.0,1.0,29.0,130,2.0,4.0,,7.0,8.0,1.0,12.0,10.0,6.0,,1.0,10.0,11.0,2.0,1.0,23.0,2.0,,2.0,,2.0,2.0,4.0,2.0,2.0,4.0,4.0,,,4.0,2.0,7,1.0,,1.0,1.0,1.0,,,,,,12.0,56.0,3.0,0.625,0.625,0.5333333333333333,0.5,0.6086956521739131,0.7,0.6304347826086957,0.7,0.6,0.34782608695652173,0.06666666666666667,0.2,,20.454545454545453,1.0,,0.05405405405405406,0.05263157894736842,,0.046511627906976744,0.0392156862745098,,0.1,,0.0625,,,,0.21739130434782608,0.6,0.75,0.6666666666666666,0.391304347826087,0.4444444444444444,0.4444444444444444,0.5,0.043478260869565216,1.0,1.0,1.0,0.08695652173913043,0.6,0.3333333333333333,0.5652173913043478,0.4748739130434782,0.5418000000000001,0.45941,0.043478260869565216,0.06666666666666667,0.2413793103448276,0.41379310344827586,6.526666666666666,24.4375,0.5233644859813084,2.0,6.0,4.0,6.0,1.0,1.0,,3.0,0.5,0.55,,0.2608695652173913,0.2,1.0,7.0,,,,,,0.2857142857142857,,0.5,,,,3.0,4.0,9.0,3.0,0.75,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,,,1.0,False,1.0,1.0,2.0,,,1.0,1.0,2.0,,0.5,,,0.5,0.5,1.0,,0.2,0.5,,3.0,,,,,,,,1.0,1.0,1.0,1.0,0.2,1.0,1.0,
304,1610612762,John Stockton,John Stockton,304,UTA,3130.0,52,2,103,103,56.0,46,20,206,4.0,5.0,2.0,2.0,,1.0,3.0,7,,7.0,13,1.0,2.0,16.0,109,2.0,3.0,,4.0,6.0,,6.0,4.0,10.0,2.0,3.0,8.0,8.0,2.0,1.0,16.0,4.0,1.0,4.0,,5.0,4.0,9.0,2.0,1.0,6.0,4.0,1.0,,7.0,2.0,9,,,2.0,,,,,,,,6.0,56.0,3.0,0.2857142857142857,0.3333333333333333,0.5384615384615384,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.42857142857142855,0.07142857142857142,0.23076923076923078,,0.2857142857142857,16.27906976744186,0.8571428571428571,,0.10256410256410256,0.09302325581395349,0.09090909090909091,0.1,0.08333333333333333,,0.08333333333333333,,0.15,,0.14285714285714285,,0.35714285714285715,0.8,0.8,,0.07142857142857142,,,,0.5,0.42857142857142855,0.6,0.6666666666666666,,0.6666666666666666,1.0,0.42857142857142855,0.49853571428571425,0.5184333333333334,0.5289857142857143,,,0.25,0.375,9.823076923076924,25.5,0.5436893203883495,3.0,1.0,3.0,1.0,,,1.0,2.0,0.5,0.42857142857142855,0.11538461538461539,0.07142857142857142,0.42857142857142855,3.0,5.0,,1.0,2.0,,,0.125,,1.0,2.0,,1.0,,,,,,,,,,,,1.0,,,False,,,,,1.0,,,1.0,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,3487.0,58,6,111,113,62.0,70,25,224,7.0,9.0,4.0,6.0,,2.0,,2,,7.0,13,,8.0,22.0,125,4.0,6.0,3.0,11.0,6.0,5.0,11.0,6.0,8.0,8.0,,2.0,2.0,1.0,,4.0,6.0,2.0,3.0,4.0,9.0,8.0,17.0,1.0,1.0,1.0,1.0,2.0,,3.0,4.0,10,,1.0,11.0,1.0,4.0,2.0,,,,,11.0,62.0,2.0,0.42857142857142855,1.0,0.5384615384615384,0.6666666666666666,0.5384615384615384,0.6666666666666666,0.6111111111111112,0.6875,0.6111111111111112,,,,,14.788732394366198,0.3333333333333333,0.5,0.06521739130434782,0.15,0.2,0.08928571428571429,0.14285714285714285,0.2222222222222222,0.058823529411764705,0.14285714285714285,0.045454545454545456,0.25,0.16666666666666666,,0.6923076923076923,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.15384615384615385,,,,0.15384615384615385,,,,,1.0,0.6666666666666666,0.6923076923076923,0.48876923076923073,0.5793,0.5353166666666667,0.25,0.25,0.5,0.5,3.7692307692307696,,0.5585585585585585,5.0,,3.0,,,,,2.0,0.5,0.5,0.13043478260869565,,0.8333333333333334,3.0,1.0,,,,,,0.125,,0.6,,,,,,,,,,,,,,,1.0,1.0,,False,,,,,,,,,1.0,,0.1111111111111111,0.125,,,,,,,,,,,1.0,0.25,,,,,,,,,,,
763,1610612762,Tony Massenburg,Tony Massenburg,763,UTA,2379.0,40,-5,75,76,32.0,31,14,151,3.0,5.0,2.0,3.0,2.0,6.0,1.0,3,,6.0,14,,2.0,14.0,84,2.0,3.0,,4.0,6.0,2.0,6.0,2.0,10.0,4.0,,1.0,2.0,,,5.0,4.0,,6.0,1.0,7.0,4.0,11.0,,,1.0,,1.0,1.0,2.0,1.0,4,,,5.0,1.0,3.0,,1.0,,1.0,1.0,6.0,32.0,,0.16666666666666666,0.25,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.4375,0.5,0.42857142857142855,,,,,19.35483870967742,0.5,0.3333333333333333,0.23076923076923078,0.11764705882352941,,0.20689655172413793,0.0975609756097561,0.07142857142857142,0.3333333333333333,0.2222222222222222,0.21428571428571427,,,1.0,0.35714285714285715,0.6,0.6,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,1.0,0.6666666666666666,0.35714285714285715,0.42156428571428567,0.5412,0.4124333333333334,0.1875,0.1875,0.2857142857142857,0.42857142857142855,7.192857142857143,,0.4266666666666667,2.0,,2.0,,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.07142857142857142,,0.3333333333333333,1.0,1.0,,,1.0,1.0,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,2167.0,36,-15,72,73,53.0,35,13,145,1.0,2.0,1.0,2.0,1.0,1.0,4.0,10,1.0,6.0,13,2.0,6.0,18.0,92,1.0,3.0,2.0,4.0,8.0,6.0,14.0,8.0,4.0,2.0,,3.0,4.0,2.0,1.0,9.0,2.0,1.0,4.0,,5.0,2.0,7.0,1.0,1.0,,,,,,1.0,3,,,6.0,,3.0,,,,,,14.0,53.0,2.0,0.6666666666666666,0.8,0.46153846153846156,0.3333333333333333,0.4,0.3333333333333333,0.5,0.5,0.5384615384615384,0.13333333333333333,,,,20.224719101123597,,,0.3076923076923077,0.06451612903225806,0.14285714285714285,0.25,0.05555555555555555,,0.25,0.6666666666666666,0.16666666666666666,,0.2,,0.13333333333333333,0.5,0.5,,0.06666666666666667,1.0,1.0,,0.6666666666666666,0.4,0.4,1.0,0.06666666666666667,0.6666666666666666,0.5,0.26666666666666666,0.4171428571428572,0.5173,0.4204666666666667,0.16666666666666666,0.1875,0.2222222222222222,0.7777777777777778,15.246153846153847,46.9,0.7361111111111112,1.0,1.0,4.0,,1.0,1.0,,,0.5,0.4,,0.06666666666666667,0.1,1.0,,,,,,,0.2857142857142857,,1.0,,,,,,,,,,,,,,,,,,False,,,1.0,,1.0,,,2.0,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,1.0
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,1592.0,27,5,48,47,27.0,22,11,95,,1.0,,,1.0,3.0,2.0,5,,3.0,9,,3.0,9.0,54,3.0,4.0,1.0,7.0,6.0,2.0,6.0,4.0,2.0,,,3.0,5.0,2.0,,12.0,2.0,,,,,2.0,2.0,,,,,,,,1.0,2,,,4.0,,2.0,,,,,,6.0,27.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.75,0.4090909090909091,0.7,0.42857142857142855,,,,,18.64406779661017,,,,0.11764705882352941,,,0.08695652173913043,0.16666666666666666,,,,,,,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5555555555555556,0.4,0.4,1.0,,,,0.1111111111111111,0.3779222222222222,0.3622666666666667,0.38431666666666664,0.18181818181818182,0.18181818181818182,0.7777777777777778,0.6666666666666666,13.555555555555555,,0.5625,1.0,,2.0,,2.0,1.0,,,0.3333333333333333,0.3333333333333333,,,0.16666666666666666,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
680,1610612762,John Amaechi,John Amaechi,680,UTA,966.0,16,-4,29,29,11.0,20,8,58,1.0,2.0,,,,1.0,,1,,1.0,4,,2.0,4.0,31,,,1.0,1.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,3.0,4,,,4.0,,,2.0,,,,,2.0,11.0,1.0,,,0.25,,0.25,,0.3333333333333333,0.5,0.3333333333333333,,0.25,,,15.789473684210526,,,0.1111111111111111,,,0.08333333333333333,,,,,0.2,,,,0.5,0.5,0.5,,0.25,,,,0.25,,,,,,,0.5,0.40395,,0.3876,,,0.25,0.5,6.825,,0.3793103448275862,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
