EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG3A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Technical Free Throw Trips,BlockedArc3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffensiveGoaltends,Defensive 3 Seconds Violations,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct
120,1610612759,Steven Smith,Steven Smith,120,SAS,674.0,11,-8,22,22,2,10,2,44,1.0,1.0,1.0,1.0,2,1.0,26,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,1,2,0.3333333333333333,16.666666666666668,1.0,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.25,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4170666666666667,0.4632,14.3,23.3,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,43712.0,729,100,1364,1356,363,273,170,2720,145.0,47.0,,,294,6.0,1335,4.0,64.0,89.0,22.0,203.0,35.0,139.0,184.0,254,29.0,16.0,52.0,34.0,51,363,0.02,27.645926876202694,0.5576923076923077,0.24514991181657847,0.21875,0.2393397524071527,0.2631578947368421,0.2558139534883721,0.48333333333333334,0.15666666666666668,,,0.36,0.4454716216216216,0.44750592105263165,7.299319727891153,44.56666666666666,0.2661290322580645,70.0,102.0,28.0,40.0,18.0,30.0,75.0,25.0,6.0,1.0,4.0,170.0,110.0,450.0,37.0,56.0,1.0,21.0,95.0,38.0,75.0,35.0,111.0,172.0,168.0,52.0,2.0,4.0,23.0,25.0,17.0,8.0,39.0,3.0,18.0,47.0,5.0,10.0,70.0,15.0,9.0,4.0,5.0,8.0,23.0,3.0,13.0,2.0,4.0,16.0,5.0,6.0,170.0,11.0,73.0,18.0,58.0,1.0,38.0,1.0,3.0,17.0,59.0,36.0,3.0,111.0,2.0,0.5058823529411764,0.5972222222222222,0.5782312925170068,0.6607142857142857,0.5066666666666667,0.5666666666666667,0.6491228070175439,0.4810126582278481,0.5921052631578947,0.6690140845070423,0.4955357142857143,0.0782312925170068,0.10784313725490197,0.08275862068965517,0.2857142857142857,0.08064516129032258,0.10398230088495575,0.125,0.10906040268456375,0.15037593984962405,0.10285714285714286,0.0625,0.11627906976744186,0.13793103448275862,0.2826086956521739,0.19811320754716982,0.06451612903225806,0.14563106796116504,0.6101694915254238,0.34,0.6862745098039216,0.7692307692307693,0.5,0.5172413793103449,0.5639097744360902,0.4666666666666667,0.5319148936170213,0.5319148936170213,0.64,0.02,0.7017543859649122,0.7,0.10714285714285714,0.017543859649122806,0.379746835443038,0.6,0.05063291139240506,0.515668085106383,0.20165745856353592,0.2050561797752809,0.2111111111111111,0.24666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,48726.0,812,47,1525,1520,411,330,189,3045,33.0,55.0,44.0,13.0,148,113.0,1530,26.0,53.0,65.0,11.0,142.0,18.0,52.0,79.0,98,34.0,25.0,68.0,25.0,53,411,0.4329501915708812,20.206067544361765,0.5,0.08360128617363344,0.09836065573770492,0.08695652173913043,0.06282722513089005,0.10204081632653061,0.12643678160919541,0.210727969348659,0.1685823754789272,0.23214285714285715,0.6628352490421456,0.5190215384615385,0.5372357142857144,9.08108108108108,24.601769911504423,0.2695081967213115,34.0,60.0,3.0,11.0,10.0,17.0,10.0,26.0,69.0,8.0,13.0,70.0,53.0,307.0,4.0,12.0,11.0,1.0,18.0,13.0,30.0,23.0,76.0,94.0,46.0,2.0,1.0,68.0,13.0,12.0,4.0,8.0,33.0,9.0,2.0,14.0,3.0,9.0,19.0,2.0,33.0,24.0,9.0,13.0,34.0,3.0,9.0,5.0,6.0,14.0,3.0,7.0,66.0,5.0,18.0,12.0,8.0,1.0,3.0,,,5.0,9.0,6.0,,76.0,4.0,0.6714285714285714,0.6811594202898551,0.47297297297297297,0.3333333333333333,0.43333333333333335,0.48659003831417624,0.3695652173913043,0.4732142857142857,0.5174825174825175,0.375,0.5352112676056338,0.08783783783783784,0.1,0.18181818181818182,0.23076923076923078,0.045454545454545456,0.02676864244741874,0.012269938650306749,0.023323615160349854,0.05,0.015463917525773196,0.01775147928994083,0.020618556701030927,,0.07352941176470588,0.11013215859030837,0.08333333333333333,0.014492753623188406,0.6666666666666666,0.22988505747126436,0.5666666666666667,0.6296296296296297,0.7352941176470589,0.30303030303030304,0.37037037037037035,0.3,0.4727272727272727,0.48148148148148145,0.7307692307692307,0.26436781609195403,0.4782608695652174,0.2727272727272727,0.3333333333333333,0.34782608695652173,0.30357142857142855,0.5882352941176471,0.23214285714285715,0.534278947368421,0.06569343065693431,0.11180124223602485,0.05863192182410423,0.247557003257329,11.0,3.0,4.0,27.0,3.0,5.0,38.0,3.0,9.0,108.0,6.0,27.0,12.0,1.0,0.9473684210526315,0.336283185840708,0.2727272727272727,0.34615384615384615,0.3392857142857143,0.01818181818181818,0.25,0.25,1.0,0.391304347826087,0.391304347826087,0.9259259259259259,0.13043478260869565,0.375,1.0,0.3076923076923077,0.38461538461538464,0.39705882352941174,,,,,,,,True,,,,,
2049,1610612759,Speedy Claxton,Speedy Claxton,2049,SAS,12199.0,203,75,393,390,78,68,44,783,11.0,36.0,,,67,,333,,23.0,29.0,11.0,64.0,8.0,14.0,22.0,28,10.0,3.0,17.0,8.0,28,78,,21.99546485260771,0.5882352941176471,0.09271523178807947,0.12698412698412698,0.102803738317757,0.08888888888888889,0.09433962264150944,0.16417910447761194,0.5373134328358209,,,0.29850746268656714,0.48064328358208963,0.4787,11.597014925373134,,0.1984732824427481,10.0,20.0,,1.0,,4.0,2.0,18.0,,,,30.0,20.0,80.0,2.0,4.0,,4.0,8.0,,10.0,7.0,7.0,42.0,18.0,,,,9.0,6.0,3.0,3.0,8.0,4.0,1.0,5.0,,,6.0,1.0,13.0,10.0,3.0,2.0,7.0,1.0,7.0,1.0,2.0,4.0,4.0,,27.0,1.0,10.0,4.0,3.0,1.0,,,1.0,2.0,4.0,3.0,,7.0,4.0,0.7,0.7,0.44776119402985076,0.5,,0.44776119402985076,0.5,,0.5,0.6666666666666666,0.23333333333333334,0.13432835820895522,0.2,0.36363636363636365,,,0.0390625,0.02564102564102564,0.03592814371257485,0.05555555555555555,0.044444444444444446,0.02127659574468085,0.058823529411764705,,0.08695652173913043,0.1,0.3,0.03571428571428571,0.75,0.29850746268656714,0.5,0.625,0.8,0.18181818181818182,0.2857142857142857,0.5,0.5,0.5142857142857142,0.6666666666666666,,0.25,,,,0.4,,,0.4169333333333333,0.13157894736842105,0.13157894736842105,0.1,0.0875,,,,,,,,,,,,,,1.0,,,,,,0.027777777777777776,,,,,,,,,,,,,,,,,,,,True,,,,,
764,1610612759,David Robinson,David Robinson,764,SAS,26476.0,441,41,825,826,164,89,97,1651,14.0,14.0,,,95,,830,,14.0,21.0,2.0,49.0,14.0,64.0,85.0,121,7.0,3.0,20.0,29.0,51,164,,15.279241306638566,0.35,0.1839080459770115,0.16279069767441862,0.17972350230414746,0.13861386138613863,0.1506849315068493,0.14736842105263157,0.14736842105263157,,,0.7052631578947368,0.5374410526315788,0.6333555555555556,4.404210526315788,,0.1987878787878788,45.0,67.0,11.0,22.0,6.0,8.0,2.0,3.0,,,,50.0,40.0,140.0,11.0,24.0,,3.0,25.0,6.0,9.0,8.0,20.0,70.0,30.0,20.0,,,6.0,7.0,3.0,4.0,11.0,1.0,3.0,33.0,,7.0,36.0,3.0,14.0,11.0,3.0,2.0,13.0,1.0,4.0,,2.0,3.0,5.0,9.0,62.0,2.0,28.0,4.0,29.0,,18.0,,3.0,8.0,29.0,20.0,,20.0,1.0,0.7,0.875,0.5263157894736842,0.4583333333333333,0.6666666666666666,0.5263157894736842,0.4583333333333333,0.6666666666666666,0.56,0.46296296296296297,0.7142857142857143,0.06315789473684211,0.05970149253731343,0.07142857142857142,0.4375,,0.11379310344827587,0.037037037037037035,0.09703504043126684,0.16853932584269662,0.1,0.07692307692307693,0.0625,,0.18487394957983194,0.21875,0.23076923076923078,0.07692307692307693,0.6896551724137931,0.7052631578947368,0.6716417910447762,0.7142857142857143,0.7111111111111111,0.14285714285714285,0.15384615384615385,0.5,0.21428571428571427,0.23076923076923078,0.6666666666666666,,0.9166666666666666,0.5,0.09090909090909091,,0.8888888888888888,0.75,,0.5599999999999999,0.23140495867768596,0.23140495867768596,0.17857142857142858,0.14285714285714285,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,1.0,1.0,,,,,,True,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,20105.0,335,4,629,619,212,195,89,1248,20.0,33.0,,,102,1.0,631,1.0,10.0,12.0,1.0,26.0,10.0,38.0,51.0,75,12.0,6.0,26.0,19.0,46,212,0.009708737864077669,20.301783264746227,0.46153846153846156,0.15447154471544716,0.12658227848101267,0.1476923076923077,0.175,0.11864406779661017,0.1941747572815534,0.32038834951456313,,,0.4854368932038835,0.5063098039215687,0.517225,7.497058823529411,41.1,0.3370429252782194,28.0,49.0,6.0,9.0,9.0,17.0,7.0,10.0,1.0,,1.0,45.0,35.0,125.0,7.0,15.0,,3.0,17.0,12.0,28.0,17.0,41.0,72.0,18.0,6.0,1.0,,16.0,2.0,1.0,1.0,7.0,2.0,5.0,19.0,,3.0,24.0,2.0,11.0,8.0,3.0,3.0,14.0,1.0,6.0,2.0,2.0,10.0,4.0,6.0,46.0,4.0,13.0,11.0,7.0,,7.0,,,,7.0,5.0,1.0,41.0,4.0,0.8,0.8571428571428571,0.4411764705882353,0.4666666666666667,0.42857142857142855,0.4368932038834951,0.4666666666666667,0.41379310344827586,0.5,0.53125,0.5,0.1568627450980392,0.2653061224489796,0.1,0.13043478260869565,,0.08260869565217391,0.07246376811594203,0.0802675585284281,0.1044776119402985,0.10256410256410256,0.047058823529411764,0.09302325581395349,0.038461538461538464,0.1375,0.1511627906976744,0.15,0.04878048780487805,0.7142857142857143,0.47572815533980584,0.5714285714285714,0.7777777777777778,0.7142857142857143,0.35,0.3888888888888889,0.8571428571428571,0.30303030303030304,0.3125,1.0,0.009708737864077669,0.6,0.6666666666666666,0.5,,0.5862068965517241,0.5294117647058824,0.034482758620689655,0.5248416666666667,0.11607142857142858,0.11711711711711711,0.136,0.328,,,,,,,,,,,,,3.0,,,,,,,0.030303030303030304,,,,,,,,,,,,,,,1.0,,,,,True,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,20139.0,336,90,647,647,263,226,88,1294,17.0,6.0,11.0,3.0,51,31.0,605,8.0,27.0,38.0,5.0,87.0,12.0,22.0,35.0,56,7.0,7.0,15.0,14.0,34,263,0.3780487804878049,15.343203230148049,0.4666666666666667,0.08270676691729323,0.11009174311926606,0.09066666666666667,0.023529411764705882,0.08888888888888889,0.2073170731707317,0.07317073170731707,0.13414634146341464,0.1,0.7195121951219512,0.5261756097560976,0.52665,5.588235294117647,24.56451612903226,0.40649149922720246,16.0,28.0,5.0,7.0,6.0,11.0,5.0,3.0,20.0,2.0,5.0,24.0,29.0,101.0,7.0,10.0,3.0,3.0,20.0,12.0,22.0,14.0,41.0,20.0,28.0,6.0,,20.0,6.0,11.0,7.0,4.0,12.0,10.0,8.0,13.0,,1.0,21.0,2.0,22.0,12.0,10.0,3.0,8.0,3.0,,,3.0,6.0,1.0,1.0,35.0,2.0,13.0,6.0,2.0,,2.0,,,,2.0,1.0,,41.0,9.0,0.4166666666666667,0.47619047619047616,0.47058823529411764,0.7,0.5454545454545454,0.43902439024390244,0.6538461538461539,0.45,0.51010101010101,0.6666666666666666,0.5394736842105263,0.11764705882352941,0.14285714285714285,0.11764705882352941,0.058823529411764705,,0.06372549019607843,0.10126582278481013,0.07420494699646643,0.08955223880597014,0.06666666666666667,0.03225806451612903,0.06521739130434782,0.15151515151515152,0.09090909090909091,0.125,0.21052631578947367,0.047619047619047616,0.5,0.34146341463414637,0.5714285714285714,0.6666666666666666,0.3125,0.29411764705882354,0.3333333333333333,0.8,0.5,0.5,0.3333333333333333,0.24390243902439024,0.5384615384615384,0.7142857142857143,0.2,0.15384615384615385,0.36666666666666664,0.5454545454545454,0.16666666666666666,0.48363500000000004,0.13978494623655913,0.20967741935483872,0.19801980198019803,0.40594059405940597,4.0,1.0,1.0,4.0,1.0,,8.0,1.0,1.0,24.0,,4.0,,,1.0,0.25806451612903225,0.3333333333333333,0.125,0.25806451612903225,,0.36363636363636365,0.36363636363636365,1.0,0.2,0.2,1.0,0.07692307692307693,0.5,1.0,0.3333333333333333,,0.2,,,,,,,,True,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,4734.0,79,-18,151,153,49,55,11,304,1.0,9.0,2.0,1.0,10,9.0,166,1.0,6.0,7.0,2.0,15.0,5.0,8.0,13.0,15,3.0,2.0,4.0,8.0,16,49,0.47368421052631576,14.02439024390244,0.75,0.15384615384615385,0.20833333333333334,0.17105263157894737,0.058823529411764705,0.2777777777777778,0.05263157894736842,0.47368421052631576,0.10526315789473684,0.5,0.47368421052631576,0.45230263157894735,0.422675,18.04,24.499999999999996,0.32450331125827814,,,,,,,,1.0,7.0,,,1.0,,11.0,1.0,1.0,,,2.0,,1.0,,,2.0,,,,7.0,,1.0,,1.0,,4.0,,2.0,,,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.1,1.0,,0.2894736842105263,1.0,,0.2894736842105263,1.0,,,,,,,0.046511627906976744,,0.030303030303030304,0.0625,,0.07692307692307693,,,0.3888888888888889,,,0.06666666666666667,,,,,,,,,0.1111111111111111,0.1111111111111111,1.0,0.3684210526315789,,,,,,,,0.3637,,,0.18181818181818182,,1.0,,,2.0,,,3.0,,,9.0,,2.0,,,1.0,0.3333333333333333,,,0.3333333333333333,,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,1.0,,,,,,0.2857142857142857,,,,,,,,True,,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,1586.0,26,17,49,48,6,21,4,97,,,1.0,,1,5.0,43,,,4.0,,12.0,,2.0,2.0,2,,,,,3,6,0.8333333333333334,13.20754716981132,,0.1111111111111111,,0.08,,,,,0.16666666666666666,,1.0,0.5117833333333334,,2.5,24.34,0.12244897959183673,,1.0,,,,,,,4.0,1.0,,,2.0,14.0,,,1.0,,3.0,,,2.0,2.0,,,,,4.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,2.0,1.0,,,,,,1.0,1.5,,1.0,1.5,1.0,1.0,1.0,,,,,,,,,,,,0.1,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,0.6666666666666666,,,,1.0,,,,0.45435,,,0.21428571428571427,0.14285714285714285,1.0,,,3.0,1.0,,4.0,1.0,,12.0,,3.0,,,1.0,0.8,1.0,,0.8,,1.0,1.0,1.0,0.75,0.75,1.0,,1.0,1.0,,,0.75,,,,,,,,True,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,27461.0,458,-51,847,848,154,103,98,1695,15.0,16.0,34.0,6.0,39,47.0,900,7.0,28.0,31.0,10.0,65.0,9.0,27.0,37.0,44,4.0,2.0,11.0,9.0,30,154,0.5465116279069767,11.042311661506709,0.36363636363636365,0.07848837209302326,0.11842105263157894,0.08571428571428572,0.09615384615384616,0.05,0.1744186046511628,0.18604651162790697,0.3953488372093023,0.5454545454545454,0.6395348837209303,0.5192093023255814,0.5185590909090908,10.728205128205127,23.638297872340427,0.18181818181818182,3.0,8.0,,4.0,,1.0,4.0,5.0,13.0,,1.0,12.0,12.0,99.0,1.0,7.0,1.0,1.0,6.0,,4.0,9.0,18.0,10.0,14.0,,,13.0,2.0,3.0,1.0,2.0,11.0,7.0,1.0,6.0,,1.0,7.0,1.0,12.0,7.0,5.0,2.0,7.0,1.0,2.0,1.0,,2.0,3.0,3.0,20.0,,3.0,7.0,6.0,3.0,3.0,,2.0,1.0,9.0,6.0,,18.0,2.0,0.4166666666666667,0.4166666666666667,0.3076923076923077,0.14285714285714285,,0.5058139534883721,0.3125,0.4090909090909091,0.515625,0.3333333333333333,0.47368421052631576,0.05128205128205128,0.125,0.06666666666666667,0.05263157894736842,,0.019672131147540985,0.012345679012345678,0.018134715025906734,0.011111111111111112,0.02631578947368421,0.019801980198019802,,0.03125,0.05084745762711865,0.09016393442622951,0.375,0.0196078431372549,0.6666666666666666,0.09302325581395349,0.375,0.42857142857142855,0.6666666666666666,0.26666666666666666,0.2857142857142857,,0.3125,0.3125,0.6,0.1511627906976744,0.5,,,,0.09090909090909091,,0.09090909090909091,0.4831714285714286,0.033707865168539325,0.07142857142857142,0.06060606060606061,0.18181818181818182,16.0,1.0,3.0,5.0,,,21.0,1.0,3.0,63.0,,5.0,,3.0,1.0,0.44680851063829785,1.0,0.42857142857142855,0.44680851063829785,,0.47058823529411764,0.47058823529411764,1.0,0.38461538461538464,0.38461538461538464,1.0,0.125,,,0.5,,0.38461538461538464,,,,1.0,1.0,1.0,,True,,,,,
