EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,PenaltyFtPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,SelfOReb,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,ShortMidRangePctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceArc3Frequency,Corner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Frequency,PenaltyCorner3Frequency,Travels,Defensive 3 Seconds Violations,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,on,Corner3FGM,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,OffensiveGoaltends,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,SecondChanceCorner3FGA,Corner3Assists,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends
1496,1610612755,Keith Van Horn,Keith Van Horn,1496,PHI,2634.0,44.0,-4,80,79,31.0,38.0,12.0,159,2.0,4.0,2.0,2.0,2.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,11.0,3.0,4.0,15.0,85,2.0,3.0,4.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,9.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,7.0,4.0,11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,31.0,0.3333333333333333,1.0,1.0,0.75,0.5,0.75,0.2727272727272727,0.6666666666666666,0.25,0.5,0.6666666666666666,0.4166666666666667,0.5,0.6666666666666666,0.4166666666666667,0.26666666666666666,0.2727272727272727,0.5,0.5,17.708333333333336,1.0,0.6666666666666666,0.5,0.12903225806451613,0.08108108108108109,0.25,0.14285714285714285,0.06976744186046512,0.11764705882352941,0.1,0.1,0.125,0.15384615384615385,1.0,0.26666666666666666,0.5,1.0,0.13333333333333333,0.3333333333333333,0.2,0.2,1.0,0.26666666666666666,0.75,0.75,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5333333333333333,0.75,0.4560166666666667,0.48510000000000003,0.42389999999999994,0.26666666666666666,0.3333333333333333,10.145454545454545,25.15,0.3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,2594.0,43.0,-13,80,75,29.0,29.0,15.0,155,2.0,5.0,1.0,2.0,4.0,1.0,3.0,,,,,4.0,12.0,,,14.0,91,1.0,4.0,2.0,2.0,4.0,,,6.0,4.0,4.0,,2.0,,,3.0,5.0,,4.0,6.0,,10.0,5.0,15.0,,,,,,3.0,2.0,8.0,6.0,29.0,0.5,0.6666666666666666,,,,,0.3333333333333333,0.25,0.5,0.3333333333333333,0.25,0.5,0.4375,0.25,0.6,,0.25,0.4,0.25,19.0,,,,0.24,0.1282051282051282,0.2857142857142857,0.2564102564102564,0.10869565217391304,0.09090909090909091,0.09090909090909091,0.2,0.2857142857142857,0.25,,0.4166666666666667,0.4,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.5,,,0.4166666666666667,,0.4625333333333333,0.4933,0.5127,0.14285714285714285,0.42857142857142855,6.266666666666667,,0.3625,2.0,3.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,8.0,4.0,2.0,1.0,0.3333333333333333,0.2857142857142857,0.2,0.5,0.25,0.3333333333333333,0.75,0.6666666666666666,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,4453.0,74.0,-25,132,133,51.0,58.0,23.0,265,2.0,5.0,,,4.0,,4.0,,1.0,,,3.0,13.0,,1.0,10.0,150,,3.0,,1.0,4.0,,,6.0,2.0,4.0,,,1.0,,4.0,1.0,,3.0,6.0,,9.0,1.0,10.0,4.0,2.0,4.0,2.0,2.0,6.0,2.0,4.0,6.0,51.0,0.3333333333333333,0.3333333333333333,,,,,0.23076923076923078,,0.25,0.21428571428571427,,0.25,0.3125,,0.5,0.07142857142857142,0.3076923076923077,0.6,0.25,13.664596273291925,0.6666666666666666,,,0.11764705882352941,0.015151515151515152,0.14285714285714285,0.125,0.013157894736842105,0.034482758620689655,,0.1,0.0625,0.2,,0.35714285714285715,0.4,1.0,0.2857142857142857,0.2857142857142857,,,,0.07142857142857142,,,,,,,,0.42857142857142855,,0.45968928571428574,0.37523333333333336,0.41595,,0.6,8.253846153846155,25.7,0.38636363636363635,,1.0,1.0,4.0,4.0,4.0,7.0,1.0,17.0,,2.0,,,,4.0,,,,,0.15789473684210525,,,0.25,0.3333333333333333,0.25,,,,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1610612755,Monty Williams,Monty Williams,42,PHI,5704.0,95.0,-14,175,174,77.0,93.0,27.0,349,7.0,16.0,3.0,6.0,2.0,1.0,4.0,,1.0,,,8.0,22.0,,1.0,19.0,194,3.0,6.0,6.0,4.0,8.0,,,11.0,4.0,12.0,,6.0,1.0,,3.0,7.0,,2.0,5.0,1.0,8.0,7.0,15.0,2.0,,2.0,2.0,,4.0,2.0,12.0,11.0,77.0,0.25,0.4,,,,,0.36363636363636365,0.5,0.5,0.34782608695652173,0.5,0.5,0.38,0.5,0.55,0.043478260869565216,0.13636363636363635,0.0625,0.5,13.875598086124404,0.5,0.16666666666666666,,0.08196721311475409,0.09090909090909091,0.08695652173913043,0.08333333333333333,0.07777777777777778,0.17647058823529413,,0.13636363636363635,0.05,0.05263157894736842,0.5,0.6956521739130435,0.4375,0.4666666666666667,0.08695652173913043,0.17391304347826086,0.25,0.3333333333333333,1.0,0.043478260869565216,,,,1.0,0.5,,,0.7391304347826086,,0.5279136363636363,0.5684666666666667,0.5442375,0.3157894736842105,0.5789473684210527,3.6727272727272733,35.8,0.44,3.0,6.0,,3.0,3.0,,,,,2.0,2.0,2.0,,,4.0,,,7.0,0.05555555555555555,0.047619047619047616,0.16666666666666666,0.14285714285714285,,,0.75,0.5,,,,,,,2.0,,2.0,,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,1841.0,31.0,17,64,61,32.0,43.0,8.0,125,3.0,3.0,,,2.0,2.0,2.0,,3.0,,1.0,5.0,7.0,,3.0,20.0,59,,,2.0,2.0,2.0,,1.0,14.0,6.0,4.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,2.0,5.0,2.0,,,,1.0,1.0,2.0,14.0,32.0,0.6,0.6,,,,,0.7142857142857143,,1.0,0.5,,0.6666666666666666,0.6666666666666666,0.5,0.875,0.3,,,,21.62162162162162,,,,0.0625,0.043478260869565216,,0.05263157894736842,0.037037037037037035,,,,,0.14285714285714285,,0.3,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.3,,,,,,0.3333333333333333,,0.6,,0.51545,0.3654,0.8213,0.1,0.7,7.442857142857143,37.36666666666667,0.5,2.0,2.0,,10.0,10.0,4.0,6.0,1.0,14.0,,1.0,1.0,,,12.0,1.0,,1.0,0.16666666666666666,,,0.3333333333333333,,,0.6666666666666666,1.0,0.1,0.14285714285714285,2.0,2.0,,3.0,3.0,,5.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,5240.0,87.0,-16,160,160,76.0,91.0,24.0,320,7.0,20.0,2.0,4.0,5.0,6.0,14.0,8.0,13.0,2.0,3.0,15.0,39.0,8.0,15.0,79.0,181,3.0,5.0,6.0,10.0,21.0,2.0,5.0,38.0,6.0,24.0,9.0,2.0,13.0,8.0,5.0,3.0,,3.0,8.0,1.0,12.0,3.0,15.0,2.0,,4.0,4.0,,8.0,,5.0,38.0,76.0,0.2,0.21428571428571427,0.375,0.5333333333333333,0.4,0.5333333333333333,0.38461538461538464,0.6,0.47619047619047616,0.5,0.6,0.5,0.582089552238806,0.6,0.59375,0.2777777777777778,0.1282051282051282,0.15,0.2,39.473684210526315,0.5,0.16666666666666666,,0.14545454545454545,0.043478260869565216,0.13636363636363635,0.14285714285714285,0.037037037037037035,0.1,,0.05,0.25,0.13333333333333333,,0.37037037037037035,0.35,0.4117647058823529,0.09259259259259259,0.25925925925925924,0.42857142857142855,0.46153846153846156,0.3333333333333333,0.24074074074074073,0.6153846153846154,0.6153846153846154,0.375,0.8,0.5,0.11538461538461539,0.6666666666666666,0.6481481481481481,0.6153846153846154,0.5089324074074073,0.50734,0.49171346153846157,0.0759493670886076,0.4810126582278481,7.620512820512822,25.299999999999997,0.475,5.0,8.0,2.0,25.0,12.0,4.0,4.0,1.0,8.0,2.0,4.0,5.0,,2.0,27.0,7.0,,2.0,,0.14285714285714285,0.07692307692307693,0.14285714285714285,0.4,0.5,0.3076923076923077,0.625,0.11475409836065574,0.15217391304347827,,,,3.0,2.0,,6.0,,2.0,4.0,0.07142857142857142,,,,,,1.0,,2.0,2.0,15.0,0.037037037037037035,0.07692307692307693,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,2364.0,39.0,-2,70,68,27.0,33.0,13.0,138,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,5.0,,,4.0,82,2.0,2.0,4.0,2.0,3.0,,,4.0,2.0,2.0,,2.0,,,2.0,5.0,,1.0,5.0,,6.0,5.0,11.0,,,1.0,,1.0,4.0,4.0,10.0,4.0,27.0,0.5,1.0,,,,,0.4,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,,0.4,0.6666666666666666,,10.843373493975903,0.25,,,0.15151515151515152,0.19230769230769232,0.09090909090909091,0.13636363636363635,0.15625,0.16666666666666666,,0.13333333333333333,0.1,0.25,,0.6,0.3333333333333333,1.0,0.2,0.2,1.0,1.0,1.0,,,,,0.5,1.0,,,0.6,,0.48134,0.48519999999999996,0.47746666666666665,1.0,1.0,5.220000000000001,,0.38571428571428573,1.0,2.0,,,,1.0,1.0,1.0,2.0,,3.0,1.0,1.0,2.0,,,,2.0,0.3333333333333333,0.1,,,,,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,22.0,,-2,1,1,1.0,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,2959.0,49.0,-4,90,93,53.0,60.0,10.0,183,3.0,5.0,2.0,2.0,2.0,,3.0,,2.0,,2.0,4.0,10.0,,2.0,17.0,102,2.0,2.0,4.0,2.0,5.0,,2.0,6.0,6.0,2.0,,2.0,2.0,,,,,,3.0,,3.0,2.0,5.0,1.0,1.0,1.0,,1.0,1.0,2.0,4.0,6.0,53.0,0.75,1.0,,,,,0.4,1.0,0.4,0.3333333333333333,1.0,0.2857142857142857,0.5,1.0,0.3333333333333333,0.16666666666666666,,,,17.647058823529413,1.0,,,0.11538461538461539,,,0.07894736842105263,0.05128205128205128,,,0.14285714285714285,0.2,,,0.4166666666666667,0.6,0.6,0.16666666666666666,0.25,,,,0.16666666666666666,,,,1.0,1.0,0.2857142857142857,,0.5833333333333334,,0.4678541666666667,0.5576,0.52185,0.23529411764705882,0.35294117647058826,6.5,25.35,0.5888888888888889,2.0,4.0,1.0,9.0,2.0,2.0,3.0,1.0,7.0,,,,2.0,,11.0,5.0,,2.0,,,,0.6666666666666666,0.5,0.5,0.5714285714285714,0.5,0.3125,0.35714285714285715,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,2.0,0.2857142857142857,0.2,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,578.0,10.0,-5,19,19,8.0,13.0,3.0,38,,,,,1.0,,1.0,,,,,,2.0,,,2.0,18,,,,,,,,2.0,,,,,,,1.0,2.0,,,1.0,,1.0,2.0,3.0,,,1.0,1.0,,1.0,,,2.0,8.0,,,,,,,,,,,,,0.3333333333333333,,1.0,,0.5,,1.0,16.0,1.0,,,0.2,0.14285714285714285,,0.1,0.14285714285714285,0.5,,,0.25,,,,,,0.5,0.5,,,,,,,,,,,,,,0.3583,,,,1.0,14.7,,0.42105263157894735,,,,2.0,2.0,,,,,,,,,,2.0,1.0,,,0.25,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
