EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,FTA,Technical Free Throw Trips,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,DefTwoPtRebounds,DefTwoPtReboundPct,DefAtRimReboundPct,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Fg2aBlocked,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangePctBlocked,SecondChanceFtPoints,ThreePtAssists,Arc3Assists,OffThreePtRebounds,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,on,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,BlockedAtRim,PenaltyFg3Pct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,FTDefRebounds,LostBallSteals,LostBallTurnovers,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Corner3Assists,FTOffRebounds,Loose Ball Fouls,LongMidRangePctBlocked,OffFTReboundPct,Travels,3SecondViolations,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,DefensiveGoaltends,Clear Path Fouls
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,1335.0,22,-6,38,39,2.0,4.0,5.0,77,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,41,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.25,0.25,0.25,11.11111111111111,0.06666666666666667,0.05263157894736842,0.16666666666666666,0.25,1.0,1.0,0.5,0.25,0.5,0.5077,13.200000000000001,24.3,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,1335.0,22,-6,38,39,2.0,4.0,5.0,77,3.0,3.0,5.0,,6.0,9.0,1.0,13.0,41,10.0,,2.0,2.0,5.0,,,2.0,2.0,3.0,,2.0,0.6666666666666666,0.6,0.5909090909090909,0.1,28.88888888888889,0.13333333333333333,0.10526315789473684,,0.3,1.0,1.0,0.5,,0.4,0.46691000000000005,11.744444444444445,23.3,0.05263157894736842,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.16666666666666666,0.2,1.0,1.0,1.0,1.0,0.42857142857142855,0.13043478260869565,0.4,0.6,0.25,0.1,0.6,0.6,0.3333333333333333,0.1,1.0,1.0,0.5701,0.18181818181818182,0.2,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,108.0,2,-4,3,4,2.0,3.0,,7,,,,,,,,,8,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,1169.0,19,-3,33,33,2.0,3.0,4.0,66,1.0,5.0,,2.0,5.0,9.0,2.0,12.0,35,4.0,2.0,1.0,1.0,3.0,,,,1.0,2.0,,2.0,0.5555555555555556,0.45454545454545453,0.5,0.18181818181818182,30.769230769230766,0.09090909090909091,0.06666666666666667,0.16666666666666666,0.45454545454545453,0.2,0.3333333333333333,,0.18181818181818182,0.6363636363636364,0.5273272727272726,4.777777777777778,25.1,0.06060606060606061,,1.0,4.0,,,2.0,,1.0,,6.0,,,,,,,1.0,2.0,,,,,,,1.0,,1.0,,0.6,0.6,,,,,0.16666666666666666,0.1,,,,0.36363636363636365,,,,,0.5,,0.5292,0.08333333333333333,0.1,,1.0,0.07142857142857142,,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,0.5,0.5,0.2222222222222222,0.4,0.2,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5283,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1610612757,Scottie Pippen,Scottie Pippen,937,POR,1163.0,19,-7,32,33,2.0,4.0,5.0,65,,,,1.0,,1.0,1.0,3.0,36,,1.0,,,2.0,3.0,1.0,3.0,3.0,,,2.0,,0.75,0.75,0.5,12.82051282051282,,,,,,,,0.5,0.5,0.4207,8.2,24.4,0.0625,,,1.0,,,,,,,,,4.0,4.0,1.0,2.0,8.0,,2.0,,,,,,,1.0,,,,,,,,,,,0.10526315789473684,,,,0.5,,,,,,,,,,,2.0,0.16666666666666666,,,,,,,,,,,,,,,,0.4,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1610612757,Arvydas Sabonis,Arvydas Sabonis,717,POR,166.0,3,-3,5,6,,1.0,1.0,11,,,,,,2.0,,,6,,,,,,,,,,,,,,,,,33.333333333333336,,,,,,,,,,0.36195,7.7,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,1227.0,20,-2,35,35,,1.0,5.0,70,1.0,3.0,,,2.0,5.0,,5.0,33,,,1.0,3.0,9.0,1.0,,1.0,3.0,2.0,,,0.4,0.4,0.4166666666666667,,16.666666666666668,0.07142857142857142,0.16666666666666666,0.2,0.6,0.3333333333333333,1.0,,,0.6,0.5335400000000001,4.0200000000000005,,,,2.0,2.0,,,1.0,,2.0,1.0,4.0,,,1.0,,,3.0,3.0,6.0,,2.0,2.0,,,,2.0,,1.0,,1.0,1.0,,,0.16666666666666666,,0.42857142857142855,0.2727272727272727,,0.4,,0.4,,,,,1.0,,,0.16666666666666666,0.16666666666666666,0.2,3.0,0.2,,,1.0,,,,,,2.0,,,,,0.4,0.6666666666666666,,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.42857142857142855,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,172.0,3,1,6,6,,,,12,,,,,,,,,5,,,,,1.0,1.0,,2.0,,,,,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,0.5,,0.25,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612757,Antonio Daniels,Antonio Daniels,1498,POR,5923.0,99,-29,181,181,84.0,67.0,24.0,362,3.0,5.0,4.0,3.0,6.0,14.0,5.0,22.0,225,10.0,3.0,3.0,3.0,8.0,1.0,,2.0,5.0,2.0,2.0,84.0,0.42857142857142855,0.5526315789473685,0.5526315789473685,0.2631578947368421,9.95260663507109,0.045454545454545456,0.03529411764705882,0.05555555555555555,0.2631578947368421,0.6,0.6,0.21052631578947367,0.15789473684210525,0.5263157894736842,0.4753368421052631,8.72857142857143,23.9,0.46408839779005523,1.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,12.0,4.0,2.0,28.0,2.0,5.0,,1.0,1.0,1.0,1.0,,4.0,,,,0.16666666666666666,0.2,0.5,0.5,0.5,0.5,0.06896551724137931,0.05952380952380952,0.04,0.09090909090909091,,0.2631578947368421,0.5,0.5,0.5,0.10526315789473684,1.0,0.5,0.54225,,,0.09090909090909091,3.0,0.05454545454545454,,2.0,1.0,,,3.0,5.0,10.0,,10.0,0.6,0.6428571428571429,0.6428571428571429,,,0.25,,,0.2,0.2,,,0.2857142857142857,0.4617285714285715,0.45454545454545453,2.0,3.0,9.0,2.0,2.0,,,1.0,0.6,0.6,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,4.0,4.0,,,1.0,,1.0,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.043478260869565216,0.5,0.5,1.0,0.5,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,14765.0,246,14,454,456,160.0,133.0,68.0,910,16.0,32.0,36.0,16.0,34.0,85.0,29.0,120.0,506,26.0,16.0,6.0,12.0,43.0,10.0,1.0,19.0,28.0,36.0,,160.0,0.4,0.4166666666666667,0.4580152671755725,0.2543859649122807,27.726432532347506,0.038461538461538464,0.056074766355140186,0.1111111111111111,0.2807017543859649,0.5,0.5714285714285714,0.3157894736842105,0.14035087719298245,0.5350877192982456,0.4830929824561403,9.660000000000002,23.599999999999998,0.3524229074889868,4.0,11.0,17.0,14.0,13.0,25.0,5.0,16.0,21.0,42.0,2.0,20.0,24.0,11.0,4.0,52.0,8.0,31.0,2.0,11.0,5.0,9.0,7.0,9.0,7.0,2.0,17.0,,0.6176470588235294,0.6363636363636364,0.3125,0.325,0.42,0.47368421052631576,0.13559322033898305,0.1388888888888889,0.018867924528301886,0.14285714285714285,0.029850746268656716,0.14912280701754385,0.3888888888888889,0.3888888888888889,0.6428571428571429,0.11403508771929824,0.55,0.36363636363636365,0.5113269230769231,0.13178294573643412,0.17,0.175,22.0,0.14012738853503184,0.11538461538461539,12.0,4.0,1.0,4.0,10.0,25.0,47.0,4.0,47.0,0.4,0.4375,0.47959183673469385,0.047058823529411764,0.125,0.09433962264150944,0.11764705882352941,0.6875,0.23529411764705882,0.23529411764705882,0.25,0.05,0.3,0.48474375,0.39166666666666666,4.0,9.0,21.0,4.0,5.0,3.0,6.0,0.7777777777777778,0.3103448275862069,0.3103448275862069,0.25,0.25,1.0,0.25,,8.0,4.0,4.0,6.0,1.0,3.0,1.0,3.0,0.10344827586206896,0.0975609756097561,0.11764705882352941,0.1794871794871795,False,5.0,5.0,6.0,3.0,9.0,5.0,15.0,12.0,2.0,0.3333333333333333,,0.38461538461538464,0.38461538461538464,0.6,0.4166666666666667,0.15,0.225,0.3333333333333333,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,2.0,3.0,6.0,0.25,0.09090909090909091,1.0,0.5,0.15,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,
