EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,NonHeaveArc3FGA,Fg2aBlocked,FTDefRebounds,DefRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyArc3FGA,FG2M,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,AtRimAssists,Steals,BadPassSteals,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimFGA,Arc3FGM,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,LongMidRangePctBlocked,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ThreePtAssists,Corner3Assists,3SecondViolations,on,PenaltyArc3FGM,FTOffRebounds,Travels,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,Arc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Arc3Assists,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGA,SecondChanceArc3Frequency,DefensiveGoaltends
1496,1610612755,Keith Van Horn,Keith Van Horn,1496,PHI,437.0,7,-4.0,14,14,10,10,3.0,28,1.0,1.0,1.0,1.0,1.0,1.0,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10,0.16666666666666666,0.5,0.5,1.0,1.0,15.789473684210526,1.0,0.5,0.5,0.5,0.386925,0.3564,0.3333333333333333,0.5,1.0,8.2,27.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,2221.0,37,-14.0,71,69,38,50,10.0,140,1.0,1.0,5.0,1.0,4.0,6.0,80,,,2.0,1.0,3.0,1.0,3.0,6.0,4.0,2.0,38,0.375,,0.16666666666666666,0.6,1.0,11.627906976744185,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.47806,0.54365,0.25,0.2857142857142857,,5.88,38.0,0.5352112676056338,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.2,0.5,0.16666666666666666,0.3333333333333333,0.6,0.6666666666666666,0.5,0.05555555555555555,0.0625,0.1111111111111111,0.2,0.07407407407407407,0.08108108108108109,0.1,0.16666666666666666,0.25,0.14285714285714285,0.2,0.5,0.3333333333333333,1.0,1.0,0.16666666666666666,0.6666666666666666,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,1012.0,17,-5.0,33,32,13,28,5.0,65,2.0,,6.0,1.0,,6.0,38,,4.0,2.0,,1.0,,1.0,2.0,,,13,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.5,18.42105263157895,,0.2857142857142857,,0.14285714285714285,0.36620714285714284,0.3765833333333333,,,0.6666666666666666,13.950000000000001,22.5,0.3939393939393939,,,,,4.0,,3.0,2.0,1.0,,4.0,2.0,,1.0,,1.0,1.0,,,,,,1.0,5.0,,,1.0,,1.0,4.0,3.0,0.3333333333333333,0.5,0.5,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,0.14285714285714285,0.07142857142857142,,,0.125,0.05555555555555555,,,,,,,,,,0.5714285714285714,,,,0.6666666666666666,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.125,0.3333333333333333,1.0,0.75,0.75,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.37055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,1923.0,32,-7.0,59,57,30,38,8.0,116,2.0,,9.0,1.0,1.0,16.0,65,,,4.0,,1.0,,4.0,4.0,2.0,1.0,30,0.7272727272727273,,0.1,0.1111111111111111,,18.30985915492958,,0.2,,0.3,0.43693,0.49916,0.09090909090909091,0.1,,11.58888888888889,22.4,0.5084745762711864,1.0,2.0,1.0,2.0,5.0,,6.0,3.0,1.0,1.0,10.0,10.0,,,3.0,1.0,,2.0,2.0,,2.0,1.0,1.0,3.0,,,,,,10.0,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.75,0.75,0.9,0.8333333333333334,0.5,1.0,0.07692307692307693,,0.3333333333333333,,0.18181818181818182,,,,,,0.2,0.2,0.5,1.0,1.0,0.5,0.4,0.5,,0.625,3.0,1.0,,1.0,,1.0,,2.0,,2.0,2.0,1.0,4.0,,,,,,,,0.6,0.6,1.0,0.1,,0.2,0.3871,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,1778.0,30,-13.0,60,56,28,45,9.0,116,,4.0,17.0,4.0,8.0,19.0,66,,,6.0,3.0,3.0,,2.0,4.0,8.0,2.0,28,0.375,,0.19047619047619047,0.17647058823529413,,43.05555555555556,,,0.19047619047619047,0.47619047619047616,0.45993749999999994,0.37905,0.09090909090909091,0.1111111111111111,,11.9,29.799999999999997,0.4666666666666667,2.0,6.0,,,11.0,2.0,4.0,,2.0,4.0,4.0,2.0,,2.0,1.0,1.0,2.0,4.0,3.0,3.0,7.0,2.0,,1.0,,1.0,,,,4.0,,0.25,0.25,0.23529411764705882,,0.2619047619047619,,0.2,0.3333333333333333,0.5714285714285714,0.07142857142857142,0.06896551724137931,0.14285714285714285,,0.09523809523809523,0.0625,0.125,,,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5,,0.5238095238095238,,,0.25,0.21052631578947367,2.0,,,,,2.0,,6.0,,7.0,7.0,2.0,14.0,,,,,0.0625,,,0.18181818181818182,0.2,0.5,,,,0.58365,,,,1.0,,,4.0,2.0,1.0,1.0,,0.25,,0.3333333333333333,,,,,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.09090909090909091,0.16666666666666666,0.25,0.25,1.0,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,1167.0,19,-16.0,32,36,25,22,7.0,68,2.0,,8.0,,1.0,5.0,43,1.0,5.0,5.0,,1.0,1.0,4.0,8.0,2.0,1.0,25,0.2777777777777778,0.4166666666666667,,0.125,0.5,20.454545454545453,0.5,0.25,,0.5,0.4536375,0.48904000000000003,0.1111111111111111,0.1111111111111111,1.0,6.15,,0.78125,2.0,4.0,2.0,4.0,2.0,,2.0,2.0,,1.0,5.0,2.0,,4.0,1.0,2.0,4.0,,,,,,,3.0,1.0,,,,,5.0,1.0,0.5,1.0,0.25,0.4,0.25,0.4,0.4166666666666667,,,0.2222222222222222,0.21052631578947367,0.16666666666666666,,0.2,0.19047619047619047,0.14285714285714285,0.5,,1.0,,0.5,0.5,0.5,0.5,0.25,0.8,0.5,,1.0,,,,,2.0,5.0,,2.0,2.0,1.0,1.0,,2.0,,,0.4,0.4,0.125,,,,,,,,,0.48438,,,,,,,1.0,,,,,,,,,0.25,,,,,,,,3.0,,,,,,2.0,,,,,,,,,0.4,,,0.6,,2.0,0.6666666666666666,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,727.0,12,-3.0,22,24,15,16,3.0,46,,,3.0,,2.0,4.0,27,,,2.0,,,,,,2.0,,15,0.5,,,,,17.857142857142854,,,,0.3333333333333333,0.46166666666666667,0.49115,,,,11.633333333333333,,0.6818181818181818,,1.0,,1.0,2.0,,1.0,1.0,,2.0,4.0,,,,,,,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,,4.0,2.0,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6666666666666666,,1.0,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5,,,1.0,1.0,,,,,,,2.0,,1.0,2.0,1.0,5.0,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,353.0,6,,15,11,12,11,1.0,26,,,1.0,,2.0,4.0,14,,,1.0,,,,2.0,2.0,3.0,1.0,12,1.0,,,,,18.75,,,,1.0,0.5325,0.5325,1.0,1.0,,,,0.8,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,4.0,2.0,,,,2.0,,,,1.0,1.0,1.0,,1.0,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.5,,,,0.5,,,,,0.3333333333333333,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,687.0,11,-1.0,23,20,4,15,1.0,43,,,2.0,,1.0,5.0,23,,,,,,,1.0,1.0,1.0,1.0,4,1.25,,,,,8.333333333333334,,,,1.0,0.65455,,0.5,0.5,,,,0.17391304347826086,2.0,2.0,,,,,2.0,,,,,4.0,,,1.0,,,,,,,,1.0,3.0,,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,0.3333333333333333,,0.125,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,222.0,4,-2.0,7,7,7,2,,14,,,,,,,8,,,,,,,1.0,1.0,,,7,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
