EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,SecondChanceFG2A,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,LostBallSteals,NonShootingFoulsDrawn,OffArc3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,2pt And 1 Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Fg3aBlocked,AtRimAssists,LostBallTurnovers,Offensive Fouls,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,ShortMidRangePctBlocked,SelfOReb,SecondChanceTurnovers,SelfORebPct,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,on,SecondChanceCorner3FGA,Blocked3s,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3Frequency,Travels,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations
109,1610612747,Robert Horry,Robert Horry,109,LAL,131.0,2,-5,4,2,4,2,1,6,5,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,733.0,12,-5,24,24,15,22,3,48,28,15,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,0.5,13.793103448275863,0.2857142857142857,0.125,0.2222222222222222,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,0.4189,0.4189,8.3,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,4326.0,72,6,143,146,79,92,13,289,152,79,0.5524475524475524,4.0,,,27.0,,4.0,,,1.0,1.0,1.0,3.0,2.0,9.0,14.0,4.0,18.0,,,,3.0,1.0,8.0,14.0,1.0,3.0,,20.625,0.18,0.047619047619047616,0.2,0.06349206349206349,,0.0625,0.14285714285714285,0.14814814814814814,,,0.2222222222222222,0.43018888888888884,0.5597333333333333,13.203703703703706,,3.0,6.0,3.0,3.0,3.0,6.0,1.0,11.0,17.0,15.0,4.0,34.0,4.0,1.0,9.0,7.0,17.0,2.0,16.0,24.0,6.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,16.0,0.8,0.9230769230769231,0.5555555555555556,1.0,0.4117647058823529,0.5555555555555556,1.0,0.4117647058823529,0.5666666666666667,0.9,0.4444444444444444,1.0,0.2222222222222222,0.3,0.09523809523809523,0.16666666666666666,0.6666666666666666,0.38461538461538464,0.42857142857142855,1.0,0.2222222222222222,0.5,0.5,0.3333333333333333,0.25,0.25,1.0,0.6296296296296297,0.6470588235294118,0.6470588235294118,0.9090909090909091,0.75,1.0,0.3333333333333333,0.35294117647058826,0.5,0.4562470588235294,0.1,0.1,0.2647058823529412,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,2548.0,42,13,81,86,37,60,7,167,82,37,0.4567901234567901,1.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,8.0,,17.0,,3.0,6.0,,6.0,,,,,,1.0,2.0,,,0.7142857142857143,7.692307692307692,0.09375,,0.10526315789473684,,,,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5,0.7142857142857143,0.4861499999999999,0.2683,16.200000000000003,24.36,,,,,,,,,1.0,,,6.0,,,,,1.0,,3.0,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,3.0,,,,,,0.42857142857142855,,0.75,0.42857142857142855,,0.75,,0.3333333333333333,0.16666666666666666,,,,0.14285714285714285,0.25,1.0,,,,,,,,0.14285714285714285,,,,,,,,,0.50335,,,,0.5,1.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,5.0,1.0,1.0,0.4,1.0,0.4,0.2857142857142857,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,3323.0,55,-5,113,116,67,69,9,229,122,67,0.5929203539823009,1.0,5.0,5.0,6.0,6.0,1.0,6.0,5.0,,6.0,,12.0,1.0,,1.0,2.0,3.0,,1.0,,2.0,2.0,4.0,10.0,,3.0,0.5,11.904761904761905,,0.027777777777777776,0.022727272727272728,0.03636363636363636,0.1,,,0.08333333333333333,0.4166666666666667,0.5,0.6666666666666666,0.5103863636363637,,9.549999999999999,27.05,1.0,2.0,,1.0,,1.0,,3.0,3.0,4.0,1.0,15.0,,,,2.0,4.0,1.0,11.0,,8.0,,1.0,1.0,,5.0,3.0,1.0,1.0,2.0,,,,,,11.0,,,0.6666666666666666,,0.5,0.5833333333333334,,0.5,0.5769230769230769,,0.5,0.5,,0.14285714285714285,0.05263157894736842,,,,,,0.16666666666666666,0.5,0.5,,,,,0.25,1.0,1.0,,1.0,,,0.1,,0.5043833333333334,,,,0.7333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,,2.0,4.0,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,1.0,1.0,,0.2,0.2,1.0,0.2,0.2,1.0,1.0,3.0,2.0,1.0,0.058823529411764705,0.3333333333333333,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,1145.0,19,12,37,36,19,29,5,73,36,19,0.5135135135135135,,,,3.0,1.0,,1.0,,1.0,1.0,,3.0,,1.0,2.0,,2.0,,,,,,2.0,2.0,,,0.25,9.30232558139535,0.06666666666666667,,0.05263157894736842,,,,0.16666666666666666,,,,0.5,0.47211249999999993,,11.9,22.5,1.0,1.0,,,,,,2.0,2.0,3.0,1.0,7.0,,,,1.0,1.0,,2.0,,6.0,,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,,,1.0,,1.0,0.75,,0.5,0.875,,0.5,,0.5,,,,,,,,0.25,1.0,1.0,,,,,0.5,1.0,1.0,,,,,,,0.45162499999999994,0.25,0.3333333333333333,,0.2857142857142857,,1.0,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,1.0,,1.0,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,3180.0,53,8,100,100,44,50,9,200,107,44,0.44,6.0,14.0,7.0,14.0,18.0,1.0,10.0,14.0,1.0,6.0,,13.0,1.0,3.0,5.0,2.0,7.0,,3.0,,9.0,2.0,,7.0,,1.0,0.5625,39.090909090909086,0.09090909090909091,0.043478260869565216,0.1282051282051282,0.04878048780487805,,,0.06666666666666667,0.1875,0.4375,0.4117647058823529,0.78125,0.5043093750000001,0.4152,5.171428571428572,24.85,3.0,7.0,,,1.0,3.0,1.0,1.0,1.0,5.0,3.0,34.0,,,,2.0,7.0,,19.0,2.0,8.0,,1.0,2.0,,3.0,1.0,6.0,4.0,4.0,2.0,,,,,19.0,0.2,0.2,0.35714285714285715,,0.2857142857142857,0.484375,,0.5588235294117647,0.5,,0.5588235294117647,0.6666666666666666,,0.3333333333333333,0.05555555555555555,,0.3333333333333333,0.2222222222222222,0.25,,0.21875,0.42857142857142855,0.6,,0.16666666666666666,0.16666666666666666,,0.03125,1.0,1.0,1.0,,,,0.17647058823529413,0.3333333333333333,0.4889705882352941,0.058823529411764705,0.125,,0.5588235294117647,4.0,4.0,3.0,2.0,7.0,5.0,9.0,3.0,5.0,1.0,,2.0,,0.42857142857142855,0.3888888888888889,0.5,0.3888888888888889,0.125,1.0,1.0,0.75,0.21428571428571427,0.23076923076923078,,0.2857142857142857,0.21428571428571427,3.0,3.0,12.0,2.0,,,0.5,0.17647058823529413,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,3.0,0.05555555555555555,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,1141.0,19,-13,43,45,29,33,2,88,49,29,0.6744186046511628,2.0,,,3.0,,,,,1.0,3.0,,7.0,,3.0,3.0,,3.0,,,,1.0,1.0,1.0,1.0,,,,8.51063829787234,0.21428571428571427,,0.21428571428571427,,,0.25,0.3333333333333333,0.6666666666666666,,,,0.38543333333333335,,12.299999999999999,,,,,,,,1.0,1.0,1.0,2.0,,4.0,,,,2.0,2.0,,4.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,4.0,0.5,0.5,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.6666666666666666,,1.0,1.0,,,,,,,,,,,,,0.5,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,0.3819,,,,1.0,,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,0.3333333333333333,,,,,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,1972.0,33,1,71,73,52,43,6,144,76,52,0.7323943661971831,3.0,4.0,3.0,13.0,5.0,,4.0,4.0,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,,,,2.0,1.0,,,,,0.2777777777777778,26.923076923076923,,0.045454545454545456,,0.03333333333333333,,,,0.16666666666666666,0.2222222222222222,0.21428571428571427,0.4444444444444444,0.45881666666666665,,12.176923076923078,24.6,1.0,3.0,,,,1.0,,6.0,7.0,7.0,2.0,22.0,,,,5.0,10.0,2.0,15.0,8.0,6.0,,,,,1.0,1.0,2.0,2.0,2.0,,,,,,15.0,0.5714285714285714,0.5714285714285714,0.5384615384615384,,0.5,0.5555555555555556,,0.4642857142857143,0.5789473684210527,,0.5,1.0,,,,0.125,,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,0.3888888888888889,0.8571428571428571,0.8571428571428571,0.5,,,,0.07142857142857142,,0.437575,,,,0.6818181818181818,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,0.5,0.4,0.25,0.4,0.05555555555555555,,,,0.5,0.5,0.5,0.3333333333333333,0.5,,1.0,3.0,,1.0,,,0.07142857142857142,,,,,,,,,,,,,,,,,1.0,1.0,0.1111111111111111,,,,True,,,,,,,,,,,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,2520.0,42,15,78,79,31,47,9,157,82,31,0.3974358974358974,11.0,,,22.0,,5.0,,,,4.0,,8.0,4.0,7.0,7.0,7.0,14.0,,,,,,,,,,,30.337078651685392,0.2413793103448276,0.16666666666666666,0.1891891891891892,0.1875,,0.1,0.4166666666666667,0.5,,,0.45454545454545453,0.4704863636363637,0.6061666666666666,4.20909090909091,,8.0,10.0,4.0,5.0,2.0,4.0,6.0,,1.0,14.0,8.0,36.0,4.0,1.0,9.0,5.0,9.0,2.0,12.0,12.0,16.0,6.0,2.0,,,1.0,1.0,,,13.0,7.0,6.0,5.0,6.0,2.0,12.0,0.42857142857142855,0.5454545454545454,0.6363636363636364,0.8,0.5555555555555556,0.6363636363636364,0.8,0.5555555555555556,0.6666666666666666,0.9,0.6,,,,0.25,0.14285714285714285,,0.14285714285714285,,0.3333333333333333,0.45454545454545453,0.8,0.8,0.375,0.5454545454545454,0.5454545454545454,0.5,0.045454545454545456,,,,1.0,0.8,,0.4444444444444444,0.5,0.47709999999999997,0.2692307692307692,0.2692307692307692,0.25,0.3333333333333333,,,,,,,,,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.25,,,,3.0,,,1.0,,2.0,,,,0.045454545454545456,,,0.21428571428571427,,,,,,1.0,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,
