EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,Travels,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,OffArc3ReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,LostBallOutOfBoundsTurnovers,3SecondViolations,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Corner3PctBlocked
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,13894.0,232,-32.0,409,411,110,134,68.0,820,18.0,33.0,7.0,13.0,2.0,6.0,7.0,22.0,6.0,15.0,31.0,70.0,14.0,76.0,435.0,10.0,20.0,5.0,25.0,5.0,13.0,5.0,15.0,38.0,24.0,14.0,2.0,10.0,2.0,12.0,1.0,1.0,2.0,8.0,26.0,2.0,18.0,1.0,6.0,21.0,7.0,34.0,21.0,55.0,3.0,4.0,1.0,3.0,6.0,1.0,3.0,3.0,3.0,9.0,1.0,2.0,16.0,32.0,3.0,2.0,18.0,8.0,1.0,7.0,7.0,7.0,4.0,2.0,15.0,110,3.0,0.6129032258064516,0.7916666666666666,0.44285714285714284,0.5,0.38461538461538464,0.44285714285714284,0.5,0.38461538461538464,0.4810126582278481,0.5434782608695652,0.46875,0.02857142857142857,0.06060606060606061,18.0327868852459,0.6666666666666666,0.3684210526315789,0.05263157894736842,0.14788732394366197,0.1,0.13333333333333333,0.05,0.1443850267379679,0.09090909090909091,0.09803921568627451,0.13793103448275862,0.07042253521126761,0.2,0.08163265306122448,0.24390243902439024,0.1346153846153846,0.13513513513513514,0.125,0.08108108108108109,0.5714285714285714,0.4714285714285714,0.5454545454545454,0.5806451612903226,0.6111111111111112,0.3142857142857143,0.3181818181818182,0.3181818181818182,0.2857142857142857,0.21428571428571427,0.4,0.4,1.0,0.65,0.5384615384615384,0.14285714285714285,0.46153846153846156,0.3333333333333333,0.4714285714285714,0.46815857142857137,0.48216111111111115,0.4594,0.10256410256410256,0.10256410256410256,0.32894736842105265,0.19736842105263158,6.242857142857142,0.26894865525672373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1533,1610612751,Anthony Johnson,Anthony Johnson,1533,NJN,6134.0,102,7.0,177,181,32,48,25.0,358,2.0,3.0,,1.0,,,3.0,5.0,7.0,12.0,12.0,20.0,3.0,33.0,190.0,,1.0,,,1.0,2.0,,2.0,12.0,12.0,,1.0,10.0,8.0,18.0,6.0,2.0,5.0,4.0,44.0,,1.0,,1.0,8.0,,9.0,1.0,10.0,,2.0,,2.0,3.0,1.0,2.0,2.0,1.0,5.0,,,7.0,15.0,,,4.0,2.0,,,,,,,2.0,32,,0.5,0.5,0.6,,0.5,0.625,,0.5,0.6346153846153846,,0.5,0.05,,15.270935960591135,0.6,,,0.12121212121212122,0.015384615384615385,0.058823529411764705,,0.10843373493975904,0.013333333333333334,,,0.03225806451612903,,0.058823529411764705,0.05,0.20689655172413793,0.07142857142857142,,,,0.125,0.6666666666666666,0.6666666666666666,,0.20833333333333334,0.6,0.75,0.3333333333333333,0.5,0.5833333333333334,0.5833333333333334,0.7142857142857143,1.0,,,,,0.2916666666666667,0.43843750000000004,0.5324,0.374,0.07692307692307693,0.09090909090909091,,0.06060606060606061,13.459999999999999,0.1807909604519774,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.16666666666666666,0.2,0.08333333333333333,0.5,0.5,1.0,0.08333333333333333,0.5,0.5,0.5,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,17494.0,292,-10.0,533,544,205,198,83.0,1077,32.0,49.0,8.0,14.0,13.0,20.0,14.0,45.0,6.0,22.0,52.0,116.0,23.0,130.0,560.0,10.0,21.0,1.0,21.0,18.0,41.0,13.0,49.0,70.0,34.0,14.0,12.0,18.0,5.0,23.0,5.0,,7.0,10.0,51.0,2.0,18.0,,11.0,33.0,7.0,51.0,20.0,71.0,3.0,8.0,4.0,4.0,9.0,1.0,5.0,11.0,4.0,20.0,2.0,6.0,14.0,40.0,1.0,8.0,35.0,15.0,6.0,14.0,11.0,14.0,6.0,,49.0,205,7.0,0.6730769230769231,0.7777777777777778,0.4482758620689655,0.47619047619047616,0.43902439024390244,0.44214876033057854,0.45454545454545453,0.4,0.48148148148148145,0.45652173913043476,0.4537037037037037,0.10344827586206896,0.14285714285714285,24.603174603174605,0.45,0.25925925925925924,,0.16019417475728157,0.08294930875576037,0.1896551724137931,0.045454545454545456,0.16666666666666666,0.07662835249042145,0.1111111111111111,0.09230769230769231,0.056179775280898875,,0.09333333333333334,0.21875,0.1791044776119403,0.21739130434782608,0.08333333333333333,0.05357142857142857,0.42857142857142855,0.4049586776859504,0.6530612244897959,0.7619047619047619,0.65625,0.371900826446281,0.3111111111111111,0.35,0.5714285714285714,0.18181818181818182,0.2727272727272727,0.2727272727272727,1.0,0.6363636363636364,0.5714285714285714,0.125,0.4444444444444444,0.65,0.4462809917355372,0.46994917355371896,0.5169900000000001,0.4791711111111111,0.11627906976744186,0.12096774193548387,0.16153846153846155,0.3769230769230769,6.500000000000001,0.38461538461538464,,1.0,1.0,4.0,1.0,5.0,3.0,,4.0,1.0,1.0,2.0,1.0,0.2,0.2,0.04132231404958678,0.1111111111111111,0.008264462809917356,,,,0.03305785123966942,0.25,0.25,0.25,24.72,1.0,1.0,3.0,1.0,4.0,7.0,2.0,1.0,0.05714285714285714,1.0,0.045454545454545456,0.022222222222222223,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,13644.0,227,5.0,423,426,140,168,58.0,849,14.0,24.0,2.0,6.0,8.0,11.0,4.0,14.0,11.0,21.0,29.0,59.0,22.0,80.0,443.0,3.0,9.0,2.0,8.0,14.0,20.0,13.0,41.0,48.0,10.0,4.0,6.0,5.0,5.0,10.0,4.0,1.0,3.0,2.0,25.0,3.0,6.0,1.0,3.0,16.0,5.0,24.0,10.0,34.0,2.0,3.0,3.0,,8.0,,4.0,7.0,4.0,15.0,1.0,1.0,9.0,23.0,3.0,2.0,33.0,11.0,6.0,,,,,,41.0,140,2.0,0.8275862068965517,0.8888888888888888,0.4915254237288136,0.3333333333333333,0.7,0.4915254237288136,0.3333333333333333,0.7,0.5333333333333333,0.36363636363636365,0.6833333333333333,0.1016949152542373,0.20833333333333334,18.108651911468815,0.5333333333333333,0.3125,0.047619047619047616,0.1103448275862069,0.039735099337748346,0.057692307692307696,0.075,0.09644670050761421,0.04712041884816754,0.06521739130434782,,0.05,0.1111111111111111,0.07407407407407407,0.0625,0.20930232558139536,0.07692307692307693,,0.08333333333333333,,0.4067796610169492,0.5833333333333334,0.7368421052631579,0.8571428571428571,0.23728813559322035,0.2857142857142857,0.3076923076923077,0.5,0.3559322033898305,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.6666666666666666,0.3333333333333333,,0.55,0.7272727272727273,0.4067796610169492,0.4639491525423729,0.5050166666666667,0.49078,0.15942028985507245,0.15942028985507245,0.1,0.5125,9.157627118644067,0.3309692671394799,,,,,,,,,,,,1.0,,,,,0.07142857142857142,,,,,,,,,,,,,,,1.0,,,0.06451612903225806,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,26104.0,435,-25.0,795,801,272,300,124.0,1596,11.0,22.0,3.0,8.0,4.0,9.0,11.0,24.0,21.0,59.0,43.0,105.0,36.0,155.0,840.0,5.0,15.0,7.0,20.0,11.0,26.0,21.0,52.0,50.0,36.0,6.0,8.0,25.0,7.0,32.0,7.0,,11.0,8.0,71.0,2.0,15.0,2.0,10.0,23.0,,33.0,19.0,52.0,2.0,9.0,4.0,5.0,15.0,1.0,7.0,7.0,8.0,22.0,2.0,10.0,14.0,39.0,1.0,5.0,46.0,15.0,7.0,,,,,,52.0,272,6.0,0.5813953488372093,0.625,0.4095238095238095,0.3333333333333333,0.4230769230769231,0.4311594202898551,0.3611111111111111,0.44285714285714284,0.4779874213836478,0.45454545454545453,0.5434782608695652,0.0761904761904762,0.13636363636363635,19.21443736730361,0.6818181818181818,,0.06666666666666667,0.08070175438596491,0.04746835443037975,0.10989010989010989,0.02666666666666667,0.08776595744680851,0.043478260869565216,0.07446808510638298,0.041237113402061855,0.032,0.0625,0.09090909090909091,0.05747126436781609,0.09090909090909091,0.07142857142857142,0.23809523809523808,0.02631578947368421,,0.15942028985507245,0.5,0.5789473684210527,0.5454545454545454,0.17391304347826086,0.4583333333333333,0.5238095238095238,0.45454545454545453,0.427536231884058,0.3559322033898305,0.3684210526315789,0.6666666666666666,0.4444444444444444,0.375,,0.2571428571428571,0.4444444444444444,0.39855072463768115,0.45771050724637696,0.5149781250000001,0.4686057142857143,0.09868421052631579,0.12605042016806722,0.12903225806451613,0.33548387096774196,13.024761904761906,0.3421383647798742,1.0,9.0,10.0,24.0,11.0,33.0,33.0,,24.0,10.0,6.0,,1.0,0.3333333333333333,0.3333333333333333,0.2391304347826087,0.125,0.06521739130434782,0.1111111111111111,0.1111111111111111,1.0,0.17391304347826086,0.4166666666666667,0.4166666666666667,0.4166666666666667,24.400000000000002,1.0,3.0,8.0,3.0,9.0,1.0,,,0.01694915254237288,1.0,0.16666666666666666,0.02857142857142857,0.22857142857142856,1.0,,1.0,3.0,1.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.03389830508474576,0.3333333333333333,1.0,0.375,,,,,,,,,,,,,True,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,19183.0,320,-24.0,595,600,244,257,98.0,1195,18.0,30.0,1.0,2.0,10.0,18.0,8.0,17.0,15.0,45.0,41.0,92.0,44.0,156.0,619.0,2.0,9.0,3.0,16.0,19.0,40.0,36.0,86.0,22.0,60.0,2.0,5.0,45.0,9.0,54.0,6.0,3.0,27.0,7.0,117.0,8.0,9.0,,8.0,31.0,1.0,40.0,17.0,57.0,4.0,12.0,7.0,5.0,19.0,2.0,11.0,7.0,8.0,26.0,2.0,10.0,7.0,19.0,1.0,1.0,54.0,12.0,12.0,2.0,2.0,2.0,1.0,,86.0,244,5.0,0.2682926829268293,0.275,0.44565217391304346,0.2222222222222222,0.475,0.4148148148148148,0.40625,0.390625,0.483974358974359,0.4411764705882353,0.5061728395061729,0.05434782608695652,0.06666666666666667,25.525946704067323,0.7307692307692307,0.038461538461538464,,0.14220183486238533,0.036585365853658534,0.1095890410958904,0.12903225806451613,0.13402061855670103,0.05519480519480519,0.0379746835443038,0.039473684210526314,0.03296703296703297,0.07692307692307693,0.15853658536585366,0.16666666666666666,0.1,0.07407407407407407,0.21052631578947367,0.058823529411764705,0.5,0.2222222222222222,0.6,0.6428571428571429,0.3333333333333333,0.1259259259259259,0.47058823529411764,0.47058823529411764,0.125,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.26666666666666666,0.125,0.5,,0.28125,0.5555555555555556,0.5407407407407407,0.46274653846153846,0.4322321428571429,0.4688966666666667,0.09027777777777778,0.12,0.10256410256410256,0.5512820512820513,10.940217391304346,0.41008403361344536,1.0,3.0,9.0,40.0,10.0,43.0,21.0,9.0,35.0,9.0,11.0,2.0,0.7,0.23255813953488372,0.2631578947368421,0.31851851851851853,,0.022222222222222223,0.3333333333333333,0.3333333333333333,1.0,0.2962962962962963,0.225,0.24324324324324326,0.2571428571428571,28.009302325581398,1.0,6.0,23.0,7.0,24.0,4.0,,,0.14285714285714285,0.6666666666666666,0.375,0.015625,0.359375,2.0,,3.0,4.0,3.0,4.0,6.0,0.42857142857142855,0.16666666666666666,0.06666666666666667,0.5,0.6666666666666666,0.17391304347826086,1.0,5.0,3.0,1.0,0.06976744186046512,0.075,0.0625,0.022727272727272728,,,,,True,,,,,,,
915,1610612751,Rodney Rogers,Rodney Rogers,915,NJN,15333.0,256,-38.0,453,458,122,129,71.0,911,14.0,28.0,4.0,8.0,2.0,5.0,1.0,11.0,6.0,18.0,21.0,57.0,23.0,113.0,504.0,6.0,10.0,3.0,18.0,3.0,12.0,4.0,16.0,26.0,16.0,10.0,3.0,18.0,,18.0,,,10.0,6.0,36.0,3.0,12.0,2.0,7.0,10.0,6.0,23.0,17.0,40.0,3.0,5.0,1.0,4.0,12.0,2.0,11.0,8.0,1.0,20.0,1.0,5.0,18.0,41.0,1.0,4.0,34.0,16.0,1.0,1.0,1.0,1.0,,1.0,16.0,122,4.0,0.6190476190476191,0.8125,0.3684210526315789,0.6,0.25,0.5,0.6818181818181818,0.2608695652173913,0.5330188679245284,0.6923076923076923,0.2857142857142857,0.05263157894736842,0.10714285714285714,23.507462686567163,0.6,0.3157894736842105,0.13333333333333333,0.06622516556291391,0.0670391061452514,0.14,0.058823529411764705,0.0845771144278607,0.06521739130434782,0.07692307692307693,0.12727272727272726,0.013888888888888888,0.07142857142857142,0.07317073170731707,0.0851063829787234,0.047619047619047616,0.175,,0.06,,0.3111111111111111,0.5,0.56,0.6428571428571429,0.12222222222222222,0.09090909090909091,0.09090909090909091,1.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.7272727272727273,0.5,,0.21739130434782608,0.4,0.6777777777777778,0.4919572222222222,0.53796,0.4785108695652173,0.1619047619047619,0.2222222222222222,0.1592920353982301,0.1415929203539823,7.7596491228070175,0.2693156732891832,4.0,8.0,12.0,25.0,16.0,33.0,42.0,6.0,25.0,12.0,2.0,1.0,0.875,0.48484848484848486,0.48484848484848486,0.36666666666666664,,0.08888888888888889,0.5,0.5,1.0,0.2777777777777778,0.48,0.48,0.48,24.545454545454543,2.0,,9.0,1.0,11.0,1.0,,,0.05405405405405406,0.8333333333333334,,0.08695652173913043,0.391304347826087,,,,2.0,1.0,2.0,,1.0,0.18181818181818182,,,,0.2222222222222222,1.0,,,1.0,,,0.09090909090909091,0.030303030303030304,1.0,1.0,1.0,1.0,True,,,,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,4929.0,82,11.0,161,159,67,81,29.0,320,1.0,9.0,1.0,4.0,,3.0,,,3.0,6.0,4.0,15.0,3.0,26.0,162.0,3.0,6.0,2.0,14.0,1.0,6.0,3.0,5.0,2.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,1.0,5.0,,2.0,7.0,,9.0,6.0,15.0,1.0,3.0,2.0,1.0,,,,,,,,,2.0,7.0,,,4.0,1.0,1.0,1.0,1.0,1.0,,,5.0,67,3.0,0.25,0.3333333333333333,0.26666666666666666,0.5,0.16666666666666666,0.4791666666666667,0.6666666666666666,0.125,0.5,0.7,0.25,0.2,0.3333333333333333,13.333333333333334,,,,0.12962962962962962,0.07936507936507936,0.09523809523809523,0.0625,0.12,0.0759493670886076,0.09090909090909091,0.05263157894736842,0.09090909090909091,,0.08,0.07142857142857142,0.26666666666666666,0.125,,0.09090909090909091,,0.375,0.1111111111111111,0.16666666666666666,,,,,,0.25,0.5,0.5,0.3333333333333333,0.4444444444444444,0.25,,0.375,,0.75,0.5148521739130436,0.524375,0.4908142857142857,0.04,0.0625,0.5384615384615384,0.19230769230769232,7.166666666666667,0.4161490683229814,,,5.0,9.0,5.0,9.0,15.0,,8.0,5.0,,,1.0,0.5555555555555556,0.625,0.375,,,,,,0.375,0.5555555555555556,0.5555555555555556,0.625,29.033333333333335,,3.0,2.0,3.0,2.0,,,,0.07142857142857142,1.0,0.3333333333333333,,0.25,,,2.0,,2.0,,,0.6666666666666666,,,0.6666666666666666,1.0,,,1.0,,,,,,,,,,,True,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,889.0,15,-13.0,30,27,14,18,5.0,57,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,,4.0,34.0,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,,2.0,2.0,1.0,3.0,,,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,,2.0,14,,0.5,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,,,14.285714285714286,,1.0,1.0,,,,,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,0.25,,,,0.25,1.0,1.0,,,,,0.5,1.0,0.5,0.47186249999999996,0.3235,0.505625,,,0.5,0.5,6.166666666666667,0.4666666666666667,,,,1.0,,1.0,,,1.0,,,,,,,0.25,,,,,,0.25,,,,25.0,,,1.0,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2447,1610612751,Tamar Slay,Tamar Slay,2447,NJN,616.0,10,-11.0,22,19,14,18,3.0,41,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,3.0,24.0,,2.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,14,,,,,,,0.375,,,0.375,,,0.3333333333333333,1.0,24.0,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.25,,,,0.25,,,,0.5,,,0.3333333333333333,,0.5,0.392625,0.37675,0.37529999999999997,,,,,7.3999999999999995,0.6363636363636364,,,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.25,,,,,,0.25,1.0,1.0,1.0,24.4,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
