EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,ShortMidRangeAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Corner3PctBlocked,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,12817.0,214,8,391,391,52,87,43.0,782,20.0,28.0,5.0,10.0,1.0,3.0,6.0,9.0,5.0,15.0,1.0,1.0,2.0,1.0,31.0,52.0,3.0,4.0,66.0,412,5.0,13.0,10.0,3.0,6.0,2.0,2.0,8.0,54.0,8.0,8.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,13.0,2.0,10.0,1.0,7.0,23.0,6.0,36.0,13.0,49.0,4.0,4.0,3.0,1.0,4.0,2.0,7.0,1.0,24.0,42.0,1.0,1.0,4.0,8.0,1.0,3.0,14.0,9.0,5.0,14.0,8.0,2.0,8.0,52,3.0,0.8709677419354839,1.0,0.5961538461538461,0.38461538461538464,0.5,0.5636363636363636,0.38461538461538464,0.375,0.559322033898305,0.35714285714285715,0.4444444444444444,0.05454545454545454,0.07692307692307693,0.14285714285714285,15.068493150684931,0.42857142857142855,0.46153846153846156,0.1,0.13690476190476192,0.078125,0.1891891891891892,0.03278688524590164,0.14634146341463414,0.06349206349206349,0.07692307692307693,0.08333333333333333,0.07547169811320754,0.046511627906976744,0.06818181818181818,0.22857142857142856,0.1348314606741573,0.1935483870967742,0.16666666666666666,0.5714285714285714,0.509090909090909,0.7142857142857143,0.8333333333333334,0.8,0.16363636363636364,0.6666666666666666,0.6666666666666666,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.01818181818181818,0.03636363636363636,0.7692307692307693,0.5,0.2,0.375,0.3333333333333333,0.125,0.125,0.5636363636363636,0.47857636363636363,0.4862166666666667,0.4278875,0.017857142857142856,0.018867924528301886,0.15151515151515152,0.12121212121212122,7.259615384615385,24.566666666666666,0.1329923273657289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,11116.0,185,3,340,341,31,62,37.0,681,16.0,21.0,1.0,2.0,,,,5.0,13.0,34.0,1.0,,19.0,1.0,29.0,60.0,20.0,23.0,102.0,361,2.0,3.0,11.0,2.0,6.0,1.0,2.0,6.0,32.0,26.0,,18.0,2.0,20.0,12.0,32.0,6.0,6.0,13.0,4.0,76.0,1.0,3.0,,5.0,26.0,3.0,34.0,4.0,38.0,5.0,3.0,10.0,3.0,7.0,7.0,17.0,1.0,9.0,17.0,,2.0,1.0,28.0,15.0,1.0,3.0,2.0,,3.0,1.0,,6.0,31,1.0,0.5517241379310345,0.5517241379310345,0.48333333333333334,0.6666666666666666,0.3333333333333333,0.49375,1.0,0.2857142857142857,0.5555555555555556,1.0,0.375,0.25,0.03333333333333333,,28.157894736842106,0.5882352941176471,0.2727272727272727,,0.1897810218978102,0.027522935779816515,0.1724137931034483,0.018867924528301886,0.18674698795180722,0.024691358024691357,,0.03333333333333333,0.043478260869565216,0.027777777777777776,0.21875,0.15384615384615385,0.189873417721519,0.17391304347826086,0.16666666666666666,0.3333333333333333,0.2625,0.7619047619047619,0.7619047619047619,0.5,0.0625,,,,0.425,0.38235294117647056,0.3939393939393939,0.6153846153846154,0.0125,0.2375,0.4,0.5,,,,,0.14285714285714285,0.5125,0.48471962025316456,0.5554125,0.40650000000000003,0.16853932584269662,0.21739130434782608,0.10784313725490197,0.058823529411764705,11.718333333333332,26.860000000000003,0.09117647058823529,1.0,6.0,2.0,2.0,7.0,2.0,2.0,1.0,18.0,3.0,1.0,6.0,3.0,1.0,2.0,5.0,1.0,1.0,6.0,2.0,1.0,0.8571428571428571,0.35,1.0,0.3684210526315789,0.2,0.029411764705882353,0.024390243902439025,1.0,1.0,1.0,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.4,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,
2452,1610612738,J.R. Bremer,J.R. Bremer,2452,BOS,2473.0,41,-27,72,75,16,41,10.0,147,1.0,5.0,,,,1.0,,1.0,,1.0,2.0,,5.0,1.0,1.0,7.0,7.0,2.0,7.0,93,,,,,1.0,1.0,1.0,1.0,,2.0,,5.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,,,,1.0,3.0,,4.0,,4.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,4.0,,,,3.0,1.0,,,,,,,,1.0,16,,,,0.14285714285714285,,,0.17857142857142858,,,0.2,,,0.5,0.14285714285714285,0.2,18.823529411764707,1.0,,,0.12,,0.16666666666666666,,0.12903225806451613,,,,,,,0.14285714285714285,0.15384615384615385,,0.5,,0.35714285714285715,0.2,0.25,,0.07142857142857142,,,,0.07142857142857142,,,,0.14285714285714285,0.35714285714285715,,,,0.5,,,0.5,0.8571428571428571,0.5103392857142857,0.54645,0.5153,0.06666666666666667,0.125,,0.14285714285714285,4.514285714285714,24.800000000000004,0.2222222222222222,1.0,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,1.0,,1.0,0.14285714285714285,,0.14285714285714285,,,,0.5,0.5,1.0,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,
3,1610612738,Grant Long,Grant Long,3,BOS,849.0,14,-11,23,22,4,15,5.0,45,,,,,,,1.0,2.0,,2.0,,,,,1.0,4.0,,,2.0,36,,,,,2.0,,,,2.0,,,,,,1.0,1.0,1.0,,,,3.0,,2.0,,1.0,,,1.0,2.0,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,4,,1.0,1.0,0.25,,,0.25,,,0.25,,,,,,17.24137931034483,,,,,0.16666666666666666,0.5,,0.16666666666666666,0.14285714285714285,0.25,,0.14285714285714285,,,,,0.5,,,,,,,0.5,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,0.370975,,0.33475,,,,,14.299999999999999,,0.17391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,5450.0,91,-21,161,165,30,45,21.0,326,8.0,15.0,,2.0,2.0,3.0,1.0,5.0,1.0,4.0,5.0,,3.0,,10.0,24.0,8.0,16.0,39.0,181,,2.0,2.0,3.0,4.0,,7.0,13.0,10.0,10.0,,3.0,1.0,6.0,1.0,7.0,1.0,,1.0,3.0,15.0,1.0,1.0,,1.0,1.0,,2.0,2.0,4.0,4.0,2.0,1.0,,3.0,1.0,4.0,2.0,5.0,14.0,,2.0,1.0,20.0,10.0,2.0,,,,,,1.0,13.0,30,3.0,0.5,0.5,0.4166666666666667,,0.75,0.359375,,0.75,0.4875,0.3333333333333333,0.8125,0.25,0.041666666666666664,0.06666666666666667,23.913043478260867,0.25,,,0.015873015873015872,0.015625,0.058823529411764705,0.04,0.025,0.02247191011235955,0.047619047619047616,,,0.05555555555555555,,,0.038461538461538464,0.07692307692307693,,,0.46875,0.5333333333333333,0.5714285714285714,0.5,0.15625,0.2,0.2,,0.125,0.25,0.25,1.0,0.15625,0.09375,1.0,,,0.75,0.6666666666666666,,,0.71875,0.4790453125,0.3584,0.44027499999999997,0.2631578947368421,0.3333333333333333,0.05128205128205128,0.3333333333333333,6.266666666666667,23.775,0.18633540372670807,1.0,,,,1.0,,,2.0,3.0,,,,2.0,1.0,2.0,1.0,1.0,1.0,4.0,,,1.0,0.125,,0.125,,,0.05,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,11832.0,197,13,362,362,40,63,38.0,724,14.0,28.0,2.0,6.0,1.0,2.0,9.0,26.0,3.0,5.0,,,17.0,2.0,26.0,59.0,17.0,3.0,79.0,373,3.0,9.0,6.0,2.0,6.0,2.0,1.0,8.0,20.0,32.0,4.0,17.0,4.0,20.0,5.0,25.0,4.0,1.0,11.0,7.0,55.0,3.0,6.0,,4.0,25.0,4.0,33.0,9.0,42.0,8.0,3.0,5.0,2.0,12.0,3.0,17.0,2.0,6.0,22.0,,3.0,4.0,5.0,2.0,1.0,,,,,,,8.0,40,4.0,0.38461538461538464,0.4166666666666667,0.4406779661016949,0.3333333333333333,0.3333333333333333,0.5,0.3,0.4375,0.5064102564102564,0.3,0.4444444444444444,0.2236842105263158,0.06779661016949153,0.07142857142857142,23.514851485148515,0.29411764705882354,0.36363636363636365,,0.15822784810126583,0.05217391304347826,0.11764705882352941,0.05084745762711865,0.15104166666666666,0.05172413793103448,0.05714285714285714,,0.0851063829787234,0.024390243902439025,0.16279069767441862,0.125,0.1686746987951807,0.10714285714285714,0.16666666666666666,,0.3684210526315789,0.5,0.5384615384615384,0.35714285714285715,0.34210526315789475,0.34615384615384615,0.375,0.3333333333333333,0.06578947368421052,0.6,0.6,0.6666666666666666,,0.2236842105263158,0.6,0.3333333333333333,,0.25,0.5,,0.25,0.5921052631578947,0.465426,0.5070714285714286,0.42093571428571425,0.025974025974025976,0.03333333333333333,0.0759493670886076,0.10126582278481013,5.655932203389831,26.258823529411764,0.11049723756906077,,8.0,,1.0,8.0,,1.0,,21.0,3.0,,8.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,,,0.875,0.47058823529411764,,0.47058823529411764,0.07692307692307693,,0.02702702702702703,,,,0.47058823529411764,0.5,0.875,0.1,,,0.47058823529411764,1.0,1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.1111111111111111,0.5,,,,,True,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,8505.0,142,36,264,261,34,54,24.0,525,4.0,4.0,2.0,2.0,,,1.0,3.0,2.0,3.0,13.0,1.0,7.0,,7.0,10.0,20.0,3.0,41.0,266,3.0,5.0,7.0,1.0,1.0,1.0,2.0,4.0,8.0,6.0,2.0,7.0,,9.0,4.0,13.0,4.0,,4.0,4.0,30.0,2.0,3.0,,2.0,12.0,,14.0,5.0,19.0,2.0,1.0,1.0,1.0,2.0,,3.0,,7.0,13.0,,1.0,,3.0,1.0,1.0,,,,,,,4.0,34,,0.5714285714285714,0.6666666666666666,0.7,0.6,1.0,0.6333333333333333,0.5,0.5,0.6612903225806451,0.5833333333333334,0.6666666666666666,0.6666666666666666,,,11.724137931034484,0.3333333333333333,,,0.09090909090909091,0.04,0.08333333333333333,0.05,0.08974358974358974,0.043478260869565216,0.09523809523809523,0.05,,0.07142857142857142,0.13513513513513514,,0.0945945945945946,0.09090909090909091,,,0.13333333333333333,1.0,1.0,0.5,0.1,0.3333333333333333,0.3333333333333333,,0.1,0.6666666666666666,0.6666666666666666,1.0,0.43333333333333335,0.23333333333333334,0.3333333333333333,1.0,0.5,,,0.5,,0.8,0.5339033333333333,0.4394,0.384375,0.03333333333333333,0.1,0.17073170731707318,0.0975609756097561,8.66,23.915,0.12878787878787878,4.0,4.0,,,8.0,,1.0,1.0,24.0,,,4.0,1.0,,1.0,,2.0,,1.0,,,1.0,0.4,,0.4,,,,0.3076923076923077,0.3076923076923077,1.0,0.5714285714285714,0.5714285714285714,1.0,,,,0.5714285714285714,,,,,,,,,,1.0,0.16666666666666666,,,True,,,,,,,
960,1610612738,Tony Delk,Tony Delk,960,BOS,10720.0,179,40,330,328,42,58,35.0,658,5.0,7.0,,1.0,,,,3.0,11.0,24.0,6.0,,19.0,5.0,16.0,34.0,25.0,13.0,84.0,331,,2.0,9.0,1.0,2.0,5.0,2.0,10.0,20.0,12.0,,19.0,2.0,14.0,6.0,20.0,4.0,2.0,6.0,6.0,46.0,2.0,1.0,,2.0,17.0,,19.0,3.0,22.0,4.0,4.0,5.0,2.0,1.0,3.0,6.0,,3.0,8.0,,,,15.0,5.0,,1.0,1.0,,1.0,1.0,,10.0,42,1.0,0.625,0.625,0.47058823529411764,,0.5,0.6016949152542372,0.75,0.5714285714285714,0.6328125,0.75,0.625,0.423728813559322,0.058823529411764705,0.14285714285714285,19.12568306010929,0.8333333333333334,,,0.11409395973154363,0.009523809523809525,0.06060606060606061,0.045454545454545456,0.1043956043956044,0.020134228187919462,,0.037037037037037035,,0.0625,0.175,0.03333333333333333,0.11392405063291139,0.06896551724137931,,1.0,0.11864406779661017,0.7142857142857143,0.8333333333333334,0.4,0.05084745762711865,,,,0.4067796610169492,0.4583333333333333,0.4583333333333333,0.7272727272727273,0.1016949152542373,0.3220338983050847,0.16666666666666666,,,,,,0.7142857142857143,0.5423728813559322,0.4989771186440678,0.5600499999999999,0.4760857142857143,0.09375,0.13157894736842105,0.10714285714285714,0.11904761904761904,13.808823529411764,24.727999999999998,0.12727272727272726,3.0,10.0,3.0,3.0,13.0,3.0,4.0,,30.0,9.0,,10.0,2.0,,,1.0,,,1.0,3.0,,0.7692307692307693,0.52,0.75,0.52,0.3333333333333333,,,0.5,0.5,1.0,0.5263157894736842,0.5263157894736842,0.7,0.5,1.0,1.0,0.5263157894736842,2.0,2.0,,,0.4,,,,0.4,1.0,0.16666666666666666,1.0,0.038461538461538464,True,,,,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,323.0,5,-1,12,10,11,10,2.0,22,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.125,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,8660.0,144,-24,273,274,95,140,36.0,547,10.0,15.0,3.0,6.0,2.0,4.0,2.0,3.0,,4.0,,,,,12.0,22.0,,7.0,31.0,268,3.0,7.0,8.0,2.0,6.0,,4.0,8.0,18.0,6.0,6.0,,2.0,,2.0,2.0,2.0,,,,6.0,5.0,6.0,1.0,8.0,15.0,1.0,24.0,12.0,36.0,11.0,9.0,2.0,1.0,6.0,1.0,8.0,3.0,9.0,20.0,,3.0,2.0,10.0,5.0,1.0,8.0,6.0,2.0,8.0,4.0,1.0,8.0,95,3.0,0.75,1.0,0.5454545454545454,0.42857142857142855,0.3333333333333333,0.5454545454545454,0.42857142857142855,0.3333333333333333,0.5740740740740741,0.5,0.5,,0.09090909090909091,0.13333333333333333,10.86261980830671,0.25,0.2,0.16666666666666666,0.14563106796116504,0.0625,0.2222222222222222,0.11363636363636363,0.16546762589928057,0.07857142857142857,0.07894736842105263,0.09523809523809523,0.02702702702702703,0.05714285714285714,0.17142857142857143,0.19230769230769232,0.09523809523809523,0.2222222222222222,0.2222222222222222,0.5,0.6818181818181818,0.6666666666666666,0.7692307692307693,0.7,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,,,,,,0.8571428571428571,0.5,,0.6666666666666666,0.5,,,0.6818181818181818,0.47937727272727276,0.5133,0.47466666666666674,0.19230769230769232,0.19230769230769232,0.25806451612903225,0.25806451612903225,4.800000000000001,,0.34798534798534797,,,,,,,,2.0,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,False,1.0,,,,,,
