EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedLongMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceArc3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,on,Blocked3s,BlockedCorner3,Corner3PctBlocked
109,1610612747,Robert Horry,Robert Horry,109,LAL,15132.0,252,48.0,481,476,136,106,60.0,957,6.0,10.0,2.0,3.0,1.0,1.0,6.0,9.0,6.0,16.0,3.0,1.0,2.0,23.0,4.0,2.0,8.0,18.0,35.0,2.0,26.0,1.0,43.0,487,3.0,4.0,5.0,6.0,2.0,6.0,2.0,8.0,1.0,11.0,24.0,12.0,3.0,3.0,6.0,23.0,2.0,1.0,19.0,8.0,27.0,6.0,2.0,8.0,5.0,6.0,62.0,1.0,15.0,1.0,7.0,34.0,1.0,42.0,17.0,59,1.0,10.0,8.0,2.0,8.0,3.0,5.0,5.0,3.0,13.0,5.0,11.0,28.0,2.0,2.0,2.0,1.0,7.0,6.0,1.0,7.0,6.0,11.0,136,3.0,0.6666666666666666,0.8,0.5,0.07692307692307693,0.25,0.07692307692307693,0.5142857142857142,0.75,0.3333333333333333,0.3442622950819672,0.3333333333333333,0.35714285714285715,0.3467741935483871,0.3333333333333333,0.36666666666666664,0.4262295081967213,0.02857142857142857,0.1,13.537906137184116,0.6153846153846154,0.1,0.05263157894736842,0.17435897435897435,0.08875739644970414,0.18421052631578946,0.018867924528301886,0.1759656652360515,0.07207207207207207,0.05128205128205128,0.058823529411764705,0.14516129032258066,0.02564102564102564,0.23809523809523808,0.12162162162162163,0.189873417721519,0.16,0.23076923076923078,0.025,0.8571428571428571,0.16393442622950818,0.6,0.6666666666666666,0.6666666666666666,0.14754098360655737,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.26229508196721313,0.375,0.375,0.6666666666666666,0.04918032786885246,0.3770491803278688,0.08695652173913043,0.08695652173913043,0.5,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.07142857142857142,1.0,0.5714285714285714,0.25,0.5901639344262295,0.08695652173913043,0.49792131147540986,0.5836785714285714,0.48456071428571423,0.13953488372093023,0.2558139534883721,11.040000000000001,24.85769230769231,0.28274428274428276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1904,1610612747,Devean George,Devean George,1904,LAL,19120.0,319,54.0,605,604,177,146,76.0,1209,9.0,13.0,3.0,5.0,6.0,7.0,4.0,14.0,12.0,21.0,12.0,,6.0,18.0,,1.0,5.0,25.0,48.0,10.0,30.0,8.0,88.0,614,6.0,11.0,,14.0,8.0,13.0,4.0,10.0,,28.0,42.0,8.0,30.0,,6.0,18.0,6.0,3.0,16.0,8.0,24.0,5.0,3.0,8.0,3.0,5.0,56.0,3.0,8.0,,6.0,30.0,2.0,38.0,11.0,49,1.0,11.0,6.0,5.0,4.0,2.0,2.0,8.0,2.0,12.0,5.0,9.0,29.0,2.0,3.0,9.0,,4.0,,3.0,4.0,2.0,28.0,177,6.0,0.84,0.9545454545454546,1.0,0.3333333333333333,0.4,0.3333333333333333,0.5208333333333334,0.5454545454545454,0.6153846153846154,0.5128205128205128,0.5454545454545454,0.6086956521739131,0.5365853658536586,0.5833333333333334,0.6086956521739131,0.38461538461538464,0.0625,,13.428571428571429,0.3333333333333333,0.13333333333333333,,0.12448132780082988,0.037209302325581395,0.12,0.04285714285714286,0.12371134020618557,0.03859649122807018,0.023255813953488372,0.03296703296703297,0.04938271604938271,0.03773584905660377,0.1276595744680851,0.10869565217391304,0.13725490196078433,0.11428571428571428,0.13333333333333333,0.02564102564102564,0.5,0.16666666666666666,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.1794871794871795,0.2857142857142857,0.3333333333333333,0.75,0.2692307692307692,0.5714285714285714,0.6,1.0,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.45454545454545453,0.6,,,0.30434782608695654,0.8571428571428571,0.21739130434782608,0.2,0.5512820512820513,0.3333333333333333,0.48175909090909097,0.48279999999999995,0.4905931818181818,0.1590909090909091,0.3181818181818182,10.518750000000002,24.973333333333333,0.29256198347107437,4.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,0.14285714285714285,0.047619047619047616,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.21739130434782608,0.6,0.06097560975609756,0.09615384615384616,,,,,,,,,,,,,,,,,,,,True,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,2455.0,41,-10.0,78,80,28,26,8.0,158,2.0,3.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,3.0,8.0,,,3.0,9.0,89,,1.0,,,1.0,2.0,,,3.0,5.0,6.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,3.0,1.0,2.0,1.0,1.0,3.0,,4.0,4.0,8,,,,,,,,1.0,,1.0,,2.0,11.0,1.0,1.0,5.0,,,,,,,5.0,28,4.0,1.0,1.0,,,,,0.375,,0.5,0.375,,0.5,0.45,,0.8333333333333334,,0.125,,12.359550561797752,,,0.25,0.11538461538461539,0.06896551724137931,0.2,0.07142857142857142,0.12903225806451613,0.06976744186046512,,,0.13333333333333333,0.1111111111111111,0.5,,0.125,,1.0,,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,,0.5,1.0,,,0.375,,0.471125,0.5238,0.5211,,0.5555555555555556,7.7250000000000005,,0.358974358974359,,,,,,,,1.0,3.0,,0.5,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,True,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,4518.0,75,33.0,142,142,42,34,20.0,284,,,,,,,1.0,5.0,1.0,4.0,1.0,,3.0,8.0,,1.0,3.0,2.0,9.0,3.0,9.0,2.0,15.0,116,,2.0,,,,2.0,1.0,3.0,1.0,4.0,2.0,2.0,6.0,3.0,,7.0,3.0,,5.0,,5.0,,,1.0,2.0,2.0,10.0,,,,3.0,11.0,1.0,15.0,,15,,1.0,1.0,,3.0,,2.0,,1.0,3.0,1.0,3.0,8.0,1.0,,3.0,,3.0,,3.0,3.0,2.0,4.0,42,,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.375,0.2222222222222222,,,0.3611111111111111,,0.3,0.3684210526315789,,0.3333333333333333,0.5,,,13.017751479289942,1.0,0.3333333333333333,,0.1864406779661017,,0.2,,0.1891891891891892,,,,,,,0.2962962962962963,0.1111111111111111,0.25,,,0.6666666666666666,,,,,0.2777777777777778,0.2,0.2,,0.2222222222222222,0.25,0.25,1.0,0.05555555555555555,0.4444444444444444,0.375,0.375,0.6666666666666666,,,,,,,0.6,0.3333333333333333,0.5,0.42857142857142855,0.4483617647058824,0.34255,0.459825,,0.26666666666666666,13.255555555555556,26.899999999999995,0.29577464788732394,,,,,,,,,1.0,,,,,,,,,,,0.05263157894736842,0.1,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,17292.0,288,70.0,546,547,160,131,68.0,1093,28.0,42.0,3.0,6.0,4.0,9.0,15.0,34.0,26.0,63.0,5.0,2.0,6.0,18.0,,1.0,5.0,69.0,139.0,10.0,23.0,43.0,211.0,553,6.0,16.0,2.0,17.0,12.0,32.0,2.0,6.0,26.0,56.0,52.0,86.0,24.0,6.0,2.0,17.0,6.0,14.0,32.0,5.0,37.0,3.0,2.0,19.0,7.0,6.0,79.0,1.0,8.0,,4.0,18.0,1.0,23.0,9.0,32,2.0,7.0,5.0,2.0,8.0,2.0,7.0,10.0,1.0,18.0,2.0,4.0,16.0,2.0,4.0,52.0,6.0,1.0,1.0,,1.0,1.0,56.0,160,,0.37681159420289856,0.38235294117647056,0.8,0.43478260869565216,0.3333333333333333,0.45454545454545453,0.49640287769784175,0.375,0.375,0.5185185185185185,0.4166666666666667,0.39473684210526316,0.5618279569892473,0.4473684210526316,0.5288461538461539,0.1419753086419753,0.10071942446043165,0.21428571428571427,32.32963549920761,0.4444444444444444,0.07142857142857142,,0.08294930875576037,0.042328042328042326,0.09302325581395349,0.015384615384615385,0.08461538461538462,0.03543307086614173,0.07317073170731707,0.03896103896103896,0.028169014084507043,0.020833333333333332,0.09302325581395349,0.060240963855421686,0.0989010989010989,0.10344827586206896,0.07142857142857142,0.030303030303030304,1.0,0.25925925925925924,0.6666666666666666,0.8484848484848485,0.42857142857142855,0.20987654320987653,0.4411764705882353,0.5,0.26666666666666666,0.3888888888888889,0.4126984126984127,0.41935483870967744,0.38461538461538464,0.030864197530864196,0.1111111111111111,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.3333333333333333,0.5,0.1111111111111111,,0.23684210526315788,0.4444444444444444,0.13157894736842105,0.2,0.4012345679012346,0.35294117647058826,0.4614670807453416,0.4587642857142857,0.45150945945945953,0.08056872037914692,0.26540284360189575,10.631654676258995,26.46521739130435,0.29304029304029305,4.0,1.0,1.0,2.0,2.0,,1.0,2.0,20.0,,0.11764705882352941,0.015873015873015872,,0.8,0.8,0.75,1.0,0.02631578947368421,1.0,0.1111111111111111,0.12738853503184713,1.0,2.0,1.0,1.0,1.0,0.5,0.043478260869565216,0.05555555555555555,0.5,,,,,,,,,,,True,,,
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,2170.0,36,-7.0,69,70,24,20,7.0,139,,,,,,,,,,3.0,1.0,1.0,,3.0,,,2.0,,3.0,,4.0,,,83,,,1.0,,,,,3.0,,,,,,,,3.0,,1.0,5.0,1.0,6.0,,1.0,2.0,1.0,2.0,13.0,,1.0,,,1.0,,1.0,1.0,2,,2.0,1.0,1.0,1.0,,1.0,,,1.0,,3.0,8.0,,,,,,,,,,,24,1.0,,,,,,,,,,,,,,,,0.5714285714285714,0.3333333333333333,,10.126582278481012,1.0,,,0.045454545454545456,0.047619047619047616,,,0.038461538461538464,0.029411764705882353,,,0.09090909090909091,,,0.08333333333333333,,,,,,,,,,,,,,0.42857142857142855,,,,0.14285714285714285,0.42857142857142855,,,,,,1.0,,,,0.6666666666666666,,0.5714285714285714,,0.4683357142857143,0.55065,0.5068,,,20.333333333333332,25.049999999999997,0.34782608695652173,,,1.0,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,15068.0,251,20.0,475,472,132,109,59.0,947,3.0,6.0,,1.0,,2.0,4.0,7.0,8.0,21.0,8.0,1.0,11.0,15.0,2.0,1.0,2.0,15.0,34.0,16.0,23.0,8.0,86.0,496,1.0,2.0,3.0,10.0,6.0,11.0,1.0,4.0,4.0,19.0,8.0,22.0,36.0,12.0,,15.0,11.0,1.0,12.0,3.0,15.0,1.0,2.0,5.0,5.0,2.0,33.0,1.0,2.0,,4.0,15.0,,19.0,3.0,22,1.0,11.0,6.0,5.0,3.0,1.0,2.0,6.0,1.0,9.0,4.0,6.0,20.0,,3.0,9.0,1.0,1.0,,1.0,1.0,1.0,19.0,132,2.0,0.26666666666666666,0.26666666666666666,0.75,0.6956521739130435,0.25,0.6956521739130435,0.4411764705882353,0.5,0.5454545454545454,0.6842105263157895,0.8,0.5,0.7166666666666667,0.8333333333333334,0.5588235294117647,0.40350877192982454,0.029411764705882353,0.16666666666666666,12.614259597806216,0.3333333333333333,,,0.07772020725388601,0.011627906976744186,0.10526315789473684,0.02127659574468085,0.08225108225108226,0.0136986301369863,,,0.03278688524590164,0.02702702702702703,0.045454545454545456,0.10606060606060606,0.07228915662650602,0.07692307692307693,0.16666666666666666,0.04,1.0,0.10526315789473684,0.5,0.6,,0.12280701754385964,0.5714285714285714,0.5714285714285714,0.25,0.3684210526315789,0.38095238095238093,0.38095238095238093,0.375,0.14035087719298245,0.2631578947368421,0.7333333333333333,0.7333333333333333,0.7272727272727273,0.2,,0.2,0.4,0.13333333333333333,,0.13333333333333333,0.5,0.5087719298245614,0.7333333333333333,0.4862394736842106,0.56065,0.45858666666666664,0.11627906976744186,0.22093023255813954,13.038235294117646,24.62173913043478,0.27789473684210525,5.0,,2.0,2.0,1.0,,1.0,1.0,3.0,,,,,0.625,0.625,0.8,,0.13333333333333333,,0.06779661016949153,0.08333333333333333,,1.0,1.0,2.0,,0.6666666666666666,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.043478260869565216,,,,True,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,733.0,12,-5.0,24,24,15,22,3.0,48,,,,,,,,1.0,2.0,4.0,,,,,,,,2.0,5.0,,,1.0,5.0,28,,,,,1.0,3.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,3.0,1.0,4,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,15,,1.0,1.0,,,,,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.4166666666666667,,0.3333333333333333,,,,20.689655172413794,,0.5,,0.14285714285714285,,0.5,0.25,0.2222222222222222,0.08333333333333333,,,,,,,1.0,0.5,,,,,,,,0.2,,,,0.8,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.39255999999999996,,0.3846,,0.4,16.8,,0.625,,,,,,,,,1.0,,,,1.0,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,17120.0,285,70.0,544,540,158,128,71.0,1084,45.0,61.0,14.0,20.0,14.0,19.0,31.0,81.0,,2.0,,,,,,,,76.0,144.0,,,51.0,203.0,535,15.0,24.0,,41.0,23.0,41.0,,,19.0,65.0,92.0,60.0,,,20.0,,,4.0,26.0,7.0,33.0,7.0,,10.0,6.0,10.0,73.0,6.0,29.0,1.0,7.0,46.0,9.0,62.0,36.0,98,10.0,5.0,3.0,2.0,8.0,,1.0,15.0,7.0,23.0,4.0,12.0,17.0,2.0,3.0,80.0,9.0,19.0,8.0,9.0,19.0,9.0,65.0,158,,0.6052631578947368,0.696969696969697,,,,,0.5277777777777778,0.625,0.5609756097560976,0.5277777777777778,0.625,0.5609756097560976,0.5638888888888889,0.6212121212121212,0.5701754385964912,,0.027777777777777776,0.04918032786885246,32.17115689381934,0.34782608695652173,0.6428571428571429,0.04,0.2062780269058296,0.15104166666666666,0.14285714285714285,0.09836065573770492,0.1948529411764706,0.1383399209486166,0.21951219512195122,0.18292682926829268,0.07246376811594203,0.10416666666666667,0.10869565217391304,0.2891566265060241,0.18085106382978725,0.11764705882352941,0.2,0.15873015873015872,0.47368421052631576,0.4236111111111111,0.7377049180327869,0.7758620689655172,0.6444444444444445,0.5625,0.38271604938271603,0.38271604938271603,0.5483870967741935,0.013888888888888888,,,,,,,,,0.8333333333333334,0.7,,,0.4634146341463415,0.7368421052631579,,,0.4236111111111111,,0.4716930555555556,0.5479681818181817,0.4673365853658536,0.2019704433497537,0.32019704433497537,4.675000000000001,,0.29044117647058826,,,,11.0,2.0,4.0,1.0,8.0,35.0,2.0,,0.5,0.07692307692307693,,,,0.14285714285714285,,,0.2046783625730994,0.2046783625730994,,,,,,,,,,,,,,,,,1.0,4.0,1.0,True,,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,1389.0,23,9.0,41,44,3,5,7.0,85,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,2.0,3.0,,,,4.0,39,2.0,3.0,,4.0,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,3.0,,,3.0,,3.0,3.0,6,,,,,1.0,,1.0,1.0,,2.0,,6.0,7.0,,,,,1.0,1.0,,1.0,1.0,,3,,,,,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,,,,10.0,0.5,,,0.1875,0.16666666666666666,,,0.13636363636363635,0.13636363636363635,0.5,0.2,,,,,0.375,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,,,,1.0,,0.6173000000000001,0.6173000000000001,,1.0,,0.16666666666666666,,0.07317073170731707,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
