EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceCorner3FGA,SecondChanceFG3A,ThreePtAssists,Corner3Assists,LostBallOutOfBoundsTurnovers,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,Arc3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceTurnovers,Technical Free Throw Trips,SecondChanceArc3Frequency,3SecondViolations,SecondChanceAtRimPctAssisted,HeaveAttempts,DefensiveGoaltends,on,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3
1496,1610612755,Keith Van Horn,Keith Van Horn,1496,PHI,9997.0,167,33,311,296,141,106,45,607,7.0,15.0,5.0,7.0,4.0,6.0,1.0,12.0,4.0,9.0,2.0,7.0,2.0,4.0,8.0,1.0,3.0,12.0,36.0,6.0,15.0,5.0,47.0,285,5.0,10.0,2.0,12.0,5.0,14.0,1.0,5.0,2.0,15.0,14.0,10.0,18.0,8.0,8.0,4.0,7.0,2.0,2.0,1.0,1.0,4.0,2.0,10.0,1.0,9.0,13.0,7.0,29.0,13.0,42.0,3.0,2.0,1.0,1.0,7.0,2.0,4.0,5.0,1.0,11.0,6.0,6.0,15.0,1.0,3.0,7.0,1.0,3.0,1.0,1.0,15.0,141,1.0,0.5833333333333334,0.875,1.0,0.4,0.2,0.4,0.3333333333333333,0.5,0.35714285714285715,0.4117647058823529,0.5,0.34210526315789475,0.4351851851851852,0.5454545454545454,0.375,0.29411764705882354,0.19444444444444445,0.3333333333333333,0.16666666666666666,17.759562841530055,0.6363636363636364,0.6363636363636364,0.16666666666666666,0.11818181818181818,0.07874015748031496,0.20454545454545456,0.06451612903225806,0.14285714285714285,0.0759493670886076,0.09259259259259259,0.10344827586206896,0.045454545454545456,0.043478260869565216,0.125,0.06896551724137931,0.11428571428571428,0.15217391304347827,0.18181818181818182,0.2727272727272727,0.11538461538461539,0.29411764705882354,0.4666666666666667,0.7,0.2857142857142857,0.23529411764705882,0.08333333333333333,0.1,1.0,0.17647058823529413,0.4444444444444444,0.4444444444444444,1.0,0.13725490196078433,0.2857142857142857,0.2857142857142857,1.0,0.1568627450980392,0.5,0.5,1.0,0.7,0.7142857142857143,0.3157894736842105,0.6666666666666666,0.10526315789473684,0.15789473684210525,0.3333333333333333,0.5882352941176471,0.5,0.4776421568627451,0.5225,0.4657684210526316,0.05660377358490566,0.07894736842105263,0.2553191489361702,0.3191489361702128,8.494444444444445,24.82,0.4533762057877814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,1923.0,32,-7,59,57,30,38,8,116,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,3.0,,1.0,4.0,6.0,65,,,,,1.0,1.0,,1.0,4.0,6.0,2.0,,,,1.0,,1.0,,,,,,1.0,2.0,,1.0,,,1.0,3.0,4.0,,,,,1.0,1.0,1.0,,,2.0,1.0,2.0,5.0,1.0,1.0,4.0,,2.0,,,6.0,30,,1.0,1.0,,,,,0.3333333333333333,,1.0,0.25,,0.5,0.5,,0.75,0.25,0.3333333333333333,,1.0,11.267605633802818,0.5,,,,0.07407407407407407,0.1111111111111111,0.2,0.045454545454545456,0.09375,0.16666666666666666,0.16666666666666666,,0.25,,,,,,0.2,,0.25,1.0,1.0,1.0,0.25,,,,0.25,,,,,,,,0.25,,,,,,0.5,1.0,,0.5,,0.5,,0.4328666666666667,,0.582,0.3333333333333333,0.4,,1.0,9.799999999999999,38.0,0.5084745762711864,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,4630.0,77,-19,138,144,65,88,21,282,2.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,8.0,,2.0,2.0,1.0,4.0,1.0,1.0,5.0,17.0,1.0,6.0,,13.0,164,2.0,3.0,,4.0,3.0,7.0,1.0,3.0,,9.0,2.0,8.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,,1.0,5.0,,3.0,,3.0,5.0,2.0,10.0,3.0,13.0,,,,,,,1.0,,,1.0,1.0,3.0,11.0,,,,,,,,9.0,65,7.0,0.2,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.29411764705882354,0.6666666666666666,0.42857142857142855,0.2826086956521739,0.5,0.45,0.2826086956521739,0.5,0.45,0.2608695652173913,0.058823529411764705,,0.2,14.906832298136646,,0.2,,0.11904761904761904,0.04918032786885246,0.13043478260869565,,0.12307692307692308,0.04054054054054054,,0.1,0.06896551724137931,,,0.18181818181818182,0.0625,0.13333333333333333,0.1875,,,0.17391304347826086,0.5,0.5,,0.21739130434782608,0.2,0.25,1.0,0.34782608695652173,0.25,0.25,,0.08695652173913043,,,,0.17391304347826086,0.25,0.25,1.0,0.25,1.0,0.2,0.5,0.2,0.1,1.0,0.43478260869565216,0.25,0.4441391304347826,0.43191250000000003,0.46929999999999994,,,0.3076923076923077,0.6923076923076923,11.4,25.433333333333334,0.47101449275362317,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,19076.0,318,-14,578,574,264,243,88,1152,17.0,24.0,1.0,2.0,6.0,11.0,6.0,11.0,10.0,27.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,33.0,62.0,5.0,9.0,12.0,93.0,598,3.0,9.0,,9.0,15.0,28.0,2.0,3.0,10.0,46.0,40.0,26.0,12.0,2.0,4.0,1.0,8.0,18.0,22.0,7.0,8.0,48.0,4.0,1.0,,7.0,28.0,3.0,38.0,5.0,43.0,,10.0,5.0,5.0,11.0,5.0,4.0,6.0,,15.0,1.0,10.0,31.0,2.0,,14.0,2.0,5.0,3.0,,46.0,264,10.0,0.6060606060606061,0.625,0.8,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.532258064516129,0.3333333333333333,0.5357142857142857,0.5704225352112676,0.45,0.5806451612903226,0.6038961038961039,0.45,0.6388888888888888,0.1267605633802817,0.12903225806451613,0.20833333333333334,0.18181818181818182,13.509544787077827,0.7333333333333333,0.14285714285714285,,0.1346153846153846,0.004166666666666667,0.08641975308641975,0.08333333333333333,0.12110726643598616,0.017361111111111112,0.010869565217391304,,,0.07894736842105263,0.1,0.15625,0.1267605633802817,0.1232876712328767,0.1,0.047619047619047616,,0.3380281690140845,0.7083333333333334,0.8947368421052632,0.5294117647058824,0.15492957746478872,0.5454545454545454,0.6666666666666666,0.5,0.38028169014084506,0.37037037037037035,0.38461538461538464,0.8,0.07042253521126761,0.8,0.8,1.0,0.056338028169014086,0.25,0.25,,0.2,0.5,0.3548387096774194,0.5454545454545454,0.03225806451612903,0.06451612903225806,0.5,0.4647887323943662,0.25,0.47150845070422553,0.42214375000000004,0.4526693548387096,0.06756756756756757,0.07692307692307693,0.0967741935483871,0.4946236559139785,9.606451612903227,24.133333333333336,0.45674740484429066,2.0,,2.0,1.0,1.0,4.0,,2.0,,2.0,2.0,1.0,0.1,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.037037037037037035,1.0,1.0,1.0,,,,,,,,,True,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,17360.0,289,-20,528,526,240,232,81,1054,25.0,60.0,5.0,8.0,10.0,21.0,7.0,17.0,33.0,79.0,,1.0,,11.0,33.0,5.0,15.0,65.0,156.0,11.0,34.0,43.0,206.0,551,13.0,21.0,1.0,27.0,28.0,64.0,5.0,15.0,23.0,94.0,42.0,88.0,12.0,4.0,33.0,11.0,6.0,38.0,43.0,20.0,15.0,91.0,,7.0,,7.0,17.0,,24.0,7.0,31.0,5.0,14.0,7.0,7.0,17.0,11.0,9.0,6.0,1.0,26.0,11.0,3.0,15.0,1.0,5.0,62.0,4.0,19.0,13.0,,94.0,240,4.0,0.3230769230769231,0.3333333333333333,0.36363636363636365,0.3235294117647059,0.3333333333333333,0.3235294117647059,0.4166666666666667,0.6190476190476191,0.4375,0.42894736842105263,0.5652173913043478,0.44936708860759494,0.46788990825688076,0.5625,0.48947368421052634,0.17894736842105263,0.038461538461538464,0.06666666666666667,0.058823529411764705,39.228295819935695,0.6538461538461539,,,0.08994708994708994,0.0319634703196347,0.0945945945945946,,0.09125475285171103,0.026515151515151516,0.07228915662650602,,0.011111111111111112,,,0.07017543859649122,0.13432835820895522,0.06153846153846154,0.08620689655172414,0.125,0.047619047619047616,0.3157894736842105,0.4166666666666667,0.44642857142857145,0.28,0.08947368421052632,0.4117647058823529,0.4375,0.14285714285714285,0.41578947368421054,0.4177215189873418,0.4230769230769231,0.3939393939393939,0.005263157894736842,,,,0.1736842105263158,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.34782608695652173,0.625,0.26582278481012656,0.47619047619047616,,0.189873417721519,0.3333333333333333,0.49473684210526314,0.3333333333333333,0.46839789473684196,0.43584772727272725,0.4500696202531646,0.09268292682926829,0.1111111111111111,0.13106796116504854,0.4563106796116505,10.283333333333331,25.897058823529413,0.45454545454545453,,,,,2.0,5.0,4.0,2.0,,,,,,,,,21.0,1.0,3.0,1.0,,0.012658227848101266,,,,2.0,5.0,2.0,0.08695652173913043,,,,,True,,,,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,9631.0,161,-34,277,284,121,101,52,561,15.0,28.0,8.0,12.0,8.0,13.0,3.0,9.0,1.0,7.0,,,,,,,,19.0,44.0,,,17.0,55.0,319,9.0,16.0,2.0,20.0,9.0,16.0,,,9.0,27.0,20.0,18.0,,14.0,,,6.0,2.0,2.0,2.0,,4.0,1.0,20.0,1.0,7.0,13.0,5.0,25.0,22.0,47.0,4.0,4.0,3.0,1.0,2.0,2.0,5.0,,,7.0,1.0,6.0,18.0,6.0,3.0,26.0,,12.0,1.0,,27.0,121,4.0,0.5263157894736842,0.8333333333333334,,,,,0.4318181818181818,0.5625,0.5625,0.4318181818181818,0.5625,0.5625,0.4824561403508772,0.5555555555555556,0.6136363636363636,,0.13636363636363635,0.14285714285714285,0.1111111111111111,18.87905604719764,0.2857142857142857,0.5,0.1111111111111111,0.12264150943396226,0.16129032258064516,0.18421052631578946,0.047619047619047616,0.1388888888888889,0.14482758620689656,0.125,0.3333333333333333,0.12727272727272726,0.05263157894736842,,0.08823529411764706,0.1111111111111111,0.16666666666666666,0.17857142857142858,0.2,0.21052631578947367,0.6363636363636364,0.5357142857142857,0.625,0.6,0.20454545454545456,0.3333333333333333,0.375,,0.1590909090909091,0.14285714285714285,0.16666666666666666,1.0,,,,,,,,,0.75,0.6666666666666666,0.8125,0.6153846153846154,,,,0.6363636363636364,,0.49321136363636364,0.51725,0.5154749999999999,0.21428571428571427,0.21428571428571427,0.36363636363636365,0.4909090909090909,3.9318181818181817,,0.4368231046931408,2.0,1.0,2.0,,,,,,1.0,,2.0,1.0,,,,,,,,1.0,,0.14285714285714285,,,,,1.0,,,1.0,0.25,,,True,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,8884.0,148,27,279,271,145,103,38,550,3.0,10.0,,1.0,2.0,7.0,2.0,8.0,11.0,19.0,,1.0,1.0,1.0,7.0,1.0,5.0,16.0,37.0,1.0,8.0,21.0,56.0,257,3.0,5.0,2.0,8.0,8.0,21.0,1.0,6.0,17.0,36.0,20.0,12.0,3.0,,6.0,1.0,3.0,24.0,30.0,10.0,12.0,66.0,1.0,2.0,,5.0,7.0,,12.0,3.0,15.0,,6.0,2.0,4.0,4.0,2.0,2.0,2.0,,6.0,3.0,5.0,11.0,,1.0,22.0,,5.0,6.0,,36.0,145,2.0,0.625,0.625,1.0,0.125,0.16666666666666666,0.14285714285714285,0.43243243243243246,0.6,0.38095238095238093,0.3888888888888889,0.42857142857142855,0.35185185185185186,0.5,0.5,0.5,0.17777777777777778,0.08108108108108109,0.2,0.125,19.076923076923077,0.6666666666666666,,,0.0707070707070707,0.019801980198019802,0.1724137931034483,0.045454545454545456,0.09375,0.024390243902439025,,,0.05128205128205128,0.0625,,0.06666666666666667,0.06666666666666667,0.07692307692307693,0.23529411764705882,0.08333333333333333,,0.2222222222222222,0.3,0.375,0.3333333333333333,0.17777777777777778,0.25,0.2857142857142857,0.5,0.4222222222222222,0.5789473684210527,0.5789473684210527,0.7272727272727273,0.022222222222222223,,,,0.15555555555555556,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,,0.25925925925925924,0.2857142857142857,0.037037037037037035,0.18518518518518517,0.2,0.4,0.16666666666666666,0.4186829545454546,0.41925833333333334,0.4291907407407407,0.1,0.11904761904761904,0.14285714285714285,0.6428571428571429,11.594594594594595,28.0875,0.5197132616487455,,,,1.0,2.0,6.0,1.0,,,,,,0.14285714285714285,,,,,5.0,2.0,1.0,,,,,,1.0,,,0.14285714285714285,,,1.0,,True,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,12291.0,205,10,376,370,188,147,52,746,11.0,18.0,3.0,5.0,7.0,11.0,4.0,9.0,5.0,13.0,,,,2.0,4.0,1.0,3.0,20.0,40.0,2.0,4.0,24.0,70.0,368,3.0,5.0,,6.0,10.0,21.0,1.0,3.0,14.0,37.0,32.0,8.0,6.0,4.0,4.0,2.0,2.0,7.0,9.0,3.0,2.0,20.0,3.0,6.0,,7.0,22.0,,29.0,9.0,38.0,1.0,2.0,,2.0,6.0,3.0,4.0,3.0,,10.0,4.0,10.0,20.0,4.0,,28.0,4.0,12.0,4.0,,37.0,188,6.0,0.8,0.8888888888888888,1.0,0.5,0.3333333333333333,0.5,0.5,0.6,0.47619047619047616,0.5227272727272727,0.6,0.4791666666666667,0.625,0.6,0.578125,0.09090909090909091,0.05,0.1111111111111111,,15.207373271889402,0.6,,,0.15714285714285714,0.04225352112676056,0.125,0.10344827586206896,0.14795918367346939,0.05263157894736842,0.09090909090909091,,0.016666666666666666,0.09523809523809523,0.125,0.17777777777777778,0.16666666666666666,0.1276595744680851,0.07142857142857142,0.2857142857142857,0.05,0.4090909090909091,0.6111111111111112,0.6875,0.8181818181818182,0.20454545454545456,0.4444444444444444,0.4444444444444444,0.75,0.29545454545454547,0.38461538461538464,0.38461538461538464,0.8,,,,,0.09090909090909091,0.5,0.5,1.0,1.0,0.6,0.4583333333333333,0.6363636363636364,,0.125,0.3333333333333333,0.5,0.5,0.46492159090909085,0.5822499999999999,0.48521041666666664,0.23076923076923078,0.25,0.08571428571428572,0.5285714285714286,7.722499999999999,25.55,0.5,4.0,2.0,4.0,,,2.0,,2.0,2.0,,2.0,0.5,,,,,,2.0,2.0,,,,,,,,1.0,,,1.0,0.3333333333333333,,2.0,True,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,662.0,11,2,21,21,13,6,1,42,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,1.0,,,1.0,,1.0,,,,,,2.0,,1.0,,,,13,,,,,,,,,,,,,,,,,,,,,9.090909090909092,1.0,,,0.3,,,,0.21428571428571427,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.6190476190476191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,6473.0,108,-23,191,194,62,93,31,385,10.0,14.0,5.0,6.0,3.0,3.0,,1.0,,1.0,,,,,,,,10.0,16.0,,,2.0,22.0,214,5.0,6.0,1.0,11.0,3.0,3.0,,,,6.0,12.0,8.0,,8.0,,,2.0,2.0,2.0,2.0,,4.0,,11.0,,4.0,9.0,,13.0,11.0,24.0,,1.0,1.0,,1.0,,3.0,1.0,1.0,4.0,1.0,9.0,22.0,1.0,2.0,2.0,2.0,2.0,,1.0,6.0,62,5.0,0.6,1.0,,,,,0.625,0.8333333333333334,1.0,0.625,0.8333333333333334,1.0,0.6875,0.9166666666666666,1.0,,0.125,0.14285714285714285,,8.968609865470851,0.25,,,0.125,0.12790697674418605,0.15384615384615385,,0.1326530612244898,0.10891089108910891,0.0967741935483871,0.23809523809523808,0.08823529411764706,,,0.13043478260869565,0.034482758620689655,0.25,0.15,0.16666666666666666,,0.875,0.7142857142857143,0.8333333333333334,0.6,0.0625,,,,0.0625,,,,,,,,,,,,1.0,0.8333333333333334,1.0,1.0,,,,0.875,,0.54031875,0.5659333333333333,0.5648,0.125,0.125,0.5,0.2727272727272727,1.96875,,0.32460732984293195,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.2,,,True,,,,,
