EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGA,SecondChanceArc3FGM,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceAtRimFGM,PtsPutbacks,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,on,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,OffensiveGoaltends
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,1202.0,20,4,37,38,7,16,6,75,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4,2.0,6.0,38,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2,2,2.0,4,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,7,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.25,0.75,16.666666666666668,1.0,0.1111111111111111,0.2,0.08333333333333333,0.15384615384615385,0.2,0.3333333333333333,0.125,0.125,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.5,0.45547499999999996,0.578,0.3408,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,6.15,0.1891891891891892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,9046.0,151,2,286,286,76,80,42,572,12.0,,3.0,6.0,8.0,14.0,19.0,32,14.0,73.0,321,3.0,2.0,7.0,5.0,6.0,5.0,18.0,14.0,17.0,25.0,9.0,58.0,2.0,13,18,4.0,22,1.0,1.0,8.0,3.0,9.0,16.0,7.0,,,,18.0,76,0.3684210526315789,0.3684210526315789,0.59375,0.8333333333333334,0.6020408163265306,0.9285714285714286,0.6403508771929824,0.5833333333333334,0.9,19.51951951951952,0.125,0.11403508771929824,0.021052631578947368,0.12162162162162163,0.029411764705882353,,0.05128205128205128,0.07407407407407407,0.11864406779661017,0.24489795918367346,0.12244897959183673,0.5,0.5,0.3333333333333333,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.375,,0.5918367346938775,0.511915306122449,0.47325,0.4213928571428571,0.125,0.1794871794871795,0.0958904109589041,0.2465753424657534,9.775,0.26573426573426573,8.0,1.0,1.0,3.0,8.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,7.0,17.0,1.0,1.0,2.0,1.0,1.0,24.0,18.0,3.0,9.0,4.0,1.0,8.0,5.0,3.0,2.0,6.0,2.0,5.0,7.0,6.0,1.0,4.0,7.0,1.0,1.0,2.0,1.0,2.0,0.8571428571428571,0.4117647058823529,0.5,1.0,0.4117647058823529,0.3333333333333333,0.5,0.3469387755102041,0.03125,0.08333333333333333,0.14705882352941177,0.04878048780487805,0.1,0.14285714285714285,0.15625,0.6666666666666666,0.7272727272727273,0.375,0.16326530612244897,0.375,0.375,1.0,0.1836734693877551,0.4444444444444444,0.4444444444444444,0.75,0.2,1.0,1.0,0.2,0.14285714285714285,1.0,0.14285714285714285,1.0,0.4444444444444444,23.923529411764708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,3514.0,59,-11,114,116,45,55,15,230,2.0,,,,4.0,9.0,5.0,11,3.0,19.0,144,1.0,,3.0,1.0,5.0,2.0,4.0,2.0,6.0,7.0,1.0,15.0,,3,4,,4,2.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,4.0,45,0.2,0.2,0.45454545454545453,0.2,0.4,0.14285714285714285,0.4318181818181818,0.75,0.25,18.045112781954888,1.0,0.06976744186046512,,0.07017543859649122,,,,,0.05263157894736842,0.1,,,,,0.45,0.4444444444444444,0.4444444444444444,0.25,,0.55,0.5026925,0.591,0.4312714285714286,0.13636363636363635,0.23076923076923078,0.15789473684210525,0.21052631578947367,15.236363636363636,0.39473684210526316,1.0,,,,5.0,,,2.0,4.0,1.0,,1.0,2.0,9.0,,1.0,1.0,,2.0,8.0,6.0,,4.0,2.0,1.0,1.0,,1.0,1.0,4.0,,1.0,2.0,2.0,,,,,,,,1.0,1.0,0.2222222222222222,1.0,,0.2222222222222222,,0.75,0.45,0.09090909090909091,0.5,0.07142857142857142,,,0.125,0.09090909090909091,0.5,1.0,,0.25,,,,0.2,0.5,0.5,1.0,,,,0.5,,,0.14285714285714285,,0.5,24.066666666666666,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1721,1610612758,Keon Clark,Keon Clark,1721,SAC,10355.0,173,12,332,331,96,105,47,663,17.0,8.0,5.0,15.0,4.0,9.0,20.0,41,15.0,55.0,367,11.0,,8.0,3.0,12.0,7.0,13.0,26.0,3.0,4.0,2.0,9.0,11.0,23,30,14.0,44,2.0,1.0,13.0,16.0,30.0,21.0,9.0,8.0,2.0,8.0,13.0,96,0.65,0.7647058823529411,0.4878048780487805,0.25,0.4878048780487805,0.25,0.55,0.36363636363636365,0.40625,16.40625,0.15384615384615385,0.17424242424242425,0.1,0.16470588235294117,0.08917197452229299,0.14285714285714285,0.04081632653061224,0.1935483870967742,0.17647058823529413,0.4146341463414634,0.36585365853658536,0.3333333333333333,0.4166666666666667,0.4,0.21951219512195122,0.4444444444444444,0.5,0.75,0.7272727272727273,0.4146341463414634,0.4668195121951219,0.5097999999999999,0.43604166666666666,0.19148936170212766,0.19148936170212766,0.14545454545454545,0.23636363636363636,5.965853658536586,0.2891566265060241,11.0,3.0,5.0,,,,,,,,,,,,4.0,,,,,14.0,,,,,7.0,1.0,1.0,,1.0,,3.0,5.0,3.0,3.0,,4.0,11.0,1.0,1.0,4.0,3.0,1.0,,,,,,0.36363636363636365,0.36363636363636365,,0.17073170731707318,0.17647058823529413,0.13157894736842105,0.06382978723404255,0.041666666666666664,0.15151515151515152,0.11428571428571428,0.6470588235294118,0.7857142857142857,0.7272727272727273,,,,,,,,,,,,,0.4166666666666667,0.6,,,,,,,1.0,5.0,3.0,,,,4.0,6.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,0.2,0.1111111111111111,0.2,0.15384615384615385,0.08695652173913043,0.3333333333333333,0.21428571428571427,0.5,0.5,0.25,,,,,True,,,,
754,1610612758,Jim Jackson,Jim Jackson,754,SAC,8332.0,139,23,263,260,59,61,40,523,9.0,2.0,9.0,16.0,3.0,11.0,19.0,36,3.0,68.0,278,4.0,,12.0,1.0,4.0,2.0,7.0,22.0,6.0,8.0,2.0,18.0,2.0,8,14,3.0,17,5.0,4.0,11.0,6.0,13.0,4.0,2.0,,,,7.0,59,0.5789473684210527,0.6470588235294118,0.5277777777777778,0.25,0.5909090909090909,0.35714285714285715,0.5964912280701754,0.6666666666666666,0.4375,22.14983713355049,0.45454545454545453,0.07339449541284404,0.022727272727272728,0.08633093525179857,0.024390243902439025,0.03571428571428571,,0.12,0.05,0.16363636363636364,0.2909090909090909,0.5625,0.6,0.4444444444444444,0.2,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2222222222222222,0.509090909090909,0.4834166666666667,0.5201357142857143,0.45194166666666663,0.03508771929824561,0.05263157894736842,0.17647058823529413,0.10294117647058823,8.744444444444444,0.22433460076045628,7.0,,,6.0,13.0,2.0,4.0,3.0,6.0,1.0,1.0,2.0,9.0,19.0,3.0,2.0,5.0,1.0,3.0,16.0,27.0,,5.0,3.0,2.0,2.0,1.0,1.0,,4.0,1.0,4.0,7.0,7.0,,1.0,6.0,2.0,,2.0,,,1.0,0.47368421052631576,0.4,0.3333333333333333,0.5,0.75,0.6666666666666666,0.34545454545454546,0.05555555555555555,0.1111111111111111,0.13333333333333333,0.02857142857142857,0.0625,0.08333333333333333,0.10344827586206896,0.7777777777777778,0.875,0.7142857142857143,0.23636363636363636,0.46153846153846156,0.46153846153846156,1.0,0.10909090909090909,0.5,0.5,1.0,0.4444444444444444,0.5,1.0,0.1111111111111111,,,0.2857142857142857,0.5,0.6,24.663157894736845,1.0,,1.0,1.0,,,,0.14285714285714285,2.0,4.0,2.0,1.0,1.0,3.0,,,,,0.0625,,0.2,0.043478260869565216,,1.0,0.041666666666666664,,1.0,0.5,1.0,,,,True,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,2433.0,41,-10,77,81,27,34,9,158,2.0,,,2.0,1.0,3.0,2.0,7,3.0,10.0,103,,,,1.0,2.0,2.0,7.0,2.0,3.0,4.0,,9.0,,3,6,,6,,,,1.0,5.0,4.0,1.0,1.0,,1.0,7.0,27,0.5,0.5,0.2857142857142857,0.5,0.3181818181818182,0.625,0.38461538461538464,,0.7,15.116279069767442,,0.09375,,0.14634146341463414,,,,0.08333333333333333,0.09090909090909091,0.18181818181818182,0.18181818181818182,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,0.5454545454545454,0.5012227272727272,,0.5391375,0.08333333333333333,0.125,,0.7,11.271428571428572,0.35064935064935066,1.0,1.0,1.0,,,,,1.0,4.0,,1.0,2.0,1.0,4.0,,,,1.0,2.0,2.0,3.0,,4.0,1.0,,1.0,,1.0,1.0,2.0,,3.0,1.0,1.0,,,,,,,1.0,1.0,1.0,0.25,,0.5,0.25,,,0.36363636363636365,,,0.3333333333333333,,,0.1111111111111111,0.42857142857142855,0.5,0.5,1.0,,,,,0.36363636363636365,0.25,0.25,1.0,,,,,0.25,1.0,0.5,0.5,0.25,24.925,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,4672.0,78,2,159,158,42,49,21,317,8.0,3.0,,3.0,1.0,6.0,6.0,17,9.0,24.0,172,3.0,1.0,10.0,2.0,6.0,3.0,10.0,2.0,11.0,13.0,5.0,28.0,3.0,3,4,5.0,9,2.0,2.0,5.0,1.0,6.0,9.0,4.0,2.0,,2.0,10.0,42,0.16666666666666666,0.3333333333333333,0.35294117647058826,0.3333333333333333,0.3125,0.35,0.42857142857142855,1.0,0.45454545454545453,18.0327868852459,0.4,0.05,0.05172413793103448,0.047619047619047616,0.06097560975609756,,,,0.06896551724137931,0.3333333333333333,0.125,,,,0.25,0.16666666666666666,0.16666666666666666,,0.6,0.625,0.50720625,0.5501199999999999,0.5084,0.14814814814814814,0.2,0.4166666666666667,0.4166666666666667,8.258823529411764,0.2641509433962264,5.0,2.0,3.0,1.0,4.0,1.0,1.0,,3.0,1.0,,1.0,1.0,7.0,3.0,1.0,2.0,1.0,4.0,10.0,3.0,,3.0,,2.0,2.0,,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.25,0.14285714285714285,1.0,0.9,0.2916666666666667,0.11764705882352941,0.25,0.041666666666666664,0.08333333333333333,0.07142857142857142,0.05555555555555555,0.045454545454545456,0.625,0.8333333333333334,0.2,0.16666666666666666,0.25,0.25,1.0,0.125,,,,0.2,1.0,1.0,0.2,0.3,0.6666666666666666,0.1,,,23.685714285714283,3.0,,,,1.0,,,0.3,3.0,6.0,,1.0,,,1.0,1.0,2.0,,,,,0.3,0.1,,0.06666666666666667,1.0,1.0,,,1.0,0.3333333333333333,,True,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,7308.0,122,16,236,235,66,66,38,471,12.0,1.0,3.0,10.0,8.0,15.0,20.0,37,12.0,67.0,252,5.0,,6.0,6.0,14.0,5.0,23.0,24.0,6.0,11.0,2.0,27.0,4.0,10,12,7.0,19,2.0,,2.0,6.0,11.0,13.0,6.0,,,,23.0,66,0.6,0.7058823529411765,0.5405405405405406,0.42857142857142855,0.5092592592592593,0.5,0.559322033898305,0.5,0.55,21.863799283154123,1.0,0.11235955056179775,0.047619047619047616,0.10344827586206896,0.058333333333333334,0.10344827586206896,0.027777777777777776,0.1,0.13333333333333333,0.2222222222222222,0.18518518518518517,0.3,0.3333333333333333,,0.2777777777777778,0.5333333333333333,0.5333333333333333,0.5,0.16666666666666666,0.5370370370370371,0.4912638888888889,0.4615833333333333,0.5007083333333333,0.10344827586206896,0.14634146341463414,0.08955223880597014,0.34328358208955223,9.237837837837839,0.2796610169491525,9.0,3.0,6.0,2.0,5.0,,,3.0,12.0,1.0,2.0,3.0,5.0,17.0,3.0,,1.0,2.0,4.0,16.0,12.0,3.0,12.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,,,,1.0,,1.0,,0.8,0.29411764705882354,,0.5,0.29411764705882354,0.6,0.5,0.3148148148148148,0.05405405405405406,0.08333333333333333,0.07407407407407407,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.08,0.75,0.8181818181818182,0.8888888888888888,0.09259259259259259,0.4,0.4,1.0,0.2222222222222222,0.25,0.25,0.6666666666666666,,,,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.25,24.670588235294115,1.0,,2.0,,2.0,,,0.05555555555555555,1.0,6.0,,2.0,,,,,,,0.1,,,,0.1111111111111111,,0.07692307692307693,,1.0,,,,,1.0,True,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,294.0,5,4,10,10,10,8,1,20,1.0,,,1.0,1.0,1.0,2.0,3,2.0,6.0,7,1.0,,,2.0,3.0,2.0,6.0,,,,,,,1,2,1.0,3,,,,,,2.0,1.0,,,,6.0,10,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,,0.75,36.36363636363637,,0.25,,0.4,0.3333333333333333,,,1.0,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,0.47266666666666673,,0.47266666666666673,0.25,0.25,,1.0,7.366666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,1072.0,18,12,32,32,3,6,6,64,4.0,2.0,2.0,2.0,,,4.0,6,2.0,10.0,33,3.0,2.0,8.0,,,,,,,,,,1.0,1,2,4.0,6,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,3,,,0.6666666666666666,,0.6666666666666666,,0.625,1.0,,18.42105263157895,,0.07142857142857142,0.125,0.06666666666666667,0.2857142857142857,,,0.2,,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,0.6666666666666666,0.5367333333333333,0.5826,,0.14285714285714285,0.14285714285714285,0.8,,2.1999999999999997,0.09375,2.0,,,,,,,,,,,,,,3.0,,,,,8.0,,,,,2.0,,,,,,3.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,0.3333333333333333,0.5,,0.5,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,,,,,,1.0,,,,0.5,0.25,0.6,,,1.0,1.0,,,,,,True,,,,
