EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,Defensive 3 Seconds Violations,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,LostBallOutOfBoundsTurnovers,on
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,18526.0,309.0,-49.0,567.0,565,138.0,216,64.0,1132,25.0,45.0,4.0,8.0,5.0,8.0,6.0,19.0,27.0,54.0,1.0,2.0,15.0,45.0,1.0,2.0,4.0,12.0,58.0,118.0,16.0,47.0,58.0,222.0,612,6.0,11.0,1.0,2.0,4.0,19.0,11.0,24.0,4.0,12.0,25.0,59.0,44.0,72.0,27.0,21.0,8.0,1.0,44.0,15.0,4.0,3.0,25.0,8.0,33.0,4.0,4.0,13.0,4.0,8.0,74.0,3.0,6.0,1.0,13.0,22.0,2.0,37.0,10.0,47.0,4.0,14.0,8.0,6.0,18.0,2.0,13.0,8.0,5.0,26.0,8.0,6.0,16.0,1.0,6.0,75.0,6.0,25.0,5.0,8.0,6.0,4.0,1.0,1.0,6.0,4.0,59.0,138.0,1.0,0.3793103448275862,0.4074074074074074,0.5625,0.3404255319148936,0.5,0.3333333333333333,0.34782608695652173,0.4915254237288136,0.5454545454545454,0.4583333333333333,0.49696969696969695,0.5769230769230769,0.4722222222222222,0.5634517766497462,0.59375,0.59,0.28484848484848485,0.06382978723404255,0.03389830508474576,0.044444444444444446,0.05263157894736842,0.018518518518518517,0.06666666666666667,34.789391575663025,0.6923076923076923,0.08,0.07692307692307693,0.11398963730569948,0.030612244897959183,0.17567567567567569,0.04411764705882353,0.13108614232209737,0.03409090909090909,0.04918032786885246,0.045454545454545456,0.01098901098901099,0.0196078431372549,0.11764705882352941,0.13793103448275862,0.09433962264150944,0.10975609756097561,0.17307692307692307,0.18181818181818182,0.04938271604938271,0.6666666666666666,0.2727272727272727,0.5555555555555556,0.5813953488372093,0.32,0.11515151515151516,0.3157894736842105,0.3333333333333333,0.16666666666666666,0.32727272727272727,0.5,0.5094339622641509,0.48148148148148145,0.012121212121212121,0.5,0.5,1.0,0.2727272727272727,0.3333333333333333,0.35714285714285715,0.5333333333333333,0.6153846153846154,0.5,0.25,0.15384615384615385,0.5,1.0,0.2222222222222222,0.625,0.3333333333333333,0.3333333333333333,0.5575757575757576,0.3409090909090909,0.4840733128834355,0.4931125,0.4797544117647059,0.15873015873015872,0.18248175182481752,0.09615384615384616,0.08558558558558559,0.26576576576576577,10.052542372881357,26.580851063829787,0.24338624338624337,,,,,,,,,,,,,,True
1521,1610612753,Jacque Vaughn,Jacque Vaughn,1521,ORL,7107.0,118.0,-15.0,215.0,211,26.0,60,26.0,426,6.0,13.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,13.0,,1.0,,,,,,,10.0,29.0,,1.0,10.0,30.0,224,1.0,1.0,,1.0,,2.0,1.0,1.0,,,4.0,6.0,2.0,18.0,,,,,,,5.0,,17.0,4.0,21.0,4.0,,6.0,1.0,10.0,46.0,1.0,,,,5.0,,5.0,1.0,6.0,,4.0,3.0,1.0,6.0,2.0,3.0,3.0,3.0,9.0,1.0,3.0,18.0,,1.0,13.0,,5.0,,1.0,,,,,1.0,,6.0,26.0,3.0,0.1,0.1,,,,,,0.3448275862068966,1.0,1.0,0.3333333333333333,0.5,1.0,0.4027777777777778,0.5,0.75,0.03333333333333333,,0.1724137931034483,0.38461538461538464,,,,18.36734693877551,0.6666666666666666,,,0.05952380952380952,,,0.05555555555555555,0.049019607843137254,0.01,,,,0.07692307692307693,,0.03333333333333333,0.1,0.058823529411764705,,,,,0.43333333333333335,0.46153846153846156,0.75,,0.1,0.3333333333333333,0.3333333333333333,,0.43333333333333335,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.03333333333333333,,,,,,,,0.5,1.0,,,,,1.0,1.0,,,0.4666666666666667,,0.501295,0.539425,0.6213,0.14285714285714285,0.14705882352941177,,0.06666666666666667,0.2,9.289655172413791,24.5,0.12093023255813953,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,True
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,9413.0,157.0,-42.0,299.0,295,93.0,142,26.0,594,2.0,4.0,1.0,1.0,,1.0,2.0,3.0,2.0,8.0,2.0,5.0,2.0,12.0,,1.0,,4.0,6.0,15.0,4.0,17.0,4.0,28.0,341,1.0,1.0,,1.0,,2.0,1.0,5.0,1.0,6.0,3.0,8.0,6.0,6.0,12.0,,2.0,,12.0,2.0,2.0,,5.0,,5.0,,,,2.0,3.0,10.0,1.0,2.0,1.0,1.0,12.0,1.0,14.0,4.0,18.0,,2.0,2.0,,3.0,1.0,1.0,2.0,2.0,5.0,2.0,12.0,24.0,,1.0,4.0,2.0,2.0,,1.0,3.0,1.0,1.0,1.0,3.0,2.0,8.0,93.0,4.0,0.5,0.6,1.0,0.23529411764705882,,0.16666666666666666,0.23529411764705882,0.4,1.0,0.2,0.375,0.5,0.22727272727272727,0.42424242424242425,0.5,0.3333333333333333,0.53125,,0.13333333333333333,0.5,,,,11.411411411411411,0.6,0.0625,0.25,0.13333333333333333,0.021739130434782608,0.030303030303030304,0.023255813953488372,0.10569105691056911,0.022222222222222223,,,0.043478260869565216,,0.08333333333333333,0.28,,0.13513513513513514,0.05,,,0.6666666666666666,0.125,0.5,1.0,0.5,0.09375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.25,0.5,0.15625,0.4,0.4,1.0,0.375,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,,0.5,,,0.09090909090909091,,0.36363636363636365,,0.65625,0.16666666666666666,0.49035937500000004,0.5386500000000001,0.47754545454545455,0.0625,0.13333333333333333,,0.07142857142857142,0.2857142857142857,11.366666666666667,25.058823529411764,0.3110367892976589,,2.0,,,,,1.0,2.0,2.0,0.18181818181818182,0.5,,,True
1921,1610612753,Gordan Giricek,Gordan Giricek,1921,ORL,12886.0,215.0,-25.0,399.0,396,90.0,142,50.0,795,7.0,11.0,,,2.0,4.0,3.0,6.0,10.0,20.0,1.0,4.0,4.0,11.0,,1.0,,3.0,20.0,37.0,5.0,15.0,9.0,64.0,422,,1.0,,1.0,1.0,1.0,3.0,7.0,,4.0,6.0,12.0,22.0,18.0,15.0,,,,11.0,4.0,2.0,,5.0,2.0,7.0,2.0,,4.0,,1.0,16.0,1.0,2.0,,5.0,6.0,6.0,17.0,3.0,20.0,1.0,2.0,1.0,1.0,7.0,2.0,4.0,5.0,3.0,12.0,4.0,9.0,25.0,1.0,1.0,11.0,1.0,3.0,,3.0,1.0,,,1.0,1.0,,12.0,90.0,8.0,0.55,0.55,1.0,0.3333333333333333,,,0.3333333333333333,0.5405405405405406,,0.42857142857142855,0.5288461538461539,,0.2727272727272727,0.5614035087719298,0.16666666666666666,0.42857142857142855,0.28846153846153844,,0.05405405405405406,0.09090909090909091,0.16666666666666666,,,15.198237885462555,0.5833333333333334,0.3,,0.04477611940298507,0.013605442176870748,0.1,0.023809523809523808,0.059782608695652176,0.015873015873015872,0.02040816326530612,0.027777777777777776,,0.030303030303030304,,0.023809523809523808,0.09090909090909091,0.03389830508474576,0.08571428571428572,0.13333333333333333,0.041666666666666664,,0.21153846153846154,0.6363636363636364,0.7,0.2857142857142857,0.11538461538461539,0.5,0.6,0.6666666666666666,0.38461538461538464,0.5,0.5,0.7,0.07692307692307693,0.25,0.25,1.0,0.21153846153846154,0.36363636363636365,0.36363636363636365,1.0,,,,0.5,,,0.36363636363636365,0.5,0.2727272727272727,,0.5,0.36363636363636365,0.4556451923076923,0.44189999999999996,0.45981363636363626,0.05555555555555555,0.07692307692307693,,0.015625,0.1875,10.737837837837837,25.906666666666673,0.22556390977443608,,,,,,,,1.0,,0.09090909090909091,,1.0,,True
2400,1610612753,Drew Gooden,Drew Gooden,2400,ORL,13290.0,222.0,-39.0,403.0,401,81.0,151,52.0,804,21.0,37.0,10.0,16.0,1.0,3.0,6.0,23.0,7.0,24.0,,2.0,,,,,,,34.0,84.0,,2.0,20.0,88.0,440,12.0,22.0,,,9.0,33.0,3.0,11.0,,,10.0,16.0,32.0,36.0,,,22.0,,,,11.0,,2.0,1.0,3.0,1.0,,,,2.0,7.0,3.0,21.0,1.0,10.0,33.0,11.0,54.0,25.0,79.0,5.0,3.0,3.0,,5.0,1.0,1.0,6.0,4.0,11.0,4.0,6.0,22.0,1.0,3.0,30.0,4.0,14.0,,3.0,4.0,3.0,,1.0,5.0,2.0,16.0,81.0,8.0,0.47058823529411764,0.6956521739130435,,,,,,0.40476190476190477,0.5454545454545454,0.2727272727272727,0.3953488372093023,0.5454545454545454,0.2727272727272727,0.4444444444444444,0.5892857142857143,0.4444444444444444,0.023255813953488372,,0.13095238095238096,0.1891891891891892,0.13043478260869565,0.041666666666666664,,23.91304347826087,0.45454545454545453,0.6875,0.08333333333333333,0.22602739726027396,0.14482758620689656,0.19230769230769232,0.07317073170731707,0.21717171717171718,0.12903225806451613,0.15217391304347827,0.1388888888888889,0.14285714285714285,0.0967741935483871,,0.13333333333333333,0.32432432432432434,0.234375,0.17647058823529413,0.2222222222222222,0.12195121951219512,0.4,0.43023255813953487,0.5675675675675675,0.7,0.42857142857142855,0.26744186046511625,0.2608695652173913,0.3,0.3333333333333333,0.27906976744186046,0.2916666666666667,0.30434782608695654,0.7142857142857143,0.023255813953488372,,,,,,,,0.7272727272727273,0.625,,,,,0.2727272727272727,0.3333333333333333,,,0.45348837209302323,,0.4765098837209301,0.5330263157894738,0.43833636363636364,0.14583333333333334,0.14893617021276595,,0.375,0.18181818181818182,7.43690476190476,23.0,0.20099255583126552,,2.0,,1.0,1.0,,,,,,,1.0,1.0,True
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,12571.0,210.0,-14.0,390.0,386,116.0,180,42.0,776,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,10.0,18.0,1.0,5.0,5.0,11.0,,2.0,1.0,1.0,14.0,25.0,6.0,16.0,16.0,62.0,418,,1.0,,2.0,2.0,2.0,3.0,4.0,1.0,2.0,14.0,23.0,14.0,14.0,6.0,12.0,,,11.0,5.0,4.0,,17.0,7.0,24.0,6.0,1.0,7.0,1.0,9.0,55.0,1.0,6.0,,4.0,5.0,1.0,10.0,7.0,17.0,,6.0,3.0,3.0,9.0,,8.0,7.0,1.0,16.0,4.0,2.0,22.0,,3.0,17.0,1.0,1.0,,6.0,,,,,,,23.0,116.0,4.0,0.5,0.5,0.3333333333333333,0.375,,0.5,0.375,0.56,,0.75,0.5609756097560976,,0.75,0.6170212765957447,,0.8333333333333334,0.3902439024390244,,0.16,0.5,,0.05555555555555555,,14.350797266514807,0.5625,0.05,,0.03968253968253968,0.049586776859504134,0.07017543859649122,0.018518518518518517,0.04918032786885246,0.04,0.027777777777777776,0.047619047619047616,0.0625,0.025,,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.10256410256410256,,,,0.14634146341463414,0.5,1.0,0.3333333333333333,0.024390243902439025,1.0,1.0,1.0,0.43902439024390244,0.5555555555555556,0.5882352941176471,0.5,0.12195121951219512,0.2,0.2,1.0,0.2682926829268293,0.45454545454545453,0.45454545454545453,0.2,0.3333333333333333,,,0.6666666666666666,,,0.16666666666666666,1.0,0.16666666666666666,1.0,0.5365853658536586,0.45454545454545453,0.48156707317073166,0.4517333333333333,0.5157666666666666,0.024390243902439025,0.04,,0.03225806451612903,0.3709677419354839,13.867999999999997,25.337499999999995,0.29743589743589743,,1.0,4.0,,,,,1.0,,0.16666666666666666,,2.0,2.0,True
43,1610612753,Chris Whitney,Chris Whitney,43,ORL,5602.0,93.0,-13.0,176.0,175,52.0,76,11.0,351,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,8.0,1.0,4.0,2.0,4.0,,1.0,,,3.0,10.0,3.0,8.0,,15.0,182,1.0,1.0,,1.0,,2.0,1.0,2.0,,,,2.0,6.0,,9.0,,,,4.0,2.0,,,6.0,1.0,7.0,,1.0,4.0,,2.0,15.0,2.0,,,,6.0,,6.0,2.0,8.0,,2.0,2.0,,1.0,,1.0,,,1.0,1.0,5.0,21.0,,,,,,,,2.0,1.0,,1.0,2.0,1.0,2.0,52.0,7.0,1.0,1.0,1.0,0.375,,,0.375,0.3,1.0,0.5,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,0.4444444444444444,,,,,,,9.844559585492227,1.0,,,0.12244897959183673,,,0.0625,0.08108108108108109,0.02247191011235955,,,,0.08333333333333333,,0.09090909090909091,0.05,0.2222222222222222,,,,0.5,0.1111111111111111,1.0,1.0,1.0,,,,,0.4444444444444444,0.125,0.125,1.0,0.2222222222222222,0.25,0.25,1.0,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,0.5,1.0,,,0.5555555555555556,0.5,0.48839444444444446,,0.4717,,,,0.13333333333333333,0.13333333333333333,14.710000000000003,24.9875,0.29545454545454547,,,,,,,,,,,,,,True
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,6299.0,105.0,4.0,183.0,184,33.0,46,28.0,367,10.0,16.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,12.0,20.0,,,4.0,28.0,177,2.0,5.0,,,2.0,6.0,1.0,3.0,,,2.0,4.0,18.0,6.0,,,4.0,,,,1.0,,2.0,,2.0,,,,,2.0,4.0,1.0,6.0,1.0,2.0,12.0,1.0,15.0,8.0,23.0,2.0,2.0,2.0,,3.0,1.0,1.0,6.0,2.0,9.0,2.0,11.0,24.0,3.0,3.0,5.0,1.0,3.0,,,5.0,4.0,,1.0,5.0,3.0,4.0,33.0,2.0,0.75,0.9,,,,,,0.6,0.4,0.3333333333333333,0.6,0.4,0.3333333333333333,0.6363636363636364,0.5,0.5,,,0.05,0.0625,,,,14.55399061032864,0.3333333333333333,0.2,0.3333333333333333,0.15789473684210525,0.08571428571428572,0.07692307692307693,0.06666666666666667,0.13725490196078433,0.08235294117647059,0.13043478260869565,0.06666666666666667,0.0625,0.09090909090909091,,,0.2857142857142857,0.23529411764705882,0.047619047619047616,0.2,0.2857142857142857,0.6,0.8,0.625,0.6666666666666666,0.7,0.15,0.3333333333333333,0.3333333333333333,1.0,0.05,1.0,1.0,1.0,,,,,,,,,1.0,0.4,,,,,1.0,0.3333333333333333,,,0.8,,0.538675,0.55228,0.5322666666666667,0.13636363636363635,0.13636363636363635,,0.21428571428571427,0.14285714285714285,2.12,,0.18032786885245902,,1.0,,,,,,,,,,1.0,1.0,True
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,1409.0,23.0,-30.0,42.0,45,4.0,7,5.0,87,2.0,4.0,,1.0,,,,2.0,,,,,,,,,,,2.0,6.0,,,,4.0,69,,1.0,,,,,,,,,,,4.0,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,8.0,3.0,,3.0,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,4.0,3.0,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.2857142857142857,,,,,0.16666666666666666,0.25,,,,17.02127659574468,,,,0.07692307692307693,0.06666666666666667,,,0.05555555555555555,0.047619047619047616,0.2,,,,,,,0.25,,,,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.6666666666666666,,0.5053333333333333,0.6157,,0.2857142857142857,0.2857142857142857,,,,1.7,,0.09523809523809523,,,,,,,,,,,,,,True
2469,1610612753,Pat Burke,Pat Burke,2469,ORL,1425.0,24.0,-12.0,43.0,45,7.0,21,5.0,88,1.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,4.0,6.0,,,1.0,9.0,51,,,,,,,1.0,1.0,,,,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,4.0,1.0,5.0,,1.0,1.0,,2.0,,2.0,1.0,,3.0,,5.0,8.0,1.0,,2.0,,1.0,,,,,,,,,2.0,7.0,,0.75,0.75,,,,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.6428571428571429,,1.0,,,,,,,,20.833333333333336,0.6666666666666666,,,0.2727272727272727,0.058823529411764705,0.125,,0.21052631578947367,0.047619047619047616,0.3333333333333333,,,,,0.5,0.2,0.25,,1.0,,,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,0.16666666666666666,,0.43755000000000005,,0.6073,0.14285714285714285,0.14285714285714285,,,0.2222222222222222,9.049999999999999,,0.16279069767441862,,,,,,,,,,,,,1.0,True
