EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,FTDefRebounds,BadPassTurnovers,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,Avg3ptShotDistance,ThreePtAssists,Corner3Assists,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,HeaveAttempts,Travels,Defensive 3 Seconds Violations,Arc3Assists,AtRimPctBlocked,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,BlockedShortMidRange,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,on,SecondChanceArc3FGA,SecondChanceFG3A,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SelfOReb,SelfORebPct
1531,1610612750,Marc Jackson,Marc Jackson,1531,MIN,2261.0,38,-14,75,73,25,26,7.0,148,4.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,7.0,11,5.0,19,78,2.0,3.0,2.0,6.0,3.0,3.0,1.0,7.0,10.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,6.0,4.0,3.0,4.0,7.0,4.0,11.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,6.0,2.0,6.0,2.0,4.0,1.0,7.0,25,1.0,0.7142857142857143,1.0,0.6363636363636364,0.6666666666666666,1.0,0.6363636363636364,0.6666666666666666,1.0,0.7307692307692307,1.0,1.1666666666666667,0.09090909090909091,0.25,20.731707317073173,0.5,0.21052631578947367,0.13333333333333333,0.3,0.2413793103448276,0.125,0.2,0.14285714285714285,0.09090909090909091,0.3333333333333333,0.16666666666666666,0.2,0.42857142857142855,0.45454545454545453,0.8,0.8,0.5,0.18181818181818182,0.5,0.5,1.0,0.36363636363636365,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.45454545454545453,0.49356363636363637,0.6520666666666667,0.5289,0.3076923076923077,0.3076923076923077,0.3157894736842105,0.3684210526315789,8.836363636363636,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,3083.0,51,-30,100,104,36,37,8.0,204,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,10,6.0,19,117,1.0,1.0,,2.0,2.0,3.0,4.0,8.0,8.0,2.0,,2.0,,,,,,1.0,,4.0,7.0,1.0,8.0,,,4.0,,,3.0,4.0,,,1.0,2.0,,6.0,,2.0,,8.0,36,1.0,0.8,0.8,0.5,1.0,0.6666666666666666,0.4642857142857143,1.0,0.4,0.5588235294117647,1.0,0.5714285714285714,0.2,0.2,19.09090909090909,1.0,0.1111111111111111,0.024390243902439025,,0.08163265306122448,0.02127659574468085,,,0.0625,,0.13333333333333333,0.15384615384615385,,0.21428571428571427,1.0,1.0,1.0,0.14285714285714285,0.5,1.0,,0.35714285714285715,0.2,0.25,1.0,1.0,1.0,0.2,1.0,0.5,0.4758928571428572,0.686,0.44414,0.125,0.16666666666666666,0.10526315789473684,0.42105263157894735,10.55,0.36,1.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.25,0.25,0.2857142857142857,0.5,0.75,0.07142857142857142,1.0,1.0,1.0,0.21428571428571427,1.0,0.4,24.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,2396.0,40,-12,77,76,18,22,5.0,153,1.0,1.0,,,,,1.0,1.0,3.0,4.0,5.0,6,1.0,11,89,,,,,,,,,10.0,,,,2.0,3.0,,1.0,7.0,,,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,2.0,,1.0,,,18,,1.0,1.0,0.8333333333333334,,,0.5,,,0.5,,,,,13.253012048192772,,0.038461538461538464,,,0.030303030303030304,,,,,0.2,,,,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.4,0.75,0.75,1.0,,,,,0.5,0.4758000000000001,,0.59895,0.09090909090909091,0.14285714285714285,,,15.25,0.23376623376623376,,1.0,3.0,1.0,,4.0,1.0,,3.0,,,,,,,0.4,,,0.1,,,,0.3,,1.0,24.175,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
393,1610612750,Rod Strickland,Rod Strickland,393,MIN,4436.0,74,-28,143,143,44,48,10.0,286,3.0,4.0,,,,1.0,4.0,9.0,4.0,8.0,11.0,21,6.0,28,159,1.0,1.0,,2.0,3.0,7.0,4.0,10.0,6.0,16.0,,1.0,17.0,17.0,4.0,3.0,34.0,,2.0,4.0,6.0,,6.0,4.0,2.0,5.0,1.0,3.0,1.0,8.0,,4.0,1.0,5.0,1.0,6.0,,1.0,,10.0,44,,0.2727272727272727,0.2727272727272727,0.5238095238095238,1.0,0.42857142857142855,0.5238095238095238,1.0,0.42857142857142855,0.5833333333333334,1.0,0.5555555555555556,0.047619047619047616,,20.77922077922078,0.625,0.08163265306122448,,0.1111111111111111,0.08955223880597014,,,,,0.09090909090909091,0.1,0.05555555555555555,,0.19047619047619047,0.75,0.75,,0.42857142857142855,0.4444444444444444,0.5,,0.38095238095238093,0.5,0.5,0.75,,,0.14285714285714285,,0.19047619047619047,0.4253761904761904,0.395,0.3927571428571429,0.045454545454545456,0.045454545454545456,0.07142857142857142,0.35714285714285715,11.276190476190475,0.3076923076923077,,,,,,,,,,,4.0,2.0,,,,,0.1111111111111111,,,,,,,,,,,,10.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
693,1610612750,Joe Smith,Joe Smith,693,MIN,797.0,13,-12,25,27,7,9,1.0,52,,,,,,,1.0,1.0,1.0,3.0,2.0,4,2.0,6,31,,,,,1.0,1.0,,2.0,4.0,,,,,,,,,,,2.0,2.0,,2.0,,,,1.0,1.0,,1.0,,,2.0,6.0,,2.0,,1.0,,2.0,7,,1.0,1.0,0.5,,1.0,0.5,,1.0,0.6,,1.0,,,23.076923076923077,,0.2222222222222222,,,0.15384615384615385,,,,,,,0.5,,,,,,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.38985000000000003,,0.3831,0.2,0.2,,0.3333333333333333,16.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,3674.0,61,-22,116,117,35,39,7.0,233,1.0,1.0,,,,,5.0,15.0,6.0,13.0,12.0,29,3.0,27,136,,3.0,2.0,2.0,4.0,9.0,2.0,10.0,14.0,10.0,,1.0,10.0,10.0,5.0,1.0,20.0,2.0,4.0,10.0,15.0,2.0,17.0,,,1.0,1.0,2.0,,3.0,,2.0,6.0,8.0,,4.0,,1.0,,10.0,35,1.0,0.5833333333333334,0.5833333333333334,0.41379310344827586,,0.4444444444444444,0.4,,0.4,0.421875,0.25,0.45454545454545453,0.034482758620689655,,28.45528455284553,0.3333333333333333,0.24390243902439024,0.046511627906976744,0.26666666666666666,0.25,0.04,0.2,0.05555555555555555,,0.2,0.3333333333333333,0.15384615384615385,0.3333333333333333,0.03333333333333333,1.0,1.0,1.0,0.5,0.3333333333333333,0.35714285714285715,0.4,0.43333333333333335,0.46153846153846156,0.46153846153846156,0.6666666666666666,,,,,0.06666666666666667,0.39017931034482767,0.3688,0.3978888888888889,0.03225806451612903,0.03333333333333333,0.07407407407407407,0.37037037037037035,13.217241379310343,0.3017241379310345,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,0.03333333333333333,0.06666666666666667,0.14285714285714285,,,,,0.03333333333333333,,0.1,42.9,,,4.0,,,,1.0,1.0,,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,1110.0,18,-11,40,38,16,16,3.0,78,1.0,3.0,,1.0,,,1.0,3.0,,,2.0,6,1.0,5,34,,2.0,,,,1.0,1.0,1.0,4.0,,,4.0,,1.0,,,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,4.0,1.0,2.0,,,,1.0,16,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.35714285714285715,,0.25,0.6666666666666666,,20.930232558139537,0.5,0.09090909090909091,0.058823529411764705,,0.0625,0.05555555555555555,0.3333333333333333,,,,,0.14285714285714285,,0.5,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,,,,,0.5,,,,0.5,0.4877166666666666,0.46655,0.4055,,,,0.2,2.8000000000000003,0.4,,,,,,,,,,,,1.0,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
383,1610612750,Kendall Gill,Kendall Gill,383,MIN,2169.0,36,7,70,66,22,23,6.0,136,,1.0,,,,1.0,,3.0,1.0,3.0,1.0,7,,5,65,,,,,1.0,2.0,,5.0,2.0,,,1.0,1.0,1.0,,,2.0,,2.0,,3.0,,3.0,1.0,,,,,,,,,,5.0,,,,,,5.0,22,1.0,1.0,1.0,0.14285714285714285,,0.5,0.2777777777777778,,0.8333333333333334,0.2777777777777778,,0.8333333333333334,0.14285714285714285,,11.842105263157894,,,,0.2,0.05714285714285714,,,,,,,,0.2,0.1111111111111111,,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,0.3333333333333333,0.44278333333333325,,0.5191833333333333,,,,1.0,12.4,0.3142857142857143,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,1.0,0.5,0.5,0.2222222222222222,0.3333333333333333,0.25,0.1111111111111111,,,,0.1111111111111111,,0.3333333333333333,24.05,,,1.0,1.0,,,1.0,,,1.0,1.0,0.2,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,412.0,7,-9,12,13,1,2,,25,1.0,1.0,,,,,,1.0,,,1.0,2,,5,19,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,3.0,1,,1.0,1.0,0.5,,,0.625,,0.75,0.625,,0.75,,,41.66666666666667,1.0,,,,,,,,,,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,0.75,0.4228,,0.22515000000000002,,,,0.6,4.9,0.08333333333333333,,,2.0,2.0,1.0,2.0,2.0,,2.0,,,,,0.5,0.5,0.5,,,,,,,0.5,,1.0,29.15,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,0.5,0.5,0.5,,0.5,0.5,3.0,,,,True,,,,,,,,,,,,,,,,,,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,1842.0,31,-9,57,58,16,18,3.0,115,2.0,4.0,,,,,,1.0,1.0,3.0,3.0,8,,6,67,,,,,1.0,2.0,,2.0,6.0,,,3.0,,,,,,1.0,1.0,4.0,5.0,2.0,7.0,,,,,1.0,,1.0,,,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,16,1.0,1.0,1.0,0.375,,0.5,0.375,,0.5,0.375,,0.5,0.375,,14.754098360655737,,0.16666666666666666,0.047619047619047616,0.16666666666666666,0.16666666666666666,0.08,0.3333333333333333,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.5059374999999999,,0.425,0.125,0.125,,0.3333333333333333,7.2375,0.2807017543859649,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,0.5,,,,,,,,,,,,,1.0,0.25,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,
