EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Fg2aBlocked,FTOffRebounds,FTDefRebounds,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimPctAssisted,PtsUnassisted3s,HeaveAttempts,Corner3Assists,Technical Free Throw Trips,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,Fg3aBlocked,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedAtRim,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations
109,1610612747,Robert Horry,Robert Horry,109,LAL,5419.0,90.0,-7.0,182,180,57,47,22.0,362,3.0,5.0,1.0,2.0,1.0,6.0,1.0,9.0,4.0,3.0,12.0,10.0,1.0,7.0,175,1.0,3.0,4.0,1.0,3.0,6.0,9.0,8.0,3.0,11.0,3.0,3.0,2.0,3.0,25.0,1.0,3.0,5.0,7.0,12.0,4.0,16.0,1.0,4.0,2.0,2.0,6.0,5.0,1.0,6.0,1.0,4.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,57,3.0,1.0,1.0,0.25,0.3333333333333333,0.13636363636363635,0.14285714285714285,0.15217391304347827,0.1875,0.45454545454545453,14.009661835748794,1.0,0.1206896551724138,0.05263157894736842,0.3333333333333333,0.034482758620689655,0.1643835616438356,0.046511627906976744,0.08695652173913043,0.05,0.043478260869565216,0.11538461538461539,0.16666666666666666,0.3076923076923077,0.5,0.05555555555555555,1.0,0.22727272727272727,0.6,0.6,1.0,0.045454545454545456,0.2727272727272727,0.045454545454545456,0.4090909090909091,0.2857142857142857,0.5,0.5714285714285714,0.6818181818181818,0.47495,0.48212857142857146,0.42857142857142855,11.325000000000001,25.830000000000002,0.3131868131868132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,4518.0,75.0,33.0,142,142,42,34,20.0,284,4.0,4.0,2.0,2.0,5.0,6.0,4.0,7.0,4.0,8.0,15.0,11.0,2.0,27.0,116,3.0,4.0,4.0,,9.0,12.0,7.0,5.0,1.0,6.0,1.0,2.0,1.0,2.0,13.0,2.0,2.0,1.0,14.0,15.0,4.0,19.0,,3.0,2.0,1.0,,,,3.0,1.0,2.0,2.0,5.0,3.0,,3.0,2.0,3.0,1.0,9.0,42,1.0,0.75,0.8571428571428571,0.5333333333333333,0.75,0.4807692307692308,0.5625,0.5,0.5625,0.4230769230769231,17.75147928994083,,0.23728813559322035,0.03636363636363636,0.06666666666666667,0.10526315789473684,0.20270270270270271,0.05405405405405406,0.038461538461538464,0.047619047619047616,0.07142857142857142,0.18518518518518517,0.2962962962962963,0.08333333333333333,,,0.3333333333333333,0.15384615384615385,1.0,1.0,0.5,0.19230769230769232,0.23076923076923078,0.15384615384615385,0.2692307692307692,0.25,1.0,0.5,0.5769230769230769,0.496184,0.4736642857142857,0.3333333333333333,9.76666666666667,25.94545454545455,0.29577464788732394,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,6.0,1.0,4.0,9.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2727272727272727,0.25,0.2727272727272727,0.75,0.75,0.75,0.2,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.25,0.25,1.0,0.2857142857142857,0.2857142857142857,1.0,0.25,1.0,0.25,0.2857142857142857,0.4704333333333333,0.07407407407407407,0.125,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,6106.0,102.0,-18.0,202,205,59,56,24.0,407,5.0,8.0,2.0,3.0,5.0,3.0,,1.0,1.0,8.0,16.0,1.0,2.0,18.0,208,4.0,6.0,1.0,2.0,10.0,10.0,1.0,3.0,,3.0,,2.0,,1.0,6.0,2.0,3.0,1.0,6.0,9.0,6.0,15.0,,1.0,1.0,,2.0,2.0,,4.0,,2.0,8.0,18.0,6.0,,1.0,1.0,1.0,1.0,10.0,59,1.0,0.625,0.7142857142857143,0.5,0.6666666666666666,0.47058823529411764,0.5714285714285714,0.45,0.625,0.058823529411764705,10.526315789473685,0.5,0.08333333333333333,0.04225352112676056,0.09090909090909091,0.07142857142857142,0.08433734939759036,0.050505050505050504,0.037037037037037035,0.06451612903225806,0.045454545454545456,0.07142857142857142,0.0625,,0.25,,1.0,0.47058823529411764,0.625,0.7142857142857143,0.6,0.29411764705882354,0.17647058823529413,,0.058823529411764705,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.5294117647058824,0.47474375,0.4674333333333333,0.5555555555555556,5.8875,39.1,0.29207920792079206,2.0,3.0,1.0,2.0,,,,,2.0,3.0,4.0,,6.0,,2.0,,,2.0,,,,3.0,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.2,0.3333333333333333,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,0.6666666666666666,,,0.5299,0.15,0.15789473684210525,0.2222222222222222,3.0,1.0,2.0,2.0,0.1875,0.125,0.4,0.4,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,12949.0,216.0,,419,421,137,138,52.0,840,5.0,6.0,1.0,1.0,10.0,7.0,4.0,22.0,9.0,9.0,23.0,26.0,2.0,38.0,428,1.0,4.0,9.0,1.0,12.0,2.0,21.0,20.0,4.0,24.0,3.0,4.0,7.0,9.0,52.0,,1.0,5.0,30.0,37.0,1.0,38.0,,4.0,2.0,2.0,7.0,4.0,3.0,9.0,1.0,4.0,10.0,18.0,3.0,,5.0,4.0,5.0,4.0,12.0,137,,0.1111111111111111,0.1111111111111111,0.391304347826087,0.25,0.3673469387755102,0.4230769230769231,0.37,0.42857142857142855,0.5306122448979592,12.343096234309623,0.7777777777777778,0.19480519480519481,0.006993006993006993,0.16666666666666666,,0.19021739130434784,0.004975124378109453,,0.02040816326530612,,0.29850746268656714,0.15254237288135594,0.22727272727272727,,,0.8,0.12244897959183673,0.8333333333333334,1.0,,0.20408163265306123,0.14285714285714285,0.08163265306122448,0.4489795918367347,0.07692307692307693,1.0,0.6923076923076923,0.6530612244897959,0.47837916666666674,0.4358041666666667,0.3157894736842105,9.643478260869564,25.96923076923077,0.3269689737470167,,,3.0,1.0,1.0,5.0,3.0,6.0,,3.0,,3.0,16.0,15.0,,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,0.8333333333333334,0.23076923076923078,0.3333333333333333,0.24,,,,,0.03571428571428571,0.3,0.3,,0.14285714285714285,0.14285714285714285,1.0,0.25,0.25,1.0,0.22727272727272727,0.22727272727272727,0.8,,,0.3333333333333333,0.23809523809523808,0.35146666666666665,0.02,0.041666666666666664,,1.0,,2.0,,0.043478260869565216,0.16666666666666666,,0.15384615384615385,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,10368.0,173.0,15.0,334,334,106,105,40.0,668,15.0,23.0,2.0,7.0,30.0,41.0,5.0,23.0,3.0,42.0,94.0,28.0,25.0,151.0,341,7.0,28.0,6.0,12.0,38.0,38.0,23.0,12.0,2.0,14.0,1.0,7.0,3.0,2.0,30.0,1.0,4.0,2.0,9.0,12.0,5.0,17.0,,5.0,3.0,2.0,4.0,3.0,1.0,14.0,1.0,7.0,1.0,14.0,31.0,5.0,,,,,38.0,106,3.0,0.4523809523809524,0.4634146341463415,0.44680851063829785,0.25,0.5163934426229508,0.38235294117647056,0.5555555555555556,0.475,0.22950819672131148,39.31398416886543,0.2857142857142857,0.07692307692307693,0.037037037037037035,0.09523809523809523,0.02127659574468085,0.07971014492753623,0.03225806451612903,0.0425531914893617,0.02702702702702703,,0.05555555555555555,0.09090909090909091,0.06666666666666667,0.16666666666666666,,,0.1885245901639344,0.6521739130434783,0.7142857142857143,0.5333333333333333,0.2459016393442623,0.3360655737704918,0.040983606557377046,0.1885245901639344,0.20588235294117646,0.2857142857142857,0.08823529411764706,0.4180327868852459,0.45496680327868844,0.4428955882352941,0.25165562913907286,11.376595744680854,25.010714285714283,0.31736526946107785,4.0,6.0,11.0,16.0,3.0,11.0,2.0,14.0,7.0,13.0,17.0,4.0,46.0,18.0,2.0,11.0,,10.0,2.0,1.0,3.0,11.0,,0.42857142857142855,0.5,0.6666666666666666,0.5,0.5384615384615384,0.4375,0.5,0.09090909090909091,0.10526315789473684,0.36666666666666664,0.39285714285714285,0.36363636363636365,0.3902439024390244,0.3902439024390244,0.4375,0.6,0.6,0.6666666666666666,0.4782608695652174,0.5238095238095238,0.36363636363636365,0.375,0.6666666666666666,0.6666666666666666,0.4782608695652174,0.449355,0.09230769230769231,0.10784313725490197,0.11258278145695365,4.0,,1.0,5.0,0.0425531914893617,0.08695652173913043,0.06666666666666667,0.1,,1.0,24.0,,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.07142857142857142,0.08695652173913043,0.041666666666666664,0.0625,0.125,0.08823529411764706,0.6666666666666666,0.03571428571428571,,,,,,,,,,True,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,2548.0,42.0,13.0,81,86,37,60,7.0,167,1.0,4.0,1.0,4.0,3.0,10.0,,,,10.0,17.0,,3.0,23.0,82,4.0,9.0,,2.0,10.0,20.0,,,1.0,1.0,1.0,,,,3.0,,1.0,1.0,6.0,8.0,1.0,9.0,,,,,2.0,2.0,,2.0,,1.0,4.0,9.0,4.0,,1.0,,1.0,1.0,10.0,37,2.0,1.0,1.0,0.5882352941176471,0.4444444444444444,0.5882352941176471,0.4444444444444444,0.6052631578947368,0.5,,23.076923076923077,1.0,0.1875,0.038461538461538464,0.16666666666666666,,0.18421052631578946,0.02702702702702703,,,,0.14285714285714285,0.42857142857142855,0.25,,,1.0,0.23529411764705882,0.25,0.25,1.0,0.17647058823529413,0.5882352941176471,,,0.4444444444444444,0.25,,0.23529411764705882,0.4374823529411765,0.4866777777777778,0.43478260869565216,12.758823529411764,,0.4567901234567901,1.0,1.0,1.0,8.0,,,,,2.0,2.0,5.0,,,,,,,,,1.0,,2.0,,,,,,1.0,1.0,0.8333333333333334,,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.8,0.8,1.0,,,,,,,0.5,1.0,,,0.53555,0.10526315789473684,0.10526315789473684,0.21739130434782608,,,1.0,,,,,0.16666666666666666,,1.0,,,,,,,,,,1.0,,,,,,,0.14285714285714285,,,,,,1.0,,,,,,,,,True,,,,,,,
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,4476.0,75.0,-19.0,139,146,47,57,16.0,285,,,,,,3.0,,7.0,4.0,2.0,3.0,7.0,,10.0,152,1.0,1.0,4.0,,5.0,,7.0,5.0,1.0,6.0,,1.0,1.0,3.0,13.0,,2.0,1.0,2.0,3.0,2.0,5.0,,5.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,11.0,,,1.0,1.0,1.0,,5.0,47,2.0,,,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.7,9.433962264150942,0.4,0.038461538461538464,0.0392156862745098,0.1111111111111111,,0.04918032786885246,0.0273972602739726,0.038461538461538464,0.0625,,,0.1,,0.3333333333333333,,,,,,,,0.3,,0.7,,,0.8,0.7,0.4976444444444444,0.4736,0.5,17.866666666666667,26.942857142857147,0.3381294964028777,,,,2.0,,2.0,1.0,2.0,,,,1.0,4.0,6.0,,2.0,1.0,3.0,,,,,,1.0,0.2857142857142857,0.25,0.2857142857142857,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.2857142857142857,0.2857142857142857,1.0,,,0.25,0.2857142857142857,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,9128.0,152.0,5.0,292,287,96,87,43.0,579,24.0,31.0,7.0,8.0,39.0,1.0,,,,38.0,71.0,,31.0,107.0,307,12.0,18.0,,11.0,35.0,40.0,,11.0,5.0,16.0,4.0,7.0,1.0,3.0,37.0,5.0,14.0,3.0,33.0,39.0,22.0,61.0,4.0,4.0,2.0,2.0,2.0,,2.0,12.0,2.0,1.0,8.0,19.0,53.0,5.0,11.0,3.0,11.0,6.0,35.0,96,1.0,0.5263157894736842,0.6666666666666666,0.5352112676056338,0.6666666666666666,0.5352112676056338,0.6666666666666666,0.5631578947368421,0.603448275862069,,31.845238095238095,0.16666666666666666,0.28695652173913044,0.1414141414141414,0.12,0.13513513513513514,0.2571428571428571,0.13970588235294118,0.17391304347826086,0.09090909090909091,0.13793103448275862,0.35294117647058826,0.27906976744186046,0.1111111111111111,0.14285714285714285,0.125,0.5454545454545454,0.43661971830985913,0.7741935483870968,0.7741935483870968,0.4583333333333333,0.5492957746478874,0.014084507042253521,,,0.4444444444444444,0.875,,0.43661971830985913,0.4671647887323943,0.47242222222222213,0.32710280373831774,4.556338028169013,,0.3287671232876712,10.0,11.0,14.0,,,,,,11.0,13.0,29.0,,36.0,,16.0,,,10.0,1.0,2.0,5.0,24.0,,,,,,0.8461538461538461,0.8461538461538461,0.8529411764705882,0.125,0.14285714285714285,0.358974358974359,0.358974358974359,0.6428571428571429,,,,,,,,,,0.8461538461538461,0.9090909090909091,,,0.52186,0.26666666666666666,0.26666666666666666,0.27102803738317754,1.0,3.0,3.0,7.0,0.014084507042253521,,,0.5,0.16666666666666666,0.1,,,1.0,,,,,,,7.0,,1.0,,,,,0.15,,,,,,8.0,1.0,1.0,1.0,,,,,,True,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,6586.0,110.0,-26.0,218,213,68,64,26.0,431,1.0,4.0,,1.0,2.0,5.0,3.0,8.0,2.0,6.0,11.0,11.0,8.0,35.0,241,1.0,3.0,3.0,4.0,6.0,4.0,7.0,2.0,2.0,4.0,1.0,1.0,1.0,,10.0,2.0,,,2.0,2.0,2.0,4.0,1.0,5.0,,5.0,4.0,3.0,1.0,7.0,1.0,,6.0,10.0,10.0,1.0,,,,,6.0,68,1.0,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.3333333333333333,0.6136363636363636,0.16666666666666666,0.6730769230769231,0.375,0.5,13.524590163934427,0.5714285714285714,0.02631578947368421,,,0.07692307692307693,0.02247191011235955,0.020833333333333332,,,0.09523809523809523,0.03125,0.03571428571428571,,,0.1111111111111111,,0.18181818181818182,0.25,0.25,,0.09090909090909091,0.22727272727272727,0.13636363636363635,0.36363636363636365,0.16666666666666666,,0.3333333333333333,0.6818181818181818,0.5046499999999999,0.47381249999999997,0.17142857142857143,9.836363636363636,26.727272727272723,0.3119266055045872,,1.0,2.0,3.0,1.0,4.0,,5.0,,1.0,3.0,,8.0,15.0,,4.0,1.0,3.0,,,1.0,4.0,,1.0,0.45454545454545453,,0.5,,0.75,0.75,,,1.0,1.0,0.5,0.6,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,,,0.5714285714285714,0.5109,0.16,0.2857142857142857,0.08571428571428572,,,,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,0.5,0.16666666666666666,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,1717.0,29.0,1.0,53,55,19,22,6.0,108,1.0,2.0,,,1.0,1.0,,,,1.0,4.0,,,2.0,56,,1.0,,,,,,1.0,1.0,2.0,1.0,1.0,,,5.0,1.0,2.0,,2.0,2.0,3.0,5.0,,1.0,1.0,,,,,1.0,,,4.0,7.0,,,,,,,,19,1.0,,,0.25,,0.25,,0.25,,,8.064516129032258,,0.09523809523809523,0.08333333333333333,,0.14285714285714285,0.08333333333333333,0.0967741935483871,0.07692307692307693,,0.14285714285714285,,0.16666666666666666,,,,,0.5,0.5,0.5,,0.25,0.25,,,,,,0.5,0.5159750000000001,0.3791,,6.225,,0.3584905660377358,1.0,2.0,,,,,,,1.0,2.0,2.0,,2.0,,,,,1.0,,1.0,,,,,,,,0.5,0.5,0.5,,0.25,,,,,,,,,,,,,1.0,0.5,,,0.6283,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,True,,,,,,,
