EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,BadPassTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3Assists,LostBallSteals,Travels,PenaltyCorner3FGA,SelfOReb,BlockedShortMidRange,ShortMidRangePctBlocked,SelfORebPct,PenaltyCorner3Frequency,HeaveAttempts,SecondChanceAtRimPctAssisted,BlockedLongMidRange,on,SecondChanceArc3FGA,SecondChanceFG3A,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations
1531,1610612750,Marc Jackson,Marc Jackson,1531,MIN,3514.0,59,9,119,118,49,47,15,237,4.0,7.0,2.0,4.0,2.0,2.0,5.0,7.0,1.0,7.0,10.0,21,9.0,29,113,2.0,5.0,1.0,5.0,3.0,5.0,5.0,11.0,14.0,6.0,4.0,1.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,5.0,3.0,7.0,1.0,11.0,6.0,17.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,4.0,10.0,1.0,2.0,10.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,49,1.0,0.7,0.875,0.47619047619047616,0.4,0.6,0.47619047619047616,0.4,0.6,0.58,0.5,0.6875,0.047619047619047616,0.14285714285714285,22.962962962962962,0.16666666666666666,0.14285714285714285,0.1794871794871795,0.10204081632653061,0.15789473684210525,0.25,0.1724137931034483,0.11320754716981132,0.15384615384615385,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.375,0.07692307692307693,0.16666666666666666,0.2,1.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.5,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.8,0.3333333333333333,0.14285714285714285,0.16666666666666666,1.0,0.8,0.5,0.4,1.0,0.3333333333333333,0.46111904761904765,0.58228,0.46268000000000004,0.20833333333333334,0.20833333333333334,0.1724137931034483,0.3793103448275862,9.495238095238095,0.4117647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,4644.0,77,5,157,156,59,61,18,313,4.0,12.0,,,3.0,6.0,,1.0,2.0,9.0,6.0,22,6.0,45,159,,,,,5.0,10.0,2.0,30.0,2.0,10.0,,4.0,13.0,1.0,14.0,1.0,3.0,8.0,29.0,,,2.0,2.0,,4.0,,4.0,1.0,1.0,5.0,,2.0,1.0,1.0,7.0,,4.0,1.0,2.0,,1.0,7.0,,2.0,1.0,,,,,,30.0,59,,0.16666666666666666,0.16666666666666666,0.2727272727272727,,0.5,0.5131578947368421,,0.7368421052631579,0.5487804878048781,,0.75,0.18181818181818182,0.1111111111111111,26.81564245810056,0.7142857142857143,,0.038461538461538464,,0.08695652173913043,,0.05333333333333334,,,,,,0.07142857142857142,,0.05555555555555555,,,0.3157894736842105,0.3333333333333333,0.4444444444444444,,0.02631578947368421,,,,0.23684210526315788,0.2222222222222222,0.25,0.5,,,0.3157894736842105,0.5,0.7368421052631579,0.501321052631579,,0.47675000000000006,0.05,0.08333333333333333,,0.6666666666666666,8.436363636363636,0.37579617834394907,1.0,1.0,8.0,15.0,6.0,9.0,9.0,16.0,6.0,9.0,9.0,18.0,15.0,8.0,2.0,4.0,1.0,0.3333333333333333,0.5625,0.6666666666666666,0.5625,0.42105263157894735,0.25,1.0,0.02631578947368421,1.0,1.0,1.0,0.39473684210526316,0.5333333333333333,0.5333333333333333,0.25,0.47368421052631576,0.6666666666666666,0.5333333333333333,25.950000000000003,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,5145.0,86,-2,173,173,69,66,20,346,5.0,6.0,,,3.0,3.0,1.0,4.0,1.0,5.0,7.0,15,14.0,31,172,,2.0,,,4.0,5.0,9.0,17.0,10.0,4.0,,1.0,4.0,2.0,6.0,1.0,,4.0,14.0,,4.0,1.0,6.0,4.0,11.0,4.0,15.0,3.0,2.0,2.0,,1.0,,1.0,3.0,,,2.0,4.0,,,15.0,1.0,5.0,3.0,,,,,,17.0,69,,0.7142857142857143,0.7142857142857143,0.4666666666666667,,0.8,0.5,,0.6666666666666666,0.6458333333333334,,0.85,0.06666666666666667,,13.705583756345177,0.6666666666666666,0.5,0.10344827586206896,0.056338028169014086,0.03571428571428571,,0.08139534883720931,0.04938271604938271,,0.037037037037037035,0.12,,0.0625,0.15789473684210525,0.08695652173913043,0.047619047619047616,,0.35294117647058826,0.8333333333333334,1.0,1.0,0.23529411764705882,0.25,0.25,,0.29411764705882354,0.2,0.2,,,,0.5,1.0,0.47058823529411764,0.4938352941176471,0.41985,0.4861416666666667,0.23809523809523808,0.2631578947368421,,0.5483870967741935,7.8933333333333335,0.3988439306358382,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,3.0,,1.0,,,1.0,,1.0,0.5,,0.5,0.11764705882352941,0.16666666666666666,,0.058823529411764705,1.0,1.0,1.0,0.058823529411764705,,,,0.16666666666666666,,,24.950000000000003,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,1160.0,19,14,38,34,6,14,2,72,,1.0,,,,,1.0,1.0,2.0,3.0,3.0,5,1.0,7,36,,,,,,,,,6.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,6,,1.0,1.0,0.6,,,0.42857142857142855,,,0.4375,,,,,22.5,,,0.07142857142857142,,,,0.05555555555555555,,,,,,,,0.3333333333333333,,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,,0.42857142857142855,0.4968285714285714,,0.59895,0.125,0.16666666666666666,,,14.460000000000003,0.15789473684210525,,1.0,,1.0,,1.0,,2.0,,1.0,,,1.0,,,,,,,,,0.2857142857142857,,,0.14285714285714285,,,,0.14285714285714285,,,,1.0,,,23.799999999999997,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
383,1610612750,Kendall Gill,Kendall Gill,383,MIN,7131.0,119,10,239,235,91,92,28,474,3.0,7.0,1.0,1.0,2.0,6.0,,5.0,5.0,11.0,8.0,23,9.0,31,237,2.0,5.0,4.0,8.0,3.0,9.0,5.0,14.0,12.0,4.0,2.0,1.0,4.0,3.0,7.0,1.0,2.0,2.0,17.0,2.0,4.0,3.0,3.0,1.0,7.0,6.0,13.0,4.0,1.0,2.0,,2.0,1.0,,4.0,,2.0,2.0,12.0,,1.0,14.0,,5.0,2.0,1.0,,1.0,1.0,,14.0,91,3.0,0.75,0.8571428571428571,0.34782608695652173,0.4,0.3333333333333333,0.4074074074074074,0.4,0.4090909090909091,0.45588235294117646,0.5,0.4666666666666667,0.043478260869565216,,14.022140221402214,0.5,0.08333333333333333,0.037037037037037035,0.0425531914893617,0.08571428571428572,0.14285714285714285,0.05172413793103448,0.05555555555555555,0.043478260869565216,0.08571428571428572,,0.18181818181818182,0.045454545454545456,0.06896551724137931,,0.07142857142857142,1.0,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.18518518518518517,,,,0.4074074074074074,0.45454545454545453,0.45454545454545453,1.0,0.2,1.0,0.5454545454545454,0.3333333333333333,0.4074074074074074,0.4909962962962963,0.438025,0.5739181818181819,0.15625,0.17857142857142858,0.25806451612903225,0.45161290322580644,11.330434782608695,0.3807531380753138,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,,1.0,1.0,,2.0,,1.0,0.5,0.5,0.5,0.14814814814814814,,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.037037037037037035,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,23.45,2.0,3.0,,1.0,2.0,1.0,0.2,0.125,0.09090909090909091,,,,True,,,,,,,,,,,,,,,,
693,1610612750,Joe Smith,Joe Smith,693,MIN,850.0,14,-4,28,27,12,6,3,55,1.0,1.0,,,,,,,1.0,2.0,2.0,3,2.0,6,23,,,2.0,2.0,1.0,1.0,2.0,4.0,4.0,,,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,,1.0,,1.0,,1.0,2.0,,,2.0,5.0,,1.0,2.0,,,1.0,1.0,,1.0,1.0,,4.0,12,,1.0,1.0,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.75,1.0,1.0,,,19.35483870967742,0.5,,0.16666666666666666,,0.25,,0.1875,,,,,,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,0.4482,,0.3831,,,0.3333333333333333,0.6666666666666666,12.133333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,6066.0,101,13,200,198,73,78,22,398,6.0,8.0,3.0,3.0,2.0,3.0,7.0,20.0,14.0,20.0,27.0,48,5.0,62,205,4.0,6.0,3.0,11.0,11.0,17.0,2.0,24.0,30.0,24.0,,,10.0,,10.0,,6.0,2.0,20.0,,3.0,11.0,21.0,3.0,35.0,3.0,38.0,4.0,3.0,6.0,1.0,2.0,,1.0,8.0,,4.0,4.0,7.0,,1.0,6.0,,2.0,1.0,1.0,,1.0,,,24.0,73,1.0,0.5555555555555556,0.5555555555555556,0.5625,0.6666666666666666,0.6470588235294118,0.5277777777777778,0.6666666666666666,0.55,0.543859649122807,0.6875,0.5714285714285714,,,28.88888888888889,0.75,0.2727272727272727,0.3088235294117647,0.039473684210526314,0.39285714285714285,,0.3333333333333333,0.033707865168539325,0.05555555555555555,0.03571428571428571,0.03333333333333333,,0.25,0.2916666666666667,0.375,0.4583333333333333,,0.14814814814814814,0.75,0.75,0.8333333333333334,0.37037037037037035,0.35,0.35,0.2857142857142857,0.37037037037037035,0.7,0.7,0.5714285714285714,0.5,1.0,0.15,0.6666666666666666,0.25925925925925924,0.4305018867924528,0.43423999999999996,0.4382157894736842,0.03571428571428571,0.04,0.1774193548387097,0.3870967741935484,11.585416666666665,0.365,,,1.0,6.0,,3.0,1.0,6.0,,3.0,3.0,,5.0,1.0,2.0,5.0,,1.0,0.16666666666666666,,0.2,0.1111111111111111,,,,,,,0.1111111111111111,0.16666666666666666,0.16666666666666666,1.0,0.15,,0.2,28.416666666666668,,1.0,,,,1.0,,,,1.0,0.6666666666666666,,True,,,,,,,,,,,,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,1362.0,23,-11,49,48,23,19,9,97,1.0,3.0,,1.0,,,1.0,4.0,1.0,1.0,3.0,8,1.0,7,50,1.0,3.0,,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,,1.0,1.0,1.0,,,3.0,,2.0,,2.0,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,1.0,3.0,,,1.0,4.0,1.0,,2.0,,,1.0,,,,,,3.0,23,,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5,0.3888888888888889,0.3333333333333333,0.5,0.375,,20.33898305084746,0.6666666666666666,,0.13333333333333333,0.08695652173913043,,,0.08695652173913043,0.08333333333333333,0.14285714285714285,,0.125,,,,0.25,,,0.375,0.3333333333333333,1.0,1.0,0.5,0.25,0.3333333333333333,,0.125,1.0,1.0,,0.3333333333333333,,,,0.375,0.45131250000000006,0.4477,0.38935,,,0.2857142857142857,0.42857142857142855,6.4625,0.46938775510204084,,,,,,,,,,,,,,,,1.0,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,0.25,,,,,,True,,,,,,,,,,,,,,,,
2366,1610612750,Mike Wilks,Mike Wilks,2366,MIN,382.0,6,1,15,15,13,10,4,30,,,,,,,,,,1.0,,1,,3,15,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,13,,,,,,,0.75,,1.5,0.75,,1.5,,,10.526315789473685,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,0.4386,,0.5166,,,,1.0,18.4,0.8666666666666667,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,24.9,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
393,1610612750,Rod Strickland,Rod Strickland,393,MIN,2169.0,36,7,70,66,22,23,6,136,3.0,3.0,,,,,1.0,4.0,3.0,4.0,7.0,11,,14,65,1.0,1.0,,2.0,2.0,3.0,,4.0,4.0,10.0,,,9.0,,9.0,,2.0,5.0,18.0,,,2.0,2.0,,4.0,,4.0,1.0,1.0,2.0,,1.0,,1.0,3.0,,2.0,,3.0,1.0,1.0,,,,,2.0,1.0,2.0,1.0,,4.0,22,,0.2857142857142857,0.2857142857142857,0.6363636363636364,1.0,0.6666666666666666,0.6363636363636364,1.0,0.6666666666666666,0.6363636363636364,1.0,0.6666666666666666,,,18.42105263157895,0.6666666666666666,,0.08,,0.2,,0.11428571428571428,,,,,,0.14285714285714285,0.125,,,0.5,0.2727272727272727,1.0,1.0,,0.36363636363636365,0.25,0.25,,0.36363636363636365,0.75,0.75,0.6666666666666666,,,,,0.2727272727272727,0.43603636363636367,0.395,0.3371,,,0.14285714285714285,0.2857142857142857,10.872727272727273,0.3142857142857143,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,
