EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,FtPoints,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,SelfOReb,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Offensive Fouls,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyFtPoints,NonShootingFoulsDrawn,SecondChanceFtPoints,Loose Ball Fouls,OffCorner3ReboundPct,HeaveAttempts,Technical Free Throw Trips,ShortMidRangePctBlocked,BlockedShortMidRange,LostBallSteals,on,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,Travels,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,3330.0,56,36.0,113,111,48,84,22,224,5.0,6.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,4.0,10.0,2.0,3.0,2.0,4.0,6.0,11,5.0,15.0,27.0,88,2.0,2.0,4.0,6.0,3.0,5.0,2.0,7.0,12.0,8.0,4.0,9.0,6.0,10.0,4.0,1.0,4.0,3.0,7.0,1.0,2.0,2.0,1.0,1.0,17.0,5.0,3.0,9.0,2.0,14.0,5.0,19,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,12.0,48,1.0,0.6666666666666666,0.6666666666666666,0.6,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.5454545454545454,0.6,0.5192307692307693,0.5,0.5,0.5192307692307693,0.5,0.5,0.5769230769230769,0.09090909090909091,0.25,21.126760563380284,0.75,0.5,0.20930232558139536,0.09615384615384616,0.25,0.21818181818181817,0.07352941176470588,0.07692307692307693,0.13793103448275862,0.46153846153846156,0.07692307692307693,0.11764705882352941,0.6,0.23076923076923078,0.8333333333333334,0.8333333333333334,0.6,0.038461538461538464,1.0,1.0,1.0,0.15384615384615385,0.19230769230769232,0.2,0.2,1.0,0.38461538461538464,0.4,0.4,0.5,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,0.75,0.25,0.3333333333333333,0.5,0.8076923076923077,0.4,0.5038365384615385,0.5432999999999999,0.4967791666666666,0.2222222222222222,0.4444444444444444,8.645454545454546,24.613333333333333,0.4247787610619469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,4712.0,79,29.0,163,160,69,109,28,323,6.0,12.0,6.0,1.0,3.0,3.0,6.0,10.0,,,,,,2.0,,,,1.0,9.0,28,,2.0,25.0,144,10.0,,,4.0,3.0,11.0,,1.0,6.0,6.0,12.0,,,2.0,,3.0,7.0,,7.0,,,2.0,1.0,4.0,14.0,6.0,1.0,9.0,1.0,11.0,11.0,22,,,1.0,,1.0,,,1.0,,1.0,6.0,,,,6.0,69,3.0,0.3333333333333333,0.42857142857142855,,,,,,0.32142857142857145,0.2727272727272727,0.3,0.2,0.25,0.3787878787878788,0.2,0.25,0.06666666666666667,0.10714285714285714,0.1,17.171717171717173,1.0,0.16666666666666666,0.16071428571428573,0.09090909090909091,0.05555555555555555,0.13513513513513514,0.11235955056179775,,0.13513513513513514,0.09523809523809523,0.17647058823529413,0.2222222222222222,0.14285714285714285,0.4,0.5,0.6,0.5,0.2,0.5,0.5,,0.3333333333333333,,,,,0.06666666666666667,,,,0.6,,,,,0.25,0.3333333333333333,,0.08333333333333333,,0.4666666666666667,,0.4722966666666667,0.46351666666666663,0.4460166666666667,0.16,0.24,8.77142857142857,24.3,0.4233128834355828,2.0,7.0,2.0,4.0,4.0,1.0,1.0,1.0,8.0,2.0,5.0,0.2,0.16666666666666666,0.2,0.17391304347826086,0.08333333333333333,0.25,0.05555555555555555,0.3333333333333333,0.15151515151515152,0.16129032258064516,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,1574.0,26,11.0,51,52,20,45,9,103,1.0,3.0,,,1.0,1.0,3.0,4.0,1.0,2.0,1.0,,,,,,,,4.0,10,1.0,2.0,11.0,51,2.0,,1.0,,1.0,3.0,,,2.0,6.0,2.0,3.0,,,,,1.0,,1.0,,,1.0,,,2.0,2.0,1.0,3.0,1.0,5.0,3.0,8,,,2.0,1.0,2.0,2.0,,4.0,1.0,,3.0,,,,2.0,20,1.0,0.75,0.75,1.0,0.5,,,0.5,0.4,0.3333333333333333,0.4583333333333333,,0.3333333333333333,0.4583333333333333,,0.3333333333333333,0.16666666666666666,,,25.0,0.5,0.5,0.15,0.09523809523809523,0.25,0.16666666666666666,0.11538461538461539,0.125,,0.125,0.25,0.125,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.16666666666666666,0.5,0.5,1.0,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,0.4166666666666667,,0.49117916666666667,0.48808333333333337,0.46613333333333334,,0.18181818181818182,10.9,22.6,0.39215686274509803,,,,,1.0,,1.0,2.0,,,,,,,0.2,0.25,0.25,0.14285714285714285,,,,2.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,1677.0,28,10.0,54,52,15,38,13,106,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,5,,,6.0,51,2.0,,,2.0,2.0,2.0,,,4.0,6.0,,,,,,,2.0,,2.0,,,2.0,,,4.0,,,2.0,,2.0,2.0,4,3.0,3.0,,,,,,,,4.0,6.0,1.0,,1.0,4.0,15,1.0,1.0,1.0,,,,,,0.6,1.0,0.6,0.5,1.0,0.6,0.5,1.0,,,,6.944444444444445,,,0.1,,,0.08695652173913043,0.05714285714285714,,,0.4,,,,0.8,0.5,0.5,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,0.5,1.0,,,,0.8,,0.5661,0.5999,0.4845,0.3333333333333333,0.6666666666666666,1.5,,0.2777777777777778,1.0,,1.0,,2.0,,,,,,,0.5,,,0.2,,0.25,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1952,1610612742,Raja Bell,Raja Bell,1952,DAL,3480.0,58,22.0,116,117,40,74,22,233,3.0,4.0,1.0,,,,,7.0,1.0,2.0,,,2.0,4.0,,,2.0,3.0,6.0,11,3.0,6.0,24.0,104,3.0,,,6.0,2.0,3.0,2.0,3.0,12.0,8.0,4.0,6.0,3.0,4.0,2.0,1.0,7.0,2.0,9.0,2.0,,6.0,,1.0,20.0,1.0,3.0,6.0,,9.0,2.0,11,1.0,1.0,,2.0,,3.0,,3.0,,2.0,11.0,,,,12.0,40,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,,0.6666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.6176470588235294,1.0,0.8333333333333334,0.6,1.0,0.75,0.35294117647058826,0.09090909090909091,,15.862068965517242,,,0.13043478260869565,0.02040816326530612,0.23076923076923078,0.15254237288135594,0.029850746268656716,,0.03333333333333333,0.16666666666666666,0.08333333333333333,0.125,0.2,0.23529411764705882,0.75,1.0,0.3333333333333333,,,,,0.4117647058823529,0.11764705882352941,0.5,0.5,1.0,0.23529411764705882,0.5,0.5,0.5,0.3333333333333333,,,,,,,,0.5,0.6666666666666666,0.5882352941176471,0.5,0.49983235294117645,0.45339999999999997,0.45870000000000005,0.25,0.5,12.29090909090909,23.78333333333333,0.3448275862068966,1.0,3.0,3.0,,1.0,,,,6.0,,2.0,1.0,0.25,,0.05555555555555555,,0.07692307692307693,,1.0,0.10526315789473684,0.15384615384615385,3.0,1.0,0.25,0.42857142857142855,0.42857142857142855,1.0,,,,,2.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,1505.0,25,23.0,52,52,36,45,8,104,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,3.0,7,,,8.0,36,1.0,,,1.0,2.0,5.0,,,6.0,6.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,2.0,1.0,1.0,1.0,3.0,3.0,6,1.0,1.0,3.0,,2.0,,1.0,3.0,,1.0,2.0,,,,6.0,36,,1.0,1.0,,,,,,0.42857142857142855,0.4,0.42857142857142855,,0.4,0.4444444444444444,0.25,0.42857142857142855,,,,19.35483870967742,1.0,0.25,0.058823529411764705,0.09523809523809523,0.1,0.07407407407407407,0.10714285714285714,0.16666666666666666,0.1111111111111111,,,0.25,,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,,,,,,,,,1.0,,,,,0.4,0.5,,,,0.2857142857142857,,0.4189428571428572,0.6297,0.42842,0.125,0.75,11.042857142857143,,0.6923076923076923,,2.0,,,1.0,,,3.0,4.0,,,,,,0.14285714285714285,,,,,,,1.0,,0.2,0.3333333333333333,0.3333333333333333,1.0,,,,,2.0,2.0,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,2413.0,40,7.0,88,88,46,63,15,176,4.0,6.0,1.0,2.0,3.0,2.0,4.0,9.0,,1.0,,,5.0,10.0,1.0,2.0,5.0,5.0,8.0,19,5.0,11.0,36.0,77,1.0,1.0,2.0,6.0,4.0,9.0,5.0,5.0,24.0,10.0,6.0,9.0,6.0,9.0,5.0,2.0,3.0,3.0,6.0,3.0,,,1.0,2.0,15.0,2.0,1.0,5.0,,6.0,3.0,9,2.0,2.0,3.0,,1.0,1.0,2.0,4.0,,1.0,3.0,2.0,,2.0,24.0,46,1.0,0.625,0.7142857142857143,0.6,0.45454545454545453,0.5,1.0,0.5,0.42105263157894735,0.4444444444444444,0.5166666666666667,0.8333333333333334,0.8214285714285714,0.546875,1.0,0.8214285714285714,0.36666666666666664,0.10526315789473684,,34.95145631067961,0.75,,0.1724137931034483,0.058823529411764705,0.125,0.16216216216216217,0.06382978723404255,0.1111111111111111,0.05,,0.4,0.14285714285714285,0.5,0.2,0.6666666666666666,0.6666666666666666,0.5,0.13333333333333333,0.5,1.0,0.5,0.3,0.03333333333333333,,,,0.3333333333333333,0.5,0.5,0.6,0.3333333333333333,,0.6666666666666666,0.5,,0.21428571428571427,0.6666666666666666,,0.35714285714285715,1.0,0.5666666666666667,0.5555555555555556,0.5011241379310344,0.5803333333333334,0.5081035714285714,0.16666666666666666,0.6666666666666666,11.342105263157896,27.11818181818182,0.5227272727272727,1.0,5.0,1.0,2.0,1.0,,1.0,1.0,6.0,1.0,3.0,1.0,,,0.07692307692307693,,,0.07142857142857142,1.0,0.09375,0.14285714285714285,2.0,1.0,,0.2222222222222222,0.2222222222222222,1.0,2.0,2.0,1.0,,1.0,,1.0,,0.2,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,569.0,9,-12.0,18,17,6,13,3,35,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,1.0,3,,1.0,2.0,20,1.0,,,,1.0,1.0,,1.0,2.0,,2.0,,,1.0,,1.0,,,,,,,,,,1.0,,2.0,,2.0,1.0,3,,,,,,,,,,,1.0,1.0,,1.0,2.0,6,1.0,,,,,,,,0.3333333333333333,1.0,0.25,,0.5,0.25,,0.5,0.25,0.3333333333333333,,16.666666666666668,,,0.3333333333333333,0.1111111111111111,,0.3333333333333333,0.06666666666666667,,,,1.0,0.5,,0.5,0.5,1.0,,,,,,0.25,,,,,0.25,,,,1.0,,,,,0.5,1.0,,0.5,,0.75,,0.472375,0.5686,0.47655,,1.0,5.466666666666666,24.8,0.3333333333333333,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,True,,,,,,,,,,,,,,,,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,766.0,13,,30,30,17,21,5,60,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,1.0,3,,,2.0,33,1.0,,,2.0,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1,1.0,1.0,,,,,,,,2.0,2.0,1.0,,1.0,2.0,17,,1.0,1.0,,,,,,0.3333333333333333,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,,,,8.571428571428571,,,,0.07692307692307693,,,0.0625,,0.125,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,,,,,,,,,1.0,,,,,0.5,1.0,,,,0.3333333333333333,,0.4088,0.5864,0.4309,1.0,1.0,11.666666666666666,,0.5666666666666667,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,1797.0,30,7.0,65,61,34,36,9,126,1.0,2.0,,1.0,1.0,4.0,8.0,3.0,,,,,,1.0,,,,1.0,5.0,13,,1.0,13.0,58,1.0,,,2.0,2.0,7.0,,1.0,7.0,,10.0,,,1.0,,,,2.0,2.0,2.0,,,,,6.0,1.0,2.0,,,2.0,1.0,3,1.0,,,1.0,,2.0,,2.0,,1.0,2.0,,,,7.0,34,1.0,,,,,,,,0.38461538461538464,0.2857142857142857,0.35714285714285715,1.0,0.25,0.40625,1.0,0.35,0.07142857142857142,,,24.324324324324326,,,,0.045454545454545456,0.2,0.06666666666666667,0.034482758620689655,,,,,,,0.14285714285714285,0.5,0.5,,0.5714285714285714,0.5,0.5,,0.21428571428571427,,,,,0.07142857142857142,,,,,,,,,0.125,1.0,,0.125,,0.21428571428571427,,0.4001107142857143,0.3846,0.39414374999999996,0.15384615384615385,0.5384615384615384,8.461538461538462,26.0,0.5230769230769231,,3.0,1.0,,,,1.0,,4.0,,1.0,1.0,,,,0.125,,0.1111111111111111,,0.06666666666666667,0.07142857142857142,,,0.4,,,,,,,,3.0,1.0,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,
