EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffArc3ReboundPct,FTDefRebounds,BlockedLongMidRange,Defensive 3 Seconds Violations,DefFTReboundPct,SecondChanceFtPoints,Travels,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,13290.0,222,-39,403,401,81,151,52,804,11.0,24.0,2.0,5.0,3.0,4.0,5.0,15.0,22.0,37.0,1.0,1.0,13.0,34.0,1.0,2.0,4.0,7.0,38.0,76,14.0,35.0,30.0,148.0,440,3.0,6.0,1.0,2.0,9.0,7.0,14.0,4.0,7.0,11.0,37.0,36.0,40.0,27.0,15.0,4.0,34.0,13.0,2.0,3.0,22.0,4.0,26.0,3.0,1.0,11.0,3.0,8.0,56.0,1.0,4.0,1.0,8.0,15.0,23.0,6.0,29.0,2.0,7.0,4.0,3.0,16.0,1.0,12.0,5.0,4.0,21.0,6.0,4.0,11.0,1.0,4.0,39.0,1.0,11.0,2.0,6.0,5.0,4.0,1.0,5.0,3.0,37.0,81,1.0,0.47368421052631576,0.5,0.6428571428571429,0.4,0.5,0.5714285714285714,0.4,0.5,0.5,0.5,0.5315315315315315,0.5625,0.6190476190476191,0.5736434108527132,0.5625,0.6607142857142857,0.3153153153153153,0.08571428571428572,0.02631578947368421,0.041666666666666664,0.06666666666666667,0.08823529411764706,32.608695652173914,0.7619047619047619,0.08333333333333333,0.10273972602739725,0.027586206896551724,0.15384615384615385,0.024390243902439025,0.11616161616161616,0.026881720430107527,0.021739130434782608,0.05555555555555555,0.015873015873015872,0.1,0.13333333333333333,0.05405405405405406,0.109375,0.14705882352941177,0.16666666666666666,0.037037037037037035,0.6,0.21621621621621623,0.4583333333333333,0.4782608695652174,0.6363636363636364,0.13513513513513514,0.3333333333333333,0.35714285714285715,0.2,0.3333333333333333,0.5945945945945946,0.5945945945945946,0.45454545454545453,0.009009009009009009,1.0,1.0,1.0,0.3063063063063063,0.38235294117647056,0.41935483870967744,0.6153846153846154,0.625,0.4,0.5,0.25,0.5,1.0,0.19047619047619047,0.75,0.3333333333333333,0.5714285714285714,0.5315315315315315,0.38235294117647056,0.4773837837837838,0.5384166666666667,0.48541190476190477,0.10569105691056911,0.12790697674418605,0.05405405405405406,0.060810810810810814,0.25,10.80921052631579,25.88,0.20099255583126552,,,,,,,,,,,,,,,,,,True,,,
1521,1610612753,Jacque Vaughn,Jacque Vaughn,1521,ORL,6868.0,114,-13,205,209,25,71,26,414,4.0,9.0,1.0,1.0,,,1.0,3.0,4.0,13.0,,,,,,,,,9.0,25,,,6.0,24.0,221,1.0,1.0,,,2.0,,,,,2.0,2.0,2.0,16.0,,,,,,4.0,,19.0,4.0,23.0,4.0,,8.0,1.0,10.0,50.0,1.0,,,,5.0,5.0,1.0,6.0,,3.0,2.0,1.0,6.0,2.0,3.0,3.0,3.0,9.0,1.0,3.0,18.0,,1.0,9.0,,3.0,,1.0,,,,1.0,,2.0,25,3.0,0.1111111111111111,0.1111111111111111,,,,,,0.36,1.0,,0.36,1.0,,0.39655172413793105,1.0,0.5,,,0.16,0.4444444444444444,,,16.170212765957448,0.6666666666666666,,0.06172839506172839,,,0.0625,0.04950495049504951,0.010638297872340425,,,,,0.037037037037037035,0.10526315789473684,0.05714285714285714,,,,,0.36,0.4444444444444444,0.8,,0.12,0.3333333333333333,0.3333333333333333,,0.52,0.3076923076923077,0.3076923076923077,0.25,,,,,,,,,1.0,1.0,,,,,,,,,0.36,,0.48713999999999996,0.6302,,0.10714285714285714,0.10714285714285714,,0.08333333333333333,0.08333333333333333,10.815999999999999,,0.12195121951219512,1.0,1.0,1.0,1.0,0.08333333333333333,,,,,,,,,,,,,True,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,4779.0,80,-35,155,152,48,88,17,307,2.0,3.0,1.0,1.0,,,,,1.0,5.0,,2.0,1.0,4.0,,1.0,,2.0,3.0,8,1.0,6.0,2.0,11.0,185,1.0,1.0,,1.0,2.0,,3.0,,2.0,2.0,2.0,4.0,2.0,3.0,,2.0,4.0,1.0,1.0,,3.0,,3.0,,,,2.0,1.0,6.0,1.0,2.0,,,8.0,9.0,3.0,12.0,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,4.0,2.0,8.0,14.0,,,2.0,,,,1.0,2.0,1.0,,2.0,1.0,2.0,48,3.0,0.6666666666666666,1.0,1.0,0.16666666666666666,,,0.16666666666666666,0.375,1.0,,0.32142857142857145,0.5,,0.36666666666666664,0.5,0.16666666666666666,0.42857142857142855,,0.125,0.3333333333333333,,,10.857142857142858,0.75,,0.16326530612244897,0.0392156862745098,,0.058823529411764705,0.125,0.04411764705882353,,,0.07692307692307693,0.2,0.3076923076923077,,0.17391304347826086,,,,0.5,0.21428571428571427,0.6666666666666666,1.0,0.5,,,,,0.35714285714285715,0.2,0.2,1.0,0.14285714285714285,,,,0.2857142857142857,0.25,0.25,1.0,0.5,1.0,,0.5,,,,,0.4,,0.6428571428571429,0.25,0.5018392857142857,0.5386500000000001,0.46014999999999995,,,,0.18181818181818182,0.18181818181818182,10.85,25.316666666666663,0.3096774193548387,2.0,,,,,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,True,,,
1921,1610612753,Gordan Giricek,Gordan Giricek,1921,ORL,10525.0,175,-27,321,321,53,105,45,642,4.0,7.0,,1.0,,2.0,3.0,5.0,8.0,17.0,1.0,3.0,3.0,7.0,,,,,15.0,29,4.0,10.0,4.0,46.0,348,,2.0,,,1.0,1.0,6.0,,,3.0,5.0,18.0,12.0,12.0,,,7.0,3.0,1.0,,4.0,2.0,6.0,2.0,,3.0,,1.0,14.0,1.0,1.0,,5.0,5.0,11.0,2.0,13.0,,1.0,1.0,,5.0,2.0,3.0,4.0,2.0,9.0,1.0,8.0,20.0,1.0,,6.0,,1.0,,2.0,1.0,,1.0,1.0,,5.0,53,6.0,0.6,0.6,1.0,0.4,,,0.4,0.5172413793103449,,0.16666666666666666,0.5384615384615384,,0.16666666666666666,0.5476190476190477,0.16666666666666666,0.3125,0.2564102564102564,,0.034482758620689655,,0.2,,13.821138211382115,0.5555555555555556,,0.04424778761061947,0.00819672131147541,0.1282051282051282,0.03125,0.06578947368421052,0.012987012987012988,,0.03125,,0.125,0.02857142857142857,0.043478260869565216,0.05454545454545454,0.12,0.14285714285714285,,,0.1794871794871795,0.5714285714285714,0.5714285714285714,0.5,0.1282051282051282,0.6,0.75,0.6666666666666666,0.4358974358974359,0.47058823529411764,0.47058823529411764,0.625,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.1794871794871795,0.42857142857142855,0.42857142857142855,1.0,0.5,,,,,,0.3333333333333333,,,,0.4358974358974359,0.42857142857142855,0.4593871794871795,0.4023,0.45574999999999993,0.025,0.03333333333333333,,0.021739130434782608,0.10869565217391304,11.541379310344825,25.339999999999996,0.16510903426791276,,,,,,1.0,,,0.0625,1.0,1.0,,,,,,,True,,,
2400,1610612753,Drew Gooden,Drew Gooden,2400,ORL,13957.0,233,-37,424,429,96,177,56,853,23.0,40.0,11.0,17.0,1.0,3.0,6.0,23.0,7.0,24.0,,3.0,,,,,,,36.0,87,,3.0,26.0,98.0,462,13.0,23.0,,,35.0,3.0,11.0,,1.0,16.0,22.0,34.0,38.0,,,24.0,,,11.0,,3.0,1.0,4.0,1.0,,,,3.0,9.0,4.0,23.0,1.0,11.0,36.0,61.0,28.0,89.0,6.0,3.0,3.0,,5.0,1.0,1.0,7.0,4.0,12.0,5.0,6.0,23.0,1.0,4.0,36.0,4.0,16.0,,4.0,4.0,3.0,1.0,6.0,3.0,22.0,96,8.0,0.4722222222222222,0.7083333333333334,,,,,,0.41379310344827586,0.5652173913043478,0.2727272727272727,0.4,0.5652173913043478,0.25,0.46226415094339623,0.603448275862069,0.5,0.03333333333333333,,0.12643678160919541,0.175,0.13043478260869565,,24.279835390946502,0.4166666666666667,0.08333333333333333,0.23684210526315788,0.1503267973856209,0.19642857142857142,0.08695652173913043,0.22596153846153846,0.135678391959799,0.16666666666666666,0.13513513513513514,0.14705882352941177,0.07692307692307693,0.15217391304347827,0.3157894736842105,0.25,0.18421052631578946,0.2222222222222222,0.13953488372093023,0.5,0.4444444444444444,0.575,0.696969696969697,0.43478260869565216,0.25555555555555554,0.2608695652173913,0.3,0.3333333333333333,0.26666666666666666,0.2916666666666667,0.30434782608695654,0.7142857142857143,0.03333333333333333,,,,,,,,0.7391304347826086,0.6470588235294118,,,,,0.25,0.3333333333333333,,,0.4777777777777778,,0.48040333333333324,0.5334900000000001,0.4454208333333333,0.1568627450980392,0.16161616161616163,,0.35714285714285715,0.22448979591836735,7.180459770114941,23.366666666666664,0.22641509433962265,2.0,,2.0,2.0,0.09090909090909091,14.0,,,0.7,9.0,1.0,1.0,1.0,0.041666666666666664,0.08333333333333333,,,True,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,8557.0,143,-12,263,265,74,141,34,528,1.0,3.0,,,1.0,1.0,1.0,1.0,8.0,16.0,,5.0,4.0,8.0,,1.0,1.0,2.0,10.0,20,4.0,13.0,13.0,45.0,289,,,,2.0,2.0,3.0,3.0,1.0,4.0,10.0,19.0,12.0,8.0,3.0,9.0,,8.0,4.0,2.0,,11.0,6.0,17.0,5.0,1.0,5.0,1.0,5.0,40.0,,2.0,,3.0,2.0,5.0,2.0,7.0,,5.0,3.0,2.0,7.0,,6.0,6.0,1.0,13.0,3.0,2.0,14.0,,3.0,14.0,1.0,2.0,,3.0,,,,,,19.0,74,2.0,0.6,0.6,0.25,0.3076923076923077,,0.25,0.3076923076923077,0.5,,1.0,0.48484848484848486,,0.6428571428571429,0.5405405405405406,,0.7272727272727273,0.3939393939393939,,0.1,0.6666666666666666,,,16.666666666666668,0.5384615384615384,,0.022222222222222223,0.023529411764705882,0.07894736842105263,,0.0390625,0.01680672268907563,,0.06666666666666667,0.022222222222222223,,0.07692307692307693,,,0.125,,,,0.09090909090909091,0.3333333333333333,1.0,1.0,0.030303030303030304,1.0,1.0,1.0,0.48484848484848486,0.5,0.5,0.5,0.15151515151515152,,,,0.24242424242424243,0.5,0.5,0.25,,,,0.5,,,0.14285714285714285,1.0,0.2857142857142857,0.5,0.48484848484848486,0.5,0.4754409090909091,0.47909999999999997,0.5323285714285714,0.058823529411764705,0.09523809523809523,,0.044444444444444446,0.4222222222222222,15.24,25.5,0.2813688212927757,1.0,5.0,,,,,,,,2.0,2.0,2.0,1.0,,0.2857142857142857,1.0,0.5,True,,,
43,1610612753,Chris Whitney,Chris Whitney,43,ORL,1724.0,29,-17,54,56,24,40,6,110,,,,,,,,,,3.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,3,2.0,2.0,,6.0,62,,,1.0,1.0,3.0,,,1.0,1.0,,3.0,,,3.0,3.0,,2.0,2.0,,,2.0,,2.0,,,2.0,,,4.0,1.0,1.0,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,3.0,24,2.0,,,0.5,1.0,1.0,1.0,1.0,,,,0.6,1.5,1.5,0.6,1.5,1.5,0.4,,,,,,7.936507936507937,,,,0.045454545454545456,0.09090909090909091,0.1111111111111111,0.04,0.06451612903225806,,0.16666666666666666,,,,,,0.125,,,,,,,,,,,,0.6,,,,,,,,0.4,1.0,1.0,0.5,,,,1.0,1.0,,,,1.0,1.0,0.4,1.0,0.44518,,0.5061,,,,0.5,0.5,17.033333333333335,27.15,0.4444444444444444,,,,,0.16666666666666666,,,,,,,,,,,,,True,,,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,1282.0,21,-14,39,44,13,18,6,83,2.0,3.0,,1.0,,,,3.0,,,,,,,,,,,2.0,6,,,,4.0,54,,1.0,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,2.0,6.0,2.0,,3.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,13,4.0,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.2857142857142857,,,,,,,,,15.217391304347826,,,0.14285714285714285,0.06666666666666667,,,0.09523809523809523,0.045454545454545456,0.2,,,,,0.2,0.25,,,,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,0.48523333333333335,0.6157,0.3933,0.2857142857142857,0.2857142857142857,,,,2.6666666666666665,,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,
2469,1610612753,Pat Burke,Pat Burke,2469,ORL,948.0,16,-8,29,33,3,19,1,62,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,3.0,4,,,1.0,7.0,33,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,3.0,,1.0,1.0,,2.0,,2.0,,,2.0,,3.0,6.0,1.0,,2.0,,1.0,,,,,,,,,3,,0.6666666666666666,0.6666666666666666,,,,,,0.75,,,0.75,,,0.7,,,,,,,,,23.333333333333336,1.0,,0.3333333333333333,,0.2,,0.2727272727272727,,,,,,,0.25,1.0,,1.0,,,,,,,0.5,0.5,0.5,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.406275,,,0.2,0.2,,,,11.5,,0.10344827586206896,,,,,,,,,,,,,,,,,,True,,,
431,1610612753,Shawn Kemp,Shawn Kemp,431,ORL,1463.0,24,7,43,44,24,9,7,87,1.0,1.0,,,,,,,1.0,4.0,,,,,,,,,2.0,5,,,3.0,7.0,43,,,,,2.0,1.0,4.0,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,5.0,5.0,1.0,6.0,,,,,,,,1.0,,1.0,,4.0,6.0,,1.0,4.0,,2.0,,,,,,,,3.0,24,,1.0,1.0,,,,,,0.4,,0.25,0.4,,0.25,0.5,1.0,0.3,,,,,,,16.0,,,0.29411764705882354,0.06666666666666667,,,0.2,0.05555555555555555,0.25,,,,0.5,0.2,0.3,,,,,0.2,1.0,1.0,1.0,,,,,0.8,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,0.2,,0.43091999999999997,,0.39842500000000003,0.2857142857142857,0.2857142857142857,,0.2857142857142857,0.42857142857142855,15.719999999999999,,0.5581395348837209,,,,,,,,,,2.0,,,,,,,,True,,,
