EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,on
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,16682.0,278,26.0,547,547,189,110,73,1094,30.0,41.0,7.0,9.0,6.0,9.0,15.0,29.0,2.0,10.0,47.0,80.0,30.0,124.0,585,9.0,13.0,3.0,21.0,10.0,25.0,12.0,32.0,54.0,40.0,16.0,6.0,18.0,6.0,24.0,3.0,3.0,9.0,2.0,7.0,54.0,5.0,22.0,1.0,4.0,29.0,2.0,35.0,28.0,63.0,2.0,8.0,8.0,8.0,1.0,6.0,5.0,2.0,1.0,13.0,2.0,6.0,14.0,34.0,6.0,3.0,44.0,6.0,20.0,5.0,9.0,7.0,2.0,9.0,6.0,2.0,32.0,189,2.0,0.574468085106383,0.6923076923076923,0.5875,0.6923076923076923,0.4,0.5875,0.6923076923076923,0.4,0.6262626262626263,0.6176470588235294,0.48484848484848486,0.075,0.0975609756097561,0.06896551724137931,17.77777777777778,0.6153846153846154,0.16666666666666666,0.05555555555555555,0.14871794871794872,0.10784313725490197,0.07547169811320754,0.08620689655172414,0.13306451612903225,0.10305343511450382,0.15384615384615385,0.0392156862745098,0.1188118811881188,0.05555555555555555,0.13636363636363635,0.11538461538461539,0.18461538461538463,0.1346153846153846,0.06818181818181818,0.1111111111111111,0.07407407407407407,0.6666666666666666,0.5125,0.7317073170731707,0.8108108108108109,0.6,0.3625,0.5172413793103449,0.5555555555555556,0.4666666666666667,0.125,0.2,0.2,1.0,0.6923076923076923,0.7777777777777778,0.14285714285714285,0.36,0.6666666666666666,0.5125,0.48786625,0.5258,0.46044399999999996,0.2127659574468085,0.2127659574468085,0.1693548387096774,0.25806451612903225,4.80625,0.34552102376599636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,2749.0,46,-3.0,91,91,28,39,13,182,3.0,11.0,2.0,6.0,,1.0,,3.0,,2.0,3.0,16.0,4.0,10.0,101,2.0,7.0,,4.0,,3.0,2.0,2.0,2.0,4.0,4.0,5.0,,1.0,1.0,1.0,,,,,3.0,3.0,7.0,,1.0,6.0,,7.0,10.0,17.0,2.0,1.0,1.0,2.0,,2.0,1.0,,,3.0,2.0,1.0,5.0,8.0,,,7.0,,2.0,2.0,3.0,3.0,,3.0,1.0,,2.0,28,2.0,0.3333333333333333,1.0,0.1875,0.2857142857142857,,0.1875,0.2857142857142857,,0.25,0.25,0.25,0.3125,0.36363636363636365,0.3333333333333333,20.5607476635514,0.6666666666666666,,,0.18181818181818182,0.1794871794871795,0.14285714285714285,0.2727272727272727,0.175,0.2,0.35294117647058826,0.16666666666666666,,0.25,0.3333333333333333,0.1111111111111111,,0.29411764705882354,0.16666666666666666,,0.2857142857142857,0.3333333333333333,0.6875,0.2727272727272727,0.42857142857142855,0.3333333333333333,0.1875,,,,0.125,,,,0.8571428571428571,0.3333333333333333,,0.3333333333333333,,0.6875,0.503525,0.5607,0.42356666666666665,0.1111111111111111,0.1111111111111111,0.4,0.2,3.51875,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,9525.0,159,-45.0,318,319,138,152,32,637,16.0,24.0,2.0,3.0,4.0,7.0,5.0,10.0,5.0,12.0,26.0,46.0,13.0,89.0,399,2.0,5.0,,4.0,9.0,18.0,5.0,35.0,14.0,38.0,2.0,3.0,16.0,3.0,19.0,1.0,2.0,10.0,2.0,4.0,41.0,2.0,5.0,,4.0,20.0,,24.0,7.0,31.0,2.0,6.0,5.0,3.0,1.0,3.0,4.0,,,7.0,,3.0,5.0,13.0,,3.0,15.0,1.0,8.0,,1.0,1.0,,1.0,1.0,1.0,35.0,138,3.0,0.2692307692307692,0.28,0.5652173913043478,0.4,0.5,0.5428571428571428,0.3333333333333333,0.5769230769230769,0.577922077922078,0.3333333333333333,0.625,0.06521739130434782,0.08333333333333333,0.1,23.529411764705884,0.42857142857142855,,,0.19047619047619047,0.05555555555555555,0.09090909090909091,0.04,0.1610738255033557,0.05,0.0625,,0.09090909090909091,0.03225806451612903,0.05263157894736842,0.0967741935483871,0.17142857142857143,0.28205128205128205,0.12903225806451613,,0.06666666666666667,1.0,0.34285714285714286,0.6666666666666666,0.7272727272727273,0.25,0.14285714285714285,0.5,0.5555555555555556,0.2,0.17142857142857143,0.4166666666666667,0.4166666666666667,0.4,0.5,0.6666666666666666,,0.2692307692307692,0.5714285714285714,0.6857142857142857,0.535055072463768,0.5518,0.5169599999999999,0.1038961038961039,0.1509433962264151,0.0449438202247191,0.39325842696629215,6.26304347826087,0.4339622641509434,5.0,11.0,1.0,1.0,2.0,3.0,13.0,3.0,6.0,8.0,24.0,1.0,4.0,8.0,21.0,3.0,1.0,12.0,3.0,1.0,0.875,0.3333333333333333,0.5,0.34782608695652173,0.34285714285714286,0.15714285714285714,0.45454545454545453,0.45454545454545453,1.0,0.18571428571428572,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.16666666666666666,0.07692307692307693,0.5,0.23076923076923078,0.5,0.25,24.67083333333333,,,,,,,,,,,,,,,,,True
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,24135.0,402,13.0,800,803,288,247,102,1603,24.0,36.0,4.0,5.0,8.0,14.0,4.0,9.0,18.0,51.0,46.0,96.0,27.0,152.0,891,4.0,10.0,,20.0,14.0,36.0,15.0,55.0,34.0,58.0,2.0,7.0,45.0,15.0,60.0,9.0,6.0,20.0,4.0,21.0,135.0,4.0,4.0,,3.0,20.0,,23.0,8.0,31.0,3.0,14.0,10.0,12.0,,6.0,6.0,6.0,1.0,18.0,3.0,6.0,14.0,31.0,,2.0,34.0,2.0,10.0,8.0,5.0,3.0,2.0,5.0,4.0,,55.0,288,5.0,0.3695652173913043,0.37777777777777777,0.4791666666666667,0.4,0.3888888888888889,0.46296296296296297,0.5882352941176471,0.40816326530612246,0.5033112582781457,0.5882352941176471,0.47413793103448276,0.07291666666666667,0.1111111111111111,0.2222222222222222,18.369565217391305,0.6666666666666666,,,0.06944444444444445,0.013937282229965157,0.03529411764705882,0.043478260869565216,0.06166219839142091,0.021108179419525065,0.011627906976744186,,0.022388059701492536,0.05,0.03125,0.05263157894736842,0.05747126436781609,0.08333333333333333,0.045454545454545456,,0.04285714285714286,0.8,0.26666666666666666,0.6666666666666666,0.75,0.4166666666666667,0.06666666666666667,0.4444444444444444,0.5714285714285714,,0.37777777777777777,0.35294117647058826,0.36,0.3888888888888889,0.29411764705882354,0.8,0.5,0.2857142857142857,0.5714285714285714,0.5555555555555556,0.5062174074074075,0.5499090909090909,0.48682755102040803,0.06993006993006994,0.09615384615384616,0.13157894736842105,0.3618421052631579,10.873958333333334,0.36,3.0,16.0,3.0,3.0,5.0,8.0,23.0,1.0,8.0,11.0,39.0,7.0,4.0,13.0,33.0,,,23.0,8.0,4.0,1.0,0.28205128205128205,0.3076923076923077,0.28205128205128205,0.28888888888888886,0.11851851851851852,0.1875,0.1875,1.0,0.17037037037037037,0.34782608695652173,0.34782608695652173,1.0,0.17647058823529413,0.10204081632653061,0.6,0.16326530612244897,0.125,0.34782608695652173,24.08974358974359,1.0,3.0,4.0,4.0,1.0,0.5714285714285714,0.0196078431372549,0.3333333333333333,1.0,0.23529411764705882,0.75,1.0,,,,,True
754,1610612758,Jim Jackson,Jim Jackson,754,SAC,7844.0,131,-42.0,257,265,109,131,28,522,7.0,12.0,2.0,2.0,3.0,4.0,4.0,7.0,3.0,8.0,14.0,27.0,11.0,51.0,324,2.0,3.0,,4.0,5.0,9.0,9.0,22.0,14.0,14.0,4.0,2.0,5.0,3.0,8.0,1.0,2.0,2.0,,3.0,19.0,4.0,2.0,1.0,4.0,8.0,1.0,13.0,7.0,20.0,,2.0,2.0,1.0,,1.0,4.0,,,5.0,,2.0,9.0,15.0,2.0,,14.0,,2.0,5.0,1.0,,1.0,1.0,1.0,,22.0,109,1.0,0.5,0.5833333333333334,0.5185185185185185,0.6666666666666666,0.5555555555555556,0.5405405405405406,0.4,0.5,0.5795454545454546,0.4,0.5789473684210527,0.07407407407407407,0.08333333333333333,0.14285714285714285,16.78082191780822,0.2,0.1111111111111111,0.08333333333333333,0.09090909090909091,0.025974025974025976,0.12121212121212122,0.10526315789473684,0.09917355371900827,0.05217391304347826,0.034482758620689655,,0.03333333333333333,0.18181818181818182,,0.1,0.18518518518518517,0.024390243902439025,0.11538461538461539,0.14285714285714285,,1.0,0.32432432432432434,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.1891891891891892,0.5714285714285714,0.6666666666666666,0.5,0.21621621621621623,0.375,0.375,1.0,0.4,1.0,,0.3076923076923077,0.75,0.5945945945945946,0.5079405405405406,0.48085,0.5176576923076923,0.05128205128205128,0.06896551724137931,0.0784313725490196,0.43137254901960786,7.78888888888889,0.42412451361867703,4.0,8.0,,1.0,3.0,,2.0,,1.0,4.0,10.0,2.0,1.0,4.0,12.0,,,2.0,,,1.0,0.4,0.25,0.4,0.2702702702702703,0.21621621621621623,0.5,0.5,1.0,0.05405405405405406,,,,,0.23076923076923078,0.3333333333333333,0.07692307692307693,,,23.25,,,2.0,,3.0,,,,,0.4,,,,,,,True
57,1610612758,Doug Christie,Doug Christie,57,SAC,16939.0,282,39.0,564,566,190,133,77,1130,12.0,22.0,2.0,4.0,7.0,12.0,1.0,4.0,10.0,30.0,23.0,56.0,16.0,77.0,599,2.0,5.0,1.0,8.0,10.0,20.0,13.0,42.0,26.0,20.0,2.0,3.0,35.0,9.0,44.0,6.0,3.0,19.0,3.0,13.0,97.0,2.0,8.0,,15.0,30.0,4.0,49.0,10.0,59.0,1.0,8.0,6.0,7.0,4.0,6.0,11.0,1.0,,18.0,1.0,3.0,3.0,17.0,2.0,5.0,17.0,3.0,6.0,4.0,1.0,,1.0,1.0,1.0,,42.0,190,6.0,0.5652173913043478,0.5909090909090909,0.4107142857142857,0.4,0.5,0.4295774647887324,0.4375,0.58,0.4935897435897436,0.5,0.6774193548387096,0.05357142857142857,0.09090909090909091,0.25,14.678899082568806,0.3888888888888889,0.3333333333333333,,0.14423076923076922,0.03619909502262444,0.2631578947368421,0.03389830508474576,0.16981132075471697,0.03571428571428571,0.046875,,0.04716981132075472,,0.11764705882352941,0.10526315789473684,0.16393442622950818,0.14678899082568808,0.2727272727272727,0.23076923076923078,0.02564102564102564,1.0,0.30985915492957744,0.5454545454545454,0.6,0.3333333333333333,0.056338028169014086,0.25,0.3333333333333333,,0.4225352112676056,0.3333333333333333,0.3333333333333333,0.9,0.5,0.5,0.5,0.48,0.5833333333333334,0.5211267605633803,0.49874014084507046,0.49737499999999996,0.526108,0.08108108108108109,0.1016949152542373,0.1038961038961039,0.5454545454545454,11.126785714285713,0.33687943262411346,2.0,3.0,1.0,1.0,1.0,3.0,12.0,2.0,4.0,5.0,15.0,3.0,3.0,5.0,12.0,3.0,,12.0,3.0,2.0,0.8,0.3333333333333333,0.6,0.3333333333333333,0.2112676056338028,0.04225352112676056,0.6666666666666666,0.6666666666666666,0.5,0.16901408450704225,0.25,0.25,1.0,0.125,0.04,1.0,0.16,0.5,0.25,24.400000000000002,1.0,,2.0,1.0,1.0,0.3333333333333333,,1.0,1.0,0.25,,,,,,,True
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,20825.0,347,49.0,695,694,254,189,92,1389,26.0,37.0,2.0,5.0,12.0,15.0,6.0,20.0,15.0,40.0,47.0,97.0,38.0,207.0,754,4.0,13.0,6.0,26.0,18.0,31.0,19.0,79.0,66.0,28.0,2.0,7.0,13.0,6.0,19.0,4.0,2.0,8.0,2.0,3.0,44.0,1.0,10.0,,13.0,34.0,7.0,54.0,11.0,65.0,3.0,6.0,4.0,4.0,,3.0,3.0,1.0,1.0,7.0,,1.0,11.0,20.0,1.0,2.0,44.0,1.0,12.0,7.0,3.0,1.0,,3.0,2.0,,79.0,254,1.0,0.7021276595744681,0.717391304347826,0.4845360824742268,0.3076923076923077,0.5806451612903226,0.5671140939597316,0.5,0.6122448979591837,0.5988023952095808,0.5681818181818182,0.652542372881356,0.07216494845360824,0.08108108108108109,0.2,21.668742216687424,0.5714285714285714,0.4117647058823529,,0.136,0.03968253968253968,0.17333333333333334,0.012987012987012988,0.14461538461538462,0.03343465045592705,0.0410958904109589,0.05084745762711865,0.03333333333333333,,0.038461538461538464,0.1836734693877551,0.1282051282051282,0.12195121951219512,0.22807017543859648,,0.04285714285714286,0.6666666666666666,0.2483221476510067,0.7027027027027027,0.7647058823529411,0.8846153846153846,0.1342281879194631,0.3,0.375,0.5,0.2684563758389262,0.375,0.375,0.4666666666666667,0.25,0.4,,0.30612244897959184,0.8,0.5973154362416108,0.5156483221476511,0.5046823529411766,0.5223938775510205,0.075,0.1111111111111111,0.12560386473429952,0.38164251207729466,9.143298969072164,0.36546762589928056,8.0,17.0,2.0,2.0,6.0,17.0,35.0,6.0,12.0,25.0,52.0,7.0,8.0,18.0,63.0,12.0,,35.0,17.0,2.0,0.84,0.4807692307692308,0.4444444444444444,0.4807692307692308,0.348993288590604,0.11409395973154363,0.47058823529411764,0.47058823529411764,1.0,0.2348993288590604,0.4857142857142857,0.4857142857142857,0.7647058823529411,0.1,0.12244897959183673,0.3333333333333333,0.24489795918367346,0.5,0.4857142857142857,24.305769230769233,1.0,3.0,5.0,4.0,,0.5714285714285714,,0.5,1.0,0.25,0.6,0.6666666666666666,7.0,2.0,,,True
1721,1610612758,Keon Clark,Keon Clark,1721,SAC,3514.0,59,-11.0,114,116,45,55,15,230,5.0,9.0,2.0,5.0,3.0,4.0,2.0,5.0,1.0,4.0,8.0,18.0,6.0,22.0,144,2.0,5.0,,4.0,3.0,9.0,5.0,11.0,12.0,4.0,2.0,3.0,,,,,,,,,,,6.0,,1.0,7.0,,8.0,6.0,14.0,3.0,1.0,1.0,1.0,,1.0,2.0,,,3.0,1.0,1.0,9.0,13.0,1.0,1.0,9.0,1.0,3.0,2.0,6.0,2.0,3.0,6.0,3.0,,11.0,45,,0.75,0.8571428571428571,0.4444444444444444,0.4,0.3333333333333333,0.4444444444444444,0.4,0.3333333333333333,0.5,0.4,0.4583333333333333,0.16666666666666666,0.1111111111111111,0.2,18.796992481203006,0.3333333333333333,,,0.16279069767441862,0.15384615384615385,0.07142857142857142,,0.14035087719298245,0.10526315789473684,0.25,0.25,0.05263157894736842,,,0.25,0.125,0.10526315789473684,,0.3333333333333333,0.42857142857142855,0.5,0.5,0.5555555555555556,0.625,0.8,0.2777777777777778,0.4,0.5,0.5,0.2222222222222222,0.25,0.3333333333333333,1.0,1.0,0.4,0.5,0.4444444444444444,0.75,0.5,0.48462777777777777,0.56744,0.46328888888888886,0.15,0.15,0.18181818181818182,0.5,5.211111111111111,0.39473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.25,,,,,,,1.0,,,True
185,1610612758,Chris Webber,Chris Webber,185,SAC,11130.0,186,47.0,361,362,123,119,50,723,18.0,31.0,4.0,7.0,7.0,12.0,11.0,25.0,25.0,50.0,54.0,106.0,23.0,131.0,382,6.0,13.0,2.0,14.0,19.0,35.0,9.0,47.0,62.0,46.0,8.0,10.0,13.0,4.0,17.0,3.0,1.0,5.0,3.0,5.0,38.0,4.0,11.0,,7.0,18.0,1.0,26.0,15.0,41.0,3.0,10.0,7.0,9.0,,7.0,10.0,2.0,1.0,19.0,,7.0,7.0,19.0,1.0,5.0,39.0,5.0,19.0,3.0,6.0,2.0,2.0,6.0,1.0,,47.0,123,3.0,0.5740740740740741,0.62,0.5094339622641509,0.46153846153846156,0.5428571428571428,0.4954128440366973,0.46153846153846156,0.5135135135135135,0.5198412698412699,0.4375,0.5222222222222223,0.09433962264150944,0.16129032258064516,0.12,34.523809523809526,0.47368421052631576,0.1111111111111111,,0.12949640287769784,0.088,0.25925925925925924,0.125,0.15060240963855423,0.09554140127388536,0.1111111111111111,0.14285714285714285,0.058823529411764705,0.15,0.08333333333333333,0.047619047619047616,0.16216216216216217,0.13580246913580246,0.17647058823529413,0.4,0.06666666666666667,0.16666666666666666,0.28440366972477066,0.5806451612903226,0.6923076923076923,0.3333333333333333,0.22935779816513763,0.44,0.5,0.09090909090909091,0.45871559633027525,0.5,0.5208333333333334,0.96,0.5384615384615384,0.5714285714285714,,0.32432432432432434,0.5833333333333334,0.3119266055045872,0.45641422018348615,0.49700000000000005,0.455295945945946,0.15447154471544716,0.15833333333333333,0.10687022900763359,0.35877862595419846,10.785849056603771,0.3407202216066482,,,,,,,3.0,,2.0,,3.0,,,2.0,,,,3.0,,3.0,,,,,0.027522935779816515,,,,,0.027522935779816515,,,,,,,0.05405405405405406,,,24.8,,,,,1.0,,0.04,,,,,,,2.0,1.0,1.0,True
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,7181.0,120,-4.0,249,248,72,56,26,497,7.0,10.0,,2.0,1.0,1.0,3.0,6.0,3.0,12.0,13.0,28.0,6.0,41.0,272,,2.0,1.0,1.0,4.0,6.0,,14.0,20.0,6.0,,,7.0,3.0,10.0,1.0,2.0,4.0,2.0,1.0,23.0,1.0,4.0,,6.0,10.0,1.0,17.0,5.0,22.0,2.0,7.0,4.0,4.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,3.0,13.0,,,10.0,2.0,5.0,1.0,5.0,1.0,3.0,5.0,2.0,,14.0,72,1.0,0.7692307692307693,0.7692307692307693,0.4642857142857143,,0.6666666666666666,0.4861111111111111,,0.875,0.5125,0.1,0.875,,,,16.18705035971223,0.8,0.2,,0.11235955056179775,0.04040404040404041,0.2,0.04,0.13445378151260504,0.04032258064516129,0.037037037037037035,0.06896551724137931,0.023255813953488372,0.047619047619047616,,0.2222222222222222,0.1,0.07317073170731707,0.21428571428571427,,0.1,0.4,0.2777777777777778,0.7,0.7,0.7142857142857143,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.25,0.25,0.6666666666666666,0.5,,,0.125,1.0,0.5,0.48425277777777775,0.57375,0.47976875,0.1282051282051282,0.16129032258064516,0.024390243902439025,0.34146341463414637,10.307142857142855,0.2891566265060241,,,,,,3.0,8.0,2.0,2.0,3.0,8.0,2.0,2.0,2.0,9.0,,,8.0,3.0,3.0,1.0,0.375,1.0,0.375,0.2222222222222222,,,,,0.2222222222222222,0.375,0.375,1.0,,,,0.25,1.0,0.375,24.75,,,2.0,,,,,,,0.5,,,,1.0,,,True
