EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,AtRimAssists,FTDefRebounds,DeadBallTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyArc3FGA,Arc3Assists,LostBallSteals,NonShootingPenaltyNonTakeFouls,PenaltyArc3Frequency,SecondChanceFG2M,SecondChanceFG2A,BadPassOutOfBoundsTurnovers,SecondChanceFg2Pct,DefAtRimReboundPct,DefShortMidRangeReboundPct,PenaltyArc3FGM,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,PenaltyTurnovers,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,PenaltyArc3Accuracy,SecondChanceAtRimFGA,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,ShortMidRangeFGM,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,LostBallTurnovers,BlockedShortMidRange,RecoveredBlocks,OffArc3ReboundPct,BlocksRecoveredPct,on,ShortMidRangeAssists,SelfOReb,Travels,Technical Free Throw Trips,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,SecondChanceTurnovers,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,OffensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,DefensiveGoaltends
120,1610612759,Steven Smith,Steven Smith,120,SAS,835.0,14,-13.0,33,32,25,32,4,65,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,39,1.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,25,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,0.625,0.625,0.625,0.75,13.88888888888889,1.0,0.16666666666666666,0.25,0.1875,0.4,0.5,0.25,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.75,0.3333333333333333,1.0,0.6074875,0.6074875,1.0,22.866666666666664,0.7575757575757576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,1586.0,26,17.0,49,48,6,21,4,97,1.0,1.0,,,1.0,3.0,1.0,1.0,2.0,4.0,4.0,6.0,24.0,43,,,1.0,1.0,5.0,,9.0,1.0,2.0,,5.0,,1.0,2.0,2.0,2.0,2.0,,,1.0,5.0,6,0.75,0.6666666666666666,1.0,0.6666666666666666,0.5,,0.8,1.5,0.8571428571428571,1.25,0.6,28.30188679245283,,0.05555555555555555,,0.04,0.16666666666666666,,0.1,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,0.7,0.5051249999999999,0.44745,0.20833333333333334,23.666666666666668,0.12244897959183673,1.0,1.0,2.0,3.0,3.0,1.0,1.0,8.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,0.3333333333333333,1.0,0.1,0.2,0.5,0.5,1.0,0.3,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.56865,0.23076923076923078,0.42857142857142855,0.125,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,1322.0,22,33.0,48,43,21,21,7,91,3.0,4.0,1.0,2.0,,,,,3.0,7.0,1.0,4.0,13.0,34,1.0,2.0,,1.0,6.0,6.0,3.0,,1.0,,3.0,2.0,,2.0,2.0,3.0,2.0,,,,6.0,21,1.0,0.25,,0.25,0.42857142857142855,0.5,0.4090909090909091,0.3333333333333333,0.5,0.6,0.36363636363636365,23.636363636363633,,,0.25,0.10526315789473684,,0.4,0.36363636363636365,0.75,0.75,,,,,0.6666666666666666,0.5,,,0.7272727272727273,0.5024954545454545,0.4996499999999999,0.46153846153846156,24.975,0.4375,3.0,,,1.0,4.0,,,4.0,,,,4.0,,,4.0,1.0,1.0,,,,,1.0,3.0,4.0,1.0,1.0,,,,,,,,0.2727272727272727,,,,,0.36363636363636365,0.25,0.25,1.0,,,,0.25,,0.08333333333333333,0.125,,3.942857142857143,1.0,1.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,730.0,12,-9.0,31,27,23,27,4,58,,,,,,,,,3.0,5.0,,1.0,6.0,35,3.0,4.0,,1.0,6.0,,,,,,,,4.0,4.0,4.0,1.0,1.0,,,1.0,6.0,23,,,,,0.6,0.75,0.5,0.6,0.5,0.6,0.16666666666666666,20.588235294117645,,0.36363636363636365,,0.3076923076923077,,,,,,,,,,,,,,0.16666666666666666,0.37738333333333335,0.38946,1.0,24.6,0.7419354838709677,1.0,3.0,4.0,,1.0,,,,,,2.0,,6.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,0.16666666666666666,0.6666666666666666,0.75,0.75,1.0,0.16666666666666666,,,,,,,,0.3564,,,0.3333333333333333,19.380000000000003,1.0,,,,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,2704.0,45,23.0,96,88,44,54,13,184,,1.0,,,1.0,1.0,,,2.0,5.0,5.0,6.0,22.0,86,1.0,3.0,1.0,1.0,8.0,2.0,15.0,2.0,6.0,1.0,16.0,,2.0,2.0,3.0,1.0,,1.0,1.0,1.0,8.0,44,1.0,0.8333333333333334,1.0,0.8333333333333334,0.4,0.3333333333333333,0.8636363636363636,0.625,0.8461538461538461,0.6666666666666666,0.5454545454545454,12.962962962962962,1.0,0.06451612903225806,,0.047619047619047616,0.08333333333333333,,0.09090909090909091,,,0.09090909090909091,1.0,1.0,1.0,,,,,0.6363636363636364,0.4615090909090909,0.402625,0.36363636363636365,24.55,0.4583333333333333,1.0,2.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,,5.0,4.0,4.0,1.0,1.0,,,1.0,6.0,4.0,,2.0,0.5,0.5,1.0,1.5,1.5,,,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.45454545454545453,0.8,0.8,1.0,1.0,1.0,1.0,0.8,0.45435,,,0.13636363636363635,13.440000000000001,1.0,3.0,1.0,3.0,0.25,,,,,,0.07142857142857142,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.03125,0.023255813953488372,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,2111.0,35,16.0,66,63,17,31,8,129,1.0,5.0,,1.0,,,,,2.0,7.0,,,6.0,60,,1.0,,,,,,,1.0,,3.0,2.0,6.0,9.0,13.0,,,,,1.0,,17,,,,,0.2857142857142857,,0.2857142857142857,,0.3,,,15.068493150684931,,0.24,0.2222222222222222,0.23529411764705882,0.3333333333333333,0.2,0.7142857142857143,0.2,0.5,,,,,1.0,,,,0.7142857142857143,0.5237857142857143,0.5525,,,0.25757575757575757,1.0,1.0,1.0,,,,,2.0,,,,,4.0,,,,1.0,,,1.0,1.0,,1.0,6.0,2.0,1.0,1.0,1.0,,,,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,0.61785,0.2222222222222222,0.2222222222222222,,3.814285714285714,,1.0,,,,,2.0,,,,0.23076923076923078,,4.0,4.0,4.0,,0.5714285714285714,0.6,0.17391304347826086,0.13333333333333333,0.4,,2.0,1.0,1.0,1.0,0.15384615384615385,0.25,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1610612759,Speedy Claxton,Speedy Claxton,2049,SAS,1039.0,17,,37,35,20,21,5,72,1.0,2.0,1.0,2.0,,,,,4.0,8.0,,,13.0,36,3.0,5.0,,,11.0,4.0,,4.0,5.0,4.0,11.0,,1.0,1.0,1.0,,,,,,11.0,20,,,,,0.5,0.6,0.5,0.6,0.65,0.7857142857142857,,24.390243902439025,,0.07142857142857142,,0.0625,,,0.25,0.5,0.5,,,,,0.4,0.5,,,0.25,0.4518375,0.48026,0.8461538461538461,,0.5405405405405406,3.0,2.0,3.0,,,,,5.0,,,,5.0,4.0,,,,1.0,1.0,,,,,1.0,5.0,1.0,2.0,0.5,0.5,,,,,,0.375,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,0.125,0.125,,9.7125,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,508.0,8,,24,20,22,19,6,44,1.0,2.0,1.0,2.0,,,,,1.0,6.0,,,2.0,21,1.0,5.0,,,2.0,2.0,,,,,,,1.0,1.0,4.0,,,,,,2.0,22,,,,,0.16666666666666666,0.2,0.16666666666666666,0.2,0.16666666666666666,0.2,,20.0,,0.125,,0.1111111111111111,0.25,,0.3333333333333333,0.5,1.0,,,,,0.4,0.5,,,0.3333333333333333,0.41724999999999995,0.43635999999999997,1.0,,0.9166666666666666,3.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.5,0.5,,,0.5,0.16666666666666666,,,,,,,,,,,,0.5606,,,1.0,7.949999999999999,,,,,,1.0,2.0,,0.5,,,,1.0,1.0,3.0,,0.16666666666666666,0.5,0.1111111111111111,0.23076923076923078,,,2.0,,,,0.25,,1.0,,,,,,,,1.0,2.0,2.0,0.5,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,1771.0,30,36.0,61,53,19,22,9,114,1.0,1.0,1.0,1.0,,1.0,,1.0,5.0,9.0,,1.0,15.0,45,2.0,2.0,,1.0,4.0,8.0,,2.0,4.0,1.0,10.0,,6.0,8.0,10.0,,,1.0,,1.0,4.0,19,,,,,0.5555555555555556,1.0,0.5,0.6666666666666666,0.5769230769230769,0.6666666666666666,0.1,20.0,1.0,0.3333333333333333,,0.24,0.14285714285714285,,0.1,1.0,1.0,0.1,,,,0.3333333333333333,1.0,0.3333333333333333,,0.2,0.40290499999999996,0.47111666666666663,0.26666666666666666,24.6,0.3114754098360656,7.0,1.0,1.0,,,,,5.0,,,2.0,,2.0,,,,2.0,,1.0,2.0,,2.0,3.0,6.0,3.0,,0.2,0.25,,0.5,0.5,0.5,1.0,0.7,0.1,1.0,1.0,,,,,,,,,,,0.23076923076923078,0.25,0.13333333333333333,6.855555555555555,,2.0,,1.0,,1.0,2.0,,0.5,1.0,0.4,,1.0,,2.0,,0.1111111111111111,,,0.07407407407407407,,,,,1.0,0.14285714285714285,,,,3.0,,1.0,,1.0,0.42857142857142855,0.5,,2.0,2.0,0.2857142857142857,,,1.0,1.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,609.0,10,8.0,24,20,15,15,4,44,,2.0,,2.0,,,,,1.0,4.0,,1.0,3.0,21,1.0,3.0,,,3.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,3.0,15,,,,,0.25,0.3333333333333333,0.2,0.3333333333333333,0.25,0.375,0.2,21.428571428571427,,,,,,,0.4,,,,,,,0.6666666666666666,,,,0.6,0.47169999999999995,0.49210000000000004,1.0,24.6,0.625,,1.0,2.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,0.4,0.5,0.5,,0.2,,,,,,,,0.45955,,,,9.2,,,,,,,2.0,,,,,,1.0,,,,0.25,0.5,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
