EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ThreePtAssists,Arc3Assists,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGA,HeaveAttempts,Corner3Assists,LongMidRangePctBlocked,SecondChanceArc3Frequency,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,on
42,1610612755,Monty Williams,Monty Williams,42,PHI,2634.0,44,-4,80,79,31,38,12,159,6.0,10.0,2.0,4.0,3.0,3.0,,2.0,1.0,2.0,,,,,,,,,7.0,14.0,,,3.0,17.0,85,2.0,4.0,,4.0,4.0,4.0,,,3.0,11.0,4.0,10.0,,4.0,,,2.0,,,,,,,,3.0,,1.0,2.0,,3.0,3.0,6.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1,1.0,,2.0,6.0,,,4.0,,,,2.0,,,,,,,11.0,31,3.0,0.2857142857142857,0.4,,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.53125,0.5,0.9166666666666666,,0.14285714285714285,,0.5,17.708333333333336,1.0,,,0.06451612903225806,0.08108108108108109,0.25,,0.08571428571428572,0.06976744186046512,0.17647058823529413,,,,,0.1,,0.07692307692307693,0.3333333333333333,,0.2,0.7142857142857143,0.6,0.6,0.16666666666666666,0.14285714285714285,,,,0.14285714285714285,0.5,1.0,1.0,,,,,,,,,1.0,0.5,0.75,1.0,,,,,0.7142857142857143,,0.5272357142857141,0.569825,0.539525,,,,0.23529411764705882,0.6470588235294118,3.485714285714286,,0.3875,,,,,,,,,,,,,,,,,0.5,,,,,,,,,True
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,1784.0,30,-10,57,55,28,40,7,112,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,4.0,,1.0,4.0,6.0,62,,,,,1.0,1.0,,1.0,4.0,6.0,2.0,,,,1.0,,2.0,,,,,,,,2.0,,,1.0,1.0,2.0,2.0,4.0,,,,,1.0,,1.0,,,,,1,,,1.0,3.0,1.0,,4.0,,2.0,,,1.0,,,1.0,,,6.0,28,,1.0,1.0,,,,,0.25,,1.0,0.2,,0.5,0.42857142857142855,,0.75,0.2,0.5,0.5,1.0,11.940298507462686,1.0,0.25,,0.06666666666666667,0.07407407407407407,,,0.043478260869565216,0.06451612903225806,0.14285714285714285,0.2,,,,,0.16666666666666666,,,,,0.4,0.5,1.0,1.0,0.2,,,,0.2,,,,,,,,0.2,,,,,,0.5,1.0,,,0.5,,0.6,,0.47125,,0.582,0.2857142857142857,0.3333333333333333,,,1.0,7.35,38.0,0.49122807017543857,,,,,,,,,,,,,,,,,,,,,1.0,,,,,False
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,3665.0,61,-20,108,115,32,65,16,223,,2.0,,,,,1.0,5.0,2.0,5.0,1.0,4.0,1.0,2.0,,2.0,,,3.0,12.0,1.0,6.0,2.0,11.0,134,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,,5.0,4.0,2.0,3.0,,2.0,,1.0,1.0,2.0,,,1.0,5.0,,,,1.0,4.0,1.0,6.0,,6.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,2,,2.0,1.0,10.0,1.0,,2.0,,1.0,,,1.0,1.0,,1.0,,,5.0,32,5.0,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.5,0.16666666666666666,0.25,1.0,0.5,0.25,0.5,0.625,0.2894736842105263,0.5,0.625,0.3333333333333333,0.08333333333333333,,0.2,16.935483870967744,0.5,0.16666666666666666,,0.11764705882352941,,0.06666666666666667,,0.10204081632653061,,,,,,,0.125,0.07142857142857142,0.16666666666666666,0.14285714285714285,,,0.1111111111111111,,,,0.2777777777777778,0.2,0.25,1.0,0.2777777777777778,0.4,0.4,0.5,0.2222222222222222,0.25,0.25,1.0,0.1111111111111111,,,,,,,,0.5,0.5,,,0.4444444444444444,,0.4609111111111111,0.450375,0.455875,0.05263157894736842,0.07692307692307693,,0.18181818181818182,0.45454545454545453,11.275,24.599999999999998,0.2962962962962963,1.0,1.0,,1.0,,1.0,,1.0,,,0.5,,,,,1.0,,,,,,,,,,False
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,8433.0,141,-22,244,251,118,109,41,495,12.0,19.0,6.0,8.0,7.0,11.0,3.0,8.0,1.0,7.0,,,,,,,,,16.0,34.0,,,13.0,45.0,283,7.0,12.0,2.0,16.0,9.0,15.0,,,6.0,24.0,20.0,12.0,,10.0,,,5.0,4.0,4.0,4.0,,,8.0,,14.0,1.0,9.0,14.0,4.0,27.0,15.0,42.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,6.0,,,,7,1.0,1.0,6.0,15.0,2.0,3.0,20.0,,10.0,,,2.0,1.0,,2.0,,,24.0,118,3.0,0.625,0.9090909090909091,,,,,0.47058823529411764,0.5833333333333334,0.6,0.47058823529411764,0.5833333333333334,0.6,0.5113636363636364,0.5714285714285714,0.631578947368421,,0.14705882352941177,0.15789473684210525,0.125,17.525773195876287,0.14285714285714285,0.4,0.14285714285714285,0.15555555555555556,0.14893617021276595,0.24324324324324326,,0.18110236220472442,0.125,0.09090909090909091,0.23529411764705882,0.1590909090909091,,,0.14285714285714285,0.09090909090909091,0.2413793103448276,0.2962962962962963,0.1,0.3076923076923077,0.5588235294117647,0.631578947368421,0.75,0.6666666666666666,0.23529411764705882,0.375,0.42857142857142855,0.3333333333333333,0.20588235294117646,0.14285714285714285,0.16666666666666666,1.0,,,,,,,,,0.6666666666666666,0.75,0.7333333333333333,0.6363636363636364,,,,,0.5588235294117647,,0.47950588235294117,0.5004416666666667,0.50492,0.22727272727272727,0.22727272727272727,,0.35555555555555557,0.5333333333333333,5.0470588235294125,,0.48360655737704916,2.0,1.0,,,,,,,,,,,,,,,0.14285714285714285,,,,1.0,0.3333333333333333,,,2.0,False
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,9079.0,151,-47,267,278,123,137,43,545,7.0,9.0,,,1.0,3.0,4.0,5.0,5.0,13.0,1.0,1.0,,,,,,,16.0,27.0,1.0,1.0,7.0,42.0,313,,2.0,,,4.0,8.0,,,6.0,14.0,20.0,12.0,3.0,,,,4.0,6.0,8.0,3.0,1.0,2.0,18.0,2.0,,,4.0,12.0,2.0,18.0,2.0,20.0,,4.0,4.0,,5.0,1.0,3.0,2.0,1.0,2.0,,7,,1.0,5.0,17.0,2.0,,7.0,1.0,2.0,,2.0,1.0,,1.0,1.0,,,14.0,123,5.0,0.625,0.625,1.0,1.0,,1.0,0.5925925925925926,,0.5,0.625,,0.5,0.6774193548387096,,0.6363636363636364,0.03571428571428571,0.14814814814814814,0.2222222222222222,0.2,12.063492063492063,0.7142857142857143,0.2,,0.12244897959183673,,0.10810810810810811,0.11764705882352941,0.11851851851851852,0.015384615384615385,,,,0.13333333333333333,,0.14285714285714285,0.16666666666666666,0.037037037037037035,0.1111111111111111,0.1,,0.32142857142857145,0.7777777777777778,1.0,0.42857142857142855,0.17857142857142858,0.8,1.0,0.5,0.4642857142857143,0.38461538461538464,0.4166666666666667,1.0,0.03571428571428571,1.0,1.0,1.0,,,,,,,0.375,0.3333333333333333,,,,,0.35714285714285715,,0.4724589285714285,0.3871,0.4648875,0.06896551724137931,0.07142857142857142,,,0.3333333333333333,10.496296296296295,24.4,0.4606741573033708,1.0,1.0,,,,,,2.0,2.0,,,,,,,,0.07692307692307693,,,,,,,,,False
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,10452.0,174,-22,313,321,148,167,47,634,16.0,36.0,4.0,7.0,6.0,10.0,5.0,10.0,19.0,44.0,,1.0,,,7.0,19.0,2.0,7.0,40.0,90.0,7.0,20.0,36.0,137.0,352,9.0,15.0,,18.0,19.0,40.0,2.0,7.0,20.0,64.0,14.0,66.0,9.0,4.0,19.0,7.0,5.0,24.0,24.0,13.0,3.0,8.0,48.0,,7.0,,4.0,6.0,,10.0,7.0,17.0,5.0,7.0,4.0,3.0,11.0,3.0,8.0,7.0,1.0,3.0,,18,4.0,7.0,2.0,9.0,,3.0,46.0,4.0,13.0,,11.0,,,,,,,64.0,148,2.0,0.175,0.18421052631578946,0.42857142857142855,0.35,0.2857142857142857,0.35,0.4444444444444444,0.6,0.475,0.4590909090909091,0.5294117647058824,0.46808510638297873,0.5192307692307693,0.5294117647058824,0.5338983050847458,0.18181818181818182,0.05555555555555555,0.1111111111111111,,40.43715846994535,0.6111111111111112,,,0.05504587155963303,0.05785123966942149,0.08695652173913043,,0.06451612903225806,0.04895104895104895,0.11627906976744186,0.043478260869565216,0.01818181818181818,,,0.030303030303030304,0.06666666666666667,0.06451612903225806,0.09090909090909091,0.07692307692307693,0.08620689655172414,0.32727272727272727,0.4444444444444444,0.5,0.1875,0.09090909090909091,0.5,0.5,,0.4,0.4318181818181818,0.4418604651162791,0.21052631578947367,0.00909090909090909,,,,0.17272727272727273,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.4117647058823529,0.5714285714285714,0.2127659574468085,0.6,,,0.14893617021276595,0.2857142857142857,0.509090909090909,0.3684210526315789,0.4815077272727274,0.4703875,0.45076914893617015,0.1092436974789916,0.13131313131313133,,0.13138686131386862,0.46715328467153283,9.984444444444447,25.96,0.4728434504792332,,,,,,2.0,12.0,,,,,,,2.0,,,0.022727272727272728,0.11764705882352941,,,,,2.0,,,False
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,5254.0,88,-17,151,160,50,90,22,311,7.0,8.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,7.0,10.0,,,1.0,15.0,179,2.0,2.0,,4.0,1.0,1.0,,,,2.0,10.0,4.0,,4.0,,,,2.0,2.0,2.0,,,4.0,,7.0,,3.0,8.0,,11.0,7.0,18.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,2,,1.0,7.0,17.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,2.0,50,5.0,0.7142857142857143,1.0,,,,,0.7,1.0,1.0,0.7,1.0,1.0,0.75,1.0,1.0,,,,,6.936416184971098,0.5,,,0.14285714285714285,0.1206896551724138,0.125,,0.1375,0.10294117647058823,0.1,0.23076923076923078,0.08,,,0.10526315789473684,0.08695652173913043,0.2857142857142857,0.1111111111111111,0.16666666666666666,,0.8,0.875,0.875,0.7142857142857143,0.1,,,,0.1,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,0.8,,0.54374,0.5851500000000001,0.6191,0.1,0.1,,0.26666666666666666,0.13333333333333333,3.15,,0.33112582781456956,,,,,,,,,,,,,,,,,,,,,,,,,,False
2422,1610612755,John Salmons,John Salmons,2422,PHI,503.0,8,-5,14,16,8,5,1,30,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,1.0,,,,,1.0,,1,,,,,,,2.0,,1.0,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,13.333333333333334,1.0,,,0.375,,,,0.2727272727272727,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,False
727,1610612755,Eric Snow,Eric Snow,727,PHI,5702.0,95,1,173,181,98,86,20,354,3.0,6.0,,1.0,1.0,3.0,,2.0,7.0,14.0,,,,,,2.0,,1.0,10.0,22.0,,2.0,19.0,39.0,182,2.0,4.0,2.0,6.0,4.0,11.0,,1.0,15.0,23.0,12.0,8.0,,,1.0,,,8.0,10.0,4.0,,4.0,22.0,,1.0,,2.0,4.0,,6.0,1.0,7.0,,3.0,1.0,2.0,5.0,2.0,3.0,3.0,,2.0,,8,,6.0,4.0,12.0,,1.0,20.0,,4.0,,6.0,,,,,,,23.0,98,4.0,0.6,0.6,,,,,0.45454545454545453,0.5,0.36363636363636365,0.4166666666666667,0.4,0.3333333333333333,0.5735294117647058,0.5,0.575,0.08333333333333333,,,,21.31979695431472,0.625,,,0.057971014492753624,0.017241379310344827,0.1,,0.06741573033707865,0.014925373134328358,,,0.04,,,0.05263157894736842,0.038461538461538464,0.08333333333333333,0.18181818181818182,,,0.25,0.5,0.5,0.6666666666666666,0.08333333333333333,,,,0.5833333333333334,0.5,0.5,0.5714285714285714,,,,,0.08333333333333333,,,,0.2,,0.25,0.3333333333333333,,,0.08333333333333333,,0.3333333333333333,,0.4313304347826087,0.37652,0.4397818181818182,0.14285714285714285,0.15384615384615385,,0.15384615384615385,0.5897435897435898,12.681818181818182,33.599999999999994,0.5664739884393064,,,,,,1.0,,2.0,1.0,,,,,1.0,1.0,1.0,,0.2,,,,,,,,False
42,1610612755,Monty Williams,Monty Williams,42,PHI,3070.0,51,-10,95,95,46,55,15,190,1.0,6.0,1.0,2.0,,3.0,,,,2.0,,,,,,1.0,,,1.0,8.0,,1.0,,2.0,109,1.0,2.0,,2.0,,4.0,,,,,,2.0,,2.0,1.0,,1.0,,,,,,,,4.0,,1.0,3.0,1.0,5.0,4.0,9.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,3,,2.0,,6.0,,,,,,,,,,,,,,,46,4.0,,,,,,,0.125,0.5,,0.1111111111111111,0.5,,0.1111111111111111,0.5,,0.1111111111111111,0.125,0.16666666666666666,,10.619469026548673,0.3333333333333333,0.3333333333333333,,0.1,0.1,0.05263157894736842,,0.08163265306122448,0.0851063829787234,0.17647058823529413,0.125,,,,0.16666666666666666,0.08333333333333333,,,1.0,0.14285714285714285,0.6666666666666666,0.16666666666666666,0.2,,,,,,0.2222222222222222,,,,,,,,0.1111111111111111,,,,1.0,0.5,0.75,,,,,,0.7777777777777778,,0.5291,0.56575,0.54895,,,,1.0,,4.0,35.8,0.4842105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,False
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,7213.0,120,-13,218,223,124,106,28,441,7.0,11.0,1.0,1.0,5.0,8.0,2.0,6.0,2.0,7.0,,,,,,2.0,,2.0,11.0,24.0,,2.0,21.0,43.0,234,2.0,2.0,,4.0,7.0,15.0,,2.0,10.0,24.0,20.0,2.0,,,2.0,,,6.0,6.0,3.0,1.0,2.0,12.0,2.0,3.0,,5.0,15.0,1.0,21.0,5.0,26.0,,2.0,,2.0,2.0,,1.0,3.0,,1.0,1.0,5,,3.0,6.0,9.0,,,24.0,2.0,11.0,,2.0,1.0,1.0,,1.0,,,24.0,124,2.0,0.9090909090909091,0.9090909090909091,,,,,0.4583333333333333,1.0,0.4666666666666667,0.4230769230769231,1.0,0.4117647058823529,0.581081081081081,1.0,0.5217391304347826,0.07692307692307693,,,,16.867469879518072,0.4,0.125,,0.18518518518518517,0.03896103896103896,0.16129032258064516,0.13333333333333333,0.17857142857142858,0.05434782608695652,0.06896551724137931,,0.02857142857142857,0.09090909090909091,0.25,0.2,0.15151515151515152,0.21739130434782608,0.08695652173913043,0.375,,0.4230769230769231,0.6363636363636364,0.6363636363636364,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5,0.2692307692307692,0.2857142857142857,0.2857142857142857,1.0,,,,,0.07692307692307693,,,,0.5,1.0,0.47058823529411764,0.625,,,0.11764705882352941,,0.5,,0.44494038461538465,0.4795,0.45498529411764704,0.3142857142857143,0.3333333333333333,,0.09302325581395349,0.5581395348837209,7.995833333333334,25.35,0.5688073394495413,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,False
