EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,Fg2aBlocked,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,OffTwoPtRebounds,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Technical Free Throw Trips,FG3APct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,DefThreePtRebounds,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,NonShootingFoulsDrawn,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,FTOffRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Clear Path Fouls,Loose Ball Fouls,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChancePointsPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsAssisted3s,HeaveAttempts,ShortMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,Assisted3sPct,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,OffCorner3ReboundPct,Fg3aBlocked,Blocked3s,BlockedCorner3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,323.0,5,-1.0,12,10,11,10,2.0,22,1.0,1.0,1.0,1.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11,1.0,1.0,7.142857142857142,0.25,0.3333333333333333,0.14285714285714285,0.125,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.4455,0.4455,1.3,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,655.0,11,1.0,23,21,22,18,5.0,44,1.0,,1.0,4.0,16,1.0,4.0,,,,,2.0,2.0,,,,,,22,,,17.857142857142854,,,,0.13333333333333333,,,0.25,,0.25,0.25,0.35765,0.35765,13.925,0.9565217391304348,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.25,0.25,0.25,0.25,0.3,0.3,0.2,1.0,0.2,0.75,0.3333333333333333,0.3333333333333333,1.0,0.3677,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,1610612738,J.R. Bremer,J.R. Bremer,2452,BOS,536.0,9,-1.0,18,17,17,14,5.0,35,1.0,,1.0,2.0,13,,2.0,,,,,,,,,,,,17,,,21.73913043478261,,,,,,,0.25,,0.25,0.75,0.44275,0.44275,10.4,0.9444444444444444,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,,,1.0,,3.0,1.0,1.0,0.5,0.5,0.25,0.25,0.25,0.25,,,,0.25,1.0,1.0,1.0,0.3933,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1610612738,Grant Long,Grant Long,3,BOS,410.0,7,2.0,14,13,14,10,3.0,27,,,,1.0,11,,1.0,,,1.0,2.0,1.0,3.0,,,,,,14,,,5.88235294117647,0.25,,0.3333333333333333,0.125,,,,,,,0.2904,0.2904,18.6,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,137.0,2,,6,5,6,5,,11,,,,,5,,,,,,,,,,,,,,6,,,16.666666666666668,,,,,,,,,,,,,,1.0,,,,2.0,2.0,,2.0,2.0,,,,,2.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,186.0,3,-1.0,6,5,5,5,2.0,11,1.0,1.0,1.0,2.0,2,1.0,1.0,,,,,,,,,,,,5,,,25.0,,,,,,,0.5,1.0,1.0,0.5,0.35245,0.3584,10.2,0.8333333333333334,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,245.0,4,-1.0,9,8,8,8,2.0,17,,,,1.0,5,,1.0,,,1.0,1.0,,1.0,,2.0,,,,8,,,36.36363636363637,0.25,,0.16666666666666666,,,,,,,0.6666666666666666,0.397725,0.397725,6.4,0.8888888888888888,,,,,3.0,,,3.0,,,,,,,3.0,,,,,0.5,0.5,0.5,0.5,,,,,,,,,,,1.0,2.0,,2.0,2.0,,2.0,2.0,,,,,,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,33.6,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612738,Tony Delk,Tony Delk,960,BOS,293.0,5,3.0,11,9,11,9,2.0,20,,,,,10,,,,,2.0,2.0,,2.0,,,,,,11,,,23.076923076923077,0.6666666666666666,,0.3333333333333333,,,,,,,1.0,0.4839,0.4839,,1.0,,,,1.0,4.0,,1.0,4.0,,,,,1.0,,4.0,,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,0.3333333333333333,,1.0,3.0,,3.0,3.0,,3.0,3.0,,,,,,,,,,1.0,1.0,,1.0,25.2,,,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,179.0,3,3.0,6,6,6,3,1.0,12,,,,,2,,,,,,,,,,1.0,1.0,1.0,1.0,6,,,14.285714285714285,,,,,,,,,,,,,,1.0,,,,2.0,2.0,,2.0,2.0,,,,,2.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1610612738,Bimbo Coles,Bimbo Coles,902,BOS,311.0,5,,10,11,10,8,3.0,21,1.0,,1.0,2.0,9,,2.0,1.0,,,1.0,,1.0,,,,,,10,0.5,1.0,15.384615384615383,,,0.2,,,,0.5,,0.5,0.5,0.5003,0.5003,10.25,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
