EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,NonHeaveArc3FGA,Fg2aBlocked,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,AtRimPctBlocked,Arc3Frequency,PenaltyArc3Frequency,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,LongMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,ShortMidRangeAssists,OffThreePtRebounds,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Assists,SelfOReb,Technical Free Throw Trips,DefCorner3ReboundPct,SelfORebPct,FTOffRebounds,LostBallSteals,SecondChanceTurnovers,OffFTReboundPct,SecondChanceAtRimPctAssisted,HeaveAttempts,SecondChanceFtPoints,DefensiveGoaltends,OffCorner3ReboundPct,on,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGA,SecondChanceArc3Frequency
1496,1610612755,Keith Van Horn,Keith Van Horn,1496,PHI,2932.0,49,5,89,83,45.0,34,11.0,172,3.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,4.0,12.0,87,1.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,10.0,2.0,12.0,1.0,4.0,1.0,1.0,5.0,1.0,6.0,11.0,2.0,2.0,6.0,2.0,1.0,1.0,6.0,45.0,1.0,0.75,1.0,0.5714285714285714,0.5,0.5,0.5,0.5,0.4,0.5454545454545454,0.5,0.42857142857142855,0.125,15.533980582524272,0.2,0.6,0.13793103448275862,0.04878048780487805,0.16666666666666666,0.14893617021276595,0.0425531914893617,0.06666666666666667,0.047619047619047616,0.3333333333333333,0.07692307692307693,0.23076923076923078,0.625,0.6,0.6,0.6666666666666666,0.125,0.125,1.0,1.0,1.0,0.125,1.0,0.5,0.6,0.6666666666666666,0.2,0.75,0.537825,0.5720000000000001,0.5631,0.2,0.2222222222222222,0.16666666666666666,0.5,3.7142857142857144,22.7,0.5056179775280899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,1012.0,17,-5,33,32,13.0,28,5.0,65,,1.0,,,,,,,,,,,1.0,1.0,2.0,2.0,38,,,,,,1.0,2.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,2.0,1.0,,,2.0,13.0,,,,,,,,,,0.3333333333333333,,0.5,0.5,7.894736842105263,,0.25,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,0.5864,,,0.3333333333333333,0.5,,1.0,,38.0,0.3939393939393939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,6597.0,110,-15,197,198,77.0,99,27.0,395,3.0,6.0,1.0,1.0,1.0,2.0,5.0,4.0,11.0,5.0,3.0,8.0,22.0,9.0,4.0,26.0,221,3.0,4.0,6.0,3.0,7.0,4.0,,12.0,8.0,8.0,4.0,2.0,3.0,1.0,7.0,3.0,3.0,9.0,2.0,14.0,3.0,17.0,1.0,2.0,,,3.0,2.0,5.0,18.0,1.0,,4.0,2.0,,,12.0,77.0,7.0,0.5,0.6666666666666666,0.36363636363636365,0.75,0.42857142857142855,0.3548387096774194,0.6,0.5454545454545454,0.3939393939393939,0.6,0.5454545454545454,0.2903225806451613,15.859030837004406,0.3333333333333333,0.18181818181818182,0.14285714285714285,0.0379746835443038,0.09090909090909091,0.125,0.030927835051546393,,0.04878048780487805,0.08695652173913043,0.16,0.15,0.1935483870967742,0.5,0.5,0.3333333333333333,0.16129032258064516,0.3548387096774194,0.36363636363636365,0.36363636363636365,0.5,0.16129032258064516,0.2,1.0,0.18181818181818182,0.5,0.2727272727272727,0.4838709677419355,0.4685790322580646,0.41927000000000003,0.47546818181818185,0.06060606060606061,0.08333333333333333,0.23076923076923078,0.46153846153846156,11.113636363636363,24.644444444444446,0.39086294416243655,4.0,1.0,4.0,1.0,2.0,,2.0,0.045454545454545456,,0.12903225806451613,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2222222222222222,0.5,0.2222222222222222,0.2,0.09090909090909091,0.2,1.0,0.2,0.25,1.0,0.2,0.2,1.0,0.25,0.25,1.0,0.2,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,4630.0,77,-19,138,144,65.0,88,21.0,282,9.0,11.0,,,3.0,5.0,4.0,4.0,13.0,1.0,,16.0,28.0,2.0,2.0,40.0,164,,1.0,,6.0,13.0,1.0,1.0,16.0,18.0,14.0,,6.0,6.0,2.0,12.0,,1.0,6.0,1.0,8.0,2.0,10.0,2.0,1.0,1.0,,3.0,1.0,3.0,16.0,1.0,,2.0,2.0,,,16.0,65.0,6.0,0.5625,0.5625,0.5714285714285714,,0.46153846153846156,0.6333333333333333,,0.5357142857142857,0.6666666666666666,,0.5714285714285714,0.06666666666666667,20.496894409937887,0.6666666666666666,0.1,0.14285714285714285,,0.043478260869565216,0.1076923076923077,0.02702702702702703,,,0.125,0.13333333333333333,0.0625,0.36666666666666664,0.8181818181818182,0.9,0.5555555555555556,0.13333333333333333,0.43333333333333335,0.3076923076923077,0.3333333333333333,0.75,0.03333333333333333,,,0.35714285714285715,0.6,,0.43333333333333335,0.4565733333333333,,0.4429607142857143,0.06666666666666667,0.07142857142857142,,0.4,10.053571428571429,25.299999999999997,0.47101449275362317,1.0,1.0,1.0,2.0,,,,0.07142857142857142,0.09090909090909091,0.03333333333333333,0.07142857142857142,3.0,1.0,,,1.0,1.0,2.0,,1.0,3.0,1.0,,,3.0,,,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,,0.18181818181818182,,0.75,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,1.0,2.0,2.0,0.07692307692307693,0.15384615384615385,0.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,6168.0,103,-10,185,185,72.0,93,26.0,370,8.0,17.0,1.0,1.0,2.0,5.0,5.0,5.0,23.0,,,15.0,45.0,11.0,17.0,53.0,209,3.0,4.0,6.0,3.0,11.0,7.0,11.0,20.0,12.0,18.0,2.0,26.0,27.0,15.0,55.0,3.0,3.0,5.0,,8.0,3.0,11.0,3.0,3.0,2.0,1.0,6.0,1.0,,1.0,,,28.0,10.0,4.0,,20.0,72.0,1.0,0.4,0.42857142857142855,0.3333333333333333,0.75,0.2727272727272727,0.32142857142857145,0.75,0.25,0.375,0.75,0.3958333333333333,0.19642857142857142,34.57943925233645,0.5,,0.0847457627118644,0.04054054054054054,0.0967741935483871,0.08888888888888889,0.03296703296703297,0.07692307692307693,0.02702702702702703,0.08695652173913043,0.08695652173913043,0.05555555555555555,0.30357142857142855,0.47058823529411764,0.5,0.375,0.08928571428571429,0.4107142857142857,0.21739130434782608,0.21739130434782608,0.6,,0.25,1.0,0.2777777777777778,0.4,,0.5,0.4744696428571428,0.433,0.4768944444444445,0.15625,0.18867924528301888,0.11320754716981132,0.37735849056603776,10.591111111111111,26.099999999999998,0.3891891891891892,11.0,7.0,11.0,1.0,,,,0.022222222222222223,0.058823529411764705,0.19642857142857142,0.3888888888888889,2.0,,,,2.0,1.0,2.0,,1.0,,2.0,1.0,,7.0,2.0,2.0,1.0,1.0,1.0,,,,,0.18181818181818182,0.14285714285714285,0.18181818181818182,,,0.07692307692307693,,0.4,0.4,,,,,0.18181818181818182,0.18181818181818182,,,,0.14285714285714285,0.18181818181818182,6.0,4.0,,2.0,,,,1.0,2.0,2.0,0.15384615384615385,0.05263157894736842,,,,,,,,,,True,,,,,,,,,,,,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,2659.0,44,3,77,79,29.0,36,13.0,156,6.0,9.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,,,8.0,12.0,,3.0,19.0,88,5.0,5.0,10.0,4.0,6.0,,2.0,10.0,10.0,6.0,6.0,,,,,3.0,2.0,3.0,3.0,8.0,4.0,12.0,,2.0,,,2.0,,2.0,4.0,,2.0,4.0,2.0,,,10.0,29.0,,0.625,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6785714285714286,1.0,0.7142857142857143,,17.77777777777778,,0.6,0.1111111111111111,0.12,0.15384615384615385,0.125,0.08823529411764706,,0.14285714285714285,,0.2727272727272727,0.2857142857142857,0.75,0.6666666666666666,0.75,0.5,0.08333333333333333,0.16666666666666666,0.5,0.5,1.0,,1.0,1.0,0.8333333333333334,0.6,,0.75,0.4916833333333333,0.5234400000000001,0.49325,0.14285714285714285,0.14285714285714285,0.5263157894736842,0.5263157894736842,3.633333333333333,,0.37662337662337664,,,,1.0,1.0,1.0,1.0,0.08333333333333333,0.1111111111111111,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,0.25,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,1.0,1.0,1.0,0.25,0.4,,,,,True,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,186.0,3,3,8,6,8.0,6,,14,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,2293.0,38,-7,68,66,14.0,16,7.0,134,3.0,3.0,1.0,1.0,,,,2.0,8.0,,,5.0,11.0,1.0,,10.0,74,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,8.0,2.0,,4.0,5.0,1.0,11.0,,,1.0,,1.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,5.0,,1.0,,,,,2.0,14.0,1.0,0.8,0.8,0.45454545454545453,0.5,0.5,0.4166666666666667,0.5,0.3333333333333333,0.4166666666666667,0.5,0.3333333333333333,0.08333333333333333,18.42105263157895,0.5,,0.043478260869565216,,,0.030303030303030304,,,,,0.09090909090909091,,0.25,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.25,0.25,1.0,,0.5,1.0,,,,0.3333333333333333,0.4205454545454545,0.45975,0.3099,,,0.2,0.2,12.836363636363636,43.3,0.20588235294117646,1.0,1.0,,,,,,,,0.08333333333333333,0.3333333333333333,,,,,,,,,,,,1.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,True,,,,,,,,,,,,,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,2672.0,45,-22,76,80,22.0,48,13.0,156,6.0,9.0,3.0,4.0,1.0,1.0,,,,,,6.0,9.0,,2.0,14.0,95,3.0,4.0,7.0,1.0,1.0,,,2.0,8.0,4.0,4.0,,,,,5.0,2.0,1.0,,3.0,5.0,8.0,,,,,,,4.0,7.0,,,2.0,2.0,,,2.0,22.0,2.0,0.6666666666666666,1.0,0.6666666666666666,0.75,1.0,0.6666666666666666,0.75,1.0,0.7777777777777778,0.875,1.0,,10.0,,,0.04,0.1282051282051282,0.2,0.08571428571428572,0.11363636363636363,0.07692307692307693,0.10526315789473684,,0.125,0.14285714285714285,1.0,0.6666666666666666,0.75,0.6666666666666666,,,,,,,1.0,0.75,1.0,1.0,,1.0,0.5576888888888889,0.559125,0.5353,0.2222222222222222,0.2222222222222222,0.5,0.14285714285714285,0.37777777777777777,,0.2894736842105263,,,,1.0,1.0,,1.0,0.1111111111111111,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,1.0,,,True,,,,,,,,,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,3705.0,62,-6,110,110,40.0,40,12.0,220,4.0,8.0,2.0,3.0,3.0,5.0,5.0,2.0,2.0,,,9.0,15.0,,12.0,30.0,118,3.0,4.0,6.0,4.0,7.0,,5.0,13.0,14.0,4.0,4.0,3.0,3.0,2.0,6.0,6.0,6.0,5.0,,11.0,7.0,18.0,1.0,1.0,1.0,,2.0,1.0,,3.0,,,13.0,5.0,2.0,,13.0,40.0,2.0,0.7777777777777778,1.0,0.6,0.75,0.5714285714285714,0.6,0.75,0.5714285714285714,0.7142857142857143,0.75,0.65,,18.548387096774192,0.5,,0.13157894736842105,0.16666666666666666,0.25,0.1774193548387097,0.14583333333333334,0.26666666666666666,0.1111111111111111,0.07692307692307693,0.13333333333333333,0.15384615384615385,0.5333333333333333,0.5,0.5714285714285714,0.5,0.3333333333333333,0.13333333333333333,1.0,1.0,1.0,,0.75,0.6666666666666666,0.7142857142857143,0.6,,0.5333333333333333,0.49442,0.524575,0.5384285714285715,0.2631578947368421,0.2631578947368421,0.2,0.43333333333333335,5.56,,0.36363636363636365,,,,1.0,1.0,,1.0,0.06666666666666667,0.125,,,3.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,0.2,1.0,0.6,0.6,1.0,,,,,,,,,,,,,1.0,1.0,,0.08333333333333333,,,1.0,,0.36363636363636365,0.2,,1.0,,,,,,1.0,0.25,True,,,,,,,,,,,,,
