EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,LostBallSteals,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,PtsUnassisted3s,Fg2aBlocked,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,NonShootingFoulsDrawn,on,SecondChanceArc3FGA,DefThreePtRebounds,FTDefRebounds,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGM,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,PenaltyArc3Accuracy,SecondChanceTurnovers,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,HeaveAttempts
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,342.0,6,4,10,9,4.0,4.0,1.0,19,1.0,1.0,11,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,9.090909090909092,0.3333333333333333,0.5,0.25,0.3333333333333333,0.5,1.0,1.0,1.0,0.606,24.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,1466.0,24,1,44,43,27.0,22.0,11.0,87,5.0,5.0,52,5.0,,1.0,1.0,3.0,4.0,2.0,27.0,0.5555555555555556,18.18181818181818,0.1,,0.08333333333333333,0.13636363636363635,,0.2,0.5555555555555556,0.6666666666666666,0.4659777777777777,24.860000000000003,0.6136363636363636,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,7.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.5,0.5,1.0,0.2,0.2,0.5,0.6666666666666666,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.3333333333333333,1.0,0.17647058823529413,0.42857142857142855,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.2,1.0,0.16666666666666666,1.0,0.5,0.2,0.45575000000000004,0.5714285714285714,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,527.0,9,-2,15,15,10.0,15.0,5.0,30,,,16,,,,,,,1.0,10.0,,20.0,,,,,,,,,0.3496666666666666,,0.6666666666666666,,,,,1.0,3.0,,,1.0,3.0,,4.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.5,0.5,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,0.3768,0.5,18.53333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,1592.0,27,5,48,47,27.0,22.0,11.0,95,,,54,,,,,2.0,2.0,2.0,27.0,,18.64406779661017,,,,0.08695652173913043,,,,0.1111111111111111,0.3779222222222222,,0.5625,,1.0,,1.0,2.0,5.0,,,3.0,9.0,,9.0,2.0,6.0,,6.0,4.0,2.0,,,3.0,5.0,,1.0,12.0,2.0,,,,,,,1.0,,6.0,0.6666666666666666,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4090909090909091,0.42857142857142855,,0.11764705882352941,,0.1111111111111111,,,,0.5555555555555556,0.4,0.4,,,,0.16666666666666666,,,,0.38431666666666664,0.6666666666666666,13.555555555555555,3.0,1.0,7.0,2.0,4.0,2.0,0.7,1.0,0.18181818181818182,0.18181818181818182,0.7777777777777778,1.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,0.75,0.75,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3622666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,207.0,3,3,6,7,2.0,3.0,,13,,,5,,,,,,,,2.0,,16.666666666666668,,,,,,,,,0.3836,,0.3333333333333333,,,,,1.0,1.0,,,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1610612762,Mark Jackson,Mark Jackson,349,UTA,939.0,16,3,29,28,17.0,7.0,6.0,57,1.0,2.0,36,1.0,,,,1.0,1.0,,17.0,0.5,14.285714285714286,,,,0.07692307692307693,,,0.25,0.75,0.4725375,23.8,0.5862068965517241,,1.0,,,,,1.0,,1.0,2.0,2.0,8.0,1.0,1.0,1.0,5.0,2.0,,6.0,1.0,,1.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,5.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.25,1.0,1.25,1.0,0.1111111111111111,,0.25,,,,,,,1.0,1.0,1.0,,,,1.0,0.4654,0.625,6.1,,,3.0,,,,0.75,,,,0.375,1.0,1.0,,1.0,1.0,1.0,,,,0.75,0.3333333333333333,,0.25,1.0,1.0,0.5399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1610612762,Tony Massenburg,Tony Massenburg,763,UTA,1210.0,20,6,38,37,22.0,12.0,7.0,75,,,40,,,5.0,5.0,1.0,6.0,2.0,22.0,,22.22222222222222,0.45454545454545453,,0.38461538461538464,0.05555555555555555,,0.5,,0.2222222222222222,0.39641111111111116,,0.5789473684210527,2.0,2.0,1.0,1.0,1.0,2.0,,,5.0,9.0,,12.0,2.0,4.0,,6.0,2.0,8.0,,,,,,,,1.0,,,,,,,,,6.0,0.2,0.25,,,,0.5555555555555556,0.5,0.5555555555555556,0.5,0.6,0.6,,0.08333333333333333,,0.2222222222222222,1.0,1.0,0.5,0.2222222222222222,0.5,0.5,,,,0.25,1.0,,,0.394175,0.5,8.355555555555556,2.0,,2.0,2.0,3.0,2.0,1.0,,0.2,0.2,0.16666666666666666,2.0,5.0,1.0,1.0,,,,,1.0,1.0,0.3333333333333333,,0.5555555555555556,0.4,0.4,0.5589,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1610612762,John Stockton,John Stockton,304,UTA,126.0,2,4,4,4,,,,8,,,2,,,,,,,,,,25.0,,,,,,,,,0.3831,,,,,,,1.0,1.0,,,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,1085.0,18,3,33,32,18.0,12.0,9.0,65,1.0,2.0,40,1.0,,3.0,3.0,2.0,5.0,1.0,18.0,0.2857142857142857,30.952380952380953,0.42857142857142855,,0.3333333333333333,0.125,,,0.14285714285714285,0.7142857142857143,0.5281142857142858,24.15,0.5454545454545454,2.0,3.0,1.0,1.0,,1.0,,1.0,2.0,5.0,1.0,14.0,1.0,1.0,2.0,9.0,2.0,2.0,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,2.0,1.0,,1.0,9.0,0.5,0.5,,0.5,0.5,0.4,1.0,0.5,0.8333333333333334,0.6363636363636364,0.9,,0.15384615384615385,0.5,0.42857142857142855,0.6666666666666666,1.0,0.5,0.14285714285714285,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.5935333333333334,0.6428571428571429,6.6,7.0,1.0,3.0,4.0,8.0,4.0,0.75,,0.36363636363636365,0.4444444444444444,0.21428571428571427,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,0.14285714285714285,,,0.5859,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,0.5,,0.14285714285714285,1.0,1.0,,1.0,,,,0.3333333333333333,1.0,1.0,,,,,,,,0.75,,1.0,3.0,1.0,2.0,1.0,1.0,0.2,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1610612762,John Amaechi,John Amaechi,680,UTA,466.0,8,-2,13,13,8.0,13.0,5.0,26,,,14,,,,,,,2.0,8.0,,11.11111111111111,,,,,,,,1.0,0.3876,,0.6153846153846154,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,0.25,0.25,,,,1.0,,,,,,,,,,1.0,,,,0.3876,1.0,3.6,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
