EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,ThreePtAssists,Corner3Assists,DefThreePtRebounds,ShortMidRangePctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceFtPoints,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,Defensive 3 Seconds Violations,LiveBallTurnoverPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,Arc3Assists,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,RecoveredBlocks,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,PenaltyFg3Pct,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,HeaveAttempts,OffCorner3ReboundPct,3SecondViolations,BlockedShortMidRange,on,PenaltyCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,OffensiveGoaltends,OffFTReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends
1496,1610612755,Keith Van Horn,Keith Van Horn,1496,PHI,3129.0,52,-4,94,91,45,31,16,185,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,9.0,3.0,7.0,3.0,16.0,92,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,9.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,4.0,4,2.0,6,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,45,1.0,0.5,1.0,1.0,0.42857142857142855,0.42857142857142855,0.2222222222222222,1.0,0.3333333333333333,0.40625,1.0,0.25,0.4444444444444444,1.0,0.3,0.4375,0.1111111111111111,0.25,17.117117117117115,0.125,0.04,0.08888888888888889,0.03508771929824561,0.047619047619047616,0.08333333333333333,0.125,0.16666666666666666,0.08333333333333333,0.1,0.25,0.25,0.3333333333333333,0.125,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.3125,0.4,0.4,1.0,0.125,0.5,0.5,1.0,1.0,1.0,0.25,0.25,0.6875,0.5,0.5140812499999999,0.5682,0.48875,0.058823529411764705,0.1,0.125,0.1875,8.955555555555556,23.52857142857143,0.4787234042553192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,2672.0,45,-22,76,80,22,48,13,156,2.0,3.0,1.0,1.0,1.0,4.0,1.0,6.0,,,,,1.0,4.0,13.0,,1.0,,8.0,95,2.0,3.0,4.0,1.0,2.0,,,2.0,4.0,4.0,,2.0,1.0,,1.0,,1.0,,,,3.0,2.0,4.0,5,2.0,7,,,,,,,,,1.0,5.0,,,,,,,,2.0,22,3.0,0.5,0.6666666666666666,,,,0.3076923076923077,0.6666666666666666,0.5,0.2857142857142857,0.6666666666666666,0.5,0.2857142857142857,0.6666666666666666,0.5,0.07142857142857142,0.07692307692307693,,15.555555555555555,0.16,0.05128205128205128,0.14285714285714285,0.045454545454545456,,0.14285714285714285,0.4,0.08333333333333333,0.125,,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,,,,,0.07142857142857142,,,,0.3333333333333333,1.0,0.5,,0.2857142857142857,,0.43807500000000005,0.4511333333333334,0.42810000000000004,,,0.5,0.25,11.476923076923079,26.2,0.2894736842105263,1.0,1.0,1.0,1.0,1.0,0.25,0.1,0.05263157894736842,0.14285714285714285,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,8383.0,140,-21,245,251,95,121,38,496,11.0,16.0,6.0,7.0,5.0,1.0,1.0,2.0,,,,,,12.0,19.0,,,4.0,28.0,271,7.0,8.0,15.0,5.0,6.0,,2.0,12.0,14.0,10.0,,10.0,,,3.0,2.0,2.0,2.0,,,4.0,12.0,12.0,16,12.0,28,,1.0,1.0,,3.0,1.0,6.0,3.0,12.0,29.0,2.0,4.0,3.0,,1.0,,1.0,12.0,95,5.0,0.5833333333333334,1.0,,,,0.631578947368421,0.875,0.8333333333333334,0.631578947368421,0.875,0.8333333333333334,0.7,0.9375,0.8571428571428571,,0.15789473684210525,0.1875,9.15492957746479,0.13636363636363635,0.1111111111111111,0.128,0.096,0.0975609756097561,0.2,0.14814814814814814,0.05714285714285714,0.23076923076923078,,0.8421052631578947,0.6875,0.8461538461538461,0.05263157894736842,0.10526315789473684,0.5,0.5,1.0,,,,,,,,,0.875,0.8571428571428571,0.8333333333333334,,0.8421052631578947,,0.5290263157894737,0.5425,0.5168,0.15,0.15,0.5357142857142857,0.42857142857142855,2.505263157894737,,0.3877551020408163,4.0,,,,4.0,,0.10810810810810811,0.07142857142857142,0.0967741935483871,,,,0.8,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.16666666666666666,0.5454545454545454,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,6473.0,108,-23,191,194,62,93,31,385,7.0,10.0,,,3.0,8.0,3.0,11.0,1.0,1.0,,,,13.0,29.0,1.0,1.0,6.0,35.0,214,,3.0,,3.0,8.0,,5.0,11.0,14.0,12.0,3.0,,,,6.0,5.0,8.0,3.0,1.0,1.0,19.0,1.0,4.0,7,2.0,9,,3.0,3.0,,2.0,,8.0,1.0,4.0,14.0,,6.0,2.0,2.0,1.0,1.0,1.0,11.0,62,1.0,0.5384615384615384,0.5384615384615384,1.0,1.0,1.0,0.4482758620689655,,0.375,0.48333333333333334,,0.375,0.546875,,0.55,0.03333333333333333,0.20689655172413793,0.3,17.937219730941703,0.05555555555555555,0.011627906976744186,0.061224489795918366,0.019801980198019802,0.03225806451612903,,0.043478260869565216,0.10344827586206896,,,0.3333333333333333,0.7,1.0,0.26666666666666666,0.36666666666666664,0.2727272727272727,0.3,1.0,0.03333333333333333,1.0,1.0,1.0,,,,,,,0.375,,0.36666666666666664,,0.4487183333333333,0.3693,0.429275,0.06666666666666667,0.06896551724137931,,0.3142857142857143,9.824137931034482,24.4,0.32460732984293195,2.0,3.0,3.0,,2.0,0.25,0.07692307692307693,,0.1,0.375,0.5,0.3333333333333333,0.6666666666666666,,6.0,4.0,2.0,,2.0,,,0.75,,0.42857142857142855,,3.0,1.0,1.0,2.0,1.0,0.09090909090909091,0.3333333333333333,0.06666666666666667,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,7904.0,132,-4,231,237,92,117,36,468,16.0,34.0,4.0,4.0,13.0,9.0,11.0,28.0,,,,5.0,14.0,29.0,71.0,5.0,14.0,20.0,93.0,250,7.0,9.0,14.0,12.0,27.0,5.0,8.0,35.0,12.0,46.0,6.0,4.0,14.0,5.0,3.0,16.0,18.0,9.0,3.0,4.0,38.0,4.0,11.0,14,4.0,18,2.0,5.0,4.0,1.0,4.0,,9.0,2.0,2.0,6.0,,24.0,9.0,4.0,,,,35.0,92,2.0,0.20689655172413793,0.2222222222222222,0.4,0.35714285714285715,0.35714285714285715,0.4084507042253521,0.7777777777777778,0.4444444444444444,0.4294117647058823,0.7,0.421875,0.4842105263157895,0.7,0.4722222222222222,0.16470588235294117,0.04225352112676056,0.058823529411764705,38.80597014925373,0.13414634146341464,0.0392156862745098,0.11864406779661017,0.03389830508474576,0.07692307692307693,0.041666666666666664,0.08695652173913043,0.17647058823529413,0.12,0.0425531914893617,0.4,0.47058823529411764,0.5,0.10588235294117647,0.32941176470588235,0.39285714285714285,0.39285714285714285,0.36363636363636365,,,,,0.16470588235294117,0.35714285714285715,0.35714285714285715,0.4,0.4,1.0,0.40625,,0.5647058823529412,0.35714285714285715,0.48962705882352936,0.45065999999999995,0.48852968750000003,0.0989010989010989,0.11688311688311688,0.15053763440860216,0.3763440860215054,8.712676056338028,25.864285714285717,0.39826839826839827,6.0,2.0,2.0,2.0,3.0,0.1111111111111111,0.08333333333333333,,0.06666666666666667,0.2222222222222222,0.25,,0.46153846153846156,,5.0,3.0,2.0,1.0,3.0,,,0.5555555555555556,0.16666666666666666,0.125,,,,,2.0,,,,,,,1.0,1.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,0.2,0.1,0.15625,0.2,,,,,True,,,,,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,3247.0,54,-5,96,98,49,46,12,194,3.0,5.0,,1.0,2.0,2.0,2.0,8.0,,,,,2.0,5.0,15.0,,2.0,11.0,21.0,98,1.0,3.0,2.0,3.0,7.0,2.0,9.0,15.0,6.0,4.0,,,1.0,,,7.0,7.0,2.0,,5.0,14.0,,3.0,6,1.0,7,,3.0,,3.0,2.0,,3.0,2.0,1.0,9.0,,13.0,3.0,3.0,,,,15.0,49,4.0,0.6,0.6,,,,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.29411764705882354,0.3333333333333333,0.3333333333333333,0.4318181818181818,0.3333333333333333,0.5,0.11764705882352941,,,23.148148148148145,0.0967741935483871,,0.13636363636363635,0.023255813953488372,,,0.1,0.09090909090909091,0.1,,0.29411764705882354,0.6,0.6,0.11764705882352941,0.47058823529411764,0.25,0.25,0.5,,,,,0.11764705882352941,,,,0.3333333333333333,,0.2222222222222222,,0.4117647058823529,,0.45308437500000004,0.3588,0.47809375000000004,0.15789473684210525,0.17647058823529413,0.09523809523809523,0.7142857142857143,10.326666666666664,34.099999999999994,0.5104166666666666,2.0,,,,3.0,,0.23076923076923078,,0.2727272727272727,,,,1.0,,1.0,1.0,,1.0,1.0,,,0.3333333333333333,,0.6666666666666666,,,1.0,,1.0,,,,0.25,,,,,2.0,,,,,,2.0,,,0.2222222222222222,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,
1903,1610612755,Kenny Thomas,Kenny Thomas,1903,PHI,4296.0,72,-16,120,130,42,55,22,250,3.0,7.0,3.0,3.0,3.0,6.0,1.0,4.0,,,,,,8.0,17.0,,,7.0,23.0,148,4.0,4.0,8.0,5.0,8.0,,4.0,14.0,8.0,8.0,,6.0,,,,1.0,1.0,1.0,,,2.0,6.0,8.0,12,6.0,18,2.0,2.0,2.0,,2.0,,3.0,1.0,5.0,10.0,3.0,10.0,5.0,,,,,14.0,42,2.0,0.5,0.8,,,,0.47058823529411764,1.0,0.625,0.47058823529411764,1.0,0.625,0.5227272727272727,1.0,0.7,,,,17.605633802816904,0.2,0.11538461538461539,0.1694915254237288,0.1,0.10526315789473684,0.1,0.2727272727272727,0.125,0.23076923076923078,0.2222222222222222,0.4117647058823529,0.42857142857142855,0.42857142857142855,0.35294117647058826,0.23529411764705882,0.25,0.25,1.0,,,,,,,,,0.75,1.0,0.375,,0.4117647058823529,,0.46246470588235294,0.52715,0.45153750000000004,0.22727272727272727,0.22727272727272727,0.34782608695652173,0.6086956521739131,6.2176470588235295,,0.35,1.0,4.0,,,2.0,,0.10526315789473684,0.13043478260869565,0.11764705882352941,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,1.0,1.0,,1.0,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,2.0,,,,0.5,,,,,,,,,,,1.0,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,395.0,7,-3,12,14,4,5,1,26,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,2.0,2,,2,,,,,,,1.0,,,,,2.0,1.0,,,,,,4,,,,,,,,,,,,,,,,,,,15.384615384615383,0.3333333333333333,,0.2222222222222222,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
42,1610612755,Monty Williams,Monty Williams,42,PHI,2364.0,39,-2,70,68,27,33,13,138,4.0,6.0,2.0,3.0,2.0,2.0,,,,,,,,4.0,8.0,,,3.0,11.0,82,2.0,3.0,4.0,2.0,2.0,,3.0,7.0,2.0,6.0,,4.0,,,1.0,,,,,,,3.0,1.0,2,3.0,5,1.0,1.0,,1.0,1.0,,2.0,1.0,,1.0,,4.0,,2.0,,,,7.0,27,,0.25,0.5,,,,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.55,0.6666666666666666,0.875,,0.125,,14.457831325301205,0.030303030303030304,0.11538461538461539,0.045454545454545456,0.09375,0.25,,0.06666666666666667,,,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.25,,,,,,,,,,,,,1.0,0.6666666666666666,1.0,,0.75,,0.53565,0.5559666666666666,0.6319,,,0.36363636363636365,0.6363636363636364,2.1500000000000004,,0.38571428571428573,2.0,,,,1.0,0.5,0.09090909090909091,,,,,,1.0,,1.0,1.0,,,,,,0.5,1.0,0.25,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,2365.0,39,-4,67,72,33,41,7,139,3.0,5.0,,,3.0,4.0,,,,,,,1.0,5.0,9.0,,1.0,5.0,15.0,70,,,,3.0,5.0,1.0,2.0,8.0,8.0,2.0,,,1.0,,,1.0,1.0,,,1.0,2.0,,5.0,9,,9,,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,,5.0,3.0,,,,,8.0,33,,0.8,0.8,,,,0.5555555555555556,,0.6,0.5,,0.5,0.625,,0.5714285714285714,0.1,,,18.91891891891892,0.19230769230769232,,0.2,,,,0.125,0.16666666666666666,0.3333333333333333,,0.5,0.6,0.6,0.4,,,,,,,,,0.1,,,,,,0.5,,0.6,,0.45763999999999994,,0.46576666666666666,0.25,0.2727272727272727,,0.5333333333333333,4.422222222222222,26.7,0.4925373134328358,2.0,2.0,,,3.0,,0.21428571428571427,,0.15384615384615385,0.5,0.5,0.5,0.6666666666666666,,1.0,,1.0,,1.0,,,0.5,1.0,1.0,,,,1.0,,,,0.25,,,,,,1.0,,,,,,,,,0.16666666666666666,,,,,,True,,,,,,,,,,,,,,,,,
