EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3FGA,FG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,SelfOReb,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTDefRebounds,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,PtsUnassisted3s,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,OffCorner3ReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1065,1610612754,Erick Strickland,Erick Strickland,1065,IND,337.0,6,1.0,12,12,8,4,24,1.0,1.0,1.0,1.0,1.0,1,2.0,7,1.0,1.0,2.0,2.0,2.0,8,1.0,1.0,1.0,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.6135,0.6135,1.0,2.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,2746.0,46,3.0,82,80,41,31,162,2.0,3.0,,,6.0,14,16.0,78,4.0,7.0,9.0,,9.0,41,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.46875,0.5714285714285714,19.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,,,0.21428571428571427,0.4290428571428571,0.39704285714285714,0.5625,13.828571428571427,0.5,14.0,2.0,4.0,9.0,4.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,5.0,1.0,2.0,1.0,1.0,0.07142857142857142,0.5,0.3333333333333333,0.09523809523809523,0.05263157894736842,0.075,0.25,0.14285714285714285,0.07142857142857142,1.0,0.14285714285714285,0.6428571428571429,0.4444444444444444,0.4444444444444444,1.0,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,246.0,4,-8.0,6,8,2,7,14,,,,,,1,,11,,1.0,,,,2,,,,,,,25.0,,,,,,0.5,0.483925,0.4181,,18.8,0.3333333333333333,1.0,,,1.0,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,,0.5,1.0,0.5,,,,0.5,,,,,,1.0,1.0,1.0,0.5,0.5,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,8073.0,135,,244,242,89,56,486,7.0,15.0,3.0,5.0,18.0,40,52.0,254,7.0,13.0,23.0,6.0,23.0,89,0.45,0.5384615384615384,0.45,0.5384615384615384,0.5098039215686274,0.6052631578947368,20.761245674740483,0.375,0.4666666666666667,0.5384615384615384,0.38461538461538464,0.6,0.375,0.45245750000000007,0.4431538461538461,0.4423076923076923,10.125,0.36475409836065575,39.0,8.0,7.0,17.0,16.0,9.0,30.0,3.0,1.0,15.0,,31.0,5.0,18.0,23.0,33.0,5.0,4.0,1.0,4.0,1.0,3.0,5.0,,9.0,5.0,6.0,17.0,22.0,,8.0,0.8333333333333334,0.8823529411764706,0.075,0.125,0.4444444444444444,0.21686746987951808,0.1111111111111111,0.1796875,0.13043478260869565,0.23333333333333334,0.125,0.8571428571428571,0.2,0.425,0.4117647058823529,0.4117647058823529,1.0,0.16666666666666666,0.16666666666666666,,,,,,,1.0,3.0,4.0,2.0,4.0,1.0,5.0,2.0,14.0,1.0,7.0,2.0,5.0,1.0,9.0,10.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,0.13333333333333333,0.09090909090909091,0.037037037037037035,0.07936507936507936,0.07692307692307693,0.125,0.08163265306122448,0.05555555555555555,0.26666666666666666,0.07692307692307693,0.5,0.5714285714285714,0.5,0.75,0.3333333333333333,0.4959,0.09615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,7021.0,117,,212,208,82,48,420,8.0,16.0,3.0,7.0,11.0,30,45.0,215,4.0,9.0,19.0,8.0,19.0,82,0.36666666666666664,0.4444444444444444,0.38636363636363635,0.4375,0.4411764705882353,0.5,22.891566265060238,0.36363636363636365,0.5,0.5714285714285714,0.4375,0.42857142857142855,0.6818181818181818,0.5037931818181818,0.53101875,0.4222222222222222,7.563333333333333,0.3867924528301887,31.0,5.0,1.0,9.0,11.0,5.0,14.0,3.0,1.0,8.0,1.0,17.0,8.0,3.0,11.0,17.0,8.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,6.0,15.0,,6.0,0.6363636363636364,0.6363636363636364,0.1,0.2,0.3333333333333333,0.041666666666666664,0.1951219512195122,0.09734513274336283,0.045454545454545456,,0.17857142857142858,0.625,0.11363636363636363,0.20454545454545456,0.1111111111111111,0.1111111111111111,1.0,0.12244897959183673,0.17142857142857143,8.0,14.0,8.0,0.3181818181818182,0.18181818181818182,25.128571428571426,,2.0,2.0,1.0,5.0,5.0,7.0,,7.0,,1.0,1.0,5.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,,,0.2,0.2,0.4375,0.125,0.03529411764705882,0.12,0.05454545454545454,0.09090909090909091,0.05,,0.16666666666666666,0.08,0.23076923076923078,0.4,0.5,0.5,0.4,,0.392175,0.15555555555555556,2.0,6.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,7.0,12.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.07692307692307693,1.0,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,1.0,0.3125,0.2,0.125,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,7532.0,126,14.0,229,227,79,44,456,15.0,18.0,3.0,3.0,20.0,42,69.0,233,4.0,10.0,18.0,10.0,18.0,79,0.47619047619047616,0.4,0.47619047619047616,0.4,0.5847457627118644,0.5625,24.354243542435423,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.3,1.0,0.42857142857142855,0.4658547619047619,0.40886000000000006,0.2608695652173913,8.035714285714286,0.34497816593886466,36.0,13.0,1.0,11.0,29.0,10.0,30.0,1.0,,1.0,,2.0,13.0,20.0,34.0,43.0,2.0,2.0,,4.0,,1.0,3.0,,7.0,2.0,7.0,12.0,34.0,,12.0,0.75,0.9375,0.023809523809523808,0.07692307692307693,0.5714285714285714,0.2631578947368421,0.3170731707317073,0.28205128205128205,0.42857142857142855,0.25,0.3793103448275862,0.7333333333333333,0.30952380952380953,0.2619047619047619,0.09090909090909091,0.09090909090909091,1.0,0.2222222222222222,0.2222222222222222,,,,,,,4.0,6.0,4.0,4.0,8.0,11.0,19.0,8.0,1.0,,,,1.0,,9.0,9.0,3.0,1.0,1.0,3.0,5.0,,1.0,0.5,0.5,0.6333333333333333,,0.0989010989010989,,0.0782608695652174,0.08333333333333333,0.22727272727272727,0.044444444444444446,,0.14814814814814814,0.16666666666666666,0.3076923076923077,0.3333333333333333,0.75,0.75,0.6666666666666666,0.5097125,0.2753623188405797,,,,,,,,,,,,,1.0,,7.0,5.0,1.0,8.0,5.0,1.0,,,,,0.05,0.625,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,5102.0,85,11.0,160,154,40,15,314,1.0,1.0,,,7.0,19,33.0,159,1.0,3.0,12.0,2.0,12.0,40,0.3684210526315789,0.3333333333333333,0.27419354838709675,0.14285714285714285,0.40789473684210525,0.5,21.390374331550802,0.03225806451612903,1.0,1.0,,,0.41935483870967744,0.46860967741935483,0.47347857142857147,0.36363636363636365,17.663157894736845,0.25,27.0,2.0,5.0,16.0,16.0,10.0,12.0,,4.0,8.0,3.0,20.0,2.0,3.0,5.0,5.0,1.0,1.0,,2.0,,2.0,,,2.0,1.0,,4.0,18.0,2.0,6.0,0.8571428571428571,0.8571428571428571,,,1.0,0.047619047619047616,0.08333333333333333,0.05747126436781609,,0.043478260869565216,,1.0,0.06451612903225806,0.5161290322580645,0.3125,0.3125,0.8,0.17142857142857143,0.2608695652173913,8.0,12.0,8.0,0.3870967741935484,0.25806451612903225,24.708333333333332,,,1.0,,1.0,2.0,5.0,,4.0,1.0,3.0,1.0,,,,,,,,,3.0,,,,0.5,0.625,,,,,,,,,0.1,0.2857142857142857,0.5,0.5,1.0,,,0.537425,0.15151515151515152,1.0,4.0,,,,,4.0,1.0,,4.0,3.0,,,2.0,1.0,1.0,,1.0,,,1.0,0.08333333333333333,,0.08333333333333333,,,0.12903225806451613,0.25,0.3333333333333333,1.0,,,,,,0.5714285714285714,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.08333333333333333,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,True,,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,7010.0,117,6.0,213,211,69,45,424,3.0,4.0,1.0,1.0,5.0,11,26.0,223,1.0,1.0,8.0,8.0,8.0,69,0.45454545454545453,1.0,0.7352941176470589,1.3333333333333333,0.7222222222222222,1.3333333333333333,8.467741935483872,0.23529411764705882,0.75,0.75,0.3333333333333333,1.0,0.5882352941176471,0.45479705882352944,0.4595,0.3076923076923077,9.154545454545454,0.323943661971831,34.0,5.0,,2.0,1.0,,2.0,,2.0,25.0,,52.0,2.0,7.0,9.0,13.0,1.0,,1.0,2.0,1.0,2.0,1.0,,3.0,1.0,3.0,6.0,2.0,,1.0,0.2,0.3333333333333333,,,0.6666666666666666,0.1,0.05405405405405406,0.08411214953271028,,0.14285714285714285,0.037037037037037035,0.3333333333333333,0.29411764705882354,0.11764705882352941,,,,0.05555555555555555,0.08333333333333333,5.0,6.0,5.0,0.35294117647058826,0.29411764705882354,25.166666666666668,1.0,1.0,2.0,2.0,2.0,,7.0,4.0,23.0,2.0,14.0,3.0,6.0,,4.0,4.0,,,,,,,1.0,1.0,0.875,0.875,,0.04938271604938271,,0.0392156862745098,,0.09523809523809523,0.045454545454545456,,0.12,0.1,0.4,0.4,,0.25,1.0,0.5837,0.2692307692307692,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,12.0,4.0,1.0,,,,,,,,0.8,0.8333333333333334,1.0,0.8333333333333334,0.14285714285714285,,0.058823529411764705,1.0,1.0,1.0,0.8,0.8,0.75,0.3333333333333333,1.0,0.3333333333333333,1.0,0.8,,,,,,,,2.0,1.0,2.0,,0.5,,,,,,0.5,1.0,3.0,0.5,1.0,True,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,1541.0,26,-3.0,44,45,22,19,89,1.0,5.0,,2.0,3.0,11,8.0,51,,3.0,2.0,6.0,2.0,22,0.2727272727272727,,0.25,,0.3076923076923077,0.2,29.629629629629626,0.4166666666666667,0.2,0.25,0.5,,0.5,0.48214583333333333,0.49928750000000005,0.25,7.972727272727272,0.5,9.0,4.0,,2.0,2.0,2.0,,1.0,,1.0,,2.0,1.0,4.0,5.0,7.0,1.0,,1.0,1.0,,,2.0,,3.0,2.0,1.0,3.0,2.0,,1.0,,,0.09090909090909091,,0.3333333333333333,0.2857142857142857,0.1111111111111111,0.21739130434782608,,0.6,0.125,,0.3333333333333333,0.16666666666666666,,,,0.07692307692307693,0.08333333333333333,,1.0,,0.08333333333333333,,23.3,1.0,2.0,2.0,2.0,3.0,,4.0,,1.0,,1.0,,,,2.0,2.0,1.0,,,2.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.10526315789473684,,0.09523809523809523,0.3333333333333333,,,,0.14285714285714285,,0.5,0.5,,0.6666666666666666,0.5,0.5681666666666666,0.5,,1.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,0.08333333333333333,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,266.0,4,-12.0,7,9,7,7,16,1.0,1.0,1.0,1.0,1.0,1,2.0,14,1.0,1.0,2.0,2.0,2.0,7,1.0,1.0,1.0,1.0,1.0,1.0,12.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6656,0.6656,1.0,1.3,1.0,1.0,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,0.25,,0.14285714285714285,,,0.5,,,1.0,,,,1.0,1.0,0.6656,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
