EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,AtRimAssists,FTOffRebounds,DefThreePtRebounds,OffRebounds,Steals,LostBallSteals,ShootingFouls,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,DefThreePtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,ShortMidRangeFGA,OffThreePtRebounds,FTDefRebounds,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,PtsAssisted2s,LostBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,LongMidRangePctAssisted,Loose Ball Fouls,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,OffTwoPtReboundPct,OffShortMidRangeReboundPct,PtsUnassisted3s,Travels,OffAtRimReboundPct,ShortMidRangePctBlocked,on,ShortMidRangeFGM,Corner3FGM,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassSteals,Offensive Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceTurnovers,Technical Free Throw Trips,SecondChanceCorner3Frequency,PenaltyCorner3FGM,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,594.0,10,-1,16,18,7,12,3.0,34,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,16.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,7,0.5,1.0,0.2,0.5,0.35714285714285715,0.6666666666666666,0.6,40.0,1.0,0.5,0.4,0.5,0.5,0.6,0.5,0.6,0.44396,0.3518,0.42745,0.16666666666666666,0.3333333333333333,0.8,17.15,25.833333333333332,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612753,Jacque Vaughn,Jacque Vaughn,1521,ORL,594.0,10,-2,19,21,5,21,1.0,40,1.0,2.0,,,2.0,3.0,,,4.0,19.0,,,,,,,4.0,,,,,,,,,,,,,,,5,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,15.0,,,0.6666666666666666,0.5,0.5,,,0.3333333333333333,0.5175,,,,,,13.6,,0.2631578947368421,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.125,0.09090909090909091,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,1610612753,Jeryl Sasser,Jeryl Sasser,2219,ORL,1459.0,24,-6,43,50,22,44,5.0,93,,1.0,3.0,1.0,1.0,3.0,4.0,,5.0,42.0,1.0,1.0,2.0,2.0,,5.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,5.0,22,0.3333333333333333,0.5,0.35714285714285715,0.625,0.35714285714285715,0.625,0.5714285714285714,16.3265306122449,1.0,1.0,0.14285714285714285,,,0.42857142857142855,0.25,0.8571428571428571,0.4449642857142857,0.379,0.4535625,,,1.0,7.5,25.2,0.5116279069767442,1.0,2.0,1.0,,1.0,,,2.0,2.0,4.0,5.0,1.0,,0.11764705882352941,0.15384615384615385,,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.25,1.0,1.25,1.25,1.0,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,1610612753,Drew Gooden,Drew Gooden,2400,ORL,717.0,12,5,22,28,15,25,4.0,50,,,,,1.0,2.0,1.0,6.0,8.0,18.0,1.0,,,1.0,6.0,6.0,2.0,,,,,,6.0,2.0,1.0,1.0,1.0,,2.0,1.0,6.0,15,0.5,,0.3333333333333333,,0.6666666666666666,0.75,0.3333333333333333,23.076923076923077,,0.5,,,,,,0.6666666666666666,0.51435,,0.52335,0.4,0.5,0.75,6.65,24.1,0.6818181818181818,1.0,1.0,,,,,,,2.0,5.0,6.0,,,0.2222222222222222,0.14285714285714285,,0.3333333333333333,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,2.0,,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,1.0,1.0,,,,,,1.0,,,0.25,1.0,1.0,3.0,1.0,0.16666666666666666,0.08333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,1610612753,Pat Burke,Pat Burke,2469,ORL,719.0,12,-7,22,23,7,23,,45,,1.0,,,1.0,2.0,,4.0,6.0,21.0,,1.0,1.0,,2.0,4.0,,,1.0,,1.0,,4.0,1.0,1.0,,,,,,4.0,7,0.5,1.0,0.5,1.0,0.75,1.0,,22.727272727272727,1.0,,0.5,,,,,0.5,0.44775,,0.5156,0.3333333333333333,0.3333333333333333,0.6666666666666666,10.1,,0.3181818181818182,1.0,1.0,,,,,,,2.0,3.0,3.0,,,0.2,0.21428571428571427,,0.5,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.5,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,515.0,9,-1,13,17,7,14,2.0,30,,1.0,,,,1.0,,,,10.0,,,1.0,,,,,,,,,,,,,,,,,,,7,,,,,,,,6.25,,,1.0,,,,,,0.3828,,0.3828,,,,18.8,,0.5384615384615384,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,1610612753,Gordan Giricek,Gordan Giricek,1921,ORL,313.0,5,-11,10,13,5,13,1.0,23,1.0,2.0,,,1.0,4.0,,,2.0,17.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,5,0.25,,0.25,,0.25,,,36.36363636363637,,,0.5,0.5,0.5,,,0.5,0.48565,,0.5173,,,,9.825,,0.5,,2.0,,,,,,,,,1.0,1.0,,,,,0.5,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.6666666666666666,,,,,,,1.0,,,0.3333333333333333,0.125,,,2.0,,1.0,1.0,,1.0,0.25,0.5,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,576.0,10,-11,19,22,8,22,2.0,41,,,,,,3.0,,,,26.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,8,,,,,,,,14.285714285714286,,,,,,,,0.6666666666666666,0.5018333333333334,,0.3933,,,,1.9333333333333333,,0.42105263157894735,,2.0,,,,,,,,,,3.0,2.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,2.0,0.6666666666666666,1.0,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1610612753,Chris Whitney,Chris Whitney,43,ORL,616.0,10,3,19,22,12,22,1.0,41,,,,,,,,2.0,2.0,14.0,,,,,2.0,2.0,,,,,1.0,1.0,2.0,,1.0,,,,,,2.0,12,,,,,1.0,1.0,,10.0,,,,,,,,,,,,,,1.0,,,0.631578947368421,,,,,,,,,,2.0,3.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,686.0,11,-5,20,24,13,18,4.0,44,,,2.0,2.0,,1.0,2.0,,3.0,20.0,1.0,,,2.0,,3.0,,2.0,,,1.0,,,,,,,,,,3.0,13,,,0.5,0.75,0.5,0.75,0.6666666666666666,16.0,,,,,,0.6666666666666666,1.0,1.0,0.5575833333333333,0.5425,0.565125,,,1.0,,26.799999999999997,0.65,,1.0,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,0.5,,0.5,0.5,,,,,,,,,,,0.5,0.5,,1.0,,,,,,,,0.5,0.5,,,,,,,0.07692307692307693,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,0.1111111111111111,,3.0,1.0,0.25,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
