EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,SelfOReb,PenaltyTurnovers,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,OffCorner3ReboundPct,DefArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Offensive Fouls,Loose Ball Fouls,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LostBallSteals,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,HeaveMakes,on,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips
1005,1610612742,Walt Williams,Walt Williams,1005,DAL,5660.0,94,48.0,183,181,59,111,33,364,6.0,7.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,3.0,8.0,1.0,3.0,4.0,12.0,2.0,3.0,2.0,4.0,10.0,18.0,7.0,20.0,3.0,44.0,177,2.0,5.0,2.0,4.0,10.0,3.0,6.0,2.0,7.0,2.0,14.0,10.0,10.0,15.0,6.0,12.0,4.0,3.0,5.0,4.0,9.0,1.0,3.0,3.0,1.0,1.0,22.0,6.0,1.0,9.0,3.0,13,6.0,19,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,7.0,3.0,4.0,9,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,3.0,1.0,14.0,59,4.0,0.5,0.5,0.7142857142857143,0.35,0.5,0.2857142857142857,0.35,0.5555555555555556,0.4,0.5,0.5394736842105263,0.5555555555555556,0.46153846153846156,0.5641025641025641,0.5555555555555556,0.5,0.5263157894736842,0.16666666666666666,0.5,0.14285714285714285,20.26431718061674,0.42857142857142855,0.42857142857142855,0.1267605633802817,0.0821917808219178,0.07692307692307693,0.11904761904761904,0.0594059405940594,0.043478260869565216,0.045454545454545456,0.14285714285714285,0.19047619047619047,0.08,0.12,0.16666666666666666,0.6,0.18421052631578946,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.10526315789473684,0.5,1.0,0.5,0.18421052631578946,0.2857142857142857,0.3333333333333333,1.0,0.21052631578947367,0.375,0.375,1.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.5,0.15384615384615385,1.0,0.23076923076923078,0.3076923076923077,0.5,0.7105263157894737,0.3333333333333333,0.5145434210526315,0.49082499999999996,0.4952038461538462,0.02631578947368421,0.05555555555555555,0.22727272727272727,0.3181818181818182,9.122222222222224,24.145,0.3224043715846995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,3480.0,58,22.0,116,117,40,74,22,233,6.0,10.0,4.0,1.0,2.0,2.0,5.0,,9.0,,,,,,2.0,,,,1.0,8.0,24.0,,2.0,7.0,23.0,104,2.0,8.0,,,4.0,2.0,9.0,,1.0,,4.0,6.0,10.0,,,2.0,,2.0,7.0,,7.0,,,2.0,1.0,4.0,14.0,5.0,1.0,6.0,1.0,8,9.0,17,,,1.0,,1.0,,,,,1.0,,1.0,4,8.0,2.0,5.0,,,,,,,,,4.0,40,1.0,0.375,0.5,,,,,,0.3333333333333333,0.25,0.2222222222222222,0.3076923076923077,0.25,0.2,0.39655172413793105,0.25,0.2,0.07692307692307693,0.08333333333333333,,0.1111111111111111,20.689655172413794,1.0,0.5,0.13043478260869565,0.10204081632653061,0.07692307692307693,0.11864406779661017,0.11940298507462686,,0.16666666666666666,0.13333333333333333,0.1111111111111111,0.08333333333333333,0.1875,0.2,,0.38461538461538464,0.6,0.6666666666666666,0.5,0.19230769230769232,0.4,0.4,,0.34615384615384615,,,,,,,,0.07692307692307693,,,,0.5,,,,,0.2,0.5,,0.1,,0.46153846153846156,,0.47394615384615385,0.44634,0.44293000000000005,0.1724137931034483,0.18518518518518517,0.17391304347826086,0.17391304347826086,9.075,24.3,0.3448275862068966,2.0,4.0,3.0,1.0,1.0,1.0,0.1,0.25,0.16666666666666666,0.23076923076923078,0.0625,0.5,,,,,,,,,,,,,,,,,,,True,,,,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,2472.0,41,9.0,80,83,27,53,14,163,2.0,4.0,,,1.0,1.0,3.0,3.0,5.0,1.0,2.0,1.0,,,,,,,,6.0,12.0,1.0,2.0,,15.0,87,,2.0,,1.0,,1.0,2.0,,,,2.0,8.0,4.0,3.0,,,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,1.0,5.0,1.0,7,3.0,10,,,2.0,1.0,2.0,2.0,,,1.0,4.0,1.0,2.0,3,,,,,,,,,,,,2.0,27,,0.6666666666666666,0.6666666666666666,1.0,0.5,,,0.5,0.5,,0.5,0.5357142857142857,,0.5,0.5357142857142857,,0.5,0.14285714285714285,,,,18.181818181818183,0.5,0.5,0.18518518518518517,0.03125,0.125,0.17142857142857143,0.07317073170731707,0.07142857142857142,,,0.1111111111111111,0.375,0.1,,,0.2857142857142857,0.5,0.5,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.35714285714285715,0.6,0.6,1.0,0.14285714285714285,0.5,0.5,1.0,,,,,,0.3333333333333333,,,,0.5,,,,,0.42857142857142855,,0.4955035714285714,0.48808333333333337,0.5178,,,,0.13333333333333333,11.5,22.6,0.3375,,,2.0,,,1.0,,,0.2222222222222222,0.16666666666666666,,,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,True,,,,,
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,1753.0,29,11.0,55,54,15,39,14,109,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,3.0,6.0,,,,6.0,50,1.0,2.0,,,2.0,2.0,2.0,,,,4.0,6.0,,,,,,,2.0,,2.0,,,2.0,,,4.0,,,2.0,,2,2.0,4,3.0,3.0,,,,,,,,,,4.0,6,,,,,1.0,1.0,,,1.0,1.0,,4.0,15,1.0,1.0,1.0,,,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,,,,,8.108108108108109,,,0.09090909090909091,,,0.08,0.05714285714285714,,,,0.3333333333333333,,,,1.0,0.8333333333333334,0.4,0.4,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,0.5,1.0,,,,0.8333333333333334,,0.5755833333333333,0.5999,0.4845,,,0.3333333333333333,0.6666666666666666,1.25,,0.2727272727272727,1.0,,2.0,,,,,,0.2222222222222222,0.2857142857142857,,0.5,,,1.0,,,,,,,,,,,,,,,,True,,,,,
1952,1610612742,Raja Bell,Raja Bell,1952,DAL,18205.0,303,55.0,607,614,151,215,67,1221,13.0,21.0,4.0,5.0,8.0,4.0,6.0,17.0,33.0,4.0,7.0,,,2.0,6.0,,,2.0,4.0,34.0,60.0,6.0,13.0,11.0,97.0,620,5.0,6.0,,,13.0,11.0,18.0,2.0,4.0,8.0,36.0,52.0,16.0,15.0,3.0,6.0,2.0,6.0,17.0,10.0,27.0,8.0,2.0,8.0,3.0,6.0,64.0,5.0,11.0,26.0,1.0,38,12.0,50,5.0,5.0,1.0,2.0,1.0,5.0,,,,6.0,,16.0,41,20.0,2.0,8.0,3.0,,,,,,,1.0,36.0,151,7.0,0.7647058823529411,0.7878787878787878,0.8333333333333334,0.46153846153846156,,0.5,0.46153846153846156,0.5666666666666667,0.8333333333333334,0.6111111111111112,0.589041095890411,0.8333333333333334,0.6363636363636364,0.5914634146341463,0.8125,0.6428571428571429,0.1780821917808219,0.1,,,12.716763005780347,0.16666666666666666,0.058823529411764705,0.10970464135021098,0.02358490566037736,0.16923076923076924,0.12251655629139073,0.04,0.05555555555555555,0.016666666666666666,0.01020408163265306,0.10256410256410256,0.07792207792207792,0.14634146341463414,0.17391304347826086,,0.2876712328767123,0.6190476190476191,0.8666666666666667,0.6153846153846154,0.0821917808219178,0.6666666666666666,0.6666666666666666,0.75,0.4520547945205479,0.5151515151515151,0.5151515151515151,0.8823529411764706,0.0958904109589041,0.5714285714285714,0.5714285714285714,1.0,0.0821917808219178,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,,,,,0.36363636363636365,0.625,,0.18181818181818182,0.5,0.4657534246575342,0.3333333333333333,0.5019417808219179,0.5264599999999999,0.5167045454545455,0.10126582278481013,0.12121212121212122,0.13402061855670103,0.3711340206185567,11.441666666666665,23.73076923076923,0.2487644151565074,3.0,2.0,7.0,,,,0.2857142857142857,,0.07954545454545454,0.09859154929577464,,0.75,,0.16666666666666666,,3.0,3.0,,,,,,,,,,,,,,True,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,3399.0,57,13.0,109,112,39,56,15,221,2.0,5.0,1.0,,2.0,2.0,6.0,,4.0,,,,,,,,,,,4.0,15.0,,,8.0,16.0,113,,1.0,,,,,5.0,,,5.0,5.0,6.0,2.0,,,,,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,4.0,,6.0,,6,4.0,10,3.0,3.0,2.0,,1.0,1.0,,1.0,,3.0,,4.0,12,11.0,1.0,4.0,2.0,1.0,1.0,,,1.0,1.0,,5.0,39,1.0,0.75,0.75,,,,,,0.26666666666666666,,,0.26666666666666666,,,0.4,,0.3125,,0.06666666666666667,,0.25,18.11023622047244,0.6666666666666666,,0.15384615384615385,0.10526315789473684,,0.12244897959183673,0.07692307692307693,0.1,,0.15789473684210525,0.08333333333333333,0.17647058823529413,0.2,,1.0,0.3333333333333333,0.4,0.4,1.0,0.4,0.3333333333333333,0.3333333333333333,0.5,0.26666666666666666,,,,,,,,,,,,1.0,,,,,0.4,,,,,0.3333333333333333,,0.43540666666666666,0.6297,0.42472000000000004,0.2222222222222222,0.2222222222222222,,0.3125,8.633333333333333,,0.3577981651376147,,,,,1.0,2.0,,,,,0.1,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,14632.0,244,25.0,488,495,109,141,50,983,11.0,18.0,2.0,3.0,4.0,6.0,21.0,10.0,29.0,2.0,4.0,1.0,1.0,18.0,41.0,2.0,5.0,6.0,9.0,27.0,68.0,20.0,45.0,23.0,137.0,506,3.0,6.0,3.0,6.0,15.0,6.0,14.0,7.0,10.0,7.0,40.0,32.0,22.0,45.0,15.0,40.0,18.0,6.0,15.0,11.0,26.0,10.0,1.0,2.0,3.0,10.0,63.0,3.0,8.0,23.0,2.0,33,6.0,39,11.0,11.0,7.0,2.0,5.0,3.0,1.0,2.0,,10.0,2.0,8.0,9,25.0,,12.0,,5.0,4.0,,1.0,5.0,2.0,,40.0,109,,0.5925925925925926,0.6153846153846154,0.75,0.4444444444444444,0.5,0.7,0.45454545454545453,0.39705882352941174,0.5,0.42857142857142855,0.504424778761062,0.625,0.6875,0.544,0.625,0.7142857142857143,0.39823008849557523,0.08823529411764706,0.14285714285714285,,24.59016393442623,0.7,0.14285714285714285,0.12041884816753927,0.01775147928994083,0.14814814814814814,0.12653061224489795,0.025,0.04878048780487805,,0.013157894736842105,0.0625,0.1111111111111111,0.1875,0.05555555555555555,0.4,0.1592920353982301,0.6111111111111112,0.7333333333333333,0.6363636363636364,0.18584070796460178,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.25663716814159293,0.3448275862068966,0.3448275862068966,0.7,0.035398230088495575,0.5,0.5,1.0,0.36283185840707965,0.43902439024390244,0.43902439024390244,0.7222222222222222,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.4,0.5,0.16666666666666666,0.75,0.041666666666666664,0.375,0.6666666666666666,0.5575221238938053,0.45,0.4927357142857143,0.49322999999999995,0.4830291666666667,0.096,0.15,0.10948905109489052,0.291970802919708,10.62205882352941,25.16444444444444,0.22336065573770492,2.0,2.0,3.0,,1.0,,0.16666666666666666,,0.04225352112676056,0.05084745762711865,0.017241379310344827,1.0,,0.19444444444444445,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,2081.0,35,-11.0,63,69,18,35,8,132,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,3.0,7.0,,,1.0,7.0,72,1.0,3.0,,,2.0,3.0,3.0,,,1.0,7.0,4.0,2.0,,,,,1.0,2.0,,2.0,,,,1.0,1.0,4.0,4.0,2.0,3.0,,5,5.0,10,1.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,,5.0,7,2.0,,,1.0,1.0,,,1.0,1.0,,,7.0,18,1.0,0.6666666666666666,1.0,,,,,,0.42857142857142855,0.3333333333333333,1.0,0.42857142857142855,0.3333333333333333,1.0,0.4375,0.3333333333333333,0.875,,0.14285714285714285,,,12.82051282051282,0.5,,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.15151515151515152,0.15151515151515152,,0.5,0.14285714285714285,0.14285714285714285,,0.18181818181818182,,,0.42857142857142855,0.6666666666666666,1.0,0.5,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,,,,,,,,,,,0.6666666666666666,,,,,0.6666666666666666,1.0,,,,0.42857142857142855,,0.4679142857142858,0.5337666666666667,0.49243333333333333,,,0.2857142857142857,1.0,7.6428571428571415,,0.2857142857142857,1.0,2.0,1.0,,1.0,1.0,0.3333333333333333,,0.1111111111111111,0.125,0.3333333333333333,0.5,,0.3333333333333333,,,,2.0,,,,,,,,,,,,,True,,,,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,9125.0,152,26.0,312,314,43,58,21,626,16.0,23.0,4.0,1.0,1.0,2.0,4.0,10.0,17.0,1.0,3.0,,1.0,1.0,7.0,,,,,28.0,44.0,2.0,10.0,,62.0,310,3.0,4.0,,,6.0,2.0,3.0,,1.0,,4.0,44.0,12.0,6.0,,7.0,1.0,3.0,2.0,,2.0,,,1.0,,1.0,4.0,10.0,2.0,17.0,1.0,20,13.0,33,4.0,3.0,3.0,,3.0,2.0,1.0,,,5.0,1.0,9.0,17,1.0,1.0,1.0,,21.0,14.0,1.0,6.0,21.0,14.0,,4.0,43,,0.7857142857142857,0.8461538461538461,1.0,0.2,,,0.2,0.6363636363636364,0.75,0.6666666666666666,0.5740740740740741,0.75,0.5,0.5740740740740741,0.75,0.5,0.18518518518518517,0.06818181818181818,,,17.55952380952381,0.6,0.125,0.13076923076923078,0.0970873786407767,0.0625,0.11728395061728394,0.08053691275167785,0.09523809523809523,0.09090909090909091,0.10204081632653061,0.12,0.11428571428571428,0.15555555555555556,0.09090909090909091,0.6666666666666666,0.42592592592592593,0.6956521739130435,0.8,0.875,0.07407407407407407,0.5,0.5,1.0,0.3148148148148148,0.5882352941176471,0.5882352941176471,0.6,0.05555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.12962962962962962,0.14285714285714285,0.14285714285714285,1.0,1.0,,,,,0.25,1.0,0.25,,,0.6111111111111112,0.14285714285714285,0.510724074074074,0.60295,0.5158,0.018518518518518517,0.022727272727272728,0.0967741935483871,0.06451612903225806,8.63409090909091,24.1,0.13782051282051283,3.0,4.0,2.0,1.0,1.0,,0.13043478260869565,0.2,0.043478260869565216,0.02564102564102564,0.047619047619047616,0.75,0.14285714285714285,0.047619047619047616,0.3333333333333333,,1.0,2.0,,,,,,,,1.0,,,,,True,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,11523.0,192,29.0,389,393,86,99,31,782,4.0,10.0,1.0,2.0,2.0,12.0,25.0,17.0,34.0,,1.0,,,5.0,14.0,,2.0,1.0,2.0,33.0,69.0,5.0,15.0,12.0,93.0,390,3.0,6.0,,2.0,8.0,6.0,10.0,1.0,2.0,6.0,21.0,38.0,28.0,15.0,,14.0,5.0,4.0,9.0,5.0,14.0,5.0,,6.0,,3.0,33.0,1.0,12.0,46.0,8.0,66,2.0,68,6.0,3.0,5.0,3.0,4.0,5.0,,1.0,1.0,10.0,,3.0,8,16.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,,21.0,86,1.0,0.5757575757575758,0.5757575757575758,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.4782608695652174,0.5,0.6,0.48214285714285715,0.375,0.625,0.5111111111111111,0.4444444444444444,0.7,0.17857142857142858,0.057971014492753624,0.04,0.058823529411764705,23.36448598130841,0.5,0.6153846153846154,0.2804878048780488,0.007692307692307693,0.2608695652173913,0.2761904761904762,0.01092896174863388,,,0.01694915254237288,0.2653061224489796,0.32727272727272727,0.25,0.125,0.75,0.11904761904761904,0.4,0.4444444444444444,1.0,0.2976190476190476,0.48,0.5,0.5,0.40476190476190477,0.5,0.53125,0.5294117647058824,0.011904761904761904,,,,0.16666666666666666,0.35714285714285715,0.35714285714285715,1.0,0.125,,0.25,,,0.16666666666666666,1.0,,0.16666666666666666,0.5,0.2976190476190476,0.35714285714285715,0.44954940476190475,0.48236,0.4349083333333334,0.056818181818181816,0.05555555555555555,0.08602150537634409,0.22580645161290322,12.653623188405795,24.593333333333337,0.2210796915167095,,,1.0,,,2.0,0.1,,0.018867924528301886,0.022222222222222223,,,,0.3333333333333333,,2.0,1.0,1.0,,,,2.0,,,,3.0,1.0,1.0,0.0625,,True,,,,,
