EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,OffTwoPtRebounds,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Offensive Fouls,LongMidRangeFGM,FtPoints,PenaltyFtPoints,FTA,TwoPtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,on,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Corner3Assists,FTOffRebounds,Steals,BadPassSteals,BadPassTurnovers,Clear Path Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,ShortMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,Blocked3s,BlockedCorner3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,413.0,7,-1.0,13,14,11,11,3.0,27,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,9,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,11,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,31.25,0.5,1.0,0.16666666666666666,0.5,0.14285714285714285,0.14285714285714285,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.45413333333333333,0.45413333333333333,1.0,2.2333333333333334,0.8461538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,255.0,4,-2.0,8,8,6,8,2.0,16,,,,,,,,,7,,,,,,,,,,,,,,,,,,,1.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1610612738,Grant Long,Grant Long,3,BOS,335.0,6,,11,12,11,9,3.0,23,,,,,,,,,9,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,11,,,,,,,,,,,,,,0.25,,0.2,0.14285714285714285,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.2,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1610612738,Bimbo Coles,Bimbo Coles,902,BOS,566.0,9,-2.0,18,19,16,16,5.0,37,,1.0,,,1.0,,2.0,,16,,,2.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,16,,,,,,,,,0.5,1.0,17.391304347826086,,,,,0.1111111111111111,,,,0.25,,,,,0.25,,0.75,0.5130250000000001,0.5130250000000001,,10.25,0.8888888888888888,1.0,2.0,,5.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,0.25,0.25,1.0,0.25,0.25,0.5016,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,255.0,4,-2.0,8,8,6,8,2.0,16,,,,,,,,3.0,7,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,6,,,,,1.5,,1.5,,,,10.0,,,0.5,,0.5,,,,,,,,,,,1.0,0.5883,,,,0.75,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,24.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,231.0,4,-2.0,7,7,5,7,2.0,14,,,,,,,,,7,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,,,,5,,,,,,,,,,,22.22222222222222,0.5,,0.25,,0.25,,,0.5,,,,,,,,,,,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,311.0,5,,10,11,10,8,3.0,21,,1.0,,,1.0,1.0,4.0,3.0,9,1.0,1.0,4.0,3.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,3.0,10,1.0,1.0,0.25,0.25,0.25,0.25,0.3,0.3,,,38.46153846153846,,,,,,0.14285714285714285,,,0.25,,,,,0.25,,0.25,0.35765,0.35765,1.0,13.925,1.0,,,,,,1.0,0.2,0.3333333333333333,,3.0,,,,,,,,,,,,,,,,,0.75,,,,,,0.3677,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,1610612738,J.R. Bremer,J.R. Bremer,2452,BOS,311.0,5,,10,11,10,8,3.0,21,,,,,,1.0,1.0,2.0,9,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,2.0,10,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,,23.076923076923077,,,,,,,,,,,,,,,,0.5,0.3702,0.3702,1.0,18.6,1.0,1.0,1.0,,2.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,0.5,,,0.5,,0.5,1.0,,0.5,0.3933,25.4,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612738,Tony Delk,Tony Delk,960,BOS,153.0,3,-1.0,5,5,5,5,2.0,10,,,,,,,,4.0,7,,,,4.0,,,,2.0,,2.0,,2.0,,,,,,,,,,,4.0,5,,,,,0.75,0.75,1.0,1.0,,,28.57142857142857,,,1.0,,1.0,,,,,,,,,,,1.0,0.4767,0.4767,1.0,,1.0,,,,,,,,,1.0,,,,2.0,,2.0,2.0,,2.0,2.0,,,,,1.0,,,,,1.0,,,1.0,,24.8,1.0,1.0,,1.0,,0.5,0.5,,0.5,0.5,,0.5,,,1.0,1.0,1.0,,,,,0.5,,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,12817.0,214,8.0,391,391,52,87,43.0,782,20.0,28.0,10.0,1.0,3.0,31.0,52.0,66.0,412,13.0,3.0,6.0,8.0,54.0,4.0,2.0,23.0,6.0,36.0,13.0,49.0,3.0,,4.0,2.0,7.0,1.0,42.0,14.0,5.0,14.0,8.0,52,0.8709677419354839,1.0,0.5961538461538461,0.5,0.5636363636363636,0.375,0.559322033898305,0.4444444444444444,0.07692307692307693,0.14285714285714285,15.068493150684931,0.42857142857142855,0.46153846153846156,0.13690476190476192,0.03278688524590164,0.14634146341463414,0.06349206349206349,,0.06818181818181818,0.509090909090909,0.7142857142857143,0.8333333333333334,0.8,0.7692307692307693,0.375,0.3333333333333333,0.5636363636363636,0.47857636363636363,0.4278875,0.12121212121212122,7.259615384615385,0.1329923273657289,2.0,5.0,1.0,13.0,24.0,10.0,0.078125,0.07547169811320754,0.1348314606741573,15.0,1.0,1.0,2.0,,1.0,3.0,,2.0,2.0,3.0,2.0,1.0,7.0,0.05454545454545454,0.1891891891891892,0.1935483870967742,0.2727272727272727,0.01818181818181818,0.03636363636363636,,0.125,0.125,0.4862166666666667,24.566666666666666,,,,,,,,0.22857142857142856,,,,,4.0,5.0,4.0,2.0,8.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.017857142857142856,0.018867924528301886,,,,,,,,,False,5.0,6.0,9.0,5.0,10.0,8.0,8.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,9.0,8.0,2.0,3.0,0.38461538461538464,0.38461538461538464,0.35714285714285715,0.1,0.07692307692307693,0.08333333333333333,0.046511627906976744,0.16666666666666666,0.5714285714285714,0.16363636363636364,0.6666666666666666,0.6666666666666666,1.0,0.5,0.2,0.15151515151515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
