EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,TwoPtAssists,LongMidRangeAssists,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceFG2A,ShortMidRangeAssists,OffThreePtRebounds,DeadBallTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceAtRimFrequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,AtRimAssists,LostBallTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3PctAssisted,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Corner3Assists,Offensive Fouls,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,Loose Ball Fouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGA,FTOffRebounds,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,OffFTReboundPct,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,Travels,LongMidRangePctBlocked,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations
109,1610612747,Robert Horry,Robert Horry,109,LAL,1776.0,30,6.0,56,57,24.0,23,9.0,113,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,9.0,53,1.0,2.0,4.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,7.0,24.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5,0.42857142857142855,0.4,0.5,0.5,0.2857142857142857,13.432835820895521,0.17391304347826086,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.125,0.2,0.75,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,1.0,0.2,0.2857142857142857,0.4421785714285714,0.588,0.42267,0.25,0.3333333333333333,0.7777777777777778,13.419999999999998,25.1,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,393.0,7,-5.0,12,13,2.0,2,,25,,,,,,,,1.0,1.0,,,2.0,19,,,,,,,,2.0,,,1.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,,1.0,,,8.333333333333334,0.25,,0.25,,,1.0,,1.0,,,,,,,,,,,1.0,0.8053,,,,,,,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,3920.0,65,8.0,133,136,78.0,67,15.0,269,,4.0,6.0,10.0,9.0,1.0,5.0,7.0,18.0,11.0,4.0,30.0,136,1.0,5.0,11.0,6.0,4.0,20.0,8.0,6.0,9.0,2.0,2.0,2.0,6.0,,1.0,1.0,3.0,1.0,1.0,,,2.0,4.0,,,2.0,,,,,,,20.0,78.0,1.0,0.5714285714285714,0.5714285714285714,0.3888888888888889,0.45454545454545453,0.4482758620689655,0.47058823529411764,0.4838709677419355,0.5263157894736842,0.3793103448275862,22.516556291390728,0.02,,0.016129032258064516,,0.05555555555555555,,,,0.13793103448275862,,,0.3448275862068966,0.6,0.6,0.5,0.3103448275862069,1.0,0.29411764705882354,0.5172413793103449,0.47475689655172415,0.6276,0.4437764705882352,,,0.6666666666666666,11.938888888888888,24.572727272727274,0.5864661654135338,1.0,4.0,,,0.13793103448275862,0.25,0.3333333333333333,1.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.5,0.36363636363636365,1.0,0.3333333333333333,0.36363636363636365,1.5,1.5,0.05555555555555555,0.25,1.0,0.047619047619047616,0.03125,0.15384615384615385,0.0625,1.0,0.06896551724137931,0.4444444444444444,0.4444444444444444,0.5,1.0,0.058823529411764705,0.058823529411764705,0.4,0.4444444444444444,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,2695.0,45,2.0,94,98,61.0,45,10.0,192,,1.0,1.0,2.0,7.0,,4.0,2.0,5.0,8.0,1.0,14.0,98,,1.0,3.0,5.0,1.0,9.0,,4.0,7.0,,5.0,,10.0,,4.0,4.0,5.0,2.0,1.0,1.0,1.0,7.0,2.0,,,1.0,,,,,,,9.0,61.0,3.0,,,0.4,0.3333333333333333,0.5,0.5,0.5,0.5,0.6153846153846154,16.037735849056602,0.1111111111111111,,0.09302325581395349,0.1111111111111111,0.15384615384615385,0.07142857142857142,,,0.07692307692307693,,,0.15384615384615385,0.5,0.5,,0.5384615384615384,,0.5,0.7692307692307693,0.5338307692307691,,0.5161625000000001,,,0.6428571428571429,8.9,24.7125,0.648936170212766,1.0,2.0,5.0,3.0,0.15384615384615385,0.5,0.5,1.0,1.0,1.0,2.0,,1.0,3.0,,,2.0,6.0,3.0,2.0,,,1.0,,2.0,2.0,3.0,,2.0,0.6666666666666666,0.375,,0.4,0.375,,,,,0.6666666666666666,,0.02127659574468085,,,,0.07692307692307693,0.2857142857142857,0.2857142857142857,1.0,,0.125,0.125,0.25,0.2857142857142857,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.058823529411764705,0.06666666666666667,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,2571.0,43,10.0,84,83,48.0,30,10.0,167,4.0,6.0,2.0,5.0,8.0,1.0,7.0,7.0,16.0,9.0,7.0,30.0,83,1.0,2.0,6.0,8.0,3.0,13.0,,14.0,8.0,1.0,3.0,1.0,7.0,2.0,2.0,4.0,5.0,1.0,1.0,,1.0,4.0,9.0,,2.0,2.0,,,,,,,13.0,48.0,1.0,,,0.4375,0.3333333333333333,0.46,0.35714285714285715,0.5172413793103449,0.40625,0.36,34.375,0.06666666666666667,0.2,0.1,,,0.2,0.14285714285714285,,0.24,0.6666666666666666,0.8,0.2,0.4,0.4,,0.32,1.0,0.5,0.56,0.470706,0.56175,0.5117642857142857,0.1111111111111111,0.1111111111111111,0.43333333333333335,9.09375,25.033333333333335,0.5714285714285714,1.0,5.0,2.0,,0.2,0.2,0.25,4.0,1.0,1.0,2.0,,1.0,3.0,,,2.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,,1.0,0.6666666666666666,0.3333333333333333,,0.25,0.3333333333333333,,,0.125,0.2,1.0,0.04,0.02564102564102564,0.125,0.07692307692307693,,0.04,0.25,0.25,0.5,,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.25,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,0.25,0.1111111111111111,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,1898.0,32,1.0,69,69,38.0,41,7.0,138,2.0,3.0,2.0,2.0,,,,4.0,6.0,,2.0,10.0,65,,2.0,3.0,,1.0,5.0,6.0,2.0,,2.0,4.0,1.0,10.0,1.0,3.0,4.0,6.0,2.0,1.0,1.0,2.0,3.0,4.0,,2.0,,1.0,1.0,,,1.0,,5.0,38.0,,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.625,,12.82051282051282,0.10344827586206896,0.3333333333333333,0.125,0.1,0.2,,,,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,,,,0.16666666666666666,0.40196666666666675,,0.4321333333333333,0.25,0.25,0.5,11.066666666666668,,0.5507246376811594,,1.0,2.0,2.0,0.16666666666666666,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,2.0,,1.0,,2.0,,1.0,,,,,,,0.5,0.16666666666666666,,0.5,0.043478260869565216,0.06060606060606061,,,,,,,,,0.3333333333333333,,,,0.1,,,,,,1.0,1.0,0.1,0.1111111111111111,,,,,,,1.0,,,0.3333333333333333,1.0,,,,1.0,1.0,1.0,0.07692307692307693,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,905.0,15,,32,35,16.0,19,4.0,67,,,,2.0,3.0,,1.0,1.0,3.0,3.0,,5.0,33,,,,1.0,,3.0,,2.0,3.0,1.0,2.0,1.0,5.0,,1.0,2.0,2.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,3.0,16.0,,,,0.3333333333333333,,0.4166666666666667,1.5,0.4166666666666667,1.5,0.5,19.444444444444446,0.07142857142857142,,0.06666666666666667,,0.25,,,1.0,,,,0.3333333333333333,,,,0.5,,1.0,0.6666666666666666,0.4469000000000001,0.3693,0.21315,,,0.6,13.066666666666668,27.700000000000003,0.5,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,3.0,,1.0,,,,,1.0,,1.0,1.0,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,0.3333333333333333,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,1367.0,23,7.0,46,44,24.0,28,6.0,90,,1.0,2.0,3.0,,,,2.0,4.0,,2.0,6.0,44,,1.0,1.0,,2.0,4.0,,4.0,,,1.0,,2.0,,1.0,2.0,2.0,,,,2.0,3.0,2.0,,1.0,,,,,,,,4.0,24.0,1.0,,,0.5,1.0,0.5,1.0,0.6,1.0,,9.25925925925926,0.0625,,0.045454545454545456,,0.16666666666666666,,,,0.25,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,0.38439999999999996,,0.3817,0.2,0.2,0.6666666666666666,16.2,,0.5217391304347826,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,1354.0,23,5.0,43,44,28.0,20,7.0,87,4.0,6.0,,,,,,8.0,12.0,,7.0,23.0,46,,4.0,7.0,,5.0,13.0,8.0,8.0,,,2.0,,4.0,2.0,4.0,8.0,13.0,,,,,1.0,9.0,1.0,4.0,1.0,1.0,1.0,,,1.0,,13.0,28.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.71875,0.65,,31.372549019607842,0.3333333333333333,0.2857142857142857,0.3157894736842105,,0.3333333333333333,0.5,0.2,,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,0.5,0.4901250000000001,0.5807500000000001,0.5193857142857142,0.26666666666666666,0.26666666666666666,0.5652173913043478,3.608333333333334,,0.6511627906976745,4.0,6.0,2.0,,0.5,0.6666666666666666,0.6666666666666666,4.0,,,,,,,,7.0,,,,,,4.0,5.0,1.0,,,,,,,,,,,0.6666666666666666,0.7,,,,0.3076923076923077,0.21739130434782608,0.16666666666666666,0.25,0.5,,,,,,0.5714285714285714,,,,0.30434782608695654,3.0,,,3.0,,1.0,,0.1,0.1,,,1.0,,2.0,2.0,,,,,0.5,,0.5,,3.0,,,1.0,0.5,2.0,1.0,2.0,2.0,4.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,,True,,,,,,,,,,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,107.0,2,1.0,3,4,,4,,7,,,,,1.0,,,,,1.0,,3.0,4,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,1.5,,1.0,33.333333333333336,,,,,,,,,,,,,,,,1.0,,,1.0,0.603,,,,,,,24.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,3.0,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
