EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallTurnovers,Loose Ball Fouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,3SecondViolations,on,Blocked3s,BlockedCorner3,Travels,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,Arc3PctBlocked,DefensiveGoaltends,Defensive 3 Seconds Violations
109,1610612747,Robert Horry,Robert Horry,109,LAL,2187.0,36,-7,77,80,32,33,8.0,157,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,8.0,3.0,4.0,12.0,72,1.0,1.0,4.0,1.0,4.0,6.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,7.0,9.0,9,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,6.0,32,1.0,0.5,0.5,0.5,0.25,0.36363636363636365,0.2,0.42857142857142855,0.375,0.2727272727272727,18.6046511627907,1.0,0.28,0.2857142857142857,0.28125,0.2222222222222222,0.375,0.25,0.3333333333333333,0.75,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,1.0,1.0,0.2727272727272727,0.2727272727272727,1.0,0.2,0.2,0.5454545454545454,0.4933772727272727,0.588,0.46586999999999995,0.16666666666666666,0.2222222222222222,0.5,9.287500000000001,28.066666666666666,0.4155844155844156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,2455.0,41,-10,78,80,28,26,8.0,158,2.0,2.0,1.0,1.0,2.0,5.0,4.0,,2.0,5.0,9.0,10.0,,19.0,89,,2.0,2.0,4.0,,10.0,6.0,4.0,4.0,4.0,,4.0,,2.0,8.0,1.0,7.0,8.0,9,2.0,1.0,1.0,,,2.0,2.0,5.0,1.0,1.0,1.0,,2.0,,1.0,1.0,2.0,,10.0,28,1.0,0.6,0.75,0.5555555555555556,1.0,0.5,0.8333333333333334,0.5,0.8333333333333334,0.5263157894736842,23.595505617977526,,0.2692307692307692,0.2,0.25806451612903225,,0.25,0.3125,0.25,,0.10526315789473684,1.0,1.0,,0.10526315789473684,0.5,0.5,0.2631578947368421,0.21052631578947367,,0.16666666666666666,0.3333333333333333,0.631578947368421,0.5008894736842106,0.4962,0.5033083333333334,0.05263157894736842,0.1111111111111111,0.5263157894736842,12.122222222222222,23.94,0.358974358974359,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.3,0.5,0.3,1.0,1.0,1.0,0.034482758620689655,0.023255813953488372,0.08333333333333333,1.0,0.4,0.4,1.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,0.5,0.25,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,10026.0,167,-56,336,339,127,117,39.0,675,9.0,16.0,7.0,2.0,9.0,5.0,1.0,,1.0,13.0,30.0,1.0,7.0,33.0,376,,5.0,10.0,1.0,4.0,14.0,18.0,8.0,1.0,8.0,4.0,12.0,1.0,4.0,28.0,3.0,8.0,14.0,28,3.0,2.0,1.0,6.0,5.0,8.0,5.0,32.0,16.0,2.0,7.0,2.0,2.0,1.0,,1.0,2.0,1.0,14.0,127,6.0,0.6923076923076923,0.8181818181818182,0.43333333333333335,0.5,0.41935483870967744,0.45454545454545453,0.4342105263157895,0.5,0.03225806451612903,12.105263157894738,0.75,0.06896551724137931,0.17647058823529413,0.08270676691729323,0.12,0.07317073170731707,0.04,0.08333333333333333,0.5,0.5161290322580645,0.5625,0.6923076923076923,0.6666666666666666,0.2903225806451613,0.2222222222222222,0.2857142857142857,0.16129032258064516,0.03225806451612903,,0.6363636363636364,0.09090909090909091,0.5483870967741935,0.4810666666666667,0.49425,0.5039200000000001,0.19444444444444445,0.2,0.42424242424242425,5.586666666666667,39.1,0.37797619047619047,3.0,4.0,3.0,2.0,,,,,,,,3.0,5.0,7.0,,,4.0,,3.0,1.0,9.0,14.0,2.0,,13.0,2.0,,,,,0.6,0.6,0.5,0.07317073170731707,0.0783132530120482,0.07142857142857142,0.5,0.4,0.4,1.0,,,,,,,,0.8,0.75,0.42857142857142855,,,,,0.21212121212121213,1.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,0.16666666666666666,0.1875,0.2222222222222222,0.25,0.0625,0.09302325581395349,0.08695652173913043,0.06896551724137931,0.0625,0.18181818181818182,0.4,0.08333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,6106.0,102,-18,202,205,59,56,24.0,407,2.0,3.0,,3.0,8.0,5.0,12.0,,4.0,6.0,16.0,14.0,,27.0,208,,,2.0,4.0,,6.0,2.0,10.0,12.0,11.0,3.0,14.0,3.0,5.0,31.0,2.0,16.0,18.0,19,3.0,1.0,2.0,4.0,1.0,6.0,2.0,7.0,,,,,3.0,,1.0,2.0,3.0,3.0,6.0,59,,0.16666666666666666,0.16666666666666666,0.375,,0.45,0.5,0.45,0.5,0.4666666666666667,15.789473684210527,0.6666666666666666,0.2222222222222222,0.18181818181818182,0.21686746987951808,0.08333333333333333,0.32142857142857145,0.1875,0.2857142857142857,1.0,0.1,0.6666666666666666,1.0,,0.26666666666666666,0.375,0.375,0.16666666666666666,0.4,,,0.6666666666666666,0.5666666666666667,0.4653316666666666,0.3693,0.354875,,,0.2222222222222222,10.11875,25.935714285714287,0.29207920792079206,,,,1.0,1.0,2.0,,,4.0,2.0,5.0,,1.0,,2.0,12.0,,4.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,,0.8,0.35714285714285715,0.5,0.35714285714285715,,,,0.014084507042253521,0.010101010101010102,,,0.2,0.2,1.0,0.06666666666666667,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.75,,,,,,0.5,0.3333333333333333,,,1.0,,,,,,3.0,,0.0625,0.3333333333333333,,,,,,0.03225806451612903,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,8753.0,146,-43,288,290,104,92,34.0,578,8.0,13.0,2.0,8.0,22.0,39.0,16.0,3.0,5.0,27.0,74.0,18.0,37.0,112.0,321,3.0,6.0,18.0,7.0,16.0,34.0,22.0,32.0,16.0,7.0,7.0,14.0,4.0,1.0,35.0,1.0,7.0,8.0,11,4.0,4.0,,6.0,5.0,9.0,3.0,11.0,43.0,4.0,15.0,6.0,1.0,1.0,,,1.0,1.0,34.0,104,4.0,0.4074074074074074,0.4074074074074074,0.36486486486486486,0.3333333333333333,0.4076086956521739,0.36,0.5045454545454545,0.5,0.1956521739130435,36.61538461538461,0.6666666666666666,0.07142857142857142,0.058823529411764705,0.06956521739130435,0.047619047619047616,0.08823529411764706,0.06976744186046512,,1.0,0.14130434782608695,0.6153846153846154,0.6153846153846154,0.625,0.2391304347826087,0.36363636363636365,0.4,0.42391304347826086,0.17391304347826086,0.2727272727272727,0.08,0.2,0.33695652173913043,0.44515706521739135,0.43945833333333334,0.4472699999999999,0.16346153846153846,0.17647058823529413,0.30357142857142855,12.482432432432432,25.08333333333333,0.3611111111111111,2.0,3.0,1.0,11.0,1.0,2.0,1.0,2.0,6.0,1.0,7.0,4.0,8.0,12.0,2.0,18.0,,6.0,3.0,3.0,2.0,3.0,3.0,,2.0,2.0,0.8571428571428571,0.3888888888888889,0.2857142857142857,0.3888888888888889,0.5,0.36363636363636365,0.4583333333333333,0.018867924528301886,0.02127659574468085,0.02702702702702703,0.25,0.28205128205128205,0.28205128205128205,0.36363636363636365,0.021739130434782608,0.5,1.0,1.0,0.375,0.375,0.8333333333333334,0.2727272727272727,0.6666666666666666,0.5,0.08,0.5,0.2,0.375,0.10714285714285714,4.0,2.0,3.0,1.0,,,1.0,1.0,1.0,0.02702702702702703,,0.09090909090909091,,,0.02857142857142857,0.05,,,0.09090909090909091,0.2,0.01818181818181818,1.0,3.0,,1.0,1.0,1.0,1.0,2.0,0.05555555555555555,0.5,0.10526315789473684,,,,,,,,,,,,True,,,,,,,,
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,3185.0,53,-40,111,115,45,51,11.0,226,,1.0,1.0,,1.0,1.0,4.0,,1.0,,3.0,5.0,,3.0,139,1.0,,2.0,2.0,,,,,4.0,6.0,1.0,7.0,,3.0,15.0,,3.0,3.0,5,3.0,1.0,2.0,4.0,3.0,6.0,2.0,10.0,,,,,1.0,,,1.0,1.0,,,45,3.0,,,,,0.1875,,0.1875,,0.625,11.290322580645162,0.6666666666666666,0.07317073170731707,,0.07142857142857142,0.08333333333333333,0.07142857142857142,0.06666666666666667,,,0.125,,,,0.125,,,0.125,0.5,,0.25,0.25,0.75,0.539075,0.55065,0.536675,,,,7.6000000000000005,24.68,0.40540540540540543,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,3.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.2,,0.2,,,,0.02857142857142857,0.034482758620689655,0.08333333333333333,,,,,0.125,,,,0.25,0.25,1.0,0.5,,,0.25,,,0.25,,,,1.0,1.0,,,,1.0,,,,,,,0.043478260869565216,,,0.058823529411764705,,,,,,1.0,,,,,,,,,1.0,0.5,,,,,,,,,,True,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,6176.0,103,-40,208,203,81,64,26.0,411,,1.0,,1.0,3.0,8.0,10.0,1.0,3.0,3.0,12.0,16.0,8.0,38.0,236,2.0,,2.0,6.0,5.0,14.0,6.0,,9.0,3.0,1.0,4.0,1.0,,9.0,1.0,9.0,11.0,12,5.0,,5.0,2.0,2.0,5.0,2.0,10.0,10.0,,3.0,2.0,,,,,,,14.0,81,3.0,1.0,1.0,0.25,,0.5357142857142857,0.5625,0.5757575757575758,0.6363636363636364,0.5714285714285714,15.966386554621849,0.4,0.13636363636363635,0.08333333333333333,0.1282051282051282,0.14285714285714285,0.08333333333333333,0.17857142857142858,0.1111111111111111,,0.03571428571428571,,,,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.35714285714285715,0.3333333333333333,,0.375,0.6071428571428571,0.49580576923076924,0.5928666666666667,0.4986333333333333,0.0967741935483871,0.2,0.3684210526315789,15.325000000000001,25.88125,0.3894230769230769,,,,2.0,4.0,6.0,2.0,3.0,4.0,1.0,8.0,1.0,1.0,5.0,3.0,24.0,,4.0,2.0,1.0,,1.0,3.0,,3.0,2.0,1.0,0.5,0.5,0.5333333333333333,1.0,0.8333333333333334,0.8333333333333334,,0.010101010101010102,,1.0,0.25,0.25,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.4,0.4,1.0,,,,0.375,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.13157894736842105,,,,1.0,,1.0,1.0,,,,,,0.125,,0.05555555555555555,,,0.07142857142857142,,,0.06666666666666667,,,1.0,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,,,,True,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,1898.0,32,1,69,69,38,41,7.0,138,,1.0,,,2.0,8.0,4.0,1.0,1.0,5.0,11.0,5.0,2.0,18.0,65,1.0,4.0,6.0,1.0,2.0,10.0,6.0,4.0,4.0,,1.0,1.0,1.0,,3.0,,,,1,,,,2.0,2.0,2.0,1.0,1.0,2.0,,,1.0,,,,,,,10.0,38,,0.6,0.6,0.45454545454545453,0.6666666666666666,0.5,0.5714285714285714,0.5294117647058824,0.625,0.3125,24.358974358974358,1.0,,,,,,,,,0.0625,,,,0.125,,,0.5,0.25,1.0,,0.14285714285714285,0.375,0.444571875,0.6276,0.3764857142857143,,,0.5555555555555556,14.245454545454544,24.580000000000002,0.5507246376811594,,,,5.0,,1.0,,,2.0,,2.0,,,3.0,,3.0,,2.0,,,1.0,1.0,,,,,0.5,0.4,,0.4,,1.5,1.5,0.043478260869565216,0.030303030303030304,,,0.625,0.625,0.6,0.0625,,,,0.5,0.5,0.5,,,,,,,0.5,0.16666666666666666,,1.0,,,,,,,,0.09090909090909091,1.0,,,,,0.2,,,,,,,3.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,True,,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,1141.0,19,-13,43,45,29,33,2.0,88,1.0,2.0,2.0,,,7.0,,,,3.0,9.0,,1.0,7.0,49,,2.0,7.0,,,4.0,4.0,2.0,,,1.0,1.0,1.0,,3.0,,1.0,2.0,4,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,2.0,,1.0,,,,,,,,4.0,29,1.0,0.6666666666666666,1.0,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.35,0.2857142857142857,,23.404255319148938,1.0,0.07142857142857142,,0.07142857142857142,,,0.25,,,0.2222222222222222,0.5,0.5,,,,,0.7777777777777778,,,0.2857142857142857,,0.2222222222222222,0.42867777777777777,0.6081,0.4429285714285714,0.1,0.1,0.5714285714285714,13.977777777777778,,0.6744186046511628,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,3.0,,,2.0,,,,2.0,2.0,,,3.0,,,,,,1.0,1.0,0.75,0.15384615384615385,0.08695652173913043,,,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,1.0,1.0,0.5,,,,,0.42857142857142855,1.0,,,,,1.0,,,1.0,,,,0.3333333333333333,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,5723.0,95,-30,188,185,60,48,28.0,373,8.0,13.0,1.0,8.0,17.0,1.0,,,,16.0,31.0,,10.0,42.0,220,,2.0,3.0,,3.0,7.0,22.0,10.0,,4.0,3.0,7.0,3.0,,17.0,3.0,18.0,25.0,36,1.0,,1.0,4.0,2.0,9.0,3.0,8.0,21.0,1.0,9.0,2.0,6.0,3.0,,3.0,6.0,4.0,7.0,60,,0.6875,0.7333333333333333,0.5161290322580645,0.6666666666666666,0.5161290322580645,0.6666666666666666,0.5121951219512195,0.3888888888888889,,23.148148148148145,0.4444444444444444,0.2727272727272727,0.3,0.27631578947368424,0.18181818181818182,0.34782608695652173,0.25,0.3333333333333333,0.6666666666666666,0.41935483870967744,0.6153846153846154,0.7272727272727273,0.625,0.5483870967741935,0.47058823529411764,0.47058823529411764,0.03225806451612903,,,0.3333333333333333,,0.41935483870967744,0.46884516129032255,0.565475,0.43523333333333336,0.23076923076923078,0.23076923076923078,0.16666666666666666,4.948387096774193,,0.3191489361702128,2.0,4.0,1.0,,,,,,,,,2.0,4.0,5.0,,,2.0,,4.0,,7.0,11.0,5.0,4.0,4.0,3.0,,,,,0.5,0.5,0.4166666666666667,0.0945945945945946,0.10869565217391304,0.11538461538461539,0.75,,,,,,,,,,,1.0,0.5,1.0,,,,,0.11904761904761904,1.0,2.0,,3.0,1.0,4.0,2.0,2.0,1.0,0.06451612903225806,0.15384615384615385,,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.14285714285714285,0.058823529411764705,0.15384615384615385,0.2,0.25,0.15384615384615385,0.5,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,
