EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Blocked3s,BlockedCorner3,PenaltyCorner3FGA,Technical Free Throw Trips,PenaltyCorner3Frequency,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,on,LostBallOutOfBoundsTurnovers,BlockedArc3,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,20406.0,340,-30,624,626,226.0,228,95,1250,30.0,55.0,11.0,19.0,7.0,18.0,13.0,33.0,7.0,18.0,50.0,106.0,23.0,123.0,653,15.0,29.0,5.0,35.0,12.0,28.0,10.0,34.0,62.0,38.0,22.0,7.0,16.0,2.0,18.0,1.0,1.0,5.0,11.0,38.0,4.0,28.0,1.0,11.0,36.0,7.0,54.0,33.0,87.0,4.0,6.0,2.0,4.0,6.0,2.0,3.0,7.0,3.0,1.0,13.0,1.0,4.0,28.0,54.0,5.0,3.0,31.0,3.0,16.0,1.0,17.0,15.0,1.0,1.0,17.0,12.0,1.0,2.0,34.0,226.0,6.0,0.62,0.7948717948717948,0.4716981132075472,0.5172413793103449,0.42857142857142855,0.4716981132075472,0.5172413793103449,0.42857142857142855,0.5125,0.546875,0.5151515151515151,0.0660377358490566,0.12727272727272726,18.021680216802167,0.46153846153846156,0.23333333333333334,0.030303030303030304,0.16589861751152074,0.10646387832699619,0.16666666666666666,0.0625,0.16607773851590105,0.09785932721712538,0.12087912087912088,0.13157894736842105,0.07291666666666667,0.0392156862745098,0.15384615384615385,0.10810810810810811,0.24193548387096775,0.16049382716049382,0.15384615384615385,0.21428571428571427,0.08163265306122448,0.7058823529411765,0.5188679245283019,0.5454545454545454,0.625,0.6333333333333333,0.3113207547169811,0.3939393939393939,0.3939393939393939,0.38461538461538464,0.16981132075471697,0.3888888888888889,0.3888888888888889,1.0,0.6551724137931034,0.5789473684210527,0.09090909090909091,0.6428571428571429,0.3888888888888889,0.5188679245283019,0.47675943396226417,0.4965280000000001,0.49305000000000004,0.13445378151260504,0.13445378151260504,0.2845528455284553,0.2764227642276423,5.362264150943396,0.36217948717948717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1533,1610612751,Anthony Johnson,Anthony Johnson,1533,NJN,5660.0,94,4,160,161,26.0,38,23,321,4.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,9.0,12.0,19.0,5.0,38.0,173,1.0,3.0,,2.0,3.0,4.0,2.0,11.0,12.0,12.0,2.0,1.0,8.0,8.0,16.0,6.0,2.0,3.0,4.0,40.0,2.0,1.0,,1.0,6.0,,7.0,3.0,10.0,,2.0,,2.0,4.0,1.0,2.0,3.0,2.0,1.0,7.0,,,6.0,12.0,,,6.0,,2.0,1.0,,,,,,,,,11.0,26.0,,0.5,0.5454545454545454,0.631578947368421,0.3333333333333333,0.75,0.66,0.3333333333333333,0.75,0.6785714285714286,0.3333333333333333,0.7857142857142857,0.05263157894736842,,18.817204301075268,0.5714285714285714,,,0.10526315789473684,0.016129032258064516,0.0625,0.18181818181818182,0.0958904109589041,0.0410958904109589,,,0.03333333333333333,0.2,,,0.05,0.22727272727272727,0.07692307692307693,,,,0.2,0.8,0.8,0.25,0.2,0.4,0.5,,0.36,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,,0.3333333333333333,1.0,0.44,0.45853,0.45025,0.4626916666666667,0.07407407407407407,0.09523809523809523,0.05263157894736842,0.2894736842105263,11.700000000000001,0.1625,1.0,2.0,2.0,4.0,1.0,2.0,3.0,6.0,1.0,2.0,6.0,3.0,4.0,2.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.24,0.2,0.08,0.5,0.5,1.0,0.16,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,23.683333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,14498.0,242,-19,445,446,172.0,161,69,891,16.0,30.0,5.0,10.0,9.0,15.0,10.0,31.0,5.0,19.0,31.0,80.0,18.0,83.0,466,7.0,17.0,1.0,15.0,11.0,29.0,7.0,29.0,46.0,16.0,6.0,7.0,14.0,5.0,19.0,4.0,1.0,6.0,6.0,43.0,,10.0,,6.0,33.0,7.0,46.0,10.0,56.0,1.0,4.0,3.0,1.0,7.0,,5.0,8.0,2.0,2.0,15.0,2.0,7.0,2.0,24.0,1.0,6.0,30.0,6.0,15.0,3.0,13.0,9.0,3.0,1.0,13.0,7.0,,,29.0,172.0,7.0,0.7419354838709677,0.8214285714285714,0.3875,0.4117647058823529,0.3793103448275862,0.38235294117647056,0.3888888888888889,0.3333333333333333,0.42783505154639173,0.39473684210526316,0.3815789473684211,0.0875,0.2,21.25237191650854,0.4666666666666667,0.30434782608695654,,0.21428571428571427,0.05291005291005291,0.1276595744680851,,0.19402985074626866,0.0425531914893617,0.058823529411764705,0.038461538461538464,0.057971014492753624,,,0.1568627450980392,0.2127659574468085,0.26785714285714285,0.13513513513513514,0.1,0.022222222222222223,0.5384615384615384,0.35294117647058826,0.5333333333333333,0.6666666666666666,0.75,0.36470588235294116,0.3225806451612903,0.3333333333333333,0.6,0.2235294117647059,0.2631578947368421,0.2631578947368421,1.0,0.5555555555555556,0.5,0.4,0.45454545454545453,0.6,0.4117647058823529,0.4615929411764706,0.5062625,0.47746515151515145,0.1595744680851064,0.16853932584269662,0.18072289156626506,0.3493975903614458,6.96625,0.3865168539325843,,,1.0,5.0,,4.0,1.0,5.0,,4.0,3.0,,5.0,1.0,2.0,1.0,0.2,,0.2,0.058823529411764705,0.03225806451612903,,,,,0.058823529411764705,0.2,0.2,1.0,0.12121212121212122,,0.2,24.9,1.0,1.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,10965.0,183,-7,347,348,146.0,137,48,695,15.0,23.0,2.0,4.0,8.0,12.0,2.0,8.0,9.0,22.0,26.0,53.0,20.0,72.0,353,3.0,7.0,2.0,8.0,14.0,21.0,11.0,39.0,44.0,8.0,4.0,5.0,7.0,7.0,14.0,4.0,3.0,1.0,5.0,35.0,1.0,7.0,,4.0,14.0,5.0,23.0,8.0,31.0,2.0,3.0,1.0,2.0,5.0,,1.0,7.0,4.0,1.0,12.0,,4.0,4.0,19.0,,5.0,26.0,4.0,11.0,4.0,1.0,,,1.0,2.0,1.0,,,39.0,146.0,3.0,0.8461538461538461,0.9166666666666666,0.49056603773584906,0.42857142857142855,0.6666666666666666,0.48148148148148145,0.42857142857142855,0.6363636363636364,0.5538461538461539,0.5,0.6964285714285714,0.09433962264150944,0.17391304347826086,18.78048780487805,0.4166666666666667,0.3125,,0.12173913043478261,0.04929577464788732,0.09090909090909091,0.027777777777777776,0.11320754716981132,0.0449438202247191,0.05660377358490566,0.027777777777777776,0.05660377358490566,0.03225806451612903,,0.08888888888888889,0.06451612903225806,0.20512820512820512,0.125,,0.08695652173913043,0.5,0.42592592592592593,0.6521739130434783,0.7894736842105263,0.7333333333333333,0.14814814814814814,0.25,0.2857142857142857,1.0,0.4074074074074074,0.4090909090909091,0.4090909090909091,1.0,0.5714285714285714,0.5,,0.5454545454545454,0.6666666666666666,0.4444444444444444,0.47257314814814816,0.5322,0.5057613636363637,0.18032786885245902,0.18333333333333332,0.1111111111111111,0.5416666666666666,9.026415094339622,0.4207492795389049,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,0.018518518518518517,0.125,,,,,0.018518518518518517,,,,0.045454545454545456,,,24.3,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,13894.0,232,-32,409,411,110.0,134,68,820,6.0,11.0,1.0,3.0,2.0,3.0,7.0,17.0,11.0,34.0,24.0,62.0,20.0,86.0,435,2.0,7.0,5.0,9.0,7.0,12.0,9.0,26.0,30.0,18.0,2.0,5.0,11.0,4.0,15.0,4.0,,5.0,4.0,34.0,1.0,7.0,2.0,5.0,12.0,,17.0,10.0,27.0,1.0,5.0,2.0,3.0,7.0,1.0,4.0,2.0,3.0,,9.0,1.0,4.0,11.0,25.0,,1.0,25.0,,10.0,1.0,,,,,,,,,26.0,110.0,4.0,0.625,0.6521739130434783,0.3870967741935484,0.2857142857142857,0.5833333333333334,0.4177215189873418,0.2222222222222222,0.53125,0.46111111111111114,0.375,0.5714285714285714,0.08064516129032258,0.18181818181818182,20.28688524590164,0.7777777777777778,,0.10526315789473684,0.08450704225352113,0.03888888888888889,0.1111111111111111,0.025,0.09090909090909091,0.03636363636363636,0.0784313725490196,0.034482758620689655,0.014084507042253521,,0.1,0.08163265306122448,0.04878048780487805,0.11538461538461539,0.05405405405405406,0.375,0.022727272727272728,,0.13924050632911392,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.21518987341772153,0.4117647058823529,0.5,0.42857142857142855,0.43037974683544306,0.3235294117647059,0.3235294117647059,0.7272727272727273,0.3333333333333333,0.3333333333333333,,0.1875,0.6666666666666666,0.35443037974683544,0.45302341772151905,0.48386111111111113,0.44996875,0.11235955056179775,0.1388888888888889,0.10465116279069768,0.3023255813953488,13.12903225806452,0.26894865525672373,1.0,6.0,5.0,11.0,1.0,3.0,6.0,17.0,1.0,4.0,18.0,,11.0,5.0,2.0,1.0,0.35294117647058826,0.25,0.35294117647058826,0.21518987341772153,0.17647058823529413,0.0759493670886076,0.16666666666666666,0.16666666666666666,1.0,0.13924050632911392,0.45454545454545453,0.45454545454545453,1.0,0.1875,0.3333333333333333,0.45454545454545453,24.33529411764706,2.0,2.0,0.2222222222222222,,,1.0,3.0,0.0625,,,,,,,,,,,,,,,,,,,True,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,15207.0,253,-30,479,481,212.0,200,75,960,9.0,21.0,,2.0,4.0,9.0,3.0,9.0,6.0,23.0,18.0,53.0,28.0,91.0,487,,5.0,2.0,2.0,8.0,22.0,19.0,50.0,14.0,22.0,,3.0,43.0,7.0,50.0,4.0,3.0,28.0,7.0,107.0,7.0,8.0,1.0,7.0,25.0,1.0,33.0,16.0,49.0,7.0,11.0,6.0,5.0,14.0,3.0,12.0,7.0,2.0,2.0,21.0,1.0,9.0,4.0,17.0,1.0,2.0,36.0,1.0,12.0,3.0,1.0,1.0,,,1.0,,,,50.0,212.0,7.0,0.3888888888888889,0.3888888888888889,0.33962264150943394,,0.36363636363636365,0.35795454545454547,,0.3780487804878049,0.4320388349514563,0.1111111111111111,0.47115384615384615,0.05660377358490566,0.14285714285714285,21.67832167832168,0.6666666666666666,0.043478260869565216,0.037037037037037035,0.15060240963855423,0.03827751196172249,0.1346153846153846,0.125,0.14678899082568808,0.05660377358490566,0.05,0.05172413793103448,0.014084507042253521,0.1590909090909091,,0.15,0.13636363636363635,0.16129032258064516,0.075,0.3333333333333333,0.13725490196078433,,0.23863636363636365,0.42857142857142855,0.5,0.3333333333333333,0.10227272727272728,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26136363636363635,0.2608695652173913,0.2608695652173913,0.5,0.25,,,0.21951219512195122,0.4444444444444444,0.6363636363636364,0.4825923529411765,0.47173333333333334,0.4725825,0.13,0.1875,0.02197802197802198,0.5494505494505495,10.084905660377359,0.44258872651356995,3.0,4.0,6.0,31.0,3.0,17.0,9.0,35.0,5.0,19.0,21.0,6.0,28.0,6.0,8.0,0.7777777777777778,0.2571428571428571,0.2631578947368421,0.28125,0.3977272727272727,,0.045454545454545456,0.75,0.75,1.0,0.3522727272727273,0.1935483870967742,0.21428571428571427,0.6666666666666666,0.4146341463414634,0.17647058823529413,0.21428571428571427,27.905714285714286,3.0,3.0,0.375,,,2.0,3.0,0.04878048780487805,2.0,3.0,3.0,1.0,0.08571428571428572,0.0967741935483871,1.0,0.027777777777777776,,,,,,,,,,,True,,,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,8198.0,137,-1,263,262,113.0,114,39,525,7.0,21.0,1.0,6.0,4.0,10.0,,4.0,4.0,10.0,11.0,35.0,5.0,48.0,271,3.0,9.0,1.0,13.0,6.0,18.0,3.0,18.0,10.0,12.0,2.0,9.0,4.0,,4.0,,,1.0,1.0,8.0,1.0,4.0,,,7.0,1.0,8.0,5.0,13.0,1.0,6.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,,5.0,,2.0,3.0,15.0,,2.0,9.0,1.0,4.0,1.0,1.0,1.0,,,1.0,,,,18.0,113.0,6.0,0.45454545454545453,0.5,0.3142857142857143,0.3333333333333333,0.3333333333333333,0.4215686274509804,0.5,0.3409090909090909,0.43636363636363634,0.5,0.375,0.2571428571428571,0.3333333333333333,19.292604501607716,0.4,0.08333333333333333,,0.07777777777777778,0.037383177570093455,,0.034482758620689655,0.06140350877192982,0.03676470588235294,0.04,0.03571428571428571,0.034482758620689655,0.038461538461538464,,0.0625,0.08,0.09090909090909091,,,0.043478260869565216,,0.4117647058823529,0.3333333333333333,0.5,0.42857142857142855,0.0784313725490196,,,,0.19607843137254902,0.4,0.5,0.5,0.5,0.16666666666666666,,0.45454545454545453,0.4,0.7254901960784313,0.533863725490196,0.5265444444444445,0.532159090909091,0.07407407407407407,0.10526315789473684,0.2708333333333333,0.375,6.885714285714286,0.4296577946768061,1.0,3.0,6.0,13.0,1.0,3.0,7.0,16.0,1.0,4.0,18.0,3.0,13.0,6.0,2.0,0.8571428571428571,0.4375,0.25,0.4375,0.3137254901960784,,0.058823529411764705,0.3333333333333333,0.5,1.0,0.2549019607843137,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.13636363636363635,0.3333333333333333,0.46153846153846156,24.6625,2.0,3.0,0.16666666666666666,,,1.0,,0.045454545454545456,,,1.0,,0.0625,,,,1.0,2.0,2.0,0.6666666666666666,0.2,0.3333333333333333,0.08333333333333333,1.0,1.0,,True,,,,,,
915,1610612751,Rodney Rogers,Rodney Rogers,915,NJN,11695.0,195,-17,347,348,113.0,107,49,695,4.0,15.0,1.0,4.0,,6.0,1.0,5.0,5.0,14.0,10.0,34.0,21.0,77.0,372,1.0,5.0,5.0,7.0,2.0,12.0,4.0,17.0,18.0,2.0,2.0,5.0,16.0,1.0,17.0,1.0,,8.0,6.0,35.0,3.0,8.0,,3.0,10.0,3.0,16.0,11.0,27.0,1.0,5.0,1.0,4.0,10.0,1.0,9.0,3.0,1.0,,13.0,,4.0,15.0,28.0,1.0,2.0,30.0,1.0,14.0,1.0,3.0,3.0,,,3.0,1.0,,,17.0,113.0,1.0,0.9,1.0,0.29411764705882354,0.2,0.16666666666666666,0.4666666666666667,0.2,0.2708333333333333,0.5202702702702703,0.4375,0.30357142857142855,0.14705882352941177,0.3333333333333333,21.64179104477612,0.7692307692307693,0.2,,0.07575757575757576,0.058394160583941604,0.09375,0.08571428571428572,0.07926829268292683,0.06395348837209303,0.05,0.13953488372093023,,0.08333333333333333,0.09090909090909091,0.07894736842105263,0.08108108108108109,0.07017543859649122,0.1111111111111111,,0.030303030303030304,0.3333333333333333,0.25,0.26666666666666666,0.4,0.75,0.08333333333333333,0.2,0.2,1.0,0.23333333333333334,0.35714285714285715,0.35714285714285715,1.0,0.8,0.25,,0.25,,0.6833333333333333,0.49688833333333343,0.5794250000000001,0.5018645833333333,0.2054794520547945,0.2978723404255319,0.09090909090909091,0.22077922077922077,8.611764705882353,0.3256484149855908,4.0,8.0,8.0,18.0,2.0,8.0,12.0,26.0,3.0,12.0,33.0,3.0,18.0,8.0,2.0,0.9166666666666666,0.46153846153846156,0.25,0.46153846153846156,0.43333333333333335,,0.13333333333333333,0.5,0.5,1.0,0.3,0.4444444444444444,0.4444444444444444,0.875,0.3333333333333333,0.25,0.4444444444444444,24.51923076923077,,,,,,4.0,,0.16666666666666666,1.0,,,1.0,,,0.25,0.038461538461538464,,,,,,,,,,1.0,True,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,603.0,10,-7,19,18,6.0,9,4,37,,,,,,,,1.0,,,,1.0,,,22,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,4.3478260869565215,,0.6666666666666666,1.0,,,0.5,,0.16666666666666666,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,0.5527,,,,,,,4.5,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2447,1610612751,Tamar Slay,Tamar Slay,2447,NJN,329.0,5,-5,11,9,6.0,8,2,20,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,3.0,12,,2.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,6.0,,,,,,,0.375,,,0.375,,,0.3333333333333333,1.0,30.769230769230766,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.25,,,,0.25,,,,0.5,,,0.3333333333333333,,0.5,0.392625,0.37675,0.37529999999999997,,,,,7.3999999999999995,0.5454545454545454,,,1.0,1.0,,,1.0,1.0,,,3.0,,1.0,1.0,,1.0,1.0,,1.0,0.25,,,,,,0.25,1.0,1.0,1.0,,,1.0,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
