EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGA,LongMidRangeFrequency,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShortMidRangeAssists,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls,AtRimPctBlocked,PenaltyCorner3FGM,HeaveAttempts,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,Travels
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,584.0,10.0,-9.0,17.0,16.0,7.0,10.0,3.0,33.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,24.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,16.666666666666668,0.16666666666666666,0.125,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.4608833333333333,0.4553,1.0,24.4,0.4117647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,522.0,9.0,-10.0,15.0,14.0,6.0,9.0,2.0,29.0,,,,,,,,,2.0,22.0,,,2.0,,,,,1.0,2.0,6.0,,,,,,,1.0,1.0,,18.75,,,,,,,,,,,,,,1.0,,0.4,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2,0.16666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,1610612756,Casey Jacobsen,Casey Jacobsen,2418,PHX,165.0,3.0,-3.0,4.0,4.0,1.0,2.0,1.0,8.0,,,,,,,1.0,,,7.0,,,,,,,,,,1.0,,,,,,,,,,25.0,,,,,,,,,,,,0.3905,,,,0.25,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,584.0,10.0,-9.0,17.0,16.0,7.0,10.0,3.0,33.0,,,,,,2.0,4.0,,4.0,24.0,2.0,3.0,4.0,4.0,,2.0,2.0,2.0,4.0,7.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,,22.22222222222222,0.3333333333333333,0.25,,,,,,,,,,0.3738,0.3678333333333333,1.0,,0.4117647058823529,,,,,,,,,,2.0,2.0,,,,,,,,,,,3.0,0.75,15.875,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,567.0,9.0,-7.0,17.0,15.0,7.0,10.0,3.0,32.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,22.0,1.0,2.0,2.0,,1.0,,,,2.0,7.0,,,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.25,27.77777777777778,,,,0.5,1.0,1.0,,0.25,0.5,1.0,0.75,0.4436333333333334,0.3678,0.5,38.3,0.4117647058823529,,,4.0,,,,1.0,,1.0,,3.0,1.0,,,1.0,,,,,,1.0,1.0,0.25,6.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.502,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,419.0,7.0,-6.0,13.0,12.0,6.0,8.0,2.0,25.0,1.0,1.0,,,,1.0,1.0,,3.0,17.0,,,,,,,,,,6.0,,,1.0,,1.0,,0.75,,,14.285714285714285,,,,1.0,1.0,1.0,,,,,1.0,0.5364,,,,0.46153846153846156,1.0,,,,,,,,,,,,2.0,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,2.0,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612756,Joe Johnson,Joe Johnson,2207,PHX,46.0,1.0,,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1610612756,Scott Williams,Scott Williams,281,PHX,33.0,1.0,-1.0,1.0,1.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,16387.0,273.0,-8.0,517.0,519.0,127.0,185.0,72.0,1036.0,11.0,23.0,1.0,6.0,15.0,30.0,77.0,27.0,109.0,496.0,7.0,16.0,22.0,34.0,15.0,33.0,48.0,69.0,22.0,127.0,0.5666666666666667,0.7083333333333334,0.38961038961038963,0.4375,0.4182692307692308,0.38461538461538464,0.46956521739130436,0.3888888888888889,0.25961538461538464,21.15702479338843,0.18032786885245902,0.1626984126984127,0.19672131147540983,0.22115384615384615,0.4782608695652174,0.4782608695652174,0.6363636363636364,0.14423076923076922,0.23076923076923078,0.16666666666666666,0.4807692307692308,0.4841365384615385,0.4714519230769231,0.2018348623853211,24.325925925925926,0.24564796905222436,22.0,5.0,23.0,2.0,16.0,21.0,8.0,4.0,13.0,9.0,17.0,1.0,26.0,12.0,0.5476190476190477,0.07111111111111111,0.0673758865248227,0.0759493670886076,0.10526315789473684,0.13793103448275862,0.21100917431192662,20.0,0.19230769230769232,8.937662337662337,14.0,34.0,5.0,0.24285714285714285,0.07692307692307693,0.3269230769230769,0.4117647058823529,0.4375,0.5714285714285714,0.25,0.2777777777777778,0.4,4.0,10.0,6.0,15.0,26.0,10.0,12.0,4.0,3.0,26.0,0.4,0.47368421052631576,0.5263157894736842,0.4,0.5216888888888889,3.0,False,3.0,12.0,1.0,2.0,3.0,6.0,1.0,2.0,2.0,7.0,9.0,2.0,4.0,2.0,10.0,24.0,3.0,12.0,6.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,8.0,7.0,5.0,11.0,7.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,11.0,7.0,2.0,2.0,11.0,3.0,3.0,0.8888888888888888,0.3333333333333333,0.5,0.2,0.3333333333333333,0.037037037037037035,0.05194805194805195,0.058823529411764705,0.1,0.06666666666666667,0.38461538461538464,0.30434782608695654,0.09090909090909091,0.11594202898550725,0.05263157894736842,0.08333333333333333,0.05405405405405406,0.05405405405405406,0.05,0.10526315789473684,0.12903225806451613,0.08333333333333333,0.2727272727272727,0.11538461538461539,0.25,0.25,1.0,0.4,0.42857142857142855,0.8333333333333334,0.10526315789473684,0.5,1.0,0.10526315789473684,0.5,0.11538461538461539,0.2692307692307692,0.2857142857142857,0.4,,,,,,,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,5279.0,88.0,-48.0,167.0,172.0,76.0,96.0,23.0,339.0,10.0,15.0,4.0,5.0,,12.0,17.0,,34.0,186.0,5.0,6.0,19.0,16.0,,8.0,13.0,21.0,19.0,76.0,0.6666666666666666,1.0,0.7058823529411765,0.8333333333333334,0.7058823529411765,0.8333333333333334,0.7727272727272727,0.95,,13.06532663316583,0.125,0.14814814814814814,0.13636363636363635,0.8823529411764706,0.6666666666666666,0.7142857142857143,0.6,,0.8333333333333334,0.8,0.8823529411764706,0.5573882352941176,0.48536666666666667,0.5588235294117647,,0.4550898203592814,10.0,,8.0,9.0,8.0,8.0,4.0,1.0,4.0,5.0,19.0,2.0,11.0,4.0,0.5714285714285714,0.1,0.08,0.12121212121212122,0.2,0.2,0.23529411764705882,,,1.3647058823529412,2.0,2.0,,0.15384615384615385,0.0625,0.11764705882352941,1.0,1.0,1.0,,,,4.0,7.0,4.0,7.0,8.0,2.0,2.0,,1.0,4.0,0.5714285714285714,0.5714285714285714,1.0,0.5714285714285714,0.5643,1.0,False,,,,,,,,,,,,,,,,,,8.0,,1.0,,,,,,,4.0,1.0,,4.0,2.0,2.0,,1.0,,,,2.0,1.0,,2.0,4.0,2.0,,2.0,4.0,2.0,5.0,,,,,,,0.058823529411764705,,,,,0.14285714285714285,,0.23529411764705882,,0.05555555555555555,0.10344827586206896,,,0.125,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,4.0,0.06666666666666667,,,,,,
