EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,DefRebounds,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,DeadBallTurnovers,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Steals,BadPassSteals,LostBallSteals,Technical Free Throw Trips,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,LongMidRangeAssists,SecondChanceFtPoints,PenaltyFtPoints,BadPassTurnovers,NonShootingFoulsDrawn,DefCorner3ReboundPct,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,on,SecondChanceAtRimFGM,PtsPutbacks,Corner3Assists,OffThreePtRebounds,SelfOReb,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceArc3Frequency,PenaltyCorner3Frequency,BlockedCorner3,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3pt And 1 Free Throw Trips,SecondChanceCorner3PctAssisted
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,603.0,10,-7.0,19,18,6,9,4.0,37,2.0,1.0,1.0,2.0,1.0,4.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.5,21.73913043478261,1.0,0.18181818181818182,0.16666666666666666,0.25,0.25,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.45405,0.4423,7.525,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,1610612751,Anthony Johnson,Anthony Johnson,1533,NJN,773.0,13,-11.0,26,24,15,16,5.0,50,,,1.0,2.0,1.0,3.0,4.0,27.0,,,,,2.0,,4.0,,,1.0,,,,,1.0,1.0,,,,15,,,,0.3333333333333333,0.25,0.4,,,16.129032258064516,,,,,,,0.5,0.5,0.5,,,0.25,0.40095000000000003,,15.566666666666668,0.5769230769230769,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.1,0.5,0.25,0.25,0.3333333333333333,0.40293333333333337,0.2,0.25,0.5,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,35.0,1,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,1222.0,20,-10.0,41,37,22,28,6.0,78,1.0,,1.0,1.0,2.0,3.0,4.0,41.0,1.0,2.0,,,,,,,1.0,4.0,,,1.0,,1.0,3.0,,,,22,1.0,0.5,0.5,0.6666666666666666,0.5,0.5,,,10.638297872340425,,,,,,0.25,0.25,1.0,1.0,,,0.5,0.47186249999999996,0.3235,6.166666666666667,0.5365853658536586,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,3.0,,,2.0,1.0,0.5,0.5,0.25,,0.05555555555555555,,0.25,0.25,0.5,0.505625,,,0.5,25.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.16666666666666666,0.25,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,1610612751,Tamar Slay,Tamar Slay,2447,NJN,651.0,11,-11.0,23,20,15,19,3.0,43,1.0,1.0,,1.0,,3.0,3.0,24.0,2.0,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,15,,,,,0.375,0.375,0.3333333333333333,1.0,23.076923076923077,,,,,,0.25,0.25,,,,0.5,0.5,0.392625,0.37675,7.3999999999999995,0.6521739130434783,1.0,1.0,,1.0,,,3.0,,,,1.0,,,,,,,,,,,0.25,,,,0.25,0.25,,0.37529999999999997,,,,24.4,,,1.0,,,,,,2.0,,,,,,,,,,,,0.3333333333333333,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,889.0,15,-13.0,30,27,14,18,5.0,57,2.0,,,1.0,1.0,4.0,3.0,34.0,,2.0,2.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,14,,1.0,1.0,0.25,0.25,0.2,0.5,0.5,17.142857142857142,1.0,,,,,0.5,0.25,,,,,0.5,0.5405249999999999,,8.575,0.4666666666666667,1.0,,,,1.0,1.0,2.0,,2.0,,,,,1.0,1.0,3.0,1.0,2.0,0.5,0.5,0.3333333333333333,,0.1111111111111111,0.08333333333333333,,0.25,,,0.6819500000000001,0.2,0.2,0.6666666666666666,,1.0,1.0,2.0,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1610612751,Rodney Rogers,Rodney Rogers,915,NJN,505.0,8,-1.0,16,15,3,6,2.0,31,,,,,,,5.0,20.0,,,,,1.0,,2.0,,,,,,,,,,,,,3,,,,,1.5,1.25,,,11.11111111111111,,,,,,,,,,,,1.0,0.5286,,,0.1875,,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,2.0,1.0,,,,,1.0,,,,,1.0,,,0.5,1.0,,25.3,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,401.0,7,2.0,15,13,12,13,1.0,28,,,,,,,2.0,12.0,,,,,1.0,,2.0,,,2.0,1.0,,1.0,,,,,,,12,,,,,,1.0,,,12.5,1.0,,,,,,,,,,,,,,,0.8,,,,,2.0,,,,2.0,,,1.0,,1.0,2.0,2.0,,2.0,,,1.0,,0.25,0.14285714285714285,0.5,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,1.0,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,338.0,6,1.0,11,10,8,10,1.0,21,,,2.0,3.0,2.0,3.0,6.0,9.0,,2.0,,,,,,,,2.0,,,,,,,,,,8,,0.5,0.5,0.6666666666666666,0.5,0.6,,,41.66666666666667,,,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,0.25,0.4571875,,19.066666666666666,0.7272727272727273,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,,,,2.0,2.0,,6.0,1.0,0.6666666666666666,0.75,0.25,,0.14285714285714285,,,0.25,0.3333333333333333,0.4728833333333333,,,1.0,24.0,,,,,,,1.0,1.0,,,,,,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,298.0,5,3.0,10,9,7,9,1.0,19,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
