EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceTurnovers,3SecondViolations,DefAtRimReboundPct,LostBallOutOfBoundsTurnovers,Travels,SecondChanceAtRimPctAssisted,SelfOReb,DefCorner3ReboundPct,SelfORebPct,OffLongMidRangeReboundPct,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,RecoveredBlocks,SecondChanceFg3Pct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallSteals,Technical Free Throw Trips,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,Offensive Fouls,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,BlockedShortMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,OffCorner3ReboundPct,HeaveAttempts,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,FoulsDrawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked
123,1610612740,Robert Pack,Robert Pack,123,NOH,2471.0,41.0,-5.0,74.0,77,31.0,36,10.0,151,3.0,5.0,2.0,3.0,3.0,6.0,2.0,6.0,13.0,3.0,15.0,86.0,1.0,3.0,5.0,2.0,8.0,2.0,10.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,3.0,1.0,1.0,1.0,8.0,31.0,3.0,0.16666666666666666,0.16666666666666666,0.46153846153846156,0.6,0.46153846153846156,0.6,0.5357142857142857,0.6666666666666666,17.857142857142858,1.0,0.034482758620689655,0.029411764705882353,0.06666666666666667,0.38461538461538464,0.6,0.6,0.46153846153846156,0.5,0.5,0.3333333333333333,0.15384615384615385,0.6,0.6666666666666666,0.38461538461538464,0.4666769230769231,0.3537,0.5192,0.07692307692307693,0.07692307692307693,0.5333333333333333,7.053846153846153,0.4189189189189189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1610612740,David Wesley,David Wesley,133,NOH,1860.0,31.0,-4.0,54.0,56,23.0,26,7.0,110,1.0,2.0,,1.0,,,4.0,1.0,6.0,,14.0,71.0,,,3.0,,,,2.0,1.0,,1.0,,1.0,2.0,1.0,3.0,3.0,1.0,,2.0,,1.0,,,,,,23.0,1.0,,,0.16666666666666666,,0.4375,,0.4375,,29.508196721311474,0.5,0.05263157894736842,0.13636363636363635,0.1111111111111111,0.125,0.5,0.5,,,,,0.25,0.2,,0.75,0.506359375,,0.5022,,,,12.433333333333332,0.42592592592592593,1.0,4.0,9.0,2.0,4.0,10.0,2.0,12.0,9.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.625,0.6666666666666666,1.0,0.0625,0.5625,0.4444444444444444,0.4444444444444444,1.0,0.4,0.4444444444444444,25.580000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,1627.0,27.0,5.0,48.0,50,12.0,23,7.0,98,2.0,4.0,,,1.0,4.0,,3.0,8.0,1.0,7.0,53.0,3.0,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,10.0,3.0,4.0,8.0,,,,,3.0,2.0,,,1.0,1.0,12.0,,0.3333333333333333,1.0,0.375,,0.375,,0.3888888888888889,0.25,16.363636363636363,,0.13636363636363635,0.12,0.08333333333333333,0.5,0.5,0.5,0.5,0.25,0.25,,,,,0.5,0.48005,0.5025666666666667,0.3521,,,0.14285714285714285,3.5374999999999996,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.14285714285714285,0.16,0.3333333333333333,0.18181818181818182,0.25,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,766.0,13.0,-1.0,22.0,23,9.0,7,5.0,45,,,,,,,,,,,,20.0,,,,,,,,1.0,,1.0,,1.0,2.0,3.0,3.0,4.0,,,1.0,,1.0,,,,,,9.0,,,,,,,,,,3.7037037037037033,,0.25,0.23076923076923078,0.2,,,,,,,,,,,,,,,,,,,0.4090909090909091,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,0.09090909090909091,,0.07692307692307693,0.25,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1610612740,Stacey Augmon,Stacey Augmon,278,NOH,159.0,3.0,-4.0,3.0,4,,1,2.0,7,,,,,,1.0,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,1.0,,,,,,,,0.3319,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,303.0,5.0,-7.0,10.0,11,1.0,1,2.0,21,3.0,3.0,1.0,1.0,,,,3.0,3.0,,6.0,14.0,1.0,1.0,1.0,,2.0,4.0,2.0,,,,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,2.0,1.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,0.5,0.6,0.5,58.333333333333336,,0.25,0.25,,0.6,1.0,1.0,,,,,,0.5,1.0,1.0,0.57402,,0.3831,,,0.3333333333333333,,0.1,,,2.0,1.0,,2.0,1.0,,2.0,,,,2.0,,,,,,,,,0.4,,,,0.4,,,,0.5,,25.65,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,1.0,1.0,0.3333333333333333,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,1821.0,30.0,-6.0,54.0,57,24.0,28,5.0,111,6.0,7.0,5.0,6.0,1.0,4.0,,7.0,11.0,4.0,18.0,70.0,2.0,5.0,8.0,,10.0,8.0,6.0,,1.0,1.0,1.0,,3.0,4.0,6.0,9.0,1.0,,1.0,2.0,2.0,4.0,,2.0,,10.0,24.0,,0.5714285714285714,0.6666666666666666,0.6363636363636364,0.625,0.6363636363636364,0.625,0.6923076923076923,0.625,23.728813559322035,1.0,0.2222222222222222,0.22727272727272727,0.2727272727272727,0.6363636363636364,0.8571428571428571,0.8571428571428571,0.36363636363636365,0.25,0.25,,,0.75,0.8333333333333334,0.6363636363636364,0.4793454545454546,0.58815,0.5060250000000001,0.15384615384615385,0.15384615384615385,0.5555555555555556,4.172727272727273,0.4444444444444444,,,,,,,,,,,1.0,,,1.0,,,,,,,,,0.25,,,,,,,,,,2.0,2.0,2.0,4.0,2.0,,3.0,1.0,3.0,,,,1.0,1.0,1.0,0.5,0.17647058823529413,,0.125,0.6666666666666666,0.1111111111111111,,0.3333333333333333,0.6666666666666666,1.0,1.0,0.2222222222222222,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1610612740,George Lynch,George Lynch,248,NOH,626.0,10.0,14.0,20.0,21,11.0,18,2.0,41,2.0,2.0,1.0,1.0,,,,2.0,2.0,,4.0,12.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,,,,,2.0,2.0,3.0,,,,2.0,2.0,,,,,2.0,11.0,,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,18.181818181818183,,0.25,0.2,0.16666666666666666,0.5,1.0,1.0,,,,,,1.0,1.0,1.0,0.570125,0.6372,0.6372,,,0.5,,0.55,2.0,,,,,2.0,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,23.45,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,,,,1.0,1.0,1.0,,0.2,,0.1,,,,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1610612740,Jamal Mashburn,Jamal Mashburn,469,NOH,1686.0,28.0,-3.0,52.0,53,28.0,26,5.0,105,1.0,1.0,,,,3.0,3.0,2.0,7.0,5.0,12.0,63.0,,,5.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,3.0,11.0,4.0,4.0,4.0,1.0,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,28.0,,0.5,0.5,0.2857142857142857,,0.4375,,0.6,0.2857142857142857,19.29824561403509,1.0,0.23529411764705882,0.18181818181818182,0.375,0.125,1.0,1.0,0.375,,,,0.375,,,0.25,0.446625,0.5505,0.37655999999999995,0.2222222222222222,0.14285714285714285,0.3333333333333333,12.4,0.5384615384615384,,1.0,1.0,,1.0,1.0,,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,,,,0.125,1.0,1.0,1.0,,1.0,25.5,,,,3.0,,,,,,,,,,1.5,1.5,,,,,,,,,1.0,,,0.25,,,0.2,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,1610612740,Jerome Moiso,Jerome Moiso,2040,NOH,535.0,9.0,-13.0,17.0,16,10.0,6,2.0,33,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,24.0,,1.0,1.0,,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,10.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.2631578947368425,,0.25,0.2,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.5331,,0.5331,,,1.0,,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
