EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,BlocksRecoveredPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,Corner3Assists,Travels,PenaltyArc3FGM,PenaltyFG3M,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyArc3Accuracy,Charge Fouls,on,SecondChanceCorner3FGA,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,HeaveAttempts,OffThreePtRebounds,SecondChanceTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,FTOffRebounds,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,OffFTReboundPct,DefCorner3ReboundPct,LostBallSteals,BlockedLongMidRange,3SecondViolations,OffArc3ReboundPct,Blocked3s,BlockedArc3,OffensiveGoaltends
1888,1610612741,Richard Hamilton,Richard Hamilton,1888,CHI,1585.0,26.0,15.0,51.0,52.0,11.0,7.0,8.0,103.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,6.0,1.0,1.0,6.0,19.0,48.0,4.0,4.0,10.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,4.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9285714285714286,0.95,1.0,0.14285714285714285,18.333333333333336,1.0,0.06896551724137931,0.05555555555555555,0.06060606060606061,0.045454545454545456,0.16666666666666666,0.2,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,0.75,0.75,1.0,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5309499999999999,0.125,0.14285714285714285,0.21052631578947367,13.766666666666666,23.2,0.21568627450980393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,1711.0,29.0,2.0,56.0,57.0,7.0,14.0,8.0,113.0,3.0,5.0,,,,,,,3.0,5.0,,,2.0,8.0,58.0,2.0,2.0,2.0,,3.0,,3.0,,,2.0,6.0,4.0,5.0,8.0,4.0,12.0,,,,1.0,1.0,4.0,,5.0,1.0,2.0,2.0,7.0,2.0,0.3333333333333333,1.0,,,,0.6,0.6,0.5714285714285714,0.5,,10.769230769230768,,0.19230769230769232,0.2222222222222222,0.1935483870967742,0.16666666666666666,,0.125,1.0,0.6,1.0,0.3333333333333333,,,,,,,,,,,,,1.0,0.49382000000000004,0.2,0.2,0.25,2.3,,0.125,2.0,3.0,2.0,3.0,2.0,6.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6,0.4,0.4,0.6666666666666666,0.2,0.375,0.3333333333333333,0.6,0.07692307692307693,0.25,1.0,0.6666666666666666,0.5069,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,2233.0,37.0,6.0,72.0,72.0,17.0,17.0,10.0,144.0,2.0,7.0,3.0,5.0,1.0,5.0,,,6.0,17.0,3.0,6.0,2.0,23.0,75.0,,,4.0,6.0,8.0,1.0,9.0,1.0,2.0,,19.0,3.0,4.0,6.0,3.0,9.0,4.0,2.0,5.0,1.0,1.0,2.0,,2.0,1.0,,,17.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.35294117647058826,0.45652173913043476,0.4791666666666667,,0.2608695652173913,34.523809523809526,0.8,0.11764705882352941,0.12,0.15384615384615385,0.09375,,,0.30434782608695654,0.2857142857142857,0.3333333333333333,0.5,0.21739130434782608,0.6,0.75,0.3333333333333333,0.21739130434782608,0.2,0.2,,,,,,0.5652173913043478,0.46370000000000006,0.041666666666666664,0.05555555555555555,,8.405882352941177,25.583333333333332,0.2361111111111111,,1.0,,1.0,,3.0,8.0,,2.0,6.0,2.0,,1.0,1.0,,,1.0,,1.0,,0.75,0.75,0.11764705882352941,0.14285714285714285,,0.4,0.1,0.3333333333333333,0.16666666666666666,0.2,0.5,0.5,,0.5421,0.13043478260869565,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.16666666666666666,0.09090909090909091,1.0,0.2608695652173913,0.5,0.6,0.6666666666666666,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,0.38820000000000005,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,715.0,12.0,-4.0,24.0,23.0,13.0,13.0,3.0,47.0,2.0,2.0,,,,1.0,,,2.0,3.0,,,2.0,6.0,28.0,2.0,4.0,4.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,4.0,4.0,1.0,,2.0,1.0,,4.0,13.0,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,,14.285714285714285,,0.125,0.125,0.1111111111111111,0.09090909090909091,,,0.6666666666666666,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.5071666666666667,0.25,0.25,0.6666666666666666,6.866666666666667,,0.5416666666666666,1.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,0.3333333333333333,,,0.5,,1.0,1.0,0.6301,0.3333333333333333,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.4457,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,1912.0,32.0,,60.0,60.0,17.0,17.0,8.0,120.0,1.0,2.0,2.0,3.0,2.0,3.0,,,5.0,8.0,,2.0,,10.0,69.0,,,6.0,,,,,,,,,,5.0,6.0,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,17.0,,0.6,0.6,,,,0.625,0.5,0.5,,0.2,17.39130434782609,0.5,0.17857142857142858,,0.15625,,,0.2727272727272727,0.2,0.5,0.5,,0.3,0.6666666666666666,0.6666666666666666,0.5,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,,0.4,0.4755249999999999,,,,10.2875,25.1,0.2833333333333333,1.0,1.0,2.0,2.0,,4.0,4.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,0.25,,,,,0.16666666666666666,,0.5,1.0,0.4758,0.4,1.0,,2.0,,,1.0,,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.2,,,,,,0.5,0.5,,0.60815,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612741,Carlos Boozer,Carlos Boozer,2430,CHI,1518.0,25.0,10.0,48.0,49.0,4.0,4.0,7.0,97.0,,1.0,2.0,4.0,1.0,2.0,,,3.0,7.0,,,1.0,7.0,47.0,1.0,3.0,6.0,,2.0,1.0,3.0,,,1.0,7.0,,6.0,7.0,,7.0,1.0,,3.0,3.0,4.0,2.0,,1.0,1.0,,3.0,4.0,,1.0,1.0,,,,0.42857142857142855,0.42857142857142855,0.5,1.5,,17.857142857142854,0.3333333333333333,0.23076923076923078,,0.23333333333333334,,,,0.14285714285714285,,,,0.5714285714285714,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,,,,,0.14285714285714285,0.4362857142857143,0.14285714285714285,0.14285714285714285,0.42857142857142855,9.671428571428573,,0.08333333333333333,,,1.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.5,,,,0.25,,,0.2,0.38461538461538464,0.25,,,0.3555,0.42857142857142855,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,0.3555,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612741,Kyle Korver,Kyle Korver,2594,CHI,908.0,15.0,5.0,31.0,31.0,4.0,13.0,3.0,62.0,,,,,2.0,3.0,,,2.0,3.0,1.0,3.0,,7.0,29.0,,3.0,4.0,3.0,,1.0,1.0,1.0,,,3.0,,,1.0,,1.0,,,1.0,,2.0,1.0,,,,,3.0,4.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.5833333333333334,1.5,0.5,20.0,,,,,,,,,,,,,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,0.5,0.4674833333333333,,,0.42857142857142855,20.933333333333334,25.333333333333332,0.12903225806451613,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,0.5,,,,,,,,,,,,1.0,3.0,,,1.0,,,,1.0,,3.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,0.3333333333333333,0.54825,,,,1.5,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1610612741,Ronnie Brewer,Ronnie Brewer,200758,CHI,245.0,4.0,-4.0,8.0,7.0,6.0,,1.0,15.0,,,,,,,,,,,,,,,9.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201228,1610612741,C.J. Watson,C.J. Watson,201228,CHI,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201600,1610612741,Omer Asik,Omer Asik,201600,CHI,336.0,6.0,,10.0,9.0,6.0,,2.0,19.0,,1.0,,1.0,,,,,,2.0,,,1.0,1.0,12.0,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,2.0,1.0,,1.0,6.0,,,,,,,,,0.16666666666666666,0.5,,30.769230769230766,,,0.2,,0.16666666666666666,,,0.5,,,,0.5,,,,,,,,,,,,0.5,0.45775,0.3333333333333333,0.3333333333333333,1.0,3.5,,0.6,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,0.528,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
