EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,Arc3FGA,FG3A,FtPoints,PenaltyFtPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,BadPassOutOfBoundsTurnovers,TwoPtShootingFoulsDrawn,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,BlockedAtRim,PenaltyFg3Pct,DefFTReboundPct,PenaltyArc3Accuracy,PenaltyTurnovers,OffensiveGoaltends,on,SecondChanceFtPoints,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedCorner3,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Corner3PctBlocked
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,137.0,2.0,-2.0,5,4,2.0,1.0,9,1.0,1.0,4.0,1.0,1.0,1.0,2.0,20.0,1.0,0.3333333333333333,1.0,1.0,0.3827,15.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200797,1610612738,Ryan Hollins,Ryan Hollins,200797,BOS,1115.0,19.0,-11.0,33,34,10.0,26.0,67,1.0,4.0,32.0,,1.0,3.0,10.0,13.513513513513514,,0.05,,0.25,0.600225,5.45,0.30303030303030304,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.0625,0.2857142857142857,0.11764705882352941,0.3333333333333333,0.14285714285714285,1.0,0.5,0.5,0.5,0.25,1.0,1.0,1.0,1.0,0.5,0.8114,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202734,1610612738,E'Twaun Moore,E'Twaun Moore,202734,BOS,1240.0,21.0,-8.0,39,39,14.0,31.0,78,3.0,6.0,37.0,,3.0,3.0,14.0,22.727272727272727,,0.15,,0.375,0.43703749999999997,13.983333333333334,0.358974358974359,5.0,,,,,,,3.0,2.0,5.0,,1.0,,1.0,2.0,3.0,2.0,,1.0,3.0,1.0,7.0,,3.0,,,,1.0,2.0,,2.0,,,1.0,,3.0,0.3333333333333333,,0.5,0.25,,0.5,0.2777777777777778,,0.5,0.1875,,,,0.14285714285714285,,,,,0.375,,,,,0.25,0.37715,,0.6,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,0.4,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.125,0.125,0.3723,24.950000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612738,Keyon Dooling,Keyon Dooling,2039,BOS,881.0,15.0,-16.0,27,27,8.0,20.0,54,1.0,1.0,26.0,,2.0,3.0,8.0,17.24137931034483,,0.125,,0.2,0.45694,19.5,0.2962962962962963,2.0,,,,,,,,,3.0,,1.0,,,1.0,,,,,1.0,,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,0.3,,,0.3,,,0.15384615384615385,0.14285714285714285,0.058823529411764705,0.16666666666666666,,,,,,,,,,,0.8,0.42745,,,,,,4.0,4.0,,,,4.0,1.0,,,,,,,,,,,,,0.8,,0.25,,,,,,,0.8,,25.549999999999997,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.25,0.25,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,1209.0,20.0,-8.0,38,38,13.0,30.0,76,2.0,5.0,37.0,1.0,2.0,2.0,13.0,21.42857142857143,0.25,0.1,,0.3333333333333333,0.5035666666666666,10.64,0.34210526315789475,4.0,2.0,2.0,,,1.0,1.0,1.0,3.0,10.0,,,,2.0,3.0,6.0,2.0,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,6.0,0.6,,0.6666666666666666,0.5,,0.5,0.625,,0.6,0.0625,,,,,,0.3333333333333333,1.0,1.0,0.16666666666666666,,,0.25,1.0,0.5,0.49187500000000006,,0.6,,1.0,,1.0,1.0,4.0,2.0,4.0,1.0,,,,,,2.0,4.0,,,,,0.6666666666666666,0.6666666666666666,0.16666666666666666,,0.2,,,,0.5,0.5,,0.16666666666666666,,25.7,,1.0,,1.0,,,,1.0,,,,,,,,0.25,,1.0,2.0,0.3333333333333333,0.5,1.0,0.25,0.2857142857142857,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,1610612738,Mickael Pietrus,Mickael Pietrus,2554,BOS,107.0,2.0,,4,3,4.0,3.0,7,,,2.0,,,,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,31.0,1.0,,1,1,1.0,1.0,2,,,,,,,1.0,50.0,,,,,0.35235,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.35235,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,25.7,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,49.0,1.0,3.0,3,3,1.0,3.0,6,,,3.0,,,,1.0,50.0,,,,,0.30615,,0.3333333333333333,1.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,26.35,2.0,,2.0,,,2.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,6.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,1610612738,Sasha Pavlovic,Sasha Pavlovic,2562,BOS,1072.0,18.0,-6.0,33,34,11.0,29.0,67,1.0,1.0,33.0,,2.0,3.0,11.0,16.216216216216218,,0.058823529411764705,,0.25,0.4152375,19.0,0.3333333333333333,4.0,,,,,,,,,3.0,,,,,,3.0,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,3.0,,,,0.375,,0.75,0.375,,0.75,0.07142857142857142,0.16666666666666666,0.06666666666666667,0.16666666666666666,,1.0,,,,,,,,,0.75,0.46635000000000004,,1.0,,,,3.0,3.0,,,,3.0,,,,,,,,,,,,,,0.75,,,,,,,,,0.75,,25.566666666666666,1.0,2.0,1.0,2.0,3.0,1.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,18.0,,3.0,2,2,,2.0,4,,,3.0,,,,,50.0,,,,,0.27105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,26.6,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201157,1610612738,Sean Williams,Sean Williams,201157,BOS,292.0,5.0,5.0,9,9,6.0,8.0,18,,,8.0,1.0,1.0,1.0,6.0,9.090909090909092,1.0,0.3333333333333333,,,,,0.6666666666666666,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
