EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,Corner3Assists,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,SecondChanceArc3Frequency,SecondChanceArc3FGM,BlockingFouls,Technical Free Throw Trips,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,HeaveAttempts,Clear Path Fouls,Charge Fouls,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,25927.0,432.0,-25.0,811.0,805,288.0,217,113.0,1616,53.0,83.0,17.0,32.0,18.0,23.0,14.0,60.0,3.0,67.0,146.0,48.0,182.0,886,17.0,37.0,10.0,44.0,22.0,44.0,24.0,68.0,78.0,56.0,28.0,24.0,14.0,4.0,18.0,4.0,7.0,7.0,40.0,6.0,35.0,3.0,24.0,53.0,8.0,85.0,44.0,129.0,7.0,5.0,5.0,7.0,2.0,8.0,1.0,5.0,4.0,15.0,3.0,1.0,12.0,21.0,4.0,1.0,51.0,2.0,1.0,62.0,6.0,27.0,7.0,35.0,23.0,2.0,10.0,35.0,20.0,2.0,2.0,66.0,281.0,5.0,0.582089552238806,0.7358490566037735,0.4589041095890411,0.4594594594594595,0.5,0.4589041095890411,0.4594594594594595,0.5,0.5229885057471264,0.5238095238095238,0.5862068965517241,0.1643835616438356,0.1566265060240964,0.16666666666666666,0.3333333333333333,19.74921630094044,0.4666666666666667,0.38095238095238093,0.09375,0.16878980891719744,0.10802469135802469,0.2222222222222222,0.05825242718446602,0.18246445497630331,0.09601873536299765,0.1262135922330097,0.10714285714285714,0.09174311926605505,0.08571428571428572,0.13333333333333333,0.21348314606741572,0.17142857142857143,0.23529411764705882,0.17391304347826086,0.12727272727272726,0.5714285714285714,0.5684931506849316,0.6385542168674698,0.7571428571428571,0.6226415094339622,0.410958904109589,0.23333333333333334,0.28,0.42857142857142855,0.02054794520547945,0.8648648648648649,0.53125,0.11764705882352941,0.5227272727272727,0.782608695652174,0.5684931506849316,0.473549315068493,0.504878125,0.4592318181818182,0.16167664670658682,0.16167664670658682,0.24175824175824176,0.37362637362637363,4.497260273972603,0.35511713933415534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,12654.0,211.0,-10.0,385.0,385,125.0,98,51.0,770,3.0,6.0,,,1.0,1.0,2.0,6.0,6.0,7.0,18.0,11.0,61.0,421,,1.0,,3.0,4.0,6.0,6.0,26.0,6.0,8.0,,1.0,12.0,,12.0,,10.0,1.0,24.0,1.0,1.0,,1.0,16.0,,17.0,2.0,19.0,,13.0,8.0,3.0,3.0,2.0,,,,5.0,2.0,2.0,3.0,15.0,1.0,1.0,11.0,1.0,2.0,14.0,,2.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,,,24.0,121.0,3.0,0.42857142857142855,0.42857142857142855,0.3888888888888889,,0.6666666666666666,0.5102040816326531,0.5,0.625,0.5446428571428571,0.5,0.65,0.05555555555555555,0.16666666666666666,,,13.406593406593407,0.6,,,0.1095890410958904,0.006289308176100629,0.0196078431372549,0.023255813953488372,0.08629441624365482,0.009900990099009901,0.019230769230769232,,,0.03225806451612903,0.14,0.07894736842105263,0.10344827586206896,0.02564102564102564,,,0.6666666666666666,0.12244897959183673,0.5,0.6,0.6666666666666666,0.12244897959183673,0.3333333333333333,0.3333333333333333,,0.12244897959183673,,,,0.0625,1.0,0.7551020408163265,0.5139316326530612,0.47364999999999996,0.50405625,0.0392156862745098,0.1,0.04918032786885246,0.4262295081967213,10.344444444444443,0.3246753246753247,2.0,4.0,13.0,1.0,2.0,2.0,6.0,8.0,18.0,2.0,4.0,12.0,31.0,1.0,2.0,4.0,10.0,24.0,12.0,18.0,8.0,1.0,5.0,1.0,2.0,0.6666666666666666,0.3870967741935484,0.5,0.4,0.3870967741935484,0.6326530612244898,0.3333333333333333,0.3333333333333333,0.5,0.2653061224489796,0.3076923076923077,0.3076923076923077,1.0,0.3673469387755102,0.4444444444444444,0.4444444444444444,0.5,0.6666666666666666,0.5,1.0,0.375,0.3333333333333333,0.25,0.5,0.4444444444444444,24.04516129032258,,,,,,,,,,,,,,,,,,,True,,,,
201177,1610612747,Josh McRoberts,Josh McRoberts,201177,LAL,58.0,1.0,,4.0,6,4.0,6,,10,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201196,1610612747,Ramon Sessions,Ramon Sessions,201196,LAL,18464.0,308.0,-30.0,581.0,577,143.0,119,72.0,1158,20.0,34.0,,,2.0,7.0,7.0,20.0,14.0,31.0,68.0,18.0,92.0,643,2.0,3.0,1.0,5.0,5.0,15.0,9.0,25.0,28.0,34.0,,10.0,24.0,9.0,33.0,6.0,12.0,11.0,75.0,,3.0,,7.0,17.0,2.0,26.0,3.0,29.0,1.0,3.0,1.0,10.0,8.0,6.0,2.0,2.0,,16.0,1.0,5.0,9.0,22.0,,,25.0,1.0,4.0,24.0,2.0,10.0,3.0,1.0,,1.0,,1.0,1.0,,,23.0,140.0,2.0,0.45161290322580644,0.45161290322580644,0.45588235294117646,0.6666666666666666,0.3333333333333333,0.42528735632183906,0.5,0.38095238095238093,0.46938775510204084,0.5,0.4807692307692308,0.14705882352941177,0.2647058823529412,0.05,,17.01492537313433,0.625,0.15384615384615385,,0.07555555555555556,0.013100436681222707,0.10606060606060606,,0.08247422680412371,0.010135135135135136,0.0273972602739726,0.01282051282051282,,,0.058823529411764705,0.046153846153846156,0.12,0.1320754716981132,,0.024390243902439025,1.0,0.39080459770114945,0.5882352941176471,0.8,0.55,0.22988505747126436,0.35,0.3684210526315789,0.2857142857142857,0.16091954022988506,,,,0.3333333333333333,0.2857142857142857,0.6091954022988506,0.4902626436781609,0.38409999999999994,0.46962619047619053,0.10526315789473684,0.13157894736842105,0.05434782608695652,0.2717391304347826,7.360294117647058,0.24612736660929432,4.0,3.0,5.0,,,1.0,2.0,1.0,14.0,1.0,4.0,4.0,19.0,,1.0,2.0,6.0,12.0,,14.0,1.0,1.0,2.0,2.0,1.0,1.0,0.21052631578947367,,0.3333333333333333,0.21052631578947367,0.21839080459770116,0.2857142857142857,0.2857142857142857,0.25,0.05747126436781609,0.6,0.6,1.0,0.16091954022988506,0.07142857142857142,0.07142857142857142,1.0,,,,0.09523809523809523,0.5,0.19047619047619047,0.25,0.07142857142857142,24.652631578947368,1.0,3.0,1.0,1.0,0.25,,,,,,,,,,,,,,True,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,28563.0,476.0,-41.0,897.0,896,323.0,252,126.0,1793,43.0,68.0,3.0,8.0,21.0,31.0,29.0,68.0,105.0,115.0,241.0,79.0,360.0,993,14.0,29.0,11.0,45.0,44.0,92.0,35.0,150.0,88.0,142.0,2.0,19.0,39.0,13.0,52.0,5.0,25.0,6.0,117.0,3.0,12.0,1.0,13.0,27.0,2.0,42.0,16.0,58.0,7.0,16.0,7.0,25.0,13.0,9.0,4.0,12.0,1.0,34.0,3.0,18.0,13.0,33.0,1.0,3.0,75.0,3.0,4.0,95.0,7.0,35.0,12.0,2.0,1.0,1.0,,2.0,2.0,,,146.0,316.0,10.0,0.3826086956521739,0.38596491228070173,0.47717842323651455,0.4827586206896552,0.4782608695652174,0.46677740863787376,0.5,0.4831932773109244,0.5190615835777126,0.5512820512820513,0.5359712230215827,0.07883817427385892,0.14705882352941177,0.08823529411764706,0.02857142857142857,35.41076487252125,0.7352941176470589,0.08333333333333333,0.030303030303030304,0.07848837209302326,0.0335195530726257,0.11403508771929824,0.026785714285714284,0.08733624454148471,0.031914893617021274,0.0625,0.015873015873015872,0.025,0.025974025974025976,0.06870229007633588,0.08163265306122448,0.08695652173913043,0.10112359550561797,0.16,0.047619047619047616,1.0,0.22591362126245848,0.6323529411764706,0.7413793103448276,0.4186046511627907,0.22591362126245848,0.4264705882352941,0.46774193548387094,0.1724137931034483,0.3488372093023256,0.23529411764705882,0.375,,0.2605042016806723,0.6774193548387096,0.42524916943521596,0.45262541528239203,0.4574310344827587,0.4516302521008403,0.10638297872340426,0.13011152416356878,0.125,0.4166666666666667,10.963070539419089,0.3600891861761427,43.0,2.0,4.0,1.0,2.0,2.0,4.0,15.0,56.0,7.0,23.0,17.0,60.0,2.0,5.0,9.0,27.0,39.0,12.0,56.0,15.0,8.0,9.0,,6.0,0.7647058823529411,0.2833333333333333,0.4,0.3333333333333333,0.2833333333333333,0.19933554817275748,0.4095238095238095,0.4215686274509804,0.4883720930232558,0.013289036544850499,0.5,0.5,0.5,0.18604651162790697,0.26785714285714285,0.26785714285714285,0.8,0.058823529411764705,0.5,1.0,0.03361344537815126,0.5,0.19327731092436976,0.30434782608695654,0.26785714285714285,25.898333333333333,3.0,8.0,,,0.08823529411764706,1.0,2.0,8.0,0.02857142857142857,0.3333333333333333,1.0,,,,,,,,True,,,,
201941,1610612747,Jordan Hill,Jordan Hill,201941,LAL,8756.0,146.0,-13.0,277.0,277,153.0,109,53.0,554,11.0,23.0,9.0,19.0,4.0,12.0,1.0,5.0,7.0,15.0,35.0,8.0,38.0,315,9.0,20.0,5.0,23.0,6.0,18.0,7.0,19.0,12.0,18.0,18.0,7.0,1.0,,1.0,,,1.0,2.0,5.0,22.0,,4.0,16.0,3.0,23.0,27.0,50.0,2.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,4.0,,,11.0,19.0,5.0,,11.0,4.0,,10.0,,3.0,2.0,5.0,5.0,,,5.0,4.0,,,19.0,153.0,2.0,0.4,1.0,0.42857142857142855,0.45,0.3333333333333333,0.42857142857142855,0.45,0.3333333333333333,0.475,0.5,0.4318181818181818,0.2,0.2608695652173913,0.2,,12.865497076023392,0.25,0.23076923076923078,,0.16666666666666666,0.2018348623853211,0.12121212121212122,0.11904761904761904,0.15503875968992248,0.17880794701986755,0.3225806451612903,0.20930232558139536,0.08571428571428572,0.08333333333333333,0.1282051282051282,0.16129032258064516,0.23076923076923078,0.16,,0.15384615384615385,0.8,0.6571428571428571,0.4782608695652174,0.6470588235294118,0.18181818181818182,0.14285714285714285,0.2,0.25,1.0,0.2,0.95,0.47368421052631576,,0.6666666666666666,0.3333333333333333,0.6571428571428571,0.5314399999999999,0.5737499999999999,0.5188833333333333,0.07894736842105263,0.07894736842105263,0.6052631578947368,0.5,5.8028571428571425,0.5523465703971119,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,True,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,21805.0,363.0,-38.0,681.0,682,184.0,161,86.0,1363,29.0,48.0,13.0,20.0,8.0,13.0,11.0,24.0,32.0,48.0,104.0,19.0,121.0,757,14.0,23.0,3.0,31.0,11.0,21.0,9.0,31.0,60.0,36.0,20.0,11.0,30.0,7.0,37.0,4.0,21.0,4.0,81.0,2.0,24.0,1.0,12.0,50.0,4.0,66.0,27.0,93.0,5.0,4.0,2.0,11.0,7.0,6.0,1.0,4.0,1.0,17.0,1.0,4.0,14.0,31.0,6.0,1.0,25.0,3.0,2.0,24.0,2.0,8.0,5.0,20.0,14.0,1.0,5.0,21.0,8.0,,,29.0,177.0,4.0,0.625,0.7894736842105263,0.46153846153846156,0.6086956521739131,0.5238095238095238,0.46788990825688076,0.6086956521739131,0.5238095238095238,0.5041666666666667,0.5961538461538461,0.5961538461538461,0.10576923076923077,0.16666666666666666,0.08333333333333333,0.03125,17.2544080604534,0.6470588235294118,0.3333333333333333,0.047619047619047616,0.18587360594795538,0.08602150537634409,0.14457831325301204,0.02631578947368421,0.17613636363636365,0.07323943661971831,0.14606741573033707,0.05263157894736842,0.06315789473684211,0.017543859649122806,0.09278350515463918,0.21621621621621623,0.25510204081632654,0.13636363636363635,0.17647058823529413,0.10416666666666667,0.38095238095238093,0.44036697247706424,0.6041666666666666,0.725,0.5862068965517241,0.22018348623853212,0.4583333333333333,0.5,0.5454545454545454,0.29357798165137616,0.8695652173913043,0.65,0.23076923076923078,0.6190476190476191,0.6153846153846154,0.48623853211009177,0.4772371559633027,0.5521363636363636,0.46238095238095234,0.06956521739130435,0.07272727272727272,0.256198347107438,0.256198347107438,8.444230769230769,0.2701908957415565,8.0,2.0,5.0,,,,,,,,,2.0,5.0,,,,,6.0,,,,5.0,2.0,2.0,1.0,1.0,0.4,,,0.4,0.045871559633027525,0.25,0.25806451612903225,0.875,0.045871559633027525,0.4,0.4,1.0,,,,,,,,,,,,,23.619999999999997,,3.0,,,,,,,0.05263157894736842,,,1.0,1.0,1.0,1.0,,,,True,,,,
2211,1610612747,Troy Murphy,Troy Murphy,2211,LAL,55.0,1.0,-2.0,2.0,1,2.0,1,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,13446.0,224.0,-31.0,424.0,425,232.0,184,70.0,849,1.0,3.0,,,,1.0,,2.0,7.0,5.0,12.0,4.0,53.0,484,1.0,1.0,,8.0,2.0,6.0,4.0,23.0,4.0,6.0,,,14.0,8.0,22.0,7.0,7.0,5.0,52.0,2.0,5.0,,4.0,13.0,1.0,18.0,7.0,25.0,,7.0,2.0,9.0,9.0,1.0,,,,10.0,,5.0,10.0,16.0,,,7.0,,2.0,6.0,,,3.0,1.0,1.0,,,1.0,,,,23.0,225.0,2.0,0.4,0.4,0.4166666666666667,1.0,0.3333333333333333,0.5697674418604651,1.0,0.4523809523809524,0.5760869565217391,1.0,0.4791666666666667,,,,,10.852713178294573,0.9,0.06666666666666667,,0.08441558441558442,0.030120481927710843,0.06666666666666667,0.03125,0.0794392523364486,0.030434782608695653,0.02040816326530612,0.030303030303030304,0.0392156862745098,0.024390243902439025,0.06666666666666667,0.11627906976744186,0.0784313725490196,0.08695652173913043,,,,0.06976744186046512,0.3333333333333333,0.3333333333333333,1.0,0.046511627906976744,,,,0.16279069767441862,,,,0.047619047619047616,,0.7906976744186046,0.4997119047619047,0.45777499999999993,0.4949199999999999,,,0.1509433962264151,0.4339622641509434,13.975,0.5471698113207547,4.0,3.0,11.0,,1.0,1.0,6.0,10.0,20.0,4.0,9.0,13.0,31.0,2.0,3.0,5.0,15.0,33.0,6.0,20.0,10.0,2.0,5.0,1.0,2.0,0.8461538461538461,0.41935483870967744,0.6666666666666666,0.3333333333333333,0.41935483870967744,0.7209302325581395,0.5714285714285714,0.5714285714285714,0.25,0.2558139534883721,0.2727272727272727,0.2727272727272727,1.0,0.46511627906976744,0.5,0.5,0.8,0.25,,,0.2857142857142857,0.16666666666666666,0.42857142857142855,0.4444444444444444,0.5,25.203225806451616,2.0,1.0,,,0.5,2.0,,,0.043478260869565216,1.0,1.0,,,,,,,,True,,,,
2440,1610612747,Matt Barnes,Matt Barnes,2440,LAL,7033.0,117.0,-21.0,230.0,235,118.0,94,35.0,465,4.0,8.0,,2.0,2.0,6.0,1.0,4.0,3.0,5.0,15.0,2.0,24.0,268,,3.0,,,3.0,10.0,1.0,13.0,8.0,2.0,,2.0,12.0,1.0,13.0,,8.0,2.0,27.0,1.0,5.0,,4.0,9.0,,13.0,6.0,19.0,,8.0,6.0,5.0,5.0,4.0,,,1.0,9.0,2.0,6.0,10.0,17.0,1.0,1.0,2.0,,,4.0,,2.0,,3.0,3.0,,,3.0,2.0,,,13.0,118.0,,0.8,0.8,0.3333333333333333,,0.3,0.2972972972972973,,0.2857142857142857,0.3076923076923077,,0.29545454545454547,0.13333333333333333,0.125,0.25,,17.582417582417584,0.5555555555555556,,,0.1111111111111111,0.056818181818181816,0.11428571428571428,0.03225806451612903,0.11206896551724138,0.05042016806722689,0.1111111111111111,0.06896551724137931,,0.058823529411764705,0.08108108108108109,0.12,0.15789473684210525,0.07692307692307693,0.2222222222222222,,0.6666666666666666,0.21621621621621623,0.5,0.5714285714285714,1.0,0.10810810810810811,0.25,0.3333333333333333,,0.08108108108108109,0.6666666666666666,,,0.2857142857142857,0.3333333333333333,0.8108108108108109,0.5299805555555556,0.5271666666666667,0.5284074999999999,0.05128205128205128,0.11764705882352941,,0.5416666666666666,7.326666666666667,0.5130434782608696,,3.0,14.0,,,2.0,7.0,1.0,8.0,,4.0,4.0,22.0,,,2.0,11.0,12.0,,7.0,1.0,2.0,2.0,1.0,2.0,1.0,0.18181818181818182,,0.18181818181818182,0.19047619047619047,0.5945945945945946,,,,0.3783783783783784,0.21428571428571427,0.21428571428571427,1.0,0.21621621621621623,0.125,0.125,1.0,,,,0.3333333333333333,0.2857142857142857,0.19047619047619047,,0.14285714285714285,25.49090909090909,,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,True,,,,
