EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted2s,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,BlockedLongMidRange,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3FGM,PenaltyArc3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,PenaltyArc3Frequency,PenaltyArc3Accuracy,LostBallSteals,Technical Free Throw Trips,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Charge Fouls Drawn,OffArc3ReboundPct,on,Travels,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedCorner3,HeaveAttempts,LongMidRangePctBlocked,BlockingFouls,3SecondViolations,BlockedArc3,DefensiveGoaltends
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,4645.0,77,16.0,140,140,31,29.0,18.0,280,3.0,7.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,7.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,13.0,7.0,11.0,2.0,33.0,136,2.0,1.0,2.0,3.0,5.0,1.0,1.0,3.0,10.0,21.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,8.0,3.0,1.0,8.0,9.0,3.0,12.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,31,1.0,1.0,1.0,0.6363636363636364,0.5,1.0,0.6363636363636364,0.38461538461538464,0.6458333333333334,0.375,0.25,0.66,0.375,0.25,0.4583333333333333,0.23076923076923078,0.42857142857142855,16.770186335403725,1.0,0.14285714285714285,0.0625,0.125,0.140625,0.047619047619047616,0.08333333333333333,0.07142857142857142,0.045454545454545456,0.14285714285714285,0.1,0.16,0.2,0.1111111111111111,1.0,0.2916666666666667,0.42857142857142855,0.75,1.0,0.08333333333333333,0.5,0.5,1.0,0.16666666666666666,0.25,0.25,1.0,0.2916666666666667,0.5714285714285714,0.5714285714285714,1.0,0.16666666666666666,0.75,0.75,1.0,0.25,0.25,0.25,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,0.75,0.75,0.53655,0.57385,0.44635833333333336,0.04,0.07142857142857142,0.09090909090909091,0.09090909090909091,8.476923076923077,24.10909090909091,0.22142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,1275.0,21,-3.0,36,34,11,9.0,3.0,70,,,,,2.0,3.0,,3.0,,,,,,,1.0,,,2.0,6.0,,1.0,,4.0,33,1.0,,,,1.0,,,,2.0,,1.0,,,1.0,3.0,,1.0,8.0,,1.0,1.0,2.0,,2.0,,,,2.0,2.0,,3.0,1.0,,,,,,,,,1.0,,1.0,1.0,,11,0.5,0.5,,,,,,0.3333333333333333,0.2857142857142857,,,0.2857142857142857,,,0.14285714285714285,,,24.390243902439025,0.6666666666666666,0.07692307692307693,,0.25,0.11764705882352941,,,,,,,0.125,0.5,,1.0,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.42857142857142855,,,,,,,,0.14285714285714285,,,,,,,,,,,,0.14285714285714285,,0.38902142857142863,0.4457,0.4106,,,,,12.983333333333334,25.1,0.3055555555555556,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,6465.0,108,2.0,193,193,37,53.0,23.0,386,14.0,18.0,1.0,3.0,1.0,4.0,5.0,12.0,,,,,,,,,,20.0,34.0,,,6.0,46.0,191,1.0,,,4.0,4.0,,,6.0,34.0,,,,2.0,4.0,8.0,1.0,2.0,20.0,3.0,2.0,16.0,20.0,5.0,25.0,1.0,4.0,4.0,5.0,3.0,2.0,12.0,1.0,4.0,11.0,1.0,7.0,,,8.0,3.0,4.0,4.0,4.0,4.0,6.0,37,0.85,0.8947368421052632,,,,,,0.5882352941176471,0.5882352941176471,1.0,0.25,0.6052631578947368,0.6666666666666666,0.42857142857142855,,0.058823529411764705,0.1111111111111111,22.831050228310502,0.4166666666666667,0.20512820512820512,0.04225352112676056,0.14285714285714285,0.1956521739130435,0.054945054945054944,0.1111111111111111,0.047619047619047616,,0.23076923076923078,0.15384615384615385,0.20512820512820512,,0.08333333333333333,1.0,0.5294117647058824,0.7777777777777778,0.875,0.7857142857142857,0.11764705882352941,0.25,0.25,1.0,0.35294117647058826,0.4166666666666667,0.4166666666666667,1.0,,,,,,,,,1.0,,,,,0.75,,,0.5294117647058824,,0.5003205882352941,0.6939,0.5412,0.08108108108108109,0.08108108108108109,0.08695652173913043,0.13043478260869565,7.776470588235295,,0.19170984455958548,6.0,4.0,2.0,,7.0,2.0,,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.25,1.0,0.1,0.4,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,5166.0,86,9.0,157,156,28,44.0,20.0,313,3.0,7.0,,1.0,,3.0,1.0,3.0,1.0,1.0,,,,2.0,5.0,,,4.0,13.0,3.0,6.0,4.0,21.0,155,2.0,,,,2.0,1.0,1.0,3.0,,6.0,5.0,2.0,3.0,10.0,13.0,5.0,5.0,29.0,2.0,2.0,3.0,5.0,2.0,7.0,,1.0,1.0,2.0,,2.0,4.0,,3.0,8.0,,4.0,,,4.0,2.0,2.0,,2.0,1.0,3.0,28,,,0.6666666666666666,0.5,,1.0,0.5,0.3076923076923077,0.4473684210526316,,0.5,0.5,,0.5,0.3157894736842105,0.23076923076923078,0.42857142857142855,14.044943820224718,0.5,0.045454545454545456,0.03773584905660377,0.2,0.06578947368421052,0.028169014084507043,0.07142857142857142,,0.043478260869565216,0.08695652173913043,,0.03125,0.125,,0.5,0.3684210526315789,0.42857142857142855,0.75,,0.15789473684210525,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.05263157894736842,1.0,1.0,1.0,0.2631578947368421,0.4,0.4,0.5,,,,,,0.3333333333333333,,,0.6842105263157895,0.4,0.5173657894736842,0.4595,0.46831666666666666,0.09523809523809523,0.13333333333333333,,0.14285714285714285,7.053846153846154,25.150000000000002,0.17834394904458598,8.0,3.0,2.0,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.5,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,,,,,,,True,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,6150.0,102,-5.0,184,186,36,53.0,22.0,370,3.0,5.0,1.0,,4.0,10.0,5.0,12.0,,,,,,3.0,12.0,1.0,2.0,12.0,27.0,3.0,12.0,4.0,37.0,184,3.0,1.0,2.0,5.0,3.0,1.0,2.0,8.0,10.0,9.0,12.0,3.0,1.0,4.0,7.0,1.0,2.0,17.0,2.0,1.0,1.0,2.0,2.0,4.0,,3.0,2.0,5.0,4.0,1.0,6.0,1.0,,4.0,,6.0,,,5.0,1.0,,,,,8.0,36,0.4166666666666667,0.4166666666666667,1.0,0.25,0.5,0.5,0.25,0.4444444444444444,0.4230769230769231,0.5,0.7,0.43902439024390244,0.5,0.6666666666666666,0.3076923076923077,0.037037037037037035,0.2,22.705314009661837,0.8333333333333334,0.013157894736842105,0.029850746268656716,0.07692307692307693,0.02247191011235955,0.023255813953488372,0.05555555555555555,,0.03333333333333333,0.038461538461538464,,,0.1111111111111111,,,0.1282051282051282,0.6,0.75,0.6666666666666666,0.2564102564102564,0.4,0.4,,0.3076923076923077,0.4166666666666667,0.4166666666666667,0.6,,,,,0.3076923076923077,0.25,0.25,1.0,0.2,,0.4,0.5,1.0,,,,0.4358974358974359,0.25,0.44923846153846153,0.5259,0.45175,0.025,0.03571428571428571,0.13513513513513514,0.21621621621621623,11.244444444444445,26.224999999999998,0.1956521739130435,14.0,3.0,1.0,,1.0,2.0,,1.0,,1.0,,2.0,1.0,,2.0,1.0,,,,,,1.0,1.0,0.3333333333333333,0.6666666666666666,,,,,1.0,,1.0,2.0,,1.0,,,1.0,0.4,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,140.0,2,,5,3,3,2.0,,8,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,225.0,4,-5.0,7,8,7,,1.0,15,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,9,,,,,,1.0,1.0,3.0,,3.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,3.0,7,,,1.0,1.0,,1.0,1.0,,1.5,,1.5,1.5,,1.5,1.0,,,25.0,,1.0,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.5295,,0.5295,,,,1.0,,26.8,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,
2550,1610612737,Kirk Hinrich,Kirk Hinrich,2550,ATL,2051.0,34,-10.0,59,59,4,22.0,6.0,118,2.0,3.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,2.0,,1.0,3.0,6.0,1.0,3.0,1.0,10.0,61,,,1.0,,1.0,,,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,5.0,2.0,,1.0,1.0,2.0,3.0,,,,,,,,,4.0,5.0,,2.0,,,1.0,1.0,,,,,2.0,4,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.5,,1.0,0.5555555555555556,,1.0,0.3333333333333333,0.16666666666666666,,13.432835820895521,,0.045454545454545456,0.07407407407407407,,0.03571428571428571,0.0625,,0.2222222222222222,,0.2,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,,,1.0,,,,,,0.6666666666666666,0.5,0.5031166666666667,0.58635,0.2753,0.1111111111111111,0.16666666666666666,,0.2,7.016666666666667,25.26666666666667,0.06779661016949153,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,0.5,,,True,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,5503.0,92,-1.0,164,168,26,45.0,20.0,332,8.0,11.0,5.0,1.0,2.0,7.0,6.0,16.0,,1.0,,,,,,,,16.0,34.0,,1.0,7.0,39.0,165,6.0,,,8.0,4.0,,,6.0,12.0,,,,3.0,12.0,13.0,10.0,1.0,27.0,4.0,4.0,23.0,27.0,5.0,32.0,,2.0,2.0,6.0,5.0,1.0,6.0,,2.0,7.0,,9.0,,,8.0,3.0,2.0,2.0,2.0,2.0,6.0,26,0.375,0.46153846153846156,,,,,,0.47058823529411764,0.45714285714285713,0.6666666666666666,0.75,0.5,0.6666666666666666,0.75,0.02857142857142857,0.08823529411764706,0.09090909090909091,24.324324324324323,1.0,0.32857142857142857,0.07017543859649122,0.3333333333333333,0.32926829268292684,0.06578947368421052,0.06666666666666667,0.1875,,0.2608695652173913,0.5833333333333334,0.2857142857142857,0.3333333333333333,,1.0,0.3142857142857143,0.7272727272727273,0.8,0.375,0.2,0.2857142857142857,0.4,,0.45714285714285713,0.375,0.375,0.5,0.02857142857142857,,,,,,,,0.8333333333333334,,,,,0.25,,,0.34285714285714286,,0.4665685714285714,0.52306,0.4754,0.07894736842105263,0.08108108108108109,0.20512820512820512,0.15384615384615385,11.391176470588235,22.8,0.15853658536585366,20.0,1.0,1.0,,,2.0,,4.0,1.0,4.0,,3.0,,6.0,,1.0,1.0,,,,,1.0,,0.6666666666666666,0.75,,0.05263157894736842,,0.3333333333333333,0.8,1.0,,,,,,,,,,,,,0.2857142857142857,1.0,0.07142857142857142,True,,,,,,,,,,,,,,
956,1610612737,Erick Dampier,Erick Dampier,956,ATL,705.0,12,7.0,20,18,2,8.0,2.0,38,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,15,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,1.0,2.0,3.0,,,,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,2,,,,,,,,,,,,,,,,1.0,1.0,8.333333333333334,1.0,0.14285714285714285,0.2,,0.125,0.18181818181818182,,,0.5,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3804,,,,,,,2.3,,0.1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
