EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,FTOffRebounds,FTDefRebounds,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3FGA,Charge Fouls Drawn,Arc3PctAssisted,SecondChanceArc3Frequency,Corner3Assists,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,3SecondViolations,SecondChanceAtRimPctAssisted,Charge Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,on,StepOutOfBoundsTurnovers,SecondChanceArc3PctAssisted
101249,1610612741,John Lucas III,John Lucas III,101249,CHI,1433.0,24.0,-9,42.0,41,24.0,21,12.0,83,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,5.0,42,1.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,24.0,1.0,1.0,1.0,0.5,0.5,0.5,0.14285714285714285,0.25,0.2777777777777778,0.4166666666666667,0.2777777777777778,0.4166666666666667,0.2222222222222222,0.14285714285714285,0.3333333333333333,17.54385964912281,0.07142857142857142,0.038461538461538464,0.045454545454545456,0.030303030303030304,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.4444444444444444,0.25,0.25,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.2222222222222222,1.0,0.4111777777777778,0.6126,0.41873333333333335,1.0,13.900000000000002,23.549999999999997,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1888,1610612741,Richard Hamilton,Richard Hamilton,1888,CHI,10250.0,171.0,-10,304.0,305,59.0,71,45.0,609,22.0,10.0,28.0,2.0,,,1.0,4.0,,2.0,27.0,64.0,2.0,6.0,78.0,306,,3.0,7.0,,2.0,14.0,42.0,3.0,3.0,1.0,5.0,16.0,18.0,4.0,6.0,38.0,7.0,8.0,11.0,8.0,19.0,1.0,1.0,8.0,1.0,15.0,14.0,59.0,2.0,0.7777777777777778,0.875,0.3333333333333333,,0.4,0.421875,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.475,0.5,0.08571428571428572,0.078125,0.09090909090909091,24.444444444444443,0.0625,0.04895104895104895,0.06666666666666667,0.046242774566473986,0.045454545454545456,0.031746031746031744,0.3142857142857143,0.4,0.35714285714285715,0.37037037037037035,0.9,0.02857142857142857,0.05714285714285714,0.25,0.25,,,0.2222222222222222,,0.2857142857142857,0.3333333333333333,0.46192246376811597,0.43646,0.42761249999999995,0.1794871794871795,11.259375,29.083333333333332,0.19407894736842105,9.0,14.0,1.0,1.0,1.0,2.0,8.0,1.0,18.0,5.0,11.0,10.0,8.0,12.0,3.0,6.0,1.0,2.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,7.0,6.0,1.0,2.0,3.0,15.0,1.0,1.0,22.0,2.0,5.0,5.0,5.0,0.5,0.45454545454545453,0.45454545454545453,0.4166666666666667,0.14285714285714285,0.03571428571428571,0.875,0.08108108108108109,0.03333333333333333,0.08064516129032258,0.14285714285714285,0.13953488372093023,0.10344827586206896,0.08571428571428572,0.2,0.6428571428571429,0.75,0.6666666666666666,0.36363636363636365,0.4,0.75,0.5,0.5,1.0,0.09090909090909091,1.0,0.2222222222222222,0.5,0.06666666666666667,0.07246376811594203,0.1282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,4173.0,70.0,-4,123.0,122,21.0,21,18.0,245,1.0,2.0,3.0,,,,,,,,10.0,15.0,,,26.0,134,,,1.0,,,2.0,12.0,,,,2.0,5.0,5.0,3.0,1.0,10.0,6.0,10.0,13.0,7.0,20.0,,,,,2.0,2.0,21.0,,0.6,0.75,,,,0.6666666666666666,,0.6666666666666666,,0.6842105263157895,0.3333333333333333,,0.13333333333333333,,12.925170068027212,0.17857142857142858,0.11764705882352941,0.16901408450704225,0.0967741935483871,0.125,0.10344827586206896,0.06666666666666667,0.2,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,0.7333333333333333,,0.49006,0.4818,0.4065,0.07692307692307693,5.333333333333333,,0.17073170731707318,7.0,11.0,2.0,4.0,,1.0,1.0,,6.0,3.0,5.0,8.0,2.0,8.0,,4.0,,,,1.0,,2.0,,1.0,1.0,,,,,1.0,7.0,2.0,,9.0,,2.0,3.0,2.0,,0.6,0.6,0.5714285714285714,0.18181818181818182,,,0.13333333333333333,,0.05,,0.05555555555555555,0.09090909090909091,,0.7333333333333333,0.6363636363636364,0.7777777777777778,0.5714285714285714,1.0,1.0,1.0,,,,0.8,0.5,1.0,,0.125,0.125,0.3076923076923077,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,0.5,0.2,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,3106.0,52.0,3,89.0,91,36.0,46,20.0,180,5.0,3.0,6.0,,,,,,,,7.0,16.0,,,21.0,86,,4.0,9.0,,,13.0,12.0,,,,2.0,2.0,2.0,,2.0,4.0,5.0,6.0,8.0,6.0,14.0,,,,,7.0,13.0,36.0,2.0,0.8571428571428571,1.0,,,,0.4375,0.4444444444444444,0.4375,0.4444444444444444,0.525,0.5909090909090909,,0.125,0.2,17.54385964912281,0.15789473684210525,0.10416666666666667,0.1320754716981132,0.1016949152542373,,0.15789473684210525,0.3125,0.375,0.5,0.5,1.0,,,,,,,,,0.3125,,0.4440875,0.4584,0.45823333333333327,0.6190476190476191,10.28125,,0.4044943820224719,3.0,5.0,1.0,1.0,2.0,3.0,1.0,,7.0,1.0,1.0,5.0,5.0,2.0,,2.0,,,,,1.0,1.0,,,,,,,,4.0,6.0,,,9.0,,5.0,,,,1.0,1.0,1.25,0.2,,,0.06666666666666667,0.09090909090909091,0.17391304347826086,0.5,0.16666666666666666,0.09090909090909091,,0.3125,0.6,0.75,0.6666666666666666,0.2,0.25,1.0,,,,1.0,1.0,0.3333333333333333,0.6666666666666666,0.25,0.25,0.23809523809523808,3.0,,1.0,1.0,,1.0,3.0,2.0,3.0,0.25,,0.07142857142857142,0.14285714285714285,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2594,1610612741,Kyle Korver,Kyle Korver,2594,CHI,998.0,17.0,6,34.0,32,15.0,12,8.0,66,,,2.0,1.0,,,1.0,4.0,1.0,3.0,,2.0,1.0,5.0,3.0,30,2.0,,,1.0,3.0,3.0,,,4.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,1.0,3.0,15.0,1.0,,,0.2,0.3333333333333333,0.2,,,0.21428571428571427,0.5,0.21428571428571427,0.5,0.7142857142857143,,,15.909090909090908,,0.07142857142857142,,0.047619047619047616,,,,0.2857142857142857,,,,0.14285714285714285,0.5714285714285714,0.25,0.25,,,1.0,0.3333333333333333,0.7142857142857143,0.25,0.4349571428571429,0.3901666666666667,0.35935000000000006,1.0,20.95,25.34,0.4411764705882353,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,207.0,3.0,-4,6.0,6,6.0,6,2.0,12,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2430,1610612741,Carlos Boozer,Carlos Boozer,2430,CHI,7936.0,132.0,-19,242.0,238,29.0,44,29.0,480,18.0,12.0,27.0,,,,,,,,24.0,59.0,,,50.0,246,,3.0,9.0,,,7.0,36.0,,,,4.0,14.0,16.0,2.0,7.0,34.0,5.0,25.0,33.0,6.0,39.0,,9.0,15.0,2.0,16.0,7.0,29.0,,0.75,0.782608695652174,,,,0.4067796610169492,0.3333333333333333,0.4067796610169492,0.3333333333333333,0.423728813559322,0.3888888888888889,,0.06779661016949153,,26.618705035971225,0.25510204081632654,0.043478260869565216,0.232,0.037037037037037035,0.05405405405405406,0.3617021276595745,0.3050847457627119,0.4576271186440678,0.4444444444444444,0.4444444444444444,0.75,,,,,,,,,0.23728813559322035,,0.4329271186440678,0.4344777777777778,0.3903666666666667,0.14,10.789830508474576,,0.11983471074380166,6.0,14.0,2.0,5.0,,1.0,6.0,,2.0,4.0,9.0,9.0,1.0,12.0,,2.0,,2.0,1.0,5.0,,4.0,1.0,5.0,3.0,6.0,1.0,5.0,1.0,10.0,5.0,,,2.0,,2.0,,,,0.4444444444444444,0.4444444444444444,0.5,0.2857142857142857,,0.4,0.14814814814814814,,0.0425531914893617,,0.11428571428571428,0.18181818181818182,0.03225806451612903,0.23728813559322035,0.42857142857142855,0.6,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.5555555555555556,0.4,0.1111111111111111,,0.03389830508474576,0.03389830508474576,0.18,1.0,1.0,4.0,,,2.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.03225806451612903,0.25,,,1.0,1.0,,,,,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,True,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,9267.0,154.0,-9,275.0,275,47.0,58,36.0,550,14.0,10.0,19.0,3.0,1.0,,2.0,10.0,,3.0,22.0,44.0,3.0,13.0,56.0,276,1.0,1.0,4.0,,3.0,4.0,30.0,,10.0,2.0,3.0,7.0,7.0,1.0,3.0,14.0,5.0,18.0,30.0,6.0,36.0,,1.0,7.0,2.0,6.0,4.0,47.0,,0.6818181818181818,0.7142857142857143,0.23076923076923078,,0.23076923076923078,0.5,0.25,0.4649122807017544,0.14285714285714285,0.4827586206896552,0.25,0.22807017543859648,0.06818181818181818,0.14285714285714285,20.440251572327043,0.15384615384615385,0.03937007874015748,0.18666666666666668,0.0392156862745098,0.023809523809523808,0.15517241379310345,0.24561403508771928,0.3333333333333333,0.5263157894736842,0.5263157894736842,0.8,0.05263157894736842,0.17543859649122806,0.2,0.2,0.125,,0.42857142857142855,,0.42105263157894735,0.2,0.46106929824561405,0.53035,0.4986857142857143,0.07142857142857142,10.677272727272728,24.884615384615383,0.1709090909090909,6.0,11.0,3.0,4.0,1.0,2.0,6.0,1.0,3.0,5.0,7.0,10.0,2.0,14.0,9.0,2.0,,,,3.0,1.0,10.0,,5.0,3.0,6.0,,6.0,1.0,4.0,10.0,1.0,,5.0,,3.0,1.0,1.0,1.0,0.7142857142857143,0.625,0.625,0.09090909090909091,,0.8571428571428571,0.30303030303030304,0.038461538461538464,0.058823529411764705,0.2,0.10526315789473684,0.32,,0.19298245614035087,0.5454545454545454,0.6,0.6666666666666666,0.42857142857142855,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,0.2857142857142857,0.5,0.05263157894736842,0.06818181818181818,0.17857142857142858,,,2.0,,,3.0,6.0,5.0,7.0,0.2,,0.029411764705882353,0.23809523809523808,0.25,,2.0,0.2857142857142857,,,1.0,,,2.0,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,True,,
201600,1610612741,Omer Asik,Omer Asik,201600,CHI,5050.0,84.0,-1,143.0,150,23.0,25,22.0,293,,1.0,1.0,,,,,,,,5.0,8.0,,,14.0,136,,2.0,2.0,,,5.0,10.0,,,,,2.0,4.0,,1.0,10.0,3.0,9.0,16.0,5.0,21.0,,3.0,4.0,2.0,9.0,5.0,23.0,,1.0,1.0,,,,0.625,1.0,0.625,1.0,0.5384615384615384,0.8333333333333334,,,,10.059171597633137,0.15,0.043478260869565216,0.19480519480519481,0.060240963855421686,0.09090909090909091,0.1724137931034483,,0.125,1.0,1.0,1.0,,,,,,,,,0.875,,0.502675,,0.50625,0.35714285714285715,4.4625,,0.16083916083916083,4.0,7.0,,,2.0,2.0,,,4.0,,,3.0,1.0,,,,,2.0,2.0,1.0,2.0,6.0,,,,1.0,1.0,,2.0,5.0,9.0,2.0,,10.0,,3.0,2.0,1.0,,,,0.75,,,0.25,0.35294117647058826,0.14285714285714285,0.029411764705882353,,0.15789473684210525,0.21428571428571427,,0.875,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,,1.0,1.0,0.2727272727272727,0.2727272727272727,0.21428571428571427,3.0,,1.0,2.0,1.0,,3.0,1.0,3.0,0.14285714285714285,,,0.08333333333333333,1.0,2.0,1.0,0.3333333333333333,,,,,,,2.0,,,,,,,,,1.0,0.16666666666666666,,,,,,,,True,,
200758,1610612741,Ronnie Brewer,Ronnie Brewer,200758,CHI,13.0,,-2,,1,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
