EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,OffTwoPtRebounds,OffRebounds,SelfOReb,Charge Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyFG2M,PenaltyFG2A,PtsUnassisted3s,Arc3Assists,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,PenaltyFg2Pct,LiveBallTurnoverPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,Corner3FGA,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,OffThreePtRebounds,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGM,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,HeaveAttempts,BlockedArc3,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,1352.0,23.0,-15,41.0,41,5.0,6.0,6.0,82,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,8.0,45,1.0,1.0,1.0,3.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,6.0,5.0,1.0,1.0,1.0,0.5,1.0,0.5,0.25,0.4166666666666667,1.5,0.5714285714285714,1.5,0.3333333333333333,17.02127659574468,1.0,0.45454545454545453,0.4,0.4375,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.4498583333333333,0.4153,0.51165,0.14285714285714285,0.3333333333333333,0.75,16.45,25.45,0.12195121951219512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,1672.0,28.0,-3,47.0,50,,4.0,7.0,97,2.0,5.0,2.0,,,,,2.0,8.0,,,3.0,7.0,38,3.0,,,,,2.0,,,,2.0,3.0,2.0,7.0,,4.0,,4.0,6.0,2.0,,2.0,,2.0,5.0,4.0,,,,0.5,1.0,,,,,0.25,0.25,,0.35,,,21.818181818181817,,0.18181818181818182,,0.14814814814814814,0.2,0.3,,0.625,0.4,0.5,0.5,0.25,,,,,,,0.625,,0.5109125000000001,0.6280666666666667,,0.2,,,5.6125,,,2.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.125,0.2,0.10526315789473684,0.07142857142857142,0.2,0.14285714285714285,0.2,0.125,0.6666666666666666,1.0,0.5,0.2,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,4179.0,70.0,10,132.0,130,20.0,22.0,15.0,262,5.0,10.0,3.0,3.0,8.0,1.0,2.0,10.0,19.0,3.0,8.0,5.0,34.0,126,3.0,1.0,2.0,,9.0,4.0,6.0,8.0,3.0,3.0,5.0,2.0,12.0,1.0,6.0,,7.0,8.0,1.0,1.0,5.0,3.0,4.0,11.0,6.0,,9.0,20.0,0.2,0.2,0.6666666666666666,0.375,0.5,0.375,0.5263157894736842,0.5370370370370371,0.75,0.5862068965517241,0.75,0.2962962962962963,22.972972972972972,,0.13636363636363635,0.07142857142857142,0.1206896551724138,0.125,0.13043478260869565,,0.37037037037037035,0.5,0.5555555555555556,0.4,0.1111111111111111,0.2962962962962963,0.375,0.375,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.375,0.5225574074074074,0.5831,0.5467,0.13793103448275862,,0.2647058823529412,6.3578947368421055,25.3,0.15151515151515152,1.0,3.0,6.0,1.0,,2.0,16.0,,1.0,2.0,1.0,1.0,1.0,1.0,,4.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05263157894736842,0.1,0.022727272727272728,0.015873015873015872,,,0.07692307692307693,0.2222222222222222,1.0,0.3333333333333333,,0.19047619047619047,0.058823529411764705,3.0,3.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.75,0.8,0.06666666666666667,0.15384615384615385,0.25,1.0,0.8333333333333334,0.8333333333333334,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,4404.0,73.0,12,137.0,136,20.0,21.0,15.0,273,4.0,7.0,3.0,2.0,11.0,,1.0,8.0,15.0,2.0,12.0,3.0,25.0,127,2.0,,1.0,1.0,3.0,4.0,,11.0,2.0,7.0,9.0,6.0,20.0,1.0,7.0,,8.0,11.0,1.0,1.0,3.0,,1.0,5.0,4.0,,3.0,20.0,0.25,0.2857142857142857,,0.16666666666666666,,0.16666666666666666,0.5333333333333333,0.4074074074074074,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.4444444444444444,20.12987012987013,,0.14583333333333334,0.06666666666666667,0.12698412698412698,0.1,0.16,0.1,0.25925925925925924,0.5714285714285714,0.6666666666666666,0.25,0.1111111111111111,0.4074074074074074,0.18181818181818182,0.18181818181818182,,0.3333333333333333,,0.7037037037037037,0.18181818181818182,0.5059203703703704,0.50065,0.5031666666666667,0.03571428571428571,,0.12,6.986666666666667,25.48333333333333,0.145985401459854,1.0,2.0,5.0,1.0,,2.0,12.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,,1.0,1.0,,1.0,0.5,0.5,0.5,0.06666666666666667,0.14285714285714285,0.06666666666666667,0.04477611940298507,0.1,0.05,0.125,0.18518518518518517,1.0,0.5,,0.0625,0.08,1.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,0.5,0.6666666666666666,0.06666666666666667,0.15384615384615385,,,0.4,0.4,0.6666666666666666,0.5,2.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,5113.0,85.0,-4,158.0,158,20.0,22.0,18.0,316,4.0,6.0,3.0,,,,,6.0,11.0,,,,12.0,153,3.0,,,,2.0,8.0,,,,,,,,2.0,6.0,,8.0,12.0,5.0,,10.0,7.0,16.0,6.0,,,2.0,20.0,0.6666666666666666,0.8,,,,,0.5454545454545454,0.5454545454545454,0.5,0.5454545454545454,0.5,,11.797752808988763,,0.11320754716981132,0.11764705882352941,0.11428571428571428,0.09090909090909091,0.03571428571428571,,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.75,0.2727272727272727,,,,,,,0.5454545454545454,,0.5257545454545455,0.6230333333333333,0.51605,,,0.16666666666666666,6.327272727272727,,0.12658227848101267,2.0,3.0,2.0,2.0,,4.0,4.0,2.0,1.0,,,3.0,4.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.09090909090909091,,0.05555555555555555,0.05,0.16666666666666666,,,0.18181818181818182,1.0,0.6666666666666666,0.5,,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,5.0,4.0,1.0,,,,,0.5,0.5,0.05555555555555555,0.2857142857142857,0.4,,0.5,1.0,0.5,1.0,1.0,,2.0,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,0.038461538461538464,0.04,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2550,1610612737,Kirk Hinrich,Kirk Hinrich,2550,ATL,3404.0,57.0,4,112.0,108,15.0,13.0,13.0,220,1.0,2.0,2.0,2.0,7.0,,,3.0,6.0,4.0,9.0,1.0,19.0,106,1.0,,,,,2.0,9.0,7.0,2.0,2.0,2.0,,4.0,,4.0,,4.0,5.0,1.0,,2.0,1.0,2.0,2.0,1.0,,,15.0,0.3333333333333333,0.3333333333333333,0.75,0.4444444444444444,,0.4444444444444444,0.5,0.6,,0.6333333333333333,,0.6,13.492063492063492,,0.11764705882352941,,0.08888888888888889,,0.2,,0.13333333333333333,0.5,0.5,,0.13333333333333333,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.5,,,0.7333333333333333,0.2857142857142857,0.4988566666666666,,,0.06666666666666667,,,8.1,24.71111111111111,0.13392857142857142,,,2.0,,,,4.0,,1.0,,,,1.0,,,1.0,,,,,,,0.16666666666666666,,,0.01818181818181818,,,,0.13333333333333333,,,,0.16666666666666666,,,,1.0,,,3.0,,2.0,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,,0.5,,,,,0.5,0.5,,,1.0,2.0,,,,0.5,1.0,,0.13333333333333333,1.0,,,,,,,,,,,0.05555555555555555,0.05555555555555555,2.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,848.0,14.0,-13,23.0,24,,,2.0,47,1.0,2.0,,1.0,3.0,,,1.0,3.0,1.0,3.0,,5.0,26,,,,,,,,3.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.4166666666666667,,0.4166666666666667,,0.5,28.0,,,,,,,,0.3333333333333333,0.5,1.0,,,0.5,0.3333333333333333,0.3333333333333333,,,,0.8333333333333334,0.3333333333333333,0.5041083333333334,,,,,,4.666666666666667,25.599999999999998,,,,1.0,,,,2.0,,2.0,,,1.0,1.0,,,,,,,,,,0.6666666666666666,0.5,0.125,0.07142857142857142,0.5,,,0.16666666666666666,,,,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,1116.0,19.0,-17,30.0,36,,2.0,3.0,66,1.0,1.0,2.0,,1.0,,,2.0,4.0,1.0,2.0,,7.0,35,1.0,,,,,2.0,3.0,1.0,,,,,,1.0,,,1.0,2.0,1.0,,1.0,,2.0,,,,,,0.5,0.5,1.0,0.5,,0.5,0.5,0.5833333333333334,,0.5833333333333334,,0.3333333333333333,20.0,,,0.5,0.058823529411764705,,,0.5,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.16666666666666666,,,,,,0.5,,0.46945,0.6436,,,,,12.225000000000001,24.65,,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,0.06666666666666667,0.05263157894736842,,0.16666666666666666,,0.16666666666666666,1.0,1.0,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,0.5,1.0,0.16666666666666666,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,10.0,,-3,,1,,1.0,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,3467.0,58.0,9,110.0,106,20.0,19.0,11.0,216,7.0,10.0,15.0,,2.0,,1.0,13.0,30.0,,2.0,6.0,32.0,106,2.0,,1.0,2.0,6.0,16.0,,2.0,,4.0,6.0,2.0,14.0,7.0,11.0,1.0,19.0,21.0,2.0,,5.0,,1.0,10.0,7.0,,6.0,20.0,0.6153846153846154,0.6153846153846154,,,,,0.43333333333333335,0.40625,0.4,0.45714285714285713,0.5,0.0625,32.78688524590164,1.0,0.34375,0.5384615384615384,0.4,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.3125,0.7,0.7,0.7142857142857143,0.46875,0.0625,,,,0.2,,0.375,,0.50284375,0.43155,0.46523000000000003,0.08823529411764706,,0.1875,11.656666666666666,25.75,0.18181818181818182,,,5.0,1.0,,2.0,10.0,,,2.0,,1.0,2.0,1.0,,3.0,1.0,,1.0,0.5,0.5,0.5,,,0.029411764705882353,0.038461538461538464,,,0.05263157894736842,0.15625,,,,0.09375,0.0625,1.0,1.0,2.0,2.0,4.0,,2.0,1.0,,,,3.0,2.0,1.0,,1.0,,1.0,0.5,0.6,0.09090909090909091,0.14285714285714285,0.25,1.0,0.4,0.4,0.2,1.0,4.0,,,,1.0,0.26666666666666666,0.26666666666666666,0.75,,1.0,1.0,1.0,,,,,2.0,,,,0.05555555555555555,0.058823529411764705,,1.0,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,
