EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ShortMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Assisted3sPct,PenaltyFg3Pct,LongMidRangePctAssisted,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg3Pct,AtRimPctBlocked,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3Assists,BlockedShortMidRange,SecondChanceArc3FGA,LostBallTurnovers,Offensive Fouls Drawn,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Blocked3s,BlockedArc3,Charge Fouls Drawn,OffensiveGoaltends,on,FTOffRebounds,Travels,BlockedCorner3,Defensive 3 Seconds Violations,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Corner3PctBlocked
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,1328.0,22,9.0,37,37,15,17,3,74,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,6.0,1.0,7.0,38.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,15,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5833333333333334,0.75,1.0,14.634146341463415,1.0,0.18181818181818182,0.08333333333333333,0.125,0.25,0.15789473684210525,0.125,0.25,0.3333333333333333,0.25,0.2,1.0,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,0.5,0.3333333333333333,0.48315,0.5771,0.42195,0.16666666666666666,0.16666666666666666,0.42857142857142855,0.5714285714285714,8.416666666666668,0.40540540540540543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,2396.0,40,16.0,75,78,29,42,5,153,4.0,5.0,,,1.0,2.0,8.0,7.0,15.0,8.0,25.0,68.0,,,,,2.0,2.0,11.0,4.0,10.0,,,1.0,2.0,4.0,1.0,7.0,1.0,8.0,4.0,8.0,5.0,9.0,1.0,2.0,11.0,28,0.2857142857142857,0.2857142857142857,0.4666666666666667,,1.0,0.5,,1.0,0.5952380952380952,,0.9166666666666666,32.098765432098766,0.3333333333333333,0.14285714285714285,0.05555555555555555,0.18181818181818182,,0.15384615384615385,0.04,0.3333333333333333,,0.2222222222222222,0.2,,0.29411764705882354,0.8,0.8,0.11764705882352941,0.5,1.0,,0.47058823529411764,,,0.4117647058823529,0.5044676470588235,,0.61885,0.1111111111111111,0.125,,0.44,10.346666666666666,0.38666666666666666,1.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5,0.11764705882352941,0.06666666666666667,0.5,0.4,0.25,0.125,0.5,0.25,0.25,0.11764705882352941,0.5,0.5,0.5,1.0,0.5,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,2174.0,36,6.0,59,68,16,29,6,127,6.0,7.0,,,,,5.0,10.0,12.0,1.0,30.0,74.0,1.0,1.0,,2.0,3.0,3.0,9.0,4.0,16.0,,,,,2.0,,2.0,,2.0,,1.0,3.0,2.0,,1.0,9.0,16,0.2,0.2,0.8333333333333334,1.0,1.0,0.90625,1.0,1.125,0.8823529411764706,1.0,1.125,29.41176470588235,,0.125,,,,0.06666666666666667,,,,,0.3333333333333333,,0.4375,0.8571428571428571,0.8571428571428571,,,,,0.3125,,,0.6875,0.49166562499999994,0.4045,0.5720500000000001,0.058823529411764705,0.07692307692307693,0.06666666666666667,0.3,8.000000000000002,0.2711864406779661,3.0,3.0,4.0,3.0,4.0,3.0,4.0,,6.0,4.0,3.0,,11.0,,11.0,,8.0,2.0,22.0,,1.0,,1.0,1.0,2.0,,3.0,2.0,,,,,,,,,,,0.75,0.75,0.25,,,0.3333333333333333,,,,0.8,0.8,0.25,0.75,0.75,0.75,1.0,0.75,25.5,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612738,Keyon Dooling,Keyon Dooling,2039,BOS,2940.0,49,-4.0,82,88,30,49,10,170,1.0,2.0,,,,1.0,2.0,3.0,5.0,1.0,19.0,80.0,1.0,1.0,,5.0,1.0,2.0,9.0,2.0,4.0,,,,2.0,4.0,,6.0,,6.0,,4.0,1.0,2.0,,,9.0,30,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5,0.6923076923076923,1.25,0.8,0.6785714285714286,1.25,0.75,14.893617021276597,,0.125,,0.25,,0.15,,,,,0.2,,0.15384615384615385,0.5,1.0,0.07692307692307693,,,,0.15384615384615385,,,0.7692307692307693,0.5052769230769232,0.47850000000000004,0.57316,,,0.2631578947368421,0.47368421052631576,10.26,0.36585365853658536,1.0,1.0,2.0,2.0,6.0,4.0,8.0,1.0,,6.0,2.0,1.0,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,0.5,0.5,0.6153846153846154,0.2,,,0.2857142857142857,,,1.0,1.0,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.2,1.0,0.3333333333333333,24.912499999999998,,1.0,2.0,3.0,12.0,1.0,1.0,,,,1.0,0.6666666666666666,0.5,1.0,0.2,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.125,1.0,0.15384615384615385,1.0,1.0,1.0,0.5,1.0,1.0,0.4,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,5492.0,92,15.0,158,169,51,91,15,327,9.0,11.0,1.0,1.0,,3.0,3.0,11.0,17.0,8.0,30.0,154.0,1.0,2.0,,2.0,3.0,6.0,10.0,14.0,8.0,2.0,,1.0,1.0,6.0,2.0,9.0,1.0,10.0,4.0,13.0,8.0,10.0,2.0,6.0,10.0,50,0.6363636363636364,0.7,0.6470588235294118,0.5,0.5,0.5789473684210527,0.5,0.42857142857142855,0.6521739130434783,0.5,0.5555555555555556,14.124293785310734,0.2857142857142857,0.10344827586206896,0.022222222222222223,0.04,,0.08433734939759036,0.014925373134328358,0.07692307692307693,,0.1111111111111111,0.09090909090909091,,0.5789473684210527,0.8181818181818182,0.9,0.15789473684210525,,,,0.15789473684210525,0.5,1.0,0.6842105263157895,0.5650736842105264,0.45375,0.4815285714285715,0.2608695652173913,0.2857142857142857,0.06666666666666667,0.3333333333333333,5.129411764705883,0.3227848101265823,2.0,3.0,2.0,,2.0,,2.0,4.0,,2.0,,1.0,2.0,1.0,3.0,,1.0,1.0,7.0,,2.0,,,,2.0,,2.0,,,,,1.0,,1.0,,1.0,1.0,,,,0.10526315789473684,0.058823529411764705,,,0.05555555555555555,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10526315789473684,,,0.42857142857142855,0.6666666666666666,,25.4,,1.0,,1.0,,,2.0,1.0,,1.0,,,0.5,,0.14285714285714285,,,,,,,,,,,,,0.09090909090909091,0.1111111111111111,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,2014.0,34,16.0,54,57,13,25,7,111,,1.0,,,1.0,1.0,2.0,3.0,4.0,2.0,11.0,55.0,,,,,1.0,1.0,5.0,4.0,2.0,,,,2.0,1.0,,3.0,,3.0,,2.0,2.0,2.0,,1.0,5.0,13,0.6666666666666666,0.6666666666666666,0.75,,1.0,0.5,,0.8333333333333334,0.55,,0.8333333333333334,17.1875,,0.07142857142857142,,0.14285714285714285,,0.10714285714285714,,,,,0.14285714285714285,,0.1111111111111111,,,0.1111111111111111,1.0,1.0,,0.2222222222222222,,,0.6666666666666666,0.4540611111111111,0.43065,0.48633333333333334,0.1,0.2,,0.45454545454545453,11.15,0.24074074074074073,,,2.0,1.0,4.0,1.0,5.0,,,4.0,1.0,,3.0,1.0,4.0,,1.0,2.0,9.0,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,0.2,0.2,0.5555555555555556,,,1.0,0.2222222222222222,,,1.0,1.0,0.4444444444444444,0.25,0.25,,,0.25,25.220000000000002,1.0,2.0,1.0,2.0,3.0,,,,,,1.0,0.5,1.0,1.0,0.6666666666666666,0.5,,1.0,,1.0,,,,1.0,,,,,,,0.1111111111111111,,,,1.0,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201880,1610612738,Greg Stiemsma,Greg Stiemsma,201880,BOS,487.0,8,,13,14,7,12,1,27,1.0,1.0,,,,,,1.0,1.0,,2.0,20.0,,,,,,,,2.0,,,,,1.0,1.0,,2.0,,2.0,1.0,1.0,,,,,,7,1.0,1.0,1.0,,,1.0,,,1.0,,,7.142857142857142,,0.3333333333333333,,1.0,,0.5,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,0.6706,,,,,,,0.9,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,3057.0,51,24.0,88,97,29,45,7,185,6.0,9.0,1.0,2.0,2.0,6.0,8.0,10.0,23.0,7.0,27.0,73.0,1.0,2.0,,2.0,1.0,7.0,3.0,12.0,8.0,,1.0,,1.0,10.0,,11.0,1.0,12.0,2.0,5.0,8.0,9.0,1.0,5.0,3.0,28,0.6,0.6,0.43478260869565216,0.5,0.14285714285714285,0.4166666666666667,0.3333333333333333,0.14285714285714285,0.48214285714285715,0.3333333333333333,0.1875,32.98969072164949,,0.2777777777777778,,0.07142857142857142,0.1,0.22,0.029411764705882353,,,0.2,0.14285714285714285,,0.375,0.6666666666666666,0.8571428571428571,0.25,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.5,0.4166666666666667,0.4341395833333333,0.822,0.36865714285714285,0.17857142857142858,0.18518518518518517,0.07407407407407407,0.1111111111111111,9.895652173913044,0.32954545454545453,,1.0,2.0,,1.0,,1.0,1.0,,1.0,,3.0,2.0,2.0,4.0,1.0,1.0,1.0,10.0,,2.0,,1.0,,3.0,,4.0,1.0,,2.0,,,,2.0,2.0,2.0,1.0,,,,0.041666666666666664,0.13043478260869565,,0.25,0.1111111111111111,,0.8333333333333334,0.25,0.2857142857142857,0.041666666666666664,,,0.14285714285714285,,,25.8,,,,,,,2.0,1.0,2.0,,,,0.5,,,,,,,,,,,1.0,,2.0,,0.2222222222222222,0.5,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,0.125,0.25,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200797,1610612738,Ryan Hollins,Ryan Hollins,200797,BOS,1908.0,32,-9.0,53,56,10,33,6,109,2.0,5.0,1.0,1.0,,1.0,1.0,2.0,7.0,,4.0,53.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,3.0,5.0,4.0,8.0,1.0,,,,2.0,10,0.5,1.0,0.2857142857142857,1.0,1.0,0.2857142857142857,1.0,1.0,0.2857142857142857,1.0,1.0,13.114754098360656,,0.045454545454545456,0.0625,0.09090909090909091,0.2,0.06060606060606061,0.11538461538461539,0.16666666666666666,0.25,0.14285714285714285,,0.3333333333333333,0.7142857142857143,0.4,0.4,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,0.7142857142857143,0.6441714285714285,,0.8114,,,0.5,0.5,3.442857142857143,0.18867924528301888,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
202734,1610612738,E'Twaun Moore,E'Twaun Moore,202734,BOS,1209.0,20,-8.0,38,38,13,30,4,76,,,,,1.0,3.0,3.0,2.0,6.0,1.0,5.0,37.0,,1.0,,,1.0,2.0,3.0,2.0,2.0,,,,,3.0,,3.0,,3.0,2.0,2.0,1.0,2.0,,,3.0,13,0.5,0.5,0.3333333333333333,,0.5,0.25,,0.5,0.2777777777777778,,0.5,23.80952380952381,,0.1875,,,,0.15,,,,0.14285714285714285,,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.375,,,0.25,0.43703749999999997,0.3723,0.37715,,,,0.6,13.983333333333334,0.34210526315789475,,,1.0,,1.0,,2.0,1.0,,1.0,,,2.0,1.0,3.0,,1.0,1.0,7.0,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,0.25,,,1.0,,,,0.3333333333333333,0.3333333333333333,0.125,,,,,,24.950000000000003,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.4,,0.125,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,
