EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockingFouls,DefFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,HeaveAttempts,Travels,RecoveredBlocks,OffAtRimReboundPct,BlocksRecoveredPct,PtsPutbacks,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,Charge Fouls Drawn,on,BlockedLongMidRange,SelfOReb,Offensive Fouls Drawn,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,ShortMidRangeAssists,Blocked3s,BlockedArc3,SecondChanceArc3PctAssisted
101144,1610612753,Von Wafer,Von Wafer,101144,ORL,208.0,3,-6,7,7,6,4,14,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6,0.5,0.5,0.5,0.5,0.5,0.5,42.857142857142854,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.4971,0.4971,1.0,9.65,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,7398.0,123,-21,228,230,59,68,458,7.0,9.0,1.0,1.0,8.0,15.0,25.0,54.0,239,2.0,4.0,8.0,26.0,1.0,5.0,5.0,3.0,2.0,6.0,2.0,4.0,4.0,8.0,59,0.6,0.5,0.4772727272727273,0.2916666666666667,0.54,0.3076923076923077,21.62162162162162,0.5,0.02857142857142857,0.04504504504504504,,0.20454545454545456,0.7777777777777778,0.7777777777777778,0.18181818181818182,0.08333333333333333,1.0,0.6363636363636364,0.48688977272727274,0.4811708333333333,0.14814814814814814,9.44,0.25877192982456143,25.0,1.0,1.0,4.0,8.0,4.0,1.0,4.0,2.0,3.0,15.0,1.0,6.0,4.0,19.0,12.0,1.0,1.0,2.0,1.0,8.0,1.0,4.0,6.0,6.0,15.0,3.0,1.0,9.0,7.0,16.0,4.0,3.0,7.0,2.0,39.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,11.0,1.0,14.0,1.0,5.0,1.0,1.0,1.0,0.13333333333333333,0.13333333333333333,0.5,0.21052631578947367,0.125,0.21052631578947367,1.0,1.0,1.0,0.4318181818181818,0.04,0.125,0.05263157894736842,0.08695652173913043,0.0625,0.1111111111111111,0.2857142857142857,0.18181818181818182,0.5,0.5714285714285714,0.5,0.5,0.09090909090909091,0.25,0.25,1.0,0.3409090909090909,0.2,0.2,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.2,0.5552,0.12244897959183673,0.1724137931034483,0.05,0.037037037037037035,25.242105263157896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,4062.0,68,-3,129,127,39,31,256,1.0,6.0,,3.0,3.0,2.0,9.0,26.0,129,1.0,4.0,8.0,,4.0,8.0,14.0,2.0,1.0,6.0,3.0,1.0,10.0,8.0,39,0.2222222222222222,0.25,0.5789473684210527,0.6666666666666666,0.6190476190476191,0.6666666666666666,18.367346938775512,0.3333333333333333,0.17391304347826086,0.12698412698412698,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.5,,0.8421052631578947,0.5211157894736842,0.50275,0.3076923076923077,7.577777777777778,0.3023255813953488,13.0,,3.0,,,1.0,4.0,6.0,1.0,2.0,4.0,1.0,1.0,6.0,10.0,4.0,,3.0,5.0,2.0,2.0,,4.0,18.0,,4.0,2.0,3.0,,1.0,1.0,1.0,,,,3.0,4.0,1.0,1.0,1.0,4.0,1.0,,8.0,,5.0,1.0,3.0,,,,1.0,1.0,1.0,0.6,1.0,0.6,,0.375,0.5,0.5263157894736842,0.3333333333333333,,0.1,0.09090909090909091,0.125,0.2,1.0,,,,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.6666666666666666,0.6666666666666666,1.0,0.21052631578947367,0.5,0.5,1.0,0.75,,,0.16666666666666666,0.16666666666666666,1.0,0.5,0.4599166666666667,0.14285714285714285,0.2727272727272727,,0.19230769230769232,24.589999999999996,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.11764705882352941,0.08333333333333333,0.10344827586206896,0.3333333333333333,0.1111111111111111,0.1,0.07692307692307693,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,3377.0,56,7,107,107,22,39,214,,2.0,,,3.0,3.0,7.0,12.0,95,1.0,1.0,2.0,4.0,5.0,18.0,18.0,4.0,3.0,6.0,,3.0,6.0,2.0,22,0.42857142857142855,1.0,0.46153846153846156,0.5,0.46153846153846156,0.5,15.447154471544716,0.6666666666666666,0.2777777777777778,0.1896551724137931,0.4166666666666667,0.15384615384615385,,,0.23076923076923078,,,0.6153846153846154,0.46886923076923076,0.480275,0.16666666666666666,11.071428571428571,0.205607476635514,12.0,,,1.0,2.0,2.0,,,,2.0,6.0,,1.0,2.0,6.0,,1.0,1.0,5.0,,1.0,,2.0,3.0,3.0,6.0,2.0,,2.0,,2.0,,,2.0,,4.0,6.0,1.0,,,2.0,1.0,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,0.3333333333333333,1.0,1.25,1.25,0.46153846153846156,,,0.15,0.125,0.2857142857142857,,,0.15384615384615385,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.5,,,,,0.5,,0.3333333333333333,0.535325,,,,0.4166666666666667,24.849999999999998,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,0.5,,,,,1.0,1.0,7.0,1.0,1.0,1.0,0.7777777777777778,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,4176.0,70,-16,128,131,44,44,259,6.0,8.0,1.0,2.0,1.0,8.0,15.0,42.0,140,1.0,5.0,5.0,16.0,4.0,8.0,8.0,4.0,,4.0,2.0,1.0,5.0,5.0,44,0.5333333333333333,0.2,0.5862068965517241,0.25,0.6176470588235294,0.25,25.333333333333332,1.0,0.19047619047619047,0.12698412698412698,0.25,0.27586206896551724,0.75,0.75,0.034482758620689655,0.2,0.5,0.7586206896551724,0.4740392857142857,0.4572277777777778,0.11904761904761904,5.819999999999999,0.34375,17.0,1.0,1.0,2.0,6.0,,,,,6.0,14.0,1.0,5.0,6.0,14.0,8.0,1.0,1.0,3.0,1.0,5.0,,,9.0,9.0,13.0,6.0,,5.0,2.0,7.0,1.0,1.0,5.0,,16.0,4.0,1.0,1.0,,,4.0,,10.0,,12.0,1.0,4.0,1.0,1.0,,,,0.5,0.42857142857142855,0.2,0.46153846153846156,1.0,1.0,1.5,0.4827586206896552,,,0.09523809523809523,0.06666666666666667,0.06666666666666667,,,0.20689655172413793,0.3333333333333333,0.3333333333333333,,,,,,,0.4827586206896552,0.42857142857142855,0.42857142857142855,0.5,1.0,1.0,,,0.5,0.2,0.46153846153846156,,0.15151515151515152,0.2222222222222222,0.06666666666666667,0.07142857142857142,27.842857142857145,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,
202350,1610612753,Daniel Orton,Daniel Orton,202350,ORL,200.0,3,-7,7,6,5,6,13,,,,,,,,,9,,,,,,,,,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202397,1610612753,Ish Smith,Ish Smith,202397,ORL,127.0,2,-3,5,4,5,4,9,,,,,,,,,5,,,,,,1.0,1.0,,,,,,,,5,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202712,1610612753,Justin Harper,Justin Harper,202712,ORL,127.0,2,-3,5,4,5,4,9,,,,,1.0,,1.0,,5,,1.0,,,,,,,,,,,,,5,,,,,,,20.0,,,,,,,,1.0,,,,0.4003,0.4003,,18.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201175,1610612753,Glen Davis,Glen Davis,201175,ORL,4824.0,80,-26,146,149,24,41,295,10.0,21.0,2.0,5.0,15.0,16.0,40.0,41.0,160,3.0,7.0,7.0,4.0,3.0,10.0,20.0,3.0,1.0,4.0,1.0,2.0,4.0,7.0,24,0.4,0.42857142857142855,0.4,0.42857142857142855,0.44565217391304346,0.4375,29.411764705882355,0.75,0.15789473684210525,0.11428571428571428,0.14285714285714285,0.525,0.47619047619047616,0.7692307692307693,0.375,0.7142857142857143,0.4,0.525,0.4835425000000001,0.5269714285714285,0.17073170731707318,8.629999999999999,0.1643835616438356,19.0,1.0,4.0,,4.0,6.0,,,,,,,,,,9.0,1.0,4.0,6.0,,,1.0,28.0,,,,,9.0,,1.0,1.0,1.0,,,,3.0,5.0,1.0,1.0,,1.0,2.0,,7.0,,12.0,,6.0,,,,0.875,0.875,,,,,0.25,0.25,0.5,,0.225,0.25,0.09803921568627451,0.0625,0.14285714285714285,0.2,1.0,0.1,,,0.4,0.4,,,,,,,,,1.0,0.25,1.0,,,,,0.41586666666666666,0.13043478260869565,0.13043478260869565,,0.14634146341463414,,,,,,,4.0,4.0,6.0,10.0,1.0,1.0,,,3.0,3.0,3.0,1.0,,0.38095238095238093,0.11538461538461539,0.14814814814814814,0.12658227848101267,0.1,0.05555555555555555,0.19047619047619047,0.07142857142857142,0.6666666666666666,,,,,,,2.0,,,,0.4,,,,1.0,2.0,0.16666666666666666,0.6666666666666666,,,,,,True,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,3626.0,60,-16,107,110,29,19,217,1.0,4.0,,2.0,1.0,2.0,6.0,11.0,123,1.0,3.0,6.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,,2.0,7.0,6.0,29,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2,0.34375,0.42857142857142855,16.80672268907563,0.25,0.058823529411764705,0.02,,0.3333333333333333,0.25,0.25,0.08333333333333333,0.4,,0.8333333333333334,0.48965833333333336,0.461,0.5454545454545454,6.500000000000001,0.27102803738317754,10.0,1.0,2.0,1.0,1.0,,,,,,6.0,,2.0,,6.0,7.0,1.0,2.0,2.0,,2.0,4.0,,,,6.0,,,3.0,2.0,5.0,1.0,1.0,3.0,,12.0,,3.0,1.0,2.0,3.0,,,8.0,,9.0,,2.0,1.0,1.0,1.0,,,,,,,0.5,0.5,0.5,0.5,,,,,,0.25,,0.08333333333333333,1.0,1.0,,,,,,,0.5,,,,1.0,0.5,,,0.4,,,0.4485,0.2,0.25,0.14285714285714285,0.18181818181818182,25.799999999999997,,,,,,,,2.0,3.0,,,1.0,1.0,1.0,,1.0,,,,0.07142857142857142,,0.04081632653061224,,,,,,,,,,,,,2.0,,,,,,,,,0.14285714285714285,,2.0,1.0,1.0,0.2,,True,,,,,,,,,,,,,,
