EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,Corner3FGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Fouls,PenaltyOffPossExcludingTakeFouls,Corner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,Points,PenaltyFG3M,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,OffTwoPtRebounds,OffRebounds,SelfOReb,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,BadPassSteals,BlockingFoulsDrawn,FTDefRebounds,DefFTReboundPct,PenaltyFtPoints,FTOffRebounds,AtRimPctBlocked,OffFTReboundPct,on,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,PtsPutbacks,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,ThreePtAssists,Arc3Assists,Corner3Assists,PenaltyTurnovers,Charge Fouls,BlockedLongMidRange,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls,OffThreePtReboundPct,OffCorner3ReboundPct,LostBallSteals,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,BlockingFouls,LongMidRangePctBlocked,HeaveAttempts,OffArc3ReboundPct,BlockedArc3,DefensiveGoaltends,3SecondViolations
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,334.0,6,-2,10,10,20,2.0,1.0,2.0,1.0,8,1.0,1.0,1.0,2.0,3.0,3.0,0.3333333333333333,0.5,0.5,27.272727272727273,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,1.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4369166666666667,12.5,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,1610612737,Vladimir Radmanovic,Vladimir Radmanovic,2209,ATL,919.0,15,8,31,28,59,1.0,2.0,1.0,3.0,15,2.0,1.0,1.0,,1.0,1.0,0.75,1.0,1.0,11.428571428571429,,0.16666666666666666,0.0625,,,0.2,0.25,0.5,0.75,0.431525,7.3,24.866666666666664,14.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,14.0,0.25,0.5,0.3811,0.45161290322580644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,720.0,12,5,22,22,44,1.0,4.0,2.0,5.0,11,4.0,,,1.0,1.0,1.0,0.7142857142857143,,,26.923076923076923,0.1111111111111111,,0.06666666666666667,,0.5,,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.4178928571428572,15.95,26.24,10.0,,3.0,1.0,3.0,1.0,3.0,2.0,2.0,,4.0,,10.0,0.14285714285714285,0.75,0.3782375,0.45454545454545453,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,0.2,0.3333333333333333,0.2,0.21428571428571427,0.375,0.21428571428571427,0.375,0.14285714285714285,0.25,0.25,0.3333333333333333,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,919.0,15,8,31,28,59,,,4.0,,15,,,1.0,1.0,2.0,2.0,,,,14.285714285714286,0.1,0.16666666666666666,0.125,,,,,,0.5,0.46204999999999996,10.575,,14.0,3.0,3.0,,,2.0,,2.0,2.0,1.0,4.0,1.0,14.0,,,0.5866,0.45161290322580644,2.0,,,,4.0,,2.0,,,1.0,2.0,,,,0.5,0.5,0.5,0.5,0.5,,,,,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.51135,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1610612737,Erick Dampier,Erick Dampier,956,ATL,720.0,12,5,22,22,44,,,6.0,,11,,,,1.0,1.0,3.0,,,,26.923076923076923,0.1111111111111111,,0.06666666666666667,0.25,,,,,0.8333333333333334,0.5957333333333333,3.9500000000000006,,10.0,,3.0,,,4.0,,,,,,,10.0,,,0.62565,0.45454545454545453,1.0,,,,8.0,,2.0,,,,2.0,,,,0.5,0.25,0.5714285714285714,0.25,0.16666666666666666,,,,,0.25,2.0,5.0,1.0,1.0,4.0,1.0,3.0,,1.0,,1.0,6.0,,,,,1.0,1.0,0.5,,0.25,,,,,0.8333333333333334,0.4,0.4,1.0,1.0,1.0,1.0,1.0,0.25,0.6373,,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,0.2,0.125,0.4,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,199.0,3,3,9,6,15,,1.0,,1.0,4,1.0,,,,,,1.0,,,11.11111111111111,,,,,,,,1.0,1.0,0.4125,,25.4,4.0,3.0,,,1.0,,1.0,,,,,1.0,4.0,,1.0,0.4125,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,199.0,3,3,9,6,15,,,2.0,,4,,,,1.0,1.0,1.0,,,,22.22222222222222,1.0,,1.0,,,,,,1.0,0.63695,1.35,,4.0,3.0,,,,,,,,,,1.0,4.0,,,,0.4444444444444444,,,,,5.0,,,,,,,,,,1.0,,1.25,,,,,,,,2.0,2.0,,,,,2.0,,,,,2.0,2.0,,,,0.5,0.5,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,0.5,0.5,0.5,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,199.0,3,3,9,6,15,1.0,1.0,2.0,1.0,4,1.0,,,,1.0,1.0,0.3333333333333333,,,44.44444444444444,,,,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.45875,6.35,25.6,4.0,3.0,,,1.0,1.0,1.0,,,,,,4.0,,0.5,0.332975,0.4444444444444444,,,,,2.0,,,,,,,,,,,,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,2.0,,,,1.0,2.0,,1.0,,,,,,0.25,0.3333333333333333,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,386.0,6,7,12,12,24,,,1.0,,3,,1.0,1.0,2.0,3.0,4.0,,1.0,,13.333333333333334,0.4,0.3333333333333333,0.375,,,0.3333333333333333,,,1.0,0.7689,0.9,,10.0,,3.0,,,1.0,,,,,,,10.0,,,0.7689,0.8333333333333334,,,,,1.0,,1.0,,,,1.0,,,,,,0.25,0.25,,,,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,0.6666666666666666,,1.0,,,,,,1.0,1.0,,0.7689,,1.0,,1.0,,1.0,2.0,,1.0,,,,,,0.5,0.5,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,8338.0,139,-16,250,255,505,5.0,7.0,27.0,15.0,257,7.0,3.0,5.0,18.0,25.0,30.0,0.35714285714285715,0.1111111111111111,,16.842105263157894,0.1956521739130435,0.21739130434782608,0.2,0.13333333333333333,0.2857142857142857,0.3076923076923077,0.11904761904761904,0.16666666666666666,0.6190476190476191,0.5144345238095239,10.644444444444446,24.54,73.0,59.0,31.0,8.0,2.0,8.0,3.0,5.0,5.0,2.0,10.0,9.0,73.0,0.19047619047619047,0.18181818181818182,0.4548,0.292,11.0,4.0,1.0,8.0,47.0,2.0,10.0,,4.0,3.0,10.0,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.47619047619047616,0.2727272727272727,0.5111111111111111,0.38461538461538464,0.2619047619047619,0.5714285714285714,0.5714285714285714,0.5,0.5714285714285714,0.2127659574468085,6.0,11.0,3.0,,3.0,1.0,8.0,1.0,5.0,6.0,,14.0,2.0,,1.0,3.0,0.875,1.0,0.2962962962962963,0.2,,0.35714285714285715,0.35714285714285715,0.1,0.1,0.2619047619047619,0.5454545454545454,0.75,0.09090909090909091,0.09090909090909091,1.0,0.42857142857142855,0.2727272727272727,,0.5645571428571429,0.1276595744680851,7.0,5.0,5.0,1.0,8.0,9.0,,1.0,0.054945054945054944,0.040983606557377046,0.043478260869565216,0.043478260869565216,0.8333333333333334,0.045454545454545456,0.03571428571428571,3.0,3.0,,2.0,0.5,4.0,,0.2727272727272727,,False,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,24.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.11538461538461539,0.023809523809523808,1.0,0.2,0.2,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,1.0,0.09090909090909091,1.0,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,
