EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,Travels,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,PenaltyFtPoints,PtsPutbacks,LostBallSteals,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,DefAtRimReboundPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,PenaltyFg3Pct,PenaltyArc3Accuracy,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,BlockingFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,Loose Ball Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,PenaltyCorner3FGM,Fg3aBlocked,Charge Fouls,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,BlockedLongMidRange,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceArc3PctAssisted
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,4036.0,67,-8,125,128,29,41,13.0,253,7.0,7.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,2.0,1.0,1.0,6.0,3.0,13.0,17.0,1.0,8.0,7.0,36.0,126,1.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,22.0,3.0,6.0,1.0,1.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,20.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,8.0,1.0,3.0,1.0,2.0,29,0.15384615384615385,0.15384615384615385,1.0,0.125,0.125,0.7647058823529411,1.0,0.5,0.58,1.0,0.16666666666666666,0.6428571428571429,1.0,0.16666666666666666,0.32,0.058823529411764705,0.2,23.021582733812952,0.5,0.045454545454545456,0.0625,0.05,0.13333333333333333,0.2,0.28,1.0,1.0,0.2857142857142857,0.2,0.6,0.75,0.2,0.6,0.6,0.08,0.24,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.6,0.16666666666666666,0.47676,0.5552,0.48419166666666663,0.14285714285714285,0.15789473684210525,0.1111111111111111,0.05555555555555555,0.05555555555555555,9.123529411764705,24.8625,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201175,1610612753,Glen Davis,Glen Davis,201175,ORL,2950.0,49,-35,85,92,15,31,10.0,177,3.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,13.0,,,,,,10.0,21.0,,,4.0,24.0,103,2.0,3.0,4.0,2.0,3.0,,4.0,12.0,8.0,,,,3.0,,1.0,1.0,1.0,,,,3.0,2.0,2.0,5.0,11.0,3.0,,1.0,2.0,2.0,,5.0,2.0,3.0,5.0,3.0,,4.0,,2.0,,4.0,15,0.6,0.6,,,,0.47619047619047616,0.6666666666666666,0.6666666666666666,0.47619047619047616,0.6666666666666666,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.6666666666666666,,0.14285714285714285,0.5,28.8659793814433,0.6,0.06451612903225806,0.16666666666666666,0.09302325581395349,0.1,0.25,0.2857142857142857,0.5,0.75,0.6666666666666666,0.09523809523809523,0.5,1.0,0.6190476190476191,0.46153846153846156,0.46153846153846156,,,,,,0.3333333333333333,1.0,,0.6666666666666666,0.5,,,0.2857142857142857,,0.4618904761904762,0.45465,0.5046333333333334,0.08695652173913043,0.08695652173913043,,0.16666666666666666,0.16666666666666666,12.3,,0.17647058823529413,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.25,0.09375,0.2727272727272727,0.13953488372093023,0.1111111111111111,0.10526315789473684,0.2222222222222222,0.5,0.08333333333333333,0.125,0.125,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201947,1610612753,Earl Clark,Earl Clark,201947,ORL,5288.0,88,-30,158,165,46,63,16.0,323,7.0,10.0,1.0,3.0,1.0,3.0,1.0,4.0,,4.0,,,,,,8.0,18.0,,,4.0,20.0,171,2.0,6.0,4.0,2.0,4.0,,5.0,12.0,4.0,,,,3.0,1.0,,1.0,,,,1.0,2.0,6.0,18.0,25.0,33.0,3.0,1.0,1.0,1.0,2.0,,4.0,1.0,4.0,6.0,4.0,,7.0,1.0,2.0,,5.0,46,0.75,0.8571428571428571,,,,0.4444444444444444,0.3333333333333333,0.5,0.4444444444444444,0.3333333333333333,0.5,0.47619047619047616,0.3333333333333333,0.4166666666666667,,0.16666666666666666,0.5,14.124293785310734,0.75,0.3333333333333333,0.2727272727272727,0.3157894736842105,0.35294117647058826,0.2,0.5555555555555556,0.7,0.7777777777777778,0.8571428571428571,0.2222222222222222,0.25,0.5,0.2222222222222222,,,,,,,,0.5,0.3333333333333333,1.0,0.75,0.3333333333333333,,,0.5555555555555556,,0.49585555555555566,0.4607666666666666,0.48355000000000004,0.10526315789473684,0.10526315789473684,,0.2,0.25,6.75,,0.2911392405063291,,8.0,1.0,8.0,,2.0,1.0,,,,5.0,3.0,5.0,1.0,0.1,0.14285714285714285,0.17391304347826086,,0.11267605633802817,0.25,0.08,,,0.38095238095238093,0.29411764705882354,,0.2,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,1816.0,30,-22,50,56,16,19,4.0,106,,1.0,,,,1.0,1.0,1.0,,5.0,,,,4.0,1.0,1.0,7.0,,4.0,3.0,5.0,63,,,,1.0,3.0,1.0,4.0,,2.0,,4.0,,,2.0,,2.0,,,1.0,1.0,4.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,2.0,2.0,4.0,,4.0,,1.0,,4.0,16,,,,,,0.14285714285714285,,0.3333333333333333,0.09090909090909091,,0.25,0.19230769230769232,,0.4,0.36363636363636365,,,28.57142857142857,0.6666666666666666,0.07142857142857142,,0.045454545454545456,,,0.09090909090909091,,,,0.09090909090909091,1.0,1.0,0.45454545454545453,,,,0.36363636363636365,,,,,,,0.25,,,0.25,0.45454545454545453,,0.4689363636363636,,0.5013500000000001,0.08333333333333333,0.125,,,0.8,14.228571428571428,25.599999999999998,0.32,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,0.125,,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,2013.0,34,-27,57,61,29,34,7.0,118,1.0,1.0,,,1.0,1.0,2.0,3.0,1.0,3.0,,,2.0,6.0,3.0,4.0,7.0,2.0,6.0,1.0,15.0,68,1.0,1.0,2.0,2.0,3.0,3.0,7.0,,8.0,3.0,5.0,2.0,,,1.0,1.0,1.0,,,,3.0,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,3.0,2.0,1.0,1.0,5.0,,4.0,,1.0,,7.0,29,,,0.5,0.3333333333333333,0.4,0.5714285714285714,1.0,0.6666666666666666,0.5384615384615384,1.0,0.5833333333333334,0.5,1.0,0.5833333333333334,0.46153846153846156,,,26.470588235294116,0.6666666666666666,0.05263157894736842,,0.03571428571428571,0.1111111111111111,,0.07692307692307693,1.0,1.0,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.5,,,,0.16666666666666666,1.0,,0.5,0.5384615384615384,0.4,0.46337500000000004,0.5234,0.46534000000000003,0.07142857142857142,0.125,,0.13333333333333333,0.4666666666666667,11.385714285714284,30.133333333333336,0.5087719298245614,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,3258.0,54,-3,100,102,16,27,9.0,202,,1.0,,,,,,1.0,,,,,1.0,3.0,,,2.0,1.0,3.0,,3.0,103,,,,,,,,,,3.0,3.0,1.0,,7.0,2.0,9.0,1.0,1.0,4.0,3.0,20.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,7.0,1.0,4.0,5.0,3.0,,,,,,,16,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.3,,,0.3,,,0.6,,,11.11111111111111,0.42857142857142855,0.058823529411764705,0.07692307692307693,0.06382978723404255,0.125,0.25,0.2,,,,0.2,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.8,0.3333333333333333,0.52255,,,,,,,,3.5,26.233333333333334,0.16,,,,,,5.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,0.05555555555555555,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,3425.0,57,-5,107,108,31,45,12.0,215,,2.0,,,,,1.0,2.0,2.0,4.0,,,2.0,6.0,1.0,3.0,8.0,2.0,6.0,,12.0,103,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,2.0,,2.0,,2.0,,,2.0,,4.0,4.0,6.0,15.0,15.0,4.0,,3.0,1.0,1.0,,5.0,,2.0,3.0,1.0,,,,,,2.0,31,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.375,1.0,1.0,0.42857142857142855,1.25,0.5,0.42857142857142855,1.25,0.5,0.42857142857142855,,,15.833333333333334,0.8,0.15,0.2857142857142857,0.18518518518518517,0.125,,0.14285714285714285,,,,0.14285714285714285,0.5,0.5,0.2857142857142857,0.5,0.5,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,,,,,,,0.5,0.5714285714285714,0.3333333333333333,0.46220714285714287,0.535325,0.480275,,,,0.4166666666666667,0.16666666666666666,11.9625,24.849999999999998,0.2897196261682243,,,5.0,,,,,,1.0,,,,,,,0.8333333333333334,,,,,,,,0.3076923076923077,0.4,,,0.5,,,,,,,,,,,,3.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2202,1610612753,Jason Richardson,Jason Richardson,2202,ORL,1400.0,23,-25,37,43,19,26,3.0,80,,1.0,,,,1.0,,,2.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,8.0,52,,,,2.0,4.0,4.0,8.0,2.0,2.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,2.0,,2.0,,,,8.0,19,0.5,0.5,1.0,0.2,0.2,0.4,,0.5,0.35,,0.4375,0.36363636363636365,,0.4444444444444444,0.5,0.2,,28.571428571428573,,,,,,,0.1,,,,,,,0.4,0.5,0.5,0.1,0.4,0.25,0.25,1.0,,,,0.125,,0.125,0.375,0.6,0.25,0.473895,,0.47830625000000004,,,,,1.0,15.580000000000002,25.02,0.5135135135135135,,1.0,,1.0,,,,,,,,,,,1.0,,0.0625,,0.043478260869565216,0.3333333333333333,,,,,,,,0.5,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,0.25,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,2061.0,34,3,64,63,22,22,6.0,127,,1.0,,,,1.0,,,1.0,2.0,3.0,,1.0,3.0,2.0,1.0,3.0,4.0,6.0,2.0,16.0,62,,,5.0,1.0,2.0,2.0,5.0,2.0,,12.0,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,3.0,1.0,4.0,7.0,,,,2.0,,,2.0,1.0,1.0,5.0,4.0,,2.0,,1.0,,5.0,22,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.5,0.7777777777777778,1.5,0.625,0.8,1.25,0.625,0.6666666666666666,,,16.901408450704228,,0.047619047619047616,0.375,0.13793103448275862,,1.0,0.1111111111111111,,,,,,,0.2222222222222222,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.25,,,0.5,0.7777777777777778,0.3333333333333333,0.46992222222222224,0.37005,0.481825,0.1,0.25,,0.3125,0.3125,12.9,25.3,0.34375,,3.0,,3.0,,,,,1.0,2.0,,,,,,,0.2727272727272727,,0.13043478260869565,,0.25,,,,0.2857142857142857,,,1.0,,,,,,,,0.4,0.14285714285714285,1.0,1.0,,,0.5,0.5,,,,1.0,1.0,,,,1.0,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,
202350,1610612753,Daniel Orton,Daniel Orton,202350,ORL,193.0,3,2,7,7,7,7,,14,,,,,,,,,,,,,,,,,,,,2.0,2.0,4,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,,1.0,,2.0,7,,,,,,,,,,,,1.0,,1.0,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
