EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg3ptShotDistance,TwoPtAssists,Arc3Assists,AtRimAssists,Charge Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,SecondChanceTurnovers,Loose Ball Fouls,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyArc3FGM,PenaltyArc3Accuracy,PtsPutbacks,on,BlockedShortMidRange,Technical Free Throw Trips,FTOffRebounds,Blocked3s,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked
101133,1610612742,Ian Mahinmi,Ian Mahinmi,101133,DAL,2580.0,43,16.0,82,81,20.0,13.0,8.0,163,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,10.0,8.0,18.0,71.0,1.0,3.0,2.0,4.0,5.0,5.0,10.0,4.0,5.0,2.0,4.0,6.0,5.0,11.0,2.0,1.0,1.0,6.0,7.0,7.0,1.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,20.0,3.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6,0.5,0.8333333333333334,0.4,0.5,0.3333333333333333,16.483516483516482,0.14285714285714285,0.1724137931034483,0.15384615384615385,0.14634146341463414,0.1282051282051282,0.1,0.2,0.2222222222222222,0.09090909090909091,0.125,0.2222222222222222,0.16666666666666666,1.0,0.6,0.3333333333333333,0.6666666666666666,1.0,0.3,0.6666666666666666,1.0,1.0,0.1,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.6,0.5264599999999999,0.5567666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.2777777777777778,3.9899999999999998,0.24390243902439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,6420.0,107,-36.0,206,203,73.0,55.0,25.0,409,5.0,13.0,,1.0,3.0,9.0,1.0,9.0,9.0,31.0,6.0,33.0,225.0,1.0,3.0,1.0,3.0,2.0,12.0,2.0,2.0,4.0,7.0,9.0,17.0,5.0,22.0,5.0,2.0,3.0,6.0,11.0,14.0,1.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,12.0,73.0,1.0,0.1111111111111111,0.1111111111111111,0.2903225806451613,0.3333333333333333,0.32926829268292684,0.25,0.36666666666666664,0.3,0.5454545454545454,0.06451612903225806,0.07692307692307693,0.1111111111111111,21.98275862068966,0.15254237288135594,0.05263157894736842,0.23333333333333334,0.1797752808988764,0.04807692307692308,,0.12903225806451613,,0.041666666666666664,0.16666666666666666,0.2608695652173913,0.23076923076923078,1.0,0.3170731707317073,0.38461538461538464,0.4166666666666667,0.2,0.21951219512195122,0.3333333333333333,0.375,,0.21951219512195122,0.1111111111111111,0.1111111111111111,,0.25,,,0.5609756097560976,0.4762426829268292,0.4863875,0.06818181818181818,0.08823529411764706,0.09090909090909091,0.36363636363636365,8.616129032258064,0.35436893203883496,1.0,3.0,2.0,4.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,10.0,1.0,2.0,7.0,2.0,3.0,16.0,9.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3,0.6666666666666666,0.3,0.2857142857142857,0.5,0.24390243902439024,0.3333333333333333,0.2,0.03571428571428571,0.045454545454545456,0.25,0.07407407407407407,0.0975609756097561,0.5,0.5,1.0,0.14634146341463414,0.16666666666666666,0.16666666666666666,1.0,0.25,0.3,0.3333333333333333,0.2,1.0,0.1,0.16666666666666666,0.43436,24.559999999999995,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,4452.0,74,-28.0,142,139,64.0,49.0,17.0,281,4.0,5.0,,,5.0,18.0,2.0,3.0,11.0,26.0,19.0,41.0,172.0,1.0,2.0,2.0,4.0,14.0,22.0,10.0,3.0,,4.0,7.0,13.0,1.0,14.0,1.0,,1.0,1.0,2.0,15.0,,22.0,7.0,5.0,,,,,22.0,64.0,5.0,0.45454545454545453,0.45454545454545453,0.4230769230769231,0.5,0.39285714285714285,0.5,0.5394736842105263,0.6666666666666666,0.6875,0.11538461538461539,,0.16666666666666666,27.044025157232703,0.2,,0.18181818181818182,0.19298245614035087,0.01639344262295082,,,,0.26666666666666666,0.2857142857142857,0.07692307692307693,0.15789473684210525,,0.17857142857142858,0.8,0.8,0.25,0.6428571428571429,0.2777777777777778,0.3333333333333333,0.4,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,,,,0.25,0.4617178571428572,0.4031,0.21212121212121213,0.22580645161290322,0.0975609756097561,0.5365853658536586,8.611538461538462,0.4507042253521127,2.0,2.0,,,,,,2.0,,1.0,,2.0,,4.0,8.0,,1.0,12.0,,2.0,,3.0,4.0,2.0,11.0,1.0,2.0,,3.0,1.0,1.0,2.0,,2.0,,5.0,2.0,,,1.0,,,,,,,0.5,0.4444444444444444,0.07142857142857142,0.6,0.5,0.07142857142857142,,0.3333333333333333,,,,,,0.07142857142857142,,,,,0.2222222222222222,1.0,,,0.1111111111111111,,0.4630888888888889,24.75,1.0,1.0,1.0,1.0,1.0,2.0,0.25,,,,,,,,,,,True,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,5728.0,95,-39.0,180,179,59.0,44.0,19.0,359,3.0,4.0,,,3.0,7.0,1.0,8.0,7.0,19.0,4.0,45.0,195.0,,2.0,,,,9.0,2.0,2.0,1.0,3.0,4.0,7.0,1.0,8.0,,,,2.0,10.0,8.0,,6.0,3.0,,,,,,9.0,59.0,,0.14285714285714285,0.14285714285714285,0.3684210526315789,,0.6029411764705882,,0.6081081081081081,,0.5625,0.10526315789473684,0.25,0.14285714285714285,22.5,0.07142857142857142,0.014925373134328358,0.12,0.08641975308641975,0.01098901098901099,,0.038461538461538464,,0.125,,0.05,0.09523809523809523,,0.11764705882352941,0.75,1.0,0.3333333333333333,0.20588235294117646,0.42857142857142855,0.5,,0.23529411764705882,0.125,0.125,,,,,0.5588235294117647,0.47890000000000005,0.3412,0.08108108108108109,0.13636363636363635,,0.2,12.394736842105264,0.3277777777777778,2.0,2.0,2.0,2.0,1.0,1.0,7.0,13.0,1.0,4.0,9.0,15.0,1.0,3.0,3.0,1.0,5.0,12.0,24.0,13.0,7.0,3.0,10.0,1.0,23.0,,,,7.0,,4.0,1.0,,3.0,,8.0,3.0,,,,1.0,2.0,0.8888888888888888,0.6,0.2,0.6,1.0,0.5625,0.4411764705882353,0.875,,,,0.25,,0.058823529411764705,1.0,1.0,1.0,0.38235294117647056,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.3333333333333333,0.25,1.0,0.125,1.0,0.5,0.5384615384615384,0.4806875,24.306666666666665,7.0,2.0,2.0,1.0,,,,3.0,3.0,2.0,1.0,1.0,,,,,,True,,,,,,,,,,,
2753,1610612742,Delonte West,Delonte West,2753,DAL,2884.0,48,-37.0,91,91,33.0,26.0,9.0,182,2.0,5.0,,,,1.0,1.0,5.0,3.0,11.0,2.0,14.0,110.0,,,,,,7.0,,,2.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,,2.0,1.0,,,,,,7.0,33.0,,,,0.2727272727272727,,0.375,,0.4117647058823529,,0.5,,,,19.0,0.09090909090909091,0.05555555555555555,0.07142857142857142,0.08333333333333333,0.046511627906976744,0.15384615384615385,,,0.08333333333333333,0.3333333333333333,,0.08333333333333333,,0.3125,0.4,0.4,,0.0625,,,,0.3125,0.2,0.2,,,,,0.625,0.47977500000000006,0.5649,0.058823529411764705,0.08333333333333333,,0.5,8.51818181818182,0.3626373626373626,1.0,2.0,2.0,4.0,1.0,1.0,,1.0,,1.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,6.0,6.0,1.0,,1.0,3.0,1.0,7.0,,,1.0,2.0,,2.0,,,,,2.0,1.0,,,,,,1.0,0.4,0.5,0.4,0.4,0.5,0.3125,1.0,,,,,0.09090909090909091,0.25,0.5,0.5,1.0,0.0625,,,,,0.2857142857142857,0.5,0.14285714285714285,1.0,0.14285714285714285,,0.4642928571428571,23.360000000000003,2.0,,2.0,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,3809.0,63,2.0,128,122,46.0,35.0,18.0,250,2.0,3.0,,,,2.0,,,2.0,5.0,1.0,17.0,130.0,,,,,,11.0,,,,3.0,3.0,6.0,1.0,7.0,6.0,2.0,4.0,2.0,5.0,1.0,,1.0,1.0,,,,,,11.0,46.0,,,,0.4,,0.5,,0.53125,,0.6875,,,,14.285714285714286,0.08108108108108109,,0.17647058823529413,0.1111111111111111,0.015151515151515152,,,,,0.1111111111111111,0.11764705882352941,0.1875,,0.1875,0.6666666666666666,0.6666666666666666,,0.125,,,,,,,,,,,0.875,0.54708125,0.5334,0.0625,0.2,,0.6470588235294118,5.6,0.359375,1.0,2.0,,,,,4.0,11.0,1.0,5.0,4.0,11.0,1.0,1.0,3.0,3.0,5.0,4.0,6.0,11.0,4.0,5.0,10.0,1.0,25.0,1.0,,,4.0,1.0,2.0,1.0,,2.0,,5.0,3.0,1.0,,,,1.0,0.5,0.36363636363636365,0.6,0.36363636363636365,0.3333333333333333,0.6875,0.6875,0.8,,0.047619047619047616,,,,,,,,0.6875,0.36363636363636365,0.36363636363636365,0.5,1.0,0.25,0.5,,,0.625,0.36363636363636365,0.58821875,24.427272727272726,5.0,4.0,2.0,,,1.0,0.25,6.0,3.0,,,,,,3.0,0.6,,True,,,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,3595.0,60,-13.0,120,116,45.0,30.0,19.0,236,2.0,3.0,2.0,2.0,3.0,6.0,,1.0,5.0,10.0,4.0,14.0,112.0,3.0,4.0,,6.0,,2.0,4.0,,5.0,2.0,8.0,11.0,6.0,17.0,1.0,,1.0,1.0,6.0,3.0,,4.0,2.0,,2.0,2.0,2.0,1.0,2.0,45.0,,0.4,0.6666666666666666,0.5,0.75,0.35714285714285715,0.75,0.4375,0.75,0.2,,,,15.000000000000002,0.21052631578947367,0.10416666666666667,0.14285714285714285,0.19230769230769232,0.08450704225352113,0.14285714285714285,0.09523809523809523,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.29411764705882354,0.15384615384615385,0.5,0.21428571428571427,0.6666666666666666,0.6666666666666666,,0.42857142857142855,0.5,0.5,0.6666666666666666,0.07142857142857142,,,,0.5,1.0,,0.5,0.5114142857142858,0.5804666666666667,0.125,0.16666666666666666,0.42857142857142855,0.14285714285714285,5.700000000000001,0.375,1.0,1.0,,1.0,,1.0,,3.0,,2.0,,4.0,,1.0,2.0,,3.0,6.0,,3.0,,2.0,3.0,,8.0,1.0,1.0,,2.0,,1.0,3.0,2.0,1.0,,5.0,3.0,1.0,1.0,,,3.0,,,,,0.5,0.2,0.2857142857142857,0.4,0.3333333333333333,0.043478260869565216,0.05263157894736842,,,0.07142857142857142,,,,0.21428571428571427,,,,,0.2,1.0,0.2,,0.4,,0.54936,24.25,1.0,2.0,,,,,,,,1.0,,,,,,,4.0,True,,,,,,,,,,,
2073,1610612742,Brian Cardinal,Brian Cardinal,2073,DAL,225.0,4,-8.0,6,7,,1.0,,13,,,,,,,,1.0,,1.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3989,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,419.0,7,2.0,13,14,8.0,5.0,4.0,27,,,,,,1.0,,,,1.0,,,15.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,11.76470588235294,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.48367499999999997,0.52035,,,,,10.2,0.6153846153846154,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,0.447,22.2,,,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,,,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,1169.0,19,-28.0,38,38,11.0,11.0,4.0,76,1.0,3.0,,1.0,,,,,1.0,3.0,1.0,3.0,48.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,3.0,,3.0,1.0,4.0,1.0,1.0,,2.0,3.0,1.0,,2.0,1.0,,,,,,1.0,11.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.375,,0.5,0.3333333333333333,0.3333333333333333,,16.666666666666668,,0.07692307692307693,0.375,0.2,0.05263157894736842,,0.16666666666666666,,,,,0.4,,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,1.0,,,1.0,0.5133666666666666,0.662,0.25,0.25,,0.3333333333333333,1.8333333333333333,0.2894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,2.0,,3.0,2.0,,,,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,
