EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Arc3Assists,BadPassOutOfBoundsTurnovers,BlockingFouls,OffArc3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,DefensiveGoaltends,Offensive Fouls,Defensive 3 Seconds Violations,on,Blocked3s,BlockedCorner3,PenaltyCorner3FGM,SecondChanceArc3FGM,Clear Path Fouls,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Corner3PctBlocked,BlockedArc3
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,10944.0,182,29,341,342,59,63,27,683,5.0,10.0,1.0,4.0,1.0,3.0,6.0,12.0,15.0,30.0,26.0,52.0,13.0,65.0,320,4.0,8.0,8.0,3.0,10.0,2.0,8.0,42.0,10.0,2.0,3.0,3.0,1.0,2.0,6.0,1.0,3.0,7.0,15.0,3.0,25.0,4.0,29.0,3.0,2.0,1.0,7.0,13,1.0,13.0,1.0,14.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,59,1.0,1.0,0.8076923076923077,0.8076923076923077,0.5,0.5,0.3,0.5,0.5,0.3,0.5508474576271186,0.5,0.36363636363636365,0.038461538461538464,0.1,0.03333333333333333,15.817694369973191,0.6,0.1048951048951049,0.023809523809523808,0.17073170731707318,0.03125,0.11956521739130435,0.02531645569620253,0.04,0.030303030303030304,0.07142857142857142,0.06976744186046512,0.125,0.11666666666666667,0.17857142857142858,0.15384615384615385,0.5,0.19230769230769232,0.5,0.5555555555555556,0.6,0.23076923076923078,0.5,0.5,0.8333333333333334,0.5769230769230769,0.5,0.5172413793103449,0.8666666666666667,0.5,0.25,0.3,0.3333333333333333,0.19230769230769232,0.45125961538461545,0.4985666666666666,0.46198000000000006,0.08771929824561403,0.08771929824561403,0.12307692307692308,0.12307692307692308,12.990384615384615,0.17302052785923755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,13845.0,231,54,434,438,94,105,32,872,17.0,28.0,4.0,6.0,3.0,7.0,3.0,11.0,11.0,25.0,31.0,64.0,35.0,124.0,396,5.0,11.0,11.0,6.0,15.0,15.0,30.0,34.0,28.0,4.0,23.0,24.0,4.0,15.0,49.0,,6.0,5.0,35.0,,40.0,7.0,47.0,9.0,6.0,3.0,7.0,17,2.0,30.0,,37.0,13.0,5.0,5.0,2.0,2.0,5.0,2.0,28.0,92,,4.0,0.5483870967741935,0.5666666666666667,0.484375,0.45454545454545453,0.4,0.5,0.35714285714285715,0.39473684210526316,0.5913461538461539,0.39285714285714285,0.5769230769230769,0.0625,0.07142857142857142,0.04,25.31645569620253,,0.18134715025906736,0.040268456375838924,0.1,,0.1646090534979424,0.031746031746031744,0.03333333333333333,0.02666666666666667,,0.15254237288135594,0.17543859649122806,0.2077922077922078,0.1388888888888889,,0.4,0.3146067415730337,0.6071428571428571,0.6538461538461539,0.7058823529411765,0.12359550561797752,0.2727272727272727,0.3,0.3333333333333333,0.2808988764044944,0.44,0.4583333333333333,0.36363636363636365,0.42857142857142855,0.6666666666666666,0.3684210526315789,0.42857142857142855,0.5955056179775281,0.5123806818181819,0.5236863636363637,0.5191916666666667,0.1414141414141414,0.1780821917808219,0.08870967741935484,0.24193548387096775,9.068749999999998,0.21658986175115208,2.0,1.0,9.0,23.0,2.0,1.0,4.0,9.0,25.0,3.0,1.0,1.0,4.0,18.0,9.0,2.0,1.0,22.0,9.0,1.0,1.0,1.0,4.0,1.0,5.0,9.0,5.0,7.0,2.0,4.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,0.6666666666666666,0.36,0.25,0.375,0.2808988764044944,0.04,0.09090909090909091,0.043478260869565216,0.5625,0.2,0.06818181818181818,0.11904761904761904,0.02247191011235955,0.25842696629213485,0.391304347826087,0.4090909090909091,0.6666666666666666,0.5,0.07142857142857142,0.14285714285714285,0.21052631578947367,0.25,0.4090909090909091,0.038461538461538464,25.864,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,11646.0,194,54,358,367,82,68,26,725,15.0,28.0,,1.0,5.0,6.0,5.0,10.0,8.0,22.0,28.0,60.0,7.0,66.0,334,,2.0,,7.0,10.0,2.0,16.0,20.0,36.0,7.0,57.0,71.0,31.0,18.0,156.0,3.0,5.0,2.0,22.0,,24.0,8.0,32.0,14.0,12.0,2.0,1.0,11,,7.0,1.0,11.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,16.0,81,1.0,1.0,0.35714285714285715,0.35714285714285715,0.4666666666666667,,0.7,0.4609375,,0.5833333333333334,0.4782608695652174,,0.5714285714285714,0.11666666666666667,0.17857142857142858,,21.88295165394402,,0.13496932515337423,0.03937007874015748,0.05405405405405406,0.0967741935483871,0.12,0.05063291139240506,0.09523809523809523,0.029411764705882353,0.08333333333333333,0.08333333333333333,0.14583333333333334,0.16417910447761194,0.08,,0.5,0.4375,0.5357142857142857,0.6521739130434783,0.13333333333333333,0.15625,0.5,0.625,0.2,0.34375,0.36363636363636365,0.36363636363636365,0.875,0.5,,0.5,0.8333333333333334,0.5,0.48703671875000004,0.47895,0.4877583333333333,0.058823529411764705,0.047619047619047616,,0.24242424242424243,8.866666666666667,0.22905027932960895,1.0,,1.0,3.0,,,2.0,1.0,4.0,,,,2.0,,3.0,,,3.0,1.0,,14.0,5.0,8.0,,1.0,12.0,10.0,5.0,,2.0,,17.0,5.0,2.0,,,,,,1.0,,,0.25,,0.25,0.0625,,0.2,,0.7058823529411765,,0.02631578947368421,0.03571428571428571,0.015625,0.046875,0.3333333333333333,0.3333333333333333,,,,,0.16666666666666666,,0.3333333333333333,0.2,25.674999999999997,9.0,3.0,1.0,0.10526315789473684,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200797,1610612738,Ryan Hollins,Ryan Hollins,200797,BOS,1119.0,19,9,30,33,9,7,3,63,2.0,2.0,,,,,,1.0,,,2.0,3.0,3.0,7.0,24,,,,,1.0,,,4.0,,,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,,3.0,2.0,5.0,,,,,2,,4.0,,3.0,2.0,,1.0,1.0,,1.0,1.0,,8,,,1.0,1.0,0.6666666666666666,,,0.6666666666666666,,,0.875,,,,,,11.428571428571429,,0.08333333333333333,0.125,0.4,0.2,0.17647058823529413,0.15384615384615385,,,0.3333333333333333,,,0.14285714285714285,0.4,,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,0.4657,,0.2807,0.5,0.5,,,3.766666666666667,0.3,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,14901.0,248,63,463,467,102,106,35,930,14.0,27.0,,1.0,2.0,8.0,1.0,3.0,5.0,16.0,20.0,46.0,12.0,67.0,424,1.0,2.0,6.0,3.0,11.0,3.0,9.0,30.0,10.0,7.0,7.0,8.0,1.0,3.0,17.0,,3.0,8.0,9.0,,17.0,3.0,20.0,8.0,2.0,6.0,8.0,20,1.0,11.0,,18.0,5.0,4.0,6.0,2.0,2.0,6.0,5.0,7.0,100,3.0,1.0,0.75,0.75,0.43478260869565216,0.5,0.2727272727272727,0.40441176470588236,0.4166666666666667,0.2,0.43506493506493504,0.42857142857142855,0.2647058823529412,0.15217391304347827,0.2222222222222222,,17.193675889328066,,0.04390243902439024,0.019230769230769232,0.14814814814814814,,0.06563706563706563,0.015,,,,0.01639344262295082,0.06451612903225806,0.04878048780487805,0.07692307692307693,0.3333333333333333,0.8333333333333334,0.39705882352941174,0.5185185185185185,0.6666666666666666,0.8571428571428571,0.04411764705882353,0.3333333333333333,0.5,1.0,0.23529411764705882,0.3125,0.3125,0.4,0.16666666666666666,,0.5333333333333333,0.25,0.7205882352941176,0.5463338235294116,0.49629,0.5582266666666665,0.0684931506849315,0.09803921568627451,0.08955223880597014,0.13432835820895522,7.789130434782609,0.2203023758099352,18.0,3.0,,4.0,1.0,,1.0,5.0,22.0,4.0,1.0,,4.0,15.0,,,,4.0,,,1.0,,3.0,,1.0,6.0,4.0,4.0,1.0,2.0,1.0,10.0,2.0,,,1.0,1.0,,,,2.0,1.0,0.22727272727272727,,0.22727272727272727,0.3235294117647059,,0.3333333333333333,,0.6,,0.06521739130434782,0.027777777777777776,0.2647058823529412,0.058823529411764705,,,,,0.5,0.16666666666666666,0.06666666666666667,,,,23.818181818181817,1.0,,2.0,,5.0,1.0,3.0,1.0,1.0,1.0,0.25,0.2777777777777778,0.2777777777777778,1.0,0.3333333333333333,1.0,0.2,,,,True,,,,,,,,,,,,
201880,1610612738,Greg Stiemsma,Greg Stiemsma,201880,BOS,1328.0,22,-13,42,41,11,12,6,83,1.0,2.0,,,,,,,,,1.0,2.0,,2.0,46,,,,,,,,2.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,6.0,2.0,11.0,2.0,13.0,,,,2.0,3,,1.0,,,,,2.0,2.0,,2.0,1.0,,11,,,1.0,1.0,0.5,,,0.5,,,0.5,,,0.5,0.5,,6.25,1.0,0.4,0.05555555555555555,0.42857142857142855,0.14285714285714285,0.4090909090909091,0.08,,0.125,,0.16666666666666666,,0.625,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,1.0,0.4444,,,,,,,2.3,0.2619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,12633.0,211,78,395,396,73,78,26,791,12.0,14.0,1.0,1.0,2.0,3.0,15.0,28.0,22.0,45.0,49.0,87.0,18.0,116.0,347,2.0,3.0,8.0,11.0,17.0,4.0,26.0,76.0,22.0,1.0,15.0,16.0,8.0,5.0,33.0,3.0,3.0,12.0,43.0,2.0,57.0,6.0,63.0,8.0,8.0,,8.0,18,1.0,23.0,3.0,22.0,11.0,2.0,10.0,8.0,2.0,10.0,4.0,26.0,71,1.0,2.0,0.7755102040816326,0.8085106382978723,0.5632183908045977,0.6666666666666666,0.6470588235294118,0.5632183908045977,0.6666666666666666,0.6470588235294118,0.6041666666666666,0.8,0.6842105263157895,0.011494252873563218,,0.022222222222222223,26.107226107226108,0.5,0.2388888888888889,0.023076923076923078,0.26666666666666666,0.08823529411764706,0.24444444444444444,0.036585365853658534,,0.029850746268656716,,0.18867924528301888,0.23214285714285715,0.28169014084507044,0.2571428571428571,0.3,0.4,0.16091954022988506,0.8571428571428571,0.8571428571428571,0.75,0.3218390804597701,0.5357142857142857,0.5357142857142857,0.6666666666666666,0.5172413793103449,0.4888888888888889,0.5,0.8636363636363636,0.3333333333333333,1.0,0.17647058823529413,0.6666666666666666,0.16091954022988506,0.43234712643678175,0.4128,0.42029999999999995,0.11702127659574468,0.11702127659574468,0.06896551724137931,0.22413793103448276,12.791954022988508,0.1848101265822785,,,,,,,,,,,4.0,,,,,4.0,,,,,1.0,,2.0,,,6.0,4.0,10.0,2.0,2.0,2.0,16.0,4.0,1.0,,,,4.0,,,,,,,,,,,,0.375,,0.027777777777777776,,,,,,,,,,,,,,,1.0,2.0,,0.15789473684210525,,,,,,1.0,,,,,,,,1.0,3.0,2.0,True,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,2902.0,48,19,85,86,35,24,7,171,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,5.0,,15.0,83,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,4.0,,,1.0,,,3.0,,2.0,,4.0,,4.0,2.0,6.0,2.0,1.0,1.0,1.0,3,1.0,,,,,,,,,,,5.0,35,,,0.3333333333333333,0.3333333333333333,0.6,1.0,1.0,0.75,1.0,0.8333333333333334,0.75,1.0,0.8333333333333334,,,,11.702127659574469,,0.09090909090909091,0.08695652173913043,,,0.0784313725490196,0.06451612903225806,,,,0.16666666666666666,,0.13333333333333333,,,,0.1,1.0,1.0,1.0,0.1,1.0,1.0,,0.3,0.3333333333333333,0.3333333333333333,,,,,,0.6,0.496305,0.4535,0.48868333333333336,,,0.13333333333333333,0.3333333333333333,11.959999999999999,0.4117647058823529,,,3.0,5.0,,1.0,2.0,3.0,5.0,,,1.0,2.0,9.0,,,,5.0,3.0,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,1.0,0.6,0.5,0.6,0.5,,,,1.0,,0.2,,,0.5,0.6,0.6,1.0,,,,0.6666666666666666,0.5,0.6,,26.3,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2039,1610612738,Keyon Dooling,Keyon Dooling,2039,BOS,1550.0,26,4,48,44,8,13,5,92,1.0,1.0,,,,,,,,,1.0,1.0,,8.0,42,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1,,2.0,,,,,1.0,,1.0,1.0,,,8,,,1.0,1.0,1.0,,,0.8,,,0.8,,,,,,9.615384615384615,,,,,,,,,,,,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.5875100000000001,,,,,,,0.8,0.16666666666666666,2.0,,1.0,2.0,,,,2.0,4.0,,,,,6.0,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.5,,0.5,0.8,,,,,,,,0.4,0.4,0.5,0.5,1.0,,,,,,0.5,,24.525,,,,,1.0,,,,,,,0.5,0.5,1.0,,,,,,,True,,,,,,,,,,,,
2562,1610612738,Sasha Pavlovic,Sasha Pavlovic,2562,BOS,715.0,12,6,22,22,11,17,5,44,2.0,3.0,1.0,1.0,1.0,1.0,,,,,2.0,3.0,,4.0,16,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,2,,,,,,,,,,,,2.0,11,,,0.5,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.5,0.4,1.0,0.5,,,,20.0,,,0.1111111111111111,,,,0.08333333333333333,,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,1.0,1.0,0.5,1.0,1.0,0.6129,0.676,0.565125,,,0.5,0.5,0.8333333333333334,0.5,,,,2.0,,,1.0,,2.0,,,,1.0,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,0.2,0.3333333333333333,,0.4,,,,,,,0.5,,,,25.05,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
