EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,FG2A,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Fouls,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,FG3A,FG3APct,Corner3Frequency,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,Points,PtsUnassisted2s,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Blocked3s,BlockedArc3,RecoveredBlocks,LongMidRangePctBlocked,BlocksRecoveredPct,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,ThreePtAssists,Arc3Assists,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFrequency,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PtsPutbacks,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,DefFTReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,209.0,3,-5,8,7,15,7,1.0,1.0,1.0,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202354,1610612748,Dexter Pittman,Dexter Pittman,202354,MIA,457.0,8,3,16,14,30,14,,,,,,,6.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,11.76470588235294,1.0,1.0,0.5347,1.75,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,209.0,3,-5,8,7,15,7,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,1.0,0.61035,,,1.0,1.0,1.0,1.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,209.0,3,-5,8,7,15,7,,1.0,1.0,,0.25,,,,,,2.0,,,,,,,,,,,,,,37.5,,,0.43975,13.95,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,209.0,3,-5,8,7,15,7,,1.0,1.0,,0.25,,,,,,2.0,1.0,,,,,,,,,1.0,,0.5,,25.0,,,0.41015,16.25,,,,,,,,,2.0,,,,1.0,,,,,,,,,,0.5,0.5,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202227,1610612748,Terrel Harris,Terrel Harris,202227,MIA,248.0,4,8,8,7,15,7,,2.0,2.0,,0.25,,6.0,7.0,1.0,,1.0,,,,,,,,,,,6.0,,,11.11111111111111,,,0.3693,18.2,0.75,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,1.0,1.0,1.0,,0.3333333333333333,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3693,0.3693,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,248.0,4,8,8,7,15,7,,,,,,,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,6.0,1.0,1.0,22.22222222222222,1.0,1.0,0.5806,1.8,0.75,,,,,,,,,,2.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,0.5,,,,,,,0.5806,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,248.0,4,8,8,7,15,7,,1.0,1.0,,0.125,,6.0,7.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,6.0,,,33.333333333333336,,0.6666666666666666,0.4556833333333334,21.1,0.75,,2.0,0.6666666666666666,,25.3,,,1.0,1.0,8.0,,1.0,,,,,,1.0,1.3333333333333333,1.3333333333333333,,0.16666666666666666,0.3333333333333333,,,,0.3333333333333333,,,,,,1.0,,,,1.0,1.0,8.0,2.0,8.0,1.0,1.0,,1.0,,1.3333333333333333,,1.3333333333333333,,,1.0,1.0,1.0,,0.4556833333333334,,1.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1610612748,Juwan Howard,Juwan Howard,436,MIA,248.0,4,8,8,7,15,7,,,,,,,6.0,7.0,1.0,,1.0,,,,,,,,,,,6.0,,,22.22222222222222,,,0.3864,18.7,0.75,,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,0.75,,,,,,,1.0,,,,,,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101142,1610612748,Ronny Turiaf,Ronny Turiaf,101142,MIA,7234.0,121,2,223,228,451,218,7.0,20.0,31.0,0.23333333333333334,0.16260162601626016,0.23809523809523808,43.0,57.0,26.0,16.0,18.0,3.0,1.0,1.0,,2.0,23.0,2.0,8.0,2.0,8.0,43.0,0.16666666666666666,0.125,11.462450592885377,0.8888888888888888,0.8888888888888888,0.6026944444444443,2.1333333333333333,0.19282511210762332,,,,,,,1.0,1.0,10.0,23.0,6.0,13.0,1.0,1.0,2.0,1.0,6.0,0.5555555555555556,0.5555555555555556,0.5,0.3333333333333333,0.13978494623655913,0.20689655172413793,0.05555555555555555,,,0.05555555555555555,,,6.0,,0.75,,3.0,7.0,6.0,2.0,4.0,5.0,14.0,5.0,0.7,0.875,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.125,0.09375,,,,0.61066,0.662725,0.2608695652173913,0.21739130434782608,4.0,3.0,1.0,,,13.0,11.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,0.22727272727272727,0.22727272727272727,False,10.0,3.0,6.0,2.0,4.0,1.0,4.0,7.0,11.0,1.0,1.0,4.0,3.0,1.0,9.0,1.0,4.0,1.0,2.0,1.0,6.0,1.0,4.0,1.0,0.10144927536231885,0.11428571428571428,0.10576923076923077,0.09090909090909091,0.08,0.13636363636363635,0.12,0.1,0.2222222222222222,0.25,0.625,0.7142857142857143,0.7,0.8571428571428571,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
