EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,BlockingFouls,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls Drawn,Arc3PctBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls,HeaveAttempts,OffensiveGoaltends,DefensiveGoaltends,on,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,BlockedLongMidRange
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,20289.0,338,81.0,649,645,135,124,74,1294,29.0,49.0,5.0,6.0,6.0,8.0,29.0,64.0,23.0,48.0,1.0,81.0,161.0,1.0,28.0,190.0,633,13.0,20.0,6.0,32.0,15.0,25.0,12.0,42.0,92.0,70.0,8.0,1.0,18.0,19.0,10.0,29.0,5.0,5.0,14.0,1.0,4.0,68.0,6.0,19.0,3.0,9.0,62.0,2.0,73.0,28.0,101.0,2.0,7.0,6.0,1.0,13.0,5.0,4.0,1.0,8.0,1.0,17.0,3.0,3.0,11.0,23.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,39.0,7.0,21.0,2.0,22.0,15.0,7.0,22.0,6.0,42.0,134,1.0,2.0,0.5679012345679012,0.5974025974025974,0.5031055900621118,0.65,0.6,0.5,0.65,0.6,0.5337078651685393,0.6666666666666666,0.65625,0.006172839506172839,0.11180124223602485,0.16326530612244897,0.140625,0.020833333333333332,26.494565217391305,0.7647058823529411,0.125,0.15789473684210525,0.23754789272030652,0.084070796460177,0.18,0.075,0.2282958199356913,0.08169934640522876,0.1044776119402985,0.08333333333333333,0.06666666666666667,0.08,0.06666666666666667,0.2,0.24210526315789474,0.26744186046511625,0.21621621621621623,0.07692307692307693,0.031746031746031744,0.2727272727272727,0.30246913580246915,0.5918367346938775,0.7073170731707317,0.6206896551724138,0.3950617283950617,0.453125,0.5272727272727272,0.20689655172413793,0.2962962962962963,0.4791666666666667,0.48936170212765956,0.9565217391304348,0.006172839506172839,0.3,0.8333333333333334,0.2,0.32,0.75,0.30864197530864196,0.44967067901234575,0.4483166666666667,0.45643999999999996,0.11931818181818182,0.12,0.16842105263157894,0.22105263157894736,9.079503105590062,24.1,0.20801232665639446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,3847.0,64,-37.0,123,128,53,39,14,251,2.0,3.0,,,,,1.0,2.0,,,10.0,3.0,5.0,11.0,5.0,35.0,178,,,,9.0,,1.0,,9.0,2.0,4.0,,10.0,,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,,,,1.0,1.0,2.0,4.0,,4.0,,3.0,2.0,1.0,1.0,1.0,2.0,,,,3.0,,,3.0,9.0,,,1.0,3.0,,,,6.0,,,,,,,,,9.0,53,3.0,,0.3333333333333333,0.3333333333333333,0.6,,,0.9375,1.125,0.75,0.9722222222222222,1.125,0.75,0.6875,,,,,15.217391304347828,0.3333333333333333,0.3333333333333333,,0.03225806451612903,,0.1111111111111111,,0.05,,,,,,,,0.07692307692307693,,0.2,,,,0.1875,0.6666666666666666,0.6666666666666666,,0.125,0.5,0.5,1.0,,,,,0.625,,,,,,0.875,0.51285625,0.5023124999999999,0.4856333333333333,0.1111111111111111,,0.2571428571428571,0.2571428571428571,5.24,24.281818181818185,0.43089430894308944,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,5.0,8.0,3.0,4.0,3.0,5.0,24.0,7.0,1.0,2.0,1.0,0.7272727272727273,0.75,0.6,0.7272727272727273,0.0625,1.0,1.0,1.0,0.7,0.7,1.0,0.25,1.0,1.0,0.75,0.6666666666666666,1.0,0.8333333333333334,0.6,0.7,0.15384615384615385,,,,,,,,,,,,,,,,,,True,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,10471.0,175,-21.0,350,344,138,114,41,694,14.0,22.0,1.0,2.0,8.0,11.0,3.0,8.0,3.0,6.0,22.0,20.0,36.0,28.0,18.0,88.0,377,3.0,6.0,3.0,12.0,10.0,17.0,12.0,41.0,18.0,22.0,2.0,22.0,7.0,14.0,6.0,20.0,3.0,3.0,9.0,1.0,4.0,46.0,1.0,2.0,,3.0,11.0,1.0,15.0,3.0,18.0,1.0,7.0,4.0,3.0,13.0,10.0,6.0,,3.0,,19.0,2.0,7.0,8.0,19.0,2.0,,3.0,22.0,,1.0,4.0,23.0,2.0,10.0,2.0,2.0,1.0,1.0,2.0,1.0,39.0,137,1.0,,0.45,0.47368421052631576,0.5555555555555556,0.5,0.5882352941176471,0.546875,0.5625,0.5370370370370371,0.5878378378378378,0.6666666666666666,0.5882352941176471,0.4375,0.19444444444444445,0.18181818181818182,0.25,0.16666666666666666,23.05764411027569,0.6842105263157895,0.07142857142857142,,0.09565217391304348,0.01904761904761905,0.09090909090909091,0.017857142857142856,0.0945945945945946,0.018633540372670808,0.02857142857142857,0.023809523809523808,,,0.045454545454545456,0.06060606060606061,0.021739130434782608,0.2222222222222222,0.12,,0.038461538461538464,0.5,0.34375,0.6363636363636364,0.7777777777777778,0.42857142857142855,0.125,0.375,0.5,,0.09375,0.5,0.6,1.0,0.34375,0.25,0.5,,0.4074074074074074,0.7272727272727273,0.78125,0.5270062499999999,0.44189285714285714,0.5212851851851851,0.1388888888888889,0.22727272727272727,0.13636363636363635,0.4659090909090909,5.161111111111111,24.810714285714287,0.3942857142857143,2.0,6.0,,1.0,8.0,1.0,1.0,2.0,8.0,10.0,1.0,2.0,3.0,10.0,27.0,8.0,1.0,,0.9,0.35714285714285715,0.5,0.3,0.35714285714285715,0.09375,0.3333333333333333,0.4,1.0,0.36363636363636365,0.36363636363636365,0.875,0.125,,,0.125,1.0,1.0,0.2962962962962963,0.25,0.36363636363636365,,1.0,2.0,3.0,1.0,1.0,1.0,0.03571428571428571,0.16666666666666666,0.07407407407407407,0.5,,,,,,,,True,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,3986.0,66,-44.0,129,128,41,34,14,257,,1.0,,,,,2.0,4.0,1.0,5.0,10.0,3.0,10.0,10.0,7.0,19.0,161,1.0,2.0,2.0,4.0,1.0,2.0,4.0,9.0,2.0,4.0,,10.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,,1.0,13.0,,,,1.0,5.0,,6.0,,6.0,,,,,4.0,2.0,3.0,2.0,2.0,,7.0,,4.0,3.0,4.0,,,1.0,7.0,1.0,1.0,,9.0,1.0,3.0,2.0,,,,,,9.0,41,,2.0,0.3333333333333333,0.3333333333333333,0.3,0.5,0.5,0.3,0.5,0.5,0.3958333333333333,0.6666666666666666,0.6428571428571429,0.5,0.1,,,0.2,21.52777777777778,0.5714285714285714,,,0.14705882352941177,,0.1111111111111111,,0.13953488372093023,,,,,,,,0.29411764705882354,,,0.25,,,0.05,,,,0.2,0.5,0.5,,0.25,0.2,0.25,1.0,0.5,,,,,,0.55,0.45370999999999995,0.3719,0.43392,0.13636363636363635,0.25,0.21052631578947367,0.47368421052631576,10.920000000000002,25.42,0.3178294573643411,,,,,2.0,,,1.0,3.0,2.0,,,1.0,3.0,3.0,2.0,,,0.5,0.2,,0.3333333333333333,0.2,,,,,0.2,0.2222222222222222,0.5,,,,,,,0.6,0.3333333333333333,0.2,,,,3.0,1.0,,,0.1,,,,1.0,0.1,,,,,,True,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,22732.0,379,33.0,729,730,173,163,81,1459,17.0,28.0,4.0,6.0,3.0,4.0,8.0,14.0,2.0,8.0,13.0,27.0,50.0,40.0,13.0,121.0,756,5.0,8.0,2.0,21.0,4.0,7.0,2.0,19.0,32.0,22.0,8.0,13.0,9.0,4.0,4.0,8.0,2.0,2.0,2.0,1.0,1.0,20.0,3.0,13.0,2.0,14.0,42.0,9.0,65.0,18.0,83.0,4.0,17.0,12.0,5.0,4.0,1.0,9.0,1.0,3.0,2.0,13.0,2.0,2.0,9.0,23.0,1.0,,,19.0,,2.0,,16.0,4.0,9.0,1.0,6.0,2.0,4.0,6.0,5.0,19.0,172,1.0,1.0,0.5925925925925926,0.6956521739130435,0.54,0.625,0.5714285714285714,0.6,0.7307692307692307,0.4722222222222222,0.6302083333333334,0.75,0.5,0.4444444444444444,0.18,0.32142857142857145,,,13.228155339805825,0.3076923076923077,0.42857142857142855,0.08333333333333333,0.15,0.05416666666666667,0.24561403508771928,0.03125,0.1661721068249258,0.047619047619047616,0.05714285714285714,0.044444444444444446,0.0625,0.05,,0.11904761904761904,0.1485148514851485,0.17894736842105263,0.14634146341463414,0.5,0.1111111111111111,0.8333333333333334,0.3111111111111111,0.6071428571428571,0.8947368421052632,0.6470588235294118,0.15555555555555556,0.5714285714285714,0.5714285714285714,0.625,0.08888888888888889,0.25,0.25,,0.14444444444444443,0.46153846153846156,0.6666666666666666,,0.2222222222222222,0.75,0.7555555555555555,0.5667488888888891,0.5763818181818181,0.5720555555555555,0.09473684210526316,0.16363636363636364,0.17355371900826447,0.15702479338842976,5.888,23.832500000000003,0.23731138545953362,11.0,27.0,1.0,3.0,7.0,2.0,2.0,,2.0,18.0,3.0,5.0,3.0,11.0,54.0,7.0,3.0,,1.0,0.45,0.6,0.2727272727272727,0.45,0.3,0.4074074074074074,0.4074074074074074,1.0,0.5384615384615384,0.5384615384615384,1.0,0.23076923076923078,0.3333333333333333,1.0,0.15384615384615385,1.0,1.0,0.1111111111111111,,0.5384615384615384,,3.0,9.0,,,1.0,,,,0.5,0.3333333333333333,,,1.0,1.0,,,,True,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,20749.0,346,74.0,658,659,141,134,76,1317,24.0,38.0,1.0,2.0,7.0,11.0,20.0,54.0,18.0,52.0,9.0,62.0,144.0,17.0,43.0,185.0,657,2.0,9.0,2.0,9.0,12.0,28.0,17.0,41.0,30.0,94.0,4.0,8.0,17.0,39.0,23.0,62.0,16.0,7.0,18.0,7.0,14.0,147.0,,7.0,,3.0,21.0,,24.0,7.0,31.0,2.0,9.0,3.0,6.0,14.0,8.0,11.0,3.0,6.0,2.0,25.0,1.0,6.0,6.0,16.0,,,1.0,46.0,2.0,4.0,4.0,51.0,4.0,18.0,9.0,,,,,,41.0,140,2.0,7.0,0.24193548387096775,0.25,0.4305555555555556,0.2222222222222222,0.42857142857142855,0.4409937888198758,0.3181818181818182,0.36363636363636365,0.5,0.375,0.47674418604651164,0.10559006211180125,0.11805555555555555,0.18421052631578946,0.12962962962962962,0.057692307692307696,27.978580990629183,0.56,,,0.07894736842105263,0.03125,0.058823529411764705,,0.07570977917981073,0.022950819672131147,0.031746031746031744,0.03571428571428571,0.025974025974025976,,,0.06097560975609756,0.10638297872340426,0.06666666666666667,0.08108108108108109,,0.02666666666666667,,0.2360248447204969,0.631578947368421,0.7741935483870968,0.125,0.33540372670807456,0.37037037037037035,0.425531914893617,0.15,0.32298136645962733,0.34615384615384615,0.3673469387755102,0.5,0.055900621118012424,0.18181818181818182,0.5,,0.3333333333333333,0.6363636363636364,0.3416149068322981,0.4741165625,0.48606666666666665,0.4849796875,0.10285714285714286,0.11392405063291139,0.04864864864864865,0.22162162162162163,10.077777777777776,25.5,0.21428571428571427,3.0,8.0,,,3.0,1.0,2.0,,5.0,6.0,1.0,2.0,,5.0,15.0,3.0,5.0,,0.8333333333333334,0.35294117647058826,0.5,,0.375,0.049689440993788817,0.375,0.375,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.18181818181818182,0.5,,0.15151515151515152,,0.375,,,,3.0,,,1.0,,,,,2.0,,,,1.0,,,True,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,15126.0,252,80.0,488,491,66,82,54,979,14.0,24.0,4.0,8.0,1.0,1.0,3.0,5.0,1.0,6.0,12.0,18.0,35.0,13.0,4.0,61.0,458,4.0,9.0,,8.0,2.0,2.0,,7.0,16.0,20.0,6.0,12.0,2.0,21.0,10.0,31.0,6.0,4.0,10.0,5.0,6.0,72.0,6.0,10.0,1.0,3.0,21.0,3.0,27.0,17.0,44.0,4.0,9.0,6.0,3.0,9.0,5.0,3.0,1.0,4.0,1.0,12.0,2.0,2.0,11.0,21.0,,,,9.0,2.0,1.0,,6.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,7.0,65,2.0,,0.4444444444444444,0.5333333333333333,0.5142857142857142,0.4444444444444444,1.0,0.59375,0.4444444444444444,0.7,0.5980392156862745,0.4444444444444444,0.7,0.2708333333333333,0.05714285714285714,0.08333333333333333,,,11.231884057971016,0.75,0.21428571428571427,0.08333333333333333,0.10294117647058823,0.056818181818181816,0.08571428571428572,0.1111111111111111,0.100418410041841,0.06956521739130435,0.10909090909090909,0.03571428571428571,0.03076923076923077,0.12121212121212122,0.09523809523809523,0.16666666666666666,0.05333333333333334,0.10144927536231885,0.037037037037037035,0.25,0.19047619047619047,0.3333333333333333,0.5,0.5833333333333334,0.6363636363636364,0.5,0.10416666666666667,0.6,0.6,,0.125,0.16666666666666666,0.16666666666666666,1.0,0.25,0.8888888888888888,0.5,,0.2,1.0,0.7708333333333334,0.5286343750000001,0.5393625,0.5315899999999999,0.06,0.08108108108108109,0.13114754098360656,0.11475409836065574,5.091428571428571,24.530769230769234,0.13524590163934427,,1.0,,,7.0,,,1.0,2.0,7.0,,,1.0,3.0,21.0,7.0,1.0,,1.0,0.5384615384615384,,0.3333333333333333,0.5384615384615384,0.020833333333333332,,,,0.5833333333333334,0.5833333333333334,1.0,,,,,,,0.4,0.5,0.5833333333333334,,,1.0,,,2.0,,,,0.2,,,,,3.0,,,,True,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,2657.0,44,-32.0,84,85,24,25,6,169,6.0,6.0,1.0,1.0,,,,,,,,6.0,6.0,,2.0,14.0,116,1.0,1.0,,2.0,,,1.0,1.0,10.0,2.0,2.0,,,1.0,2.0,3.0,,2.0,1.0,,,8.0,,2.0,,,5.0,,5.0,2.0,7.0,,,,,1.0,,2.0,,1.0,,3.0,,1.0,4.0,7.0,,,1.0,4.0,,,,5.0,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,24,,,0.8333333333333334,1.0,1.0,1.0,,1.0,1.0,,0.875,1.0,0.5,,,,,,12.222222222222221,0.3333333333333333,,,0.19230769230769232,0.15384615384615385,,,0.15151515151515152,0.07692307692307693,0.3333333333333333,,0.3333333333333333,,,0.125,0.1111111111111111,0.3333333333333333,,,,1.0,1.0,1.0,1.0,0.8333333333333334,,,,,,,,,,1.0,1.0,,,,1.0,0.5824999999999999,0.6514,,0.375,0.375,0.14285714285714285,0.07142857142857142,1.5,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,True,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,10958.0,183,73.0,342,348,47,61,32,690,10.0,15.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,20.0,14.0,24.0,37.0,2.0,69.0,321,3.0,3.0,,6.0,1.0,2.0,1.0,6.0,20.0,8.0,,20.0,4.0,9.0,1.0,10.0,1.0,,4.0,,5.0,21.0,,1.0,,3.0,21.0,,24.0,1.0,25.0,,6.0,4.0,2.0,6.0,5.0,4.0,,1.0,,10.0,,2.0,11.0,19.0,2.0,,1.0,7.0,,,,4.0,,1.0,1.0,8.0,4.0,4.0,8.0,4.0,6.0,47,1.0,1.0,0.7142857142857143,0.7142857142857143,0.5833333333333334,1.0,0.5,0.5491803278688525,0.6,0.3125,0.5476190476190477,0.6,0.3333333333333333,0.6065573770491803,0.16666666666666666,0.13333333333333333,0.6666666666666666,,19.16010498687664,0.6,,,0.1337579617834395,0.008849557522123894,0.11538461538461539,,0.13114754098360656,0.006493506493506494,,,0.022222222222222223,,,0.11538461538461539,0.11764705882352941,0.16666666666666666,0.17647058823529413,,,0.5,0.2459016393442623,0.6666666666666666,0.7692307692307693,0.9,0.04918032786885246,0.3333333333333333,1.0,,0.09836065573770492,0.5,0.5,0.3333333333333333,0.32786885245901637,0.2,1.0,1.0,0.25,0.5,0.8524590163934426,0.5523625,0.49143,0.5343874999999999,0.016129032258064516,0.04,0.08695652173913043,0.08695652173913043,6.05,24.86216216216216,0.13742690058479531,8.0,17.0,,1.0,5.0,,1.0,,2.0,13.0,,2.0,1.0,6.0,39.0,5.0,1.0,,1.0,0.35135135135135137,,0.16666666666666666,0.35135135135135137,0.2786885245901639,0.47058823529411764,0.47058823529411764,1.0,0.25,0.25,1.0,0.2,,,0.2,,,0.25,,0.25,,1.0,4.0,,,2.0,,,,0.5,0.25,2.0,,,,,,1.0,True,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,1000.0,17,-16.0,32,31,20,13,3,63,3.0,4.0,1.0,1.0,3.0,4.0,,1.0,,,,3.0,5.0,,,6.0,45,1.0,1.0,,2.0,3.0,5.0,,6.0,4.0,2.0,2.0,,1.0,,,,,,,,,,,2.0,,,2.0,1.0,3.0,2.0,5.0,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,6.0,20,,,0.6666666666666666,1.0,0.6,1.0,0.6,0.6,1.0,0.6,0.6,1.0,0.6,,0.2,0.25,,,13.88888888888889,,1.0,,0.2857142857142857,0.2,,,0.2857142857142857,0.14285714285714285,,0.3333333333333333,0.2,,,,0.5,0.2,,,,,0.8,0.75,1.0,0.6666666666666666,0.2,,,,,,,,,1.0,1.0,,0.8,0.75,0.8,0.6250199999999999,0.5054,0.6250199999999999,,,0.3333333333333333,1.0,1.78,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,
