EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,FTDefRebounds,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,Offensive Fouls,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedCorner3
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,8571.0,143,28,266,258,77,89.0,29,524,7.0,16.0,1.0,1.0,4.0,6.0,4.0,10.0,8.0,14.0,4.0,20.0,1.0,5.0,2.0,6.0,19.0,40,4.0,20.0,18.0,68.0,234,1.0,3.0,1.0,5.0,5.0,7.0,10,2.0,6.0,6.0,26.0,10.0,28.0,12.0,2.0,20.0,4.0,4.0,12.0,12.0,8.0,1.0,3.0,24.0,2.0,5.0,7.0,12.0,2.0,14.0,6.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,6.0,23.0,2.0,1.0,27.0,1.0,9.0,2.0,2.0,26.0,77,1.0,2.0,0.2631578947368421,0.2777777777777778,1.0,0.2,0.2,0.3333333333333333,0.2,0.475,0.3333333333333333,0.7,0.4166666666666667,0.3125,0.625,0.4722222222222222,0.3125,0.6190476190476191,0.3333333333333333,0.1,0.1875,0.1,25.675675675675677,0.75,0.061946902654867256,0.019801980198019802,0.18518518518518517,0.08571428571428572,0.015625,0.03225806451612903,0.03225806451612903,0.02857142857142857,0.12244897959183673,0.1111111111111111,0.3333333333333333,0.26666666666666666,0.4375,0.5384615384615384,0.2857142857142857,0.16666666666666666,0.4,0.4444444444444444,0.23333333333333334,0.5714285714285714,0.5714285714285714,0.375,0.3333333333333333,0.2,0.2,1.0,0.125,1.0,0.625,0.2,1.0,0.375,0.6666666666666666,0.375,0.3333333333333333,0.6,0.2,0.47479166666666667,0.4935666666666667,0.4864875,0.15714285714285714,0.1875,0.09090909090909091,0.07352941176470588,0.38235294117647056,9.2825,25.675,0.2894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,21376.0,356,-28,655,650,106,132.0,73,1305,9.0,17.0,4.0,7.0,1.0,1.0,21.0,42.0,16.0,40.0,,,,,,,46.0,99,,,20.0,112.0,632,8.0,14.0,,,20.0,8.0,12,,,3.0,19.0,62.0,30.0,,6.0,,,3.0,7.0,7.0,5.0,,2.0,14.0,20.0,3.0,34.0,41.0,22.0,63.0,11.0,6.0,5.0,5.0,1.0,1.0,2.0,4.0,7.0,,,18.0,36.0,28.0,1.0,,32.0,2.0,16.0,,1.0,19.0,106,1.0,1.0,0.6739130434782609,0.7209302325581395,,,,,,0.46464646464646464,0.5714285714285714,0.6666666666666666,0.46464646464646464,0.5714285714285714,0.6666666666666666,0.49122807017543857,0.5555555555555556,0.6785714285714286,,0.030303030303030304,0.17647058823529413,,16.462585034013607,0.7142857142857143,0.12830188679245283,0.07194244604316546,0.05172413793103448,0.11455108359133127,0.0650887573964497,0.11764705882352941,0.02702702702702703,0.14864864864864866,0.08661417322834646,0.046511627906976744,0.06666666666666667,0.1717171717171717,0.5294117647058824,0.6428571428571429,0.6666666666666666,0.42424242424242425,0.5,0.5,0.40404040404040403,0.4,0.4,0.75,,,,,0.5,0.5714285714285714,,,,0.08333333333333333,1.0,,,0.1717171717171717,,0.4388535353535354,0.48722999999999994,0.42701666666666666,0.1415929203539823,0.1415929203539823,,0.17857142857142858,0.16964285714285715,11.355555555555554,,0.1618320610687023,4.0,2.0,4.0,2.0,2.0,1.0,20.0,12.0,1.0,7.0,20.0,10.0,1.0,1.0,0.25,0.03333333333333333,0.06722689075630252,0.0392156862745098,0.1875,0.5,0.6190476190476191,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,12997.0,217,-8,399,396,49,65.0,42,795,14.0,28.0,3.0,6.0,,3.0,4.0,13.0,11.0,25.0,1.0,2.0,,,,1.0,29.0,66,1.0,2.0,11.0,72.0,374,4.0,7.0,,,10.0,3.0,9,,1.0,6.0,12.0,50.0,8.0,3.0,2.0,2.0,1.0,6.0,15.0,15.0,6.0,5.0,4.0,30.0,4.0,9.0,27.0,41.0,7.0,48.0,3.0,3.0,,9.0,3.0,7.0,7.0,2.0,16.0,1.0,,9.0,18.0,15.0,2.0,,13.0,1.0,4.0,,3.0,12.0,49,1.0,3.0,0.8620689655172413,0.8928571428571429,1.0,0.5,,,0.5,0.4393939393939394,0.5714285714285714,0.3333333333333333,0.4485294117647059,0.5714285714285714,0.3,0.4864864864864865,0.625,0.42857142857142855,0.029411764705882353,0.09090909090909091,0.17857142857142858,0.07692307692307693,20.224719101123593,0.5625,0.1569767441860465,0.023952095808383235,0.2571428571428571,0.17391304347826086,0.029556650246305417,0.0196078431372549,0.06382978723404255,0.14583333333333334,0.15476190476190477,0.25925925925925924,0.25,0.4117647058823529,0.5,0.6086956521739131,0.8571428571428571,0.19117647058823528,0.3076923076923077,0.3333333333333333,0.36764705882352944,0.44,0.44,1.0,0.029411764705882353,0.5,0.5,1.0,0.8571428571428571,0.5,,,,0.3,,0.1,,0.4411764705882353,0.5,0.4602926470588235,0.5690428571428571,0.45676500000000003,0.056338028169014086,0.057971014492753624,,0.1388888888888889,0.16666666666666666,9.554545454545453,26.1,0.12280701754385964,2.0,2.0,5.0,,1.0,2.0,7.0,5.0,,2.0,7.0,4.0,,,0.45454545454545453,0.05555555555555555,,0.037037037037037035,0.175,0.5714285714285714,0.5,0.6666666666666666,1.0,1.0,3.0,2.0,0.0625,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,19082.0,318,-42,583,580,75,105.0,69,1163,16.0,35.0,4.0,5.0,,3.0,11.0,27.0,5.0,25.0,11.0,27.0,,4.0,1.0,3.0,32.0,87,13.0,32.0,28.0,131.0,569,4.0,8.0,,5.0,12.0,,7,1.0,3.0,7.0,10.0,16.0,48.0,12.0,4.0,27.0,11.0,10.0,38.0,42.0,15.0,5.0,18.0,88.0,9.0,4.0,18.0,22.0,10.0,32.0,14.0,4.0,10.0,10.0,1.0,8.0,5.0,2.0,15.0,2.0,4.0,8.0,17.0,28.0,1.0,1.0,33.0,1.0,14.0,,1.0,10.0,75,,1.0,0.25,0.26666666666666666,0.3076923076923077,0.40625,,0.3333333333333333,0.40625,0.367816091954023,0.5,,0.4327731092436975,0.3076923076923077,0.15,0.48120300751879697,0.375,0.35714285714285715,0.2689075630252101,0.11494252873563218,0.17142857142857143,0.07407407407407407,22.458270106221548,0.6666666666666666,0.0782608695652174,0.03488372093023256,0.07692307692307693,0.07801418439716312,0.03184713375796178,0.0641025641025641,0.028169014084507043,0.13846153846153847,0.05504587155963303,0.10256410256410256,,0.29411764705882354,0.45714285714285713,0.5517241379310345,0.25,0.226890756302521,0.4074074074074074,0.44,0.21008403361344538,0.2,0.21739130434782608,0.2,0.226890756302521,0.4074074074074074,0.4074074074074074,0.2727272727272727,0.38461538461538464,0.8,0.3076923076923077,,,0.3,,0.3,0.3333333333333333,0.5630252100840336,0.4074074074074074,0.4864394957983193,0.5350958333333332,0.4678299999999999,0.10606060606060606,0.14,,0.0916030534351145,0.07633587786259542,8.441379310344828,25.099999999999998,0.12864493996569468,4.0,1.0,,,,,2.0,1.0,,1.0,3.0,2.0,,,,0.017857142857142856,0.01834862385321101,0.020833333333333332,0.05357142857142857,0.6666666666666666,0.2727272727272727,0.25,,1.0,,,,,2.0,5.0,1.0,27.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,0.08,0.046875,0.04201680672268908,0.4,0.4,0.5,0.07692307692307693,,,,,,True,,,,,,,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,16149.0,269,-23,491,491,60,73.0,49,982,24.0,44.0,2.0,5.0,4.0,5.0,8.0,21.0,10.0,26.0,,3.0,,,,,42.0,91,,4.0,19.0,103.0,471,3.0,6.0,,,10.0,7.0,12,,,3.0,17.0,50.0,34.0,,2.0,3.0,,10.0,19.0,20.0,8.0,5.0,6.0,41.0,9.0,14.0,39.0,55.0,10.0,65.0,6.0,1.0,5.0,16.0,3.0,9.0,8.0,7.0,24.0,,4.0,8.0,20.0,30.0,1.0,1.0,30.0,4.0,17.0,,,17.0,60,4.0,,0.5952380952380952,0.6097560975609756,,,,,,0.46153846153846156,0.5,0.5833333333333334,0.4421052631578947,0.5,0.5833333333333334,0.47685185185185186,0.625,0.6538461538461539,0.042105263157894736,0.10989010989010989,0.1590909090909091,0.09523809523809523,24.131627056672762,0.6666666666666666,0.19696969696969696,0.04326923076923077,0.3181818181818182,0.2190082644628099,0.04048582995951417,0.078125,0.038461538461538464,0.16666666666666666,0.27835051546391754,0.2727272727272727,0.45454545454545453,0.4631578947368421,0.5454545454545454,0.6486486486486487,0.6666666666666666,0.22105263157894736,0.38095238095238093,0.42105263157894735,0.2736842105263158,0.38461538461538464,0.4,0.5,0.031578947368421054,,,,0.8333333333333334,0.4,,,,0.4166666666666667,0.8,,,0.5052631578947369,,0.49414421052631585,0.5119833333333333,0.4563333333333334,0.1574074074074074,0.16346153846153846,,0.0970873786407767,0.1650485436893204,8.213186813186812,25.125,0.12219959266802444,4.0,1.0,2.0,,1.0,,3.0,,,3.0,3.0,1.0,1.0,,0.18181818181818182,0.02564102564102564,0.021739130434782608,0.03225806451612903,0.06382978723404255,0.3333333333333333,0.5,0.5,,,1.0,,,,,1.0,,,1.0,1.0,,1.0,3.0,,,,,,0.038461538461538464,0.023255813953488372,0.010526315789473684,,,,,,,,,,True,,,,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,19122.0,319,-21,590,583,101,121.0,67,1173,13.0,24.0,3.0,5.0,5.0,6.0,,4.0,5.0,31.0,5.0,19.0,,,,1.0,18.0,59,6.0,25.0,18.0,72.0,565,3.0,5.0,,1.0,7.0,7.0,10,1.0,3.0,11.0,28.0,20.0,16.0,15.0,6.0,19.0,5.0,5.0,19.0,27.0,11.0,6.0,2.0,62.0,8.0,5.0,27.0,32.0,10.0,42.0,14.0,9.0,5.0,8.0,1.0,5.0,3.0,3.0,11.0,,2.0,8.0,20.0,22.0,,1.0,31.0,3.0,14.0,,3.0,28.0,101,3.0,2.0,0.5555555555555556,0.6666666666666666,0.8333333333333334,0.24,,0.3333333333333333,0.24,0.3050847457627119,0.6,0.7,0.32142857142857145,0.5,0.6538461538461539,0.3673469387755102,0.5,0.7777777777777778,0.2976190476190476,0.0847457627118644,0.125,,16.265060240963855,0.7272727272727273,0.1115702479338843,0.03137254901960784,0.10204081632653061,0.10996563573883161,0.032362459546925564,0.0759493670886076,0.029850746268656716,0.11428571428571428,0.13793103448275862,0.08333333333333333,0.15384615384615385,0.2857142857142857,0.5416666666666666,0.6190476190476191,0.5384615384615384,0.047619047619047616,,,0.36904761904761907,0.16129032258064516,0.1724137931034483,0.6,0.2261904761904762,0.2631578947368421,0.2631578947368421,0.8,0.8333333333333334,0.6,,,,0.46153846153846156,0.8333333333333334,0.07692307692307693,,0.5833333333333334,0.2631578947368421,0.5043666666666667,0.618925,0.5237961538461539,0.14736842105263157,0.2,,0.09722222222222222,0.3888888888888889,10.657627118644069,24.804000000000002,0.1711864406779661,1.0,2.0,,,,1.0,3.0,2.0,1.0,,3.0,2.0,1.0,,,0.037037037037037035,,0.044444444444444446,0.05357142857142857,0.6666666666666666,,,,,,,,,1.0,6.0,1.0,3.0,8.0,7.0,1.0,1.0,,1.0,,,,,0.06451612903225806,0.01818181818181818,0.07142857142857142,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,1.0,2.0,0.15384615384615385,0.5,,True,,,,,,,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,1787.0,30,-33,54,57,8,16.0,6,111,,,,,,,,,,2.0,,1.0,,,,1.0,,2,,1.0,,,73,,1.0,,,,,1,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,,2.0,,,2.0,,,1.0,4.0,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,8.474576271186441,1.0,0.058823529411764705,,,0.045454545454545456,,,,,0.08333333333333333,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,0.5,,0.3333333333333333,,0.42156666666666665,0.3927,0.436,,,,,,19.1,24.5,0.14814814814814814,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,4312.0,72,-6,135,131,39,47.0,15,266,6.0,9.0,1.0,1.0,2.0,3.0,4.0,9.0,,7.0,,,,,,,10.0,25,,,5.0,25.0,132,2.0,5.0,,,4.0,2.0,7,,,,4.0,8.0,12.0,,4.0,,,1.0,4.0,5.0,2.0,,2.0,11.0,3.0,2.0,11.0,13.0,4.0,17.0,3.0,2.0,1.0,5.0,,1.0,4.0,4.0,9.0,1.0,2.0,6.0,10.0,11.0,1.0,,9.0,1.0,5.0,,,4.0,39,1.0,,0.4,0.5,,,,,,0.4,0.4,0.2857142857142857,0.4,0.4,0.2857142857142857,0.43103448275862066,0.4,0.2857142857142857,,0.04,0.1111111111111111,,25.503355704697988,0.5555555555555556,0.1864406779661017,0.05454545454545454,0.2,0.18840579710144928,0.06060606060606061,0.058823529411764705,,0.13333333333333333,0.20689655172413793,0.14285714285714285,0.3333333333333333,0.36,0.6666666666666666,0.75,0.5,0.36,0.4444444444444444,0.4444444444444444,0.28,,,,,,,,0.2,1.0,,,,0.42857142857142855,0.6666666666666666,,,0.36,,0.46751600000000004,0.458425,0.46758571428571427,0.1724137931034483,0.1724137931034483,,0.16,0.16,8.452,,0.28888888888888886,,1.0,,,2.0,,3.0,2.0,1.0,,3.0,1.0,,1.0,,0.09090909090909091,0.08333333333333333,0.09090909090909091,0.2,0.3333333333333333,0.25,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,3.0,,,,,0.07142857142857142,,,,,,,,,,1.0,True,,,,,,,,
202730,1610612755,Lavoy Allen,Lavoy Allen,202730,PHI,3484.0,58,-7,102,104,15,12.0,15,206,7.0,8.0,2.0,3.0,1.0,1.0,,,2.0,7.0,,,,,,,9.0,15,,,3.0,21.0,110,2.0,3.0,,,4.0,3.0,4,,,2.0,8.0,14.0,4.0,,4.0,,,1.0,1.0,1.0,,1.0,,2.0,6.0,3.0,6.0,10.0,7.0,17.0,3.0,3.0,,2.0,,2.0,1.0,,3.0,1.0,1.0,4.0,7.0,3.0,,,5.0,1.0,3.0,,,8.0,15,,,0.7777777777777778,1.0,,,,,,0.6,0.6666666666666666,0.75,0.6,0.6666666666666666,0.75,0.6176470588235294,0.6666666666666666,0.8,,0.06666666666666667,0.125,,16.528925619834713,0.6666666666666666,0.20689655172413793,0.13636363636363635,0.3,0.23076923076923078,0.125,0.23076923076923078,0.09090909090909091,0.25,0.16666666666666666,0.42857142857142855,,0.5333333333333333,0.875,1.0,0.7142857142857143,,,,0.4666666666666667,0.2857142857142857,0.2857142857142857,1.0,,,,,1.0,0.6666666666666666,,,,0.25,1.0,,,0.5333333333333333,,0.49618,0.5273333333333333,0.47155,0.17647058823529413,0.17647058823529413,,0.19047619047619047,0.38095238095238093,9.22,,0.14705882352941177,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,0.25,0.08333333333333333,0.1,0.08333333333333333,0.2222222222222222,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,12930.0,216,10,396,397,149,137.0,51,793,4.0,14.0,,,2.0,5.0,9.0,19.0,10.0,21.0,3.0,23.0,1.0,3.0,1.0,10.0,23.0,54,4.0,28.0,23.0,81.0,406,2.0,4.0,1.0,3.0,9.0,11.0,21,1.0,11.0,17.0,42.0,14.0,32.0,3.0,,23.0,3.0,10.0,19.0,27.0,6.0,4.0,9.0,62.0,1.0,5.0,6.0,12.0,1.0,13.0,7.0,6.0,1.0,7.0,2.0,3.0,5.0,4.0,12.0,1.0,6.0,4.0,11.0,25.0,1.0,,25.0,5.0,12.0,,3.0,40.0,145,1.0,2.0,0.30434782608695654,0.30434782608695654,0.25,0.14285714285714285,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.42592592592592593,0.5,0.5238095238095238,0.35365853658536583,0.5,0.390625,0.44021739130434784,0.5625,0.5384615384615384,0.34146341463414637,0.18518518518518517,0.5,0.10526315789473684,22.707423580786024,0.5833333333333334,0.043478260869565216,0.006369426751592357,0.10204081632653061,0.058823529411764705,0.0048543689320388345,,,0.058823529411764705,0.046153846153846156,0.10526315789473684,0.09090909090909091,0.17073170731707318,0.2857142857142857,0.5714285714285714,0.5,0.23170731707317074,0.47368421052631576,0.5294117647058824,0.25609756097560976,0.47619047619047616,0.5,0.4,0.2804878048780488,0.13043478260869565,0.13636363636363635,,,,0.42857142857142855,0.3333333333333333,,0.15625,0.4,0.3125,0.1,0.5121951219512195,0.13043478260869565,0.4677018292682928,0.4543785714285714,0.44770937499999997,0.1348314606741573,0.19672131147540983,,0.1111111111111111,0.5185185185185185,10.879629629629632,25.578571428571426,0.37626262626262624,2.0,,1.0,1.0,,,,,,,,,,,0.08333333333333333,,0.015873015873015872,,0.02564102564102564,,0.1111111111111111,,,,,,,,1.0,5.0,,9.0,8.0,7.0,1.0,,2.0,1.0,2.0,,,,0.047619047619047616,,0.06097560975609756,0.2,0.2,1.0,,,1.0,0.03125,,,False,1.0,0.03571428571428571,0.043478260869565216,,,,,
