EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Charge Fouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,BlockingFouls,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,BlockedLongMidRange
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,4824.0,80,-26,146,149,24.0,41,19.0,295,2.0,4.0,1.0,1.0,2.0,6.0,2.0,5.0,1.0,3.0,1.0,2.0,10.0,1.0,2.0,6.0,15.0,3.0,13.0,6.0,27.0,160,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,8.0,3.0,6.0,10.0,2.0,1.0,7.0,4.0,11.0,3.0,1.0,6.0,1.0,26.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,8.0,1.0,8.0,3.0,1.0,4.0,24.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.4,1.0,0.375,1.0,0.375,0.421875,1.0,0.4,0.4642857142857143,0.06666666666666667,0.16666666666666666,21.176470588235293,0.25,0.0784313725490196,0.05263157894736842,0.07142857142857142,0.125,0.09523809523809523,0.2,0.14285714285714285,0.5,0.5,1.0,0.21428571428571427,0.3333333333333333,0.4,0.17857142857142858,0.4,0.4,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.2,0.2,1.0,1.0,1.0,0.25,0.5,0.5,0.6071428571428571,0.2,0.49013928571428567,0.5552,0.4810375,0.0967741935483871,0.16666666666666666,0.07407407407407407,0.14814814814814814,10.746666666666666,25.284615384615385,0.1643835616438356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201175,1610612753,Glen Davis,Glen Davis,201175,ORL,11415.0,190,-56,331,335,43.0,64,46.0,666,19.0,39.0,4.0,9.0,7.0,11.0,13.0,39.0,,,,,,,,39.0,89.0,,,17.0,95.0,372,7.0,16.0,20.0,9.0,,,5.0,15.0,60.0,18.0,,,,,17.0,1.0,3.0,4.0,3.0,,1.0,,11.0,7.0,13.0,23.0,46.0,3.0,3.0,5.0,,2.0,4.0,1.0,9.0,6.0,10.0,17.0,,22.0,12.0,,15.0,42.0,,0.7692307692307693,0.7894736842105263,,,,,0.43820224719101125,0.4375,0.43820224719101125,0.4375,0.5555555555555556,0.4797979797979798,0.5263157894736842,0.625,,0.19101123595505617,0.09090909090909091,27.763496143958868,0.5555555555555556,0.104,0.17073170731707318,0.12048192771084337,0.11363636363636363,0.11363636363636363,0.23076923076923078,0.43820224719101125,0.48717948717948717,0.8260869565217391,0.8421052631578947,0.12359550561797752,0.6363636363636364,0.7,0.43820224719101125,0.3333333333333333,0.3333333333333333,,,,,,,,0.5625,0.4444444444444444,0.5,,,,0.43820224719101125,,0.46668764044943817,0.4551307692307692,0.5388888888888889,0.12121212121212122,0.12121212121212122,0.21052631578947367,0.15789473684210525,9.69438202247191,,0.1299093655589124,4.0,7.0,6.0,5.0,2.0,9.0,14.0,3.0,23.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,1.0,6.0,3.0,1.0,0.5555555555555556,0.41025641025641024,0.25,0.10526315789473684,0.15254237288135594,0.11979166666666667,0.14893617021276595,0.11538461538461539,0.06666666666666667,0.16279069767441862,0.125,0.08108108108108109,0.14285714285714285,0.03125,0.5,0.42857142857142855,0.8461538461538461,0.7777777777777778,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,7599.0,127,-26,222,219,25.0,24,31.0,441,1.0,7.0,1.0,5.0,,,,3.0,2.0,10.0,1.0,4.0,12.0,,,1.0,10.0,6.0,22.0,2.0,22.0,244,1.0,6.0,5.0,3.0,,1.0,2.0,2.0,,2.0,18.0,,12.0,4.0,4.0,,2.0,2.0,2.0,,,,6.0,,8.0,8.0,14.0,3.0,3.0,3.0,,2.0,3.0,,6.0,5.0,16.0,8.0,,2.0,1.0,,2.0,24.0,,,,1.0,0.2727272727272727,,0.2727272727272727,0.1,0.16666666666666666,0.3125,0.35714285714285715,,0.3333333333333333,0.35714285714285715,0.2,0.6875,0.4,,14.885496183206106,0.5,0.09523809523809523,,0.07272727272727272,0.0967741935483871,0.07692307692307693,,0.21875,0.14285714285714285,0.3333333333333333,,,,,0.09375,,,0.3125,0.2,0.2,1.0,0.375,0.3333333333333333,0.36363636363636365,0.7142857142857143,0.2,,0.25,,,0.90625,0.3333333333333333,0.5489109375000001,0.5564,0.4554625,0.030303030303030304,0.09090909090909091,0.22727272727272727,0.09090909090909091,7.109999999999999,24.477272727272727,0.11261261261261261,,3.0,,,2.0,4.0,2.0,,6.0,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,,2.0,2.0,,2.0,,1.0,,0.5714285714285714,,0.02127659574468085,0.1,0.04477611940298507,0.02857142857142857,0.05,,0.1111111111111111,0.07692307692307693,0.1111111111111111,,,,,,0.75,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.08333333333333333,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,8620.0,144,-54,243,245,30.0,31,32.0,488,6.0,12.0,1.0,2.0,1.0,7.0,3.0,9.0,,,,5.0,9.0,1.0,1.0,10.0,28.0,5.0,9.0,5.0,40.0,290,2.0,3.0,10.0,4.0,1.0,1.0,2.0,9.0,8.0,12.0,12.0,3.0,9.0,5.0,1.0,8.0,2.0,10.0,1.0,1.0,4.0,3.0,22.0,1.0,4.0,8.0,12.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,8.0,6.0,17.0,10.0,,8.0,3.0,1.0,9.0,29.0,1.0,0.4,0.4444444444444444,0.8,0.5555555555555556,1.0,0.5555555555555556,0.35714285714285715,0.6666666666666666,0.47297297297297297,1.0,0.7,0.4878048780487805,1.0,0.75,0.24324324324324326,0.03571428571428571,,17.19298245614035,0.5,0.04395604395604396,0.034482758620689655,0.041666666666666664,0.03125,0.0967741935483871,0.125,0.32432432432432434,0.5,0.5454545454545454,0.3333333333333333,0.1891891891891892,0.14285714285714285,0.14285714285714285,0.24324324324324326,0.3333333333333333,0.3333333333333333,,,,,0.24324324324324326,0.5555555555555556,0.5555555555555556,0.4,0.5,,,0.2,1.0,0.5675675675675675,0.5555555555555556,0.4543783783783784,0.4143333333333333,0.48414,0.075,0.0967741935483871,0.25,0.225,9.121428571428572,25.744444444444444,0.12345679012345678,1.0,3.0,,2.0,2.0,,3.0,3.0,4.0,,1.0,,,,,1.0,1.0,1.0,,3.0,2.0,1.0,4.0,1.0,3.0,0.5,0.08333333333333333,0.42857142857142855,0.0297029702970297,,0.02112676056338028,0.05714285714285714,,0.022727272727272728,,,,,,0.25,,0.6666666666666666,0.6,0.3333333333333333,,,2.0,2.0,,,1.0,,,0.8,,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.1,0.4,1.0,1.0,,,,,,True,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,9113.0,152,-32,265,264,39.0,50,42.0,529,6.0,14.0,1.0,2.0,5.0,14.0,6.0,16.0,,1.0,,8.0,20.0,1.0,5.0,17.0,44.0,8.0,21.0,7.0,65.0,294,3.0,5.0,9.0,6.0,1.0,5.0,4.0,9.0,2.0,32.0,12.0,12.0,20.0,8.0,2.0,19.0,11.0,30.0,10.0,1.0,9.0,7.0,71.0,6.0,9.0,15.0,16.0,4.0,4.0,7.0,,3.0,1.0,,8.0,7.0,12.0,15.0,1.0,7.0,2.0,2.0,7.0,38.0,1.0,0.058823529411764705,0.058823529411764705,0.5,0.38095238095238093,0.2,0.38095238095238093,0.38636363636363635,0.6,0.4461538461538462,0.42857142857142855,0.22727272727272727,0.47794117647058826,0.5625,0.34615384615384615,0.3230769230769231,0.045454545454545456,0.14285714285714285,23.974763406940063,0.875,0.09,0.1935483870967742,0.11450381679389313,0.1111111111111111,0.06060606060606061,0.1,0.2153846153846154,0.42857142857142855,0.42857142857142855,,0.2153846153846154,0.35714285714285715,0.4166666666666667,0.24615384615384617,0.375,0.375,0.015384615384615385,,,,0.3076923076923077,0.4,0.4,0.2857142857142857,0.5,,,0.45454545454545453,0.2,0.5384615384615384,0.4,0.4648253846153846,0.5139250000000001,0.4530727272727273,0.030303030303030304,0.044444444444444446,0.13846153846153847,0.13846153846153847,10.499999999999998,25.485714285714288,0.1471698113207547,,1.0,3.0,1.0,,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.16666666666666666,,,0.008849557522123894,,0.006060606060606061,,,0.02040816326530612,,,0.0967741935483871,0.23809523809523808,0.02702702702702703,,0.2,,0.09090909090909091,,,1.0,,2.0,,,,,,0.5,0.14285714285714285,,,,1.0,3.0,,,,,,0.14285714285714285,,,1.0,,,,,True,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,2285.0,38,-24,65,69,3.0,12,4.0,134,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,3.0,78,,,,,,,,,,,3.0,,1.0,1.0,,6.0,1.0,7.0,1.0,,3.0,3.0,15.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,3.0,,,,1.0,1.0,,1.0,,,0.75,,,0.75,,,0.5,,,8.450704225352114,0.25,0.08333333333333333,0.2,0.11764705882352941,0.125,0.1,0.3333333333333333,0.5,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,1.0,1.0,0.5648,,,,,,,2.1,25.5,0.046153846153846156,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,True,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,2389.0,40,3,75,78,11.0,29,11.0,153,,1.0,,,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,3.0,,,2.0,5.0,1.0,4.0,,7.0,63,1.0,1.0,2.0,1.0,,1.0,,2.0,2.0,2.0,3.0,,3.0,1.0,,2.0,,2.0,,,2.0,,4.0,3.0,6.0,12.0,12.0,1.0,,1.0,,,,,1.0,2.0,4.0,,,,,,2.0,11.0,,0.5,0.5,1.0,0.25,,0.25,0.4,1.0,0.3888888888888889,1.0,0.5,0.3888888888888889,1.0,0.5,0.4444444444444444,,,11.363636363636363,1.0,0.2,0.2727272727272727,0.21951219512195122,0.25,0.16666666666666666,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.5,,,0.5555555555555556,0.3333333333333333,0.4528,0.4525,0.517775,,,0.2857142857142857,0.2857142857142857,14.24,24.875,0.14666666666666667,,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,0.6,,,,,,,,,0.16666666666666666,0.5,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,True,,,,
2202,1610612753,Jason Richardson,Jason Richardson,2202,ORL,7807.0,130,-26,221,222,25.0,36,35.0,443,5.0,7.0,,,1.0,5.0,3.0,10.0,1.0,6.0,1.0,8.0,17.0,,2.0,9.0,22.0,9.0,23.0,4.0,49.0,252,,2.0,6.0,1.0,,3.0,2.0,2.0,12.0,6.0,24.0,3.0,17.0,8.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,,12.0,2.0,12.0,15.0,19.0,6.0,5.0,1.0,1.0,,2.0,,3.0,4.0,7.0,8.0,,10.0,2.0,,2.0,24.0,,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.391304347826087,,0.391304347826087,0.4090909090909091,,0.5,0.375,,0.5,0.375,0.2,0.5111111111111111,0.09090909090909091,,19.696969696969695,0.3333333333333333,0.13636363636363635,0.07692307692307693,0.12280701754385964,0.0967741935483871,0.16129032258064516,,0.15555555555555556,0.7142857142857143,1.0,0.8,0.1111111111111111,0.2,0.2,0.2222222222222222,0.3,0.3,0.13333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.37777777777777777,0.47058823529411764,0.47058823529411764,,,,0.25,0.5,,0.6666666666666666,0.47058823529411764,0.48203666666666667,0.5196642857142858,0.486525,0.08163265306122448,0.08333333333333333,0.12244897959183673,0.04081632653061224,11.022727272727273,25.13478260869565,0.11312217194570136,,1.0,,,,2.0,2.0,1.0,4.0,,1.0,,,,1.0,,,,,2.0,2.0,,2.0,1.0,1.0,,0.2857142857142857,0.125,0.02197802197802198,0.045454545454545456,0.02962962962962963,0.03571428571428571,,0.022222222222222223,0.06451612903225806,,0.15384615384615385,0.1111111111111111,,0.5,1.0,0.3333333333333333,0.25,,,3.0,2.0,6.0,,,0.3333333333333333,,,0.875,0.375,,,2.0,3.0,1.0,,1.0,,,,0.375,0.6666666666666666,1.0,,,1.0,2.0,0.08,True,,,,
201947,1610612753,Earl Clark,Earl Clark,201947,ORL,2950.0,49,-35,85,92,15.0,31,10.0,177,3.0,5.0,1.0,3.0,,1.0,,3.0,,,,,,,,3.0,9.0,,,2.0,8.0,103,1.0,3.0,2.0,1.0,,,,,6.0,,,,,,2.0,1.0,,1.0,,,,1.0,2.0,3.0,11.0,15.0,20.0,1.0,1.0,1.0,,,,,1.0,4.0,5.0,2.0,,4.0,1.0,1.0,,15.0,1.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.36363636363636365,0.3333333333333333,,,0.2222222222222222,1.0,12.371134020618557,1.0,0.3548387096774194,0.25,0.32558139534883723,0.3,0.4166666666666667,0.25,0.5555555555555556,0.6,0.75,1.0,0.1111111111111111,,,0.3333333333333333,,,,,,,,,,1.0,0.3333333333333333,1.0,,,,0.5555555555555556,,0.4811111111111111,0.5154333333333333,0.4391,0.1,0.1,0.25,,7.900000000000001,,0.17647058823529413,,1.0,,,,,5.0,1.0,5.0,,1.0,,,,1.0,,,,,3.0,1.0,2.0,3.0,1.0,,,0.2,0.25,0.15625,,0.11627906976744186,0.2222222222222222,0.25,0.10526315789473684,,,0.3333333333333333,0.25,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202350,1610612753,Daniel Orton,Daniel Orton,202350,ORL,73.0,1,-4,2,2,,2,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
