EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,BlockingFouls,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,on,HeaveAttempts,OffensiveGoaltends,Corner3PctBlocked,BlockedArc3
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,36510.0,608,-31,1120,1123,249,240,112.0,2243,30.0,58.0,7.0,17.0,10.0,21.0,12.0,30.0,39.0,87.0,81.0,175.0,59.0,221.0,1141,11.0,24.0,7.0,29.0,23.0,47.0,13.0,59.0,120.0,42.0,10.0,15.0,11.0,4.0,15.0,2.0,2.0,5.0,3.0,3.0,34.0,8.0,17.0,1.0,17.0,50.0,12.0,79.0,26.0,105.0,2.0,14.0,11.0,3.0,7.0,1.0,3.0,8.0,1.0,4.0,2.0,15.0,4.0,4.0,25.0,50.0,1.0,3.0,3.0,45.0,2.0,1.0,64.0,2.0,30.0,3.0,9.0,1.0,6.0,1.0,3.0,10.0,5.0,1.0,59.0,247,4.0,2.0,0.7407407407407407,0.7894736842105263,0.46285714285714286,0.4583333333333333,0.48936170212765956,0.46285714285714286,0.4583333333333333,0.48936170212765956,0.5364077669902912,0.5370370370370371,0.5462962962962963,0.08571428571428572,0.1724137931034483,0.13333333333333333,0.011494252873563218,17.765273311897108,0.4666666666666667,0.3333333333333333,0.05555555555555555,0.12406947890818859,0.04116222760290557,0.1223021582733813,0.06451612903225806,0.12361623616236163,0.04655493482309125,0.0743801652892562,0.01020408163265306,0.03608247422680412,0.08045977011494253,0.02702702702702703,0.11965811965811966,0.1322314049586777,0.12121212121212122,0.13402061855670103,0.09523809523809523,0.02531645569620253,0.5,0.3314285714285714,0.5172413793103449,0.625,0.5333333333333333,0.17142857142857143,0.4,0.46153846153846156,0.75,0.49714285714285716,0.4482758620689655,0.45348837209302323,0.8974358974358975,0.7083333333333334,0.4117647058823529,0.44680851063829785,0.47619047619047616,0.3314285714285714,0.46954514285714277,0.5227294117647058,0.4951659574468084,0.1477832512315271,0.1477832512315271,0.13122171945701358,0.2669683257918552,11.037142857142857,0.22232142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,32410.0,540,-52,996,998,200,208,102.0,1994,30.0,53.0,3.0,6.0,5.0,9.0,15.0,35.0,22.0,69.0,67.0,157.0,84.0,263.0,1028,5.0,13.0,4.0,23.0,12.0,35.0,30.0,69.0,60.0,74.0,4.0,15.0,33.0,4.0,37.0,,4.0,11.0,7.0,15.0,78.0,2.0,8.0,1.0,14.0,55.0,4.0,73.0,11.0,84.0,5.0,20.0,13.0,7.0,26.0,1.0,17.0,9.0,3.0,9.0,1.0,35.0,1.0,1.0,24.0,46.0,3.0,1.0,,73.0,3.0,1.0,96.0,10.0,38.0,10.0,10.0,,10.0,,,10.0,7.0,1.0,69.0,199,1.0,8.0,0.44776119402985076,0.46153846153846156,0.4267515923566879,0.38461538461538464,0.34285714285714286,0.4182242990654206,0.41304347826086957,0.42391304347826086,0.5118110236220472,0.4423076923076923,0.5666666666666667,0.09554140127388536,0.16981132075471697,0.14285714285714285,0.014492753623188406,26.08303249097473,0.7428571428571429,0.12903225806451613,0.07142857142857142,0.1558073654390935,0.0213903743315508,0.11475409836065574,0.018518518518518517,0.14526315789473684,0.02074688796680498,0.027522935779816515,0.03409090909090909,0.011299435028248588,0.01282051282051282,0.03333333333333333,0.11224489795918367,0.16037735849056603,0.18120805369127516,0.15294117647058825,0.02702702702702703,0.043478260869565216,0.7,0.24766355140186916,0.5660377358490566,0.6818181818181818,0.6666666666666666,0.16355140186915887,0.42857142857142855,0.5,0.2,0.32242990654205606,0.3188405797101449,0.3235294117647059,0.3181818181818182,0.2608695652173913,0.5,0.1956521739130435,0.5555555555555556,0.514018691588785,0.49480747663551405,0.498603125,0.468795652173913,0.16393442622950818,0.20540540540540542,0.08745247148288973,0.2623574144486692,10.53375796178344,0.20080321285140562,3.0,8.0,2.0,4.0,1.0,1.0,12.0,49.0,1.0,6.0,4.0,10.0,15.0,57.0,3.0,10.0,5.0,11.0,39.0,6.0,49.0,12.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,0.8666666666666667,0.2631578947368421,0.3,0.45454545454545453,0.2631578947368421,0.26635514018691586,0.017543859649122806,0.02040816326530612,0.037383177570093455,0.375,0.375,1.0,0.22897196261682243,0.24489795918367346,0.25,0.8333333333333334,0.17391304347826086,0.5,1.0,0.2608695652173913,0.16666666666666666,1.0,0.021739130434782608,1.0,0.21739130434782608,0.4,0.24489795918367346,0.03389830508474576,25.119298245614033,,,,,True,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,33580.0,560,-25,1032,1033,224,199,103.0,2065,44.0,82.0,6.0,10.0,7.0,15.0,13.0,38.0,15.0,41.0,72.0,161.0,26.0,182.0,1052,7.0,14.0,1.0,15.0,15.0,36.0,9.0,48.0,28.0,116.0,6.0,8.0,137.0,24.0,161.0,15.0,9.0,64.0,19.0,54.0,346.0,6.0,14.0,,14.0,48.0,4.0,66.0,20.0,86.0,4.0,32.0,21.0,11.0,33.0,12.0,25.0,20.0,3.0,8.0,,53.0,3.0,11.0,7.0,32.0,4.0,1.0,1.0,33.0,,2.0,37.0,4.0,14.0,5.0,1.0,,,,1.0,1.0,1.0,,46.0,222,3.0,4.0,0.19444444444444445,0.2028985507246377,0.4472049689440994,0.5,0.4166666666666667,0.430939226519337,0.4375,0.43333333333333335,0.4619289340101523,0.46875,0.47058823529411764,0.049689440993788817,0.04878048780487805,0.10526315789473684,,21.815008726003487,0.6226415094339622,0.125,,0.13150684931506848,0.03636363636363636,0.1111111111111111,0.05357142857142857,0.12627291242362526,0.04024144869215292,0.035398230088495575,0.0449438202247191,0.03278688524590164,0.05,0.0625,0.10679611650485436,0.09734513274336283,0.174496644295302,0.12643678160919541,0.07692307692307693,0.042105263157894736,1.0,0.4530386740331492,0.5365853658536586,0.5641025641025641,0.13636363636363635,0.20994475138121546,0.34210526315789475,0.38235294117647056,0.07692307692307693,0.2265193370165746,0.36585365853658536,0.36585365853658536,0.4666666666666667,0.625,0.6,0.3333333333333333,0.4666666666666667,0.56353591160221,0.5110190607734806,0.48940769230769227,0.47191333333333335,0.078125,0.08187134502923976,0.08241758241758242,0.26373626373626374,7.2111801242236035,0.21705426356589147,,2.0,,,,,4.0,18.0,,2.0,3.0,9.0,4.0,20.0,,2.0,3.0,9.0,3.0,9.0,18.0,4.0,,2.0,,1.0,,,1.0,,0.25,0.2,,0.3333333333333333,0.2,0.11049723756906077,,,0.011049723756906077,,,,0.09944751381215469,0.2222222222222222,0.2222222222222222,0.25,,,,0.125,,,,,0.2,0.3333333333333333,0.2222222222222222,0.047619047619047616,25.940000000000005,,,,,True,,,,
200797,1610612738,Ryan Hollins,Ryan Hollins,200797,BOS,3011.0,50,-23,88,90,34,27,10.0,178,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,,,4.0,7.0,1.0,9.0,89,,1.0,,,2.0,2.0,,4.0,8.0,,,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,2.0,,1.0,1.0,,2.0,3.0,5.0,,,,,3.0,,1.0,1.0,,2.0,,4.0,1.0,2.0,5.0,10.0,,1.0,1.0,3.0,,,3.0,1.0,1.0,1.0,2.0,,1.0,,1.0,2.0,2.0,,4.0,34,2.0,1.0,1.0,1.0,0.5714285714285714,,1.0,0.5714285714285714,,1.0,0.5625,,0.6666666666666666,0.14285714285714285,0.16666666666666666,,,12.0,0.75,,,0.03125,0.058823529411764705,0.08333333333333333,0.0625,0.045454545454545456,0.06,0.06666666666666667,,0.07142857142857142,,0.25,,,0.0625,0.1,,,1.0,0.8571428571428571,0.5,0.6,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,1.0,,0.5,1.0,0.8571428571428571,0.5438285714285714,,0.53855,0.14285714285714285,0.14285714285714285,,0.4444444444444444,2.5428571428571423,0.38636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,10944.0,182,29,341,342,59,63,27.0,683,11.0,21.0,,1.0,2.0,7.0,1.0,3.0,3.0,13.0,15.0,37.0,6.0,48.0,320,,1.0,1.0,1.0,2.0,9.0,1.0,5.0,22.0,8.0,,5.0,4.0,1.0,5.0,1.0,,,3.0,1.0,11.0,,3.0,,7.0,7.0,,14.0,3.0,17.0,1.0,5.0,,5.0,3.0,,1.0,4.0,1.0,2.0,1.0,7.0,,2.0,5.0,15.0,,1.0,,6.0,1.0,,10.0,,2.0,3.0,3.0,,1.0,,1.0,3.0,2.0,,5.0,59,1.0,1.0,0.7333333333333333,0.7333333333333333,0.40540540540540543,,0.2222222222222222,0.39622641509433965,,0.16666666666666666,0.41379310344827586,0.16666666666666666,0.19230769230769232,0.13513513513513514,0.19047619047619047,0.3333333333333333,,17.426273458445042,0.42857142857142855,,,0.04895104895104895,0.023809523809523808,0.17073170731707318,,0.07608695652173914,0.0189873417721519,0.08571428571428572,,,,,,0.1,0.05,0.10714285714285714,0.3076923076923077,0.034482758620689655,0.6666666666666666,0.39622641509433965,0.5238095238095238,0.6470588235294118,0.9090909090909091,0.05660377358490566,0.3333333333333333,0.5,1.0,0.24528301886792453,0.23076923076923078,0.23076923076923078,,0.5,,0.5833333333333334,0.2857142857142857,0.6981132075471698,0.5530037735849057,0.604475,0.5682916666666666,0.03636363636363636,0.05128205128205128,0.020833333333333332,0.10416666666666667,7.989189189189188,0.17302052785923755,4.0,14.0,,1.0,,3.0,,2.0,,,,,4.0,16.0,,1.0,,3.0,12.0,,2.0,,,2.0,,,1.0,,,,1.0,0.25,,,0.25,0.3018867924528302,,,0.2641509433962264,0.2857142857142857,0.2857142857142857,1.0,0.03773584905660377,,,,0.5,,,,,,0.25,,,,,,23.74375,1.0,1.0,,,True,,,,
2554,1610612738,Mickael Pietrus,Mickael Pietrus,2554,BOS,7946.0,132,-7,244,251,77,81,29.0,495,6.0,7.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,7.0,9.0,1.0,21.0,251,2.0,2.0,,10.0,2.0,3.0,1.0,5.0,4.0,10.0,4.0,1.0,,,,,,,,,,1.0,5.0,,1.0,10.0,1.0,12.0,6.0,18.0,,6.0,6.0,,3.0,,2.0,1.0,,1.0,,4.0,1.0,,11.0,18.0,,,1.0,7.0,1.0,1.0,4.0,,2.0,,1.0,,1.0,,,1.0,,,5.0,76,2.0,,0.2857142857142857,0.4,0.7777777777777778,1.0,0.6666666666666666,0.4,1.0,0.4,0.3888888888888889,1.0,0.35714285714285715,0.1111111111111111,,1.0,,11.272727272727273,0.75,0.09090909090909091,,0.11235955056179775,0.056818181818181816,0.038461538461538464,0.034482758620689655,0.09565217391304348,0.05128205128205128,0.09375,0.05263157894736842,0.02702702702702703,,0.09090909090909091,0.1,0.0967741935483871,0.14285714285714285,,0.16666666666666666,,,0.28,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.04,,,,0.04,1.0,1.0,,0.4,1.0,0.6,0.6666666666666666,0.92,0.578912,0.57862,0.61842,0.07407407407407407,0.18181818181818182,0.47619047619047616,0.23809523809523808,3.688888888888888,0.3155737704918033,1.0,9.0,1.0,2.0,,1.0,1.0,7.0,1.0,1.0,,1.0,2.0,16.0,2.0,3.0,,2.0,6.0,,7.0,1.0,,1.0,,1.0,,,,,1.0,0.125,0.6666666666666666,,0.125,0.64,,,0.36,0.1111111111111111,0.1111111111111111,1.0,0.28,0.14285714285714285,0.14285714285714285,1.0,0.4,0.5,1.0,0.2,1.0,1.0,0.2,,0.2,,0.14285714285714285,,24.012500000000003,,,,,True,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,22365.0,373,-52,684,683,159,136,72.0,1367,9.0,17.0,1.0,2.0,1.0,2.0,5.0,13.0,11.0,23.0,25.0,53.0,16.0,114.0,724,2.0,6.0,1.0,5.0,4.0,10.0,1.0,18.0,34.0,16.0,2.0,5.0,10.0,,10.0,,,4.0,2.0,4.0,20.0,1.0,5.0,,10.0,27.0,2.0,39.0,6.0,45.0,1.0,9.0,6.0,3.0,9.0,3.0,5.0,3.0,,4.0,,12.0,1.0,4.0,14.0,23.0,,,,20.0,1.0,1.0,25.0,1.0,7.0,1.0,2.0,,2.0,,,2.0,2.0,,17.0,158,1.0,,0.68,0.7083333333333334,0.4716981132075472,0.3333333333333333,0.4,0.45794392523364486,0.25,0.4473684210526316,0.4827586206896552,0.2777777777777778,0.45,0.09433962264150944,0.23529411764705882,0.07692307692307693,,16.79790026246719,0.75,0.07692307692307693,,0.12272727272727273,0.020491803278688523,0.1111111111111111,0.012048192771084338,0.11935483870967742,0.01834862385321101,0.025974025974025976,,0.028846153846153848,0.01639344262295082,,0.04918032786885246,0.10294117647058823,0.18681318681318682,0.11475409836065574,0.10344827586206896,0.016666666666666666,1.0,0.1588785046728972,0.5294117647058824,0.6923076923076923,0.5555555555555556,0.12149532710280374,0.38461538461538464,0.4166666666666667,0.8,0.21495327102803738,0.4782608695652174,0.4782608695652174,0.7272727272727273,0.25,0.5,0.10526315789473684,0.5,0.6635514018691588,0.5092308411214953,0.5009833333333333,0.4947578947368422,0.0782608695652174,0.11864406779661017,0.043859649122807015,0.15789473684210525,10.935849056603772,0.2324561403508772,7.0,17.0,,1.0,2.0,4.0,9.0,37.0,,1.0,1.0,5.0,16.0,54.0,,2.0,3.0,9.0,45.0,3.0,37.0,9.0,,1.0,,,,4.0,2.0,,0.9375,0.2962962962962963,,0.3333333333333333,0.2962962962962963,0.5046728971962616,,,0.1588785046728972,0.4117647058823529,0.4117647058823529,1.0,0.34579439252336447,0.24324324324324326,0.24324324324324326,0.8888888888888888,0.125,,,0.125,,,0.21052631578947367,0.5,0.2631578947368421,0.2,0.24324324324324326,0.03571428571428571,24.822222222222223,,,,,True,,,,
201880,1610612738,Greg Stiemsma,Greg Stiemsma,201880,BOS,5766.0,96,-51,174,176,46,54,21.0,350,9.0,10.0,2.0,2.0,1.0,1.0,,,1.0,2.0,10.0,12.0,2.0,22.0,214,2.0,2.0,,4.0,1.0,1.0,2.0,4.0,18.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,,2.0,1.0,1.0,11.0,1.0,5.0,,4.0,12.0,5.0,21.0,6.0,27.0,,2.0,2.0,,1.0,,,3.0,1.0,1.0,,4.0,,1.0,13.0,22.0,,1.0,2.0,2.0,,1.0,2.0,,1.0,,9.0,,7.0,,2.0,9.0,6.0,,4.0,46,1.0,,0.9,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,0.8461538461538461,1.0,1.0,0.08333333333333333,0.1,,,8.585858585858587,0.25,0.8333333333333334,,0.20689655172413793,0.07246376811594203,0.2222222222222222,0.047619047619047616,0.21052631578947367,0.06666666666666667,0.05263157894736842,0.06666666666666667,0.08571428571428572,0.058823529411764705,,0.2777777777777778,0.13333333333333333,0.2,0.18181818181818182,0.2857142857142857,,0.6666666666666666,0.8333333333333334,0.9,1.0,0.8888888888888888,,,,,0.16666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.5480416666666666,0.5737,0.6434,0.07692307692307693,0.07692307692307693,0.18181818181818182,0.18181818181818182,3.9666666666666663,0.26436781609195403,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,True,,,,
2562,1610612738,Sasha Pavlovic,Sasha Pavlovic,2562,BOS,755.0,13,2,24,24,16,18,4.0,48,2.0,3.0,1.0,1.0,1.0,1.0,,,,,2.0,3.0,,4.0,20,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,16,,,0.5,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.5,0.4,1.0,0.5,,,,,25.925925925925924,0.5,,,0.08333333333333333,0.1111111111111111,,,0.06666666666666667,0.08333333333333333,0.3333333333333333,,,,,,,0.2,,,0.3333333333333333,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,1.0,1.0,0.5,1.0,1.0,0.6129,0.676,0.565125,,,0.5,0.5,0.8333333333333334,0.6666666666666666,,,,,,,,2.0,,,,1.0,,2.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,0.4,,,,,,,0.4,,,,,,,,,,,,0.5,,,,25.05,,,,,True,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,24893.0,415,59,771,764,140,121,70.0,1535,26.0,33.0,5.0,6.0,5.0,9.0,29.0,55.0,34.0,81.0,89.0,169.0,26.0,204.0,727,12.0,17.0,4.0,28.0,16.0,30.0,6.0,38.0,134.0,44.0,14.0,3.0,16.0,3.0,19.0,1.0,2.0,7.0,2.0,7.0,41.0,4.0,14.0,,21.0,66.0,7.0,94.0,18.0,112.0,,16.0,14.0,2.0,9.0,2.0,7.0,11.0,1.0,2.0,1.0,20.0,1.0,2.0,17.0,33.0,,2.0,6.0,46.0,1.0,3.0,35.0,5.0,19.0,1.0,15.0,,10.0,,5.0,15.0,9.0,3.0,38.0,138,,1.0,0.7528089887640449,0.8170731707317073,0.5266272189349113,0.7058823529411765,0.5333333333333333,0.5235294117647059,0.7058823529411765,0.5333333333333333,0.5513513513513514,0.7368421052631579,0.5588235294117647,0.01775147928994083,0.06060606060606061,0.01818181818181818,,24.17452830188679,0.45,0.3181818181818182,,0.22297297297297297,0.05,0.21212121212121213,0.05263157894736842,0.22025316455696203,0.05056179775280899,0.05555555555555555,0.05405405405405406,0.04477611940298507,0.058823529411764705,0.04,0.26136363636363635,0.2247191011235955,0.19327731092436976,0.2028985507246377,0.23333333333333334,,0.6,0.19411764705882353,0.7878787878787878,0.8387096774193549,0.7307692307692307,0.3235294117647059,0.5272727272727272,0.5370370370370371,0.6551724137931034,0.4764705882352941,0.41975308641975306,0.41975308641975306,0.8529411764705882,0.35294117647058826,0.8333333333333334,0.3,0.5555555555555556,0.2,0.44184882352941157,0.44195,0.45424333333333333,0.10326086956521739,0.10382513661202186,0.13725490196078433,0.18627450980392157,12.234319526627221,0.1815823605706874,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0.0058823529411764705,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,23.8,,,2.0,,True,,,,
