EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,LiveBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,LiveBallTurnoverPct,OffAtRimReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,TwoPtShootingFoulsDrawnPct,Arc3Assists,SelfOReb,LostBallSteals,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,AtRimPctBlocked,SelfORebPct,PtsUnassisted3s,ShortMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,BlockingFoulsDrawn,HeaveAttempts,on,DefensiveGoaltends,OffCorner3ReboundPct
1710,1610612752,Mike Bibby,Mike Bibby,1710,NYK,5119.0,85,-15.0,156,159,51.0,57.0,22.0,315,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,6.0,6.0,10.0,2.0,24.0,190,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,10.0,4.0,18.0,5.0,2.0,1.0,9.0,1.0,10.0,1.0,9.0,21.0,3.0,4.0,5.0,1.0,10.0,3.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,10.0,50.0,1.0,1.0,1.0,1.0,0.6,1.0,0.6666666666666666,0.6,0.3333333333333333,0.5,0.6875,1.5,0.8,0.7058823529411765,1.5,0.8333333333333334,0.625,0.16666666666666666,0.2,9.836065573770492,0.3333333333333333,0.10638297872340426,0.05454545454545454,0.2,0.13432835820895522,0.03896103896103896,0.15,0.125,0.07142857142857142,0.11764705882352941,0.25,0.125,0.0625,1.0,1.0,1.0,0.3125,0.2,0.25,1.0,0.3125,0.8,0.8,1.0,0.3125,0.4,0.4,1.0,1.0,1.0,1.0,0.2,1.0,0.2,1.0,0.4,0.5,0.6875,0.4,0.491859375,0.5424,0.5129900000000001,0.058823529411764705,0.09090909090909091,0.125,0.4166666666666667,15.633333333333333,24.369999999999997,0.3269230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200779,1610612752,Steve Novak,Steve Novak,200779,NYK,4204.0,70,-25.0,123,120,28.0,41.0,9.0,243,,,,,,1.0,,,,,,,1.0,4.0,,,,1.0,1.0,4.0,,3.0,147,,1.0,,,1.0,,,,,,3.0,4.0,1.0,,,,,,,,2.0,1.0,6.0,,7.0,2.0,9.0,,,1.0,,3.0,5.0,6.0,1.0,,,,,,27.0,1.0,,,1.0,0.25,,,0.25,,,0.3,,,0.3,,,0.8,,,5.88235294117647,,0.15789473684210525,0.07142857142857142,0.07142857142857142,0.1346153846153846,0.0425531914893617,0.2,0.42857142857142855,0.07142857142857142,0.11764705882352941,0.09090909090909091,,,,,,0.2,,,,,,,,0.8,0.25,0.25,1.0,,,,,,,,,,0.8,0.25,0.54939,0.58095,0.4353,,,,,16.3,25.0,0.22764227642276422,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.08333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202361,1610612752,Landry Fields,Landry Fields,202361,NYK,5170.0,86,-41.0,161,168,42.0,71.0,22.0,329,5.0,5.0,1.0,1.0,2.0,4.0,1.0,3.0,,,,,,1.0,,,9.0,18.0,1.0,4.0,3.0,24.0,189,,,4.0,2.0,3.0,,,2.0,6.0,10.0,3.0,1.0,,,4.0,,4.0,,3.0,8.0,3.0,1.0,6.0,,7.0,4.0,11.0,3.0,3.0,3.0,,8.0,3.0,5.0,4.0,,,5.0,,6.0,42.0,,0.5555555555555556,0.625,1.0,0.25,,,0.25,0.5,0.6666666666666666,0.4772727272727273,1.0,0.6666666666666666,0.5,1.0,0.75,0.18181818181818182,,,17.297297297297295,,0.13333333333333333,0.057692307692307696,0.058823529411764705,0.11290322580645161,0.05194805194805195,,0.25,0.125,0.09523809523809523,,0.14285714285714285,0.22727272727272727,1.0,1.0,0.6,0.18181818181818182,0.5,0.5,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.045454545454545456,,,,,,,0.3333333333333333,1.0,,,,,0.4090909090909091,,0.4999431818181818,,0.44693333333333335,0.125,,0.16666666666666666,0.25,9.011111111111111,23.7,0.2608695652173913,,5.0,1.0,1.0,,,,,,,0.625,0.11764705882352941,,,1.0,1.0,2.0,9.0,1.0,1.0,2.0,8.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,0.04,0.058823529411764705,0.05,0.4090909090909091,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,True,,
2199,1610612752,Tyson Chandler,Tyson Chandler,2199,NYK,9257.0,154,-37.0,274,280,55.0,82.0,34.0,554,9.0,16.0,3.0,4.0,,,,,,,,,,,,,9.0,20.0,,,9.0,27.0,306,,,6.0,3.0,6.0,,,2.0,8.0,12.0,,,,1.0,3.0,1.0,4.0,,3.0,9.0,9.0,10.0,15.0,1.0,26.0,14.0,40.0,6.0,5.0,7.0,,12.0,9.0,15.0,17.0,1.0,1.0,15.0,,8.0,55.0,1.0,0.6666666666666666,1.0,,,,,,0.45,0.5,0.45,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5714285714285714,,0.05,,12.341772151898734,0.125,0.18518518518518517,0.10714285714285714,0.2702702702702703,0.211864406779661,0.11475409836065574,0.09523809523809523,0.25,0.19230769230769232,0.14285714285714285,0.2608695652173913,0.2857142857142857,0.8,0.5625,0.6,0.6666666666666666,,,,,,,,,,,,,,,,0.6666666666666666,0.75,,,,,0.8,,0.565365,0.5742166666666667,0.5688833333333333,0.2962962962962963,,0.2222222222222222,0.2962962962962963,2.255,,0.20072992700729927,,5.0,1.0,1.0,,5.0,1.0,5.0,3.0,,0.4166666666666667,0.08571428571428572,0.6,,3.0,8.0,,4.0,3.0,9.0,,6.0,6.0,,5.0,1.0,4.0,1.0,3.0,1.0,8.0,0.3333333333333333,0.13157894736842105,0.14285714285714285,0.15625,0.2,,,,0.8888888888888888,0.375,0.2962962962962963,1.0,1.0,1.0,1.0,3.0,1.0,0.0625,0.1,,,,,,,,,,,,,,,,True,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,12246.0,204,-64.0,367,372,82.0,124.0,48.0,739,21.0,42.0,6.0,13.0,20.0,41.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,15.0,,3.0,48.0,106.0,4.0,18.0,31.0,139.0,425,1.0,1.0,18.0,15.0,28.0,1.0,4.0,12.0,45.0,26.0,3.0,15.0,3.0,7.0,6.0,5.0,11.0,3.0,4.0,27.0,11.0,10.0,14.0,4.0,28.0,13.0,41.0,6.0,4.0,8.0,1.0,14.0,13.0,21.0,25.0,,1.0,41.0,1.0,45.0,81.0,2.0,0.2708333333333333,0.29545454545454547,0.25,0.2222222222222222,1.0,0.25,0.2222222222222222,0.4528301886792453,0.5357142857142857,0.43548387096774194,0.425,0.515625,0.4857142857142857,0.45,0.5789473684210527,0.14516129032258066,0.0660377358490566,,36.32075471698113,0.26666666666666666,0.13333333333333333,0.09322033898305085,0.20833333333333334,0.1568627450980392,0.06470588235294118,0.11764705882352941,0.037037037037037035,0.1388888888888889,0.19047619047619047,0.25806451612903225,0.11764705882352941,0.3387096774193548,0.5,0.5675675675675675,0.47619047619047616,0.33064516129032256,0.4878048780487805,0.4878048780487805,0.15,0.024193548387096774,0.3333333333333333,0.3333333333333333,1.0,0.12096774193548387,0.2,0.2,,0.05,1.0,1.0,0.40625,0.46153846153846156,0.03125,1.0,0.09375,,0.4838709677419355,0.2,0.4661201612903227,0.5034194444444444,0.46119374999999996,0.13043478260869565,0.05263157894736842,0.12949640287769784,0.3237410071942446,9.604716981132075,24.672222222222224,0.22343324250681199,,6.0,3.0,,2.0,1.0,,1.0,1.0,,0.42857142857142855,0.07142857142857142,1.0,,6.0,14.0,7.0,23.0,7.0,19.0,1.0,70.0,8.0,1.0,,2.0,3.0,4.0,2.0,4.0,17.0,0.3684210526315789,,0.09523809523809523,,0.18548387096774194,0.30434782608695654,0.3333333333333333,,0.7,0.42857142857142855,0.14285714285714285,2.0,2.0,2.0,,1.0,,0.11904761904761904,0.03125,9.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,0.08695652173913043,0.15384615384615385,0.16666666666666666,,,,True,,
2405,1610612752,Amar'e Stoudemire,Amar'e Stoudemire,2405,NYK,7711.0,129,-21.0,232,229,36.0,52.0,30.0,461,12.0,18.0,,2.0,3.0,8.0,,,,,,,,,,,18.0,32.0,,,18.0,54.0,261,,,10.0,1.0,5.0,,,3.0,5.0,20.0,,,,1.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,2.0,13.0,3.0,18.0,7.0,25.0,5.0,2.0,4.0,,9.0,7.0,14.0,19.0,1.0,,24.0,,4.0,35.0,,0.5555555555555556,0.625,,,,,,0.5625,0.2,0.5625,0.8,0.2,0.6428571428571429,0.8333333333333334,0.35714285714285715,,0.03125,,19.245283018867926,0.3,0.18840579710144928,0.07692307692307693,0.06666666666666667,0.15151515151515152,0.05714285714285714,0.041666666666666664,0.15789473684210525,0.25,0.16666666666666666,0.1,,0.5625,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.25,0.375,0.375,0.6666666666666666,,,,,,,,,,,,0.4,,,,,,0.5625,,0.5154156249999999,0.44610000000000005,0.45362,0.3,,0.18518518518518517,0.09259259259259259,6.046875,,0.15517241379310345,,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.08695652173913043,1.0,,2.0,3.0,3.0,6.0,4.0,5.0,2.0,16.0,4.0,,,,1.0,,,4.0,12.0,0.8,,0.0967741935483871,,0.1875,0.5,0.5,0.3333333333333333,0.6,0.6666666666666666,0.3,,2.0,3.0,,,,0.05555555555555555,0.15384615384615385,,,1.0,,2.0,3.0,,2.0,1.0,,0.14285714285714285,,1.0,1.0,,True,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,8577.0,143,-44.0,259,264,67.0,102.0,36.0,523,5.0,10.0,,3.0,9.0,17.0,2.0,4.0,,,1.0,1.0,3.0,21.0,1.0,5.0,16.0,33.0,5.0,25.0,6.0,53.0,305,,2.0,4.0,2.0,8.0,2.0,6.0,4.0,14.0,4.0,6.0,19.0,3.0,3.0,4.0,3.0,7.0,2.0,4.0,17.0,,2.0,4.0,3.0,9.0,2.0,11.0,6.0,6.0,3.0,,11.0,9.0,16.0,8.0,1.0,1.0,6.0,,14.0,66.0,4.0,0.125,0.125,0.4,0.2,,0.3333333333333333,0.21739130434782608,0.48484848484848486,0.25,0.4051724137931034,0.2,0.35714285714285715,0.4344262295081967,0.3333333333333333,0.4375,0.43103448275862066,0.09090909090909091,,23.684210526315788,0.23076923076923078,0.05970149253731343,,0.05405405405405406,0.057692307692307696,0.01639344262295082,,0.045454545454545456,0.03571428571428571,0.11764705882352941,,0.13333333333333333,0.1724137931034483,0.5,0.7142857142857143,0.4,0.29310344827586204,0.5294117647058824,0.5294117647058824,,0.06896551724137931,0.5,0.5,0.5,0.3620689655172414,0.14285714285714285,0.14285714285714285,0.3333333333333333,,,,0.21428571428571427,,0.07142857142857142,1.0,0.35714285714285715,0.2,0.603448275862069,0.15789473684210525,0.4822794642857144,0.48342,0.42664230769230765,0.01694915254237288,,0.07547169811320754,0.2641509433962264,12.393939393939394,27.268,0.25868725868725867,2.0,8.0,4.0,,,1.0,,1.0,1.0,,0.7272727272727273,,1.0,0.4,1.0,1.0,2.0,6.0,1.0,3.0,2.0,28.0,,,2.0,1.0,4.0,1.0,,,1.0,0.3333333333333333,0.05128205128205128,,0.0625,0.10344827586206896,0.3333333333333333,0.3333333333333333,,0.2,1.0,0.029411764705882353,1.0,,,1.0,,,0.3,,9.0,,,2.0,,1.0,,2.0,2.0,,,,,,2.0,True,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,1120.0,19,-20.0,32,38,6.0,16.0,9.0,70,,,,,,,,,,,,,,,,,,1.0,,,,,44,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,4.0,2.0,6.0,,,,,,1.0,3.0,1.0,,1.0,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,2.4390243902439024,0.5,,0.10526315789473684,0.375,0.21428571428571427,0.08,0.2222222222222222,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3655,,,,,,,4.6,,0.1875,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202725,1610612752,Josh Harrellson,Josh Harrellson,202725,NYK,506.0,8,3.0,16,17,12.0,14.0,3.0,33,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,2.0,,,2.0,4.0,17,,,2.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,1.0,2.0,2.0,2.0,,2.0,,2.0,12.0,1.0,,,,,,,,0.5,,0.5,,,0.6666666666666666,0.5,0.5,,,,15.0,,,,0.5,0.125,0.14285714285714285,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.5428999999999999,,0.6723,,,0.5,0.5,2.2,,0.75,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,2.0,,,1.0,,,,,,,,0.5,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,
1884,1610612752,Baron Davis,Baron Davis,1884,NYK,5847.0,97,-28.0,171,169,31.0,49.0,22.0,340,5.0,6.0,1.0,1.0,1.0,2.0,,1.0,,,,,4.0,13.0,,2.0,7.0,9.0,4.0,14.0,5.0,31.0,183,,,4.0,2.0,2.0,,2.0,2.0,6.0,2.0,3.0,12.0,4.0,,12.0,1.0,13.0,,6.0,27.0,,1.0,2.0,,3.0,,3.0,,,6.0,,13.0,4.0,15.0,6.0,,1.0,5.0,,6.0,31.0,2.0,0.14285714285714285,0.14285714285714285,0.25,0.2857142857142857,,,0.3076923076923077,0.7777777777777778,1.0,0.5652173913043478,1.0,0.5,0.62,1.0,0.6,0.6086956521739131,,,19.387755102040817,,0.043478260869565216,,0.041666666666666664,0.04285714285714286,,,,0.14285714285714285,,0.058823529411764705,,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.2,0.08695652173913043,0.5,0.5,,0.043478260869565216,,,,0.5652173913043478,0.3076923076923077,0.3076923076923077,0.25,,,,0.25,1.0,,,0.5,,0.8695652173913043,0.3333333333333333,0.5327045454545455,0.5343,0.40526666666666666,0.08333333333333333,,0.12903225806451613,0.1935483870967742,6.677777777777778,28.507142857142856,0.18128654970760233,,7.0,1.0,1.0,1.0,,,,,1.0,0.5384615384615384,,,,2.0,2.0,1.0,1.0,2.0,2.0,,12.0,,4.0,,1.0,6.0,2.0,2.0,1.0,2.0,1.0,,,,0.043478260869565216,1.0,1.0,,1.0,1.0,0.2,1.0,,,,,,,,9.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,1.0,True,,
