EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,FTDefRebounds,DefFTReboundPct,FtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyFtPoints,DefTwoPtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,DefLongMidRangeReboundPct,BlocksRecoveredPct,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Charge Fouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Charge Fouls Drawn,LostBallOutOfBoundsTurnovers,BlockingFouls
101144,1610612753,Von Wafer,Von Wafer,101144,ORL,358.0,6,-2,12,12,11,9.0,24,2.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,6.0,12,3.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,11,0.6,0.6,0.6,0.6,0.6,0.6,50.0,1.0,1.0,0.16666666666666666,1.0,0.4,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.4,1.0,0.4,0.48100000000000004,0.48100000000000004,1.0,11.959999999999999,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,208.0,3,-6,7,7,6,4.0,14,,,,,,,,,,10,,,,,,,,1.0,1.0,1.0,1.0,,,,6,,,,,,,28.57142857142857,1.0,,,,,,,,,,,,1.0,0.5421,0.5421,,,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.6,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,81.0,1,-3,2,3,1,,5,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,81.0,1,-3,2,3,1,,5,,,,,,,,,,5,,,,,,1.0,1.0,,,,,1.0,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,81.0,1,-3,2,3,1,,5,,,,,,,,,2.0,5,,,,,,,,,,,,,,,1,,,,,1.0,,50.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202350,1610612753,Daniel Orton,Daniel Orton,202350,ORL,277.0,5,1,10,9,10,9.0,19,,,,,,,,,2.0,7,,,2.0,,,2.0,2.0,,,,,,,2.0,10,,,,,1.0,1.0,10.0,,,0.3333333333333333,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,1.0,2.0,,,,2.0,2.0,1.0,1.0,0.4,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612753,Ish Smith,Ish Smith,202397,ORL,277.0,5,1,10,9,10,9.0,19,,,,,,,,,,7,,,,,,1.0,1.0,,,,,,,,10,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,0.2,,1.0,1.0,1.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202712,1610612753,Justin Harper,Justin Harper,202712,ORL,277.0,5,1,10,9,10,9.0,19,,,,,,1.0,,1.0,,7,,1.0,,,,,,,,,,,,,10,,,,,,,10.0,,,,,,,,1.0,,,,,,0.4003,0.4003,,18.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,150.0,2,4,5,5,5,5.0,10,,,,,,,,,,2,,,,,,2.0,2.0,,,,,,,,5,,,,,,,20.0,,,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,,2.0,1.0,1.0,0.5,0.3333333333333333,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,7190.0,120,-15,221,223,53,64.0,444,7.0,9.0,1.0,1.0,4.0,8.0,15.0,25.0,54.0,229,2.0,4.0,8.0,26.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,4.0,4.0,8.0,53,0.6,0.5,0.4883720930232558,0.3181818181818182,0.5510204081632653,0.3333333333333333,21.428571428571427,0.4,0.029411764705882353,0.045871559633027525,,0.20930232558139536,0.7777777777777778,0.7777777777777778,0.18604651162790697,0.5,0.5,0.09090909090909091,1.0,0.627906976744186,0.48560581395348834,0.4756318181818182,0.14814814814814814,9.44,0.2398190045248869,14.0,5.0,18.0,7.0,14.0,0.4186046511627907,0.32558139534883723,0.45454545454545453,25.27777777777778,,,12.0,11.0,14.0,5.0,0.125,0.1724137931034483,1.0,4.0,1.0,1.0,0.05333333333333334,0.08695652173913043,,,,,0.06451612903225806,,False,25.0,1.0,1.0,4.0,8.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,6.0,6.0,3.0,1.0,9.0,7.0,16.0,4.0,3.0,7.0,2.0,39.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.13333333333333333,0.5,0.2222222222222222,0.14285714285714285,0.2222222222222222,1.0,1.0,1.0,0.04,0.125,0.1111111111111111,0.2857142857142857,0.18604651162790697,0.5,0.5714285714285714,0.09302325581395349,0.25,0.25,1.0,0.21428571428571427,0.21428571428571427,0.3333333333333333,1.0,1.0,1.0,0.18181818181818182,0.2,0.21428571428571427,0.5552,0.05263157894736842,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
