EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,BlockingFouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,Travels,ThreePtShootingFoulsDrawn,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,on,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,19748.0,329,26,587,590,232,211,83.0,1177,13.0,16.0,3.0,3.0,3.0,5.0,4.0,13.0,17.0,29.0,20.0,54.0,614,4.0,7.0,4.0,12.0,7.0,10.0,9.0,23.0,26.0,8.0,4.0,3.0,2.0,2.0,2.0,6.0,5.0,16.0,1.0,7.0,21.0,5.0,33.0,22.0,55.0,5.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0,8.0,2.0,2.0,17.0,41.0,9.0,4.0,22.0,2.0,3.0,1.0,25.0,1.0,10.0,3.0,16.0,9.0,7.0,16.0,7.0,1.0,23.0,232,4.0,3.0,0.7647058823529411,0.8666666666666667,0.5862068965517241,0.5714285714285714,0.7,0.5862068965517241,0.5714285714285714,0.7,0.6585365853658537,0.6666666666666666,0.6764705882352942,0.10344827586206896,0.0625,0.15384615384615385,7.2485207100591715,0.375,0.3125,0.038461538461538464,0.09813084112149532,0.08290155440414508,0.10294117647058823,0.058823529411764705,0.09929078014184398,0.07553956834532374,0.07142857142857142,0.11267605633802817,0.06060606060606061,0.058823529411764705,0.058823529411764705,0.05970149253731343,0.14084507042253522,0.09210526315789473,0.1,0.1111111111111111,0.4375,0.5517241379310345,0.8125,0.8666666666666667,0.8461538461538461,0.4482758620689655,0.3076923076923077,0.36363636363636365,0.5,0.42857142857142855,1.0,0.3333333333333333,0.5,0.6,0.5517241379310345,0.4863448275862069,0.4981166666666667,0.45616,0.2631578947368421,0.2631578947368421,0.2222222222222222,0.42592592592592593,4.096551724137931,0.39522998296422485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,12766.0,213,35,387,386,133,104,49.0,773,7.0,14.0,1.0,2.0,2.0,7.0,12.0,20.0,24.0,41.0,19.0,94.0,399,2.0,6.0,,7.0,6.0,15.0,10.0,34.0,14.0,34.0,4.0,1.0,6.0,21.0,4.0,48.0,,5.0,,6.0,9.0,1.0,16.0,5.0,21.0,5.0,1.0,4.0,1.0,4.0,,7.0,1.0,8.0,,2.0,10.0,20.0,,1.0,25.0,,1.0,3.0,28.0,1.0,11.0,3.0,1.0,1.0,,1.0,,,34.0,133,3.0,3.0,0.2916666666666667,0.3181818181818182,0.5853658536585366,0.3333333333333333,0.4,0.5681818181818182,0.4375,0.5454545454545454,0.5949367088607594,0.4375,0.5862068965517241,0.024390243902439025,0.07142857142857142,,19.77272727272727,0.125,0.125,,0.0703125,0.04065040650406504,0.13953488372093023,,0.08771929824561403,0.028735632183908046,,0.057692307692307696,0.05555555555555555,,,0.06521739130434782,0.025,0.11904761904761904,0.16129032258064516,0.08333333333333333,,0.21212121212121213,0.5,0.5384615384615384,0.2857142857142857,0.30303030303030304,0.6,0.6,0.16666666666666666,0.25,0.5,,0.3181818181818182,0.2857142857142857,0.5909090909090909,0.5151727272727272,0.49213124999999996,0.510490909090909,0.14473684210526316,0.21568627450980393,0.07446808510638298,0.3617021276595745,8.026829268292683,0.34366925064599485,5.0,7.0,4.0,11.0,1.0,4.0,5.0,14.0,1.0,2.0,3.0,3.0,9.0,25.0,1.0,2.0,4.0,7.0,27.0,14.0,5.0,15.0,2.0,8.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.36,0.5,0.5714285714285714,0.36,0.3787878787878788,0.10606060606060606,0.7142857142857143,0.7142857142857143,0.6,0.16666666666666666,0.36363636363636365,0.36363636363636365,1.0,0.21212121212121213,0.35714285714285715,0.35714285714285715,1.0,0.25,0.5,1.0,0.18181818181818182,0.25,0.13636363636363635,1.0,0.35714285714285715,24.464000000000002,,,,,,,,,,,,,,,,,True,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,4052.0,68,4,119,124,60,72,11.0,243,,2.0,,,,1.0,1.0,1.0,3.0,7.0,3.0,9.0,120,,1.0,,,,2.0,2.0,2.0,4.0,2.0,,2.0,2.0,6.0,1.0,14.0,,1.0,,,2.0,1.0,3.0,1.0,4.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,7.0,1.0,,6.0,1.0,,1.0,4.0,,2.0,,,,,,,,2.0,60,2.0,,0.6666666666666666,0.6666666666666666,0.42857142857142855,,,0.3333333333333333,,,0.4090909090909091,,0.25,0.2857142857142857,1.0,,9.23076923076923,1.0,0.2,,0.038461538461538464,0.02857142857142857,,,0.02857142857142857,0.0196078431372549,0.125,,,,,0.08333333333333333,,0.041666666666666664,,,,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,,,,,0.3333333333333333,,0.4444444444444444,0.4641277777777778,0.3816,0.45740000000000003,0.18181818181818182,0.2222222222222222,,0.2222222222222222,13.02857142857143,0.5042016806722689,2.0,4.0,,1.0,,1.0,,1.0,,,,,,2.0,,,,1.0,,1.0,,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,0.2222222222222222,0.4444444444444444,0.5,0.5,1.0,0.1111111111111111,,,,0.1111111111111111,,,,,,,0.3333333333333333,,,,,23.75,1.0,,,,,,,,,,,,,,,,True,,,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,15027.0,250,17,444,454,189,152,67.0,898,,6.0,,4.0,,1.0,3.0,7.0,3.0,14.0,6.0,39.0,469,,5.0,,9.0,1.0,4.0,6.0,14.0,6.0,,,2.0,5.0,13.0,2.0,31.0,2.0,4.0,,4.0,16.0,4.0,24.0,6.0,30.0,7.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0,7.0,,3.0,21.0,31.0,2.0,1.0,12.0,3.0,3.0,1.0,7.0,,,2.0,5.0,5.0,,5.0,5.0,,14.0,189,2.0,2.0,1.0,1.0,0.21428571428571427,,0.25,0.4125,0.45,0.3076923076923077,0.45348837209302323,0.45,0.4375,0.14285714285714285,0.16666666666666666,0.14285714285714285,9.652509652509654,0.2857142857142857,0.36363636363636365,,0.09937888198757763,0.027586206896551724,0.08,0.029411764705882353,0.0947867298578199,0.028169014084507043,0.021739130434782608,,0.061224489795918366,,0.06896551724137931,0.16363636363636364,0.07692307692307693,0.05555555555555555,0.07692307692307693,0.09090909090909091,1.0,0.15,,,,0.175,0.42857142857142855,0.5,1.0,0.4,,,0.07692307692307693,,0.8,0.5395349999999999,0.5690000000000001,0.49313076923076926,0.024390243902439025,,0.23076923076923078,0.358974358974359,5.921428571428572,0.42567567567567566,,1.0,6.0,17.0,2.0,4.0,3.0,9.0,2.0,3.0,,5.0,9.0,26.0,3.0,5.0,2.0,9.0,27.0,9.0,3.0,8.0,3.0,5.0,1.0,2.0,1.0,,,,1.0,0.34615384615384615,0.6,0.2222222222222222,0.34615384615384615,0.65,0.025,,,,0.425,0.35294117647058826,0.35294117647058826,1.0,0.225,0.3333333333333333,0.3333333333333333,1.0,0.3,0.6666666666666666,1.0,0.3076923076923077,0.5,0.38461538461538464,,0.3333333333333333,23.87307692307692,3.0,1.0,2.0,1.0,1.0,1.0,0.041666666666666664,0.2,0.5,1.0,0.037037037037037035,,,,,,True,,,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,16211.0,270,37,482,484,215,196,69.0,966,35.0,55.0,7.0,12.0,16.0,29.0,18.0,39.0,72.0,140.0,44.0,221.0,494,14.0,22.0,6.0,37.0,33.0,64.0,31.0,106.0,40.0,104.0,16.0,5.0,13.0,31.0,5.0,75.0,4.0,16.0,,15.0,29.0,2.0,46.0,20.0,66.0,15.0,12.0,3.0,9.0,5.0,6.0,10.0,3.0,19.0,2.0,9.0,3.0,9.0,1.0,1.0,47.0,,2.0,,61.0,6.0,23.0,9.0,4.0,3.0,1.0,4.0,3.0,,106.0,215,2.0,9.0,0.2777777777777778,0.3125,0.5142857142857142,0.6363636363636364,0.515625,0.5145348837209303,0.62,0.47468354430379744,0.553030303030303,0.6166666666666667,0.5306122448979592,0.03571428571428571,0.05454545454545454,0.02564102564102564,39.02877697841727,0.47368421052631576,0.14285714285714285,,0.1657142857142857,0.10126582278481013,0.25862068965517243,0.058823529411764705,0.1888412017167382,0.08849557522123894,0.1,0.12727272727272726,0.07547169811320754,0.06818181818181818,0.041666666666666664,0.13725490196078433,0.20634920634920634,0.14754098360655737,0.2558139534883721,0.26666666666666666,0.75,0.31976744186046513,0.6363636363636364,0.6730769230769231,0.4,0.22674418604651161,0.46153846153846156,0.47368421052631576,0.2777777777777778,0.48,0.5833333333333334,0.14285714285714285,0.3670886075949367,0.5517241379310345,0.5058139534883721,0.48342441860465135,0.499734090909091,0.48734430379746835,0.12169312169312169,0.1464968152866242,0.167420814479638,0.4796380090497738,8.738571428571428,0.4460580912863071,19.0,46.0,3.0,7.0,1.0,3.0,8.0,25.0,,1.0,2.0,12.0,11.0,32.0,1.0,3.0,3.0,15.0,15.0,25.0,8.0,18.0,8.0,8.0,5.0,5.0,1.0,2.0,,3.0,0.45454545454545453,0.34375,0.3333333333333333,0.2,0.34375,0.18604651162790697,0.26744186046511625,0.41304347826086957,0.4222222222222222,0.05263157894736842,0.040697674418604654,0.42857142857142855,0.42857142857142855,1.0,0.14534883720930233,0.32,0.32,0.25,0.04,,,0.0379746835443038,0.3333333333333333,0.1518987341772152,0.16666666666666666,0.32,25.240625,,1.0,2.0,5.0,,,0.060240963855421686,0.08,0.5,1.0,,18.0,1.0,0.021739130434782608,,,True,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,2707.0,45,2,79,77,30,39,4.0,156,,,,,,,,,2.0,4.0,2.0,9.0,73,,,,,,,,3.0,2.0,2.0,,1.0,,,,,,2.0,,1.0,4.0,,5.0,2.0,7.0,,,,,,,,,,,,1.0,1.0,,,4.0,1.0,2.0,,2.0,,,,,,,,,,3.0,30,,,0.5,0.5,0.5,,,0.3181818181818182,,0.75,0.3181818181818182,,0.75,0.25,,,13.253012048192772,,,,0.10810810810810811,0.07692307692307693,0.1111111111111111,,0.10869565217391304,0.05555555555555555,,,0.15384615384615385,,,0.21428571428571427,,0.07142857142857142,0.16666666666666666,,,,,,,,,,,,,,,,0.6363636363636364,0.4880681818181817,,0.573975,,,,0.3333333333333333,19.775,0.379746835443038,2.0,4.0,,4.0,,,1.0,3.0,,,1.0,2.0,1.0,7.0,,,1.0,2.0,3.0,3.0,1.0,,,,,,,,,2.0,1.0,0.14285714285714285,,0.5,0.14285714285714285,0.6363636363636364,0.36363636363636365,0.5,0.6666666666666666,0.5,0.36363636363636365,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,0.5,0.3333333333333333,24.514285714285716,,,,,,,,,,,,,,0.25,,,True,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,13474.0,225,9,401,401,111,122,56.0,802,21.0,35.0,2.0,5.0,6.0,11.0,15.0,38.0,47.0,113.0,36.0,136.0,424,3.0,11.0,2.0,8.0,12.0,29.0,10.0,37.0,26.0,68.0,2.0,8.0,6.0,22.0,2.0,50.0,7.0,4.0,1.0,7.0,15.0,,22.0,12.0,34.0,11.0,5.0,6.0,7.0,4.0,6.0,11.0,1.0,18.0,1.0,3.0,6.0,20.0,1.0,1.0,33.0,,,1.0,49.0,3.0,23.0,3.0,7.0,3.0,3.0,7.0,4.0,,37.0,111,3.0,3.0,0.2765957446808511,0.2826086956521739,0.415929203539823,0.2727272727272727,0.41379310344827586,0.4166666666666667,0.2727272727272727,0.421875,0.4755244755244755,0.3333333333333333,0.47435897435897434,0.07079646017699115,0.05714285714285714,0.15789473684210525,34.7732181425486,0.3888888888888889,,0.0625,0.09615384615384616,0.028368794326241134,0.15217391304347827,0.14,0.10891089108910891,0.05759162303664921,,0.03636363636363636,0.041666666666666664,0.125,0.15384615384615385,0.0196078431372549,0.10714285714285714,0.16326530612244897,0.09375,0.2857142857142857,0.5714285714285714,0.2916666666666667,0.6,0.6363636363636364,0.38095238095238093,0.31666666666666665,0.39473684210526316,0.46875,0.2,0.45454545454545453,0.4,0.5,0.34375,0.5454545454545454,0.35,0.4685454166666666,0.4805714285714286,0.45565625,0.16428571428571428,0.17293233082706766,0.058823529411764705,0.27205882352941174,9.934513274336286,0.27680798004987534,11.0,40.0,,,,,2.0,7.0,,,1.0,3.0,2.0,7.0,,,1.0,3.0,,7.0,2.0,16.0,4.0,9.0,5.0,2.0,,2.0,1.0,,,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.058333333333333334,0.3333333333333333,0.275,0.275,0.18181818181818182,,,,,0.058333333333333334,0.2857142857142857,0.2857142857142857,,,,,,,0.09375,0.3333333333333333,0.2857142857142857,25.714285714285715,1.0,,,1.0,1.0,,0.017543859649122806,,,,,6.0,1.0,,1.0,,True,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,3186.0,53,8,93,90,36,25,18.0,183,4.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,11.0,16.0,1.0,23.0,106,2.0,2.0,,4.0,3.0,5.0,,6.0,18.0,4.0,4.0,,,1.0,,2.0,,3.0,,3.0,8.0,,11.0,3.0,14.0,,,,2.0,,2.0,,,2.0,1.0,1.0,3.0,7.0,1.0,,2.0,1.0,,,2.0,,1.0,,,,,,,,6.0,36,2.0,,0.8181818181818182,1.0,0.6875,1.0,0.6,0.6875,1.0,0.6,0.6764705882352942,1.0,0.6,,,,16.8141592920354,1.0,,,0.20512820512820512,0.08823529411764706,0.2727272727272727,,0.22,0.061224489795918366,0.3333333333333333,,,,,0.5,0.15789473684210525,0.1875,0.375,,,0.3125,0.8,0.8,0.5,0.1875,1.0,1.0,1.0,1.0,1.0,,0.6,0.6666666666666666,0.3125,0.475175,0.6045,0.5591000000000002,0.058823529411764705,0.058823529411764705,0.17391304347826086,0.2608695652173913,11.10625,0.3870967741935484,4.0,8.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,9970.0,166,-7,295,296,136,112,49.0,591,,2.0,,,,2.0,,2.0,3.0,8.0,,42.0,325,1.0,2.0,,14.0,3.0,6.0,,24.0,,6.0,,2.0,2.0,10.0,1.0,22.0,1.0,1.0,,5.0,18.0,,23.0,2.0,25.0,6.0,3.0,3.0,3.0,1.0,,3.0,3.0,6.0,,4.0,9.0,15.0,2.0,,2.0,,,1.0,,,,,,,,,,,24.0,136,2.0,,,,0.375,0.5,0.5,0.4883720930232558,1.0,0.5454545454545454,0.4883720930232558,1.0,0.5454545454545454,0.25,0.5,0.5,14.244186046511627,0.5,,,0.18181818181818182,0.011363636363636364,0.15625,0.01818181818181818,0.17557251908396945,0.013986013986013986,0.037037037037037035,,,0.02631578947368421,,0.21875,0.14814814814814814,0.175,0.2,,,0.046511627906976744,,,,0.046511627906976744,,,,,,,0.09090909090909091,,0.8604651162790697,0.5359569767441862,0.46858333333333335,0.5035272727272727,,,0.3333333333333333,0.5714285714285714,11.149999999999999,0.4610169491525424,3.0,4.0,5.0,12.0,2.0,3.0,7.0,23.0,4.0,4.0,4.0,13.0,12.0,35.0,4.0,5.0,6.0,16.0,36.0,23.0,7.0,8.0,1.0,5.0,1.0,2.0,,,,,1.0,0.34285714285714286,0.8,0.375,0.34285714285714286,0.813953488372093,0.09302325581395349,0.75,0.75,,0.27906976744186046,0.4166666666666667,0.4166666666666667,1.0,0.5348837209302325,0.30434782608695654,0.30434782608695654,1.0,0.5714285714285714,1.0,1.0,0.13636363636363635,0.6666666666666666,0.5909090909090909,0.3076923076923077,0.30434782608695654,24.842857142857145,,,1.0,,1.0,,,0.14285714285714285,,,,,,,,,True,,,,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,1397.0,23,5,42,43,12,17,9.0,85,1.0,2.0,,,,1.0,,4.0,2.0,8.0,6.0,13.0,38,1.0,3.0,,2.0,1.0,2.0,2.0,4.0,4.0,,,1.0,1.0,1.0,1.0,3.0,2.0,,,,4.0,,4.0,2.0,6.0,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,6.0,,1.0,1.0,7.0,1.0,3.0,1.0,,,,,,,4.0,12,,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,0.3888888888888889,0.3333333333333333,0.5,0.5416666666666666,0.3333333333333333,0.6666666666666666,0.125,,,25.49019607843137,1.0,,,0.4444444444444444,,,0.2857142857142857,0.3333333333333333,0.08,,,,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,,,,,,,0.5,,0.3333333333333333,0.4296166666666667,0.4239,0.43385,0.2727272727272727,0.3,0.15384615384615385,0.3076923076923077,9.237499999999999,0.2857142857142857,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,0.1111111111111111,0.2222222222222222,0.5,1.0,1.0,,,,,0.1111111111111111,1.0,1.0,1.0,,,,,,,,1.0,24.1,,,,,,,,,,,,,,0.5,,1.0,True,,,,,,,,
