EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,OffThreePtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyCorner3FGM,Corner3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,Charge Fouls Drawn,SecondChanceCorner3Frequency,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,on
1737,1610612760,Nazr Mohammed,Nazr Mohammed,1737,OKC,1018.0,17,-4,30,31,7,12,4,61,2.0,2.0,1.0,1.0,1.0,1.0,4,4,1.0,9,36,1.0,1.0,2.0,8,1.0,1.0,1,1.0,1.0,2.0,4,1.0,1.0,2.0,1.0,2.0,7,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,17.64705882352941,0.16666666666666666,0.07142857142857142,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.48682500000000006,0.3769,0.2,0.2,0.2222222222222222,6.5249999999999995,0.23333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,20216.0,337,-13,619,620,55,85,62,1239,14.0,23.0,2.0,6.0,2.0,12.0,18,41,6.0,84,684,1.0,1.0,7.0,24,1.0,8.0,42,3.0,7.0,14.0,29,,7.0,7.0,2.0,7.0,55,0.6666666666666666,0.7058823529411765,0.43902439024390244,1.0,0.48148148148148145,0.4166666666666667,0.49411764705882355,0.5,13.112391930835734,0.0136986301369863,0.023333333333333334,,0.2839506172839506,0.6086956521739131,0.7,0.6428571428571429,0.07407407407407407,0.3333333333333333,0.3333333333333333,1.0,0.14814814814814814,0.16666666666666666,0.18181818181818182,0.5,0.7777777777777778,0.5729418749999999,0.5683333333333334,0.024096385542168676,0.046511627906976744,0.08333333333333333,7.239024390243902,0.0888529886914378,1.0,2.0,1.0,1.0,7.0,21.0,3.0,7.0,19.0,2.0,1.0,2.0,14.0,40.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,12.0,39.0,3.0,2.0,1.0,18.0,7.0,4.0,1.0,17.0,4.0,21.0,4.0,7.0,1.0,9.0,46.0,6.0,1.0,9.0,25.0,34.0,1.0,21.0,14.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,6.0,3.0,1.0,0.9285714285714286,0.35,0.2,0.358974358974359,0.3333333333333333,0.2,0.25,0.49382716049382713,0.025,0.0975609756097561,0.13043478260869565,0.08333333333333333,0.047619047619047616,0.5714285714285714,0.125,0.1059322033898305,0.02643171806167401,0.12162162162162163,0.10967741935483871,0.0410958904109589,0.030303030303030304,0.011363636363636364,0.017543859649122806,0.1511627906976744,0.09333333333333334,0.06666666666666667,0.11320754716981132,0.14285714285714285,0.023255813953488372,0.5,0.25925925925925924,0.3333333333333333,0.35,1.0,0.2345679012345679,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.4,0.5,0.4,0.16666666666666666,1.0,0.5,0.3333333333333333,0.5,0.3888888888888889,0.5615,0.03571428571428571,24.282500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,31484.0,525,-1,978,979,204,249,106,1957,35.0,55.0,31.0,61.0,37.0,57.0,103,173,56.0,340,1081,22.0,36.0,82.0,90,2.0,6.0,80,8.0,36.0,12.0,27,2.0,55.0,66.0,25.0,82.0,203,0.4368932038834951,0.4411764705882353,0.5953757225433526,0.6111111111111112,0.5941422594142259,0.62,0.6268656716417911,0.6557377049180327,27.661510464058235,0.018518518518518517,0.013071895424836602,0.045454545454545456,0.2301255230125523,0.6363636363636364,0.6862745098039216,0.6571428571428571,0.25523012552301255,0.5081967213114754,0.5344827586206896,0.22580645161290322,0.2384937238493724,0.6491228070175439,0.6607142857142857,0.40540540540540543,0.5062761506276151,0.5036462343096234,0.489641,0.09615384615384616,0.12886597938144329,0.2411764705882353,9.377456647398843,0.2085889570552147,2.0,4.0,8.0,13.0,3.0,4.0,1.0,23.0,62.0,5.0,5.0,13.0,26.0,66.0,4.0,9.0,5.0,4.0,12.0,6.0,14.0,20.0,116.0,57.0,21.0,2.0,,62.0,23.0,8.0,1.0,34.0,15.0,49.0,12.0,17.0,6.0,11.0,113.0,4.0,,15.0,54.0,74.0,,14.0,10.0,4.0,28.0,15.0,1.0,,2.0,,1.0,8.0,17.0,11.0,1.0,5.0,17.0,8.0,1.0,0.7307692307692307,0.3939393939393939,0.42857142857142855,0.3939393939393939,0.4444444444444444,0.2857142857142857,0.3333333333333333,0.27615062761506276,0.015151515151515152,0.046242774566473986,0.07272727272727272,0.017543859649122806,0.25,0.7777777777777778,,0.15126050420168066,0.011396011396011397,0.12605042016806722,0.14495798319327732,0.017094017094017096,0.009174311926605505,0.008,0.011627906976744186,0.06504065040650407,0.24166666666666667,0.14912280701754385,0.13580246913580246,0.10526315789473684,,0.47058823529411764,0.016736401673640166,0.75,1.0,1.0,0.2594142259414226,0.3709677419354839,0.3709677419354839,0.6956521739130435,0.2857142857142857,0.5,0.35714285714285715,0.26,0.6153846153846154,0.02,0.26,0.38461538461538464,0.3709677419354839,0.5252541666666667,0.03529411764705882,24.909090909090907,1.0,3.0,5.0,1.0,13.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,8.0,0.04918032786885246,0.2777777777777778,0.5,1.0,,,,,,,,,,,,,,,,,,True
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,30136.0,502,17,940,937,196,234,99,1877,37.0,72.0,18.0,56.0,39.0,88.0,94,216,48.0,281,1023,15.0,35.0,57.0,26,4.0,15.0,76,15.0,34.0,11.0,34,3.0,46.0,60.0,25.0,57.0,195,0.13829787234042554,0.14130434782608695,0.4351851851851852,0.42857142857142855,0.4480769230769231,0.4375,0.4878472222222222,0.5,30.579297245963915,0.038834951456310676,0.034403669724770644,0.045454545454545456,0.27692307692307694,0.5138888888888888,0.5967741935483871,0.24324324324324326,0.2153846153846154,0.32142857142857145,0.3333333333333333,0.05555555555555555,0.3384615384615385,0.4431818181818182,0.45348837209302323,0.07692307692307693,0.4461538461538462,0.4939773076923077,0.506403125,0.08896797153024912,0.10548523206751055,0.20284697508896798,10.043518518518521,0.20851063829787234,3.0,7.0,8.0,15.0,1.0,3.0,1.0,14.0,41.0,3.0,4.0,12.0,15.0,44.0,7.0,16.0,3.0,4.0,21.0,4.0,13.0,15.0,162.0,27.0,18.0,4.0,,41.0,14.0,14.0,,59.0,19.0,78.0,11.0,33.0,8.0,18.0,175.0,11.0,,18.0,42.0,61.0,,19.0,16.0,3.0,19.0,10.0,2.0,,2.0,,2.0,7.0,5.0,1.0,2.0,2.0,5.0,3.0,4.0,0.6,0.3409090909090909,0.3076923076923077,0.3409090909090909,0.4375,0.4473684210526316,0.5,0.16923076923076924,,0.06481481481481481,0.1388888888888889,0.022727272727272728,,0.5588235294117647,,0.1206896551724138,0.03303303303303303,0.15384615384615385,0.12903225806451613,0.05405405405405406,0.0196078431372549,0.025,0.037037037037037035,0.14285714285714285,0.075,0.14678899082568808,0.12658227848101267,0.21052631578947367,,0.6,0.011538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.1576923076923077,0.34146341463414637,0.34146341463414637,0.5714285714285714,0.3684210526315789,0.42857142857142855,0.15789473684210525,0.3125,0.5333333333333333,0.020833333333333332,0.25,0.3333333333333333,0.34146341463414637,0.5048666666666667,0.07473309608540925,24.775,,8.0,1.0,4.0,9.0,1.0,11.0,4.0,,,2.0,4.0,,,5.0,0.03571428571428571,0.05,0.3333333333333333,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,True
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,34152.0,569,37,1055,1059,212,261,114,2114,50.0,70.0,8.0,20.0,25.0,65.0,83,155,26.0,195,1146,15.0,27.0,41.0,128,8.0,47.0,115,6.0,11.0,26.0,57,3.0,33.0,36.0,21.0,41.0,211,0.7710843373493976,0.9142857142857143,0.535483870967742,0.5555555555555556,0.5314465408805031,0.55,0.5603448275862069,0.5857142857142857,15.598650927487354,0.06557377049180328,0.09631147540983606,0.07692307692307693,0.44025157232704404,0.7142857142857143,0.78125,0.68,0.12578616352201258,0.4,0.4444444444444444,0.75,0.4088050314465409,0.38461538461538464,0.390625,0.96,0.46540880503144655,0.49752169811320757,0.5119516666666667,0.1206896551724138,0.12352941176470589,0.21025641025641026,9.145806451612902,0.2009478672985782,17.0,26.0,12.0,16.0,,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,4.0,22.0,39.0,,10.0,54.0,1.0,3.0,8.0,38.0,3.0,,26.0,,2.0,1.0,9.0,,6.0,6.0,12.0,2.0,3.0,2.0,1.0,30.0,39.0,,23.0,43.0,68.0,5.0,11.0,4.0,7.0,5.0,1.0,3.0,,2.0,1.0,9.0,,59.0,48.0,1.0,10.0,59.0,34.0,3.0,1.0,0.25,0.3333333333333333,0.25,0.5641025641025641,0.5641025641025641,0.5869565217391305,0.025157232704402517,,0.05806451612903226,0.08571428571428572,0.015384615384615385,,0.45454545454545453,,0.1096938775510204,0.10655737704918032,0.17557251908396945,0.12619502868068833,0.13821138211382114,0.125,0.061068702290076333,0.0625,0.07352941176470588,0.11278195488721804,0.14634146341463414,0.20689655172413793,0.11363636363636363,0.078125,0.576271186440678,0.012578616352201259,,,,0.012578616352201259,0.5,0.5,1.0,0.6666666666666666,0.6538461538461539,,0.5333333333333333,0.75,0.03333333333333333,0.06666666666666667,0.5,0.5,0.5375125000000001,0.27692307692307694,23.825,,4.0,2.0,,4.0,,,,7.0,3.0,,6.0,,6.0,,0.1,0.09523809523809523,0.23529411764705882,,,,,,,,,,,,,,,,,,,True
201161,1610612760,Daequan Cook,Daequan Cook,201161,OKC,1701.0,28,22,49,50,7,6,6,99,,,1.0,1.0,1.0,1.0,2,2,,13,37,1.0,1.0,2.0,4,,,4,,,1.0,2,,2.0,2.0,1.0,2.0,7,1.0,1.0,1.0,1.0,0.5416666666666666,1.0,0.5,1.0,23.636363636363633,,,,,,,,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.8333333333333334,0.5462458333333333,0.3784,0.07692307692307693,0.3333333333333333,0.15384615384615385,17.35,0.14285714285714285,,,,,2.0,4.0,,1.0,6.0,,,,3.0,10.0,,,1.0,,,,,,,9.0,,,,6.0,1.0,,,2.0,,2.0,,1.0,,1.0,4.0,,,2.0,2.0,4.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,0.3,,0.3,,,,0.8333333333333334,,,,,,,,0.10526315789473684,,0.3333333333333333,0.16,,,,,,0.2222222222222222,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.5,0.5,1.0,0.5,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.16666666666666666,0.6264,,23.91,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True
201935,1610612760,James Harden,James Harden,201935,OKC,17323.0,289,59,540,548,170,211,59,1088,18.0,35.0,6.0,17.0,4.0,10.0,28,62,52.0,144,583,3.0,10.0,35.0,6,4.0,9.0,43,7.0,15.0,14.0,33,1.0,44.0,56.0,24.0,33.0,169,0.10714285714285714,0.1111111111111111,0.45161290322580644,0.3,0.5348837209302325,0.4411764705882353,0.6486486486486487,0.625,20.75782537067545,0.06153846153846154,0.039473684210526314,0.08333333333333333,0.4069767441860465,0.5142857142857142,0.5625,0.1111111111111111,0.19767441860465115,0.35294117647058826,0.42857142857142855,0.16666666666666666,0.11627906976744186,0.4,0.4,,0.686046511627907,0.528205294117647,0.49667500000000003,0.24299065420560748,0.2926829268292683,0.24305555555555555,6.417741935483871,0.3148148148148148,2.0,4.0,2.0,4.0,2.0,2.0,1.0,10.0,22.0,,2.0,6.0,12.0,24.0,2.0,7.0,,3.0,7.0,3.0,7.0,20.0,50.0,30.0,6.0,2.0,1.0,21.0,10.0,6.0,,26.0,13.0,39.0,9.0,15.0,4.0,7.0,91.0,5.0,,7.0,24.0,34.0,4.0,12.0,8.0,4.0,8.0,5.0,,,2.0,1.0,1.0,4.0,1.0,,1.0,,1.0,1.0,6.0,0.8333333333333334,0.5,0.42857142857142855,0.5217391304347826,0.2857142857142857,0.2857142857142857,0.3888888888888889,0.27906976744186046,,0.0967741935483871,0.08571428571428572,,,0.5333333333333333,,0.1218274111675127,0.03067484662576687,0.0958904109589041,0.11481481481481481,0.04918032786885246,0.04,,0.05660377358490566,0.11428571428571428,0.08450704225352113,0.17857142857142858,0.15555555555555556,,0.10256410256410256,1.0,0.023255813953488372,1.0,1.0,0.5,0.2558139534883721,0.45454545454545453,0.45454545454545453,0.9,0.5714285714285714,0.5,,0.23529411764705882,0.5,0.058823529411764705,0.35294117647058826,0.3333333333333333,0.47619047619047616,0.48721999999999993,0.04861111111111111,25.454166666666666,1.0,4.0,3.0,3.0,3.0,,3.0,1.0,1.0,3.0,6.0,4.0,,,3.0,0.17647058823529413,0.23076923076923078,,1.0,,,,,,,,,1.0,2.0,0.08,,,,,,,True
965,1610612760,Derek Fisher,Derek Fisher,965,OKC,8749.0,146,48,267,271,66,83,28,538,2.0,3.0,1.0,4.0,9.0,13.0,12,20,3.0,48,281,1.0,5.0,13.0,12,,1.0,11,,,9.0,17,,9.0,3.0,,13.0,66,0.5,0.5,0.6,0.2,0.6081081081081081,0.5,0.631578947368421,0.5416666666666666,12.709030100334447,,0.009345794392523364,,0.08108108108108109,0.6666666666666666,1.0,,0.10810810810810811,0.25,0.25,,0.35135135135135137,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.5405405405405406,0.5053094594594594,0.49265454545454546,0.02702702702702703,,0.2708333333333333,14.785,0.24719101123595505,,,,1.0,5.0,10.0,4.0,2.0,7.0,,1.0,2.0,7.0,17.0,,,,,,3.0,6.0,2.0,12.0,21.0,,,,7.0,2.0,1.0,,10.0,1.0,11.0,1.0,6.0,2.0,2.0,23.0,1.0,,5.0,5.0,10.0,,3.0,1.0,2.0,,,,,,3.0,,1.0,,,,,,,4.0,1.0,0.4117647058823529,0.5,0.4117647058823529,,,,0.4594594594594595,,0.05,0.3333333333333333,,,,,0.05319148936170213,0.014285714285714285,0.13157894736842105,0.07575757575757576,0.038461538461538464,,,,0.125,0.029411764705882353,,0.09523809523809523,0.17647058823529413,,,0.2702702702702703,0.5,0.5,1.0,0.1891891891891892,0.2857142857142857,0.2857142857142857,1.0,,,,0.09090909090909091,,0.36363636363636365,0.18181818181818182,0.5,0.2857142857142857,,,24.0,2.0,,,,,,,,,4.0,,,,,1.0,,,,0.5,,,,,,,1.0,,1.0,1.0,0.058823529411764705,,,,,,,True
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,3124.0,52,16,91,94,11,16,9,185,4.0,5.0,,,2.0,2.0,6,7,,12,96,1.0,1.0,2.0,8,,2.0,10,1.0,2.0,5.0,6,,1.0,,,2.0,11,0.6666666666666666,0.8,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,9.0,,0.058823529411764705,,0.7142857142857143,0.8,0.8,0.75,,,,,0.2857142857142857,1.0,1.0,0.5,0.7142857142857143,0.5443142857142858,0.619,,,0.16666666666666666,6.300000000000002,0.12087912087912088,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,2.0,,,,4.0,,,2.0,,,,,,3.0,3.0,6.0,3.0,2.0,,1.0,15.0,2.0,,2.0,5.0,8.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,0.5,,0.16666666666666666,0.09090909090909091,0.25,0.18421052631578946,0.1111111111111111,,0.16666666666666666,,0.09090909090909091,0.16666666666666666,0.2857142857142857,,0.5,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,0.642,0.16666666666666666,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,True
2570,1610612760,Kendrick Perkins,Kendrick Perkins,2570,OKC,22857.0,381,4,706,706,132,148,83,1412,14.0,34.0,7.0,21.0,4.0,10.0,25,65,7.0,57,763,5.0,10.0,14.0,30,3.0,25.0,94,17.0,22.0,21.0,43,7.0,13.0,11.0,5.0,14.0,131,0.6,0.75,0.38461538461538464,0.5,0.38461538461538464,0.5,0.40714285714285714,0.5833333333333334,11.457036114570363,0.0410958904109589,0.06779661016949153,,0.5230769230769231,0.4117647058823529,0.5833333333333334,0.6428571428571429,0.3230769230769231,0.3333333333333333,0.3888888888888889,0.5714285714285714,0.15384615384615385,0.4,0.4444444444444444,0.5,0.5230769230769231,0.4941692307692308,0.5267600000000001,0.07246376811594203,0.07246376811594203,0.24561403508771928,5.907692307692308,0.18696883852691218,5.0,11.0,4.0,6.0,,,,,,,,,,,5.0,13.0,,6.0,16.0,,,4.0,20.0,,,10.0,,,,14.0,,11.0,1.0,12.0,1.0,7.0,,4.0,25.0,21.0,1.0,12.0,52.0,69.0,2.0,5.0,2.0,3.0,5.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,14.0,3.0,1.0,10.0,16.0,11.0,4.0,,,,,0.38461538461538464,0.38461538461538464,0.4444444444444444,,,0.2153846153846154,0.29411764705882354,0.1,,0.22727272727272727,0.08333333333333333,0.18772563176895307,0.07473309608540925,0.1411764705882353,0.17679558011049723,0.05555555555555555,0.045454545454545456,0.11650485436893204,0.05084745762711865,0.13541666666666666,0.19767441860465115,0.23157894736842105,0.13793103448275862,0.14814814814814814,0.07692307692307693,0.6875,,,,,,,,,0.8461538461538461,0.45454545454545453,,0.6,0.6666666666666666,,,,,0.53195,0.2807017543859649,,,,5.0,4.0,3.0,,6.0,,3.0,1.0,2.0,1.0,,2.0,1.0,0.14285714285714285,0.4166666666666667,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,True
